Purpose,TAZID,All,Walk,Bike,NonM
HBC,1441.0,0.0,0.0,0.0,0.0
HBSch,1441.0,0.0,0.0,0.0,0.0
All,1442.0,742.87,34.61,5.81,40.42
HBW,1442.0,0.0,0.0,0.0,0.0
HBO,1442.0,0.0,0.0,0.0,0.0
NHB,1442.0,742.87,34.61,5.81,40.42
HBC,1442.0,0.0,0.0,0.0,0.0
HBSch,1442.0,0.0,0.0,0.0,0.0
All,1443.0,837.68,43.42,6.57,49.98
HBW,1443.0,0.0,0.0,0.0,0.0
HBO,1443.0,0.0,0.0,0.0,0.0
NHB,1443.0,837.68,43.42,6.57,49.98
HBC,1443.0,0.0,0.0,0.0,0.0
HBSch,1443.0,0.0,0.0,0.0,0.0
All,1444.0,1082.35,120.3,30.56,158.79
HBW,1444.0,162.24,12.52,8.54,21.06
HBO,1444.0,379.24,82.16,17.4,99.56
NHB,1444.0,495.82,25.5,3.93,29.42
HBC,1444.0,20.0,0.04,0.68,0.72
HBSch,1444.0,25.05,0.08,0.02,8.03
All,1445.0,1872.75,209.52,51.29,280.34
HBW,1445.0,270.34,21.78,14.97,36.75
HBO,1445.0,636.75,137.53,27.27,164.81
NHB,1445.0,901.16,48.49,7.19,55.67
HBC,1445.0,25.0,1.53,1.8,3.33
HBSch,1445.0,39.5,0.2,0.06,19.78
All,1446.0,2338.94,271.61,77.43,383.77
HBW,1446.0,405.69,29.14,24.8,53.95
HBO,1446.0,1039.85,199.87,44.31,244.18
NHB,1446.0,788.52,38.63,6.34,44.97
HBC,1446.0,28.0,3.61,1.88,5.49
HBSch,1446.0,76.88,0.35,0.1,35.18
All,1447.0,588.72,53.97,17.65,78.81
HBW,1447.0,131.33,6.24,6.79,13.03
HBO,1447.0,265.51,39.9,8.77,48.68
NHB,1447.0,167.01,7.24,1.36,8.6
HBC,1447.0,8.0,0.51,0.71,1.22
HBSch,1447.0,16.86,0.07,0.02,7.28
All,1448.0,293.49,10.1,2.2,12.3
HBW,1448.0,0.0,0.0,0.0,0.0
HBO,1448.0,0.0,0.0,0.0,0.0
NHB,1448.0,293.49,10.1,2.2,12.3
HBC,1448.0,0.0,0.0,0.0,0.0
HBSch,1448.0,0.0,0.0,0.0,0.0
All,1449.0,1242.99,57.53,9.69,67.22
HBW,1449.0,0.0,0.0,0.0,0.0
HBO,1449.0,0.0,0.0,0.0,0.0
NHB,1449.0,1242.99,57.53,9.69,67.22
HBC,1449.0,0.0,0.0,0.0,0.0
HBSch,1449.0,0.0,0.0,0.0,0.0
All,1450.0,264.99,9.85,1.98,11.83
HBW,1450.0,0.0,0.0,0.0,0.0
HBO,1450.0,0.0,0.0,0.0,0.0
NHB,1450.0,264.99,9.85,1.98,11.83
HBC,1450.0,0.0,0.0,0.0,0.0
HBSch,1450.0,0.0,0.0,0.0,0.0
All,1451.0,3848.41,206.95,30.09,237.04
HBW,1451.0,0.0,0.0,0.0,0.0
HBO,1451.0,0.0,0.0,0.0,0.0
NHB,1451.0,3848.41,206.95,30.09,237.04
HBC,1451.0,0.0,0.0,0.0,0.0
HBSch,1451.0,0.0,0.0,0.0,0.0
All,1452.0,861.7,42.78,9.94,55.11
HBW,1452.0,34.94,2.23,1.77,4.0
HBO,1452.0,79.27,10.17,2.4,12.57
NHB,1452.0,741.55,30.35,5.65,35.99
HBC,1452.0,1.0,0.0,0.12,0.12
HBSch,1452.0,4.93,0.02,0.01,2.43
All,1453.0,574.74,27.65,4.62,32.43
HBW,1453.0,1.58,0.19,0.08,0.27
HBO,1453.0,5.68,1.12,0.13,1.26
NHB,1453.0,567.24,26.33,4.41,30.73
HBC,1453.0,0.0,0.0,0.0,0.0
HBSch,1453.0,0.24,0.0,0.0,0.16
All,1454.0,1397.33,127.84,46.63,196.23
HBW,1454.0,291.45,16.16,16.27,32.44
HBO,1454.0,679.22,95.07,26.93,122.01
NHB,1454.0,377.92,15.8,2.9,18.7
HBC,1454.0,6.0,0.58,0.47,1.05
HBSch,1454.0,42.75,0.22,0.06,22.04
All,1455.0,2962.23,163.76,27.02,192.99
HBW,1455.0,31.09,3.32,1.86,5.18
HBO,1455.0,71.54,13.77,2.75,16.53
NHB,1455.0,2855.5,146.65,22.41,169.05
HBC,1455.0,0.0,0.0,0.0,0.0
HBSch,1455.0,4.1,0.02,0.01,2.23
All,1456.0,286.27,12.21,2.28,14.74
HBW,1456.0,1.13,0.09,0.06,0.15
HBO,1456.0,6.64,0.89,0.12,1.01
NHB,1456.0,278.2,11.23,2.1,13.33
HBC,1456.0,0.0,0.0,0.0,0.0
HBSch,1456.0,0.3,0.0,0.0,0.25
All,1457.0,3735.69,269.45,89.63,403.66
HBW,1457.0,553.33,31.56,28.0,59.56
HBO,1457.0,1309.46,167.67,46.01,213.68
NHB,1457.0,1734.68,69.34,13.09,82.43
HBC,1457.0,47.0,0.42,2.4,2.82
HBSch,1457.0,91.21,0.45,0.13,45.16
All,1458.0,4617.93,482.41,161.61,717.4
HBW,1458.0,890.67,53.67,53.14,106.81
HBO,1458.0,2222.7,369.37,94.55,463.92
NHB,1458.0,1310.71,58.26,10.32,68.58
HBC,1458.0,39.0,0.37,3.39,3.76
HBSch,1458.0,154.85,0.74,0.21,74.33
All,1459.0,3143.5,215.11,93.18,364.33
HBW,1459.0,813.92,22.21,34.49,56.7
HBO,1459.0,1749.3,177.84,48.46,226.3
NHB,1459.0,383.86,13.35,2.98,16.33
HBC,1459.0,69.0,1.14,7.09,8.24
HBSch,1459.0,127.42,0.57,0.16,56.76
All,1460.0,5178.3,455.03,171.2,699.53
HBW,1460.0,1363.81,45.78,65.38,111.16
HBO,1460.0,3011.17,386.74,95.39,482.13
NHB,1460.0,504.42,20.54,4.06,24.6
HBC,1460.0,63.0,1.23,6.17,7.39
HBSch,1460.0,235.9,0.74,0.21,74.25
All,1461.0,540.84,13.77,3.92,17.69
HBW,1461.0,0.0,0.0,0.0,0.0
HBO,1461.0,0.0,0.0,0.0,0.0
NHB,1461.0,540.84,13.77,3.92,17.69
HBC,1461.0,0.0,0.0,0.0,0.0
HBSch,1461.0,0.0,0.0,0.0,0.0
All,1462.0,464.92,14.1,3.33,17.43
HBW,1462.0,0.0,0.0,0.0,0.0
HBO,1462.0,0.0,0.0,0.0,0.0
NHB,1462.0,464.92,14.1,3.33,17.43
HBC,1462.0,0.0,0.0,0.0,0.0
HBSch,1462.0,0.0,0.0,0.0,0.0
All,1463.0,566.61,19.43,4.12,23.55
HBW,1463.0,0.0,0.0,0.0,0.0
HBO,1463.0,0.0,0.0,0.0,0.0
NHB,1463.0,566.61,19.43,4.12,23.55
HBC,1463.0,0.0,0.0,0.0,0.0
HBSch,1463.0,0.0,0.0,0.0,0.0
All,1464.0,1767.84,121.32,41.87,186.06
HBW,1464.0,327.58,15.16,13.75,28.92
HBO,1464.0,759.89,82.87,23.08,105.95
NHB,1464.0,627.15,23.04,4.6,27.63
HBC,1464.0,4.0,0.02,0.37,0.4
HBSch,1464.0,49.21,0.23,0.07,23.17
All,1465.0,1208.83,85.14,28.23,127.52
HBW,1465.0,184.82,11.02,8.73,19.75
HBO,1465.0,425.85,53.16,15.11,68.26
NHB,1465.0,566.81,20.74,4.11,24.85
HBC,1465.0,3.0,0.08,0.24,0.32
HBSch,1465.0,28.35,0.14,0.04,14.33
All,1466.0,1564.51,100.58,31.31,144.09
HBW,1466.0,142.92,9.76,8.25,18.01
HBO,1466.0,334.01,49.29,15.26,64.55
NHB,1466.0,1059.69,41.41,7.76,49.17
HBC,1466.0,6.0,0.0,0.0,0.0
HBSch,1466.0,21.89,0.12,0.04,12.36
All,1467.0,5293.98,429.88,170.35,708.04
HBW,1467.0,1162.04,47.21,58.46,105.67
HBO,1467.0,2736.66,337.24,102.45,439.69
NHB,1467.0,1192.4,44.22,8.75,52.97
HBC,1467.0,4.0,0.11,0.37,0.48
HBSch,1467.0,198.87,1.09,0.32,109.22
All,1468.0,4334.78,297.99,135.56,517.78
HBW,1468.0,1100.84,26.25,49.87,76.12
HBO,1468.0,2533.72,254.79,80.1,334.89
NHB,1468.0,483.76,15.4,3.6,19.01
HBC,1468.0,27.0,0.7,1.74,2.44
HBSch,1468.0,189.46,0.85,0.25,85.33
All,1469.0,3393.12,139.84,55.69,195.53
HBW,1469.0,422.69,19.04,16.06,35.1
HBO,1469.0,990.41,78.04,26.7,104.74
NHB,1469.0,1895.47,42.76,12.64,55.4
HBC,1469.0,12.0,0.0,0.29,0.29
HBSch,1469.0,72.56,0.0,0.0,0.0
All,1470.0,408.12,7.89,2.78,10.67
HBW,1470.0,0.0,0.0,0.0,0.0
HBO,1470.0,0.0,0.0,0.0,0.0
NHB,1470.0,408.12,7.89,2.78,10.67
HBC,1470.0,0.0,0.0,0.0,0.0
HBSch,1470.0,0.0,0.0,0.0,0.0
All,1471.0,1447.71,47.38,10.13,57.58
HBW,1471.0,2.3,0.14,0.09,0.23
HBO,1471.0,7.18,0.56,0.08,0.63
NHB,1471.0,1437.94,46.68,9.96,56.64
HBC,1471.0,0.0,0.0,0.0,0.0
HBSch,1471.0,0.29,0.0,0.0,0.08
All,1472.0,827.94,41.73,13.01,57.67
HBW,1472.0,110.02,5.03,3.54,8.57
HBO,1472.0,212.44,21.11,5.69,26.79
NHB,1472.0,481.11,15.57,3.29,18.85
HBC,1472.0,9.0,0.0,0.48,0.48
HBSch,1472.0,15.38,0.03,0.01,2.97
All,1473.0,830.6,48.53,14.13,66.82
HBW,1473.0,123.79,5.76,4.1,9.85
HBO,1473.0,241.67,26.78,6.79,33.56
NHB,1473.0,442.16,15.95,3.06,19.02
HBC,1473.0,7.0,0.0,0.18,0.18
HBSch,1473.0,15.98,0.04,0.01,4.21
All,1474.0,1900.43,117.89,30.59,161.98
HBW,1474.0,254.87,13.89,8.51,22.4
HBO,1474.0,501.92,58.48,14.15,72.63
NHB,1474.0,1110.96,45.36,7.75,53.11
HBC,1474.0,2.0,0.02,0.14,0.16
HBSch,1474.0,30.68,0.14,0.04,13.67
All,1475.0,1279.1,62.95,12.78,79.27
HBW,1475.0,51.25,3.08,1.91,5.0
HBO,1475.0,98.8,13.11,2.95,16.06
NHB,1475.0,1121.66,46.7,7.82,54.52
HBC,1475.0,1.0,0.03,0.08,0.1
HBSch,1475.0,6.39,0.04,0.01,3.59
All,1476.0,4194.07,358.01,122.79,574.22
HBW,1476.0,696.93,39.35,35.8,75.15
HBO,1476.0,1761.95,253.05,74.14,327.19
NHB,1476.0,1589.55,64.39,11.23,75.62
HBC,1476.0,18.0,0.27,1.34,1.61
HBSch,1476.0,127.64,0.94,0.28,94.65
All,1477.0,3169.64,237.17,95.97,399.13
HBW,1477.0,692.53,24.17,31.86,56.03
HBO,1477.0,1675.76,189.29,57.29,246.58
NHB,1477.0,661.11,22.87,4.69,27.56
HBC,1477.0,22.0,0.17,1.94,2.11
HBSch,1477.0,118.24,0.67,0.19,66.85
All,1478.0,3979.17,232.12,98.23,424.65
HBW,1478.0,962.21,15.6,32.76,48.36
HBO,1478.0,2167.62,196.9,55.47,252.37
NHB,1478.0,626.56,18.67,4.34,23.01
HBC,1478.0,63.0,0.0,5.38,5.38
HBSch,1478.0,159.78,0.95,0.27,95.53
All,1479.0,3939.93,134.44,30.75,165.19
HBW,1479.0,83.68,6.48,2.74,9.22
HBO,1479.0,194.41,21.66,4.26,25.93
NHB,1479.0,3647.47,106.29,23.75,130.04
HBC,1479.0,0.0,0.0,0.0,0.0
HBSch,1479.0,14.36,0.0,0.0,0.0
All,1480.0,826.95,19.25,5.32,24.57
HBW,1480.0,0.0,0.0,0.0,0.0
HBO,1480.0,0.0,0.0,0.0,0.0
NHB,1480.0,826.95,19.25,5.32,24.57
HBC,1480.0,0.0,0.0,0.0,0.0
HBSch,1480.0,0.0,0.0,0.0,0.0
All,1481.0,1403.49,52.11,10.33,62.62
HBW,1481.0,21.25,1.15,0.64,1.79
HBO,1481.0,37.63,3.96,0.76,4.72
NHB,1481.0,1342.11,47.0,8.93,55.92
HBC,1481.0,0.0,0.0,0.0,0.0
HBSch,1481.0,2.49,0.0,0.0,0.19
All,1482.0,1105.98,61.17,15.33,78.55
HBW,1482.0,126.57,5.85,3.88,9.74
HBO,1482.0,244.08,27.02,6.4,33.42
NHB,1482.0,714.79,28.28,4.83,33.1
HBC,1482.0,4.0,0.0,0.22,0.22
HBSch,1482.0,16.54,0.02,0.01,2.08
All,1483.0,1406.27,76.78,16.67,96.56
HBW,1483.0,116.7,6.03,3.65,9.68
HBO,1483.0,227.5,26.37,5.8,32.16
NHB,1483.0,1045.44,44.36,7.09,51.44
HBC,1483.0,2.0,0.0,0.13,0.13
HBSch,1483.0,14.63,0.03,0.01,3.15
All,1484.0,2865.57,138.18,19.62,158.14
HBW,1484.0,2.45,0.13,0.05,0.19
HBO,1484.0,24.05,0.86,0.15,1.01
NHB,1484.0,2838.54,137.18,19.41,156.6
HBC,1484.0,0.0,0.0,0.0,0.0
HBSch,1484.0,0.52,0.0,0.0,0.34
All,1485.0,5778.78,533.03,175.98,879.42
HBW,1485.0,1139.67,57.8,51.82,109.61
HBO,1485.0,3021.39,416.64,112.63,529.27
NHB,1485.0,1332.25,56.82,9.17,65.99
HBC,1485.0,25.0,0.05,1.86,1.91
HBSch,1485.0,260.47,1.72,0.5,172.64
All,1486.0,5763.28,457.75,164.25,817.17
HBW,1486.0,1256.1,42.3,51.78,94.08
HBO,1486.0,3368.25,382.18,105.34,487.52
NHB,1486.0,846.15,31.3,5.88,37.18
HBC,1486.0,8.0,0.0,0.67,0.67
HBSch,1486.0,284.78,1.97,0.57,197.72
All,1487.0,1868.06,113.99,43.68,208.99
HBW,1487.0,473.49,11.7,15.12,26.82
HBO,1487.0,1054.31,93.67,25.75,119.42
NHB,1487.0,250.47,8.02,1.75,9.77
HBC,1487.0,11.0,0.08,0.9,0.98
HBSch,1487.0,78.78,0.52,0.15,52.0
All,1488.0,6246.88,394.34,166.48,595.74
HBW,1488.0,1622.02,34.1,58.54,92.63
HBO,1488.0,3573.71,342.01,103.04,445.06
NHB,1488.0,721.79,17.88,4.65,22.53
HBC,1488.0,82.0,0.0,0.14,0.14
HBSch,1488.0,247.35,0.35,0.11,35.38
All,1489.0,2636.13,157.09,62.87,220.92
HBW,1489.0,540.9,19.92,19.36,39.28
HBO,1489.0,1266.55,118.17,37.5,155.67
NHB,1489.0,716.5,18.39,4.58,22.96
HBC,1489.0,20.0,0.61,1.43,2.04
HBSch,1489.0,92.19,0.01,0.0,0.97
All,1490.0,5.55,0.19,0.04,0.23
HBW,1490.0,0.0,0.0,0.0,0.0
HBO,1490.0,0.0,0.0,0.0,0.0
NHB,1490.0,5.55,0.19,0.04,0.23
HBC,1490.0,0.0,0.0,0.0,0.0
HBSch,1490.0,0.0,0.0,0.0,0.0
All,1491.0,940.54,30.44,6.19,36.74
HBW,1491.0,2.3,0.13,0.08,0.21
HBO,1491.0,8.2,0.56,0.08,0.63
NHB,1491.0,929.77,29.75,6.03,35.78
HBC,1491.0,0.0,0.0,0.0,0.0
HBSch,1491.0,0.26,0.0,0.0,0.11
All,1492.0,2190.81,153.08,50.83,228.63
HBW,1492.0,572.02,20.42,15.88,36.3
HBO,1492.0,1130.69,119.39,29.62,149.01
NHB,1492.0,363.44,12.91,2.42,15.33
HBC,1492.0,50.0,0.1,2.84,2.94
HBSch,1492.0,74.67,0.25,0.07,25.04
All,1493.0,1271.08,54.17,9.6,66.15
HBW,1493.0,26.63,1.65,0.66,2.31
HBO,1493.0,54.9,6.21,1.07,7.28
NHB,1493.0,1181.67,46.29,7.76,54.05
HBC,1493.0,2.0,0.0,0.11,0.11
HBSch,1493.0,5.88,0.02,0.01,2.41
All,1494.0,1518.6,64.55,10.16,75.02
HBW,1494.0,2.35,0.14,0.05,0.19
HBO,1494.0,17.95,0.89,0.15,1.04
NHB,1494.0,1497.74,63.51,9.96,73.47
HBC,1494.0,0.0,0.0,0.0,0.0
HBSch,1494.0,0.56,0.0,0.0,0.32
All,1495.0,4788.07,369.99,103.24,573.84
HBW,1495.0,736.73,40.61,27.07,67.67
HBO,1495.0,1950.83,247.64,60.68,308.32
NHB,1495.0,1883.49,80.73,12.66,93.4
HBC,1495.0,36.0,0.0,2.54,2.54
HBSch,1495.0,181.03,1.02,0.29,101.91
All,1496.0,3122.09,249.23,78.41,447.14
HBW,1496.0,651.37,27.49,22.75,50.24
HBO,1496.0,1776.3,202.21,48.33,250.54
NHB,1496.0,493.79,18.33,3.32,21.65
HBC,1496.0,45.0,0.0,3.66,3.66
HBSch,1496.0,155.64,1.21,0.35,121.05
All,1497.0,2278.23,160.78,43.27,261.55
HBW,1497.0,506.78,21.79,14.61,36.4
HBO,1497.0,1096.42,115.92,24.29,140.2
NHB,1497.0,599.7,22.49,4.03,26.52
HBC,1497.0,2.0,0.0,0.17,0.17
HBSch,1497.0,73.33,0.58,0.17,58.26
All,1498.0,1498.14,85.57,41.99,150.1
HBW,1498.0,392.21,5.16,15.47,20.63
HBO,1498.0,800.7,73.67,22.27,95.95
NHB,1498.0,229.19,6.5,1.65,8.15
HBC,1498.0,29.0,0.0,2.54,2.54
HBSch,1498.0,47.05,0.23,0.07,22.84
All,1499.0,4297.64,209.21,67.15,362.92
HBW,1499.0,866.19,10.21,18.46,28.67
HBO,1499.0,1927.17,156.33,35.95,192.27
NHB,1499.0,1310.93,41.64,8.64,50.29
HBC,1499.0,37.0,0.16,3.84,4.0
HBSch,1499.0,156.35,0.87,0.25,87.69
All,1500.0,2507.11,122.69,64.76,252.35
HBW,1500.0,593.55,3.98,13.51,17.49
HBO,1500.0,1359.24,110.4,26.88,137.28
NHB,1500.0,251.41,7.66,1.62,9.28
HBC,1500.0,200.0,0.0,22.57,22.57
HBSch,1500.0,102.9,0.66,0.19,65.74
All,1501.0,4190.64,194.7,64.93,394.15
HBW,1501.0,1061.54,9.55,17.44,26.99
HBO,1501.0,2342.69,169.89,38.0,207.89
NHB,1501.0,530.84,13.9,3.18,17.08
HBC,1501.0,69.01,0.0,5.92,5.92
HBSch,1501.0,186.56,1.36,0.4,136.28
All,1502.0,5732.87,292.93,73.65,550.43
HBW,1502.0,1280.2,13.46,18.58,32.05
HBO,1502.0,2945.43,238.54,45.72,284.26
NHB,1502.0,1211.58,39.05,6.72,45.77
HBC,1502.0,48.0,0.02,2.09,2.11
HBSch,1502.0,247.66,1.86,0.54,186.25
All,1503.0,6932.53,377.8,61.3,509.11
HBW,1503.0,906.38,19.08,11.27,30.35
HBO,1503.0,2026.41,185.19,29.17,214.36
NHB,1503.0,3809.88,172.83,19.9,192.73
HBC,1503.0,9.0,0.0,0.77,0.77
HBSch,1503.0,180.87,0.71,0.19,70.9
All,1504.0,6505.62,283.8,72.33,535.43
HBW,1504.0,1704.78,8.41,14.14,22.55
HBO,1504.0,3737.63,255.44,50.86,306.3
NHB,1504.0,730.14,18.14,3.42,21.56
HBC,1504.0,70.01,0.0,3.37,3.37
HBSch,1504.0,263.05,1.81,0.54,181.65
All,1505.0,2380.01,139.59,59.35,233.94
HBW,1505.0,544.67,10.75,20.19,30.94
HBO,1505.0,1078.13,108.63,31.13,139.76
NHB,1505.0,636.32,19.85,4.35,24.2
HBC,1505.0,57.01,0.0,3.58,3.58
HBSch,1505.0,63.89,0.35,0.1,35.45
All,1506.0,2462.95,150.14,61.27,244.58
HBW,1506.0,548.9,15.54,19.97,35.52
HBO,1506.0,1278.25,115.99,35.86,151.85
NHB,1506.0,541.45,18.17,3.82,21.99
HBC,1506.0,18.0,0.1,1.53,1.62
HBSch,1506.0,76.34,0.33,0.09,33.59
All,1507.0,2606.73,136.36,35.59,187.24
HBW,1507.0,233.36,11.41,7.91,19.32
HBO,1507.0,571.03,53.47,14.95,68.42
NHB,1507.0,1756.58,71.32,12.19,83.52
HBC,1507.0,12.0,0.0,0.49,0.49
HBSch,1507.0,33.76,0.15,0.04,15.49
All,1508.0,4285.12,221.72,81.16,392.17
HBW,1508.0,1001.66,19.51,24.83,44.34
HBO,1508.0,2242.98,172.62,46.55,219.17
NHB,1508.0,814.88,28.2,5.66,33.86
HBC,1508.0,41.0,0.48,3.87,4.35
HBSch,1508.0,184.6,0.9,0.26,90.45
All,1509.0,2968.93,134.76,59.38,254.4
HBW,1509.0,789.38,7.87,18.41,26.28
HBO,1509.0,1708.87,118.5,33.42,151.92
NHB,1509.0,266.5,7.78,1.86,9.64
HBC,1509.0,72.0,0.0,5.51,5.51
HBSch,1509.0,132.18,0.61,0.18,61.05
All,1510.0,2225.44,122.0,41.98,209.45
HBW,1510.0,556.28,6.04,12.89,18.93
HBO,1510.0,1245.31,105.43,24.97,130.4
NHB,1510.0,310.21,10.07,2.06,12.13
HBC,1510.0,19.0,0.0,1.92,1.92
HBSch,1510.0,94.65,0.46,0.14,46.07
All,1511.0,3841.41,214.24,67.12,362.24
HBW,1511.0,692.06,12.32,16.22,28.54
HBO,1511.0,1705.12,159.32,35.57,194.89
NHB,1511.0,1245.34,41.13,7.71,48.84
HBC,1511.0,77.0,0.65,7.37,8.02
HBSch,1511.0,121.88,0.82,0.25,81.95
All,1512.0,3376.99,195.1,52.72,358.19
HBW,1512.0,796.39,9.7,14.09,23.79
HBO,1512.0,1877.36,166.78,33.46,200.24
NHB,1512.0,537.81,17.39,3.23,20.62
HBC,1512.0,22.0,0.12,1.61,1.72
HBSch,1512.0,143.43,1.11,0.34,111.83
All,1513.0,4847.11,305.17,104.77,493.61
HBW,1513.0,973.53,28.34,31.58,59.92
HBO,1513.0,2466.12,231.93,63.37,295.3
NHB,1513.0,1246.78,44.05,8.63,52.68
HBC,1513.0,11.0,0.0,0.95,0.95
HBSch,1513.0,149.68,0.85,0.24,84.75
All,1514.0,2155.16,144.31,54.15,230.0
HBW,1514.0,498.85,16.47,17.99,34.46
HBO,1514.0,1120.65,111.51,32.26,143.77
NHB,1514.0,451.22,16.01,3.12,19.13
HBC,1514.0,10.0,0.0,0.7,0.7
HBSch,1514.0,74.44,0.32,0.09,31.95
All,1515.0,2989.17,175.62,58.48,275.19
HBW,1515.0,676.53,19.13,18.44,37.57
HBO,1515.0,1396.29,125.49,30.76,156.25
NHB,1515.0,783.79,30.51,5.39,35.9
HBC,1515.0,43.0,0.06,3.78,3.84
HBSch,1515.0,89.56,0.42,0.12,41.63
All,1516.0,3372.14,188.19,52.36,268.77
HBW,1516.0,474.28,17.13,13.7,30.82
HBO,1516.0,1064.88,98.83,25.84,124.67
NHB,1516.0,1755.95,71.92,11.98,83.9
HBC,1516.0,9.0,0.03,0.76,0.79
HBSch,1516.0,68.02,0.28,0.08,28.58
All,1517.0,2179.24,99.21,36.43,165.94
HBW,1517.0,505.11,9.53,11.29,20.82
HBO,1517.0,993.19,71.54,18.83,90.37
NHB,1517.0,576.85,17.77,3.89,21.66
HBC,1517.0,37.0,0.06,2.33,2.38
HBSch,1517.0,67.09,0.31,0.09,30.7
All,1518.0,2210.67,113.9,38.59,196.84
HBW,1518.0,544.52,5.54,10.76,16.3
HBO,1518.0,1280.29,100.44,23.44,123.88
NHB,1518.0,240.7,7.47,1.57,9.04
HBC,1518.0,28.0,0.0,2.68,2.68
HBSch,1518.0,117.16,0.45,0.14,44.94
All,1519.0,6192.86,342.59,93.35,573.66
HBW,1519.0,1121.18,27.29,22.89,50.17
HBO,1519.0,2831.44,250.5,54.17,304.68
NHB,1519.0,1954.52,63.32,12.01,75.33
HBC,1519.0,47.0,0.08,3.85,3.94
HBSch,1519.0,238.72,1.39,0.43,139.54
All,1520.0,3279.19,180.19,59.34,350.73
HBW,1520.0,750.98,7.08,13.19,20.27
HBO,1520.0,1826.13,158.47,33.72,192.19
NHB,1520.0,438.2,13.52,2.6,16.12
HBC,1520.0,115.0,0.0,9.48,9.48
HBSch,1520.0,148.88,1.12,0.34,112.66
All,1521.0,6393.6,386.06,82.35,670.29
HBW,1521.0,1485.1,26.92,19.34,46.26
HBO,1521.0,3427.72,320.45,53.41,373.86
NHB,1521.0,1175.11,36.66,6.04,42.7
HBC,1521.0,41.01,0.0,2.94,2.94
HBSch,1521.0,264.65,2.04,0.61,204.52
All,1522.0,3775.51,298.72,75.58,444.23
HBW,1522.0,768.32,40.97,22.62,63.59
HBO,1522.0,1921.14,219.89,45.3,265.18
NHB,1522.0,936.48,37.16,6.22,43.39
HBC,1522.0,20.0,0.0,1.23,1.23
HBSch,1522.0,129.56,0.71,0.2,70.83
All,1523.0,3410.78,263.16,77.31,396.62
HBW,1523.0,758.45,30.77,24.24,55.01
HBO,1523.0,1836.05,206.11,47.71,253.82
NHB,1523.0,658.81,25.72,4.43,30.15
HBC,1523.0,12.0,0.0,0.76,0.76
HBSch,1523.0,145.46,0.57,0.16,56.88
All,1524.0,2686.24,166.22,42.65,244.77
HBW,1524.0,519.43,22.61,12.94,35.55
HBO,1524.0,1118.11,106.6,22.87,129.47
NHB,1524.0,959.55,36.64,6.42,43.06
HBC,1524.0,4.0,0.01,0.31,0.33
HBSch,1524.0,85.16,0.36,0.1,36.36
All,1525.0,5238.59,342.89,111.16,554.02
HBW,1525.0,1144.48,38.81,32.47,71.28
HBO,1525.0,2851.04,267.53,69.85,337.38
NHB,1525.0,1017.75,35.51,6.72,42.23
HBC,1525.0,23.0,0.04,1.83,1.87
HBSch,1525.0,202.33,1.01,0.28,101.26
All,1526.0,1599.39,71.55,25.69,128.74
HBW,1526.0,415.99,5.69,8.17,13.86
HBO,1526.0,824.8,57.2,15.12,72.33
NHB,1526.0,294.66,8.33,1.87,10.2
HBC,1526.0,9.0,0.0,0.44,0.44
HBSch,1526.0,54.94,0.32,0.09,31.91
All,1527.0,2026.0,103.73,34.95,206.88
HBW,1527.0,506.67,4.66,9.87,14.53
HBO,1527.0,1195.15,92.62,22.41,115.02
NHB,1527.0,194.73,5.74,1.24,6.99
HBC,1527.0,24.0,0.02,1.23,1.25
HBSch,1527.0,105.45,0.69,0.2,69.08
All,1528.0,3389.36,167.26,46.41,328.47
HBW,1528.0,835.56,9.69,12.78,22.47
HBO,1528.0,1855.54,141.36,29.91,171.27
NHB,1528.0,514.38,15.06,3.11,18.17
HBC,1528.0,32.0,0.0,0.25,0.25
HBSch,1528.0,151.88,1.16,0.35,116.31
All,1529.0,3941.67,221.39,66.4,427.21
HBW,1529.0,872.26,7.76,15.96,23.72
HBO,1529.0,2333.53,197.53,45.68,243.21
NHB,1529.0,509.34,14.69,3.0,17.69
HBC,1529.0,48.0,0.0,1.34,1.34
HBSch,1529.0,178.54,1.41,0.42,141.24
All,1530.0,6230.41,334.19,79.13,610.56
HBW,1530.0,1502.14,24.7,18.2,42.9
HBO,1530.0,3323.34,279.51,48.78,328.29
NHB,1530.0,1044.21,27.98,5.47,33.45
HBC,1530.0,94.0,0.0,6.07,6.07
HBSch,1530.0,266.72,1.99,0.6,199.84
All,1531.0,9179.71,497.64,76.26,739.02
HBW,1531.0,1869.38,25.78,13.69,39.46
HBO,1531.0,4207.37,378.33,50.43,428.77
NHB,1531.0,2654.85,91.87,11.57,103.44
HBC,1531.0,93.0,0.0,0.06,0.06
HBSch,1531.0,355.12,1.67,0.51,167.29
All,1532.0,3697.87,213.61,84.0,299.14
HBW,1532.0,835.78,25.87,27.18,53.05
HBO,1532.0,1898.65,167.02,51.42,218.44
NHB,1532.0,820.72,20.59,5.24,25.83
HBC,1532.0,4.0,0.11,0.16,0.27
HBSch,1532.0,138.72,0.02,0.01,1.55
All,1533.0,204.79,5.02,1.26,6.28
HBW,1533.0,0.0,0.0,0.0,0.0
HBO,1533.0,0.0,0.0,0.0,0.0
NHB,1533.0,204.79,5.02,1.26,6.28
HBC,1533.0,0.0,0.0,0.0,0.0
HBSch,1533.0,0.0,0.0,0.0,0.0
All,1534.0,3816.47,286.51,88.89,413.34
