Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn
HBSch,Pk,P,    482.00,     16.79,     11.13,      0.01,     11.13,      5.66,      0.06,         0
HBSch,Pk,A,    482.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    483.00,    462.19,    434.96,      2.60,    436.87,     25.32,     11.19,      1.91
All,Pk,A,    483.00,    164.59,    154.39,      1.30,    154.39,     10.20,      8.90,         0
HBW,Pk,P,    483.00,    112.11,    110.20,      0.46,    111.50,      0.60,      0.14,      1.30
HBW,Pk,A,    483.00,      0.94,      0.94,         0,      0.94,         0,         0,         0
HBO,Pk,P,    483.00,    289.36,    276.39,      2.02,    276.90,     12.46,     10.44,      0.50
HBO,Pk,A,    483.00,    137.97,    128.36,      1.20,    128.36,      9.61,      8.41,         0
NHB,Pk,P,    483.00,     26.04,     25.45,      0.10,     25.45,      0.59,      0.49,      0.01
NHB,Pk,A,    483.00,     25.68,     25.09,      0.10,     25.09,      0.59,      0.49,         0
HBC,Pk,P,    483.00,      5.00,      4.90,         0,      5.00,         0,         0,      0.10
HBC,Pk,A,    483.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    483.00,     29.68,     18.02,      0.02,     18.02,     11.66,      0.12,         0
HBSch,Pk,A,    483.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    484.00,    985.80,    922.01,      5.91,    926.17,     59.64,     23.63,      4.15
All,Pk,A,    484.00,    326.45,    305.13,      2.62,    305.13,     21.32,     18.71,         0
HBW,Pk,P,    484.00,    236.61,    232.46,      1.17,    235.24,      1.37,      0.20,      2.78
HBW,Pk,A,    484.00,      2.00,      2.00,         0,      2.00,         0,         0,         0
HBO,Pk,P,    484.00,    606.21,    578.65,      4.49,    579.49,     26.72,     22.23,      0.84
HBO,Pk,A,    484.00,    273.21,    253.04,      2.40,    253.04,     20.17,     17.77,         0
NHB,Pk,P,    484.00,     52.18,     51.05,      0.22,     51.07,      1.11,      0.90,      0.02
NHB,Pk,A,    484.00,     51.24,     50.09,      0.22,     50.09,      1.15,      0.94,         0
HBC,Pk,P,    484.00,     22.00,     21.48,         0,     22.00,         0,         0,      0.52
HBC,Pk,A,    484.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    484.00,     68.81,     38.37,      0.04,     38.37,     30.44,      0.30,         0
HBSch,Pk,A,    484.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    485.00,   1083.37,   1009.19,      6.95,   1013.51,     69.86,     33.44,      4.32
All,Pk,A,    485.00,    384.22,    354.63,      3.14,    354.63,     29.59,     26.45,         0
HBW,Pk,P,    485.00,    267.18,    262.00,      1.54,    265.20,      1.98,      0.45,      3.19
HBW,Pk,A,    485.00,      8.66,      8.33,      0.09,      8.33,      0.33,      0.24,         0
HBO,Pk,P,    485.00,    664.35,    627.12,      5.12,    627.90,     36.45,     31.33,      0.78
HBO,Pk,A,    485.00,    316.90,    289.30,      2.79,    289.30,     27.61,     24.81,         0
NHB,Pk,P,    485.00,     59.89,     58.24,      0.26,     58.26,      1.63,      1.37,      0.02
NHB,Pk,A,    485.00,     58.66,     57.01,      0.26,     57.01,      1.65,      1.39,         0
HBC,Pk,P,    485.00,     16.00,     15.67,         0,     16.00,         0,         0,      0.33
HBC,Pk,A,    485.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    485.00,     75.95,     46.15,      0.04,     46.15,     29.80,      0.30,         0
HBSch,Pk,A,    485.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    486.00,    281.19,    272.30,      0.74,    273.07,      8.12,      5.25,      0.77
All,Pk,A,    486.00,    117.55,    111.50,      0.71,    111.50,      6.05,      5.34,         0
HBW,Pk,P,    486.00,     73.63,     73.11,      0.03,     73.59,      0.04,      0.00,      0.48
HBW,Pk,A,    486.00,      0.61,      0.61,         0,      0.61,         0,         0,         0
HBO,Pk,P,    486.00,    171.02,    165.09,      0.66,    165.32,      5.70,      5.03,      0.23
HBO,Pk,A,    486.00,     98.73,     92.92,      0.67,     92.92,      5.81,      5.14,         0
NHB,Pk,P,    486.00,     18.37,     18.13,      0.04,     18.14,      0.23,      0.20,      0.00
NHB,Pk,A,    486.00,     18.21,     17.97,      0.04,     17.97,      0.24,      0.20,         0
HBC,Pk,P,    486.00,      4.00,      3.94,         0,      4.00,         0,         0,      0.06
HBC,Pk,A,    486.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    486.00,     14.17,     12.02,      0.00,     12.02,      2.15,      0.02,         0
HBSch,Pk,A,    486.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    487.00,    389.09,    375.78,      1.24,    376.88,     12.21,      7.82,      1.10
All,Pk,A,    487.00,    163.35,    154.34,      1.08,    154.34,      9.01,      7.93,         0
HBW,Pk,P,    487.00,    100.02,     99.20,      0.09,     99.92,      0.10,      0.01,      0.72
HBW,Pk,A,    487.00,      0.82,      0.82,         0,      0.82,         0,         0,         0
HBO,Pk,P,    487.00,    238.28,    229.44,      1.09,    229.76,      8.52,      7.43,      0.32
HBO,Pk,A,    487.00,    137.00,    128.41,      1.01,    128.41,      8.59,      7.58,         0
NHB,Pk,P,    487.00,     25.87,     25.46,      0.06,     25.46,      0.41,      0.35,      0.00
NHB,Pk,A,    487.00,     25.52,     25.11,      0.06,     25.11,      0.41,      0.35,         0
HBC,Pk,P,    487.00,      4.00,      3.94,         0,      4.00,         0,         0,      0.06
HBC,Pk,A,    487.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    487.00,     20.92,     17.73,      0.01,     17.73,      3.19,      0.03,         0
HBSch,Pk,A,    487.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    488.00,    366.08,    350.64,      1.28,    351.94,     14.15,      7.25,      1.29
All,Pk,A,    488.00,    145.58,    137.34,      1.03,    137.34,      8.24,      7.21,         0
HBW,Pk,P,    488.00,     90.63,     89.86,      0.12,     90.47,      0.16,      0.04,      0.60
HBW,Pk,A,    488.00,      0.79,      0.79,         0,      0.79,         0,         0,         0
HBO,Pk,P,    488.00,    210.80,    202.69,      1.10,    202.90,      7.90,      6.80,      0.20
HBO,Pk,A,    488.00,    122.31,    114.49,      0.96,    114.49,      7.82,      6.86,         0
NHB,Pk,P,    488.00,     22.77,     22.36,      0.06,     22.36,      0.41,      0.35,      0.00
NHB,Pk,A,    488.00,     22.48,     22.07,      0.07,     22.07,      0.42,      0.35,         0
HBC,Pk,P,    488.00,     24.00,     23.52,         0,     24.00,         0,         0,      0.48
HBC,Pk,A,    488.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    488.00,     17.89,     12.21,      0.01,     12.21,      5.68,      0.06,         0
HBSch,Pk,A,    488.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    489.00,    700.78,    660.92,      2.88,    664.37,     36.41,     19.06,      3.45
All,Pk,A,    489.00,    334.79,    312.48,      2.41,    312.48,     22.31,     19.91,         0
HBW,Pk,P,    489.00,    168.95,    166.36,      0.33,    168.04,      0.91,      0.58,      1.68
HBW,Pk,A,    489.00,     13.37,     12.79,      0.14,     12.79,      0.58,      0.44,         0
HBO,Pk,P,    489.00,    397.23,    377.98,      2.28,    378.67,     18.56,     16.28,      0.69
HBO,Pk,A,    489.00,    243.96,    224.52,      2.01,    224.52,     19.44,     17.43,         0
NHB,Pk,P,    489.00,     79.39,     77.06,      0.25,     77.09,      2.30,      2.05,      0.03
NHB,Pk,A,    489.00,     77.46,     75.16,      0.26,     75.16,      2.30,      2.04,         0
HBC,Pk,P,    489.00,     15.00,     13.95,         0,     15.00,         0,         0,      1.05
HBC,Pk,A,    489.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    489.00,     40.21,     25.57,      0.02,     25.57,     14.64,      0.15,         0
HBSch,Pk,A,    489.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    490.00,    455.77,    431.01,      2.17,    432.40,     23.37,     12.41,      1.39
All,Pk,A,    490.00,    513.63,    413.39,      3.20,    413.39,    100.25,     17.37,         0
HBW,Pk,P,    490.00,    104.60,    102.00,      0.35,    102.96,      1.63,      1.28,      0.96
HBW,Pk,A,    490.00,    105.75,    102.62,      1.10,    102.62,      3.14,      2.04,         0
HBO,Pk,P,    490.00,    245.47,    234.24,      1.54,    234.56,     10.91,      9.37,      0.32
HBO,Pk,A,    490.00,    205.20,    190.63,      1.73,    190.63,     14.57,     12.84,         0
NHB,Pk,P,    490.00,     77.45,     75.49,      0.26,     75.52,      1.93,      1.67,      0.03
NHB,Pk,A,    490.00,     75.38,     73.43,      0.27,     73.43,      1.95,      1.68,         0
HBC,Pk,P,    490.00,      4.00,      3.93,         0,      4.00,         0,         0,      0.07
HBC,Pk,A,    490.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    490.00,     24.25,     15.35,      0.01,     15.35,      8.89,      0.09,         0
HBSch,Pk,A,    490.00,    127.30,     46.71,      0.10,     46.71,     80.59,      0.80,         0
All,Pk,P,    491.00,    329.08,    312.82,      1.73,    313.85,     15.23,      6.86,      1.03
All,Pk,A,    491.00,    178.96,    168.80,      1.38,    168.80,     10.17,      8.79,         0
HBW,Pk,P,    491.00,     78.11,     76.96,      0.28,     77.71,      0.41,      0.13,      0.74
HBW,Pk,A,    491.00,      3.22,      3.13,      0.03,      3.13,      0.09,      0.06,         0
HBO,Pk,P,    491.00,    187.19,    179.80,      1.28,    180.01,      7.18,      5.91,      0.21
HBO,Pk,A,    491.00,    133.79,    124.65,      1.18,    124.65,      9.14,      7.96,         0
NHB,Pk,P,    491.00,     42.73,     41.80,      0.17,     41.81,      0.93,      0.76,      0.01
NHB,Pk,A,    491.00,     41.95,     41.01,      0.17,     41.01,      0.94,      0.77,         0
HBC,Pk,P,    491.00,      3.00,      2.93,         0,      3.00,         0,         0,      0.07
HBC,Pk,A,    491.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    491.00,     18.04,     11.33,      0.01,     11.33,      6.71,      0.07,         0
HBSch,Pk,A,    491.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    492.00,    637.98,    606.03,      2.64,    608.76,     29.22,     15.13,      2.74
All,Pk,A,    492.00,    245.73,    230.42,      1.82,    230.42,     15.31,     13.49,         0
HBW,Pk,P,    492.00,    149.74,    148.06,      0.32,    149.24,      0.50,      0.18,      1.18
HBW,Pk,A,    492.00,      1.35,      1.35,         0,      1.35,         0,         0,         0
HBO,Pk,P,    492.00,    355.17,    338.69,      2.18,    339.02,     16.15,     13.98,      0.33
HBO,Pk,A,    492.00,    206.06,    191.73,      1.69,    191.73,     14.33,     12.64,         0
NHB,Pk,P,    492.00,     39.23,     38.23,      0.13,     38.24,      0.99,      0.86,      0.01
NHB,Pk,A,    492.00,     38.31,     37.34,      0.13,     37.34,      0.98,      0.85,         0
HBC,Pk,P,    492.00,     63.00,     61.77,         0,     63.00,         0,         0,      1.23
HBC,Pk,A,    492.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    492.00,     30.84,     19.26,      0.01,     19.26,     11.57,      0.12,         0
HBSch,Pk,A,    492.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    493.00,    293.40,    278.56,      1.50,    279.81,     13.59,      6.60,      1.25
All,Pk,A,    493.00,    167.04,    158.60,      1.33,    158.60,      8.44,      7.11,         0
HBW,Pk,P,    493.00,     72.47,     71.43,      0.25,     71.93,      0.54,      0.29,      0.51
HBW,Pk,A,    493.00,     20.85,     20.30,      0.20,     20.30,      0.55,      0.35,         0
HBO,Pk,P,    493.00,    175.24,    168.09,      1.17,    168.21,      7.03,      5.87,      0.11
HBO,Pk,A,    493.00,    123.58,    116.16,      1.05,    116.16,      7.41,      6.37,         0
NHB,Pk,P,    493.00,     23.06,     22.58,      0.08,     22.58,      0.47,      0.39,      0.00
NHB,Pk,A,    493.00,     22.61,     22.14,      0.08,     22.14,      0.48,      0.39,         0
HBC,Pk,P,    493.00,      7.00,      6.37,         0,      7.00,         0,         0,      0.63
HBC,Pk,A,    493.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    493.00,     15.63,     10.09,      0.01,     10.09,      5.55,      0.06,         0
HBSch,Pk,A,    493.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    494.00,    233.12,    223.29,      1.34,    223.83,      9.29,      4.15,      0.54
All,Pk,A,    494.00,    101.95,     97.10,      0.81,     97.10,      4.85,      4.04,         0
HBW,Pk,P,    494.00,     59.76,     59.04,      0.24,     59.46,      0.30,      0.06,      0.42
HBW,Pk,A,    494.00,      0.60,      0.60,         0,      0.60,         0,         0,         0
HBO,Pk,P,    494.00,    143.41,    138.45,      1.03,    138.53,      4.88,      3.85,      0.08
HBO,Pk,A,    494.00,     85.54,     80.96,      0.75,     80.96,      4.58,      3.83,         0
NHB,Pk,P,    494.00,     15.94,     15.67,      0.06,     15.67,      0.27,      0.20,      0.00
NHB,Pk,A,    494.00,     15.81,     15.54,      0.06,     15.54,      0.28,      0.21,         0
HBC,Pk,P,    494.00,      2.00,      1.96,         0,      2.00,         0,         0,      0.04
HBC,Pk,A,    494.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    494.00,     12.01,      8.17,      0.00,      8.17,      3.84,      0.04,         0
HBSch,Pk,A,    494.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    495.00,    244.32,    229.94,      1.42,    230.69,     13.63,      5.48,      0.75
All,Pk,A,    495.00,     82.61,     77.28,      0.68,     77.28,      5.33,      4.65,         0
HBW,Pk,P,    495.00,     58.90,     58.08,      0.26,     58.60,      0.30,      0.04,      0.52
HBW,Pk,A,    495.00,      0.49,      0.49,         0,      0.49,         0,         0,         0
HBO,Pk,P,    495.00,    151.21,    144.79,      1.10,    144.95,      6.26,      5.16,      0.16
HBO,Pk,A,    495.00,     69.49,     64.43,      0.62,     64.43,      5.06,      4.43,         0
NHB,Pk,P,    495.00,     12.83,     12.56,      0.06,     12.57,      0.26,      0.20,      0.00
NHB,Pk,A,    495.00,     12.64,     12.37,      0.06,     12.37,      0.27,      0.21,         0
HBC,Pk,P,    495.00,      4.00,      3.93,         0,      4.00,         0,         0,      0.07
HBC,Pk,A,    495.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    495.00,     17.38,     10.57,      0.01,     10.57,      6.81,      0.07,         0
HBSch,Pk,A,    495.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    496.00,   2044.61,   1904.02,     13.51,   1911.97,    132.64,     62.48,      7.95
All,Pk,A,    496.00,   1022.40,    808.41,      7.10,    808.41,    213.98,     53.63,         0
HBW,Pk,P,    496.00,    494.57,    483.19,      3.30,    488.55,      6.02,      2.72,      5.36
HBW,Pk,A,    496.00,     72.11,     68.17,      0.91,     68.17,      3.94,      3.03,         0
HBO,Pk,P,    496.00,   1216.11,   1149.07,      9.51,   1150.59,     65.51,     56.00,      1.53
HBO,Pk,A,    496.00,    604.93,    553.76,      5.38,    553.76,     51.17,     45.78,         0
NHB,Pk,P,    496.00,    141.88,    138.03,      0.63,    138.07,      3.81,      3.18,      0.05
NHB,Pk,A,    496.00,    138.94,    135.04,      0.63,    135.04,      3.89,      3.27,         0
HBC,Pk,P,    496.00,     52.00,     50.98,         0,     52.00,         0,         0,      1.02
HBC,Pk,A,    496.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    496.00,    140.05,     82.75,      0.07,     82.75,     57.30,      0.57,         0
HBSch,Pk,A,    496.00,    206.42,     51.44,      0.18,     51.44,    154.98,      1.55,         0
All,Pk,P,    497.00,   2200.90,   2025.75,     20.69,   2061.06,    139.84,     88.78,     35.31
All,Pk,A,    497.00,   1106.73,   1022.42,      9.13,   1023.73,     83.00,     73.87,      1.31
HBW,Pk,P,    497.00,    584.04,    548.02,      6.92,    573.45,     10.59,      3.67,     25.43
HBW,Pk,A,    497.00,     47.89,     45.17,      0.58,     45.48,      2.41,      1.83,      0.32
HBO,Pk,P,    497.00,   1300.84,   1202.94,     12.06,   1209.22,     91.62,     79.56,      6.28
HBO,Pk,A,    497.00,    869.69,    794.46,      7.55,    795.31,     74.38,     66.82,      0.85
NHB,Pk,P,    497.00,    191.78,    185.15,      1.00,    185.53,      6.25,      5.25,      0.39
NHB,Pk,A,    497.00,    189.15,    182.79,      1.00,    182.94,      6.21,      5.21,      0.14
HBC,Pk,P,    497.00,     22.00,     18.12,      0.67,     21.33,      0.67,         0,      3.21
HBC,Pk,A,    497.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    497.00,    102.24,     71.53,      0.04,     71.53,     30.71,      0.31,         0
HBSch,Pk,A,    497.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    498.00,   2141.57,   1980.95,     22.67,   2006.86,    134.71,     84.66,     25.91
All,Pk,A,    498.00,   1160.23,   1080.91,      9.39,   1082.25,     77.99,     68.60,      1.34
HBW,Pk,P,    498.00,    563.37,    531.63,      8.32,    548.77,     14.60,      6.28,     17.14
HBW,Pk,A,    498.00,     28.62,     27.34,      0.26,     27.48,      1.14,      0.88,      0.14
HBO,Pk,P,    498.00,   1283.62,   1193.19,     12.42,   1198.39,     85.22,     72.81,      5.20
HBO,Pk,A,    498.00,    928.11,    856.39,      8.01,    857.48,     70.63,     62.62,      1.09
NHB,Pk,P,    498.00,    205.85,    199.19,      1.12,    199.44,      6.42,      5.30,      0.25
NHB,Pk,A,    498.00,    203.50,    197.18,      1.12,    197.29,      6.21,      5.09,      0.11
HBC,Pk,P,    498.00,     25.00,     20.89,      0.78,     24.22,      0.78,         0,      3.33
HBC,Pk,A,    498.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    498.00,     63.73,     36.04,      0.04,     36.04,     27.69,      0.28,         0
HBSch,Pk,A,    498.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    499.00,   2097.81,   1947.14,     17.79,   1954.48,    143.33,     83.81,      7.34
All,Pk,A,    499.00,   1581.59,   1383.14,     12.33,   1383.15,    198.44,     92.65,      0.01
HBW,Pk,P,    499.00,    474.83,    458.91,      5.30,    464.69,     10.14,      4.84,      5.78
HBW,Pk,A,    499.00,    140.38,    132.98,      2.01,    132.98,      7.40,      5.39,      0.01
HBO,Pk,P,    499.00,   1083.06,   1008.81,      9.55,   1010.05,     73.00,     63.45,      1.24
HBO,Pk,A,    499.00,    889.92,    810.57,      8.08,    810.58,     79.35,     71.26,      0.01
NHB,Pk,P,    499.00,    425.85,    408.44,      2.10,    408.65,     17.20,     15.10,      0.21
NHB,Pk,A,    499.00,    419.93,    402.74,      2.13,    402.74,     17.19,     15.06,      0.00
HBC,Pk,P,    499.00,     27.00,     26.10,      0.79,     26.21,      0.79,         0,      0.11
HBC,Pk,A,    499.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    499.00,     87.08,     44.88,      0.05,     44.88,     42.20,      0.42,         0
HBSch,Pk,A,    499.00,    131.36,     36.85,      0.11,     36.85,     94.51,      0.94,         0
All,Pk,P,    500.00,   2550.82,   2354.75,     23.07,   2393.93,    156.89,    103.08,     39.18
All,Pk,A,    500.00,   1582.97,   1466.47,     13.37,   1467.50,    115.47,    102.10,      1.02
HBW,Pk,P,    500.00,    618.66,    587.92,      7.44,    605.22,     13.44,      6.00,     17.29
HBW,Pk,A,    500.00,    128.35,    120.66,      1.82,    121.04,      7.31,      5.50,      0.38
HBO,Pk,P,    500.00,   1364.45,   1264.96,     12.50,   1269.75,     94.70,     82.20,      4.79
HBO,Pk,A,    500.00,   1051.19,    959.14,      9.47,    959.64,     91.54,     82.08,      0.50
NHB,Pk,P,    500.00,    409.10,    391.92,      2.08,    392.45,     16.65,     14.57,      0.52
NHB,Pk,A,    500.00,    403.44,    386.67,      2.09,    386.82,     16.62,     14.53,      0.14
HBC,Pk,P,    500.00,     52.00,     34.42,      1.01,     50.99,      1.01,         0,     16.57
HBC,Pk,A,    500.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    500.00,    106.62,     75.53,      0.04,     75.53,     31.09,      0.31,         0
HBSch,Pk,A,    500.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    501.00,   1216.65,   1119.79,     13.97,   1126.17,     90.48,     50.22,      6.38
All,Pk,A,    501.00,    689.21,    586.33,      5.38,    586.37,    102.84,     42.83,      0.05
HBW,Pk,P,    501.00,    307.88,    297.36,      4.33,    301.17,      6.71,      2.37,      3.81
HBW,Pk,A,    501.00,     37.64,     35.90,      0.47,     35.91,      1.72,      1.25,      0.01
HBO,Pk,P,    501.00,    693.57,    641.74,      6.58,    642.62,     50.95,     44.38,      0.87
HBO,Pk,A,    501.00,    471.27,    429.15,      4.28,    429.18,     42.09,     37.81,      0.03
NHB,Pk,P,    501.00,    106.44,    102.62,      0.56,    102.67,      3.77,      3.20,      0.05
NHB,Pk,A,    501.00,    105.02,    101.24,      0.57,    101.24,      3.78,      3.21,      0.00
HBC,Pk,P,    501.00,     64.00,     59.90,      2.46,     61.54,      2.46,         0,      1.64
HBC,Pk,A,    501.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    501.00,     44.76,     18.17,      0.03,     18.17,     26.59,      0.27,         0
HBSch,Pk,A,    501.00,     75.28,     20.04,      0.06,     20.04,     55.24,      0.55,         0
All,Pk,P,    502.00,   1835.60,   1672.04,     17.41,   1700.22,    135.38,     77.51,     28.18
All,Pk,A,    502.00,   1774.94,   1577.65,     14.94,   1582.12,    192.82,     92.39,      4.47
HBW,Pk,P,    502.00,    391.94,    364.94,      5.34,    379.12,     12.82,      7.49,     14.18
HBW,Pk,A,    502.00,    337.55,    320.67,      4.38,    323.27,     14.27,      9.89,      2.60
HBO,Pk,P,    502.00,    988.61,    913.50,      9.45,    919.04,     69.57,     60.12,      5.54
HBO,Pk,A,    502.00,    966.81,    884.46,      8.58,    886.03,     80.77,     72.19,      1.57
NHB,Pk,P,    502.00,    347.30,    335.26,      1.86,    335.94,     11.36,      9.50,      0.68
NHB,Pk,A,    502.00,    343.50,    331.89,      1.87,    332.19,     11.31,      9.44,      0.30
HBC,Pk,P,    502.00,     28.00,     19.50,      0.71,     27.29,      0.71,         0,      7.79
HBC,Pk,A,    502.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    502.00,     79.75,     38.84,      0.05,     38.84,     40.91,      0.41,         0
HBSch,Pk,A,    502.00,    127.08,     40.63,      0.10,     40.63,     86.45,      0.86,         0
All,Pk,P,    503.00,   2349.09,   2194.66,     17.95,   2205.61,    143.48,     79.76,     10.95
All,Pk,A,    503.00,   1297.33,   1202.12,     10.93,   1202.12,     95.21,     84.28,         0
HBW,Pk,P,    503.00,    594.32,    576.84,      5.28,    585.18,      9.14,      3.86,      8.34
HBW,Pk,A,    503.00,     68.64,     64.41,      0.92,     64.41,      4.23,      3.31,         0
HBO,Pk,P,    503.00,   1390.94,   1307.97,     11.62,   1310.41,     80.54,     68.92,      2.44
HBO,Pk,A,    503.00,   1007.41,    923.88,      9.00,    923.88,     83.52,     74.53,         0
NHB,Pk,P,    503.00,    225.36,    217.73,      1.00,    217.84,      7.52,      6.52,      0.11
NHB,Pk,A,    503.00,    221.28,    213.82,      1.01,    213.82,      7.46,      6.44,         0
HBC,Pk,P,    503.00,     27.00,     26.94,         0,     27.00,         0,         0,      0.06
HBC,Pk,A,    503.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    503.00,    111.47,     65.18,      0.06,     65.18,     46.29,      0.46,         0
HBSch,Pk,A,    503.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    504.00,   1732.77,   1585.34,     17.26,   1598.74,    134.03,     81.35,     13.40
All,Pk,A,    504.00,   2430.72,   2090.67,     11.97,   2092.22,    338.50,     80.87,      1.55
HBW,Pk,P,    504.00,    426.30,    405.94,      5.97,    412.71,     13.58,      7.62,      6.77
HBW,Pk,A,    504.00,    250.24,    238.17,      3.19,    238.89,     11.35,      8.16,      0.72
HBO,Pk,P,    504.00,    971.49,    893.83,      9.06,    896.23,     75.26,     66.20,      2.40
HBO,Pk,A,    504.00,    797.11,    726.25,      7.08,    726.99,     70.12,     63.03,      0.73
NHB,Pk,P,    504.00,    242.07,    233.38,      1.30,    233.59,      8.48,      7.18,      0.21
NHB,Pk,A,    504.00,    239.51,    230.92,      1.30,    231.02,      8.49,      7.19,      0.10
HBC,Pk,P,    504.00,     29.00,     24.08,      0.89,     28.11,      0.89,         0,      4.03
HBC,Pk,A,    504.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    504.00,     63.91,     28.10,      0.05,     28.10,     35.82,      0.36,         0
HBSch,Pk,A,    504.00,   1143.86,    895.32,      0.39,    895.32,    248.54,      2.48,         0
All,Pk,P,    505.00,   2397.15,   2169.54,     25.84,   2196.13,    201.02,    122.42,     26.59
All,Pk,A,    505.00,   1450.90,   1351.80,     12.46,   1354.45,     96.44,     83.98,      2.65
HBW,Pk,P,    505.00,    599.67,    569.60,      9.21,    579.36,     20.32,     11.10,      9.75
HBW,Pk,A,    505.00,    145.30,    137.10,      1.84,    137.74,      7.55,      5.72,      0.65
HBO,Pk,P,    505.00,   1368.44,   1248.52,     13.28,   1253.08,    115.35,    102.08,      4.56
HBO,Pk,A,    505.00,   1023.54,    943.14,      9.03,    944.93,     78.61,     69.58,      1.79
NHB,Pk,P,    505.00,    285.31,    274.73,      1.62,    274.99,     10.32,      8.71,      0.26
NHB,Pk,A,    505.00,    282.06,    271.57,      1.60,    271.78,     10.28,      8.68,      0.22
HBC,Pk,P,    505.00,     52.00,     38.31,      1.68,     50.32,      1.68,         0,     12.02
HBC,Pk,A,    505.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    505.00,     91.73,     38.38,      0.07,     38.38,     53.35,      0.53,         0
HBSch,Pk,A,    505.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    506.00,   2891.57,   2687.28,     19.85,   2698.72,    192.85,     95.75,     11.44
All,Pk,A,    506.00,    959.09,    882.52,      7.81,    882.52,     76.58,     68.77,         0
HBW,Pk,P,    506.00,    692.99,    677.60,      4.88,    686.25,      6.75,      1.87,      8.65
HBW,Pk,A,    506.00,     12.57,     12.01,      0.10,     12.01,      0.56,      0.46,         0
HBO,Pk,P,    506.00,   1777.48,   1672.18,     14.17,   1674.80,    102.68,     88.51,      2.61
HBO,Pk,A,    506.00,    791.81,    720.91,      7.01,    720.91,     70.89,     63.89,         0
NHB,Pk,P,    506.00,    158.03,    152.67,      0.70,    152.74,      5.29,      4.59,      0.08
NHB,Pk,A,    506.00,    154.72,    149.59,      0.70,    149.59,      5.12,      4.42,         0
HBC,Pk,P,    506.00,     56.00,     55.90,         0,     56.00,         0,         0,      0.10
HBC,Pk,A,    506.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,    506.00,    207.07,    128.93,      0.10,    128.93,     78.13,      0.78,         0
HBSch,Pk,A,    506.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,    507.00,    446.24,    416.18,      3.15,    417.27,     28.97,     16.74,      1.09
All,Pk,A,    507.00,    530.16,    396.12,      3.53,    396.12,    134.03,     23.71,         0
HBW,Pk,P,    507.00,     89.31,     86.90,      0.76,     87.72,      1.59,      0.83,      0.82
HBW,Pk,A,    507.00,     80.41,     77.35,      1.04,     77.35,      3.06,      2.02,         0
HBO,Pk,P,    507.00,    237.64,    222.44,      1.97,    222.66,     14.98,     13.01,      0.23
HBO,Pk,A,    507.00,    217.10,    197.30,      1.96,    197.30,     19.80,     17.84,         0
NHB,Pk,P,    507.00,     87.72,     84.47,      0.41,     84.51,      3.21,      2.81,      0.04
