SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0108_002.5,     0.501,       4.0,       2.0,Principal Arterial,       929,    4998.5,    9275.6,    6663.4,    8162.7,   29100.2,      40.0,      38.0,      39.0,      35.9,      40.0,      38.3,     0.751,     0.792,     0.771,     0.837,     0.752,     0.784,     11148,     22296,     11148,     44592,     89184,      0.60,      0.46,      0.71,      0.21,      0.71,    2502.8,    4644.2,    3336.3,    4087.0,   14570.3,    2163.1,    3886.6,    2974.5,    3687.8,   12712.0,      44.6,     189.6,      63.9,      57.5,     355.6,     196.6,     335.9,     212.2,     214.6,     959.3,      98.3,     232.1,      85.8,     127.1,     543.3,    364.36,     65.91,    119.13,     92.92,    102.30,    380.26,     3.386,     2.998,     9.556,     0.099,    16.039
0108_003.0,     1.005,       4.0,       4.0,Principal Arterial,       929,    4054.3,    7804.9,    5609.7,    6732.7,   24201.6,      40.0,      39.0,      39.5,      37.8,      40.0,      39.1,     1.508,     1.549,     1.527,     1.596,     1.508,     1.541,     11148,     22296,     11148,     44592,     89184,      0.50,      0.39,      0.61,      0.17,      0.61,    4076.1,    7846.9,    5639.9,    6769.0,   24331.9,    3505.9,    6574.8,    5019.0,    6125.3,   21225.0,      66.1,     337.1,     110.9,      98.1,     612.2,     348.7,     575.1,     362.9,     348.9,    1635.6,     155.5,     359.9,     147.2,     196.7,     859.3,    608.18,    104.61,    198.58,    149.12,    169.26,    621.57,     2.802,     2.448,     8.236,     0.074,    13.560
0108_004.0,     1.000,       4.0,       4.0,Principal Arterial,       929,    4538.0,    8129.8,    6084.0,    6956.0,   25707.8,      40.0,      38.9,      39.3,      36.9,      40.0,      38.8,     1.500,     1.544,     1.527,     1.624,     1.501,     1.546,     11148,     22296,     11148,     44592,     89184,      0.50,      0.41,      0.62,      0.17,      0.62,    4537.3,    8128.4,    6083.0,    6954.8,   25703.5,    3777.2,    6479.8,    5198.0,    6160.2,   21615.2,      65.5,     372.2,     130.8,     103.6,     672.1,     445.6,     716.2,     482.7,     418.4,    2062.9,     249.0,     560.2,     271.6,     272.7,    1353.5,    642.76,    116.77,    206.94,    164.63,    173.99,    662.33,     3.331,     3.678,    12.551,     0.071,    19.631
0108_005.0,     0.478,       4.0,       1.9,Principal Arterial,       929,    4374.5,    8211.5,    6221.7,    6774.2,   25581.9,      40.0,      39.0,      39.3,      36.9,      40.0,      38.8,     0.717,     0.736,     0.729,     0.777,     0.717,     0.739,     11148,     22296,     11148,     44592,     89184,      0.50,      0.42,      0.63,      0.17,      0.63,    2091.2,    3925.4,    2974.2,    3238.4,   12229.2,    1708.0,    3097.3,    2521.9,    2830.1,   10157.3,      32.9,     180.6,      67.0,      54.5,     335.0,     221.3,     360.4,     241.9,     215.2,    1038.8,     129.0,     287.1,     143.4,     138.7,     698.2,    305.65,     53.64,     99.83,     80.55,     80.97,    314.99,     1.398,     1.708,     6.226,     0.043,     9.375
0108_005.5,     0.518,       4.0,       2.1,Principal Arterial,       929,    5731.0,    9288.5,    7634.3,    6645.9,   29299.7,      40.0,      37.5,      38.8,      33.3,      40.0,      37.2,     0.777,     0.828,     0.800,     0.932,     0.777,     0.835,     11148,     22296,     11148,     44592,     89184,      0.58,      0.48,      0.78,      0.17,      0.78,    2969.2,    4812.4,    3955.3,    3443.3,   15180.2,    2406.6,    3742.7,    3263.1,    3058.4,   12470.8,      49.8,     201.8,      95.7,      52.6,     399.9,     332.8,     481.5,     381.1,     212.9,    1408.3,     180.1,     386.5,     215.3,     119.4,     901.3,    379.43,     79.10,    123.92,    118.64,     86.09,    407.75,     4.882,     3.626,    19.765,     0.038,    28.311
0108_006.0,     0.502,       4.0,       2.0,Principal Arterial,       929,    5603.7,    9021.3,    7321.4,    6574.2,   28520.6,      40.0,      37.6,      39.0,      34.2,      40.0,      37.6,     0.753,     0.801,     0.773,     0.882,     0.753,     0.801,     11148,     22296,     11148,     44592,     89184,      0.58,      0.46,      0.75,      0.17,      0.75,    2814.3,    4530.7,    3677.0,    3301.8,   14323.8,    2234.9,    3541.9,    2999.6,    2907.3,   11683.7,      47.4,     204.8,      77.6,      54.0,     383.8,     343.0,     464.4,     391.7,     208.3,    1407.4,     189.1,     319.7,     208.2,     132.2,     849.2,    358.01,     74.81,    116.20,    107.64,     82.56,    381.21,     4.458,     2.958,    15.734,     0.029,    23.179
0108_006.5,     0.501,       4.0,       2.0,Principal Arterial,       929,    6240.4,   10287.6,    8266.7,    7566.4,   32361.1,      40.0,      36.6,      38.4,      31.5,      40.0,      36.3,     0.751,     0.822,     0.783,     0.955,     0.751,     0.827,     11148,     22296,     11148,     44592,     89184,      0.63,      0.53,      0.83,      0.19,      0.83,    3126.0,    5153.3,    4141.0,    3790.2,   16210.5,    2496.4,    4030.0,    3412.1,    3346.1,   13284.6,      52.9,     237.1,      87.1,      59.6,     436.7,     374.1,     526.2,     419.2,     237.8,    1557.3,     202.6,     360.1,     222.7,     146.7,     932.1,    405.02,     85.47,    134.31,    131.54,     94.76,    446.08,     7.372,     5.551,    28.072,     0.068,    41.063
0108_007.0,     0.500,       4.0,       2.0,Principal Arterial,       929,    5868.5,    9840.1,    7827.3,    7266.7,   30802.6,      40.0,      37.1,      38.5,      32.5,      40.0,      36.8,     0.750,     0.809,     0.779,     0.923,     0.751,     0.814,     11148,     22296,     11148,     44592,     89184,      0.61,      0.51,      0.79,      0.19,      0.79,    2933.8,    4919.3,    3913.0,    3632.7,   15398.8,    2310.2,    3805.8,    3177.6,    3192.6,   12486.2,      51.6,     232.9,      86.3,      57.3,     428.1,     367.6,     520.2,     425.1,     234.5,    1547.4,     204.3,     360.4,     224.0,     148.4,     937.1,    385.21,     79.10,    127.68,    120.37,     90.93,    418.08,     5.726,     4.625,    22.490,     0.054,    32.895
0108_007.5,     0.502,       2.0,       1.0,Principal Arterial,       968,    3693.8,    7134.6,    4362.1,    7226.1,   22416.6,      40.0,      34.5,      35.1,      31.2,      39.7,      35.5,     0.753,     0.872,     0.857,     0.964,     0.759,     0.847,      5808,     11616,      5808,     23232,     46464,      0.73,      0.70,      0.85,      0.36,      0.85,    1854.0,    3580.9,    2189.4,    3626.9,   11251.2,    1466.0,    2746.0,    1808.5,    3132.7,    9153.2,      34.0,     189.8,      51.2,      59.7,     334.7,     237.6,     379.0,     232.9,     266.8,    1116.3,     116.4,     266.2,      96.7,     167.6,     646.9,    281.28,     53.71,    101.89,     70.10,     91.40,    317.10,     7.348,    12.350,    15.360,     0.722,    35.780
0108_008.0,     0.499,       2.0,       1.0,Principal Arterial,       968,    4408.7,    8758.0,    5454.1,    8569.5,   27190.3,      40.0,      30.3,      30.6,      24.1,      39.4,      31.0,     0.750,     0.990,     0.979,     1.245,     0.761,     0.963,      5808,     11616,      5808,     23232,     46464,      0.87,      0.86,      1.03,      0.41,      1.03,    2201.5,    4373.3,    2723.5,    4279.1,   13577.4,    1753.5,    3404.0,    2276.4,    3714.8,   11148.7,      39.1,     221.0,      64.0,      69.0,     393.1,     273.2,     438.3,     270.2,     306.2,    1287.9,     135.6,     310.1,     113.0,     189.3,     748.0,    339.73,     72.71,    142.99,    113.21,    108.72,    437.63,    17.683,    33.540,    45.056,     1.647,    97.926
0108_008.5,     0.498,       4.0,       2.0,Principal Arterial,       929,    5082.9,    9240.8,    6952.0,    8795.2,   30070.9,      40.0,      38.4,      38.9,      35.5,      40.0,      38.3,     0.747,     0.779,     0.768,     0.842,     0.748,     0.781,     11148,     22296,     11148,     44592,     89184,      0.53,      0.47,      0.68,      0.22,      0.68,    2531.3,    4601.9,    3462.1,    4379.9,   14975.2,    2020.8,    3570.6,    2913.5,    3788.6,   12293.5,      42.7,     237.9,      77.5,      72.2,     430.3,     305.5,     478.6,     330.7,     327.5,    1442.3,     162.2,     314.7,     140.3,     191.6,     808.8,    374.37,     65.94,    118.27,     97.59,    109.63,    391.43,     2.681,     3.219,    11.044,     0.127,    17.071
0108_009.0,     1.002,       4.0,       4.0,Principal Arterial,       929,    4592.6,    8654.5,    6294.6,    6921.0,   26462.7,      40.0,      38.8,      39.1,      36.7,      40.0,      38.7,     1.503,     1.548,     1.538,     1.637,     1.504,     1.554,     11148,     22296,     11148,     44592,     89184,      0.48,      0.45,      0.63,      0.17,      0.63,    4602.4,    8673.0,    6308.1,    6935.8,   26519.3,    3558.1,    6395.1,    5227.7,    5949.8,   21130.7,      76.4,     500.3,     135.6,     119.6,     831.9,     609.2,    1043.1,     645.4,     504.6,    2802.3,     358.7,     734.6,     299.3,     361.7,    1754.3,    662.88,    118.47,    221.86,    171.72,    173.45,    685.50,     3.429,     5.069,    14.016,     0.078,    22.592
0108_010.0,     0.071,       4.0,       0.3,Principal Arterial,       929,    4945.6,    9392.0,    6680.1,    7802.4,   28820.1,      40.0,      38.3,      38.7,      35.9,      40.0,      38.3,     0.106,     0.111,     0.109,     0.118,     0.106,     0.111,     11148,     22296,     11148,     44592,     89184,      0.56,      0.49,      0.68,      0.20,      0.68,     349.0,     662.9,     471.5,     550.7,    2034.1,     268.7,     494.4,     386.7,     468.9,    1618.7,       5.5,      35.7,      11.6,      10.1,      62.9,      47.8,      78.5,      50.6,      43.3,     220.2,      27.1,      54.4,      22.6,      28.4,     132.5,     50.85,      9.12,     17.11,     13.14,     13.78,     53.15,     0.406,     0.540,     1.359,     0.010,     2.315
0108_010.1,     0.733,       4.0,       2.9,Principal Arterial,       929,    3624.6,    6535.0,    4851.1,    5417.7,   20428.4,      40.0,      39.2,      39.7,      38.5,      40.0,      39.4,     1.100,     1.123,     1.109,     1.145,     1.100,     1.118,     11148,     22296,     11148,     44592,     89184,      0.46,      0.35,      0.55,      0.15,      0.55,    2657.5,    4791.5,    3556.8,    3972.3,   14978.1,    2039.7,    3561.6,    2934.0,    3353.5,   11888.8,      33.9,     239.5,      80.7,      67.4,     421.5,     360.1,     582.5,     380.4,     332.9,    1655.9,     224.0,     408.1,     161.6,     218.5,    1012.2,    374.51,     67.74,    120.73,     92.44,     99.34,    380.25,     1.397,     0.940,     3.612,     0.014,     5.963
0108_010.8,     0.522,       4.0,       2.1,Principal Arterial,       929,    4694.6,    8971.5,    6581.5,    7407.8,   27655.4,      40.0,      38.2,      39.0,      35.7,      40.0,      38.3,     0.783,     0.823,     0.804,     0.880,     0.784,     0.820,     11148,     22296,     11148,     44592,     89184,      0.58,      0.47,      0.72,      0.20,      0.72,    2451.3,    4684.6,    3436.6,    3868.1,   14440.6,    1899.5,    3520.7,    2848.9,    3289.9,   11559.0,      40.1,     253.6,      86.3,      75.2,     455.2,     319.9,     545.6,     351.6,     306.6,    1523.7,     191.9,     364.6,     149.8,     196.3,     902.6,    361.01,     64.18,    120.23,     96.31,     96.77,    377.49,     3.091,     3.117,    10.611,     0.060,    16.879
0108_011.3,     0.260,       4.0,       1.0,Principal Arterial,       929,    5679.2,   10526.7,    7770.9,    8821.8,   32798.6,      40.0,      35.8,      38.0,      31.9,      39.9,      36.4,     0.390,     0.439,     0.411,     0.491,     0.391,     0.430,     11148,     22296,     11148,     44592,     89184,      0.73,      0.56,      0.88,      0.24,      0.88,    1476.1,    2736.0,    2019.6,    2292.8,    8524.5,    1149.0,    2031.4,    1659.2,    1933.1,    6772.7,      25.1,     149.7,      51.1,      46.0,     271.9,     193.0,     322.9,     214.2,     185.8,     915.9,     108.9,     231.8,      95.2,     127.9,     563.8,    213.35,     41.22,     72.04,     63.35,     57.47,    234.08,     4.601,     3.576,    13.077,     0.082,    21.336
0108_011.6,     0.388,       4.0,       1.6,Principal Arterial,       929,    5321.7,    9580.5,    6961.0,    8374.6,   30237.8,      40.0,      36.2,      38.6,      33.9,      40.0,      37.3,     0.581,     0.648,     0.602,     0.690,     0.581,     0.625,     11148,     22296,     11148,     44592,     89184,      0.71,      0.52,      0.81,      0.23,      0.81,    2062.7,    3713.4,    2698.1,    3245.9,   11720.1,    1589.8,    2725.7,    2194.2,    2718.8,    9228.5,      32.2,     195.8,      67.7,      62.0,     357.7,     278.7,     457.6,     296.9,     270.6,    1303.8,     161.9,     334.3,     139.1,     194.6,     829.9,    292.74,     57.00,     96.15,     79.61,     81.17,    313.93,     5.982,     3.417,    12.631,     0.085,    22.115
0108_012.0,     0.742,       2.0,       1.5,Principal Arterial,       968,    3816.2,    7207.8,    4588.3,    6842.6,   22454.9,      40.0,      32.2,      34.2,      29.7,      39.7,      34.2,     1.112,     1.402,     1.303,     1.503,     1.122,     1.306,      5808,     11616,      5808,     23232,     46464,      0.84,      0.73,      0.86,      0.36,      0.86,    2831.4,    5347.7,    3404.2,    5076.7,   16660.0,    2144.6,    3916.2,    2959.9,    4214.7,   13235.4,      50.4,     269.9,      68.0,     102.7,     491.0,     430.6,     680.8,     265.9,     442.7,    1820.0,     205.8,     480.7,     110.1,     316.8,    1113.4,    416.30,     88.05,    156.46,    114.60,    127.90,    487.01,    18.391,    22.859,    29.885,     1.053,    72.188
0108_012.7,     0.196,       2.0,       0.4,Principal Arterial,       968,    5297.1,   10095.9,    6570.2,    9657.7,   31620.9,      40.0,      20.9,      25.3,      16.6,      38.9,      24.4,     0.294,     0.585,     0.466,     0.720,     0.303,     0.490,      5808,     11616,      5808,     23232,     46464,      1.21,      1.01,      1.31,      0.51,      1.31,    1039.2,    1980.6,    1288.9,    1894.6,    6203.3,     796.4,    1480.4,    1109.1,    1577.5,    4963.4,      21.9,      99.9,      28.0,      43.2,     193.0,     150.1,     236.9,     110.4,     161.5,     658.9,      70.8,     163.5,      41.5,     112.6,     388.4,    154.95,     49.84,     78.37,     77.55,     48.73,    254.49,    25.660,    28.931,    46.610,     1.417,   102.618
0109_000.0,     0.452,       2.0,       0.9,Minor Arterial,       867,     938.9,    2280.7,    1950.4,    1874.2,    7044.2,      31.7,      31.6,      31.6,      31.0,      31.7,      31.5,     0.856,     0.858,     0.857,     0.876,     0.856,     0.862,      5200,     10400,      5200,     20800,     41600,      0.21,      0.24,      0.40,      0.10,      0.40,     424.5,    1031.3,     882.0,     847.5,    3185.3,     375.5,     899.4,     807.5,     795.3,    2877.7,       9.3,      42.6,      16.4,       9.6,      77.9,      24.7,      54.1,      43.5,      29.6,     151.9,      15.0,      35.2,      14.7,      12.9,      77.8,    100.44,     13.42,     32.59,     28.47,     26.73,    101.21,     0.032,     0.068,     0.654,     0.002,     0.756
0109_000.4,     0.663,       2.0,       1.3,Minor Arterial,       849,    1956.3,    4065.8,    2949.3,    3367.5,   12338.9,      30.0,      29.3,      29.3,      27.4,      30.0,      29.0,     1.325,     1.359,     1.356,     1.451,     1.326,     1.371,      5094,     10188,      5094,     20376,     40752,      0.49,      0.45,      0.67,      0.19,      0.67,    1296.7,    2694.9,    1954.9,    2232.0,    8178.5,    1090.9,    2153.8,    1708.9,    1983.6,    6937.2,      23.2,     143.5,      43.2,      38.3,     248.2,     120.2,     234.4,     141.3,     143.1,     639.0,      62.4,     163.2,      61.4,      67.0,     354.0,    272.56,     44.27,     91.86,     71.33,     74.43,    281.89,     1.088,     2.064,     6.196,     0.050,     9.398
0109_001.1,     1.827,       2.0,       3.7,Minor Arterial,       894,    1048.9,    1978.1,    1712.8,    1543.7,    6283.5,      36.0,      35.7,      35.7,      34.8,      36.0,      35.5,     3.045,     3.067,     3.070,     3.147,     3.046,     3.085,      5364,     10728,      5364,     21456,     42912,      0.22,      0.21,      0.37,      0.08,      0.37,    1916.4,    3614.0,    3129.3,    2820.3,   11480.0,    1555.9,    2811.9,    2630.7,    2479.6,    9478.1,      43.3,     187.7,      82.0,      49.5,     362.5,     203.5,     361.0,     291.9,     195.1,    1051.5,     113.7,     253.4,     124.6,      96.1,     587.8,    318.89,     53.61,    101.21,     89.84,     78.36,    323.02,     0.383,     0.810,     2.920,     0.025,     4.138
0110_000.0,     0.995,       2.0,       2.0,Minor Arterial,       939,     530.4,    1025.9,     758.7,     904.4,    3219.4,      40.0,      39.9,      40.0,      39.9,      40.0,      39.9,     1.493,     1.495,     1.493,     1.496,     1.493,     1.494,      5634,     11268,      5634,     22536,     45072,      0.13,      0.11,      0.15,      0.04,      0.15,     527.6,    1020.4,     754.6,     899.5,    3202.1,     460.9,     859.2,     686.3,     826.3,    2832.7,       7.3,      41.7,      13.2,      11.5,      73.7,      42.6,      73.6,      39.0,      41.8,     197.0,      16.8,      45.9,      16.3,      20.0,      99.0,     80.10,     13.23,     25.54,     18.91,     22.50,     80.18,     0.023,     0.006,     0.035,     0.001,     0.065
0110_001.0,     0.993,       2.0,       2.0,Minor Arterial,       939,    1658.5,    2903.9,    2591.4,    2328.7,    9482.5,      40.0,      39.1,      39.7,      37.4,      40.0,      39.0,     1.491,     1.527,     1.500,     1.592,     1.491,     1.528,      5634,     11268,      5634,     22536,     45072,      0.41,      0.30,      0.56,      0.11,      0.56,    1647.6,    2884.7,    2574.2,    2313.3,    9419.8,    1393.2,    2347.1,    2209.3,    2096.1,    8045.7,      29.5,     123.9,      60.3,      36.1,     249.8,     150.4,     253.5,     207.5,     115.6,     727.0,      74.5,     160.3,      97.1,      65.4,     397.3,    235.65,     42.17,     72.58,     68.74,     57.88,    241.37,     0.981,     0.424,     4.380,     0.002,     5.787
0110_002.0,     0.492,       2.0,       1.0,Minor Arterial,       939,    1466.4,    2592.9,    2516.1,    2053.6,    8629.0,      40.0,      39.6,      39.9,      38.3,      40.0,      39.4,     0.738,     0.745,     0.740,     0.770,     0.738,     0.749,      5634,     11268,      5634,     22536,     45072,      0.39,      0.27,      0.57,      0.10,      0.57,     721.8,    1276.1,    1238.3,    1010.7,    4246.9,     591.7,    1017.8,    1038.7,     912.8,    3561.0,      14.2,      53.5,      30.6,      16.0,     114.3,      76.5,     124.1,     113.2,      54.4,     368.2,      39.3,      80.8,      55.9,      27.5,     203.5,    106.10,     18.21,     31.97,     32.29,     25.25,    107.72,     0.181,     0.079,     1.373,     0.007,     1.640
0110_002.5,     0.510,       2.0,       1.0,Minor Arterial,       939,    1482.2,    2604.8,    2512.3,    2028.9,    8628.2,      40.0,      39.7,      39.9,      38.4,      40.0,      39.4,     0.766,     0.772,     0.768,     0.798,     0.766,     0.777,      5634,     11268,      5634,     22536,     45072,      0.37,      0.27,      0.56,      0.10,      0.56,     756.0,    1328.6,    1281.4,    1034.9,    4400.9,     619.3,    1056.6,    1072.4,     931.3,    3679.6,      13.9,      59.2,      30.4,      15.8,     119.3,      82.0,     127.7,     119.4,      57.7,     386.8,      40.7,      85.3,      59.2,      30.1,     215.3,    110.10,     19.06,     33.33,     33.39,     25.90,    111.68,     0.166,     0.087,     1.341,     0.002,     1.596
0110_003.0,     0.501,       2.0,       1.0,Minor Arterial,       939,    1328.4,    2332.2,    2280.2,    1810.1,    7750.9,      40.0,      39.8,      39.9,      38.9,      40.0,      39.6,     0.751,     0.755,     0.753,     0.773,     0.751,     0.759,      5634,     11268,      5634,     22536,     45072,      0.33,      0.24,      0.51,      0.09,      0.51,     665.5,    1168.2,    1142.3,     906.7,    3882.7,     537.2,     917.3,     943.8,     809.6,    3207.9,      12.6,      51.7,      29.4,      12.7,     106.4,      76.8,     119.5,     112.7,      55.6,     364.6,      38.8,      79.9,      56.3,      28.8,     203.8,     97.07,     16.71,     29.27,     29.37,     22.67,     98.02,     0.072,     0.060,     0.815,         0,     0.947
0111_000.0,     0.449,       2.0,       0.9,Minor Arterial,       894,    1161.6,    1447.5,    2015.4,    1026.8,    5651.3,      36.0,      35.8,      36.0,      34.8,      36.0,      35.5,     0.748,     0.753,     0.748,     0.775,     0.748,     0.759,      5364,     10728,      5364,     21456,     42912,      0.34,      0.16,      0.54,      0.05,      0.54,     521.8,     650.2,     905.3,     461.2,    2538.5,     469.2,     557.9,     804.5,     424.9,    2256.5,       3.6,      18.3,      11.9,       2.9,      36.7,      40.9,      61.6,      65.0,      26.5,     194.0,       8.1,      12.3,      23.8,       6.8,      51.0,     70.47,     14.57,     18.05,     26.03,     12.80,     71.45,     0.094,     0.004,     0.898,     0.006,     1.002
0111_000.4,     0.384,       2.0,       0.8,Minor Arterial,       894,    1591.2,    2230.4,    2530.8,    1849.5,    8201.9,      36.0,      35.3,      35.9,      33.3,      36.0,      35.0,     0.641,     0.654,     0.642,     0.692,     0.641,     0.659,      5364,     10728,      5364,     21456,     42912,      0.45,      0.24,      0.66,      0.09,      0.66,     611.3,     856.8,     972.2,     710.5,    3150.8,     547.7,     723.5,     865.4,     655.6,    2792.2,       3.5,      27.8,      10.0,       4.7,      46.0,      49.8,      83.6,      72.9,      38.5,     244.8,      10.1,      21.8,      23.9,      11.7,      67.5,     87.58,     17.34,     23.86,     29.20,     19.75,     90.15,     0.352,     0.035,     2.174,         0,     2.561
0111_000.8,     0.506,       2.0,       1.0,Minor Arterial,       894,    1621.4,    2245.2,    2486.3,    1757.6,    8110.5,      36.0,      35.6,      35.9,      34.2,      36.0,      35.3,     0.843,     0.852,     0.844,     0.886,     0.843,     0.858,      5364,     10728,      5364,     21456,     42912,      0.41,      0.24,      0.60,      0.09,      0.60,     820.0,    1135.3,    1257.3,     888.8,    4101.4,     740.8,     961.9,    1118.2,     821.0,    3641.9,       5.5,      38.2,      14.7,       8.0,      66.4,      59.9,     106.4,      92.2,      46.5,     305.0,      13.7,      28.9,      32.2,      13.2,      88.0,    113.92,     23.04,     31.59,     36.71,     24.69,    116.03,     0.259,     0.049,     1.778,         0,     2.086
0111_001.3,     0.494,       2.0,       1.0,Minor Arterial,       939,    1643.7,    2258.7,    2493.9,    1757.6,    8153.9,      40.0,      39.6,      39.9,      38.3,      40.0,      39.4,     0.742,     0.749,     0.743,     0.774,     0.742,     0.754,      5634,     11268,      5634,     22536,     45072,      0.39,      0.23,      0.57,      0.08,      0.57,     812.7,    1116.8,    1233.2,     869.0,    4031.7,     734.8,     946.6,    1096.5,     801.8,    3579.7,       5.5,      37.1,      14.4,       8.0,      65.0,      59.1,     104.5,      90.6,      46.5,     300.7,      13.4,      28.7,      31.5,      12.8,      86.4,    100.84,     20.52,     27.97,     32.16,     21.74,    102.39,     0.201,     0.041,     1.321,     0.007,     1.570
0111_001.8,     0.496,       2.0,       1.0,Minor Arterial,       939,    1964.7,    2895.7,    2971.6,    2415.2,   10247.2,      40.0,      38.4,      39.8,      36.1,      39.9,      38.4,     0.745,     0.775,     0.747,     0.824,     0.745,     0.774,      5634,     11268,      5634,     22536,     45072,      0.54,      0.30,      0.71,      0.12,      0.71,     974.2,    1435.8,    1473.5,    1197.6,    5081.1,     887.0,    1245.8,    1326.6,    1106.8,    4566.2,       7.5,      34.3,      14.3,       7.5,      63.6,      66.8,     116.0,      97.3,      61.0,     341.1,      13.0,      39.7,      35.1,      22.3,     110.1,    127.17,     25.35,     36.07,     40.78,     29.98,    132.18,     0.989,     0.127,     3.939,         0,     5.055
0111_002.3,     0.515,       2.0,       1.0,Minor Arterial,       939,    2472.1,    3713.8,    3568.3,    3140.4,   12894.6,      40.0,      37.5,      39.6,      34.1,      40.0,      37.6,     0.772,     0.825,     0.780,     0.906,     0.773,     0.822,      5634,     11268,      5634,     22536,     45072,      0.63,      0.38,      0.81,      0.15,      0.81,    1273.0,    1912.4,    1837.5,    1617.1,    6640.0,    1160.5,    1629.7,    1645.1,    1484.1,    5919.4,       7.3,      54.2,      23.3,      12.2,      97.0,      89.7,     166.1,     129.0,      88.3,     473.1,      15.5,      62.3,      40.1,      32.4,     150.3,    166.01,     33.96,     48.30,     53.85,     40.44,    176.55,     2.156,     0.487,     7.965,     0.006,    10.614
0111_002.8,     0.494,       2.0,       1.0,Minor Arterial,       939,    2374.2,    3413.7,    3390.9,    2886.0,   12064.8,      40.0,      37.1,      39.7,      34.3,      40.0,      37.6,     0.740,     0.801,     0.746,     0.866,     0.740,     0.790,      5634,     11268,      5634,     22536,     45072,      0.65,      0.36,      0.80,      0.14,      0.80,    1172.9,    1686.4,    1675.1,    1425.7,    5960.1,    1068.7,    1428.1,    1494.2,    1304.6,    5295.6,       6.0,      45.9,      24.2,       9.8,      85.9,      82.6,     151.6,     119.7,      80.0,     433.9,      15.6,      60.9,      37.0,      31.1,     144.6,    148.85,     31.65,     42.43,     48.87,     35.61,    158.56,     2.416,     0.324,     7.123,     0.008,     9.871
0111_003.3,     1.163,       2.0,       2.3,Minor Arterial,       939,    2459.0,    3542.8,    3491.3,    3061.4,   12554.5,      40.0,      35.6,      39.6,      32.9,      40.0,      36.8,     1.745,     1.967,     1.761,     2.129,     1.746,     1.901,      5634,     11268,      5634,     22536,     45072,      0.71,      0.37,      0.85,      0.16,      0.85,    2860.3,    4121.0,    4061.1,    3561.0,   14603.4,    2601.2,    3488.8,    3638.3,    3272.1,   13000.4,      14.9,     106.0,      55.9,      20.5,     197.3,     206.5,     392.8,     280.6,     195.4,    1075.3,      37.7,     133.5,      86.3,      73.1,     330.6,    365.17,     80.37,    103.96,    123.60,     89.07,    397.00,     9.086,     0.920,    22.344,     0.031,    32.381
0111_004.5,     0.228,       2.0,       0.5,Minor Arterial,       939,    3134.7,    5230.5,    4089.5,    4566.5,   17021.2,      40.0,      36.5,      38.2,      32.6,      39.9,      36.8,     0.342,     0.375,     0.359,     0.419,     0.343,     0.372,      5634,     11268,      5634,     22536,     45072,      0.69,      0.57,      0.84,      0.23,      0.84,     715.6,    1193.9,     933.5,    1042.4,    3885.4,     632.4,    1002.4,     820.6,     937.9,    3393.3,       4.5,      20.5,       9.7,       7.7,      42.4,      63.7,     120.9,      83.2,      73.2,     341.0,      14.9,      50.0,      19.9,      23.5,     108.3,     97.15,     19.60,     31.24,     28.65,     26.10,    105.59,     1.716,     1.399,     5.233,     0.032,     8.380
0111_004.7,     1.108,       2.0,       2.2,Minor Arterial,       939,    3137.1,    5233.0,    4088.9,    4566.7,   17025.7,      40.0,      36.5,      38.2,      32.6,      39.9,      36.8,     1.662,     1.822,     1.740,     2.035,     1.664,     1.806,      5634,     11268,      5634,     22536,     45072,      0.69,      0.57,      0.84,      0.23,      0.84,    3475.0,    5796.7,    4529.3,    5058.6,   18859.6,    3071.7,    4867.3,    3981.8,    4551.7,   16472.5,      21.8,      99.6,      47.3,      37.7,     206.4,     309.1,     586.7,     403.7,     355.1,    1654.6,      72.3,     243.0,      96.5,     114.0,     525.8,    471.61,     95.22,    151.70,    139.04,    126.67,    512.63,     8.369,     6.828,    25.389,     0.175,    40.761
