Purpose,TAZID,All,Walk,Bike,NonM
All,506.0,5708.6,302.2,83.86,589.67
HBW,506.0,1320.41,2.15,16.01,18.16
HBO,506.0,3552.99,283.82,64.55,348.38
NHB,506.0,398.37,14.16,2.68,16.85
HBC,506.0,49.0,0.0,0.0,0.0
HBSch,506.0,387.84,2.06,0.62,206.29
All,507.0,694.92,36.79,11.96,63.63
HBW,507.0,158.47,0.38,3.51,3.89
HBO,507.0,408.67,32.86,7.76,40.62
NHB,507.0,85.28,3.4,0.64,4.05
HBC,507.0,3.0,0.0,0.0,0.0
HBSch,507.0,39.5,0.15,0.04,15.07
All,508.0,4291.18,241.16,76.01,528.68
HBW,508.0,920.98,2.88,21.26,24.15
HBO,508.0,2692.01,225.3,51.98,277.27
NHB,508.0,280.78,10.84,2.15,12.99
HBC,508.0,75.0,0.0,0.0,0.0
HBSch,508.0,322.41,2.14,0.62,214.27
All,509.0,3700.35,242.99,86.22,517.19
HBW,509.0,824.24,3.71,28.51,32.23
HBO,509.0,2348.53,225.68,52.87,278.55
NHB,509.0,284.6,11.71,2.32,14.02
HBC,509.0,25.0,0.0,1.96,1.96
HBSch,509.0,217.97,1.9,0.56,190.43
All,510.0,4360.34,335.58,96.9,677.01
HBW,510.0,1004.87,4.22,35.64,39.86
HBO,510.0,2784.39,314.77,57.74,372.51
NHB,510.0,297.42,14.12,2.5,16.62
HBC,510.0,7.0,0.0,0.29,0.29
HBSch,510.0,266.65,2.47,0.74,247.74
All,511.0,3850.8,336.73,94.79,624.13
HBW,511.0,798.09,8.83,32.87,41.7
HBO,511.0,2351.48,301.66,55.56,357.22
NHB,511.0,460.07,24.3,3.83,28.13
HBC,511.0,11.0,0.0,1.96,1.96
HBSch,511.0,230.16,1.95,0.58,195.13
All,512.0,3749.15,324.86,110.76,612.81
HBW,512.0,739.98,10.84,30.95,41.79
HBO,512.0,2163.62,279.19,57.78,336.96
NHB,512.0,601.74,33.04,5.49,38.53
HBC,512.0,31.0,0.0,16.01,16.01
HBSch,512.0,212.81,1.79,0.54,179.52
All,513.0,4989.37,317.36,99.56,616.35
HBW,513.0,1171.08,2.63,33.64,36.27
HBO,513.0,3125.91,297.4,62.6,360.0
NHB,513.0,361.44,15.31,2.73,18.04
HBC,513.0,20.0,0.0,0.0,0.0
HBSch,513.0,310.94,2.01,0.59,202.04
All,514.0,2366.05,152.93,44.04,235.35
HBW,514.0,430.09,3.92,13.6,17.53
HBO,514.0,1186.34,119.07,25.61,144.68
NHB,514.0,608.7,29.55,4.72,34.27
HBC,514.0,3.0,0.0,0.0,0.0
HBSch,514.0,137.92,0.39,0.1,38.87
All,515.0,3304.66,206.88,72.0,396.97
HBW,515.0,699.46,3.73,25.36,29.09
HBO,515.0,2074.3,191.07,44.34,235.42
NHB,515.0,236.95,10.89,1.96,12.85
HBC,515.0,24.0,0.0,0.0,0.0
HBSch,515.0,269.94,1.19,0.33,119.61
All,516.0,3937.88,277.04,95.34,553.41
HBW,516.0,821.09,9.33,32.59,41.93
HBO,516.0,2328.88,241.61,53.89,295.5
NHB,516.0,542.64,24.26,4.66,28.92
HBC,516.0,14.01,0.0,3.66,3.66
HBSch,516.0,231.27,1.83,0.54,183.39
All,517.0,5463.53,475.73,155.08,924.48
HBW,517.0,1184.28,8.65,59.45,68.1
HBO,517.0,3494.54,439.69,87.95,527.63
NHB,517.0,418.59,24.43,3.65,28.09
HBC,517.0,30.0,0.0,3.15,3.15
HBSch,517.0,336.11,2.97,0.89,297.52
All,518.0,2590.2,216.46,57.53,351.98
HBW,518.0,334.11,6.5,17.37,23.87
HBO,518.0,1002.48,132.92,27.58,160.5
NHB,518.0,1146.34,76.25,9.57,85.83
HBC,518.0,12.0,0.0,2.77,2.77
HBSch,518.0,95.26,0.79,0.24,79.02
All,519.0,2014.28,135.14,17.1,152.82
HBW,519.0,2.55,0.05,0.13,0.18
HBO,519.0,14.07,1.08,0.17,1.26
NHB,519.0,1997.02,134.0,16.8,150.8
HBC,519.0,0.0,0.0,0.0,0.0
HBSch,519.0,0.63,0.01,0.0,0.58
All,520.0,6694.78,410.97,144.06,766.44
HBW,520.0,1409.26,5.3,52.6,57.9
HBO,520.0,4253.36,386.16,87.69,473.84
NHB,520.0,401.1,17.37,3.2,20.57
HBC,520.0,62.0,0.0,0.0,0.0
HBSch,520.0,569.07,2.14,0.57,214.12
All,521.0,5636.03,405.8,117.64,524.52
HBW,521.0,981.68,12.14,41.85,53.99
HBO,521.0,2933.66,315.43,65.49,380.92
NHB,521.0,1259.31,78.22,10.29,88.52
HBC,521.0,50.0,0.0,0.0,0.0
HBSch,521.0,411.38,0.01,0.0,1.09
All,522.0,3498.37,294.18,81.71,425.24
HBW,522.0,582.38,11.35,28.43,39.77
HBO,522.0,1466.92,187.13,38.52,225.65
NHB,522.0,1293.95,95.21,11.68,106.9
HBC,522.0,13.0,0.0,2.94,2.94
HBSch,522.0,142.1,0.5,0.14,49.99
All,523.0,4908.39,501.86,184.82,751.11
HBW,523.0,1129.24,15.97,76.41,92.37
HBO,523.0,3017.16,453.8,88.27,542.07
NHB,523.0,389.91,31.44,3.86,35.3
HBC,523.0,50.0,0.0,16.1,16.1
HBSch,523.0,322.09,0.65,0.19,65.27
All,524.0,3789.61,363.17,141.48,613.88
HBW,524.0,910.1,11.05,61.97,73.02
HBO,524.0,2320.37,330.36,71.61,401.97
NHB,524.0,299.31,20.66,2.84,23.5
HBC,524.0,44.0,0.0,4.74,4.74
HBSch,524.0,215.83,1.1,0.33,110.65
All,525.0,2783.44,298.02,100.27,506.37
HBW,525.0,628.72,8.28,43.57,51.84
HBO,525.0,1769.49,270.48,53.42,323.9
NHB,525.0,213.72,18.17,2.02,20.19
HBC,525.0,10.01,0.0,0.93,0.93
HBSch,525.0,161.5,1.09,0.33,109.5
All,526.0,4751.72,503.08,120.97,713.28
HBW,526.0,666.44,20.29,43.91,64.2
HBO,526.0,1902.91,300.17,57.27,357.44
NHB,526.0,2001.25,181.72,18.44,200.16
HBC,526.0,5.0,0.0,1.06,1.06
HBSch,526.0,176.12,0.9,0.28,90.41
All,527.0,0.0,0.0,0.0,0.0
HBW,527.0,0.0,0.0,0.0,0.0
HBO,527.0,0.0,0.0,0.0,0.0
NHB,527.0,0.0,0.0,0.0,0.0
HBC,527.0,0.0,0.0,0.0,0.0
HBSch,527.0,0.0,0.0,0.0,0.0
All,528.0,2812.93,196.42,56.62,321.61
HBW,528.0,646.76,5.38,14.87,20.24
HBO,528.0,1778.56,181.88,39.16,221.03
NHB,528.0,217.62,8.43,2.03,10.46
HBC,528.0,4.0,0.05,0.38,0.43
HBSch,528.0,165.99,0.69,0.19,69.45
All,529.0,2446.16,155.21,54.64,268.45
HBW,529.0,540.2,6.44,13.13,19.57
HBO,529.0,1532.77,140.26,37.81,178.07
NHB,529.0,221.35,7.63,2.16,9.79
HBC,529.0,12.01,0.29,1.38,1.67
HBSch,529.0,139.83,0.59,0.16,59.35
All,530.0,5289.83,429.77,106.88,733.02
HBW,530.0,1214.03,12.49,26.88,39.37
HBO,530.0,3281.44,393.31,71.78,465.09
NHB,530.0,473.88,21.99,4.26,26.25
HBC,530.0,36.01,0.0,3.38,3.38
HBSch,530.0,284.48,1.98,0.58,198.94
All,531.0,2605.79,215.91,56.87,338.94
HBW,531.0,530.86,5.57,13.61,19.18
HBO,531.0,1508.96,186.6,38.57,225.17
NHB,531.0,426.84,22.94,3.92,26.85
HBC,531.0,5.0,0.13,0.6,0.73
HBSch,531.0,134.13,0.67,0.19,67.01
All,532.0,4975.49,391.63,53.31,444.94
HBW,532.0,0.0,0.0,0.0,0.0
HBO,532.0,0.0,0.0,0.0,0.0
NHB,532.0,4975.49,391.63,53.31,444.94
HBC,532.0,0.0,0.0,0.0,0.0
HBSch,532.0,0.0,0.0,0.0,0.0
All,533.0,3210.57,284.96,48.35,360.42
HBW,533.0,176.06,6.71,5.8,12.51
HBO,533.0,498.52,78.88,17.37,96.25
NHB,533.0,2495.49,198.77,24.55,223.31
HBC,533.0,6.0,0.34,0.55,0.89
HBSch,533.0,34.5,0.27,0.08,27.46
All,534.0,829.56,38.32,7.24,45.87
HBW,534.0,2.93,0.1,0.11,0.21
HBO,534.0,8.74,1.17,0.13,1.3
NHB,534.0,817.53,37.05,7.0,44.05
HBC,534.0,0.0,0.0,0.0,0.0
HBSch,534.0,0.36,0.0,0.0,0.31
All,535.0,6584.25,485.67,89.45,671.92
HBW,535.0,555.86,12.77,14.89,27.66
HBO,535.0,1444.33,180.82,34.82,215.64
NHB,535.0,4444.17,291.1,37.89,329.0
HBC,535.0,15.0,0.0,1.56,1.56
HBSch,535.0,124.9,0.98,0.29,98.07
All,536.0,1638.09,98.5,14.62,113.12
HBW,536.0,0.0,0.0,0.0,0.0
HBO,536.0,0.0,0.0,0.0,0.0
NHB,536.0,1638.09,98.5,14.62,113.12
HBC,536.0,0.0,0.0,0.0,0.0
HBSch,536.0,0.0,0.0,0.0,0.0
All,537.0,5295.42,454.68,142.3,780.0
HBW,537.0,1031.57,17.59,48.23,65.82
HBO,537.0,2751.32,369.84,72.95,442.79
NHB,537.0,1270.59,65.4,11.06,76.46
HBC,537.0,30.0,0.0,9.51,9.51
HBSch,537.0,211.94,1.85,0.55,185.42
All,538.0,5675.97,399.84,88.77,552.47
HBW,538.0,364.93,8.8,19.07,27.86
HBO,538.0,1075.87,130.62,30.56,161.18
NHB,538.0,4126.83,259.78,36.03,295.81
HBC,538.0,17.0,0.0,2.92,2.92
HBSch,538.0,91.34,0.65,0.19,64.7
All,539.0,1776.68,109.97,57.83,250.88
HBW,539.0,402.2,1.64,24.92,26.56
HBO,539.0,1115.69,102.26,30.33,132.59
NHB,539.0,155.65,5.23,1.44,6.66
HBC,539.0,8.0,0.0,0.9,0.9
HBSch,539.0,95.15,0.84,0.25,84.17
All,540.0,51.23,1.4,0.59,1.99
HBW,540.0,0.0,0.0,0.0,0.0
HBO,540.0,0.0,0.0,0.0,0.0
NHB,540.0,51.23,1.4,0.59,1.99
HBC,540.0,0.0,0.0,0.0,0.0
HBSch,540.0,0.0,0.0,0.0,0.0
All,541.0,0.0,0.0,0.0,0.0
HBW,541.0,0.0,0.0,0.0,0.0
HBO,541.0,0.0,0.0,0.0,0.0
NHB,541.0,0.0,0.0,0.0,0.0
HBC,541.0,0.0,0.0,0.0,0.0
HBSch,541.0,0.0,0.0,0.0,0.0
All,542.0,2911.5,258.58,72.03,484.53
HBW,542.0,629.02,5.1,19.57,24.68
HBO,542.0,1868.93,239.43,48.82,288.24
NHB,542.0,233.64,12.15,2.21,14.37
HBC,542.0,9.0,0.34,0.96,1.3
HBSch,542.0,170.91,1.55,0.46,155.94
All,543.0,7943.16,629.97,191.89,1255.41
HBW,543.0,1740.73,17.27,53.65,70.91
HBO,543.0,4952.36,568.32,116.79,685.11
NHB,543.0,637.45,29.01,6.08,35.1
HBC,543.0,123.0,10.99,14.06,25.06
HBSch,543.0,489.62,4.38,1.31,439.24
All,544.0,3356.99,297.56,115.43,581.53
HBW,544.0,704.84,4.71,39.7,44.41
HBO,544.0,2128.43,278.33,63.07,341.4
NHB,544.0,265.89,10.84,2.49,13.33
HBC,544.0,73.0,1.98,9.66,11.64
HBSch,544.0,184.83,1.7,0.51,170.75
All,545.0,2960.6,264.3,99.46,516.97
HBW,545.0,610.38,6.07,31.8,37.87
HBO,545.0,1863.22,242.02,54.16,296.19
NHB,545.0,246.31,10.06,2.31,12.37
HBC,545.0,76.0,4.59,10.72,15.32
HBSch,545.0,164.68,1.55,0.46,155.22
All,546.0,3660.96,247.96,107.3,536.3
HBW,546.0,842.59,4.01,40.76,44.77
HBO,546.0,2326.38,232.8,54.92,287.72
NHB,546.0,277.61,9.25,2.56,11.8
HBC,546.0,14.01,0.08,8.52,8.6
HBSch,546.0,200.36,1.83,0.55,183.42
All,547.0,3830.27,296.24,98.72,574.56
HBW,547.0,855.29,8.17,38.79,46.97
HBO,547.0,2394.01,271.41,52.28,323.69
NHB,547.0,353.02,13.93,3.24,17.17
HBC,547.0,27.0,0.91,3.87,4.79
HBSch,547.0,200.94,1.81,0.54,181.95
All,548.0,2608.19,240.01,85.3,450.1
HBW,548.0,470.87,9.04,31.29,40.33
HBO,548.0,1579.58,211.95,47.28,259.23
NHB,548.0,404.33,16.72,3.65,20.37
HBC,548.0,19.0,1.05,2.7,3.75
HBSch,548.0,134.41,1.26,0.38,126.43
All,549.0,807.57,39.69,7.25,47.54
HBW,549.0,4.09,0.17,0.18,0.34
HBO,549.0,14.06,1.2,0.16,1.36
NHB,549.0,788.72,38.32,6.91,45.23
HBC,549.0,0.0,0.0,0.0,0.0
HBSch,549.0,0.69,0.01,0.0,0.6
All,550.0,1248.49,96.18,27.25,151.24
HBW,550.0,170.37,5.68,9.49,15.18
HBO,550.0,498.48,65.27,11.95,77.22
NHB,550.0,546.32,24.85,4.7,29.55
HBC,550.0,3.0,0.1,1.02,1.11
HBSch,550.0,30.31,0.28,0.08,28.17
All,551.0,3021.35,151.55,89.67,372.05
HBW,551.0,706.8,3.38,37.98,41.36
HBO,551.0,1839.75,139.89,40.63,180.51
NHB,551.0,231.69,5.89,2.06,7.95
HBC,551.0,89.0,1.08,8.61,9.68
HBSch,551.0,154.12,1.32,0.4,132.55
All,552.0,100.51,2.59,1.09,3.68
HBW,552.0,2.58,0.02,0.12,0.14
HBO,552.0,11.84,0.72,0.23,0.95
NHB,552.0,84.02,1.85,0.74,2.59
HBC,552.0,0.0,0.0,0.0,0.0
HBSch,552.0,2.06,0.0,0.0,0.0
All,553.0,1517.07,140.5,15.39,156.01
HBW,553.0,1.83,0.07,0.03,0.09
HBO,553.0,10.03,1.4,0.18,1.59
NHB,553.0,1504.96,139.03,15.18,154.22
HBC,553.0,0.0,0.0,0.0,0.0
HBSch,553.0,0.25,0.0,0.0,0.11
All,554.0,4636.69,459.2,82.01,639.78
HBW,554.0,449.16,17.05,11.49,28.55
HBO,554.0,1376.11,215.6,41.69,257.29
NHB,554.0,2633.15,222.99,26.79,249.78
HBC,554.0,21.0,2.55,1.76,4.31
HBSch,554.0,157.27,1.0,0.29,99.86
All,555.0,1609.5,165.97,34.31,255.12
HBW,555.0,241.45,6.32,5.84,12.16
HBO,555.0,737.4,114.84,22.4,137.24
NHB,555.0,541.86,43.64,5.62,49.26
HBC,555.0,3.0,0.61,0.29,0.9
HBSch,555.0,85.79,0.55,0.16,55.55
All,556.0,2440.38,278.27,65.77,447.36
HBW,556.0,522.25,10.42,13.52,23.94
HBO,556.0,1546.74,248.73,48.81,297.54
NHB,556.0,180.2,14.35,1.91,16.26
HBC,556.0,14.0,3.72,1.22,4.94
HBSch,556.0,177.18,1.04,0.3,104.67
All,557.0,3003.52,365.48,82.7,534.8
HBW,557.0,638.99,17.03,21.04,38.07
HBO,557.0,1916.09,324.72,58.3,383.02
NHB,557.0,206.28,18.63,2.18,20.81
HBC,557.0,12.0,4.23,0.94,5.16
HBSch,557.0,230.16,0.87,0.24,87.74
All,558.0,1475.06,130.86,37.36,237.06
HBW,558.0,302.2,4.95,8.45,13.4
HBO,558.0,918.2,114.85,26.38,141.23
NHB,558.0,142.01,9.42,1.47,10.89
HBC,558.0,8.0,0.94,0.86,1.8
HBSch,558.0,104.65,0.7,0.21,69.74
All,559.0,193.88,10.24,2.04,12.28
HBW,559.0,0.0,0.0,0.0,0.0
HBO,559.0,0.0,0.0,0.0,0.0
NHB,559.0,193.88,10.24,2.04,12.28
HBC,559.0,0.0,0.0,0.0,0.0
HBSch,559.0,0.0,0.0,0.0,0.0
All,560.0,2976.8,254.39,74.85,479.86
HBW,560.0,637.33,9.73,19.42,29.15
HBO,560.0,1884.93,227.85,51.46,279.31
NHB,560.0,219.45,11.68,2.22,13.89
HBC,560.0,54.0,3.61,1.29,4.91
HBSch,560.0,181.08,1.52,0.45,152.59
All,561.0,3910.37,406.12,101.15,618.2
HBW,561.0,831.91,20.14,26.45,46.59
HBO,561.0,2444.0,352.22,68.06,420.28
NHB,561.0,349.28,22.2,3.9,26.1
HBC,561.0,34.0,10.44,2.44,12.87
HBSch,561.0,251.18,1.12,0.3,112.35
All,562.0,1333.5,92.1,28.16,187.2
HBW,562.0,310.76,3.44,8.78,12.22
HBO,562.0,790.91,81.86,17.39,99.24
NHB,562.0,155.45,5.76,1.46,7.23
HBC,562.0,3.0,0.37,0.33,0.69
HBSch,562.0,73.38,0.68,0.2,67.81
All,563.0,4433.64,318.58,111.8,630.75
HBW,563.0,1010.1,12.43,32.55,44.98
HBO,563.0,2781.57,280.46,69.73,350.19
NHB,563.0,321.1,13.09,3.45,16.55
HBC,563.0,53.0,10.57,5.47,16.04
HBSch,563.0,267.86,2.02,0.6,203.0
All,564.0,3157.5,216.98,73.03,434.39
HBW,564.0,770.46,6.86,21.42,28.28
HBO,564.0,1958.33,196.24,41.03,237.27
NHB,564.0,231.19,9.32,2.12,11.45
HBC,564.0,33.0,3.1,8.02,11.12
HBSch,564.0,164.53,1.46,0.44,146.28
All,565.0,2244.32,153.27,68.5,307.82
HBW,565.0,473.72,5.2,26.12,31.32
HBO,565.0,1431.26,138.67,36.02,174.7
NHB,565.0,196.1,6.82,1.71,8.53
HBC,565.0,36.0,1.7,4.38,6.09
HBSch,565.0,107.23,0.87,0.26,87.18
All,566.0,4907.8,353.12,102.58,690.89
HBW,566.0,1084.5,19.08,30.58,49.66
HBO,566.0,2896.05,302.39,60.35,362.74
NHB,566.0,636.06,27.57,5.63,33.19
HBC,566.0,20.0,1.7,5.32,7.02
HBSch,566.0,271.19,2.38,0.71,238.28
All,567.0,1431.12,55.47,27.14,118.11
HBW,567.0,344.4,0.63,6.84,7.47
HBO,567.0,860.66,52.18,16.21,68.39
NHB,567.0,103.28,2.23,0.72,2.95
HBC,567.0,44.0,0.06,3.28,3.34
HBSch,567.0,78.78,0.36,0.1,35.96
All,568.0,7757.18,625.6,207.08,1107.64
HBW,568.0,1748.14,26.16,91.37,117.53
HBO,568.0,4635.77,549.79,102.96,652.75
NHB,568.0,1002.75,46.14,8.1,54.24
HBC,568.0,24.0,0.73,3.83,4.55
HBSch,568.0,346.52,2.78,0.83,278.56
All,569.0,2934.42,221.1,48.99,341.34
HBW,569.0,427.98,12.15,12.29,24.44
HBO,569.0,1129.08,137.87,21.81,159.68
NHB,569.0,1249.1,69.97,10.05,80.01
HBC,569.0,24.0,0.38,4.63,5.01
HBSch,569.0,104.25,0.72,0.21,72.18
All,570.0,8841.36,827.1,189.07,1351.15
HBW,570.0,1826.98,51.77,60.25,112.02
HBO,570.0,5204.43,704.34,108.02,812.37
NHB,570.0,1246.5,66.54,9.36,75.9
HBC,570.0,64.0,1.06,10.46,11.52
HBSch,570.0,499.46,3.38,0.98,339.35
All,571.0,3509.05,220.63,76.82,392.31
HBW,571.0,785.02,8.72,21.71,30.43
HBO,571.0,2050.17,195.98,38.9,234.88
NHB,571.0,406.09,14.55,2.79,17.34
HBC,571.0,61.0,0.42,13.17,13.59
HBSch,571.0,206.76,0.96,0.26,96.08
All,572.0,8080.55,679.2,185.03,925.38
HBW,572.0,1535.7,42.76,76.93,119.7
HBO,572.0,3673.39,498.49,76.1,574.59
NHB,572.0,2399.15,135.86,17.49,153.36
HBC,572.0,152.0,1.47,14.3,15.76
HBSch,572.0,320.31,0.62,0.21,61.98
All,573.0,2592.64,96.65,45.08,215.68
HBW,573.0,612.88,1.08,14.75,15.83
HBO,573.0,1589.76,91.65,28.11,119.76
NHB,573.0,179.05,3.17,0.96,4.14
HBC,573.0,49.0,0.0,1.05,1.05
HBSch,573.0,161.95,0.75,0.2,74.9
All,574.0,751.03,25.34,22.01,47.35
HBW,574.0,175.97,0.28,10.2,10.48
HBO,574.0,466.41,24.2,10.8,35.0
NHB,574.0,55.02,0.86,0.43,1.28
HBC,574.0,5.0,0.0,0.59,0.59
HBSch,574.0,48.62,0.0,0.0,0.0
All,575.0,2708.39,193.93,57.06,251.0
HBW,575.0,566.28,6.72,20.68,27.4
HBO,575.0,1411.54,162.81,31.22,194.03
NHB,575.0,592.84,24.4,3.48,27.88
HBC,575.0,9.0,0.0,1.69,1.69
HBSch,575.0,128.74,0.0,0.0,0.0
All,576.0,270.93,17.13,3.19,20.65
HBW,576.0,15.69,0.75,1.22,1.98
HBO,576.0,41.39,6.06,0.85,6.91
NHB,576.0,210.64,10.31,1.12,11.43
HBC,576.0,0.0,0.0,0.0,0.0
HBSch,576.0,3.23,0.0,0.0,0.34
All,577.0,0.0,0.0,0.0,0.0
HBW,577.0,0.0,0.0,0.0,0.0
HBO,577.0,0.0,0.0,0.0,0.0
NHB,577.0,0.0,0.0,0.0,0.0
HBC,577.0,0.0,0.0,0.0,0.0
HBSch,577.0,0.0,0.0,0.0,0.0
All,578.0,0.0,0.0,0.0,0.0
HBW,578.0,0.0,0.0,0.0,0.0
HBO,578.0,0.0,0.0,0.0,0.0
NHB,578.0,0.0,0.0,0.0,0.0
HBC,578.0,0.0,0.0,0.0,0.0
HBSch,578.0,0.0,0.0,0.0,0.0
All,579.0,200.08,2.16,4.46,6.62
HBW,579.0,53.13,0.01,0.82,0.83
HBO,579.0,120.65,2.02,3.43,5.45
NHB,579.0,19.32,0.13,0.21,0.34
HBC,579.0,0.0,0.0,0.0,0.0
HBSch,579.0,6.97,0.0,0.0,0.0
All,580.0,0.0,0.0,0.0,0.0
HBW,580.0,0.0,0.0,0.0,0.0
HBO,580.0,0.0,0.0,0.0,0.0
NHB,580.0,0.0,0.0,0.0,0.0
HBC,580.0,0.0,0.0,0.0,0.0
HBSch,580.0,0.0,0.0,0.0,0.0
All,581.0,0.0,0.0,0.0,0.0
HBW,581.0,0.0,0.0,0.0,0.0
HBO,581.0,0.0,0.0,0.0,0.0
NHB,581.0,0.0,0.0,0.0,0.0
HBC,581.0,0.0,0.0,0.0,0.0
HBSch,581.0,0.0,0.0,0.0,0.0
All,582.0,133.36,1.28,0.51,1.79
HBW,582.0,28.18,0.0,0.03,0.03
HBO,582.0,80.49,1.23,0.46,1.69
NHB,582.0,12.45,0.05,0.03,0.08
HBC,582.0,0.0,0.0,0.0,0.0
HBSch,582.0,12.24,0.0,0.0,0.0
All,583.0,492.74,7.14,4.43,11.57
HBW,583.0,115.68,0.0,0.92,0.92
HBO,583.0,299.72,6.88,3.35,10.23
NHB,583.0,38.87,0.26,0.17,0.43
HBC,583.0,0.0,0.0,0.0,0.0
HBSch,583.0,38.47,0.0,0.0,0.0
All,584.0,295.91,5.29,4.74,10.03
HBW,584.0,59.64,0.01,2.07,2.07
HBO,584.0,172.33,5.11,2.57,7.68
NHB,584.0,17.54,0.17,0.1,0.28
HBC,584.0,21.0,0.0,0.0,0.0
HBSch,584.0,25.4,0.0,0.0,0.0
All,585.0,324.23,6.97,6.51,13.48
HBW,585.0,73.17,0.02,2.86,2.88
HBO,585.0,202.07,6.72,3.5,10.22
NHB,585.0,20.63,0.24,0.15,0.39
HBC,585.0,0.0,0.0,0.0,0.0
HBSch,585.0,28.36,0.0,0.0,0.0
All,586.0,221.47,3.55,3.87,7.42
HBW,586.0,52.86,0.0,1.8,1.81
HBO,586.0,136.17,3.41,1.98,5.39
NHB,586.0,16.8,0.13,0.09,0.22
HBC,586.0,0.0,0.0,0.0,0.0
HBSch,586.0,15.64,0.0,0.0,0.0
All,587.0,1554.64,45.34,35.89,81.23
HBW,587.0,316.11,0.24,18.43,18.68
HBO,587.0,988.7,43.74,16.92,60.66
NHB,587.0,86.72,1.35,0.53,1.89
HBC,587.0,1.0,0.0,0.0,0.0
HBSch,587.0,162.11,0.0,0.0,0.0
All,588.0,1754.14,69.19,52.6,121.79
HBW,588.0,363.14,1.5,28.54,30.04
HBO,588.0,1072.73,64.66,22.87,87.53
NHB,588.0,144.62,3.03,1.19,4.22
HBC,588.0,4.0,0.0,0.0,0.0
HBSch,588.0,169.65,0.0,0.0,0.0
All,589.0,531.16,18.95,14.11,39.56
HBW,589.0,119.39,0.04,7.78,7.82
HBO,589.0,334.01,18.03,6.07,24.09
NHB,589.0,30.86,0.83,0.24,1.06
HBC,589.0,9.0,0.0,0.0,0.0
HBSch,589.0,37.91,0.07,0.02,6.59
All,590.0,1093.63,50.17,34.82,153.41
HBW,590.0,237.52,0.32,19.32,19.64
HBO,590.0,702.81,47.36,14.75,62.11
NHB,590.0,63.1,1.8,0.56,2.36
HBC,590.0,1.0,0.0,0.0,0.0
HBSch,590.0,89.19,0.69,0.2,69.31
All,591.0,2020.65,109.79,77.54,314.24
HBW,591.0,448.78,1.33,44.25,45.58
HBO,591.0,1293.58,102.71,31.75,134.46
NHB,591.0,118.63,4.47,1.17,5.63
HBC,591.0,2.0,0.0,0.0,0.0
HBSch,591.0,157.66,1.28,0.38,128.57
All,592.0,1810.4,79.45,48.16,201.64
HBW,592.0,361.85,0.39,24.81,25.2
HBO,592.0,1166.47,75.52,22.45,97.97
NHB,592.0,91.56,2.79,0.7,3.49
HBC,592.0,22.0,0.0,0.0,0.0
HBSch,592.0,168.52,0.75,0.2,74.98
All,593.0,1809.03,102.19,62.1,277.74
HBW,593.0,373.97,1.9,34.17,36.07
HBO,593.0,1126.98,93.51,26.06,119.56
NHB,593.0,163.34,5.64,1.54,7.18
HBC,593.0,4.0,0.0,0.0,0.0
HBSch,593.0,140.74,1.15,0.34,114.93
All,594.0,3508.55,244.69,133.21,589.18
HBW,594.0,679.81,7.72,73.63,81.35
HBO,594.0,2012.4,206.43,51.1,257.53
NHB,594.0,560.56,28.4,5.62,34.02
HBC,594.0,5.0,0.0,2.23,2.23
HBSch,594.0,250.77,2.13,0.63,214.04
All,595.0,6183.35,518.51,319.17,1256.77
HBW,595.0,1219.68,22.66,179.66,202.32
HBO,595.0,3792.45,446.92,127.55,574.46
NHB,595.0,647.35,44.7,7.7,52.4
HBC,595.0,56.0,0.0,3.0,3.0
HBSch,595.0,467.86,4.23,1.26,424.59
All,596.0,45269.45,8622.49,4266.81,14717.91
HBW,596.0,9783.59,542.34,3285.67,3828.01
HBO,596.0,28748.48,7576.48,934.46,8510.93
NHB,596.0,3156.86,485.2,33.47,518.67
HBC,596.0,60.01,0.0,7.56,7.56
HBSch,596.0,3520.52,18.47,5.66,1852.74
All,597.0,1890.8,77.0,52.33,201.06
HBW,597.0,410.21,0.08,27.99,28.07
HBO,597.0,1212.06,73.52,23.37,96.89
NHB,597.0,106.28,2.68,0.78,3.46
HBC,597.0,0.0,0.0,0.0,0.0
HBSch,597.0,162.25,0.72,0.19,72.64
All,598.0,1164.4,38.11,33.45,126.61
HBW,598.0,214.62,0.26,16.4,16.65
HBO,598.0,769.87,36.15,16.42,52.58
NHB,598.0,54.56,1.15,0.48,1.62
HBC,598.0,2.0,0.0,0.0,0.0
HBSch,598.0,123.36,0.56,0.15,55.75
All,599.0,1022.17,50.1,40.47,153.17
HBW,599.0,215.5,0.68,23.64,24.32
HBO,599.0,643.52,46.17,15.85,62.01
NHB,599.0,79.81,2.63,0.8,3.43
HBC,599.0,3.0,0.0,0.0,0.0
HBSch,599.0,80.34,0.63,0.19,63.42
All,600.0,3722.66,285.38,149.66,500.41
HBW,600.0,501.27,7.96,80.96,88.92
HBO,600.0,1473.27,162.65,49.44,212.09
NHB,600.0,1528.43,114.11,18.5,132.6
HBC,600.0,14.0,0.0,0.54,0.54
HBSch,600.0,205.69,0.66,0.22,66.26
All,601.0,44628.44,7865.41,3822.42,13806.45
HBW,601.0,10100.06,589.49,2877.29,3466.79
HBO,601.0,28272.65,6836.16,901.94,7738.09
NHB,601.0,2915.44,418.36,32.07,450.43
HBC,601.0,45.0,0.0,4.62,4.62
HBSch,601.0,3295.28,21.4,6.49,2146.52
All,602.0,580.71,21.44,16.54,37.97
HBW,602.0,112.86,0.05,8.33,8.37
