Purpose,TAZID,All,Walk,Bike,NonM
HBC,1484.0,0.0,0.0,0.0,0.0
HBSch,1484.0,0.52,0.0,0.0,0.31
All,1485.0,5432.89,628.54,338.06,1144.96
HBW,1485.0,1132.22,32.15,91.09,123.24
HBO,1485.0,3020.9,547.8,227.89,775.69
NHB,1485.0,996.72,46.73,16.11,62.84
HBC,1485.0,24.0,0.06,2.45,2.51
HBSch,1485.0,259.05,1.8,0.52,180.68
All,1486.0,5533.0,353.55,246.85,809.19
HBW,1486.0,1240.73,18.95,99.52,118.48
HBO,1486.0,3363.62,306.9,135.59,442.49
NHB,1486.0,632.29,25.58,10.22,35.8
HBC,1486.0,8.0,0.0,0.91,0.91
HBSch,1486.0,288.36,2.11,0.62,211.52
All,1487.0,1809.21,88.4,69.91,213.82
HBW,1487.0,469.02,5.85,31.34,37.19
HBO,1487.0,1061.26,75.34,34.13,109.47
NHB,1487.0,186.65,6.55,3.06,9.61
HBC,1487.0,11.0,0.09,1.22,1.32
HBSch,1487.0,81.28,0.56,0.16,56.23
All,1488.0,6059.86,308.98,204.5,551.89
HBW,1488.0,1614.61,17.55,82.13,99.68
HBO,1488.0,3575.23,276.6,115.37,391.97
NHB,1488.0,541.45,14.44,6.66,21.1
HBC,1488.0,79.0,0.0,0.22,0.22
HBSch,1488.0,249.58,0.39,0.12,38.92
All,1489.0,2456.31,120.06,74.71,195.71
HBW,1489.0,537.65,9.37,24.87,34.24
HBO,1489.0,1268.41,95.4,41.63,137.04
NHB,1489.0,536.93,14.67,6.78,21.45
HBC,1489.0,20.0,0.6,1.43,2.03
HBSch,1489.0,93.33,0.01,0.0,0.94
All,1490.0,3.92,0.15,0.06,0.21
HBW,1490.0,0.0,0.0,0.0,0.0
HBO,1490.0,0.0,0.0,0.0,0.0
NHB,1490.0,3.92,0.15,0.06,0.21
HBC,1490.0,0.0,0.0,0.0,0.0
HBSch,1490.0,0.0,0.0,0.0,0.0
All,1491.0,708.76,25.23,10.09,35.4
HBW,1491.0,3.1,0.05,0.07,0.12
HBO,1491.0,9.33,1.29,0.41,1.7
NHB,1491.0,696.12,23.88,9.61,33.5
HBC,1491.0,0.0,0.0,0.0,0.0
HBSch,1491.0,0.21,0.0,0.0,0.08
All,1492.0,2095.7,220.67,92.92,336.8
HBW,1492.0,567.64,11.03,17.1,28.13
HBO,1492.0,1131.77,198.97,68.64,267.6
NHB,1492.0,272.21,10.34,3.79,14.13
HBC,1492.0,48.0,0.1,3.33,3.43
HBSch,1492.0,76.08,0.23,0.07,23.51
All,1493.0,974.77,47.95,15.51,65.96
HBW,1493.0,28.34,1.07,0.79,1.86
HBO,1493.0,53.94,9.66,2.54,12.2
NHB,1493.0,884.61,37.2,12.04,49.23
HBC,1493.0,2.0,0.0,0.14,0.14
HBSch,1493.0,5.87,0.03,0.01,2.54
All,1494.0,1142.5,53.8,15.77,69.89
HBW,1494.0,3.16,0.12,0.07,0.19
HBO,1494.0,17.26,2.09,0.54,2.63
NHB,1494.0,1121.56,51.59,15.15,66.74
HBC,1494.0,0.0,0.0,0.0,0.0
HBSch,1494.0,0.52,0.0,0.0,0.32
All,1495.0,4308.7,343.91,139.62,591.56
HBW,1495.0,729.53,20.77,32.75,53.52
HBO,1495.0,1952.97,256.33,84.38,340.71
NHB,1495.0,1411.32,65.73,19.05,84.78
HBC,1495.0,35.0,0.0,3.12,3.12
HBSch,1495.0,179.88,1.09,0.31,109.43
All,1496.0,2981.75,196.48,101.43,422.47
HBW,1496.0,645.41,14.06,33.91,47.97
HBO,1496.0,1767.32,166.29,56.32,222.61
NHB,1496.0,368.9,14.86,5.05,19.91
HBC,1496.0,45.0,0.0,5.78,5.78
HBSch,1496.0,155.12,1.26,0.37,126.19
All,1497.0,2119.01,127.76,58.41,245.58
HBW,1497.0,503.6,12.37,23.33,35.7
HBO,1497.0,1092.92,96.35,28.65,125.0
NHB,1497.0,447.84,18.44,6.02,24.46
HBC,1497.0,2.0,0.0,0.24,0.24
HBSch,1497.0,72.65,0.6,0.18,60.19
All,1498.0,1437.33,66.81,136.36,228.84
HBW,1498.0,391.33,2.06,83.8,85.86
HBO,1498.0,799.51,59.18,43.54,102.72
NHB,1498.0,170.83,5.31,3.81,9.13
HBC,1498.0,29.0,0.0,5.13,5.13
HBSch,1498.0,46.66,0.26,0.07,26.0
All,1499.0,3950.74,168.68,122.98,382.83
HBW,1499.0,862.3,6.27,50.65,56.93
HBO,1499.0,1919.77,127.17,49.04,176.21
NHB,1499.0,979.61,34.13,15.66,49.79
HBC,1499.0,34.0,0.19,7.36,7.56
HBSch,1499.0,155.06,0.92,0.26,92.34
All,1500.0,2428.08,95.74,127.73,286.93
HBW,1500.0,595.88,2.35,37.45,39.8
HBO,1500.0,1348.12,86.59,36.45,123.04
NHB,1500.0,187.68,6.16,2.81,8.97
HBC,1500.0,199.01,0.0,50.84,50.84
HBSch,1500.0,97.4,0.64,0.18,64.28
All,1501.0,4042.94,151.27,113.22,406.19
HBW,1501.0,1048.73,6.18,45.06,51.24
HBO,1501.0,2343.11,132.75,48.71,181.46
NHB,1501.0,395.52,10.9,5.12,16.02
HBC,1501.0,66.0,0.0,13.91,13.91
HBSch,1501.0,189.59,1.43,0.42,143.56
All,1502.0,5412.94,227.51,103.4,519.0
HBW,1502.0,1275.15,8.31,37.7,46.02
HBO,1502.0,2939.78,186.47,52.28,238.74
NHB,1502.0,903.89,30.81,9.11,39.92
HBC,1502.0,48.0,0.03,3.74,3.77
HBSch,1502.0,246.12,1.9,0.56,190.55
All,1503.0,5967.9,303.5,66.97,442.78
HBW,1503.0,903.19,13.1,14.81,27.91
HBO,1503.0,2024.69,152.48,29.17,181.65
NHB,1503.0,2853.0,137.2,21.57,158.77
HBC,1503.0,7.0,0.0,1.22,1.22
HBSch,1503.0,180.02,0.73,0.2,73.24
All,1504.0,6303.4,235.77,68.36,493.26
HBW,1504.0,1683.61,5.56,13.96,19.52
HBO,1504.0,3736.75,213.47,43.72,257.19
NHB,1504.0,544.07,14.83,3.33,18.16
HBC,1504.0,70.0,0.0,6.78,6.78
HBSch,1504.0,268.98,1.91,0.56,191.6
All,1505.0,2215.71,112.06,120.8,269.76
HBW,1505.0,542.34,5.02,60.71,65.73
HBO,1505.0,1078.73,90.17,45.63,135.8
NHB,1505.0,474.68,16.5,7.91,24.41
HBC,1505.0,56.0,0.0,6.44,6.44
HBSch,1505.0,63.96,0.37,0.11,37.38
All,1506.0,2320.8,115.39,123.09,272.33
HBW,1506.0,544.87,8.39,58.19,66.58
HBO,1506.0,1276.23,91.63,54.84,146.47
NHB,1506.0,403.49,14.87,7.28,22.15
HBC,1506.0,20.01,0.15,2.68,2.83
HBSch,1506.0,76.2,0.34,0.1,34.3
All,1507.0,2162.25,107.34,65.12,188.01
HBW,1507.0,232.79,6.58,20.69,27.27
HBO,1507.0,572.43,42.84,21.45,64.29
NHB,1507.0,1312.43,57.77,22.24,80.01
HBC,1507.0,11.0,0.0,0.69,0.69
HBSch,1507.0,33.6,0.16,0.04,15.75
All,1508.0,4069.49,173.41,143.29,401.22
HBW,1508.0,995.63,12.33,61.72,74.05
HBO,1508.0,2241.7,137.01,65.55,202.56
NHB,1508.0,607.48,22.61,10.03,32.64
HBC,1508.0,39.0,0.61,5.74,6.35
HBSch,1508.0,185.67,0.85,0.24,85.61
All,1509.0,2884.94,103.43,103.15,261.32
HBW,1509.0,791.91,4.82,46.02,50.84
HBO,1509.0,1698.96,91.87,46.36,138.23
NHB,1509.0,198.23,6.18,3.3,9.48
HBC,1509.0,69.0,0.0,7.31,7.31
HBSch,1509.0,126.84,0.55,0.16,55.45
All,1510.0,2143.83,99.99,68.0,215.37
HBW,1510.0,553.56,3.59,29.06,32.66
HBO,1510.0,1246.74,87.91,32.06,119.97
NHB,1510.0,230.62,8.01,3.25,11.25
HBC,1510.0,19.0,0.0,3.49,3.49
HBSch,1510.0,93.91,0.48,0.14,48.0
All,1511.0,3517.74,171.73,93.87,344.84
HBW,1511.0,686.99,6.86,29.37,36.23
HBO,1511.0,1702.74,130.67,41.67,172.35
NHB,1511.0,928.14,32.56,11.0,43.56
HBC,1511.0,77.0,0.84,11.59,12.42
HBSch,1511.0,122.86,0.8,0.24,80.27
All,1512.0,3234.94,158.1,69.53,338.44
HBW,1512.0,792.63,5.62,25.01,30.64
HBO,1512.0,1875.93,137.52,37.46,174.98
NHB,1512.0,400.17,13.69,4.2,17.89
HBC,1512.0,23.0,0.15,2.52,2.67
HBSch,1512.0,143.21,1.12,0.34,112.27
All,1513.0,4500.45,236.13,157.9,482.51
HBW,1513.0,959.78,15.97,61.03,77.01
HBO,1513.0,2442.45,183.28,80.91,264.19
NHB,1513.0,931.75,35.99,14.17,50.16
HBC,1513.0,11.0,0.0,1.53,1.53
HBSch,1513.0,155.48,0.89,0.26,89.63
All,1514.0,2032.63,111.99,80.48,225.12
HBW,1514.0,494.89,9.15,33.85,43.0
HBO,1514.0,1116.55,89.5,40.5,130.0
NHB,1514.0,336.12,13.0,5.15,18.16
HBC,1514.0,11.0,0.0,0.89,0.89
HBSch,1514.0,74.07,0.33,0.09,33.07
All,1515.0,2781.85,139.16,90.64,273.18
HBW,1515.0,674.4,11.71,36.97,48.68
HBO,1515.0,1393.2,102.2,38.78,140.98
NHB,1515.0,583.6,24.72,8.6,33.32
HBC,1515.0,42.0,0.08,6.17,6.25
HBSch,1515.0,88.66,0.44,0.12,43.94
All,1516.0,2928.65,149.1,75.98,255.34
HBW,1516.0,472.4,10.94,24.21,35.14
HBO,1516.0,1066.31,79.94,31.54,111.48
NHB,1516.0,1311.65,57.88,18.68,76.56
HBC,1516.0,11.0,0.04,1.47,1.5
HBSch,1516.0,67.29,0.31,0.08,30.65
All,1517.0,2024.89,77.41,51.48,160.24
HBW,1517.0,505.63,6.11,20.04,26.15
HBO,1517.0,991.58,56.72,22.58,79.3
NHB,1517.0,429.67,14.19,6.2,20.39
HBC,1517.0,33.0,0.07,2.58,2.66
HBSch,1517.0,65.02,0.32,0.09,31.75
All,1518.0,2149.74,94.47,53.27,186.31
HBW,1518.0,542.2,3.41,18.91,22.32
HBO,1518.0,1281.3,84.7,27.38,112.08
NHB,1518.0,178.89,5.97,2.2,8.17
HBC,1518.0,28.0,0.0,4.66,4.66
HBSch,1518.0,119.36,0.39,0.13,39.08
All,1519.0,5691.74,277.23,119.92,493.5
HBW,1519.0,1114.66,16.5,37.26,53.76
HBO,1519.0,2822.03,209.35,60.59,269.94
NHB,1519.0,1458.09,50.29,15.48,65.78
HBC,1519.0,46.0,0.11,6.27,6.38
HBSch,1519.0,250.96,0.97,0.32,97.64
All,1520.0,3163.77,146.66,73.45,334.91
HBW,1520.0,742.77,4.02,19.46,23.48
HBO,1520.0,1827.87,130.85,35.33,166.19
NHB,1520.0,325.92,10.62,3.04,13.66
HBC,1520.0,115.0,0.0,15.28,15.28
HBSch,1520.0,152.21,1.16,0.35,116.31
All,1521.0,6074.18,303.66,78.1,589.54
HBW,1521.0,1466.27,18.18,18.99,37.17
HBO,1521.0,3421.13,254.83,47.43,302.26
NHB,1521.0,877.26,28.55,6.29,34.84
HBC,1521.0,38.0,0.0,4.77,4.77
HBSch,1521.0,271.52,2.1,0.63,210.5
All,1522.0,3524.24,236.42,96.45,404.42
HBW,1522.0,764.22,24.26,33.92,58.17
HBO,1522.0,1911.09,181.08,51.61,232.7
NHB,1522.0,699.35,30.35,8.99,39.34
HBC,1522.0,22.0,0.0,1.73,1.73
HBSch,1522.0,127.58,0.72,0.21,72.49
All,1523.0,3240.97,212.16,101.16,372.5
HBW,1523.0,756.14,19.09,38.25,57.35
HBO,1523.0,1837.15,171.65,55.63,227.28
NHB,1523.0,490.41,20.83,6.28,27.1
HBC,1523.0,12.0,0.0,0.83,0.83
HBSch,1523.0,145.26,0.6,0.17,59.94
All,1524.0,2435.91,133.86,56.62,228.4
HBW,1524.0,515.54,14.69,20.54,35.22
HBO,1524.0,1116.33,89.32,26.48,115.79
NHB,1524.0,715.48,29.46,8.98,38.44
HBC,1524.0,4.0,0.02,0.52,0.54
HBSch,1524.0,84.56,0.38,0.11,38.41
All,1525.0,4963.3,275.07,138.58,514.87
HBW,1525.0,1149.66,25.38,48.08,73.46
HBO,1525.0,2839.56,220.22,78.09,298.31
NHB,1525.0,759.42,28.39,9.15,37.54
HBC,1525.0,23.0,0.05,2.98,3.03
HBSch,1525.0,191.66,1.02,0.29,102.53
All,1526.0,1524.1,58.29,32.74,123.83
HBW,1526.0,415.23,3.77,13.18,16.95
HBO,1526.0,825.88,47.55,16.68,64.23
NHB,1526.0,219.26,6.63,2.44,9.07
HBC,1526.0,9.0,0.0,0.35,0.35
HBSch,1526.0,54.73,0.33,0.09,33.22
All,1527.0,1974.51,86.96,41.59,199.35
HBW,1527.0,503.18,2.82,14.63,17.45
HBO,1527.0,1196.75,78.83,23.93,102.75
NHB,1527.0,145.19,4.58,1.46,6.04
HBC,1527.0,24.0,0.03,1.37,1.39
HBSch,1527.0,105.39,0.72,0.21,71.72
All,1528.0,3252.33,136.8,51.44,308.3
HBW,1528.0,831.52,6.19,17.05,23.24
HBO,1528.0,1852.94,117.62,30.27,147.89
NHB,1528.0,383.21,11.78,3.36,15.14
HBC,1528.0,33.0,0.0,0.39,0.39
HBSch,1528.0,151.65,1.21,0.37,121.65
All,1529.0,3804.96,181.55,66.0,393.46
HBW,1529.0,870.41,4.55,17.33,21.88
HBO,1529.0,2332.62,164.07,43.01,207.08
NHB,1529.0,379.2,11.47,3.03,14.5
HBC,1529.0,46.0,0.0,2.18,2.18
HBSch,1529.0,176.73,1.47,0.44,147.82
All,1530.0,5944.86,274.21,77.64,548.89
HBW,1530.0,1507.7,17.23,17.32,34.55
HBO,1530.0,3312.12,233.16,43.34,276.5
NHB,1530.0,778.66,21.83,5.17,27.0
HBC,1530.0,90.0,0.0,11.21,11.21
HBSch,1530.0,256.39,1.99,0.6,199.63
All,1531.0,8498.17,397.35,62.49,638.52
HBW,1531.0,1863.23,18.77,11.22,29.99
HBO,1531.0,4193.81,305.12,40.86,345.98
NHB,1531.0,1994.1,71.66,9.77,81.43
HBC,1531.0,94.0,0.0,0.08,0.08
HBSch,1531.0,353.03,1.8,0.55,181.04
All,1532.0,3483.95,164.12,92.18,257.71
HBW,1532.0,831.0,12.45,30.92,43.37
HBO,1532.0,1893.86,135.22,54.0,189.22
NHB,1532.0,615.03,16.32,7.09,23.41
HBC,1532.0,4.0,0.11,0.16,0.27
HBSch,1532.0,140.05,0.01,0.0,1.43
All,1533.0,152.75,3.79,1.8,5.59
HBW,1533.0,0.0,0.0,0.0,0.0
HBO,1533.0,0.0,0.0,0.0,0.0
NHB,1533.0,152.75,3.79,1.8,5.59
HBC,1533.0,0.0,0.0,0.0,0.0
HBSch,1533.0,0.0,0.0,0.0,0.0
All,1534.0,3524.81,360.21,133.74,529.2
HBW,1534.0,768.36,21.01,22.15,43.16
HBO,1534.0,1707.08,307.13,101.53,408.66
NHB,1534.0,876.05,31.7,9.88,41.58
HBC,1534.0,45.0,0.02,0.08,0.09
HBSch,1534.0,128.33,0.36,0.1,35.71
All,1535.0,3565.47,351.03,118.66,523.51
HBW,1535.0,827.17,22.05,26.05,48.09
HBO,1535.0,1822.09,295.38,83.14,378.52
NHB,1535.0,774.89,33.04,8.81,41.84
HBC,1535.0,16.0,0.02,0.51,0.53
HBSch,1535.0,125.33,0.54,0.15,54.52
All,1536.0,4030.26,263.28,91.34,439.93
HBW,1536.0,841.96,20.21,25.11,45.33
HBO,1536.0,2004.47,200.4,52.52,252.92
NHB,1536.0,1000.52,41.8,11.33,53.13
HBC,1536.0,27.0,0.0,2.13,2.13
HBSch,1536.0,156.3,0.86,0.24,86.41
All,1537.0,3712.98,217.37,83.26,375.54
HBW,1537.0,933.33,15.83,27.04,42.87
HBO,1537.0,2230.05,188.71,51.81,240.52
NHB,1537.0,326.95,12.08,3.28,15.36
HBC,1537.0,42.0,0.0,0.92,0.92
HBSch,1537.0,180.66,0.76,0.21,75.87
All,1538.0,6173.75,430.07,170.33,786.51
HBW,1538.0,1521.77,32.46,58.31,90.77
HBO,1538.0,3675.77,368.62,97.0,465.62
NHB,1538.0,615.81,27.11,7.36,34.47
HBC,1538.0,69.0,0.0,7.13,7.13
HBSch,1538.0,291.4,1.88,0.54,188.53
All,1539.0,4206.51,259.53,76.9,398.43
HBW,1539.0,784.52,22.27,21.16,43.43
HBO,1539.0,1840.27,174.78,42.22,217.0
NHB,1539.0,1443.71,61.86,13.35,75.21
HBC,1539.0,11.01,0.0,0.0,0.0
HBSch,1539.0,127.0,0.63,0.17,62.79
All,1540.0,3322.32,241.64,90.1,398.74
HBW,1540.0,760.65,22.87,29.91,52.78
HBO,1540.0,1840.78,192.07,48.48,240.55
NHB,1540.0,574.4,26.03,6.64,32.67
HBC,1540.0,39.0,0.0,4.87,4.87
HBSch,1540.0,107.48,0.68,0.19,67.87
All,1541.0,4108.43,242.48,77.44,371.12
HBW,1541.0,896.82,23.36,23.94,47.3
HBO,1541.0,1951.62,175.24,43.34,218.58
NHB,1541.0,1051.66,43.37,9.79,53.17
HBC,1541.0,70.0,0.0,0.22,0.22
HBSch,1541.0,138.33,0.52,0.14,51.86
All,1542.0,3875.32,280.55,68.24,391.22
HBW,1542.0,509.61,34.09,17.63,51.72
HBO,1542.0,1115.45,136.47,25.45,161.91
NHB,1542.0,2172.82,109.56,24.66,134.22
HBC,1542.0,4.0,0.0,0.38,0.38
HBSch,1542.0,73.43,0.43,0.12,42.98
All,1543.0,2579.98,150.11,49.91,226.07
HBW,1543.0,587.16,12.79,14.28,27.07
HBO,1543.0,1365.92,118.71,31.28,149.99
NHB,1543.0,481.24,18.35,4.28,22.63
HBC,1543.0,46.0,0.0,0.0,0.0
HBSch,1543.0,99.66,0.26,0.07,26.39
All,1544.0,2807.15,188.29,74.6,306.79
HBW,1544.0,717.53,17.09,25.71,42.8
HBO,1544.0,1646.73,158.02,41.81,199.83
NHB,1544.0,290.35,12.73,3.15,15.89
HBC,1544.0,42.0,0.0,3.81,3.81
HBSch,1544.0,110.53,0.44,0.12,44.46
All,1545.0,3079.95,183.65,54.29,262.9
HBW,1545.0,431.37,20.18,13.83,34.01
HBO,1545.0,1057.9,98.9,23.38,122.28
NHB,1545.0,1512.79,64.32,15.47,79.79
HBC,1545.0,14.0,0.0,1.54,1.54
HBSch,1545.0,63.89,0.25,0.07,25.28
All,1546.0,2994.99,141.84,61.87,299.4
HBW,1546.0,749.58,10.82,19.87,30.68
HBO,1546.0,1839.9,123.45,38.36,161.81
NHB,1546.0,185.28,6.61,1.92,8.53
HBC,1546.0,37.0,0.0,1.44,1.44
HBSch,1546.0,183.24,0.97,0.27,96.92
All,1547.0,2868.28,122.57,54.75,241.42
HBW,1547.0,530.97,8.64,14.19,22.83
HBO,1547.0,1366.91,85.27,30.34,115.61
NHB,1547.0,829.36,28.0,7.99,35.99
HBC,1547.0,21.0,0.0,2.04,2.04
HBSch,1547.0,120.03,0.65,0.19,64.95
All,1548.0,2543.66,132.59,41.45,195.42
HBW,1548.0,566.47,14.41,10.99,25.4
HBO,1548.0,1031.73,88.44,23.26,111.7
NHB,1548.0,875.26,29.53,6.77,36.3
HBC,1548.0,6.0,0.0,0.38,0.38
HBSch,1548.0,64.2,0.22,0.06,21.65
All,1549.0,8399.37,449.27,145.87,663.04
HBW,1549.0,1833.46,37.78,34.16,71.94
HBO,1549.0,4109.22,336.62,94.56,431.18
NHB,1549.0,2145.16,74.19,16.14,90.33
HBC,1549.0,112.0,0.0,0.82,0.82
HBSch,1549.0,199.54,0.69,0.19,68.77
All,1550.0,1098.64,52.78,16.26,75.86
HBW,1550.0,200.51,3.47,3.86,7.32
HBO,1550.0,480.18,35.5,9.04,44.55
NHB,1550.0,380.96,13.74,3.24,16.98
HBC,1550.0,9.0,0.0,0.1,0.1
HBSch,1550.0,27.99,0.07,0.02,6.9
All,1551.0,6208.47,276.11,89.28,452.06
HBW,1551.0,1229.61,24.57,19.2,43.77
HBO,1551.0,2993.88,198.1,55.01,253.1
NHB,1551.0,1675.64,52.57,11.9,64.47
HBC,1551.0,75.0,0.0,2.91,2.91
HBSch,1551.0,234.34,0.88,0.25,87.8
All,1552.0,5208.06,241.79,81.85,409.89
HBW,1552.0,1360.32,14.28,21.86,36.14
HBO,1552.0,3176.66,215.61,54.79,270.41
NHB,1552.0,330.74,11.03,2.76,13.78
HBC,1552.0,39.0,0.0,2.19,2.19
HBSch,1552.0,301.33,0.87,0.25,87.37
All,1553.0,3221.76,144.82,48.47,262.69
HBW,1553.0,753.63,11.42,12.29,23.71
HBO,1553.0,1910.37,120.97,32.59,153.56
NHB,1553.0,380.98,11.73,3.0,14.73
HBC,1553.0,7.0,0.0,0.38,0.38
HBSch,1553.0,169.79,0.7,0.21,70.31
All,1554.0,5324.13,195.54,38.37,450.05
HBW,1554.0,1384.12,7.45,6.23,13.68
HBO,1554.0,3143.12,176.32,28.32,204.64
NHB,1554.0,502.66,9.59,2.19,11.78
HBC,1554.0,50.0,0.0,0.98,0.98
HBSch,1554.0,244.22,2.18,0.65,218.97
All,1555.0,4213.76,141.95,31.94,284.43
HBW,1555.0,1078.4,7.48,6.11,13.6
HBO,1555.0,2416.15,123.85,23.09,146.94
NHB,1555.0,505.22,9.49,2.42,11.91
HBC,1555.0,12.0,0.0,0.0,0.0
HBSch,1555.0,201.98,1.12,0.32,111.98
All,1556.0,1629.98,69.26,27.51,131.13
HBW,1556.0,420.02,4.04,6.53,10.57
HBO,1556.0,943.57,61.07,19.79,80.87
NHB,1556.0,148.94,3.8,1.08,4.88
HBC,1556.0,63.0,0.0,0.0,0.0
HBSch,1556.0,54.46,0.35,0.1,34.81
All,1557.0,10491.22,407.63,97.91,867.48
HBW,1557.0,2171.93,8.79,15.06,23.86
HBO,1557.0,6862.11,380.0,78.86,458.86
NHB,1557.0,548.03,15.17,2.78,17.96
HBC,1557.0,2.0,0.0,0.08,0.08
HBSch,1557.0,907.16,3.66,1.12,366.72
All,1558.0,2807.81,85.62,25.55,197.95
HBW,1558.0,511.2,6.52,4.08,10.61
HBO,1558.0,1521.52,62.83,18.01,80.84
NHB,1558.0,585.03,15.38,2.98,18.37
HBC,1558.0,4.0,0.0,0.22,0.22
HBSch,1558.0,186.05,0.88,0.26,87.91
All,1559.0,10568.13,364.9,116.36,1010.85
HBW,1559.0,2229.19,9.07,19.52,28.58
HBO,1559.0,6921.39,335.69,90.09,425.79
NHB,1559.0,546.84,14.79,2.94,17.73
HBC,1559.0,98.01,0.0,2.25,2.25
HBSch,1559.0,772.69,5.35,1.55,536.49
All,1560.0,9536.25,437.28,108.19,1030.52
HBW,1560.0,2065.29,9.3,18.33,27.64
HBO,1560.0,6126.11,401.95,83.7,485.65
NHB,1560.0,639.49,20.92,3.48,24.39
HBC,1560.0,75.0,0.2,1.23,1.44
HBSch,1560.0,630.37,4.9,1.45,491.4
All,1561.0,4229.72,167.99,47.88,413.5
HBW,1561.0,909.92,5.95,8.72,14.68
HBO,1561.0,2696.38,148.99,36.2,185.19
NHB,1561.0,328.9,10.91,1.86,12.77
HBC,1561.0,7.0,0.14,0.5,0.65
HBSch,1561.0,287.52,2.0,0.59,200.21
All,1562.0,8898.13,403.51,80.87,1015.81
HBW,1562.0,1797.1,14.39,10.48,24.87
HBO,1562.0,5762.73,364.31,64.44,428.74
NHB,1562.0,616.06,19.45,2.99,22.44
HBC,1562.0,19.0,0.0,1.36,1.36
HBSch,1562.0,703.24,5.37,1.6,538.39
All,1563.0,11026.8,501.17,95.95,1078.57
HBW,1563.0,2258.8,20.46,14.04,34.5
HBO,1563.0,6733.52,436.03,73.6,509.63
NHB,1563.0,1075.09,39.81,5.42,45.24
HBC,1563.0,85.0,0.0,1.47,1.47
HBSch,1563.0,874.39,4.86,1.41,487.73
All,1564.0,7723.82,290.81,73.31,711.06
HBW,1564.0,1547.26,11.19,13.31,24.5
HBO,1564.0,4932.51,256.8,55.15,311.95
NHB,1564.0,607.92,19.32,3.12,22.44
HBC,1564.0,15.0,0.0,0.72,0.72
HBSch,1564.0,621.13,3.5,1.01,351.45
All,1565.0,7418.79,254.39,68.81,651.72
HBW,1565.0,1573.53,4.83,10.25,15.08
HBO,1565.0,4833.72,236.27,53.35,289.63
NHB,1565.0,336.14,9.97,1.73,11.7
HBC,1565.0,70.0,0.0,2.48,2.48
HBSch,1565.0,605.4,3.32,0.99,332.83
All,1566.0,4579.42,173.41,43.01,443.04
HBW,1566.0,913.35,8.81,6.68,15.49
HBO,1566.0,2839.0,149.19,33.04,182.22
NHB,1566.0,448.79,13.12,2.36,15.48
HBC,1566.0,17.0,0.0,0.23,0.23
HBSch,1566.0,361.28,2.29,0.7,229.61
All,1567.0,4517.69,168.16,49.69,392.18
HBW,1567.0,1007.6,6.13,8.89,15.02
HBO,1567.0,2821.98,148.82,38.25,187.07
NHB,1567.0,378.77,11.45,2.04,13.49
HBC,1567.0,27.0,0.0,0.0,0.0
HBSch,1567.0,282.34,1.76,0.51,176.6
All,1568.0,3041.42,126.06,30.88,271.54
HBW,1568.0,568.64,6.73,5.17,11.9
HBO,1568.0,1604.52,94.02,21.54,115.56
NHB,1568.0,699.43,24.15,3.83,27.98
HBC,1568.0,5.0,0.0,0.0,0.0
HBSch,1568.0,163.83,1.16,0.34,116.1
All,1569.0,3543.32,147.46,40.86,298.73
HBW,1569.0,687.12,6.75,7.2,13.95
HBO,1569.0,1961.02,115.45,29.46,144.91
NHB,1569.0,690.5,24.15,3.82,27.97
HBC,1569.0,6.0,0.0,0.06,0.06
HBSch,1569.0,198.68,1.12,0.32,111.84
All,1570.0,5978.16,218.16,51.37,550.52
HBW,1570.0,1077.74,14.27,7.34,21.61
HBO,1570.0,3396.09,165.43,37.58,203.01
NHB,1570.0,1073.26,35.62,5.53,41.15
HBC,1570.0,2.0,0.0,0.1,0.1
HBSch,1570.0,429.07,2.84,0.82,284.65
All,1571.0,7596.0,310.2,74.68,669.98
HBW,1571.0,1750.4,8.2,11.76,19.96
HBO,1571.0,4790.78,284.55,59.2,343.76
NHB,1571.0,518.01,14.56,2.77,17.33
HBC,1571.0,11.0,0.0,0.11,0.11
HBSch,1571.0,525.82,2.88,0.84,288.82
All,1572.0,4721.13,184.4,64.5,427.12
HBW,1572.0,1038.03,3.62,8.41,12.03
HBO,1572.0,2915.32,172.26,39.24,211.51
NHB,1572.0,231.92,6.72,1.32,8.04
HBC,1572.0,212.0,0.0,15.02,15.02
HBSch,1572.0,323.86,1.8,0.52,180.53
All,1573.0,4239.18,209.71,42.88,300.69
HBW,1573.0,612.44,19.33,8.22,27.55
HBO,1573.0,1721.01,135.72,23.35,159.07
NHB,1573.0,1701.15,53.38,11.04,64.41
HBC,1573.0,16.01,0.8,0.13,0.93
HBSch,1573.0,188.58,0.49,0.14,48.73
All,1574.0,2442.52,112.9,31.7,225.56
HBW,1574.0,589.3,3.78,7.61,11.4
HBO,1574.0,1553.77,101.24,22.38,123.62
NHB,1574.0,138.1,4.22,1.0,5.22
HBC,1574.0,9.0,2.84,0.47,3.31
HBSch,1574.0,152.35,0.82,0.23,82.0
All,1575.0,4363.95,234.26,56.64,440.1
HBW,1575.0,842.89,11.2,12.48,23.68
HBO,1575.0,2263.15,182.21,34.68,216.89
NHB,1575.0,1020.04,35.66,7.33,42.99
HBC,1575.0,27.0,3.68,1.7,5.38
HBSch,1575.0,210.87,1.51,0.45,151.16
All,1576.0,4845.43,228.11,79.26,483.96
HBW,1576.0,1029.71,9.33,21.36,30.69
HBO,1576.0,2760.72,191.38,50.32,241.7
NHB,1576.0,767.6,23.54,6.3,29.84
HBC,1576.0,47.0,2.08,0.75,2.82
