SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0085_003.0,     0.564,       4.0,       2.3,Principal Arterial,       975,    5955.3,   12374.6,    8002.7,   15466.6,   41799.2,      48.0,      44.1,      45.1,      38.1,      47.5,      44.2,     0.705,     0.771,     0.751,     0.895,     0.712,     0.766,     11700,     23400,     11700,     46800,     93600,      0.68,      0.59,      0.89,      0.38,      0.89,    3358.4,    6978.4,    4513.0,    8722.1,   23571.9,    3017.8,    5929.9,    4057.1,    8124.5,   21129.3,      45.9,     258.4,      70.3,      74.5,     449.1,     226.6,     504.9,     310.9,     378.3,    1420.7,      68.1,     285.3,      74.7,     144.9,     573.0,    491.30,     76.16,    154.75,    118.48,    183.52,    532.91,     6.511,     9.341,    25.306,     1.735,    42.893
0085_003.5,     1.546,       4.0,       6.2,Expressway,      1021,   10574.0,   19968.4,   12834.6,   19758.5,   63135.5,      55.0,      37.4,      40.8,      24.2,      54.8,      37.9,     1.686,     2.484,     2.272,     3.841,     1.693,     2.441,     12252,     24504,     12252,     49008,     98016,      0.98,      0.94,      1.14,      0.44,      1.14,   16352.3,   30880.5,   19848.2,   30555.9,   97636.9,   13592.2,   24285.7,   16795.3,   26709.0,   81382.2,     300.0,    1397.2,     409.0,     502.8,    2609.0,    1807.6,    3456.2,    2037.6,    2250.8,    9552.2,     652.5,    1741.3,     606.4,    1093.3,    4093.5,   1774.63,    437.73,    756.33,    821.60,    557.59,   2573.25,   140.615,   194.950,   460.767,     2.221,   798.553
0085_004.5,     0.695,       4.0,       2.8,Expressway,      1021,    8998.5,   17244.1,   10819.4,   17590.7,   54652.7,      55.0,      47.1,      48.2,      37.6,      54.9,      47.2,     0.758,     0.884,     0.865,     1.110,     0.760,     0.882,     12252,     24504,     12252,     49008,     98016,      0.82,      0.80,      0.96,      0.41,      0.96,    6251.3,   11979.5,    7516.2,   12220.2,   37967.2,    5157.5,    9332.3,    6321.3,   10643.1,   31454.2,     116.0,     566.9,     163.3,     208.4,    1054.6,     712.6,    1368.2,     787.5,     915.5,    3783.8,     265.2,     712.2,     244.2,     453.3,    1674.9,    690.41,    132.62,    248.71,    200.08,    222.69,    804.10,    18.951,    30.897,    63.404,     0.475,   113.727
0085_005.8,     0.805,       4.0,       3.2,Expressway,      1021,    9095.9,   17485.5,   10828.8,   17882.1,   55292.3,      55.0,      46.8,      47.8,      37.6,      54.9,      47.1,     0.879,     1.033,     1.011,     1.287,     0.881,     1.025,     12252,     24504,     12252,     49008,     98016,      0.82,      0.80,      0.96,      0.41,      0.96,    7324.4,   14079.9,    8719.8,   14399.3,   44523.4,    6069.2,   11044.2,    7345.3,   12549.1,   37007.8,     133.5,     655.5,     186.9,     244.0,    1219.9,     820.5,    1569.4,     907.7,    1073.5,    4371.1,     301.3,     811.0,     279.7,     532.7,    1924.7,    809.71,    156.53,    294.67,    232.21,    262.46,    945.87,    23.335,    38.614,    73.632,     0.608,   136.189
0085_006.0,     0.346,       4.0,       1.4,Expressway,      1021,   10318.8,   19048.6,   10714.1,   19227.2,   59308.7,      54.9,      36.0,      43.0,      38.0,      54.8,      43.5,     0.377,     0.581,     0.482,     0.545,     0.379,     0.476,     12252,     24504,     12252,     49008,     98016,      1.05,      0.93,      0.99,      0.43,      1.05,    3566.5,    6583.8,    3703.2,    6645.5,   20499.0,    3032.8,    5332.4,    3138.5,    5889.4,   17393.1,      51.7,     265.8,      76.4,     100.2,     494.1,     352.7,     659.6,     378.6,     442.5,    1833.4,     129.3,     326.1,     109.6,     213.4,     778.4,    373.13,     99.11,    153.08,     97.37,    121.35,    470.91,    35.004,    33.285,    29.913,     0.395,    98.597
0085_006.6,     0.492,       4.0,       2.0,Expressway,      1021,    9858.1,   19799.9,   11668.2,   20826.9,   62153.1,      55.0,      39.1,      42.4,      31.2,      54.7,      42.2,     0.537,     0.759,     0.696,     0.949,     0.540,     0.699,     12252,     24504,     12252,     49008,     98016,      1.01,      0.90,      1.10,      0.48,      1.10,    4845.5,    9732.1,    5735.2,   10236.9,   30549.7,    4097.8,    7900.9,    4950.8,    9119.0,   26068.5,      75.7,     378.5,     112.6,     144.5,     711.3,     505.7,     972.3,     520.8,     659.5,    2658.3,     166.1,     480.4,     151.0,     313.8,    1111.3,    555.83,    123.84,    229.56,    183.87,    187.29,    724.56,    36.611,    52.484,    80.274,     1.039,   170.408
0085_007.0,     0.509,       4.0,       2.0,Expressway,      1021,    9786.4,   20214.1,   11897.2,   21213.0,   63110.7,      55.0,      39.7,      41.3,      30.2,      54.6,      41.6,     0.556,     0.776,     0.740,     1.014,     0.559,     0.734,     12252,     24504,     12252,     49008,     98016,      1.00,      0.92,      1.10,      0.49,      1.10,    4981.3,   10288.9,    6055.6,   10797.4,   32123.2,    4214.2,    8401.2,    5247.7,    9637.2,   27500.3,      78.9,     390.9,     114.9,     148.1,     732.8,     518.6,     999.9,     538.7,     684.0,    2741.2,     169.5,     496.9,     154.3,     328.0,    1148.7,    584.51,    125.62,    249.29,    200.39,    197.71,    773.01,    35.910,    62.071,    90.820,     1.247,   190.048
0085_007.9,     0.251,       4.0,       1.0,Expressway,      1021,    8880.3,   17818.3,   10675.6,   20871.6,   58245.8,      55.0,      46.6,      47.9,      37.9,      54.7,      47.5,     0.274,     0.324,     0.314,     0.398,     0.276,     0.317,     12252,     24504,     12252,     49008,     98016,      0.87,      0.79,      1.01,      0.49,      1.01,    2229.2,    4472.9,    2679.9,    5239.4,   14621.4,    1919.2,    3717.1,    2340.2,    4708.0,   12684.5,      32.4,     162.6,      51.4,      68.8,     315.2,     205.9,     404.5,     222.5,     319.5,    1152.4,      71.8,     188.8,      65.7,     143.2,     469.5,    265.90,     47.83,     93.29,     70.63,     95.83,    307.58,     7.420,    11.941,    22.068,     0.561,    41.990
0085_008.1,     0.768,       4.0,       3.1,Expressway,      1021,    9043.9,   18347.4,   10830.3,   21368.2,   59589.8,      54.9,      45.4,      46.8,      38.5,      54.6,      47.1,     0.839,     1.020,     0.986,     1.197,     0.844,     0.977,     12252,     24504,     12252,     49008,     98016,      0.90,      0.83,      0.97,      0.49,      0.97,    6946.1,   14091.5,    8318.1,   16411.6,   45767.3,    5983.3,   11753.1,    7271.1,   14767.2,   39774.7,     101.6,     506.8,     159.0,     213.5,     980.9,     639.9,    1252.5,     684.1,     993.4,    3569.9,     221.2,     579.1,     204.0,     437.5,    1441.8,    833.26,    153.16,    301.40,    215.88,    300.72,    971.16,    27.228,    44.813,    64.556,     1.923,   138.520
0085_008.9,     1.046,       4.0,       4.2,Expressway,      1021,    9039.6,   18279.3,   11206.6,   17288.5,   55814.0,      55.0,      45.6,      46.7,      35.8,      54.9,      45.8,     1.140,     1.381,     1.345,     1.759,     1.142,     1.370,     12252,     24504,     12252,     49008,     98016,      0.90,      0.84,      1.02,      0.38,      1.02,    9455.1,   19119.4,   11721.6,   18083.1,   58379.2,    8045.1,   15728.2,   10236.6,   16184.2,   50194.1,     132.5,     679.6,     217.4,     233.6,    1263.1,     950.3,    1880.0,     993.0,    1191.2,    5014.5,     327.1,     831.7,     274.6,     474.1,    1907.5,   1060.87,    207.52,    409.84,    327.84,    329.15,   1274.35,    36.273,    62.442,   115.458,     0.538,   214.711
0085_010.0,     0.295,       4.0,       1.2,Expressway,      1021,    9399.2,   18806.4,   11915.3,   17338.8,   57459.7,      55.0,      43.0,      45.5,      31.1,      54.9,      43.2,     0.322,     0.414,     0.390,     0.571,     0.323,     0.411,     12252,     24504,     12252,     49008,     98016,      0.95,      0.86,      1.08,      0.38,      1.08,    2777.2,    5556.8,    3520.7,    5123.1,   16977.8,    2375.3,    4597.7,    3091.9,    4603.2,   14668.1,      35.8,     190.8,      61.1,      63.8,     351.5,     274.7,     535.2,     290.1,     323.8,    1423.8,      91.3,     233.2,      77.7,     132.4,     534.6,    308.59,     64.64,    122.21,    113.06,     93.27,    393.18,    14.424,    21.217,    49.310,     0.160,    85.111
0085_010.3,     0.518,       4.0,       2.1,Expressway,      1021,    9260.8,   17833.9,   11256.5,   16923.0,   55274.2,      55.0,      43.2,      47.6,      35.4,      54.9,      45.5,     0.565,     0.723,     0.654,     0.879,     0.566,     0.684,     12252,     24504,     12252,     49008,     98016,      0.94,      0.82,      1.03,      0.37,      1.03,    4797.8,    9239.4,    5831.7,    8767.5,   28636.4,    4136.7,    7583.6,    5127.5,    7880.6,   24728.4,      55.6,     314.5,      93.3,     100.5,     563.9,     453.5,     946.4,     487.1,     561.5,    2448.5,     152.1,     395.0,     123.9,     224.9,     895.9,    520.62,    110.98,    194.24,    164.57,    159.62,    629.41,    24.327,    26.292,    58.941,     0.234,   109.794
0085_010.8,     0.549,       4.0,       2.2,Expressway,      1021,    9157.9,   17909.3,   11197.1,   16743.9,   55008.2,      54.9,      42.8,      47.4,      34.4,      54.9,      45.0,     0.600,     0.774,     0.695,     0.960,     0.601,     0.733,     12252,     24504,     12252,     49008,     98016,      0.95,      0.82,      1.06,      0.37,      1.06,    5029.2,    9835.0,    6149.0,    9195.0,   30208.2,    4323.0,    8106.9,    5370.4,    8254.9,   26055.2,      56.1,     324.9,     104.2,     104.3,     589.5,     489.6,     987.7,     536.3,     598.5,    2612.1,     160.4,     415.6,     138.1,     237.3,     951.4,    549.92,    117.50,    207.41,    178.58,    167.62,    671.11,    26.608,    28.400,    67.228,     0.227,   122.463
0085_011.3,     0.646,       4.0,       2.6,Expressway,      1021,   10469.8,   20407.8,   13076.8,   18963.7,   62918.1,      54.9,      29.3,      40.6,      21.8,      54.8,      34.9,     0.706,     1.345,     0.955,     1.792,     0.708,     1.121,     12252,     24504,     12252,     49008,     98016,      1.14,      0.95,      1.24,      0.42,      1.24,    6766.0,   13188.4,    8450.7,   12255.1,   40660.2,    5859.1,   10880.8,    7496.6,   11032.0,   35268.5,      75.1,     412.6,     125.8,     129.2,     742.7,     631.4,    1339.0,     670.1,     793.9,    3434.4,     200.3,     556.0,     158.1,     299.9,    1214.3,    740.13,    230.57,    324.86,    387.57,    223.70,   1166.70,   111.621,    84.917,   236.829,     0.620,   433.987
0085_011.9,     0.485,       4.0,       1.9,Expressway,      1021,   10469.8,   20407.8,   13076.8,   18963.7,   62918.1,      55.0,      29.4,      40.6,      21.8,      54.8,      34.9,     0.530,     1.009,     0.717,     1.346,     0.531,     0.841,     12252,     24504,     12252,     49008,     98016,      1.14,      0.95,      1.24,      0.42,      1.24,    5082.1,    9906.0,    6347.5,    9205.0,   30540.6,    4400.8,    8172.8,    5630.9,    8286.3,   26490.8,      56.4,     309.9,      94.5,      97.1,     557.9,     474.3,    1005.7,     503.3,     596.3,    2579.6,     150.5,     417.6,     118.8,     225.3,     912.2,    555.53,    172.98,    243.79,    291.02,    167.93,    875.72,    83.675,    63.705,   177.878,     0.492,   325.750
0085_012.5,     1.466,       4.0,       5.9,Expressway,      1021,    8897.1,   17288.5,   10888.9,   16007.0,   53081.5,      55.0,      43.9,      48.5,      37.8,      54.9,      46.6,     1.599,     2.017,     1.813,     2.329,     1.601,     1.889,     12252,     24504,     12252,     49008,     98016,      0.93,      0.80,      1.00,      0.35,      1.00,   13041.8,   25342.3,   15961.5,   23463.8,   77809.4,   11239.3,   20757.7,   14083.0,   21070.5,   67150.5,     145.5,     803.3,     253.0,     247.8,    1449.6,    1257.0,    2628.7,    1331.3,    1528.3,    6745.3,     400.1,    1152.6,     294.2,     617.3,    2464.2,   1414.85,    297.27,    522.31,    421.74,    427.11,   1668.43,    61.985,    61.608,   132.518,     0.461,   256.572
0085_013.9,     1.539,       4.0,       6.2,Expressway,      1021,    7800.5,   15105.9,    9805.7,   13826.3,   46538.4,      55.0,      49.5,      51.8,      44.2,      55.0,      50.4,     1.679,     1.873,     1.783,     2.088,     1.679,     1.831,     12252,     24504,     12252,     49008,     98016,      0.81,      0.72,      0.89,      0.31,      0.89,   12001.5,   23241.4,   15086.7,   21272.6,   71602.2,   10347.2,   19031.4,   13164.2,   19011.2,   61554.0,     126.5,     737.2,     216.8,     217.0,    1297.5,    1140.6,    2357.9,    1335.0,    1453.5,    6287.0,     387.3,    1114.9,     370.8,     590.9,    2463.9,   1302.03,    242.68,    448.79,    341.01,    386.98,   1419.46,    25.257,    26.218,    66.828,     0.152,   118.455
0085_015.5,     2.199,       4.0,       8.8,Expressway,      1021,    8364.8,   16000.6,   10614.1,   14554.0,   49533.5,      55.0,      43.1,      50.5,      37.9,      55.0,      46.9,     2.399,     3.092,     2.613,     3.497,     2.400,     2.820,     12252,     24504,     12252,     49008,     98016,      0.94,      0.76,      1.01,      0.33,      1.01,   18396.7,   35190.1,   23343.6,   32008.7,  108939.1,   15927.5,   29117.0,   20361.2,   28844.9,   94250.6,     179.4,     965.3,     318.2,     283.7,    1746.6,    1703.8,    3524.6,    2070.6,    2044.9,    9343.9,     585.9,    1583.3,     593.6,     835.1,    3597.9,   1980.40,    426.82,    696.34,    616.38,    582.23,   2321.77,    96.680,    56.989,   194.347,     0.355,   348.371
0085_017.7,     1.005,       4.0,       4.0,Expressway,      1021,    7696.8,   15002.3,    9721.2,   13687.8,   46108.1,      55.0,      41.3,      51.9,      41.8,      55.0,      48.2,     1.096,     1.483,     1.161,     1.453,     1.096,     1.257,     12252,     24504,     12252,     49008,     98016,      0.95,      0.71,      0.96,      0.33,      0.96,    7732.6,   15072.0,    9766.3,   13751.4,   46322.3,    6740.4,   12498.9,    8593.7,   12451.3,   40284.3,      80.7,     444.0,     128.3,     113.5,     766.5,     673.1,    1484.0,     800.4,     835.3,    3792.8,     238.3,     645.1,     243.9,     351.3,    1478.6,    842.28,    187.35,    290.14,    233.69,    250.15,    961.33,    49.681,    16.181,    57.776,     0.096,   123.734
0085_018.7,     2.187,       4.0,       8.7,Expressway,      1021,    7500.2,   14722.7,    9975.0,   13320.2,   45518.1,      55.0,      43.8,      52.2,      39.3,      55.0,      48.0,     2.387,     3.030,     2.513,     3.365,     2.387,     2.749,     12252,     24504,     12252,     49008,     98016,      0.92,      0.70,      1.00,      0.32,      1.00,   16401.7,   32196.0,   21813.6,   29128.9,   99540.2,   14292.2,   26653.5,   19201.9,   26349.0,   86496.6,     163.8,     954.1,     301.8,     240.6,    1660.3,    1426.0,    3194.3,    1797.2,    1776.8,    8194.3,     519.6,    1394.1,     512.8,     762.5,    3189.0,   1810.64,    374.20,    616.50,    554.92,    530.00,   2075.62,    80.473,    31.021,   162.582,     0.130,   274.206
0089_297.1,    15.725,       2.0,      31.5,Expressway,      1064,     612.2,    1267.0,     869.9,     994.5,    3743.6,      56.0,      56.0,      56.0,      56.0,      56.0,      56.0,    16.848,    16.848,    16.848,    16.849,    16.849,    16.849,      6384,     12768,      6384,     25536,     51072,      0.14,      0.11,      0.17,      0.04,      0.17,    9627.0,   19923.8,   13679.4,   15638.7,   58868.9,    8707.0,   17288.3,   11812.7,   13847.6,   51655.6,      22.0,      83.3,      11.0,      17.3,     133.6,     597.5,    1621.3,    1377.6,    1055.1,    4651.5,     300.3,     930.9,     478.1,     718.7,    2428.0,   1051.23,    171.91,    355.79,    244.28,    279.26,   1051.24,         0,         0,     0.008,         0,     0.008
0089_322.3,     1.920,       2.0,       3.8,Principal Arterial,      1016,     441.0,     876.2,     656.3,     701.8,    2675.3,      48.0,      48.0,      48.0,      48.0,      48.0,      48.0,     2.398,     2.398,     2.398,     2.399,     2.398,     2.398,      6096,     12192,      6096,     24384,     48768,      0.10,      0.08,      0.13,      0.03,      0.13,     846.6,    1682.0,    1259.9,    1347.2,    5135.7,     686.8,    1322.6,    1006.7,    1172.5,    4188.6,      13.6,      73.2,      25.3,      22.5,     134.6,     102.1,     183.7,     174.3,     113.3,     573.4,      43.9,     102.5,      53.6,      38.9,     238.9,    106.91,     17.63,     35.02,     26.24,     28.04,    106.93,     0.003,     0.010,     0.019,     0.003,     0.035
0089_324.2,     0.511,       2.0,       1.0,Principal Arterial,      1016,     888.6,    1736.9,    1386.4,    1376.7,    5388.6,      48.0,      48.0,      48.0,      47.9,      48.0,      48.0,     0.639,     0.639,     0.639,     0.640,     0.639,     0.639,      6096,     12192,      6096,     24384,     48768,      0.20,      0.16,      0.28,      0.07,      0.28,     454.2,     887.8,     708.7,     703.7,    2754.4,     381.3,     716.9,     602.4,     629.2,    2329.8,       7.8,      42.3,      17.5,      13.7,      81.3,      45.5,      86.7,      68.0,      47.0,     247.2,      19.5,      42.1,      20.6,      13.9,      96.1,     57.36,      9.46,     18.50,     14.80,     14.66,     57.42,     0.010,     0.014,     0.041,     0.010,     0.075
0089_324.7,     0.999,       2.0,       2.0,Principal Arterial,       968,    1322.4,    2441.4,    1889.1,    1985.9,    7638.8,      40.0,      39.8,      39.9,      39.5,      40.0,      39.8,     1.498,     1.504,     1.501,     1.517,     1.498,     1.505,      5808,     11616,      5808,     23232,     46464,      0.31,      0.23,      0.41,      0.10,      0.41,    1320.7,    2438.3,    1886.7,    1983.4,    7629.1,    1116.2,    1976.3,    1625.2,    1767.7,    6485.4,      22.0,     113.1,      41.9,      32.8,     209.8,     132.9,     237.9,     166.1,     136.3,     673.2,      49.7,     110.9,      53.7,      46.7,     261.0,    190.73,     33.15,     61.07,     47.75,     49.58,    191.55,     0.136,     0.101,     0.581,         0,     0.818
0089_325.7,     0.361,       2.0,       0.7,Principal Arterial,       968,    1985.2,    3684.9,    2849.6,    3054.5,   11574.2,      40.0,      39.2,      39.7,      37.8,      40.0,      39.2,     0.540,     0.553,     0.545,     0.573,     0.541,     0.552,      5808,     11616,      5808,     23232,     46464,      0.48,      0.36,      0.61,      0.16,      0.61,     715.7,    1328.5,    1027.4,    1101.3,    4172.9,     601.6,    1056.9,     880.7,     974.3,    3513.5,      15.5,      70.4,      22.7,      20.6,     129.2,      72.0,     133.7,      94.4,      76.8,     376.9,      26.6,      67.6,      29.5,      29.6,     153.3,    104.24,     18.28,     33.49,     27.19,     27.52,    106.48,     0.408,     0.310,     1.538,     0.012,     2.268
0089_326.1,     0.432,       2.0,       0.9,Principal Arterial,       992,    3079.4,    5714.5,    4275.2,    4864.5,   17933.6,      43.9,      38.3,      41.9,      34.7,      43.9,      39.8,     0.590,     0.681,     0.619,     0.750,     0.591,     0.654,      5955,     11910,      5955,     23819,     47639,      0.76,      0.54,      0.89,      0.25,      0.89,    1330.2,    2468.6,    1846.8,    2101.4,    7747.0,    1132.4,    1963.5,    1598.6,    1860.8,    6555.3,      27.6,     131.4,      43.8,      38.9,     241.7,     123.8,     247.9,     157.4,     140.7,     669.8,      46.4,     125.7,      47.0,      60.9,     280.0,    176.34,     34.75,     58.92,     53.26,     47.90,    194.83,     4.666,     2.738,    11.417,     0.072,    18.893
0089_326.5,     0.285,       4.0,       1.1,Principal Arterial,       929,    3563.8,    6508.5,    4847.7,    5576.0,   20496.0,      40.0,      39.1,      39.7,      38.6,      40.0,      39.4,     0.428,     0.439,     0.431,     0.444,     0.429,     0.435,     11148,     22296,     11148,     44592,     89184,      0.48,      0.33,      0.54,      0.15,      0.54,    1016.8,    1857.0,    1383.1,    1590.9,    5847.8,     870.3,    1477.2,    1198.5,    1404.6,    4950.6,      20.1,      94.3,      32.5,      28.6,     175.5,      92.8,     189.6,     117.8,     109.0,     509.2,      33.7,      96.0,      34.2,      48.8,     212.7,    146.35,     26.02,     46.77,     35.84,     39.82,    148.45,     0.607,     0.304,     1.252,     0.009,     2.172
0089_326.8,     0.203,       4.0,       0.8,Principal Arterial,       929,    3956.0,    7122.7,    5544.7,    6148.1,   22771.5,      39.9,      38.4,      39.5,      37.3,      39.9,      38.9,     0.306,     0.319,     0.309,     0.328,     0.306,     0.315,     11148,     22296,     11148,     44592,     89184,      0.55,      0.36,      0.64,      0.17,      0.64,     805.0,    1449.3,    1128.2,    1251.0,    4633.5,     681.4,    1151.0,     974.6,    1104.9,    3911.9,      17.2,      74.7,      26.9,      22.2,     141.0,      77.6,     147.6,      96.7,      84.1,     406.0,      28.7,      76.0,      30.1,      39.9,     174.7,    116.14,     20.98,     36.66,     30.25,     31.37,    119.26,     0.840,     0.342,     2.016,     0.007,     3.205
0089_327.0,     0.653,       4.0,       2.6,Principal Arterial,       929,    3412.6,    6071.5,    4712.5,    5332.5,   19529.1,      40.0,      39.0,      39.8,      38.5,      40.0,      39.4,     0.979,     1.006,     0.984,     1.017,     0.979,     0.995,     11148,     22296,     11148,     44592,     89184,      0.49,      0.31,      0.55,      0.15,      0.55,    2227.7,    3963.4,    3076.2,    3481.0,   12748.3,    1869.0,    3105.2,    2626.4,    3060.6,   10661.2,      44.3,     199.8,      79.6,      54.8,     378.5,     225.7,     426.4,     274.4,     244.2,    1170.7,      88.8,     232.0,      95.8,     121.4,     538.0,    318.57,     57.14,     99.54,     79.84,     87.00,    323.52,     1.568,     0.504,     3.032,     0.010,     5.114
0089_327.7,     0.218,       2.0,       0.4,Principal Arterial,      1027,    3249.8,    6448.7,    4791.2,    5740.0,   20229.7,      40.5,      32.6,      38.0,      32.2,      40.5,      36.1,     0.323,     0.406,     0.344,     0.407,     0.323,     0.363,      6162,     12324,      6162,     24647,     49295,      0.82,      0.61,      0.89,      0.27,      0.89,     708.4,    1405.7,    1044.4,    1251.3,    4409.8,     590.3,    1117.3,     899.7,    1114.3,    3721.6,      14.6,      70.2,      29.6,      20.7,     135.1,      76.9,     143.2,      85.7,      78.0,     383.8,      26.7,      75.1,      29.3,      38.3,     169.4,    108.95,     21.70,     37.00,     32.47,     30.88,    122.05,     4.491,     2.276,     6.714,         0,    13.481
0089_327.9,     0.177,       4.0,       0.7,Principal Arterial,       929,    6254.0,   11819.1,    8499.3,    9918.1,   36490.5,      39.9,      33.8,      37.2,      30.2,      39.8,      35.3,     0.267,     0.318,     0.286,     0.354,     0.267,     0.302,     11148,     22296,     11148,     44592,     89184,      0.81,      0.60,      0.93,      0.27,      0.93,    1109.5,    2096.7,    1507.9,    1759.6,    6473.7,     931.1,    1651.5,    1279.6,    1551.9,    5414.1,      21.2,     112.3,      44.6,      33.0,     211.1,     115.4,     216.3,     136.1,     117.1,     584.9,      41.8,     116.5,      47.6,      57.5,     263.4,    162.16,     32.87,     56.29,     49.96,     44.17,    183.29,     5.357,     3.757,    12.336,     0.107,    21.557
0089_328.1,     0.386,       4.0,       1.5,Principal Arterial,       883,    4703.9,    8638.2,    6304.2,    6754.7,   26401.0,      34.0,      31.5,      33.1,      29.6,      33.9,      32.1,     0.682,     0.737,     0.700,     0.782,     0.683,     0.722,     10596,     21192,     10596,     42384,     84768,      0.65,      0.46,      0.77,      0.20,      0.77,    1815.5,    3334.0,    2433.2,    2607.0,   10189.7,    1518.4,    2667.0,    2056.1,    2309.1,    8550.6,      34.3,     170.0,      66.0,      50.3,     320.6,     192.3,     332.9,     232.0,     166.7,     923.9,      70.5,     164.0,      79.1,      81.0,     394.6,    300.12,     57.64,    100.79,     82.11,     76.84,    317.38,     4.339,     2.599,    10.489,     0.059,    17.486
0089_328.5,     0.383,       4.0,       1.5,Principal Arterial,       883,    4957.9,    8885.0,    6805.1,    6714.3,   27362.3,      34.0,      30.8,      33.1,      28.0,      34.0,      31.4,     0.677,     0.748,     0.696,     0.823,     0.677,     0.732,     10596,     21192,     10596,     42384,     84768,      0.70,      0.47,      0.85,      0.20,      0.85,    1900.8,    3406.6,    2609.1,    2574.3,   10490.8,    1563.2,    2692.8,    2186.0,    2276.2,    8718.2,      36.3,     177.8,      70.7,      46.9,     331.7,     217.6,     359.5,     261.9,     172.7,    1011.7,      83.9,     176.4,      90.4,      78.4,     429.1,    308.73,     61.63,    103.02,     93.27,     75.81,    333.73,     5.908,     2.774,    16.550,     0.050,    25.282
0089_328.8,     0.926,       4.0,       3.7,Principal Arterial,       929,    4673.8,    8340.6,    6473.8,    6266.1,   25754.3,      40.0,      37.4,      39.2,      34.6,      39.9,      37.8,     1.390,     1.488,     1.416,     1.607,     1.391,     1.471,     11148,     22296,     11148,     44592,     89184,      0.63,      0.42,      0.79,      0.18,      0.79,    4327.5,    7722.8,    5994.2,    5801.9,   23846.4,    3482.4,    5960.5,    4939.2,    5055.4,   19437.5,      88.6,     417.8,     172.5,     114.6,     793.5,     546.5,     893.1,     658.0,     436.7,    2534.3,     210.1,     451.3,     224.6,     195.2,    1081.2,    596.66,    115.60,    196.82,    173.25,    145.24,    630.91,     7.653,     3.593,    23.422,     0.059,    34.727
0089_329.8,     1.295,       4.0,       5.2,Minor Arterial,       858,    4387.0,    7776.6,    6505.5,    6186.5,   24855.6,      36.0,      33.8,      35.3,      29.3,      36.0,      33.4,     2.159,     2.305,     2.201,     2.656,     2.160,     2.330,     10296,     20592,     10296,     41184,     82368,      0.62,      0.45,      0.86,      0.20,      0.86,    5681.0,   10070.4,    8424.4,    8011.3,   32187.1,    4627.9,    7820.3,    7091.4,    7038.2,   26577.8,     103.3,     526.8,     225.3,     144.5,     999.9,     695.6,    1157.8,     844.5,     585.8,    3283.7,     254.3,     565.6,     263.1,     242.6,    1325.6,    894.20,    168.01,    285.31,    287.04,    222.71,    963.07,    10.672,     5.515,    53.945,     0.135,    70.267
0089_331.1,     0.519,       4.0,       2.1,Minor Arterial,       858,    4468.3,    7841.9,    6383.1,    6167.4,   24860.7,      36.0,      33.9,      35.3,      30.4,      36.0,      33.8,     0.865,     0.920,     0.882,     1.029,     0.865,     0.923,     10296,     20592,     10296,     41184,     82368,      0.62,      0.45,      0.82,      0.20,      0.82,    2319.7,    4071.1,    3313.8,    3201.8,   12906.4,    1868.1,    3138.7,    2770.2,    2797.9,   10574.9,      44.7,     214.7,      91.3,      58.6,     409.3,     300.1,     478.0,     343.4,     243.0,    1364.5,     106.8,     239.6,     108.8,     102.3,     557.5,    358.32,     68.36,    115.33,    109.17,     88.94,    381.80,     4.141,     2.296,    17.454,     0.049,    23.940
0089_331.6,     0.070,       4.0,       0.3,Minor Arterial,       858,    5331.0,    9559.4,    7648.7,    7380.0,   29919.1,      36.0,      33.2,      34.4,      26.9,      36.0,      32.2,     0.117,     0.127,     0.122,     0.157,     0.117,     0.131,     10296,     20592,     10296,     41184,     82368,      0.67,      0.56,      0.95,      0.23,      0.95,     374.8,     672.1,     537.7,     518.9,    2103.5,     300.7,     519.3,     447.3,     450.0,    1717.3,       8.1,      36.0,      15.6,      10.0,      69.7,      48.4,      77.0,      57.0,      41.3,     223.7,      17.6,      39.8,      17.8,      17.6,      92.8,     58.41,     11.29,     19.53,     20.00,     14.42,     65.24,     0.908,     0.852,     5.095,     0.017,     6.872
