SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
1456_002.7,     0.768,       2.0,       1.5,Minor Arterial,       894,    1704.8,    3588.7,    2450.8,    2806.3,   10550.6,      36.0,      35.6,      35.7,      34.7,      36.0,      35.5,     1.280,     1.296,     1.293,     1.327,     1.280,     1.298,      5364,     10728,      5364,     21456,     42912,      0.41,      0.36,      0.53,      0.15,      0.53,    1309.7,    2756.9,    1882.8,    2155.9,    8105.3,    1180.2,    2390.0,    1723.2,    1994.9,    7288.3,      27.1,     113.2,      41.9,      33.5,     215.7,      73.6,     162.8,      92.9,      75.9,     405.2,      28.8,      90.8,      24.8,      51.6,     196.0,    225.04,     36.82,     77.32,     54.20,     59.87,    228.21,     0.467,     0.773,     1.937,     0.011,     3.188
1456_003.4,     0.237,       2.0,       0.5,Minor Arterial,       894,    1735.9,    3458.6,    2619.5,    2856.8,   10670.8,      36.0,      35.5,      35.7,      34.4,      36.0,      35.4,     0.395,     0.401,     0.398,     0.414,     0.395,     0.402,      5364,     10728,      5364,     21456,     42912,      0.43,      0.35,      0.58,      0.15,      0.58,     411.2,     819.2,     620.4,     676.6,    2527.4,     368.1,     709.5,     570.0,     623.0,    2270.6,       8.8,      34.4,      12.4,      10.7,      66.3,      24.0,      42.7,      27.8,      25.2,     119.7,      10.2,      32.4,      10.2,      17.7,      70.5,     70.24,     11.59,     22.96,     18.06,     18.81,     71.42,     0.165,     0.194,     0.814,     0.003,     1.176
1456_003.7,     0.943,       2.0,       1.9,Minor Arterial,       894,    1629.5,    3492.0,    2548.1,    2941.9,   10611.5,      36.0,      35.6,      35.7,      34.5,      36.0,      35.5,     1.572,     1.591,     1.586,     1.641,     1.572,     1.596,      5364,     10728,      5364,     21456,     42912,      0.41,      0.35,      0.56,      0.15,      0.56,    1536.7,    3293.2,    2403.0,    2774.4,   10007.3,    1379.0,    2885.6,    2209.9,    2585.8,    9060.3,      31.2,     136.0,      50.7,      36.8,     254.7,      88.9,     162.6,      97.8,      90.5,     439.8,      37.7,     109.0,      44.7,      61.3,     252.7,    277.97,     43.19,     92.30,     69.67,     77.09,    282.25,     0.521,     0.819,     2.954,     0.017,     4.311
1458_000.0,     0.390,       2.0,       0.8,Collector,       770,     794.7,    1470.8,    1096.8,    1209.0,    4571.3,      36.0,      35.8,      35.9,      35.6,      36.0,      35.8,     0.650,     0.654,     0.652,     0.658,     0.651,     0.653,      4620,      9240,      4620,     18480,     36960,      0.24,      0.17,      0.30,      0.08,      0.30,     310.0,     573.8,     427.9,     471.6,    1783.3,     280.0,     505.9,     392.5,     440.5,    1618.9,       3.2,      15.6,       4.3,       5.4,      28.5,      20.4,      32.7,      22.5,      16.8,      92.4,       6.6,      19.5,       8.6,       9.0,      43.7,     49.56,      8.67,     15.99,     12.03,     13.10,     49.79,     0.045,     0.046,     0.133,     0.002,     0.226
1458_000.4,     0.368,       2.0,       0.7,Collector,       770,     751.7,    1337.2,    1073.4,    1070.4,    4232.7,      36.0,      35.8,      35.9,      35.6,      36.0,      35.8,     0.614,     0.617,     0.615,     0.621,     0.615,     0.617,      4620,      9240,      4620,     18480,     36960,      0.23,      0.15,      0.30,      0.07,      0.30,     277.0,     492.7,     395.5,     394.4,    1559.6,     250.6,     434.8,     363.0,     369.3,    1417.7,       3.1,      13.3,       4.0,       4.0,      24.4,      17.6,      26.6,      21.2,      12.8,      78.2,       5.5,      17.8,       7.3,       8.1,      38.7,     43.33,      7.74,     13.72,     11.11,     10.95,     43.52,     0.040,     0.021,     0.125,     0.008,     0.194
1458_000.8,     0.502,       2.0,       1.0,Collector,       770,    1580.6,    2850.4,    2270.3,    2426.5,    9127.8,      36.0,      34.5,      35.2,      32.8,      35.9,      34.6,     0.837,     0.874,     0.856,     0.918,     0.838,     0.870,      4620,      9240,      4620,     18480,     36960,      0.46,      0.33,      0.59,      0.16,      0.59,     793.0,    1430.0,    1139.0,    1217.3,    4579.3,     697.1,    1218.1,    1019.6,    1122.1,    4056.9,      11.0,      46.5,      20.0,      14.6,      92.1,      54.8,      93.8,      71.2,      46.5,     266.3,      30.1,      71.6,      28.1,      34.1,     163.9,    127.29,     23.00,     40.66,     34.72,     33.90,    132.28,     0.974,     0.915,     3.081,     0.064,     5.034
1458_001.3,     0.502,       2.0,       1.0,Collector,       770,     367.7,     765.4,     573.2,     596.7,    2303.0,      36.0,      36.0,      36.0,      35.9,      36.0,      36.0,     0.837,     0.838,     0.837,     0.838,     0.838,     0.838,      4620,      9240,      4620,     18480,     36960,      0.10,      0.09,      0.15,      0.04,      0.15,     184.8,     384.5,     287.9,     299.8,    1157.0,     163.0,     329.4,     260.9,     277.7,    1031.0,       2.2,      14.2,       5.0,       4.7,      26.1,      12.3,      24.8,      16.5,      12.0,      65.6,       7.2,      16.1,       5.5,       5.2,      34.0,     32.13,      5.13,     10.68,      8.01,      8.32,     32.14,     0.003,     0.004,     0.004,     0.007,     0.018
1458_001.8,     0.493,       2.0,       1.0,Collector,       733,     435.9,     872.2,     660.6,     701.7,    2670.4,      32.0,      32.0,      32.0,      31.9,      32.0,      32.0,     0.924,     0.926,     0.925,     0.927,     0.924,     0.925,      4398,      8796,      4398,     17592,     35184,      0.13,      0.11,      0.18,      0.05,      0.18,     214.8,     429.8,     325.5,     345.7,    1315.8,     189.9,     371.1,     296.2,     321.9,    1179.1,       2.0,      17.3,       5.0,       4.0,      28.3,      15.0,      25.8,      17.9,      14.5,      73.2,       7.8,      15.6,       6.4,       5.4,      35.2,     41.13,      6.72,     13.45,     10.20,     10.81,     41.18,     0.014,     0.012,     0.033,         0,     0.059
1458_002.3,     0.507,       2.0,       1.0,Collector,       733,     795.7,    1574.3,    1164.1,    1270.9,    4805.0,      32.0,      31.8,      31.8,      31.4,      32.0,      31.7,     0.950,     0.957,     0.956,     0.968,     0.951,     0.958,      4398,      8796,      4398,     17592,     35184,      0.23,      0.20,      0.32,      0.08,      0.32,     403.3,     797.8,     590.0,     644.1,    2435.2,     349.9,     674.0,     529.7,     589.0,    2142.6,       6.2,      35.8,      11.4,       8.3,      61.7,      31.8,      56.6,      33.3,      29.1,     150.8,      15.1,      31.5,      15.5,      17.6,      79.7,     76.11,     12.70,     25.08,     18.80,     20.14,     76.72,     0.093,     0.146,     0.347,     0.009,     0.595
1458_002.8,     0.652,       2.0,       1.3,Collector,       733,    1340.6,    2722.1,    2003.5,    2274.3,    8340.5,      32.0,      31.0,      31.3,      29.8,      31.9,      31.0,     1.225,     1.266,     1.252,     1.316,     1.227,     1.262,      4398,      8796,      4398,     17592,     35184,      0.42,      0.35,      0.55,      0.15,      0.55,     874.6,    1775.8,    1307.0,    1483.7,    5441.1,     767.1,    1535.0,    1195.2,    1386.0,    4883.3,      13.7,      68.5,      21.5,      15.0,     118.7,      65.7,     112.3,      63.6,      50.1,     291.7,      28.0,      60.0,      26.8,      32.7,     147.5,    170.26,     28.25,     56.78,     43.92,     46.50,    175.45,     0.909,     1.210,     3.031,     0.064,     5.214
1458_003.4,     0.342,       2.0,       0.7,Collector,       696,     797.4,    1503.4,    1138.9,    1223.1,    4662.8,      28.0,      27.8,      27.9,      27.6,      28.0,      27.8,     0.733,     0.737,     0.736,     0.744,     0.733,     0.737,      4176,      8352,      4176,     16704,     33408,      0.22,      0.20,      0.30,      0.08,      0.30,     272.6,     514.0,     389.4,     418.1,    1594.1,     231.1,     415.5,     337.0,     373.7,    1357.3,       5.2,      26.7,       9.9,       5.9,      47.7,      22.3,      38.9,      27.8,      21.6,     110.6,      14.0,      32.9,      14.7,      17.1,      78.7,     56.95,      9.79,     18.45,     14.12,     14.94,     57.30,     0.051,     0.080,     0.210,     0.010,     0.351
1458_003.8,     0.135,       2.0,       0.3,Collector,       696,    1359.3,    2719.6,    1987.1,    2192.8,    8258.8,      28.0,      27.3,      27.3,      26.0,      28.0,      27.1,     0.290,     0.298,     0.298,     0.312,     0.290,     0.299,      4176,      8352,      4176,     16704,     33408,      0.38,      0.36,      0.51,      0.14,      0.51,     184.0,     368.1,     269.0,     296.8,    1117.9,     157.0,     302.7,     236.9,     269.1,     965.7,       3.9,      19.7,       7.2,       4.6,      35.4,      15.5,      27.4,      17.5,      14.5,      74.9,       7.5,      18.3,       7.5,       8.7,      42.0,     39.90,      6.75,     13.49,     10.34,     10.61,     41.19,     0.184,     0.349,     0.735,     0.019,     1.287
1459_000.0,     0.314,       2.0,       0.6,Collector,       733,     373.2,     658.6,     493.2,     442.2,    1967.2,      32.0,      31.9,      32.0,      32.0,      32.0,      32.0,     0.589,     0.591,     0.590,     0.590,     0.589,     0.589,      4398,      8796,      4398,     17592,     35184,      0.12,      0.09,      0.12,      0.03,      0.12,     117.2,     206.8,     154.8,     138.8,     617.6,     104.3,     178.0,     140.3,     126.6,     549.2,       2.8,       8.6,       2.5,       2.6,      16.5,       7.9,      13.5,      11.1,       6.9,      39.4,       2.2,       6.6,       0.9,       2.8,      12.5,     19.31,      3.67,      6.47,      4.84,      4.34,     19.32,     0.011,     0.005,     0.004,         0,     0.020
1459_000.3,     0.636,       2.0,       1.3,Collector,       733,     351.3,     648.2,     487.5,     496.6,    1983.6,      32.0,      32.0,      32.0,      32.0,      32.0,      32.0,     1.192,     1.194,     1.193,     1.194,     1.192,     1.193,      4398,      8796,      4398,     17592,     35184,      0.10,      0.08,      0.12,      0.03,      0.12,     223.4,     412.2,     310.1,     315.9,    1261.6,     202.4,     353.5,     283.7,     292.2,    1131.8,       3.2,      14.2,       3.2,       5.0,      25.6,      13.4,      26.1,      20.6,      13.4,      73.5,       4.5,      18.5,       2.5,       5.1,      30.6,     39.42,      6.98,     12.89,      9.69,      9.87,     39.43,     0.007,     0.003,     0.016,         0,     0.026
1459_000.9,     0.519,       2.0,       1.0,Collector,       515,     156.3,     345.1,     249.8,     275.8,    1027.0,      24.0,      24.0,      24.0,      24.0,      24.0,      24.0,     1.297,     1.298,     1.297,     1.298,     1.297,     1.297,      3090,      6180,      3090,     12360,     24720,      0.05,      0.06,      0.09,      0.02,      0.09,      81.1,     179.0,     129.7,     143.1,     532.9,      72.0,     152.1,     116.1,     133.2,     473.4,       1.5,       5.9,       2.6,       2.0,      12.0,       6.0,      11.7,       9.3,       5.2,      32.2,       1.6,       9.4,       1.5,       2.6,      15.1,     22.20,      3.37,      7.46,      5.40,      5.96,     22.19,     0.002,         0,     0.003,         0,     0.005
1459_001.5,     0.515,       2.0,       1.0,Collector,       541,      50.6,     108.0,      84.1,      81.7,     324.4,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,     1.029,     1.029,     1.031,     1.032,     1.029,     1.029,      3246,      6492,      3246,     12984,     25968,      0.02,      0.02,      0.03,      0.01,      0.03,      26.1,      55.6,      43.2,      42.1,     167.0,      22.9,      47.0,      37.1,      38.4,     145.4,       0.5,       1.7,       1.0,         0,       3.2,       2.5,       4.8,       4.7,       3.6,      15.6,         0,       2.0,       0.5,         0,       2.5,      5.56,      0.87,      1.85,      1.44,      1.40,      5.56,         0,     0.003,     0.004,         0,     0.007
1459_002.0,     1.167,       2.0,       2.3,Collector,       518,     293.3,     590.9,     417.0,     484.1,    1785.3,      24.1,      23.8,      23.9,      23.4,      24.1,      23.8,     2.902,     2.940,     2.934,     2.991,     2.903,     2.940,      3111,      6222,      3111,     12444,     24887,      0.12,      0.11,      0.15,      0.04,      0.15,     342.3,     689.6,     486.7,     565.0,    2083.6,     299.9,     560.8,     433.5,     509.6,    1803.8,       4.9,      34.1,      10.7,       5.6,      55.3,      25.3,      51.0,      32.5,      35.2,     144.0,      12.2,      43.7,       9.9,      14.5,      80.3,     86.34,     14.38,     28.90,     20.78,     23.43,     87.49,     0.189,     0.322,     0.621,     0.012,     1.144
1459_003.1,     0.498,       2.0,       1.0,Collector,       726,     576.4,    1070.0,     852.3,     767.1,    3265.8,      31.0,      30.8,      30.9,      30.6,      31.0,      30.9,     0.964,     0.971,     0.967,     0.976,     0.965,     0.969,      4353,      8706,      4353,     17413,     34825,      0.19,      0.14,      0.24,      0.05,      0.24,     287.2,     533.1,     424.6,     382.2,    1627.1,     263.6,     459.3,     389.6,     346.5,    1459.0,       1.5,      20.9,       8.3,       3.2,      33.9,      14.6,      25.7,      20.8,      22.1,      83.2,       7.5,      27.4,       6.0,      10.5,      51.4,     52.49,      9.32,     17.24,     13.86,     12.32,     52.74,     0.063,     0.041,     0.165,     0.004,     0.273
1459_003.6,     0.268,       4.0,       1.1,Minor Arterial,       830,    1872.9,    3476.6,    2705.4,    2786.5,   10841.4,      31.9,      31.8,      31.8,      31.7,      31.9,      31.8,     0.504,     0.505,     0.505,     0.508,     0.504,     0.505,      9965,     19930,      9965,     39859,     79719,      0.24,      0.21,      0.35,      0.09,      0.35,     502.1,     931.9,     725.2,     747.0,    2906.2,     406.6,     710.8,     622.3,     636.3,    2376.0,       8.8,      46.7,      17.7,      14.0,      87.2,      53.2,      93.0,      60.3,      55.1,     261.6,      33.4,      81.4,      24.9,      41.6,     181.3,     91.14,     15.77,     29.26,     22.88,     23.43,     91.34,     0.025,     0.025,     0.147,         0,     0.197
1459_003.9,     0.271,       4.0,       1.1,Minor Arterial,       858,    3542.8,    7624.1,    5475.4,    5864.1,   22506.4,      35.9,      35.5,      35.3,      33.5,      35.9,      35.0,     0.452,     0.458,     0.461,     0.485,     0.452,     0.464,     10296,     20592,     10296,     41184,     82368,      0.41,      0.46,      0.64,      0.17,      0.64,     958.7,    2063.1,    1481.7,    1586.8,    6090.3,     777.8,    1641.1,    1283.3,    1375.8,    5078.0,      18.7,      91.7,      32.0,      25.1,     167.5,      95.1,     177.6,     116.6,     106.3,     495.6,      67.0,     152.8,      49.7,      79.6,     349.1,    169.47,     27.04,     58.52,     44.25,     44.17,    173.98,     0.363,     1.110,     3.047,     0.028,     4.548
1461_000.0,     0.450,       4.0,       1.8,Collector,       738,    1405.6,    2381.4,    2054.9,    1834.7,    7676.6,      36.0,      35.9,      35.9,      35.6,      36.0,      35.9,     0.751,     0.754,     0.752,     0.758,     0.751,     0.754,      8856,     17712,      8856,     35424,     70848,      0.21,      0.15,      0.28,      0.06,      0.28,     633.0,    1072.4,     925.4,     826.2,    3457.0,     544.9,     876.6,     812.4,     748.3,    2982.2,      10.2,      40.6,      21.1,      11.3,      83.2,      49.8,      83.3,      61.3,      38.7,     233.1,      28.1,      71.9,      30.7,      28.1,     158.8,     96.03,     17.65,     29.85,     25.96,     22.96,     96.42,     0.072,     0.058,     0.253,         0,     0.383
1461_000.5,     0.582,       4.0,       2.3,Collector,       738,     805.3,    1426.5,    1278.8,    1046.8,    4557.4,      36.0,      36.0,      36.0,      35.9,      36.0,      36.0,     0.970,     0.971,     0.971,     0.973,     0.970,     0.971,      8856,     17712,      8856,     35424,     70848,      0.12,      0.09,      0.16,      0.03,      0.16,     469.0,     830.8,     744.8,     609.7,    2654.3,     411.6,     693.0,     658.9,     557.1,    2320.6,       5.4,      34.5,      13.6,       7.4,      60.9,      40.8,      54.1,      46.6,      27.4,     168.9,      11.3,      49.1,      25.6,      17.7,     103.7,     73.71,     13.04,     23.08,     20.72,     16.94,     73.78,     0.002,     0.005,     0.048,         0,     0.055
1462_000.1,     0.971,       2.0,       1.9,Collector,       696,     843.4,    1537.6,    1318.2,    1121.1,    4820.3,      28.0,      27.7,      27.8,      27.2,      28.0,      27.7,     2.081,     2.106,     2.097,     2.141,     2.082,     2.107,      4176,      8352,      4176,     16704,     33408,      0.23,      0.20,      0.34,      0.07,      0.34,     819.1,    1493.4,    1280.3,    1088.8,    4681.6,     742.4,    1278.7,    1162.5,     980.9,    4164.5,       9.3,      64.0,      22.9,      14.4,     110.6,      47.8,     103.7,      70.8,      58.8,     281.1,      19.7,      46.9,      24.0,      34.8,     125.4,    167.20,     29.60,     53.75,     47.03,     38.90,    169.28,     0.349,     0.411,     1.311,     0.012,     2.083
1462_001.1,     0.834,       2.0,       1.7,Collector,       733,    1661.6,    3249.4,    2220.5,    2952.2,   10083.7,      32.0,      30.7,      30.7,      29.3,      31.9,      30.7,     1.565,     1.631,     1.629,     1.709,     1.571,     1.630,      4398,      8796,      4398,     17592,     35184,      0.42,      0.42,      0.56,      0.19,      0.56,    1386.5,    2711.3,    1852.8,    2463.3,    8413.9,    1181.0,    2201.7,    1653.1,    2172.2,    7208.0,      20.8,     115.4,      35.7,      33.4,     205.3,     124.1,     229.6,     126.7,     158.2,     638.6,      60.6,     164.7,      37.3,      99.6,     362.2,    263.02,     45.17,     88.23,     63.26,     77.28,    273.94,     1.825,     3.481,     5.339,     0.284,    10.929
1462_001.9,     0.372,       2.0,       0.7,Collector,       733,    1702.4,    3480.1,    2188.2,    3035.8,   10406.5,      32.0,      30.6,      30.5,      29.4,      31.9,      30.7,     0.697,     0.728,     0.731,     0.759,     0.699,     0.727,      4398,      8796,      4398,     17592,     35184,      0.44,      0.44,      0.57,      0.20,      0.57,     632.8,    1293.6,     813.4,    1128.6,    3868.4,     546.2,    1057.7,     728.2,    1002.5,    3334.6,       9.0,      51.5,      15.3,      15.6,      91.4,      52.8,     116.5,      57.3,      69.1,     295.7,      24.9,      67.9,      12.6,      41.3,     146.7,    120.85,     20.65,     42.40,     27.68,     35.39,    126.12,     0.890,     1.987,     2.269,     0.137,     5.283
1462_002.3,     0.917,       2.0,       1.8,Collector,       733,    2290.2,    4421.1,    2820.0,    3932.0,   13463.3,      32.0,      28.6,      29.0,      27.0,      31.7,      29.2,     1.720,     1.921,     1.900,     2.041,     1.735,     1.886,      4398,      8796,      4398,     17592,     35184,      0.62,      0.57,      0.68,      0.25,      0.68,    2099.5,    4053.0,    2585.2,    3604.6,   12342.3,    1751.1,    3236.5,    2281.7,    3061.9,   10331.2,      38.4,     141.3,      49.9,      55.8,     285.4,     205.5,     459.7,     224.1,     293.6,    1182.9,     104.6,     215.4,      29.5,     193.5,     543.0,    385.87,     73.39,    139.99,     95.91,    113.69,    422.98,     7.703,    13.269,    15.084,     0.984,    37.040
1464_000.0,     1.008,       2.0,       2.0,Collector,       515,     770.2,    1500.8,    1127.8,    1343.1,    4741.9,      24.0,      23.5,      23.7,      22.9,      24.0,      23.5,     2.519,     2.577,     2.552,     2.644,     2.521,     2.569,      3090,      6180,      3090,     12360,     24720,      0.36,      0.27,      0.46,      0.13,      0.46,     776.0,    1512.1,    1136.3,    1353.2,    4777.6,     690.7,    1303.2,    1024.8,    1247.9,    4266.6,      17.1,      63.5,      28.2,      18.1,     126.9,      53.6,      95.0,      60.6,      52.4,     261.6,      14.6,      50.4,      22.7,      34.7,     122.4,    199.05,     33.05,     63.82,     49.69,     56.45,    203.01,     0.746,     0.826,     2.355,     0.061,     3.988
1464_001.0,     1.002,       2.0,       2.0,Collector,       515,     326.8,     777.7,     520.0,     672.2,    2296.7,      24.0,      24.0,      23.9,      23.9,      24.0,      23.9,     2.505,     2.508,     2.510,     2.519,     2.505,     2.510,      3090,      6180,      3090,     12360,     24720,      0.11,      0.14,      0.18,      0.06,      0.18,     327.4,     779.2,     521.0,     673.6,    2301.2,     298.0,     685.7,     476.4,     639.7,    2099.8,       4.3,      32.7,       7.2,      10.1,      54.3,      20.1,      41.8,      26.2,      18.4,     106.5,       5.0,      18.9,      11.2,       5.2,      40.3,     95.88,     13.67,     32.54,     21.83,     28.07,     96.11,     0.016,     0.071,     0.124,     0.005,     0.216
1464_002.0,     0.506,       2.0,       1.0,Collector,       515,     401.7,     862.1,     593.9,     719.8,    2577.5,      24.0,      23.9,      23.9,      23.9,      24.0,      23.9,     1.266,     1.270,     1.268,     1.273,     1.267,     1.269,      3090,      6180,      3090,     12360,     24720,      0.17,      0.15,      0.23,      0.07,      0.23,     203.3,     436.4,     300.7,     364.4,    1304.8,     186.5,     387.3,     276.7,     343.1,    1193.6,       1.5,      15.2,       6.5,       7.6,      30.8,      11.8,      24.8,      13.8,       9.6,      60.0,       3.5,       9.1,       3.5,       4.0,      20.1,     54.40,      8.50,     18.23,     12.60,     15.20,     54.53,     0.027,     0.025,     0.070,     0.005,     0.127
1464_002.5,     0.493,       2.0,       1.0,Collector,       515,     125.6,     335.5,     255.8,     288.9,    1005.8,      24.0,      24.0,      24.0,      24.0,      24.0,      24.0,     1.232,     1.232,     1.234,     1.232,     1.232,     1.232,      3090,      6180,      3090,     12360,     24720,      0.05,      0.06,      0.09,      0.02,      0.09,      61.9,     165.5,     126.2,     142.5,     496.1,      57.0,     150.6,     117.8,     136.0,     461.4,       0.5,       5.5,       1.5,       2.5,      10.0,       3.0,       7.0,       4.5,       4.0,      18.5,       1.5,       2.5,       2.5,         0,       6.5,     20.66,      2.58,      6.89,      5.26,      5.94,     20.67,         0,     0.009,         0,         0,     0.009
1464_003.0,     1.005,       2.0,       2.0,Collector,       515,     437.2,     909.2,     701.7,     788.2,    2836.3,      24.0,      23.8,      23.9,      23.4,      24.0,      23.8,     2.511,     2.539,     2.527,     2.573,     2.512,     2.536,      3090,      6180,      3090,     12360,     24720,      0.19,      0.16,      0.27,      0.07,      0.27,     439.2,     913.3,     704.9,     791.8,    2849.2,     393.1,     785.9,     646.0,     740.1,    2565.1,       7.2,      39.8,       9.3,      11.9,      68.2,      29.5,      50.0,      37.0,      29.4,     145.9,       9.4,      37.6,      12.5,      10.4,      69.9,    118.68,     18.49,     38.28,     30.09,     33.00,    119.86,     0.208,     0.245,     0.731,     0.014,     1.198
1464_004.0,     0.999,       2.0,       2.0,Collector,       489,     413.7,     909.5,     621.4,     878.9,    2823.5,      23.0,      22.9,      22.9,      22.8,      23.0,      22.9,     2.606,     2.621,     2.618,     2.635,     2.608,     2.619,      2934,      5868,      2934,     11736,     23472,      0.21,      0.18,      0.25,      0.09,      0.25,     413.4,     908.9,     621.0,     878.4,    2821.7,     361.2,     783.5,     577.0,     823.2,    2544.9,       5.1,      39.4,       9.1,       9.4,      63.0,      36.4,      48.5,      26.3,      28.3,     139.5,      10.7,      37.7,       8.7,      17.5,      74.6,    122.65,     18.06,     39.68,     27.28,     38.19,    123.21,     0.099,     0.172,     0.294,     0.021,     0.586
1464_005.0,     0.364,       2.0,       0.7,Collector,       489,     326.5,     637.6,     367.8,     654.5,    1986.4,      23.0,      23.0,      23.0,      23.0,      23.0,      23.0,     0.950,     0.952,     0.951,     0.951,     0.950,     0.951,      2934,      5868,      2934,     11736,     23472,      0.16,      0.13,      0.14,      0.07,      0.16,     118.9,     232.1,     133.9,     238.2,     723.1,     100.2,     188.1,     115.3,     212.5,     616.1,       1.4,      12.2,       3.6,       2.9,      20.1,      12.4,      17.1,      10.6,      13.7,      53.8,       4.7,      14.8,       4.3,       9.1,      32.9,     31.44,      5.18,     10.10,      5.83,     10.36,     31.47,     0.011,     0.013,     0.009,         0,     0.033
1465_000.6,     0.249,       2.0,       0.5,Collector,       770,     233.8,     370.4,     251.3,     211.0,    1066.5,      35.9,      35.9,      35.9,      35.9,      35.9,      35.9,     0.416,     0.416,     0.417,     0.416,     0.417,     0.416,      4620,      9240,      4620,     18480,     36960,      0.06,      0.04,      0.06,      0.01,      0.06,      58.2,      92.3,      62.5,      52.5,     265.5,      53.2,      80.0,      57.1,      47.3,     237.6,       1.5,       5.0,       2.0,       1.7,      10.2,       2.7,       4.2,       3.0,       2.4,      12.3,       0.7,       2.9,       0.5,       0.9,       5.0,      7.39,      1.62,      2.56,      1.74,      1.46,      7.38,         0,     0.006,         0,     0.004,     0.010
1465_000.8,     0.501,       2.0,       1.0,Collector,       733,     766.4,    1516.4,    1187.3,    1132.4,    4602.5,      32.0,      31.9,      31.9,      31.5,      32.0,      31.8,     0.939,     0.944,     0.943,     0.952,     0.939,     0.945,      4398,      8796,      4398,     17592,     35184,      0.20,      0.19,      0.29,      0.07,      0.29,     383.9,     759.7,     594.7,     567.3,    2305.6,     337.6,     656.9,     526.7,     522.6,    2043.8,       7.1,      27.1,      15.6,      12.1,      61.9,      25.3,      49.1,      39.4,      18.9,     132.7,      14.0,      26.5,      13.2,      13.8,      67.5,     72.06,     12.04,     23.83,     18.85,     17.73,     72.45,     0.055,     0.093,     0.258,         0,     0.406
1465_001.3,     1.002,       2.0,       2.0,Collector,       733,     669.3,    1356.0,    1039.4,    1074.5,    4139.2,      32.0,      31.9,      31.9,      31.6,      32.0,      31.8,     1.880,     1.886,     1.886,     1.902,     1.880,     1.888,      4398,      8796,      4398,     17592,     35184,      0.18,      0.17,      0.27,      0.07,      0.27,     670.7,    1359.0,    1041.6,    1076.8,    4148.1,     585.6,    1176.1,     922.5,     992.8,    3677.0,      10.8,      52.4,      30.5,      19.1,     112.8,      52.0,      83.9,      65.3,      42.6,     243.8,      22.3,      46.7,      23.3,      22.1,     114.4,    129.67,     21.04,     42.62,     32.94,     33.67,    130.27,     0.072,     0.137,     0.389,     0.006,     0.604
1466_000.4,     0.501,       2.0,       1.0,Collector,       733,    1127.5,    2058.5,    1581.1,    1768.1,    6535.2,      32.0,      31.5,      31.7,      30.8,      32.0,      31.5,     0.939,     0.953,     0.949,     0.975,     0.940,     0.953,      4398,      8796,      4398,     17592,     35184,      0.29,      0.25,      0.38,      0.11,      0.38,     564.8,    1031.3,     792.1,     885.8,    3274.0,     494.1,     871.5,     705.8,     808.9,    2880.3,       6.9,      39.2,      17.9,      12.1,      76.1,      39.8,      70.6,      50.7,      36.3,     197.4,      24.1,      50.0,      17.8,      28.5,     120.4,    102.27,     17.91,     32.55,     25.68,     27.69,    103.83,     0.261,     0.353,     0.938,     0.024,     1.576
1466_000.9,     0.499,       2.0,       1.0,Collector,       733,     879.1,    1567.7,    1197.5,    1355.0,    4999.3,      32.0,      31.7,      31.8,      31.4,      32.0,      31.7,     0.936,     0.943,     0.941,     0.951,     0.936,     0.942,      4398,      8796,      4398,     17592,     35184,      0.24,      0.20,      0.31,      0.08,      0.31,     438.4,     781.9,     597.3,     675.7,    2493.3,     387.9,     655.0,     533.9,     623.4,    2200.2,       5.5,      33.6,      13.2,       8.5,      60.8,      31.7,      52.0,      39.6,      23.9,     147.2,      13.4,      41.3,      10.4,      19.9,      85.0,     77.97,     13.82,     24.57,     19.00,     21.14,     78.53,     0.101,     0.129,     0.307,     0.006,     0.543
