;TAZID,TOTHH,HHPOP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
47,3,7,0,0,0,0,0,0,0,0,0,0,0,0
48,11,30,0,0,0,0,0,0,0,0,0,0,1,0
49,0,0,86,27,0,0,0,0,0,0,0,0,3,0
50,4,12,0,0,13,47,37,113,58,5,0,0,7,0
51,7,16,0,0,12,45,19,0,15,0,0,0,3,0
52,67,130,0,0,190,0,0,0,30,1675,0,0,63,4
53,322,621,327,46,7,74,72,400,72,510,0,0,76,19
54,188,495,14,51,20,0,103,258,87,188,0,0,47,14
55,219,579,0,0,1,0,3,235,0,17,0,0,34,13
56,52,132,0,0,0,0,0,0,0,0,0,0,6,3
57,69,177,0,0,0,0,0,0,0,0,0,0,13,6
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,344,1010,0,0,0,0,0,0,0,0,0,0,36,17
62,271,795,2,0,0,0,0,0,0,14,0,0,34,16
63,26,60,0,0,0,0,0,239,0,0,0,0,9,2
64,296,871,0,86,0,0,0,0,0,24,0,0,40,18
65,367,860,49,0,0,0,0,6,1,26,0,0,50,23
66,183,336,60,25,0,0,0,0,9,43,0,0,33,14
67,182,479,97,0,0,0,3,0,1,43,0,0,29,12
68,228,600,0,0,0,0,0,0,22,19,0,0,33,16
69,39,102,0,0,0,0,0,0,0,24,0,0,6,2
70,137,252,0,0,0,0,9,0,0,17,0,0,16,7
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,123,324,2,0,0,4,0,0,0,84,0,0,16,7
73,4,13,0,0,0,0,0,0,0,0,0,0,1,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,176,517,6,15,0,0,0,50,117,17,0,0,27,11
76,116,340,0,0,0,0,0,0,7,2,0,0,13,6
77,103,302,0,0,42,0,0,187,635,10,0,0,44,11
78,564,1285,76,21,0,2,0,0,12,74,0,0,81,37
79,54,124,70,110,0,0,16,69,119,24,0,0,20,5
80,215,489,23,96,0,0,25,142,0,0,0,0,33,13
81,31,57,0,0,0,0,0,69,0,114,0,0,18,6
82,451,828,58,79,4,9,53,0,87,145,0,0,80,34
83,0,0,88,127,0,0,0,0,0,12,0,0,6,0
84,0,0,97,25,0,0,6,76,16,17,0,0,6,0
85,56,156,4,0,0,25,6,0,13,48,0,0,10,3
86,1,3,25,4,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4,12,0,0,0,0,0,0,0,0,29,0,0,0
89,90,252,4,317,0,9,0,0,0,43,0,0,14,3
90,72,200,592,76,22,0,187,63,0,10,0,0,29,4
91,272,763,0,0,0,4,137,0,3,26,0,0,37,17
92,283,795,0,0,9,2,12,0,25,33,0,0,33,15
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,29,85,0,0,0,0,0,0,0,0,0,0,4,2
95,334,989,0,51,0,2,6,0,25,36,0,0,46,21
96,331,927,0,0,0,0,0,0,12,5,0,0,50,24
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,27,67,0,0,0,0,0,0,3,0,0,0,3,2
101,606,1500,0,15,0,11,6,21,32,48,0,0,76,35
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,301,744,0,0,0,4,0,0,3,2,0,0,34,16
104,90,223,0,0,1,0,0,142,0,0,0,0,14,5
105,37,87,0,5,0,0,0,0,0,0,0,0,6,2
106,10,24,12,0,0,0,0,0,0,0,533,0,3,1
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,13,30,0,0,0,0,0,0,0,0,0,0,1,1
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,3,6,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,34,80,0,0,0,0,0,0,0,0,0,0,4,2
114,44,108,0,0,0,2,0,0,0,0,0,0,6,3
115,0,0,68,0,0,0,0,0,0,0,0,0,1,0
116,0,0,0,0,22,0,0,0,0,0,0,0,0,0
117,27,64,25,0,0,0,0,0,0,0,0,0,4,2
118,6,14,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,44,0,0,0,0,1,0
120,31,73,2,0,0,0,0,0,0,0,0,0,4,2
121,64,150,0,0,0,2,0,0,0,2,0,11,7,4
122,20,49,0,0,0,0,0,0,0,0,0,0,3,1
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,97,228,0,0,0,0,0,0,0,2,0,0,13,6
125,86,201,0,0,0,0,16,67,0,0,0,0,13,5
126,251,608,0,0,8,2,0,0,0,0,0,0,31,16
127,29,67,0,0,0,0,0,0,0,0,0,0,17,8
128,115,269,0,0,0,11,0,0,0,0,0,0,10,4
129,94,221,0,0,0,0,0,0,0,0,0,0,1,1
130,64,156,0,0,1,0,0,0,0,0,0,0,11,6
131,156,379,0,0,0,0,0,0,0,0,0,0,10,5
132,46,111,0,0,4,0,0,0,0,0,145,0,6,3
133,241,564,0,0,0,0,3,0,0,5,0,0,27,13
134,3,6,0,0,0,0,0,0,0,0,0,0,1,0
135,9,20,0,0,0,0,0,0,0,0,0,0,0,0
136,213,517,0,0,0,11,12,0,0,2,0,0,27,13
137,6,13,0,0,0,63,0,0,0,0,0,0,1,0
138,210,493,0,0,14,0,37,0,0,19,0,0,27,13
139,57,139,0,0,0,0,0,15,0,0,0,55,7,3
140,4,9,0,0,0,0,0,0,0,0,0,0,1,0
141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,79,184,47,0,0,76,0,0,0,0,0,0,13,5
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,20,43,0,0,0,0,0,0,0,0,0,0,3,1
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,627,1996,33,0,0,4,6,57,11,26,0,0,64,30
151,46,146,0,0,29,0,0,0,0,0,0,0,4,2
152,4,10,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,9,0,0,0
155,27,72,0,0,0,0,0,0,0,0,6,0,15,1
156,6,17,0,0,0,0,0,0,0,0,6,0,0,0
157,111,294,0,0,0,0,0,0,0,0,69,0,37,5
158,342,759,0,0,0,0,0,0,0,0,8,0,53,16
159,0,0,42,56,282,3,0,0,1,16,10,66,13,0
160,3,8,0,0,0,0,0,0,0,0,767,0,0,0
161,34,80,0,0,5,0,0,0,0,0,1,0,1,2
162,139,378,0,0,0,0,0,0,0,0,84,0,34,6
163,15,31,0,0,0,0,0,0,0,0,1,0,8,1
164,188,459,0,0,0,0,0,0,0,0,7,0,26,8
165,0,0,0,3,435,1,0,0,0,17,2,0,15,0
166,183,501,0,0,0,0,0,0,0,0,37,0,48,8
167,18,41,0,0,0,0,0,0,0,0,4,0,1,1
168,53,127,0,0,0,0,0,0,0,0,1,0,2,2
169,51,126,0,0,0,0,0,0,0,0,2,0,16,2
170,42,109,0,7,0,0,0,0,0,0,30,0,2,2
171,170,457,0,0,0,0,0,0,0,0,3,0,41,8
172,97,230,0,0,0,0,0,79,0,0,2,0,6,4
173,287,778,0,0,0,0,0,0,0,0,7,0,88,13
174,241,657,0,0,0,0,0,0,0,0,6,0,7,11
175,1724,4731,9,0,10,2,9,6,27,82,1,0,617,78
176,135,333,0,0,1,0,1,1,1,5,2,0,13,6
177,44,120,0,0,0,0,0,0,0,0,2,0,3,2
178,225,642,0,0,0,0,0,9,0,4,9,0,36,10
179,122,334,10,9,1,7,0,0,1,2,7,0,39,6
180,29,72,0,0,0,0,0,0,0,0,9,0,1,1
181,117,313,0,0,0,0,0,0,0,0,2,0,4,6
182,115,306,0,0,1,2,1,2,1,2,4,0,4,5
183,24,61,7,14,0,0,0,5,1,7,8,0,4,1
184,116,293,0,0,0,0,0,0,0,0,9,0,11,5
185,88,227,0,0,0,0,0,0,0,0,3,0,10,4
186,15,42,0,0,0,0,0,0,0,0,1,0,0,0
187,15,39,0,4,0,0,1,0,0,0,1,0,28,1
188,23,63,0,0,0,0,0,0,0,0,19,0,28,1
189,82,204,0,0,0,0,0,0,0,0,4,0,5,4
190,69,170,0,0,4,0,0,0,0,0,4,0,8,3
191,160,399,0,0,0,0,0,0,0,0,3,0,12,7
192,178,494,0,0,0,0,0,0,0,0,3,0,13,8
193,220,549,0,0,0,0,0,0,0,0,1,0,19,10
194,0,0,0,0,0,0,0,0,0,0,70,0,0,0
195,73,223,0,0,0,0,0,0,0,0,2,0,16,3
196,127,383,0,0,0,0,0,0,0,0,2,0,13,6
197,155,469,0,0,0,0,0,0,0,0,2,0,10,7
198,116,318,0,0,0,0,0,0,0,0,3,0,11,5
199,1167,2905,27,9,1,0,0,0,0,4,2,0,256,53
200,628,1675,0,0,0,0,0,0,0,0,4,0,114,28
201,51,141,0,0,0,0,0,0,0,0,4,0,5,2
202,219,444,0,0,0,0,0,0,0,0,3,0,129,10
203,149,325,0,0,0,1,7,0,0,1,4,0,41,7
204,133,357,0,0,0,0,0,0,0,0,2,0,12,6
205,255,725,0,0,0,0,0,0,0,0,1,0,8,11
206,114,320,0,0,2,4,0,2,1,10,1,0,15,5
207,272,595,0,0,0,0,0,0,0,0,3,0,71,12
208,96,267,0,0,0,0,0,0,0,0,1,0,3,4
209,283,719,0,0,0,0,1,3,0,3,3,0,30,13
210,334,740,0,0,0,0,0,0,0,0,3,0,120,15
211,68,171,1,11,0,0,0,0,0,0,1,0,3,3
212,125,307,1,0,3,8,2,6,2,17,1,0,5,6
213,281,956,130,57,17,34,19,129,13,83,1,0,34,13
214,367,1271,0,0,0,0,0,0,0,1,2,0,26,17
215,158,393,1,0,5,5,5,9,5,19,2,0,10,7
216,84,203,0,0,0,1,0,0,0,2,0,0,3,4
217,175,573,16,0,0,1,0,0,0,10,0,0,7,8
218,265,915,0,0,0,0,0,0,0,1,0,0,21,12
219,139,347,0,0,0,0,0,178,0,2,0,0,14,6
220,255,511,0,0,0,0,0,0,1,0,2,0,18,11
221,719,1497,0,0,0,0,0,0,0,0,2,0,78,33
222,164,405,0,0,0,0,0,0,0,0,2,0,15,8
223,93,220,0,0,0,0,0,0,0,0,0,0,3,4
224,693,1838,0,0,0,1,23,112,0,65,0,0,28,31
225,29,77,239,228,35,309,65,139,151,351,0,0,248,1
226,397,1032,0,0,0,0,0,0,15,0,1,0,18,18
227,356,742,27,8,5,74,12,109,11,58,2,0,50,16
228,310,1038,0,0,0,0,0,124,0,0,0,0,14,14
229,178,549,1,0,1,0,2,6,1,26,1,0,12,8
230,35,92,24,142,4,1068,3,1,1,162,0,0,46,2
231,15,36,416,249,1981,195,49,44,42,532,0,0,112,1
232,120,370,0,0,0,0,0,0,0,0,0,0,4,6
233,90,248,8,0,12,8,23,41,29,99,0,0,33,4
234,167,487,8,2,10,1,2,4,4,35,1,0,10,8
235,1918,4205,13,0,523,31,39,72,71,207,1,0,307,87
236,293,843,12,0,11,0,0,0,0,13,2,0,19,13
237,69,176,7,0,8,8,22,79,27,114,1,0,11,3
238,1030,2110,46,0,11,114,18,95,21,98,1,0,72,47
239,9,27,0,0,0,1,0,0,0,0,1,0,0,0
240,21,50,0,0,0,0,0,0,0,0,0,0,1,1
241,23,41,0,0,0,0,0,0,0,0,0,0,1,1
242,7,19,0,0,0,0,0,0,0,0,1,0,0,0
243,134,328,0,0,0,1,1,1,0,2,1,0,4,6
244,0,0,0,4,0,0,0,0,0,0,2,0,0,0
245,295,927,17,77,121,52,16,14,12,59,1,0,26,13
246,117,294,0,0,0,0,0,0,0,0,1,0,13,5
247,486,1454,0,0,0,0,0,0,0,0,0,0,17,22
248,108,264,0,0,0,0,0,0,0,0,0,0,3,5
249,324,1049,0,0,0,0,0,0,0,0,0,0,11,15
250,282,690,2,0,5,17,12,119,34,73,0,0,17,13
251,94,303,0,0,0,1,0,200,0,0,0,0,9,4
252,223,482,101,300,421,51,61,22,44,167,2,0,104,10
253,554,1800,258,114,252,286,48,68,171,259,1,0,68,25
254,431,1352,1,21,17,9,3,91,6,30,1,0,30,20
255,243,529,0,0,1,1,16,30,14,79,0,0,44,11
256,96,203,1,0,0,6,1,3,2,14,0,0,4,4
257,377,970,152,122,40,65,20,20,25,141,0,0,48,17
258,1,4,123,20,49,37,23,22,27,109,0,0,14,0
259,138,298,7,0,15,6,26,56,43,123,0,0,13,6
260,28,68,0,0,0,0,0,0,0,0,0,0,1,1
261,128,370,0,0,0,0,0,0,0,0,0,0,17,6
262,459,867,0,0,0,0,0,0,0,0,0,0,50,21
263,407,1153,2,0,0,1,3,0,0,2,0,0,32,19
264,761,2201,0,0,0,0,0,0,0,0,0,0,34,35
265,410,1083,0,0,0,0,0,86,0,0,0,0,18,19
266,216,630,0,0,0,0,0,0,0,0,0,0,7,10
267,299,957,0,0,0,0,0,0,0,0,0,0,10,14
268,158,427,0,0,0,0,0,0,0,0,0,0,7,7
269,199,421,2,0,14,7,25,12,76,46,1,0,15,9
270,107,232,163,101,4,9,1,2,3,50,0,0,22,5
271,380,961,6,0,3,2,3,68,27,29,0,0,22,17
272,228,581,0,0,7,0,0,92,0,13,0,0,17,10
273,319,829,0,0,0,0,0,0,0,0,0,0,13,14
274,668,1857,0,0,0,0,0,0,0,0,0,0,25,30
275,50,95,0,0,0,1,1,3,1,5,0,0,3,2
276,1122,2716,48,27,5,6,9,89,24,81,0,0,49,51
277,66,125,31,0,2,2,3,3,6,35,0,0,5,3
278,674,1619,262,159,26,9,22,161,145,129,0,0,51,31
279,292,714,2,0,6,2,7,23,10,38,2,0,17,13
280,159,410,0,0,0,0,0,0,0,0,0,0,7,7
281,382,874,0,0,0,0,0,1,0,0,1,0,25,17
282,881,2445,54,14,20,15,52,45,60,208,1,0,54,40
283,520,1383,18,73,10,6,15,100,20,72,0,0,27,24
284,383,1006,0,0,0,0,2,0,4,1,0,0,17,17
285,110,284,0,0,0,0,0,0,1,5,1,0,23,5
286,218,553,2,6,3,2,44,3,43,33,0,0,13,10
287,159,415,0,0,0,0,0,0,0,0,0,0,7,7
288,988,2337,216,80,65,59,13,224,18,144,0,0,58,45
289,99,274,53,4,15,2,14,16,16,106,1,0,10,4
290,119,356,0,0,0,0,0,0,0,0,0,0,4,5
291,1791,5327,0,0,0,0,0,2,0,0,0,0,57,81
292,156,429,57,14,17,8,23,20,40,122,3,0,28,7
293,603,1726,19,0,13,12,21,46,22,89,1,0,26,27
294,316,912,456,105,46,33,66,127,113,345,0,0,51,14
295,9,16,0,0,0,0,0,0,0,0,1,0,0,0
296,11,26,0,0,0,0,0,0,0,0,2,0,0,0
297,45,111,0,0,0,0,0,0,0,0,4,0,1,2
298,36,70,0,0,0,0,0,0,0,0,2,0,1,2
299,23,45,50,19,13,61,22,24,18,84,1,0,11,1
300,4,14,124,10,275,2,57,151,62,429,1,0,717,0
301,12,36,0,0,0,0,0,0,0,0,1,0,0,1
302,86,214,0,0,0,0,3,5,1,6,3,0,5,4
303,58,147,17,37,3,4,9,8,11,61,1,0,7,3
304,79,191,1,0,0,0,2,56,2,7,1,0,5,3
305,2,4,0,0,0,0,0,0,0,0,2,0,0,0
306,28,70,0,0,0,0,0,0,0,0,2,0,1,1
307,94,231,0,0,0,0,0,0,0,0,2,0,3,4
308,240,671,85,3,18,17,41,82,50,186,1,0,45,11
309,207,492,39,9,82,8,22,31,22,88,2,0,17,9
310,0,0,58,1,19,25,7,0,4,66,0,0,6,0
311,24,59,273,151,183,41,115,238,119,514,1,0,53,1
312,417,1378,1,0,4,3,7,50,233,182,1,0,29,19
313,713,1773,0,17,0,1,1,44,2,9,0,0,25,32
314,612,1548,0,0,0,1,0,1,1,11,0,0,20,28
315,0,0,177,2,340,267,66,4,53,566,0,0,47,0
316,1195,3296,5,0,8,11,21,33,69,121,0,0,46,54
317,534,1224,0,0,0,1,0,0,1,5,0,0,18,24
318,126,281,0,0,0,0,0,0,0,0,0,0,5,6
319,0,0,278,15,1604,484,112,254,47,402,0,0,102,0
320,732,1781,0,0,0,1,0,27,0,19,0,0,25,33
321,522,1149,0,0,0,1,4,116,0,5,0,0,21,24
322,334,628,39,0,27,17,43,85,61,214,0,0,26,15
323,374,775,44,0,6,65,6,8,14,65,0,0,19,17
324,596,1425,117,9,37,14,33,62,43,169,0,0,36,27
325,508,1129,0,0,0,0,0,0,0,0,0,0,16,23
326,0,0,152,3,1390,388,320,625,245,1600,1,0,150,0
327,535,1164,0,0,2,30,3,76,4,52,0,0,25,24
328,328,615,56,52,12,5,9,31,20,343,0,0,29,15
329,900,1930,64,3,25,11,13,137,22,107,0,0,41,41
330,440,1193,28,0,3,5,9,82,9,33,0,0,20,20
331,321,613,0,0,1,0,0,411,0,0,0,0,23,14
332,400,877,3,0,6,3,9,52,13,54,0,0,17,18
333,751,2002,93,29,170,37,76,116,91,392,0,0,56,34
334,314,597,255,280,31,29,50,55,115,277,0,0,47,14
335,465,1116,24,422,17,43,17,23,31,166,0,0,39,21
336,236,648,2,0,5,3,6,94,14,31,0,0,17,11
337,338,933,1,0,6,9,10,300,71,36,0,0,28,15
338,687,1708,0,0,0,0,0,2,0,5,0,0,22,31
339,1,2,39,12,40,21,44,378,93,199,0,0,26,0
340,557,1140,171,76,1610,147,93,164,134,312,0,0,104,25
341,88,174,84,65,22,12,40,150,33,92,0,0,19,4
342,238,636,0,65,1,0,1,0,0,3,0,0,10,11
343,152,403,9,129,3,2,3,4,4,41,0,0,13,7
344,384,767,61,6,39,20,40,28,65,167,0,0,26,17
345,240,462,0,0,0,1,1,8,26,11,0,0,9,11
346,418,655,2,44,1,0,1,66,2,11,0,0,17,19
347,727,1161,160,0,10,5,17,14,34,81,0,0,33,33
348,233,468,1,96,4,2,16,25,17,127,0,0,17,11
349,226,456,0,0,0,0,0,0,0,0,0,0,21,10
350,259,502,6,0,0,1,1,1,1,8,0,0,9,12
351,2,6,13,0,24,25,10,12,12,50,0,0,5,0
352,48,91,2,0,5,209,1,0,2,58,0,0,10,2
353,484,876,321,9,28,20,50,8,65,171,0,0,41,22
354,7,16,44,0,10,7,8,0,11,56,0,0,9,0
355,41,85,38,0,20,18,5,4,7,18,0,0,5,2
356,302,579,9,10,7,4,8,2,12,41,0,0,29,14
357,51,133,0,0,1,0,0,1,1,2,0,0,2,2
358,109,201,24,123,31,0,2,0,1,2,0,0,9,5
359,179,396,12,0,7,2,9,2,17,40,0,0,19,8
360,413,709,0,30,5,0,1,3,18,144,0,0,20,19
361,167,419,0,0,0,0,0,300,0,0,0,0,15,8
362,319,643,101,27,6,6,13,10,21,94,0,0,19,14
363,275,668,0,0,0,0,0,0,0,0,0,0,18,13
364,2,2,145,77,85,273,13,4,8,66,0,0,21,0
365,0,0,269,155,731,86,71,80,162,532,0,0,65,0
366,81,223,128,2,350,84,55,48,73,348,0,0,45,4
367,0,0,3,0,2,2,2,5,3,11,0,0,1,0
368,179,330,14,0,7,41,8,7,14,26,0,0,11,8
369,9,17,64,2,114,87,176,23,245,492,0,0,39,0
370,86,186,21,12,49,65,54,26,51,361,0,0,23,4
371,8,16,24,4,116,54,106,60,153,351,0,0,28,0
372,293,551,188,35,27,16,75,461,39,293,0,0,45,13
373,169,313,54,197,98,60,326,88,166,1085,0,0,71,8
374,268,570,6,0,4,3,6,1,8,30,0,0,10,12
375,187,352,40,6,89,46,199,307,292,446,0,0,51,8
376,259,577,10,0,22,13,22,10,44,97,0,0,15,12
377,795,1340,5,0,10,9,39,23,159,85,0,0,36,36
378,328,537,3,0,0,0,0,54,1,2,0,0,12,15
379,708,1639,1,0,4,3,6,4,6,24,0,0,24,32
380,474,1182,1,0,4,4,3,7,6,17,0,0,20,22
381,388,899,15,0,2,0,2,4,2,13,0,0,15,18
382,161,411,0,0,0,0,1,0,0,0,0,0,5,7
383,0,0,86,18,1047,257,254,82,59,149,0,0,62,0
384,6,13,126,20,310,233,81,36,40,183,0,0,33,0
385,8,22,56,6,172,27,20,25,26,103,0,0,14,0
386,6,15,40,7,146,494,8,15,8,62,0,0,25,0
387,311,865,13,14,201,29,41,12,14,98,0,0,26,14
388,0,0,0,0,0,11,0,0,0,0,0,0,0,0
389,164,290,8,3,61,15,26,36,50,141,0,0,16,8
390,122,187,38,187,63,38,121,54,122,378,0,0,36,6
391,77,154,2,0,16,4,31,397,17,69,0,0,19,3
392,357,615,57,263,106,53,160,93,228,403,0,0,55,16
393,320,608,52,2,42,25,111,33,132,344,0,0,55,15
394,22,39,64,121,271,158,1070,5590,536,1084,0,0,284,1
395,202,316,26,4,45,34,105,88,157,316,0,0,35,9
396,451,684,41,131,96,47,180,322,195,545,0,0,64,20
397,629,1471,27,0,12,18,17,26,102,69,0,0,30,29
398,763,1333,19,3,12,8,141,60,39,122,0,0,38,35
399,548,1117,56,0,3,1,5,6,8,30,0,0,21,25
400,662,1218,29,1,20,17,39,84,52,197,0,0,35,30
401,322,740,0,13,0,2,1,38,1,20,0,0,13,15
402,357,761,2,0,1,1,3,9,56,15,0,0,14,16
403,230,472,0,0,0,0,3,0,3,13,0,0,9,10
404,199,409,0,0,0,0,0,37,1,0,0,0,14,9
405,10,25,568,135,190,66,88,6,53,527,0,0,52,0
406,2,3,55,32,5,1,6,2,5,57,0,0,5,0
407,0,0,131,35,70,33,4,0,6,117,0,0,13,0
408,0,0,163,12,31,359,24,0,14,125,0,0,23,0
409,80,200,57,2,357,346,35,39,44,121,0,0,34,3
410,89,256,40,0,9,10,15,4,19,54,0,0,8,4
411,317,900,6,0,11,6,12,5,15,40,0,0,14,14
412,96,194,31,5,11,4,6,6,14,611,0,0,27,4
413,168,345,32,14,38,26,55,15,67,178,0,0,19,8
414,68,138,19,5,8,62,14,36,18,40,0,0,9,3
415,415,1128,3,0,7,6,8,7,12,43,0,0,17,19
416,428,906,6,0,2,1,2,1,4,11,0,0,14,19
417,364,829,50,23,16,12,34,62,81,179,0,0,26,17
418,411,1061,2,0,1,1,1,34,10,85,0,0,17,19
419,522,1016,0,0,0,0,7,1,14,7,0,0,17,24
420,149,340,0,0,0,0,0,157,0,0,0,0,10,7
421,108,245,0,0,1,0,7,35,5,12,0,0,5,5
422,0,0,1,0,3265,69,421,53,56,38,0,0,124,0
423,37,79,147,4,89,110,55,15,70,265,0,0,25,2
424,3,6,157,2,115,13,23,11,59,107,0,0,28,0
425,142,355,187,14,33,27,54,21,84,312,0,0,29,6
426,180,451,76,0,32,34,78,11,196,180,0,0,25,8
427,96,247,31,32,24,17,46,78,79,151,0,0,18,5
428,58,139,28,1,26,25,47,14,55,160,0,0,13,3
429,145,363,64,0,35,26,56,36,80,228,0,0,21,7
430,384,994,0,0,0,0,0,0,0,0,0,0,14,17
431,241,651,0,0,0,4,4,7,3,29,0,0,9,11
432,830,1529,15,32,25,13,31,55,35,159,0,0,38,38
433,387,887,6,0,12,6,17,169,57,104,0,0,24,18
434,44,134,464,248,34,119,104,54,85,328,0,0,47,2
435,77,183,11,1,16,14,29,11,53,199,0,0,14,3
436,508,970,35,24,35,21,64,65,74,289,0,0,39,23
437,240,670,1,41,1,15,14,3824,22,62,0,0,134,11
438,210,478,0,0,0,0,0,0,0,0,0,0,14,9
439,275,593,11,1,38,21,191,59,426,1006,0,0,64,12
440,172,367,171,60,16,16,29,26,4104,435,0,0,160,8
441,315,744,31,120,5,14,9,107,13,78,0,0,56,14
442,264,582,2,29,1,47,2,0,1,517,0,0,27,12
443,443,991,11,99,25,3,12,180,258,128,0,0,46,20
444,462,1186,0,0,0,0,0,0,0,0,0,0,15,21
445,193,478,0,0,0,0,0,0,0,0,0,0,7,9
446,240,600,3,47,11,3,9,21,10,92,0,0,14,11
447,469,1241,76,7,20,3,14,1,8,98,1,0,22,21
448,950,2544,79,13,38,113,49,98,64,237,0,0,61,43
449,288,706,0,0,0,0,0,0,0,0,2,0,12,13
450,412,995,0,0,0,112,0,52,0,1,1,0,24,19
451,18,44,55,83,37,56,55,104,77,217,0,0,22,1
452,112,264,0,0,0,0,0,0,0,0,3,0,4,5
453,364,980,136,68,167,43,35,13,14,158,1,0,32,16
454,202,554,2,12,215,14,1,31,9,42,1,0,17,9
455,667,1828,63,82,48,49,67,79,88,330,0,0,48,30
456,171,503,0,0,0,0,0,0,0,0,1,0,7,8
457,159,423,96,35,37,13,38,67,39,172,3,0,21,8
458,188,576,1,0,1,0,6,118,16,15,3,0,12,9
