SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0097_002.0,     1.043,       2.0,       2.1,Minor Arterial,       894,    2656.2,    5599.9,    3451.9,    4925.2,   16633.2,      36.0,      31.8,      33.1,      30.2,      35.9,      33.0,     1.739,     1.988,     1.891,     2.083,     1.744,     1.902,      5364,     10728,      5364,     21456,     42912,      0.71,      0.61,      0.78,      0.28,      0.78,    2771.0,    5842.1,    3601.1,    5138.1,   17352.3,    2221.7,    4305.4,    2994.8,    4354.5,   13876.4,      46.0,     359.6,     103.6,      97.2,     606.4,     332.8,     697.8,     360.3,     426.4,    1817.3,     170.6,     479.3,     142.4,     260.1,    1052.4,    482.04,     87.13,    176.46,    119.39,    143.18,    526.16,    11.017,    14.203,    19.811,     0.442,    45.473
0097_003.1,     0.502,       4.0,       2.0,Minor Arterial,       858,    4086.4,    7801.5,    5151.5,    7878.2,   24917.6,      36.0,      34.3,      35.2,      33.8,      35.9,      35.0,     0.838,     0.883,     0.856,     0.894,     0.839,     0.863,     10296,     20592,     10296,     41184,     82368,      0.58,      0.45,      0.62,      0.22,      0.62,    2052.3,    3918.2,    2587.3,    3956.7,   12514.5,    1684.9,    2929.6,    2172.8,    3351.4,   10138.7,      39.7,     222.6,      61.0,      76.0,     399.3,     225.5,     423.3,     256.9,     328.4,    1234.1,     102.2,     342.6,      96.5,     200.7,     742.0,    347.92,     59.91,    111.30,     76.63,    110.13,    357.97,     3.054,     2.381,     4.804,     0.135,    10.374
0097_003.6,     0.499,       4.0,       2.0,Minor Arterial,       858,    4713.0,    9012.8,    5847.0,    9122.6,   28695.4,      36.0,      33.3,      34.7,      32.7,      35.9,      34.4,     0.832,     0.905,     0.864,     0.919,     0.834,     0.872,     10296,     20592,     10296,     41184,     82368,      0.66,      0.52,      0.69,      0.26,      0.69,    2353.2,    4500.2,    2919.4,    4555.0,   14327.8,    1923.2,    3366.1,    2443.0,    3843.7,   11576.0,      44.4,     249.7,      65.2,      88.2,     447.5,     263.2,     484.5,     292.8,     383.4,    1423.9,     122.5,     399.8,     118.4,     239.6,     880.3,    397.88,     70.69,    129.72,     89.38,    126.76,    416.55,     5.745,     4.763,     8.492,     0.272,    19.272
0097_004.1,     0.325,       4.0,       1.3,Minor Arterial,       858,    5258.7,   10150.6,    6591.1,   10102.1,   32102.5,      36.0,      31.9,      33.9,      30.7,      35.9,      33.4,     0.541,     0.617,     0.575,     0.637,     0.543,     0.585,     10296,     20592,     10296,     41184,     82368,      0.74,      0.58,      0.79,      0.29,      0.79,    1708.5,    3297.8,    2141.4,    3282.0,   10429.7,    1386.2,    2447.5,    1773.2,    2761.3,    8368.2,      34.0,     190.3,      53.4,      65.5,     343.2,     196.4,     362.6,     222.9,     278.7,    1060.6,      91.9,     297.4,      91.9,     176.5,     657.7,    289.64,     53.60,     97.27,     69.77,     91.44,    312.08,     6.636,     5.701,    10.528,     0.303,    23.168
0097_004.4,     0.675,       4.0,       2.7,Minor Arterial,       847,    5662.1,   10887.4,    7262.3,   10585.5,   34397.3,      34.3,      28.2,      31.4,      26.3,      34.1,      30.4,     1.181,     1.454,     1.288,     1.547,     1.186,     1.339,     10168,     20336,     10168,     40672,     81344,      0.83,      0.64,      0.91,      0.31,      0.91,    3819.6,    7344.5,    4899.0,    7140.8,   23203.9,    3076.7,    5424.0,    4026.9,    5976.4,   18504.0,      79.3,     419.8,     123.8,     146.8,     769.7,     443.8,     822.9,     518.6,     617.6,    2402.9,     219.8,     677.8,     229.7,     399.8,    1527.1,    677.29,    135.33,    233.63,    186.22,    209.28,    764.46,    25.754,    19.297,    44.258,     0.854,    90.163
0097_005.1,     0.168,       6.0,       1.0,Principal Arterial,       846,    7563.5,   14599.5,    9721.9,   12969.8,   44854.7,      34.0,      30.3,      32.0,      28.4,      33.9,      31.3,     0.297,     0.336,     0.315,     0.355,     0.297,     0.322,     15228,     30456,     15228,     60912,    121824,      0.73,      0.59,      0.82,      0.25,      0.82,    1269.8,    2450.9,    1632.0,    2177.3,    7530.0,     968.6,    1709.9,    1277.2,    1758.8,    5714.5,      29.2,     143.3,      46.1,      53.7,     272.3,     174.3,     332.4,     209.7,     206.3,     922.7,      97.6,     265.3,      99.1,     158.6,     620.6,    221.74,     41.96,     76.68,     57.37,     64.24,    240.25,     4.939,     4.524,     9.535,     0.119,    19.117
0097_005.3,     0.082,       4.0,       0.3,Collector,       668,    4714.6,    8633.8,    5871.5,    7473.9,   26693.8,      27.9,      19.3,      23.1,      18.5,      27.5,      22.1,     0.176,     0.268,     0.213,     0.271,     0.179,     0.225,      8016,     16032,      8016,     32064,     64128,      1.00,      0.73,      1.05,      0.30,      1.05,     386.3,     707.4,     481.1,     612.4,    2187.2,     244.6,     387.2,     319.3,     440.8,    1391.9,       8.3,      33.3,      12.2,      14.1,      67.9,      81.9,     154.3,      98.8,      86.3,     421.3,      51.6,     132.7,      50.9,      71.1,     306.3,     78.43,     20.06,     30.62,     26.06,     22.26,     99.00,     7.173,     5.273,     9.290,     0.298,    22.034
0103_000.0,     0.142,       4.0,       0.6,Minor Arterial,       815,    7117.7,   13719.9,    9004.6,   12558.9,   42401.1,      29.9,      18.5,      24.1,      16.8,      29.6,      22.2,     0.285,     0.470,     0.354,     0.511,     0.288,     0.390,      9780,     19560,      9780,     39120,     78240,      1.09,      0.83,      1.18,      0.39,      1.18,    1012.7,    1952.0,    1281.1,    1786.7,    6032.5,     877.9,    1511.7,    1147.1,    1523.5,    5060.2,      16.5,     111.2,      33.5,      33.1,     194.3,      82.1,     175.5,      69.6,     127.5,     454.7,      36.1,     153.6,      30.8,     102.6,     323.1,    201.64,     54.69,     80.93,     76.27,     60.35,    272.24,    21.890,    15.794,    33.855,     0.638,    72.177
0104_000.0,     0.693,       4.0,       2.8,Minor Arterial,       858,    2036.1,    4361.9,    3473.3,    2886.6,   12757.9,      36.0,      35.9,      35.9,      35.3,      36.0,      35.7,     1.155,     1.157,     1.158,     1.179,     1.155,     1.163,     10296,     20592,     10296,     41184,     82368,      0.23,      0.27,      0.46,      0.08,      0.46,    1411.0,    3022.6,    2406.9,    2000.4,    8840.9,    1031.0,    2252.6,    1887.1,    1683.0,    6853.7,      38.9,     195.0,      79.5,      53.7,     367.1,     225.1,     319.6,     300.6,     161.5,    1006.8,     116.0,     255.6,     139.5,     102.3,     613.4,    245.62,     39.28,     84.21,     68.26,     55.57,    247.32,     0.077,     0.229,     1.403,         0,     1.709
0104_000.7,     0.313,       4.0,       1.3,Minor Arterial,       858,    2495.8,    5742.7,    5386.2,    3540.2,   17164.9,      35.9,      35.8,      35.7,      32.5,      35.9,      34.7,     0.522,     0.524,     0.526,     0.578,     0.522,     0.540,     10296,     20592,     10296,     41184,     82368,      0.30,      0.36,      0.70,      0.11,      0.70,     780.1,    1794.9,    1683.4,    1106.4,    5364.8,     545.1,    1275.2,    1193.9,     929.2,    3943.4,      25.8,     108.0,      56.0,      25.3,     215.1,     116.3,     200.7,     272.2,      89.7,     678.9,      92.9,     211.0,     161.3,      62.2,     527.4,    149.27,     21.80,     50.33,     51.74,     30.78,    154.65,     0.104,     0.391,     5.033,     0.005,     5.533
0104_001.0,     0.780,       4.0,       3.1,Minor Arterial,       858,    1479.4,    3439.8,    3956.9,    1701.9,   10578.0,      36.0,      36.0,      36.0,      34.9,      36.0,      35.6,     1.300,     1.301,     1.302,     1.341,     1.300,     1.315,     10296,     20592,     10296,     41184,     82368,      0.18,      0.22,      0.51,      0.05,      0.51,    1154.0,    2683.2,    3086.6,    1327.6,    8251.4,     761.3,    1784.4,    2017.7,    1125.5,    5688.9,      30.8,     163.6,     120.0,      24.1,     338.5,     186.5,     322.8,     584.4,     106.2,    1199.9,     175.3,     412.4,     364.3,      71.8,    1023.8,    229.20,     32.08,     74.62,     88.41,     36.88,    231.99,     0.019,     0.096,     2.716,     0.010,     2.841
0104_001.8,     0.722,       2.0,       1.4,Minor Arterial,       991,     746.8,    1493.1,    1753.5,     776.3,    4769.7,      32.8,      32.8,      32.8,      32.5,      32.8,      32.7,     1.319,     1.319,     1.319,     1.333,     1.319,     1.324,      5943,     11886,      5943,     23772,     47545,      0.16,      0.16,      0.36,      0.04,      0.36,     538.9,    1077.5,    1265.4,     560.2,    3442.0,     343.0,     669.5,     794.0,     477.9,    2284.4,      15.2,      66.3,      50.8,      12.7,     145.0,      96.7,     142.0,     249.8,      42.7,     531.2,      84.0,     199.6,     170.8,      26.8,     481.2,    104.83,     16.42,     32.83,     38.95,     17.06,    105.26,     0.006,     0.015,     0.411,     0.005,     0.437
0104_002.5,     0.692,       2.0,       1.4,Minor Arterial,       986,     706.9,    1894.7,    2172.9,     890.8,    5665.3,      32.4,      32.4,      32.4,      31.7,      32.4,      32.1,     1.281,     1.281,     1.282,     1.311,     1.281,     1.292,      5918,     11836,      5918,     23671,     47342,      0.15,      0.19,      0.44,      0.04,      0.44,     489.1,    1311.1,    1503.6,     616.4,    3920.2,     334.2,     911.9,    1003.2,     519.7,    2769.0,      12.0,      79.7,      56.8,       8.7,     157.2,      70.5,     145.7,     282.9,      50.6,     549.7,      72.4,     173.8,     160.7,      37.4,     444.3,    120.97,     15.10,     40.48,     47.47,     19.02,    122.07,         0,     0.016,     1.068,     0.005,     1.089
0105_000.0,     0.153,       4.0,       0.6,Minor Arterial,       815,    1706.5,    3162.3,    2480.5,    2417.5,    9766.8,      30.0,      29.9,      30.0,      29.9,      30.0,      29.9,     0.306,     0.306,     0.306,     0.307,     0.306,     0.306,      9780,     19560,      9780,     39120,     78240,      0.22,      0.19,      0.30,      0.07,      0.30,     260.5,     482.7,     378.7,     369.0,    1490.9,     204.5,     359.4,     307.7,     314.8,    1186.4,       5.7,      24.0,      10.0,       5.3,      45.0,      29.5,      54.3,      40.5,      27.9,     152.2,      20.9,      44.9,      20.4,      20.9,     107.1,     49.74,      8.70,     16.11,     12.68,     12.31,     49.80,     0.009,     0.014,     0.056,     0.007,     0.086
0105_000.2,     0.318,       4.0,       1.3,Minor Arterial,       815,    2328.9,    4884.9,    3352.8,    3806.7,   14373.3,      30.0,      29.9,      29.9,      29.6,      30.0,      29.9,     0.635,     0.637,     0.637,     0.643,     0.635,     0.638,      9780,     19560,      9780,     39120,     78240,      0.31,      0.28,      0.41,      0.11,      0.41,     739.5,    1551.2,    1064.6,    1208.8,    4564.1,     596.7,    1174.7,     887.8,    1039.8,    3699.0,      14.6,      88.4,      30.7,      19.7,     153.4,      84.2,     158.7,     101.2,      88.0,     432.1,      44.1,     129.3,      44.9,      61.3,     279.6,    152.05,     24.74,     51.88,     35.91,     40.27,    152.80,     0.100,     0.192,     0.460,         0,     0.752
0105_000.5,     0.158,       4.0,       0.6,Minor Arterial,       815,    6286.5,   13213.0,    8902.4,   10392.5,   38794.4,      30.0,      25.0,      24.8,      18.6,      29.9,      24.1,     0.315,     0.379,     0.381,     0.510,     0.316,     0.393,      9780,     19560,      9780,     39120,     78240,      0.83,      0.79,      1.05,      0.30,      1.05,     990.9,    2082.7,    1403.3,    1638.2,    6115.1,     771.5,    1580.2,    1153.9,    1382.0,    4887.6,      21.6,     106.2,      37.8,      35.3,     200.9,     129.8,     223.7,     139.1,     125.3,     617.9,      68.0,     172.5,      72.5,      95.5,     408.5,    203.53,     39.61,     83.87,     75.54,     54.75,    253.77,     6.771,    14.540,    28.901,     0.238,    50.450
0105_000.7,     0.119,       4.0,       0.5,Minor Arterial,       815,    5027.8,   10580.9,    7117.2,    8642.0,   31367.9,      30.0,      27.5,      27.7,      24.0,      29.9,      27.3,     0.239,     0.261,     0.259,     0.299,     0.239,     0.263,      9780,     19560,      9780,     39120,     78240,      0.69,      0.63,      0.85,      0.25,      0.85,     599.9,    1262.5,     849.2,    1031.1,    3742.7,     472.9,     968.1,     704.7,     883.5,    3029.2,      12.5,      64.1,      22.9,      22.1,     121.6,      75.6,     131.9,      81.5,      71.8,     360.8,      38.9,      98.3,      40.2,      53.8,     231.2,    124.71,     21.84,     45.62,     35.41,     34.43,    137.30,     1.918,     3.551,     7.144,     0.072,    12.685
0105_000.8,     0.346,       4.0,       1.4,Minor Arterial,       815,    3065.4,    6036.6,    4155.8,    5106.2,   18364.0,      30.0,      29.4,      29.7,      29.0,      30.0,      29.6,     0.693,     0.707,     0.699,     0.717,     0.693,     0.703,      9780,     19560,      9780,     39120,     78240,      0.46,      0.36,      0.53,      0.15,      0.53,    1061.2,    2089.8,    1438.7,    1767.7,    6357.4,     855.7,    1615.4,    1202.2,    1537.1,    5210.4,      19.0,     107.2,      41.1,      34.0,     201.3,     125.1,     213.3,     134.3,     117.1,     589.8,      61.4,     153.9,      61.1,      79.5,     355.9,    211.99,     36.08,     70.34,     49.66,     58.96,    215.04,     0.743,     0.654,     1.707,     0.016,     3.120
0106_000.0,     0.331,       2.0,       0.7,Collector,       728,    1194.0,    2597.6,    1641.5,    2195.4,    7628.5,      31.4,      30.5,      30.7,      30.2,      31.3,      30.7,     0.632,     0.650,     0.646,     0.658,     0.633,     0.645,      4369,      8738,      4369,     17477,     34953,      0.40,      0.35,      0.43,      0.14,      0.43,     394.7,     858.6,     542.6,     725.7,    2521.6,     329.0,     680.5,     469.1,     640.0,    2118.6,       8.6,      44.9,      11.9,      13.2,      78.6,      37.8,      79.8,      45.4,      46.7,     209.7,      19.2,      53.4,      16.2,      25.8,     114.6,     80.33,     12.92,     27.96,     17.98,     23.15,     82.01,     0.372,     0.608,     0.704,     0.036,     1.720
0106_000.3,     0.186,       4.0,       0.7,Minor Arterial,       815,    3002.3,    6078.6,    4102.4,    4966.6,   18149.9,      30.0,      29.7,      29.7,      29.1,      30.0,      29.6,     0.373,     0.376,     0.376,     0.384,     0.373,     0.377,      9780,     19560,      9780,     39120,     78240,      0.39,      0.36,      0.49,      0.15,      0.49,     559.3,    1132.4,     764.2,     925.3,    3381.2,     429.4,     825.2,     613.1,     769.0,    2636.7,      12.2,      64.2,      21.3,      19.6,     117.3,      78.0,     138.5,      87.3,      84.4,     388.2,      39.6,     104.5,      42.6,      52.3,     239.0,    112.74,     18.84,     38.14,     26.24,     30.86,    114.08,     0.184,     0.379,     0.755,     0.014,     1.332
0106_000.4,     0.348,       4.0,       1.4,Minor Arterial,       815,    3933.9,    7922.3,    5440.1,    6088.0,   23384.3,      30.0,      29.2,      29.2,      27.5,      30.0,      29.0,     0.695,     0.714,     0.715,     0.758,     0.695,     0.720,      9780,     19560,      9780,     39120,     78240,      0.48,      0.47,      0.65,      0.18,      0.65,    1367.5,    2754.0,    1891.1,    2116.4,    8129.0,    1048.1,    1973.3,    1520.1,    1732.9,    6274.4,      31.3,     165.0,      54.6,      50.1,     301.0,     182.8,     332.3,     205.5,     185.7,     906.3,     105.3,     283.4,     110.9,     147.8,     647.4,    270.84,     46.82,     94.46,     68.68,     70.56,    280.52,     1.268,     2.713,     5.677,     0.043,     9.701
0106_000.8,     0.334,       4.0,       1.3,Minor Arterial,       818,    2599.5,    5462.7,    3886.8,    4289.7,   16238.7,      30.0,      29.8,      29.8,      29.2,      30.0,      29.7,     0.668,     0.672,     0.673,     0.685,     0.669,     0.675,      9810,     19621,      9810,     39241,     78483,      0.32,      0.32,      0.45,      0.12,      0.45,     868.3,    1824.8,    1298.3,    1433.0,    5424.4,     693.4,    1382.6,    1092.7,    1221.4,    4390.1,      20.7,     106.4,      33.4,      28.1,     188.6,      98.2,     185.7,     114.1,     103.9,     501.9,      56.1,     150.2,      58.2,      79.6,     344.1,    180.91,     29.13,     61.28,     44.39,     47.80,    182.60,     0.168,     0.434,     1.090,     0.005,     1.697
0106_001.1,     0.884,       2.0,       1.8,Minor Arterial,       849,    1259.2,    2959.3,    2251.0,    1708.3,    8177.8,      30.0,      29.8,      29.8,      28.9,      30.0,      29.6,     1.768,     1.780,     1.781,     1.834,     1.769,     1.793,      5094,     10188,      5094,     20376,     40752,      0.33,      0.32,      0.52,      0.09,      0.52,    1113.1,    2616.1,    1989.9,    1510.2,    7229.3,     972.4,    2275.2,    1777.5,    1380.9,    6406.0,      22.5,     111.0,      51.3,      21.8,     206.6,      83.5,     143.8,     108.1,      62.8,     398.2,      34.7,      86.1,      53.0,      44.6,     218.4,    241.03,     37.35,     87.83,     68.79,     50.36,    244.33,     0.239,     0.613,     2.448,     0.010,     3.310
0106_002.0,     0.449,       2.0,       0.9,Minor Arterial,       849,    1585.8,    3473.5,    2440.0,    2598.4,   10097.7,      30.0,      29.7,      29.7,      28.8,      30.0,      29.5,     0.898,     0.906,     0.908,     0.936,     0.898,     0.912,      5094,     10188,      5094,     20376,     40752,      0.37,      0.37,      0.54,      0.14,      0.54,     712.2,    1560.0,    1095.8,    1167.0,    4535.0,     610.4,    1327.9,     971.5,    1063.5,    3973.3,      15.7,      67.3,      25.7,      19.8,     128.5,      58.9,      97.4,      67.5,      50.9,     274.7,      27.2,      67.4,      31.1,      32.8,     158.5,    151.15,     23.94,     52.57,     38.08,     38.91,    153.50,     0.215,     0.577,     1.546,     0.015,     2.353
0106_002.5,     0.580,       2.0,       1.2,Minor Arterial,       849,    1584.5,    3434.2,    2398.6,    2656.9,   10074.2,      30.0,      29.7,      29.7,      28.8,      30.0,      29.5,     1.161,     1.172,     1.174,     1.211,     1.161,     1.179,      5094,     10188,      5094,     20376,     40752,      0.38,      0.37,      0.53,      0.14,      0.53,     919.5,    1992.8,    1391.9,    1541.7,    5845.9,     773.5,    1660.1,    1220.3,    1391.8,    5045.7,      22.1,      95.2,      33.7,      25.8,     176.8,      85.8,     137.2,      94.4,      74.7,     392.1,      38.1,     100.3,      43.4,      49.5,     231.3,    194.89,     30.96,     67.21,     48.39,     51.41,    197.97,     0.302,     0.775,     1.991,     0.010,     3.078
0106_003.0,     0.525,       2.0,       1.0,Minor Arterial,       849,    1759.9,    3474.5,    2511.5,    3144.1,   10890.0,      30.0,      28.9,      29.6,      28.2,      30.0,      29.3,     1.050,     1.089,     1.062,     1.118,     1.050,     1.076,      5094,     10188,      5094,     20376,     40752,      0.53,      0.39,      0.62,      0.18,      0.62,     923.2,    1822.7,    1317.5,    1649.3,    5712.7,     797.1,    1526.5,    1177.8,    1512.5,    5013.9,      17.4,      75.6,      26.0,      20.6,     139.6,      75.4,     131.7,      83.0,      72.6,     362.7,      33.3,      88.7,      30.7,      43.6,     196.3,    190.50,     31.90,     61.51,     46.74,     55.02,    195.17,     1.160,     0.735,     2.847,     0.027,     4.769
0106_003.6,     2.509,       2.0,       5.0,Minor Arterial,       925,    1637.6,    3372.6,    2420.2,    2977.0,   10407.4,      38.3,      37.4,      37.9,      36.6,      38.3,      37.6,     3.931,     4.030,     3.976,     4.114,     3.936,     4.005,      5548,     11095,      5548,     22190,     44381,      0.41,      0.34,      0.51,      0.15,      0.51,    4109.6,    8463.4,    6073.4,    7470.7,   26117.1,    3557.9,    7066.5,    5412.7,    6844.0,   22881.1,      76.8,     368.1,     127.5,     101.2,     673.6,     333.3,     617.4,     395.0,     342.5,    1688.2,     141.5,     411.5,     138.2,     183.0,     874.2,    681.89,    109.91,    223.52,    165.90,    195.30,    694.63,     2.686,     2.541,     7.383,     0.237,    12.847
0106_006.1,     1.207,       2.0,       2.4,Minor Arterial,       894,    1344.6,    2768.9,    2070.0,    2272.6,    8456.1,      36.0,      35.8,      35.8,      35.1,      36.0,      35.7,     2.014,     2.026,     2.024,     2.061,     2.014,     2.031,      5364,     10728,      5364,     21456,     42912,      0.33,      0.29,      0.46,      0.12,      0.46,    1623.0,    3342.1,    2498.5,    2743.1,   10206.7,    1328.7,    2637.1,    2125.9,    2406.2,    8497.9,      36.0,     169.9,      69.4,      49.7,     325.0,     174.4,     309.5,     215.3,     171.1,     870.3,      83.8,     225.6,      88.0,     116.2,     513.6,    283.81,     45.39,     93.38,     71.12,     76.28,    286.17,     0.274,     0.460,     1.646,     0.016,     2.396
0106_007.3,     0.675,       2.0,       1.3,Minor Arterial,       849,    1572.0,    2890.1,    2151.4,    2418.8,    9032.3,      30.0,      29.8,      29.8,      29.2,      30.0,      29.7,     1.349,     1.360,     1.357,     1.386,     1.349,     1.362,      5094,     10188,      5094,     20376,     40752,      0.35,      0.33,      0.47,      0.13,      0.47,    1060.8,    1950.2,    1451.7,    1632.2,    6094.9,     873.8,    1494.6,    1224.3,    1406.8,    4999.5,      22.6,     108.7,      34.5,      27.6,     193.4,     112.9,     194.3,     129.8,     118.7,     555.7,      51.4,     152.7,      63.0,      79.0,     346.1,    203.03,     35.63,     65.38,     49.68,     54.38,    205.07,     0.293,     0.406,     1.323,     0.007,     2.029
0106_008.0,     0.330,       2.0,       0.7,Minor Arterial,       854,    1466.4,    2757.9,    2038.2,    2252.3,    8514.8,      30.5,      30.3,      30.4,      29.9,      30.5,      30.3,     0.648,     0.653,     0.652,     0.663,     0.648,     0.654,      5125,     10251,      5125,     20501,     41003,      0.37,      0.31,      0.47,      0.13,      0.47,     484.0,     910.3,     672.7,     743.4,    2810.4,     395.5,     690.5,     567.3,     639.2,    2292.5,      10.6,      51.3,      14.7,      11.7,      88.3,      52.5,      93.0,      60.6,      54.8,     260.9,      25.4,      75.5,      30.1,      37.8,     168.8,     92.00,     15.97,     29.96,     22.53,     24.33,     92.79,     0.118,     0.157,     0.506,     0.004,     0.785
0106_008.3,     0.746,       2.0,       1.5,Minor Arterial,       860,     860.3,    1593.1,    1147.3,    1310.1,    4910.8,      31.4,      31.3,      31.4,      31.3,      31.4,      31.4,     1.427,     1.429,     1.427,     1.430,     1.427,     1.428,      5159,     10319,      5159,     20638,     41276,      0.21,      0.18,      0.27,      0.07,      0.27,     641.9,    1188.7,     856.0,     977.6,    3664.2,     559.8,     998.8,     756.3,     895.2,    3210.1,       8.9,      58.5,      13.7,      10.0,      91.1,      57.9,      76.0,      62.3,      45.1,     241.3,      15.3,      55.3,      23.8,      27.2,     121.6,    116.78,     20.49,     37.89,     27.35,     31.15,    116.88,     0.034,     0.008,     0.063,         0,     0.105
0106_009.0,     0.377,       2.0,       0.8,Collector,       718,    1429.6,    3131.2,    2109.3,    2499.0,    9169.1,      31.0,      29.5,      29.1,      27.1,      30.9,      29.1,     0.730,     0.769,     0.777,     0.835,     0.733,     0.777,      4309,      8618,      4309,     17236,     34472,      0.42,      0.42,      0.52,      0.16,      0.52,     539.6,    1181.9,     796.2,     943.2,    3460.9,     453.1,     968.3,     698.2,     838.6,    2958.2,      10.9,      55.6,      16.4,      16.0,      98.9,      49.1,      85.2,      58.5,      54.9,     247.7,      26.5,      72.8,      23.1,      33.9,     156.3,    111.49,     18.32,     40.57,     29.36,     30.52,    118.77,     0.934,     2.499,     3.703,     0.130,     7.266
0106_009.4,     0.812,       2.0,       1.6,Collector,       702,    1385.6,    3035.4,    2007.3,    2511.1,    8939.4,      28.2,      27.3,      27.2,      26.2,      28.1,      27.2,     1.731,     1.785,     1.794,     1.860,     1.734,     1.790,      4212,      8425,      4212,     16850,     33700,      0.39,      0.43,      0.51,      0.16,      0.51,    1125.0,    2464.7,    1629.9,    2039.0,    7258.6,     915.8,    1920.0,    1407.4,    1782.8,    6026.0,      24.6,     122.9,      36.0,      36.8,     220.3,     125.9,     256.3,     134.6,     136.8,     653.6,      58.9,     165.5,      51.9,      82.5,     358.8,    257.83,     41.20,     90.76,     62.21,     72.59,    266.76,     1.255,     3.224,     4.316,     0.160,     8.955
0107_000.0,     0.232,       2.0,       0.5,Collector,       770,      77.8,     162.7,     115.7,     131.2,     487.4,      35.9,      35.9,      35.9,      35.7,      35.8,      35.8,     0.387,     0.389,     0.387,     0.388,     0.387,     0.387,      4620,      9240,      4620,     18480,     36960,      0.02,      0.02,      0.03,      0.01,      0.03,      18.0,      37.7,      26.8,      30.4,     112.9,      16.4,      33.2,      24.3,      28.7,     102.6,       0.2,       1.5,       0.4,       0.5,       2.6,       1.0,       2.0,       1.3,       0.7,       5.0,       0.3,       1.0,       0.7,       0.4,       2.4,      3.14,      0.50,      1.05,      0.75,      0.85,      3.15,     0.003,         0,     0.003,         0,     0.006
0107_000.2,     1.271,       2.0,       2.5,Collector,       756,     774.8,    1535.7,    1077.0,    1319.6,    4707.1,      33.5,      33.0,      33.2,      32.6,      33.5,      33.1,     2.276,     2.315,     2.298,     2.342,     2.278,     2.305,      4533,      9066,      4533,     18133,     36265,      0.23,      0.18,      0.29,      0.08,      0.29,     985.1,    1952.5,    1369.3,    1677.8,    5984.7,     861.3,    1620.3,    1217.2,    1523.5,    5222.3,      17.6,      91.3,      30.3,      24.5,     163.7,      73.0,     144.7,      90.8,      81.6,     390.1,      33.1,      96.2,      31.0,      48.2,     208.5,    178.59,     29.87,     58.82,     42.04,     50.11,    180.84,     0.498,     0.553,     1.177,     0.040,     2.268
0108_000.0,     0.149,       4.0,       0.6,Minor Arterial,       815,    6134.8,   13017.8,    8816.9,   10354.6,   38324.1,      29.9,      25.9,      25.5,      19.5,      29.8,      24.8,     0.299,     0.346,     0.352,     0.459,     0.301,     0.362,      9780,     19560,      9780,     39120,     78240,      0.77,      0.74,      1.01,      0.30,      1.01,     916.5,    1945.0,    1317.3,    1547.1,    5725.9,     760.1,    1576.9,    1144.1,    1349.7,    4830.8,      17.7,      86.6,      29.9,      28.8,     163.0,      91.2,     159.1,     101.6,      99.7,     451.6,      47.6,     122.3,      41.6,      68.9,     280.4,    191.19,     35.38,     76.31,     67.44,     51.88,    231.01,     4.815,    11.368,    23.497,     0.223,    39.903
0108_000.1,     0.549,       6.0,       3.3,Principal Arterial,       846,    7392.3,   14208.5,    9282.0,   11065.4,   41948.2,      34.0,      32.3,      32.4,      30.3,      34.0,      32.3,     0.969,     1.022,     1.016,     1.089,     0.970,     1.021,     15228,     30456,     15228,     60912,    121824,      0.58,      0.54,      0.71,      0.20,      0.71,    4061.3,    7806.1,    5099.5,    6079.3,   23046.2,    3290.3,    5894.0,    4230.0,    5135.9,   18550.2,      75.7,     405.2,     121.6,     131.8,     734.3,     429.3,     788.8,     493.5,     438.0,    2149.6,     266.1,     718.1,     254.5,     373.5,    1612.2,    677.58,    125.90,    240.63,    168.55,    178.90,    713.98,     6.533,    11.125,    18.606,     0.167,    36.431
0108_000.7,     0.299,       4.0,       1.2,Principal Arterial,       883,    6112.3,   11478.0,    7791.4,    9159.0,   34540.7,      34.0,      30.4,      31.3,      27.1,      33.9,      30.7,     0.528,     0.592,     0.573,     0.663,     0.529,     0.585,     10596,     21192,     10596,     42384,     84768,      0.72,      0.62,      0.85,      0.25,      0.85,    1829.2,    3434.9,    2331.6,    2740.9,   10336.6,    1513.6,    2662.5,    1984.1,    2366.6,    8526.8,      31.6,     161.5,      47.0,      52.5,     292.6,     173.1,     326.6,     200.4,     171.7,     871.8,     110.7,     284.5,     100.2,     150.2,     645.6,    304.18,     60.18,    109.66,     86.14,     80.81,    336.79,     6.439,     8.582,    17.528,     0.138,    32.687
