Purpose,TAZID,All,Walk,Bike,NonM
HBSch,488.0,69.6,0.67,0.2,67.03
All,489.0,1940.87,66.9,12.72,220.4
HBW,489.0,392.71,1.14,0.93,2.07
HBO,489.0,1228.53,61.07,10.86,71.93
NHB,489.0,150.45,3.26,0.51,3.78
HBC,489.0,21.0,0.0,0.0,0.0
HBSch,489.0,148.19,1.42,0.42,142.62
All,490.0,1225.01,38.86,9.19,135.39
HBW,490.0,246.44,1.59,0.9,2.49
HBO,490.0,780.13,34.55,7.63,42.18
NHB,490.0,103.5,1.84,0.39,2.23
HBC,490.0,3.0,0.0,0.0,0.0
HBSch,490.0,91.95,0.88,0.26,88.49
All,491.0,636.18,14.66,5.2,58.94
HBW,491.0,130.48,0.19,0.58,0.76
HBO,491.0,383.17,12.88,4.16,17.04
NHB,491.0,80.38,1.2,0.35,1.54
HBC,491.0,1.0,0.0,0.0,0.0
HBSch,491.0,41.15,0.39,0.12,39.6
All,492.0,1873.56,54.92,12.5,197.55
HBW,492.0,387.1,0.66,1.01,1.67
HBO,492.0,1177.46,51.18,10.74,61.92
NHB,492.0,100.05,1.77,0.35,2.12
HBC,492.0,72.0,0.0,0.0,0.0
HBSch,492.0,136.95,1.31,0.39,131.83
All,493.0,469.49,10.64,3.64,41.34
HBW,493.0,109.72,0.27,0.43,0.69
HBO,493.0,285.4,9.57,2.97,12.54
NHB,493.0,40.89,0.53,0.16,0.69
HBC,493.0,5.0,0.0,0.0,0.0
HBSch,493.0,28.47,0.27,0.08,27.41
All,494.0,759.79,14.46,6.45,76.84
HBW,494.0,156.03,0.08,0.73,0.81
HBO,494.0,504.08,13.38,5.39,18.77
NHB,494.0,38.77,0.43,0.17,0.61
HBC,494.0,2.0,0.0,0.0,0.0
HBSch,494.0,58.91,0.56,0.17,56.66
All,495.0,305.15,6.91,2.96,28.95
HBW,495.0,74.0,0.03,0.51,0.54
HBO,495.0,190.21,6.41,2.28,8.69
NHB,495.0,19.9,0.28,0.1,0.38
HBC,495.0,1.0,0.0,0.0,0.0
HBSch,495.0,20.04,0.19,0.06,19.34
All,496.0,4036.55,140.81,46.02,480.01
HBW,496.0,877.33,1.11,8.4,9.51
HBO,496.0,2563.65,132.21,35.54,167.75
NHB,496.0,224.91,4.52,1.2,5.73
HBC,496.0,62.0,0.0,0.0,0.0
HBSch,496.0,308.67,2.96,0.88,297.02
All,497.0,4997.58,242.07,68.56,606.8
HBW,497.0,1098.0,6.74,13.15,19.89
HBO,497.0,3192.13,222.91,51.68,274.59
NHB,497.0,380.62,9.44,2.04,11.48
HBC,497.0,15.01,0.0,0.79,0.79
HBSch,497.0,311.82,2.99,0.89,300.05
All,498.0,5981.61,305.42,94.62,745.48
HBW,498.0,1265.31,16.48,19.82,36.3
HBO,498.0,3869.18,274.97,69.93,344.9
NHB,498.0,464.45,10.47,2.6,13.07
HBC,498.0,19.0,0.0,1.24,1.24
HBSch,498.0,363.67,3.49,1.04,349.97
All,499.0,4882.02,225.01,62.93,550.15
HBW,499.0,990.73,9.19,12.35,21.54
HBO,499.0,2765.4,187.63,43.85,231.48
NHB,499.0,826.79,25.55,4.48,30.02
HBC,499.0,23.0,0.0,1.46,1.46
HBSch,499.0,276.09,2.65,0.79,265.65
All,500.0,5324.73,256.66,69.93,628.73
HBW,500.0,1114.7,10.06,13.8,23.86
HBO,500.0,3110.02,220.31,49.58,269.89
NHB,500.0,737.97,23.24,3.98,27.22
HBC,500.0,44.0,0.0,1.66,1.66
HBSch,500.0,318.05,3.05,0.91,306.1
All,501.0,3409.97,181.63,55.06,422.67
HBW,501.0,739.6,5.77,11.08,16.85
HBO,501.0,2131.83,166.47,35.49,201.95
NHB,501.0,261.79,7.52,1.52,9.04
HBC,501.0,81.0,0.0,6.42,6.42
HBSch,501.0,195.75,1.88,0.56,188.41
All,502.0,4346.29,239.97,61.12,530.75
HBW,502.0,883.59,23.29,13.01,36.31
HBO,502.0,2535.67,197.78,42.52,240.31
NHB,502.0,667.26,16.57,3.75,20.32
HBC,502.0,18.0,0.0,1.14,1.14
HBSch,502.0,241.78,2.32,0.69,232.67
All,503.0,6456.51,301.3,76.4,752.35
HBW,503.0,1464.78,10.24,14.62,24.86
HBO,503.0,3916.23,267.54,57.38,324.92
NHB,503.0,658.06,19.74,3.27,23.0
HBC,503.0,23.01,0.0,0.0,0.0
HBSch,503.0,394.44,3.78,1.12,379.56
All,504.0,3740.66,225.9,60.15,497.49
HBW,504.0,801.82,11.33,13.9,25.23
HBO,504.0,2332.22,201.95,41.69,243.64
NHB,504.0,355.05,10.48,2.08,12.56
HBC,504.0,29.0,0.0,1.85,1.85
HBSch,504.0,222.58,2.14,0.63,214.21
All,505.0,6357.59,418.68,107.87,882.79
HBW,505.0,1294.83,25.64,25.22,50.87
HBO,505.0,3899.64,365.45,72.86,438.31
NHB,505.0,732.09,23.98,4.38,28.36
HBC,505.0,56.0,0.0,4.34,4.34
HBSch,505.0,375.03,3.6,1.07,360.91
All,506.0,5676.81,253.1,67.36,653.34
HBW,506.0,1332.19,4.06,12.66,16.72
HBO,506.0,3543.57,234.54,51.74,286.28
NHB,506.0,389.59,11.14,1.96,13.1
HBC,506.0,61.0,0.0,0.0,0.0
HBSch,506.0,350.45,3.36,1.0,337.24
All,507.0,689.0,30.19,8.57,69.88
HBW,507.0,161.48,0.76,1.86,2.62
HBO,507.0,407.13,26.57,6.16,32.73
NHB,507.0,83.69,2.54,0.46,3.0
HBC,507.0,4.0,0.0,0.0,0.0
HBSch,507.0,32.7,0.31,0.09,31.52
All,508.0,4268.15,192.84,54.91,531.36
HBW,508.0,929.01,5.38,11.44,16.82
HBO,508.0,2686.32,176.73,41.09,217.82
NHB,508.0,274.24,7.86,1.53,9.39
HBC,508.0,80.0,0.0,0.0,0.0
HBSch,508.0,298.58,2.86,0.85,287.32
All,509.0,3695.16,193.71,60.41,455.76
HBW,509.0,829.71,6.15,14.84,21.0
HBO,509.0,2342.64,177.44,41.31,218.75
NHB,509.0,278.53,8.09,1.62,9.71
HBC,509.0,32.0,0.0,2.04,2.04
HBSch,509.0,212.28,2.04,0.61,204.28
All,510.0,4358.94,273.83,64.59,588.39
HBW,510.0,1010.12,7.82,16.38,24.2
HBO,510.0,2780.79,253.4,45.01,298.41
NHB,510.0,290.9,10.08,1.74,11.82
HBC,510.0,14.0,0.0,0.71,0.71
HBSch,510.0,263.13,2.53,0.75,253.25
All,511.0,3834.8,274.1,64.59,552.06
HBW,511.0,802.89,15.93,16.32,32.25
HBO,511.0,2338.35,238.27,43.72,281.99
NHB,511.0,449.97,17.74,2.68,20.42
HBC,511.0,19.0,0.0,1.23,1.23
HBSch,511.0,224.59,2.16,0.64,216.16
All,512.0,3750.86,261.04,67.28,524.13
HBW,512.0,747.04,20.05,16.65,36.7
HBO,512.0,2174.62,214.95,43.82,258.77
NHB,512.0,588.06,24.06,3.72,27.78
HBC,512.0,35.0,0.0,2.5,2.5
HBSch,512.0,206.14,1.98,0.59,198.38
All,513.0,4959.61,241.78,63.74,573.56
HBW,513.0,1187.6,4.38,13.68,18.07
HBO,513.0,3108.76,223.66,47.34,270.99
NHB,513.0,353.04,11.03,1.91,12.94
HBC,513.0,28.01,0.0,0.0,0.0
HBSch,513.0,282.19,2.71,0.8,271.55
All,514.0,2343.59,113.2,28.37,248.58
HBW,514.0,438.48,6.79,5.92,12.71
HBO,514.0,1192.34,85.41,18.83,104.23
NHB,514.0,594.08,19.92,3.3,23.22
HBC,514.0,6.0,0.0,0.0,0.0
HBSch,514.0,112.69,1.08,0.32,108.41
All,515.0,3278.64,154.64,43.99,422.98
HBW,515.0,700.42,6.01,9.67,15.67
HBO,515.0,2079.63,139.22,32.3,171.52
NHB,515.0,231.37,7.15,1.36,8.5
HBC,515.0,31.01,0.0,0.0,0.0
HBSch,515.0,236.21,2.27,0.67,227.28
All,516.0,3940.86,222.01,61.36,493.28
HBW,516.0,827.2,16.97,15.18,32.15
HBO,516.0,2343.84,187.46,41.03,228.49
NHB,516.0,529.79,15.45,3.17,18.63
HBC,516.0,19.0,0.0,1.35,1.35
HBSch,516.0,221.04,2.12,0.63,212.67
All,517.0,5478.87,381.63,97.23,791.33
HBW,517.0,1192.33,16.14,25.22,41.37
HBO,517.0,3508.14,346.26,65.77,412.03
NHB,517.0,409.46,16.07,2.48,18.55
HBC,517.0,40.0,0.0,2.83,2.83
HBSch,517.0,328.94,3.16,0.94,316.56
All,518.0,2564.87,165.22,37.02,289.08
HBW,518.0,334.4,11.63,7.84,19.47
HBO,518.0,1004.52,101.65,21.39,123.04
NHB,518.0,1120.56,51.06,6.58,57.64
HBC,518.0,14.0,0.0,0.95,0.95
HBSch,518.0,91.4,0.88,0.26,87.98
All,519.0,1970.26,90.35,11.72,102.7
HBW,519.0,2.27,0.09,0.03,0.13
HBO,519.0,14.63,0.85,0.15,1.0
NHB,519.0,1952.69,89.4,11.54,100.94
HBC,519.0,0.0,0.0,0.0,0.0
HBSch,519.0,0.66,0.01,0.0,0.63
All,520.0,6625.49,328.45,85.21,873.26
HBW,520.0,1421.81,7.62,17.25,24.88
HBO,520.0,4257.8,303.94,64.36,368.3
NHB,520.0,389.03,12.25,2.22,14.47
HBC,520.0,73.01,0.0,0.0,0.0
HBSch,520.0,483.84,4.64,1.38,465.62
All,521.0,5508.99,301.15,68.83,674.71
HBW,521.0,985.9,17.76,14.42,32.18
HBO,521.0,2926.65,230.18,46.36,276.54
NHB,521.0,1219.63,50.14,7.14,57.28
HBC,521.0,56.0,0.0,0.0,0.0
HBSch,521.0,320.81,3.08,0.91,308.72
All,522.0,3468.38,195.2,44.34,360.66
HBW,522.0,582.46,14.56,10.41,24.96
HBO,522.0,1485.23,126.6,25.76,152.36
NHB,522.0,1256.15,52.83,7.54,60.37
HBC,522.0,17.0,0.0,0.26,0.26
HBSch,522.0,127.53,1.22,0.36,122.7
All,523.0,4860.96,308.37,88.58,648.54
HBW,523.0,1135.56,15.65,24.7,40.35
HBO,523.0,3024.34,276.35,56.74,333.09
NHB,523.0,377.19,13.83,2.39,16.22
HBC,523.0,59.0,0.0,4.01,4.01
HBSch,523.0,264.86,2.54,0.76,254.89
All,524.0,3789.0,240.22,69.51,493.71
HBW,524.0,917.05,10.84,19.81,30.65
HBO,524.0,2339.01,217.11,43.88,260.99
NHB,524.0,291.27,10.41,1.83,12.24
HBC,524.0,48.0,0.0,3.44,3.44
HBSch,524.0,193.67,1.86,0.55,186.39
All,525.0,2773.74,199.14,50.69,392.18
HBW,525.0,635.31,9.35,14.38,23.73
HBO,525.0,1765.47,179.72,33.51,213.23
NHB,525.0,208.15,8.64,1.31,9.94
HBC,525.0,15.0,0.0,1.06,1.06
HBSch,525.0,149.81,1.44,0.43,144.22
All,526.0,4679.04,313.25,68.97,533.66
HBW,526.0,668.86,31.73,16.45,48.18
HBO,526.0,1891.38,188.77,38.93,227.69
NHB,526.0,1948.39,91.22,12.36,103.58
HBC,526.0,11.0,0.0,0.78,0.78
HBSch,526.0,159.4,1.53,0.45,153.42
All,527.0,0.0,0.0,0.0,0.0
HBW,527.0,0.0,0.0,0.0,0.0
HBO,527.0,0.0,0.0,0.0,0.0
NHB,527.0,0.0,0.0,0.0,0.0
HBC,527.0,0.0,0.0,0.0,0.0
HBSch,527.0,0.0,0.0,0.0,0.0
All,528.0,2790.54,171.44,50.3,358.09
HBW,528.0,653.25,9.43,13.71,23.13
HBO,528.0,1769.26,153.6,33.54,187.14
NHB,528.0,210.5,6.88,1.4,8.28
HBC,528.0,14.0,0.16,1.24,1.4
HBSch,528.0,143.53,1.38,0.41,138.14
All,529.0,2423.95,142.67,49.3,305.98
HBW,529.0,542.83,11.36,12.91,24.27
HBO,529.0,1529.14,123.39,32.73,156.13
NHB,529.0,213.98,6.37,1.43,7.8
HBC,529.0,18.0,0.4,1.89,2.29
HBSch,529.0,119.99,1.15,0.34,115.5
All,530.0,5273.08,370.24,95.31,719.66
HBW,530.0,1222.47,23.22,25.05,48.27
HBO,530.0,3272.13,326.71,62.09,388.8
NHB,530.0,459.93,17.74,3.0,20.74
HBC,530.0,51.0,0.0,4.41,4.41
HBSch,530.0,267.56,2.57,0.76,257.44
All,531.0,2583.12,198.72,50.68,362.5
HBW,531.0,535.13,12.46,13.16,25.62
HBO,531.0,1504.45,164.8,33.26,198.06
NHB,531.0,413.5,20.05,2.77,22.83
HBC,531.0,11.0,0.25,1.15,1.4
HBSch,531.0,119.04,1.14,0.34,114.59
All,532.0,4825.58,324.52,36.61,361.13
HBW,532.0,0.0,0.0,0.0,0.0
HBO,532.0,0.0,0.0,0.0,0.0
NHB,532.0,4825.58,324.52,36.61,361.13
HBC,532.0,0.0,0.0,0.0,0.0
HBSch,532.0,0.0,0.0,0.0,0.0
All,533.0,3140.06,245.77,38.62,315.79
HBW,533.0,177.93,14.12,5.86,19.98
HBO,533.0,497.12,67.72,14.31,82.03
NHB,533.0,2420.97,163.0,17.37,180.37
HBC,533.0,11.01,0.61,0.99,1.6
HBSch,533.0,33.03,0.32,0.09,31.81
All,534.0,805.91,29.81,5.01,35.19
HBW,534.0,2.53,0.22,0.08,0.29
HBO,534.0,11.39,0.9,0.15,1.05
NHB,534.0,791.58,28.68,4.79,33.47
HBC,534.0,0.0,0.0,0.0,0.0
HBSch,534.0,0.4,0.0,0.0,0.38
All,535.0,6450.87,400.73,70.91,580.75
HBW,535.0,562.2,24.18,12.01,36.19
HBO,535.0,1439.58,146.22,29.15,175.36
NHB,535.0,4313.24,229.23,27.53,256.76
HBC,535.0,21.0,0.0,1.9,1.9
HBSch,535.0,114.86,1.1,0.33,110.54
All,536.0,1589.88,77.88,10.39,88.27
HBW,536.0,0.0,0.0,0.0,0.0
HBO,536.0,0.0,0.0,0.0,0.0
NHB,536.0,1589.88,77.88,10.39,88.27
HBC,536.0,0.0,0.0,0.0,0.0
HBSch,536.0,0.0,0.0,0.0,0.0
All,537.0,5263.82,370.79,93.88,661.78
HBW,537.0,1035.99,30.91,24.54,55.45
HBO,537.0,2742.24,288.2,57.08,345.27
NHB,537.0,1235.11,49.69,7.64,57.32
HBC,537.0,43.0,0.0,4.04,4.04
HBSch,537.0,207.47,1.99,0.59,199.7
All,538.0,5552.75,336.59,63.56,481.44
HBW,538.0,366.54,16.3,10.46,26.76
HBO,538.0,1074.53,108.47,24.8,133.27
NHB,538.0,4002.13,211.0,25.82,236.82
HBC,538.0,24.0,0.0,2.24,2.24
HBSch,538.0,85.55,0.82,0.24,82.34
All,539.0,1774.64,89.82,36.0,214.74
HBW,539.0,404.78,3.02,10.8,13.82
HBO,539.0,1114.59,81.94,22.86,104.79
NHB,539.0,150.7,3.97,0.97,4.93
HBC,539.0,11.01,0.0,1.11,1.11
HBSch,539.0,93.57,0.9,0.27,90.09
All,540.0,49.87,0.68,0.33,1.0
HBW,540.0,0.0,0.0,0.0,0.0
HBO,540.0,0.0,0.0,0.0,0.0
NHB,540.0,49.87,0.68,0.33,1.0
HBC,540.0,0.0,0.0,0.0,0.0
HBSch,540.0,0.0,0.0,0.0,0.0
All,541.0,0.0,0.0,0.0,0.0
HBW,541.0,0.0,0.0,0.0,0.0
HBO,541.0,0.0,0.0,0.0,0.0
NHB,541.0,0.0,0.0,0.0,0.0
HBC,541.0,0.0,0.0,0.0,0.0
HBSch,541.0,0.0,0.0,0.0,0.0
All,542.0,2896.22,239.65,61.98,464.8
HBW,542.0,626.07,11.83,16.3,28.13
HBO,542.0,1855.42,214.89,41.95,256.84
NHB,542.0,225.96,10.69,1.58,12.28
HBC,542.0,17.0,0.59,1.65,2.24
HBSch,542.0,171.77,1.65,0.49,165.31
All,543.0,7980.54,591.6,162.48,1209.15
HBW,543.0,1757.47,33.78,39.89,73.66
HBO,543.0,4966.17,514.93,100.74,615.67
NHB,543.0,618.79,25.04,4.31,29.35
HBC,543.0,159.0,13.25,16.18,29.43
HBSch,543.0,479.11,4.6,1.37,461.04
All,544.0,3363.19,277.82,90.96,542.1
HBW,544.0,711.57,10.19,25.14,35.33
HBO,544.0,2130.07,254.15,55.18,309.33
NHB,544.0,257.14,9.76,1.77,11.53
HBC,544.0,82.0,1.98,8.36,10.34
HBSch,544.0,182.41,1.75,0.52,175.58
All,545.0,2963.82,247.46,80.4,487.4
HBW,545.0,608.74,11.13,20.81,31.94
HBO,545.0,1862.49,220.94,47.92,268.86
NHB,545.0,238.66,8.71,1.64,10.36
HBC,545.0,86.0,5.06,9.55,14.61
HBSch,545.0,167.94,1.61,0.48,161.63
All,546.0,3653.21,228.38,72.32,487.07
HBW,546.0,846.42,7.5,21.28,28.78
HBO,546.0,2317.74,210.53,46.13,256.66
NHB,546.0,268.86,8.21,1.81,10.02
HBC,546.0,24.01,0.27,2.54,2.81
HBSch,546.0,196.18,1.88,0.56,188.81
All,547.0,3836.74,275.97,71.46,534.71
HBW,547.0,863.5,14.03,19.56,33.59
HBO,547.0,2397.42,246.87,44.89,291.76
NHB,547.0,341.67,12.01,2.3,14.32
HBC,547.0,37.0,1.17,4.14,5.31
HBSch,547.0,197.15,1.89,0.56,189.73
All,548.0,2596.46,226.39,64.89,418.87
HBW,548.0,474.74,16.05,17.3,33.35
HBO,548.0,1569.78,193.08,41.89,234.97
NHB,548.0,391.64,14.54,2.62,17.16
HBC,548.0,26.0,1.43,2.69,4.13
HBSch,548.0,134.3,1.29,0.38,129.26
All,549.0,784.56,33.53,5.12,39.26
HBW,549.0,3.72,0.28,0.08,0.36
HBO,549.0,14.02,1.03,0.14,1.18
NHB,549.0,766.18,32.21,4.9,37.12
HBC,549.0,0.0,0.0,0.0,0.0
HBSch,549.0,0.63,0.01,0.0,0.61
All,550.0,1234.5,89.35,19.19,137.0
HBW,550.0,170.83,9.38,4.54,13.92
HBO,550.0,498.84,58.2,10.64,68.85
NHB,550.0,529.87,21.28,3.39,24.67
HBC,550.0,5.0,0.19,0.53,0.72
HBSch,550.0,29.95,0.29,0.08,28.84
All,551.0,3020.1,139.95,59.65,343.59
HBW,551.0,711.96,6.21,15.41,21.63
HBO,551.0,1836.32,126.08,33.07,159.15
NHB,551.0,224.25,5.05,1.45,6.5
HBC,551.0,96.0,1.15,9.29,10.43
HBSch,551.0,151.56,1.45,0.43,145.88
All,552.0,96.46,2.2,0.72,4.43
HBW,552.0,2.34,0.03,0.04,0.07
HBO,552.0,12.11,0.61,0.19,0.8
NHB,552.0,80.44,1.54,0.49,2.03
HBC,552.0,0.0,0.0,0.0,0.0
HBSch,552.0,1.58,0.02,0.0,1.53
All,553.0,1472.63,107.77,10.95,118.98
HBW,553.0,1.62,0.22,0.07,0.29
HBO,553.0,11.07,1.2,0.17,1.37
NHB,553.0,1459.68,106.35,10.71,117.07
HBC,553.0,0.0,0.0,0.0,0.0
HBSch,553.0,0.26,0.0,0.0,0.26
All,554.0,4565.07,398.95,70.23,605.8
HBW,554.0,451.73,35.17,12.93,48.1
HBO,554.0,1383.48,188.77,35.45,224.22
NHB,554.0,2554.05,169.78,18.79,188.57
HBC,554.0,32.0,3.86,2.65,6.51
HBSch,554.0,143.81,1.38,0.41,138.41
All,555.0,1591.82,142.0,30.13,246.43
HBW,555.0,244.31,13.12,7.02,20.14
HBO,555.0,736.54,96.68,18.29,114.98
NHB,555.0,524.77,29.93,3.89,33.82
HBC,555.0,8.0,1.52,0.71,2.22
HBSch,555.0,78.19,0.75,0.22,75.27
All,556.0,2445.83,242.56,58.34,453.43
HBW,556.0,527.69,20.96,15.53,36.49
HBO,556.0,1556.99,204.89,38.96,243.85
NHB,556.0,174.59,8.92,1.34,10.25
HBC,556.0,26.0,6.26,2.05,8.3
HBSch,556.0,160.57,1.54,0.46,154.53
All,557.0,2978.59,316.97,70.04,575.91
HBW,557.0,636.1,25.2,18.62,43.82
HBO,557.0,1916.31,271.14,47.37,318.51
NHB,557.0,200.35,9.94,1.54,11.48
HBC,557.0,27.0,8.78,1.94,10.72
HBSch,557.0,198.83,1.91,0.57,191.38
All,558.0,1474.71,126.34,33.83,251.97
HBW,558.0,304.87,11.08,8.5,19.59
HBO,558.0,922.43,105.04,22.64,127.68
NHB,558.0,136.79,7.77,1.03,8.8
HBC,558.0,14.0,1.52,1.39,2.91
HBSch,558.0,96.62,0.93,0.28,93.0
All,559.0,187.23,8.38,1.4,9.79
HBW,559.0,0.0,0.0,0.0,0.0
HBO,559.0,0.0,0.0,0.0,0.0
NHB,559.0,187.23,8.38,1.4,9.79
HBC,559.0,0.0,0.0,0.0,0.0
HBSch,559.0,0.0,0.0,0.0,0.0
All,560.0,2976.04,259.12,65.46,495.11
HBW,560.0,634.59,18.25,16.81,35.06
HBO,560.0,1881.11,223.29,44.26,267.56
NHB,560.0,212.82,9.33,1.54,10.87
HBC,560.0,68.0,6.52,2.33,8.85
HBSch,560.0,179.53,1.72,0.51,172.77
All,561.0,3871.13,417.18,83.3,708.83
HBW,561.0,835.13,35.96,21.33,57.3
HBO,561.0,2425.6,346.38,55.14,401.52
NHB,561.0,340.04,17.23,2.59,19.82
HBC,561.0,51.0,15.5,3.62,19.12
HBSch,561.0,219.36,2.1,0.63,211.08
All,562.0,1332.02,88.27,23.37,178.75
HBW,562.0,315.86,6.25,6.36,12.61
HBO,562.0,787.17,75.23,14.81,90.04
NHB,562.0,149.35,5.03,1.03,6.06
HBC,562.0,9.0,1.08,0.97,2.04
HBSch,562.0,70.64,0.68,0.2,67.99
All,563.0,4413.19,323.89,90.8,660.32
HBW,563.0,1006.86,23.92,23.12,47.03
HBO,563.0,2764.86,271.65,58.16,329.81
NHB,563.0,311.84,11.41,2.32,13.72
HBC,563.0,71.0,14.43,6.47,20.9
HBSch,563.0,258.63,2.48,0.74,248.86
All,564.0,3156.86,208.11,56.65,418.77
HBW,564.0,776.14,12.74,14.32,27.07
HBO,564.0,1947.45,180.65,35.93,216.58
NHB,564.0,224.15,8.44,1.54,9.98
HBC,564.0,47.0,4.72,4.39,9.12
HBSch,564.0,162.12,1.56,0.46,156.03
All,565.0,2239.36,143.68,49.96,292.79
HBW,565.0,476.37,8.96,12.48,21.43
HBO,565.0,1421.93,125.35,31.21,156.56
NHB,565.0,189.7,6.2,1.25,7.45
HBC,565.0,47.0,2.16,4.72,6.89
HBSch,565.0,104.36,1.0,0.3,100.46
All,566.0,4900.36,332.11,78.63,663.82
HBW,566.0,1091.47,29.91,17.98,47.89
HBO,566.0,2883.09,271.03,52.18,323.2
NHB,566.0,618.37,24.8,4.06,28.85
HBC,566.0,41.0,3.82,3.65,7.47
HBSch,566.0,266.42,2.56,0.76,256.4
All,567.0,1422.41,48.74,17.65,131.11
HBW,567.0,346.37,0.97,2.92,3.89
HBO,567.0,859.94,45.06,13.13,58.19
NHB,567.0,99.93,1.92,0.52,2.45
HBC,567.0,48.0,0.13,0.88,1.01
HBSch,567.0,68.17,0.65,0.19,65.56
All,568.0,7754.46,564.69,136.19,1018.26
HBW,568.0,1760.28,41.96,36.6,78.55
HBO,568.0,4639.76,477.45,88.23,565.67
NHB,568.0,974.28,40.72,5.97,46.69
HBC,568.0,46.0,1.37,4.44,5.81
HBSch,568.0,334.14,3.21,0.95,321.53
All,569.0,2903.19,202.88,34.76,329.08
HBW,569.0,431.19,18.55,6.66,25.22
HBO,569.0,1132.22,120.63,18.72,139.35
NHB,569.0,1213.54,62.12,7.45,69.57
HBC,569.0,30.0,0.65,1.65,2.3
HBSch,569.0,96.25,0.92,0.27,92.64
All,570.0,8810.94,748.34,138.82,1324.33
HBW,570.0,1838.85,73.11,29.77,102.88
HBO,570.0,5201.23,610.02,93.34,703.36
NHB,570.0,1211.62,58.68,6.97,65.65
HBC,570.0,99.01,2.11,7.44,9.55
HBSch,570.0,460.23,4.42,1.31,442.89
All,571.0,3492.92,192.61,45.77,408.95
HBW,571.0,791.54,12.04,8.06,20.1
HBO,571.0,2054.07,166.24,30.04,196.28
NHB,571.0,395.74,12.09,2.03,14.11
HBC,571.0,72.0,0.52,5.14,5.66
HBSch,571.0,179.57,1.72,0.51,172.8
All,572.0,8015.1,628.89,121.01,1011.3
HBW,572.0,1538.98,65.02,29.15,94.17
HBO,572.0,3703.0,438.57,65.31,503.88
NHB,572.0,2327.94,120.96,13.46,134.42
HBC,572.0,170.0,1.7,12.3,14.0
HBSch,572.0,275.19,2.64,0.79,264.83
All,573.0,2576.97,79.07,26.97,239.43
HBW,573.0,618.03,1.23,3.96,5.19
HBO,573.0,1588.74,74.03,20.23,94.27
NHB,573.0,173.79,2.46,0.73,3.19
HBC,573.0,56.0,0.0,1.64,1.64
HBSch,573.0,140.42,1.35,0.4,135.14
All,574.0,737.99,20.28,11.72,66.92
HBW,574.0,178.16,0.47,3.0,3.47
HBO,574.0,464.23,18.79,7.64,26.43
NHB,574.0,52.86,0.67,0.28,0.95
HBC,574.0,6.0,0.0,0.7,0.7
HBSch,574.0,36.75,0.35,0.1,35.37
All,575.0,2680.51,149.11,33.7,277.96
HBW,575.0,570.8,8.94,7.01,15.95
HBO,575.0,1411.48,121.79,22.33,144.12
NHB,575.0,585.08,17.42,2.55,19.97
HBC,575.0,13.0,0.0,1.52,1.52
HBSch,575.0,100.15,0.96,0.29,96.4
All,576.0,271.65,6.81,1.36,10.9
HBW,576.0,14.59,0.31,0.12,0.43
HBO,576.0,39.97,2.18,0.41,2.59
NHB,576.0,214.28,4.3,0.82,5.13
HBC,576.0,0.0,0.0,0.0,0.0
HBSch,576.0,2.81,0.03,0.01,2.76
All,577.0,0.0,0.0,0.0,0.0
HBW,577.0,0.0,0.0,0.0,0.0
HBO,577.0,0.0,0.0,0.0,0.0
NHB,577.0,0.0,0.0,0.0,0.0
HBC,577.0,0.0,0.0,0.0,0.0
HBSch,577.0,0.0,0.0,0.0,0.0
All,578.0,0.0,0.0,0.0,0.0
HBW,578.0,0.0,0.0,0.0,0.0
HBO,578.0,0.0,0.0,0.0,0.0
NHB,578.0,0.0,0.0,0.0,0.0
HBC,578.0,0.0,0.0,0.0,0.0
HBSch,578.0,0.0,0.0,0.0,0.0
All,579.0,198.35,2.2,2.74,10.13
HBW,579.0,54.84,0.02,0.61,0.63
HBO,579.0,120.35,2.08,2.01,4.09
NHB,579.0,17.71,0.05,0.1,0.15
HBC,579.0,0.0,0.0,0.0,0.0
HBSch,579.0,5.45,0.05,0.02,5.27
All,580.0,0.0,0.0,0.0,0.0
HBW,580.0,0.0,0.0,0.0,0.0
HBO,580.0,0.0,0.0,0.0,0.0
NHB,580.0,0.0,0.0,0.0,0.0
HBC,580.0,0.0,0.0,0.0,0.0
HBSch,580.0,0.0,0.0,0.0,0.0
All,581.0,0.0,0.0,0.0,0.0
HBW,581.0,0.0,0.0,0.0,0.0
HBO,581.0,0.0,0.0,0.0,0.0
NHB,581.0,0.0,0.0,0.0,0.0
HBC,581.0,0.0,0.0,0.0,0.0
HBSch,581.0,0.0,0.0,0.0,0.0
All,582.0,128.28,0.86,0.4,10.32
HBW,582.0,27.71,0.0,0.02,0.02
HBO,582.0,79.41,0.74,0.33,1.07
NHB,582.0,11.64,0.02,0.02,0.04
HBC,582.0,0.0,0.0,0.0,0.0
HBSch,582.0,9.52,0.09,0.03,9.18
All,583.0,481.7,4.52,2.91,35.98
HBW,583.0,116.16,0.0,0.28,0.29
HBO,583.0,298.46,4.09,2.43,6.52
NHB,583.0,36.97,0.14,0.11,0.25
HBC,583.0,0.0,0.0,0.0,0.0
HBSch,583.0,30.1,0.29,0.09,28.93
All,584.0,292.23,3.72,2.16,24.74
HBW,584.0,60.27,0.01,0.28,0.29
HBO,584.0,172.38,3.42,1.75,5.17
NHB,584.0,16.77,0.11,0.07,0.18
HBC,584.0,23.0,0.0,0.0,0.0
HBSch,584.0,19.81,0.19,0.06,19.1
All,585.0,316.58,5.19,2.97,29.32
HBW,585.0,72.69,0.03,0.46,0.49
