Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,M821_5YR2023,pk,     37.33,     83.02,     26.98,     30.00,      2.00,    447.96,    194.74,    194.74,     27.31,    167.43,     27.32,    167.42
      4.00,M823_5RY2023,pk,     19.12,     55.97,     20.50,     30.00,      2.00,    229.44,    156.62,    156.62,     12.41,    144.21,     12.42,    144.20
      4.00,M831_WPr,pk,     23.68,     79.42,     17.89,     30.00,      2.00,    284.16,    563.16,    563.16,     15.69,    547.47,     15.70,    547.46
      4.00,M833_CntPr,pk,      9.75,     28.27,     20.69,     60.00,      1.00,     58.50,     34.96,     34.96,      1.04,     33.92,      1.03,     33.93
      4.00,M834_EstPr,pk,     25.64,     79.18,     19.43,     30.00,      2.00,    307.68,    209.88,    209.87,     14.80,    195.08,     14.80,    195.07
      4.00,M841_UVU,pk,      5.32,     19.52,     16.35,     30.00,      2.00,     63.84,     59.14,     59.14,      1.27,     57.87,      1.25,     57.89
      4.00,M850_StateStree,pk,     45.58,    147.51,     18.54,     15.00,      4.00,   1093.92,   1149.42,   1149.32,    119.93,   1029.49,    119.85,   1029.47
      4.00,M862_Orem,pk,     28.28,     92.72,     18.30,     30.00,      2.00,    339.36,    656.05,    656.07,    110.01,    546.04,    110.00,    546.07
      4.00,M864_Thanksgivi,pk,      7.25,     24.73,     17.59,     30.00,      2.00,     87.00,     74.42,     74.43,      4.81,     69.61,      4.81,     69.62
      4.00,M871_SLtoUtahCn,pk,     26.46,     70.70,     22.46,     30.00,      2.00,    317.52,     82.68,     82.67,     11.10,     71.58,     11.10,     71.57
      4.00,O600,pk,     46.04,    145.95,     18.93,     15.00,      4.00,   1104.96,    806.66,    806.65,     62.82,    743.84,     62.82,    743.83
      4.00,O601,pk,      3.70,     16.47,     13.48,     20.00,      3.00,     66.60,     10.74,     10.74,      0.24,     10.50,      0.24,     10.50
      4.00,O604,pk,     14.00,     44.05,     19.07,     30.00,      2.00,    168.00,     47.09,     47.11,     11.20,     35.89,     11.19,     35.92
      4.00,O607,pk,     20.92,     61.85,     20.29,     30.00,      2.00,    251.04,    253.06,    252.99,     30.21,    222.85,     30.19,    222.80
      4.00,O609,pk,     42.50,    118.69,     21.48,     30.00,      2.00,    510.00,    693.46,    693.42,    237.09,    456.37,    237.09,    456.33
      4.00,O612,pk,     26.20,     78.37,     20.06,     15.00,      4.00,    628.80,    468.35,    468.36,     19.15,    449.20,     19.14,    449.22
      4.00,O614,pk,     17.94,     52.50,     20.50,     30.00,      2.00,    215.28,     50.28,     50.34,      0.55,     49.73,      0.56,     49.78
      4.00,O615,pk,     15.08,     43.70,     20.70,     30.00,      2.00,    180.96,    261.00,    260.93,     23.14,    237.86,     23.13,    237.80
      4.00,O626,pk,     28.38,     76.72,     22.19,     30.00,      2.00,    340.56,    153.45,    153.45,     12.78,    140.67,     12.81,    140.64
      4.00,O627,pk,     18.58,     54.97,     20.28,     30.00,      2.00,    222.96,     92.95,     92.93,     10.80,     82.15,     10.79,     82.14
