Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,M821_5YR2023,pk,     37.33,     83.02,     26.98,     30.00,      2.00,    447.96,    175.15,    175.16,     27.25,    147.90,     27.29,    147.87
      4.00,M823_5RY2023,pk,     19.12,     55.97,     20.50,     30.00,      2.00,    229.44,    124.48,    124.50,     12.02,    112.46,     12.02,    112.48
      4.00,M831_WPr,pk,     23.68,     79.42,     17.89,     30.00,      2.00,    284.16,    558.95,    558.99,     14.83,    544.12,     14.87,    544.12
      4.00,M833_CntPr,pk,      9.75,     28.27,     20.69,     60.00,      1.00,     58.50,     25.92,     25.90,      0.97,     24.95,      0.95,     24.95
      4.00,M834_EstPr,pk,     25.64,     79.18,     19.43,     30.00,      2.00,    307.68,    194.90,    194.92,     11.32,    183.58,     11.32,    183.60
      4.00,M841_UVU,pk,      5.32,     19.52,     16.35,     30.00,      2.00,     63.84,     53.85,     53.85,      1.11,     52.74,      1.10,     52.75
      4.00,M850_StateStree,pk,     45.58,    147.51,     18.54,     15.00,      4.00,   1093.92,   1136.50,   1136.51,    135.42,   1001.08,    135.42,   1001.09
      4.00,M862_Orem,pk,     28.28,     92.72,     18.30,     30.00,      2.00,    339.36,    658.72,    658.68,    110.94,    547.78,    110.95,    547.73
      4.00,M864_Thanksgivi,pk,      7.25,     24.73,     17.59,     30.00,      2.00,     87.00,     55.92,     55.91,      3.31,     52.61,      3.30,     52.61
      4.00,M871_SLtoUtahCn,pk,     26.46,     70.70,     22.46,     30.00,      2.00,    317.52,     70.54,     70.54,     10.06,     60.48,     10.06,     60.48
      4.00,O600,pk,     46.04,    145.95,     18.93,     15.00,      4.00,   1104.96,    727.83,    727.71,     49.88,    677.95,     49.85,    677.86
      4.00,O601,pk,      3.70,     16.47,     13.48,     20.00,      3.00,     66.60,     10.99,     10.98,      0.26,     10.73,      0.27,     10.71
      4.00,O604,pk,     14.00,     44.05,     19.07,     30.00,      2.00,    168.00,     46.17,     46.19,     10.82,     35.35,     10.84,     35.35
      4.00,O607,pk,     20.92,     61.85,     20.29,     30.00,      2.00,    251.04,    228.36,    228.45,     25.79,    202.57,     25.78,    202.67
      4.00,O609,pk,     42.50,    118.69,     21.48,     30.00,      2.00,    510.00,    690.10,    690.04,    238.63,    451.47,    238.67,    451.37
      4.00,O612,pk,     26.20,     78.37,     20.06,     15.00,      4.00,    628.80,    479.10,    479.05,     20.45,    458.65,     20.41,    458.64
      4.00,O614,pk,     17.94,     52.50,     20.50,     30.00,      2.00,    215.28,     51.48,     51.49,      0.60,     50.88,      0.60,     50.89
