Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,M821_5YR2023,pk,     37.33,     83.02,     26.98,     30.00,      2.00,    447.96,    192.67,    192.67,     26.83,    165.84,     26.82,    165.85
      4.00,M823_5RY2023,pk,     19.12,     55.97,     20.50,     30.00,      2.00,    229.44,    152.60,    152.54,     12.18,    140.42,     12.17,    140.37
      4.00,M831_WPr,pk,     23.68,     79.42,     17.89,     30.00,      2.00,    284.16,    563.98,    564.09,     15.49,    548.49,     15.52,    548.57
      4.00,M833_CntPr,pk,      9.75,     28.27,     20.69,     60.00,      1.00,     58.50,     34.08,     34.10,      1.03,     33.05,      1.01,     33.09
      4.00,M834_EstPr,pk,     25.64,     79.18,     19.43,     30.00,      2.00,    307.68,    207.61,    207.60,     13.97,    193.64,     13.99,    193.61
      4.00,M841_UVU,pk,      5.32,     19.52,     16.35,     30.00,      2.00,     63.84,     58.47,     58.48,      1.22,     57.25,      1.21,     57.27
      4.00,M850_StateStree,pk,     45.58,    147.51,     18.54,     15.00,      4.00,   1093.92,   1150.39,   1150.32,    121.05,   1029.34,    120.98,   1029.34
      4.00,M862_Orem,pk,     28.28,     92.72,     18.30,     30.00,      2.00,    339.36,    657.45,    657.42,    110.10,    547.35,    110.09,    547.33
      4.00,M864_Thanksgivi,pk,      7.25,     24.73,     17.59,     30.00,      2.00,     87.00,     72.14,     72.13,      4.38,     67.76,      4.37,     67.76
      4.00,M871_SLtoUtahCn,pk,     26.46,     70.70,     22.46,     30.00,      2.00,    317.52,     81.31,     81.33,     10.74,     70.57,     10.74,     70.59
      4.00,O600,pk,     46.04,    145.95,     18.93,     15.00,      4.00,   1104.96,    792.68,    792.70,     57.33,    735.35,     57.32,    735.38
      4.00,O601,pk,      3.70,     16.47,     13.48,     20.00,      3.00,     66.60,     10.85,     10.85,      0.25,     10.60,      0.25,     10.60
      4.00,O604,pk,     14.00,     44.05,     19.07,     30.00,      2.00,    168.00,     46.87,     46.85,     10.73,     36.14,     10.72,     36.13
      4.00,O607,pk,     20.92,     61.85,     20.29,     30.00,      2.00,    251.04,    249.85,    249.83,     28.55,    221.30,     28.52,    221.31
      4.00,O609,pk,     42.50,    118.69,     21.48,     30.00,      2.00,    510.00,    693.32,    693.36,    237.18,    456.14,    237.24,    456.12
      4.00,O612,pk,     26.20,     78.37,     20.06,     15.00,      4.00,    628.80,    476.74,    476.65,     19.77,    456.97,     19.74,    456.91
      4.00,O614,pk,     17.94,     52.50,     20.50,     30.00,      2.00,    215.28,     51.32,     51.36,      0.56,     50.76,      0.56,     50.80
      4.00,O615,pk,     15.08,     43.70,     20.70,     30.00,      2.00,    180.96,    261.18,    261.18,     23.18,    238.00,     23.17,    238.01
      4.00,O626,pk,     28.38,     76.72,     22.19,     30.00,      2.00,    340.56,    150.65,    150.67,     12.49,    138.16,     12.51,    138.16
      4.00,O627,pk,     18.58,     54.97,     20.28,     30.00,      2.00,    222.96,     91.36,     91.32,      9.79,     81.57,      9.77,     81.55
      4.00,O628,pk,     12.92,     44.00,     17.62,     30.00,      2.00,    155.04,     98.78,     98.80,     15.55,     83.23,     15.59,     83.21
      4.00,O630,pk,     48.72,     97.88,     29.87,     60.00,      1.00,    292.32,    230.72,    230.62,     21.87,    208.85,     21.84,    208.78
      4.00,O640,pk,     35.10,    110.69,     19.03,     30.00,      2.00,    421.20,    564.32,    564.28,    137.53,    426.79,    137.48,    426.80
      4.00,O667,pk,      2.75,      9.46,     17.44,     30.00,      2.00,     33.00,      0.78,      0.78,         0,      0.78,         0,      0.78
      4.00,OF605,pk,     14.18,     48.56,     17.52,     60.00,      1.00,     85.08,    140.87,    140.82,      7.66,    133.21,      7.65,    133.17
      4.00,OF618,pk,     14.04,     42.00,     20.06,     30.00,      2.00,    168.48,     88.82,     88.79,      8.79,     80.03,      8.77,     80.02
      4.00,OF620,pk,     16.66,     44.97,     22.23,     30.00,      2.00,    199.92,     94.83,     94.80,      8.41,     86.42,      8.39,     86.41
      4.00,OF638,pk,     13.40,     34.23,     23.49,     60.00,      1.00,     80.40,     13.87,     13.86,      0.10,     13.77,      0.10,     13.76
      4.00,S002,pk,      8.42,     39.15,     12.90,     15.00,      4.00,    202.08,   1010.62,   1010.64,    120.74,    889.88,    120.73,    889.91
      4.00,S004,pk,     23.85,     79.47,     18.01,     30.00,      2.00,    286.20,    798.73,    798.69,     35.29,    763.44,     35.27,    763.42
      4.00,S009,pk,     19.62,     72.49,     16.24,     15.00,      4.00,    470.88,   1176.34,   1176.37,     31.20,   1145.14,     31.20,   1145.17
      4.00,S017,pk,     15.42,     61.53,     15.04,     30.00,      2.00,    185.04,    536.62,    536.62,     70.26,    466.36,     70.27,    466.35
      4.00,S021,pk,     15.70,     58.29,     16.16,     15.00,      4.00,    376.80,   1303.06,   1302.99,    187.14,   1115.92,    187.10,   1115.89
      4.00,S033,pk,     12.54,     36.51,     20.61,     15.00,      4.00,    300.96,    350.46,    350.42,     14.96,    335.50,     14.95,    335.47
      4.00,S035,pk,     28.18,     87.08,     19.42,     15.00,      4.00,    676.32,    558.14,    558.08,     36.42,    521.72,     36.38,    521.70
      4.00,S039,pk,     22.92,     73.59,     18.69,     15.00,      4.00,    550.08,    794.46,    794.47,     44.27,    750.19,     44.31,    750.16
      4.00,S045,pk,     16.22,     49.81,     19.54,     15.00,      4.00,    389.28,    373.42,    373.39,     26.52,    346.90,     26.49,    346.90
      4.00,S047,pk,     25.68,     79.32,     19.43,     30.00,      2.00,    308.16,    255.63,    255.53,     10.26,    245.37,     10.25,    245.28
      4.00,S054,pk,     17.78,     54.00,     19.76,     15.00,      4.00,    426.72,    341.04,    341.02,     26.46,    314.58,     26.45,    314.57
      4.00,S062,pk,     20.26,     61.47,     19.78,     60.00,      1.00,    121.56,     52.19,     52.17,      1.11,     51.08,      1.10,     51.07
      4.00,S072,pk,     11.06,     38.76,     17.12,     30.00,      2.00,    132.72,    153.18,    153.18,      9.19,    143.99,      9.20,    143.98
