TAZID,TOTHH,HHPOP,RETL,FOOD,MANU,WSLE,OFFI,GVED,HLTH,OTHR,FM_AGRI,FM_MING,FM_CONS,HBJ
1211,0,0,448,7,1582,2953,274,106,0,398,0,0,252,0
1212,0,0,246,36,836,2550,414,169,105,1028,0,0,240,0
1213,0,0,505,680,1810,1688,882,839,28,3647,0,0,452,0
1214,0,0,83,13,1301,831,74,320,26,223,0,0,124,0
1215,0,0,35,2,401,331,14,16,0,194,0,916,44,0
1216,65,214.6221849,277,23,939,378,246,98,36,369,0,0,106,4
1217,274,1076.166964,171,151,13,126,335,268,254,685,0,5,101,19
1218,277.25,1186.027305,1,0,0,0,2,154,0,8,0,0,20,20
1219,341,1458.389472,13,1,0,2,17,7,0,9,0,0,17,24
1220,272,916.742247,16,24,0,0,11,16,0,17,0,0,53,19
1221,53,168.6320878,1,0,0,0,0,0,0,3,0,0,3,4
1222,29,97.09091053,73,23,150,153,84,222,84,427,0,0,55,2
1223,218,774.6806888,2,0,0,2,60,6,1,14,0,0,13,15
1224,0,0,7,2,150,105,4,10,0,38,0,0,14,0
1225,0,0,228,17,0,37,70,61,0,838,0,0,55,0
1226,63,130.8218307,426,107,41,157,91,92,0,569,0,0,84,20
1227,458,947.4365622,210,43,39,218,74,57,100,271,0,0,101,33
1228,392,807.4165967,41,65,4,310,126,80,1,292,0,0,215,30
1229,229,471.163404,6,151,4,5,55,46,68,88,0,0,62,19
1230,122,252.4453341,169,187,32,52,125,104,312,520,0,0,93,9
1231,476.25,1400.930765,35,83,1,22,91,780,85,239,0,0,85,39
1232,717.25,1599.235617,5,15,6,0,18,3,3,21,0,0,35,50
1233,557,1245.865258,6,53,6,0,26,108,32,0,0,0,35,40
1234,569,1312.294373,98,33,0,8,87,40,16,106,0,0,43,40
1235,616,1392.015582,23,95,0,21,51,107,58,99,0,0,51,47
1236,502,1136.505935,39,18,0,19,114,71,53,135,0,0,47,41
1237,190,466.0461454,0,20,0,1,2,1,0,8,0,0,10,13
1238,586,1389.965908,4,46,0,0,2,2,0,25,0,0,31,42
1239,213,580.5090659,0,0,0,0,0,0,0,0,0,0,9,15
1240,454,1204.967406,89,52,5,8,2,2,0,31,0,0,29,33
1241,328,985.2237291,46,8,0,0,0,63,0,0,0,0,19,23
1242,396,1473.729318,20,3,0,17,17,6,13,63,0,0,23,27
1243,403,909.6137979,298,160,19,18,65,64,30,416,0,0,69,32
1244,275,709.2868024,41,54,0,5,48,43,21,248,0,0,34,21
1245,502,1381.774138,0,0,0,0,0,29,0,0,0,0,23,34
1246,0,0,249,7,230,193,39,29,0,370,0,0,48,0
1247,0,0,73,76,75,2389,444,137,7,182,0,0,147,0
1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,10,32.70435126,124.25,19,567,220,189,103.25,0,695,0,0,100,1
1250,0,0,346,38,1,458,60,42,0,270,0,0,54,0
1251,0,0,55,7,0,134,53,48,0,114,0,0,18,0
1252,0,0,9,26,15,135,3,5,0,109,0,0,14,0
1253,48,76.65554956,929,270,2,103,188,145,9,609,0,0,105,3
1254,288,460.9552482,307,38,265,44,90,77,0,392,0,0,196,26
1255,382,611.20011,21,8,13,54,92,134,10,161,0,0,71,27
1256,423,677.6348041,33,36,1,15,52,31,23,160,0,0,36,29
1257,102,162.5098112,87,212,0,70,1424,143,11,509,0,0,114,7
1258,860.75,1476.629075,160,51,0,21,129,6299,7,465,0,0,360,70
1259,714,1432.912474,117,64,1,86,288,284,111,541,0,0,98,49
1260,764,1706.804921,42,146,0,6,38,33,48,191,0,0,56,52
1261,530,1243.816162,55,134,13,17,93,68,108,247,0,0,59,40
1262,443,812.5361642,31,20,0,1,44,14,24,94,0,0,32,33
1263,237,374.0796129,19,30,0,10,46,420,3,112,0,0,41,17
1264,475,904.5178978,23,164,1,5,47,22,108,102,0,0,42,34
1265,511.25,1400.426562,8,1,0,2,4,4,0,32,0,0,25,35
1266,469,1079.270338,11,0,0,1,0,0,0,10,0,0,22,34
1267,463,1204.969138,26,2,2,3,16,3,8,27,0,0,30,32
1268,599,1570.853709,105,9,0,2,22,76,1,83,0,0,45,44
1269,456,1076.201984,0,42,0,0,0,139,0,5,0,0,30,35
1270,433,1114.00974,0,9,0,0,0,0,0,0,0,0,19,30
1271,278.5,505.4082536,86,79,0,6,31,29,58,155,0,0,33,21
1272,249.5,401.163715,93,124,0,16,82,38,12,152,0,0,35,18
1273,1160,1864.261542,160,261,2,8,116,34,24,260,0,0,168,84
1274,260,478.0674847,124,201,4,8,45,26,9,206,0,0,46,20
1275,138.5,221.7900163,484,252,0,6,837,4,28,776,0,16,125,11
1276,608.5,961.2618159,95,63,3,74,109,28,21,348,0,0,62,44
1277,0,0,0,0,0,0,0,134.9999957,0,0,0,0,6,0
1278,484.0000019,1120.151262,1.000000004,4.000000016,0,0,16.00000006,27.00000011,20.00000008,37.00000014,0,0,27,36
1279,250,723.5893038,27,1,28,0,28,2,0,18,0,0,18,21
1280,699,1619.926592,36,41,0,5,184,33,31,249,0,0,59,52
1281,492,1261.182014,3,1,0,17,106,0,182,8,0,5,36,36
1282,348,726.6740133,31,5,0,31,2,2,0,9,0,0,22,24
1283,250,454.8162313,6,2,0,7,6,5,0,28,0,0,15,19
1284,457,888.1632207,5,2,0,3,6,4,0,12,0,0,26,38
1285,197,314.7987671,0,0,0,1,0,1,0,0,0,0,9,14
1286,516,919.8550497,13,8,0,3,19,2,0,68,0,0,28,37
1287,143,233.2877429,62,15,3,6,35,16,23,100,0,0,18,10
1288,220,353.6373249,298,279,0,25,326,15,210,186,0,0,68,16
1289,177,316.8388204,2,0,0,0,8,0,0,54,0,0,11,12
1290,744,1772.205927,0,14,33,0,22,0,9,49,0,0,39,53
1291,429,1393.001551,19,2,0,4,13,17,9,216,0,0,31,29
1292,338,956.6110295,17,34,0,14,15,28,4,197,0,0,29,25
1293,215,494.6655796,329,95,0,19,146,130,105,553,0,0,72,16
1294,0,0,0,0,0,0,0,0,0,30,0,0,1,0
1295,173,360.7819372,0,0,0,0,0,45,0,0,0,0,10,13
1296,382,791.0634589,0,0,18,0,0,0,0,7,0,0,19,28
1297,507,912.699662,38,12,0,9,121,40,61,169,0,0,45,39
1298,734,1996.011238,60,48,4,2,16,16,0,70,0,0,45,50
1299,343,765.5071835,16,1,3,2,13,87,0,23,0,0,21,23
1300,169,546.7762215,53,27,0,0,141,0,83,0,0,0,20,12
1301,593,1015.933245,641,98,0,10,145,72,32,984,0,0,113,42
1302,3,12.26398741,11,8,141,42,26,45,0,120,4,0,18,0
1303,354,1111.950637,35,18,0,72,66,146,9,209,5,0,41,25
1304,285,819.659418,2,1,0,3,4,7,0,11,8,0,26,20
1305,1,1,17,1,0,599,1,2,0,11,8,0,27,0
1306,1207.999976,4135.045484,39.99999921,57.99999885,0,22.99999955,71.99999858,423.9999916,10.99999978,203.999996,0,0,94,89
1307,414,1185.542643,4,0,0,0,1,45,0,4,0,0,20,28
1308,625,1842.697637,0,0,0,0,0,0,0,0,0,0,27,43
1309,964,3561.684191,2,0,0,2,2,44,0,11,0,0,44,66
1310,979.999992,3848.855426,8.999999927,0,0,0,0,0,0,6.999999943,0,0,52,67
1311,757,2590.791056,6,35,0,18,13,15,11,41,0,0,39,52
1312,976,2819.750186,25,7,0,6,14,86,4,32,1,0,71,71
1313,949,3464.595974,1,0,0,15,2,4,0,14,3,0,49,68
1314,649,1755.836433,13,78,21,11,5,85,0,51,0,0,40,44
1315,477,1646.454597,360,182,0,0,7,1,84,541,0,0,71,33
1316,1004,3782.43327,64,7,8.25,10,24,164,58,101,0,0,63,69
1317,82,280.0303101,5,1,0,45,9,21,0,51,6,0,10,6
1318,328,1133.406602,0,0,0,0,0,0,0,0,0,0,14,22
1319,0,0,14,2,181,128,11,46,0,122,0,0,23,0
1320,484,1694.487634,0,0,0,0,0,0,0,0,6,0,21,33
1321,0,0,12,2,8,317,204,29,0,117,0,0,31,0
1322,0,0,11,3,0,222,15,31,0,133,0,0,20,0
1323,0,0,35,1,0,21,10,4,0,31,0,0,5,0
1324,0,0,221,26,15,1199,105,130,0,1130,0,0,124,0
1325,0,0,63,7,273,1954,456,15,0,113,2,7,125,0
1326,0,0,340,0,1796,792,171,2,149,248,0,0,150,0
1327,338,1576.935193,53,42,1305,690,178,108,4,650,0,0,145,23
1328,0,0,173,18,296,2083,359,86,3,489,0,0,153,0
1329,0,0,18,1,366,335,6,23,0,92,0,0,36,0
1330,0,0,217,201,1190,1259,396,519,179,1398,0,0,232,0
1331,815,2232.097469,57,47,110,228,559,140,344,1461,2,0,164,56
1332,47,188.0479994,43,4,297.25,517,28,68,0,300,0,0,60,3
1333,0,0,0,0,0,1,3,57,0,7,4,0,3,0
1334,272,1099.671449,188,58,0,26,69,62,16,333,0,0,46,20
1335,0,0,313,375,170,1050,179,192,0,697,4,0,130,0
1336,0,0,3,1,54,2,1863,30,39,56,1,0,87,0
1337,0,0,23,52,0,19,890,197,4,3224,0,0,191,0
1338,499,2081.809891,0,0,0,0,0,64,0,0,1,0,24,34
1339,244,987.2514676,1,0,0,2,2,2,0,10,0,0,12,17
1340,358,1225.387951,0,0,0,0,0,0,0,0,0,0,15,24
1341,196,672.4813709,70,144,0,19,88,78,42,312,0,0,42,13
1342,944,3080.341494,219,536,0,8,73,236,76,333,0,0,107,67
1343,0,0,52,30,0,60,628,452,0,890,0,0,93,0
1344,0,0,6,0,0,172,1108,1,56,154,1,0,64,0
1345,264,859.5114602,0,0,0,0,0,0,0,0,0,0,12,18
1346,0,0,17,11,10,125,67,231,0,181,0,0,29,0
1347,620,2266.806276,34,36,73,66,59,46,0,165,0,0,49,43
1348,590,1994.961579,18,24,0,3,3,132,0,13,0,0,35,41
1349,345,1361.304912,0,2,0,0,0,0,0,6,0,0,16,24
1350,487,2105.312451,69,121,32,34,202,279,34,555,0,0,106,75
1351,272,761.4057183,33,15,116,125,425,119,298,510,0,0,84,20
1352,191,534.5170445,79,1,12,70,55,213,44,210,0,0,39,14
1353,227,518.1727581,14,15,0,11,50,65,13,102,2,0,22,16
1354,1003,3278.61131,1,34,0,5,0,1,0,17,0,0,49,73
1355,598,2632.660446,0,0,0,0,0,79,0,0,0,0,30,42
1356,1,6.131897496,525,304,0,26,46,209,68,273,0,0,64,0
1357,220.25,845.1957609,58,181,0,2,5,9,26,32,0,0,23,15
1358,524.5,2019.220338,35,58,9,10,46,110,22,236,0,0,47,36
1359,347,1144.651718,0,0,0,0,0,0,0,0,0,0,15,24
1360,405,1621.913922,25,12,0,83,32,37,4,35,0,0,28,28
1361,293,964.7779775,0,0,0,0,0,44,0,0,0,0,15,20
1362,313,1648.466942,0,0,0,0,0,0,0,0,0,0,14,21
1363,651,2509.014593,130,19,0,25,114,201,480,347,0,0,86,44
1364,718.0000246,2667.429957,90.00000308,69.00000236,0,13.00000045,68.00000233,64.00000219,9.000000308,288.0000099,0,0,59,49
1365,161.0000092,596.8503078,32.00000183,59.00000338,0,0,0,1.000000057,45.00000258,97.00000556,0,0,17,11
1366,675,2414.999733,46,159,27,11,38,271,23,209,0,0,64,46
1367,536,1605.587916,74,31,0,5,45,30,0,175,0,0,47,37
1368,350,1239.693723,23,2,0,1,5,5,6,35,0,0,18,24
1369,0,0,7,631,0,30,173,0,1,1179,0,0,131,2
1370,393,1445.114117,140,233,0,43,61,64,0,309,0,0,68,29
1371,554,1262.215895,90,90,15,25,127,119,0,372,0,0,63,39
1372,791,2705.256093,29,4,18,7,18,90,1,119,1,0,48,55
1373,982,3161.082923,10,2,0,3,4,80,56,26,0,0,50,67
1374,138,511.0019769,0,0,0,0,0,51,0,0,1,0,9,10
1375,226,840.0870822,324,12,0,22,16,57,14,63,1,0,33,17
1376,801,3050.677403,33,28,0,16,0,58,0,181,0,0,49,56
1377,965,3416.567363,25,9,14,14,16,25,0,82,0,0,57,68
1378,481,1842.669929,84,37,0,16,35,106,12,181,0,0,42,33
1379,436,1268.324895,358,33,7,21,258,200,51,313,0,0,74,30
1380,222.0000024,861.5472896,152.0000016,30.00000033,0,6.000000065,33.00000036,40.00000043,0,167.0000018,0,0,29,15
1381,83.00000167,320.9085429,1.00000002,1.00000002,0,1.00000002,3.00000006,205.0000041,2.00000004,22.00000044,0,0,14,6
1382,681,2381.276509,194,143,0,17,106,126,2,414,0,0,74,46
1383,647,1631.158045,79,145,0,70,370,1017,244,937,0,0,173,72
1384,20,45.99163645,685,599,0,13,166,50,0,381,0,0,84,1
1385,490,1139.569479,18,15,0,4,21,12,0,109,0,0,34,41
1386,443,1127.297025,150,83,26,61,158,209,74,593,0,0,82,34
1387,679,3089.48806,252,106,33,49,116,145,3,510,0,0,86,47
1388,879,2624.538909,0,0,0,0,0,0,0,0,0,0,38,60
1389,1184,3949.045893,0,0,0,3,4,0,6,5,0,2,52,81
1390,485,1722.080499,5,17,0,12,20,32,0,56,0,0,28,35
1391,515,1921.366686,47,2,0,2,17,26,20,38,0,0,29,35
1392,238,860.5284081,4,1,0,5,19,17,23,23,0,0,14,16
1393,261,940.2449998,5,2,0,6,4,9,1,14,0,0,13,18
1394,433,1179.414594,0,0,0,0,0,72,0,0,0,0,22,30
1395,418,1538.116455,3,1,0,2,7,57,19,15,0,0,23,29
1396,318,1002.594969,0,0,0,0,0,0,0,0,0,0,14,22
1397,366,833.9823158,0,0,0,0,0,0,0,0,0,0,16,25
1398,122,568.2281456,1,0,0,0,1,1,0,1,0,0,5,8
1399,2588,9634.428607,36,113,0,4,13,13,10,98,0,0,127,180
1400,752,1708.846514,184,16,0,27,54,75,0,306,0,0,66,56
1401,0,0,9,2,4,114,8,36,0,82,0,0,13,0
1402,1,3.066044957,0,0,0,0,11,0,0,0,0,0,1,0
1403,0,0,21,12,0,63,51,120,0,131,0,0,18,0
1404,208,832.9299628,2,0,0,0,5,19,31,21,0,0,12,14
1405,528.4999972,1791.581516,5.999999968,0,0,0,0,49.99999973,0,0,0,0,26,37
1406,251.0000002,852.3553036,2.000000002,1.000000001,0,3.000000003,4.000000004,366.0000003,0,15.00000001,0,0,28,18
1407,380.0000002,2012.294336,28.00000001,19.00000001,0,89.00000004,26.00000001,35.00000001,29.00000001,83.00000004,1,0,31,26
1408,488,1655.654272,14,0,0,0,0,0,0,1,0,0,22,33
1409,533,1871.294558,0,0,0,0,1,0,1,8,0,0,23,36
1410,363,1405.252262,14,56,0,0,3,1,0,29,0,0,20,25
1411,349,1210.056956,0,0,0,0,0,0,0,0,0,0,15,24
1412,241,833.9582634,17,8,0,24,110,105,79,175,0,0,34,16
1413,534,2002.104459,14,1,0,2,6,75,0,10,0,0,28,36
1414,539,1672.015298,0,0,0,0,0,130,0,0,0,0,29,37
1415,627.999999,2360.82729,0,0,0,0,0,0,0,0,0,0,27,43
1416,886,3611.744773,20,3,0,9,16,73,1,39,0,0,45,60
1417,367,1554.457855,8,4,0,9,28,127,6,49,0,0,26,25
1418,484,2093.048464,18,3,4,8,6,167,0,45,0,0,32,33
1419,589,1883.568744,290,8,0,7,26,37,0,136,0,0,48,41
1420,435,1451.253903,369,69,0,17,60,75,11,283,0,0,58,30
1421,112,376.0994623,16,4,0,3,16,14,98,68,0,0,14,8
1422,504,1734.347565,0,0,1,0,0,0,0,23,0,0,23,34
1423,637,1758.899977,16,46,3,12,71,98,61,182,0,0,53,50
1424,0,0,0,0,501,0,0,0,0,0,0,0,21,0
1425,0,0,1,0,1012,11,1,3,0,8,0,0,44,0
1426,307,1152.819628,23,1,0,67,15,225,0,350,0,0,44,21
1427,0,0,6,3,733,251,35,21,2,33,0,0,47,0
1428,0,0,2.000001149,1.000000574,0,12.00000689,2.000001149,4.000002297,0,21.00001206,0,0,2,0
1429,0,0,0,0,0,4,0,2,0,3,23,0,0,0
1430,2,9.197942453,0,0,0,0,0,0,0,0,4,0,0,0
1431,2,4.088188222,0,0,0,0,0,0,0,0,0,0,0,0
1432,0,0,1,1,17,8,1,2,0,9,0,178,2,0
1433,781,2838.107778,1,0,263,5,2,1,1,4,1,0,47,55
1434,544,1985.75517,0,0,0,0,2,0,0,1,16,0,24,37
1435,96,391.4256463,0,0,0,0,0,0,0,0,3,0,4,7
1436,622,2553.974849,0,0,0,13,3,82,2,5,0,0,31,42
1437,122,439.4623389,467,127,0,12,49,68,7,210,5,0,63,35
1438,687,2948.460383,0,0,0,0,0,0,0,0,0,0,30,47
1439,0,0,9,4,783,367,230,95,0,349,0,0,79,0
1440,0,0,153,9,334,344,38,86,0,147,0,0,50,0
1441,0,0,12,2,65,89,13,29,0,91,0,0,14,0
1442,0,0,43,30,0,102,11,10,0,91,0,0,13,0
1443,0,0,140,22,0,112,42,30,0,184,0,0,24,0
1444,98,216.6724365,28,24,20,41,59,31,0,158,0,0,26,7
1445,391,866.6895533,159,88,43,72,261,134,1,544,0,0,77,29
1446,231,472.9522136,40,86,8,3,64,41,99,53,0,0,28,16
1447,64.5,130.3111636,10,2,0,60,13,16,15,43,0,0,11,5
1448,0,0,28,15,281,116,99,0,0,47,0,0,25,0
1449,0,0,18,6,11,36,320,68,0,511,0,0,85,2
1450,0,0,23,3,183,195,10,16,0,56,0,0,21,0
1451,0,0,453,41,109,50,126,108.25,0,510,0,0,63,0
1452,23,50.08001709,59,3,80,138,34,52,0,295,0,0,30,2
1453,1,1,31,1,32,181,12,4,48,139,0,0,45,1
1454,176,390.4190889,24,10,22,26,82,76,7,168,0,0,27,13
1455,179,395.5294204,192.25,22,45,62,117,71,0,325,0,0,49,13
1456,0,0,30,2,4,43,6,268,1,49,0,0,18,0
1457,294,892.2196599,109,69,0,38,235,210,68,504,0,0,70,20
1458,538,1103.810435,145,10,0,6,26,17,0,87,0,0,38,38
1459,418,1316.353121,13,5,1,11,22,33,54,54,0,0,27,29
1460,413,840.8895468,0,0,0,0,0,0,0,0,0,0,21,33
1461,0,0,46,6,37,168,103,32,0,57,0,0,20,0
1462,0,0,85,23,78,186,80,102,14,343,0,0,42,0
1463,0,0,69,5,65,81,56,23,0,144,0,0,20,0
1464,203,450.7193841,40,1,46,263,44,9,2,97,0,0,32,15
1465,114,252.4437947,97,17,63,42,245,110,11,296,0,0,46,8
1466,86,190.0994054,129,29,25,10,115,173,64,511,0,0,56,6
1467,574,1329.668499,102,24,38,7,43,48,48,184,0,0,51,44
1468,512,1590.254035,0,0,0,0,4,0,1,5,0,0,26,40
1469,262,580.5184943,29,5,143,588,34,59,204,459,0,0,79,19
1470,0,0,12,8,47,43,35,142,0,121,0,0,18,0
1471,5,11.2424214,167,2,43,67,19,504,0,55,0,0,41,0
1472,71,146.1526328,33,15,44,155,104,42,0,256,0,0,32,5
1473,72,150.2406285,47,10,5,93,60,57,0,198,0,0,25,5
1474,146,336.2499215,148,63,21,200,313,112,41,464,0,0,67,11
1475,31,71.54252422,91,78,8,89,85,89,44,371,0,0,51,3
1476,435,1451.253903,151,122,0,9,72,185,0,273,0,0,55,30
1477,380,897.3459621,42,10,13,13,36,27,1,182,0,0,32,27
1478,500,1277.534767,54,8,0,4,26,37,2,145,0,0,39,35
1479,40,117.532044,199,104,0,323,582,2973,120,998,0,0,235,3
1480,0,0,37,2,897,354,19,4,0,365,0,0,72,0
1481,14,27.59536671,149,16,298,156,72,66,0,255,0,0,45,1
1482,80,165.5714306,145,1,9,69,65,6,2,139,0,0,42,6
1483,69,157.3937072,83,102,33,53,103,57,190,251,0,0,43,5
1484,1,1,252,199,25,31,83,108,17,661,0,0,131,3
1485,742,1890.751841,86,98,1,14,44,49,3,302,0,0,74,56
1486,749,1784.470299,13,17,0,85,13,0,5,16,0,0,40,53
1487,361,842.1569604,4,2,0,2,14,19,32,45,0,0,25,25
1488,1085,3019.051574,0,0,0,0,0,51,0,0,0,0,50,76
1489,319,827.841567,39,0,45,95,48,5,0,76,0,0,27,22
1490,0,0,0,0,23,0,0,0,0,0,0,0,1,0
1491,5,11.2424214,110,57,141,244,123,147,0,296,0,0,50,0
1492,486.0000004,1007.737051,23.00000002,4.000000003,9.000000007,32.00000002,34.00000003,38.00000003,7.000000005,106.0000001,0,0,32,33
1493,295,677.6101746,32,28,470,163,289,79,6,230,0,0,70,20
1494,1,1,174,95,16,48,105,135,216,529,0,0,60,0
1495,434,873.8514832,244,42,34,51,86,103,44,387,0,0,77,30
1496,360,866.6835884,13,5,7,9,74,191,67,89,0,0,36,25
1497,260,607.0888315,4,13,0,5,225,80,318,38,0,0,41,18
1498,214,490.5775838,10,0,0,0,0,0,0,0,0,0,11,17
1499,383,1159.987907,1,10,0,1,37,85,0,20,0,0,25,29
1500,307,964.7806714,0,0,0,0,0,0,0,0,0,0,13,21
1501,451,1172.264402,2,0,1,1,20,149,3,123,0,0,34,33
1502,473,1454.327068,55,87,2,6,30,72,15,146,0,0,46,40
1503,408,1133.421996,577,161,6,19,155,213,23,711,0,0,134,29
1504,641,1444.139886,0,0,0,0,0,53,3,0,0,0,42,54
1505,309,711.3372463,40,23,1,5,26,67,0,70,0,0,25,23
1506,299,511.0329563,52,7,5,20,188,58,3,150,0,0,36,22
1507,367,628.5703881,141,166,0,54,130,143,15,556,0,0,76,42
1508,462,1171.244567,87,5,5,19,38,34,41,113,0,0,36,32
1509,345,827.8465699,0,0,0,2,11,2,1,3,0,0,18,27
1510,294,680.6758347,5,19,1,3,20,20,13,36,0,0,21,20
1511,367,1094.579974,67,19,0,13,89,51,6,174,0,0,35,25
1512,309,871.7835293,25,19,0,4,38,29,53,131,0,0,30,26
1513,537,788.9525609,198,9,0,36,63,57,4,157,0,0,60,37
1514,283,657.1688486,21,8,6,14,55,69,6,166,0,0,29,20
1515,384,964.7954876,85,27,0,9,61,54,35,233,0,0,40,26
1516,257,609.132156,245,8,20,21,53,54,236,279,0,0,52,18
1517,225,628.5430646,24,75,1,10,55,64,27,163,0,0,29,16
1518,242,680.6658289,0,1,0,1,0,1,0,48,0,0,13,17
1519,453,1557.540255,62,223,0,26,118,349,92,283,0,0,72,32
1520,374,1015.891106,49,7,0,4,22,31,20,76,0,0,30,26
1521,696,2419.091577,23,57,5,47,68,117,91,163,0,0,57,48
1522,430,778.8092849,44,49,7,45,178,215,269,412,0,0,78,29
1523,428,998.528332,15,61,1,4,120,30,43,113,0,0,46,29
1524,260,654.0985705,20,45,0,16,78,157,751,156,0,0,65,18
1525,581,1308.208878,106,36,2,55,193,377,262,402,0,0,95,40
1526,179,491.5928,7,43,1,1,19,83,10,65,0,0,18,12
1527,229,642.8511462,0,0,0,0,0,0,0,0,0,0,10,16
1528,369,1329.629054,28,9,0,4,32,28,10,191,0,0,31,25
1529,380,1096.626378,65,1,0,4,28,16,0,65,0,0,26,29
1530,657,2105.345162,0,0,0,0,0,533,0,0,0,0,65,47
1531,735.0000062,2370.04546,163.0000014,218.0000018,7.000000059,7.000000059,66.00000056,36.0000003,11.00000009,178.0000015,0,0,107,59
1532,487,1001.605537,60,22,28,154,92,26,1,201,0,0,54,38
1533,0,0,12,1,149,160,23,9,0,49,0,0,18,0
1534,505,1161.033333,132,21,76,132,83,64,25,442,0,0,100,36
1535,514,1182.496032,84,21,10,76,58,70,3,435,0,0,65,37
1536,483,1111.975459,189,20,38,119,137,126,4,471,0,0,71,33
1537,520,1195.782547,3,1,1,5,16,23,24,109,0,0,31,36
1538,825,1867.262941,36,7,0,31,35,39,111,103,0,0,52,56
1539,673,1546.341128,264,1,16,19,83,83,231,314,0,2,73,46
1540,564,1242.800753,33,4,48,37,85,71,281,117,0,2,55,39
1541,489,1037.374201,241,38,0,8,80,43,17,139,0,0,50,34
1542,272,576.4326151,28,54,8,8,395,2289,162,814,0,0,174,19
1543,303,628.5580733,14,55,0,8,40,54,54,103,2,0,30,21
1544,369,763.4682846,11,2,0,10,51,21,10,54,0,0,23,25
1545,233,495.6909939,0,0,0,1,16,0,2445,148,0,0,123,16
1546,326,930.0379985,0,0,0,0,4,0,10,10,0,0,15,22
1547,268,605.0464692,38,137,21,8,36,48,83,90,0,0,32,18
1548,697,1667.957897,53,73,0,84,224,66,187,410,0,0,79,48
1549,1135,1968.495725,495,63,0,76,411,314,237,646,0,0,149,77
1550,110,237.1137624,3,2,0,5,22,30,81,50,0,0,13,8
1551,693,1566.783994,174,90,1,37,167,73,303,241,1,0,77,47
1552,652,1862.119899,0,0,0,0,0,0,1,0,0,0,28,45
1553,365,823.7626149,11,4,25,9,88,77,107,139,0,0,36,25
1554,639.0000085,1870.293029,0,0,0,0,0,225.000003,0,0,0,0,38,44
1555,441.0000036,1135.472256,0,0,24.0000002,14.00000011,131.0000011,0,116.0000009,72.00000059,0,0,36,32
1556,252,569.2751109,1,0,0,12,15,4,6,32,0,0,14,17
1557,897,2848.349608,0,0,0,13,0,2,0,5,0,0,40,61
1558,241,645.9193077,50,19,214,90,70,109,0,217,0,0,45,16
1559,1008,3254.085452,0,0,0,0,0,133,0,0,0,0,49,69
1560,956,2905.590208,0,0,0,0,0,85,0,0,0,0,45,65
1561,417,1146.709089,18,8,0,3,15,237,6,42,0,0,32,28
1562,721,4039.910429,8,0,2,0,3,244,0,83,4,0,46,49
1563,897,2793.164262,51,65,0,14,73,100,1,161,0,0,59,61
1564,629,2218.776318,3,1,0,37,8,84,0,37,0,0,35,43
1565,654,1991.908041,0,0,0,0,0,0,0,0,0,0,28,45
1566,368.0000001,1233.565481,0,37.00000001,0,0,0,311,0,21,0,0,32,25
1567,486,1638.280722,2,19,0,6,1,65,0,9,0,0,26,33
1568,260,774.6887703,58,49,15,23,71,98,71,218,0,0,39,18
1569,346,1022.017423,131,61,1,8,25,27,0,127,0,0,32,24
1570,494,2200.355227,150,64,0,25,15,74.99999999,0,476,0,0,56,34
1571,832.9999998,3107.912808,2,0,0,14,2,51.99999999,0,12,0,0,40,57
1572,442,1501.330842,0,0,0,0,0,0,0,0,0,0,19,30
1573,275,759.3623939,170,158,0,84,450,1986,49,743,0,0,204,19
1574,270,790.0199572,0,0,0,0,0,0,0,0,0,0,12,18
1575,382,1091.517007,155,94,4,22,105,157,67,353,0,0,62,26
1576,508,1450.245999,96,55,0,7,27,99,0,129,0,0,41,35
1577,1245.25,2698.445351,440,4,598,208,976,84,42,445,0,0,179,87
1578,590,1278.574036,26,13,0,25,77,137,0,154,0,0,45,41
1579,311,913.6838987,0,0,0,0,0,0,0,0,0,0,13,21
1580,147,542.6841849,35,25,0,33,2,1799,6,6,0,0,90,11
1581,742,2311.795589,37,104,4,19,1,121,2,32,0,0,46,51
1582,1065,2309.813838,7,22,0,31,80,27,5,55,0,0,57,74
1583,274,1214.130328,45,81,0,13,66,77,120,253,0,0,42,19
1584,205,907.5317973,0,0,0,0,0,0,0,0,0,0,9,14
1585,743,2762.476104,7,10,0,0,0,54,9,39,0,0,38,51
1586,272,773.6691285,26,8,6,6,31,34,66,105,0,0,24,19
1587,504,1479.881805,10,4,0,9,29,188,2,95,0,0,37,34
1588,460,1302.05389,12,18,0,2,9,11,11,62,0,0,26,32
1589,820,2333.271565,353,434,55,70,241,358,136,893,0,0,152,57
1590,473,1232.563735,15,10,0,9,47,55,1,100,0,0,32,35
1591,786,2293.40894,0,7,0,0,13,0,2,2,0,2,35,54
1592,327,893.2479605,8,4,0,18,51,62,77,176,0,0,35,27
1593,245,713.3688332,0,0,0,0,0,0,0,0,0,0,11,17
1594,75,247.3265362,35,129,0,12,64,188,72,263,0,0,37,5
1595,366,1206.994375,27,6,0,4,15,17,0,94,0,0,23,25
1596,332,1314.292671,1,31,0,0,0,0,0,0,0,0,16,23
1597,261,741.9865356,11,1,1,6,2,5,0,10,0,0,13,18
1598,510,1093.585539,32,9,0,14,31,387,22,76,0,0,47,35
1599,385,1096.627339,37,46,0,55,25,30,13,145,0,0,32,26
1600,843,2225.971152,108,24,0,19,235,121,192,262,0,0,360,58
1601,1027,3009.842856,13,35,2,17,8,55,19,71,0,0,54,70
