SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       998,    3095.2,    5145.0,    3785.8,    4438.4,   16464.4,      44.5,      38.9,      43.3,      37.4,      44.5,      41.2,     0.636,     0.731,     0.654,     0.759,     0.636,      5987,     11974,      5987,     23947,     47895,      0.76,      0.47,      0.82,      0.23,      0.82,    1460.7,    2427.9,    1786.5,    2094.5,    7769.6,    1312.2,    2054.9,    1625.9,    1915.4,    6908.4,      18.4,     100.1,      31.7,      26.5,     176.7,      95.1,     165.8,      98.5,      97.9,     457.3,      34.9,     107.1,      30.5,      54.7,     227.2,    174.41,     37.58,     56.03,     47.74,     47.07,    188.42,     4.936,     1.538,     7.805,     0.047,    14.326
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3169.1,    5302.7,    3869.3,    4566.4,   16907.5,      46.0,      41.4,      44.9,      40.2,      45.9,      43.3,     0.497,     0.554,     0.508,     0.570,     0.498,      5984,     11969,      5984,     23937,     47874,      0.78,      0.48,      0.84,      0.23,      0.84,    1207.2,    2019.9,    1473.9,    1739.4,    6440.4,    1082.0,    1704.5,    1339.9,    1586.2,    5712.6,      16.7,      84.8,      26.4,      23.4,     151.3,      79.3,     139.2,      82.0,      82.8,     383.3,      29.1,      91.4,      25.6,      47.0,     193.1,    140.11,     29.18,     44.94,     36.69,     37.87,    148.68,     3.001,     0.983,     4.721,     0.036,     8.741
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3477.8,    5882.3,    4268.2,    5042.9,   18671.2,      40.0,      39.3,      39.8,      39.1,      40.0,      39.6,     0.418,     0.425,     0.419,     0.428,     0.418,     11148,     22296,     11148,     44592,     89184,      0.46,      0.29,      0.49,      0.14,      0.49,     967.7,    1636.8,    1187.7,    1403.2,    5195.4,     862.1,    1367.2,    1072.3,    1275.4,    4577.0,      15.2,      74.2,      22.9,      19.0,     131.3,      66.3,     118.4,      70.4,      69.0,     324.1,      24.1,      76.9,      22.0,      39.9,     162.9,    129.97,     24.65,     41.11,     30.41,     35.11,    131.28,     0.454,     0.165,     0.727,     0.009,     1.355
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3899.0,    6929.5,    4924.8,    5904.0,   21657.3,      40.0,      39.2,      39.7,      38.6,      40.0,      39.4,     0.339,     0.346,     0.342,     0.351,     0.339,     11148,     22296,     11148,     44592,     89184,      0.47,      0.34,      0.54,      0.16,      0.54,     881.7,    1566.9,    1113.6,    1335.0,    4897.2,     772.6,    1282.6,     987.1,    1197.1,    4239.4,      13.8,      73.6,      25.1,      21.1,     133.6,      68.6,     127.7,      75.9,      74.9,     347.1,      26.7,      83.0,      25.5,      42.0,     177.2,    122.43,     22.48,     39.49,     28.82,     33.39,    124.18,     0.452,     0.323,     0.994,     0.004,     1.773
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4172.9,    7557.5,    5257.7,    6546.8,   23534.9,      40.0,      38.6,      39.5,      38.0,      39.9,      39.1,     0.669,     0.694,     0.676,     0.704,     0.669,     11148,     22296,     11148,     44592,     89184,      0.54,      0.38,      0.59,      0.18,      0.59,    1858.2,    3365.5,    2341.3,    2915.4,   10480.4,    1626.7,    2769.7,    2079.1,    2622.1,    9097.6,      28.5,     145.1,      46.1,      42.8,     262.5,     145.6,     269.0,     159.0,     152.6,     726.2,      57.5,     181.6,      57.3,      97.9,     394.3,    262.23,     48.19,     85.18,     61.60,     72.99,    267.96,     1.748,     0.971,     3.086,     0.037,     5.842
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    4970.7,    9190.9,    6380.9,    7833.2,   28375.7,      40.0,      37.5,      39.1,      36.2,      40.0,      38.3,     0.373,     0.400,     0.383,     0.413,     0.374,     11148,     22296,     11148,     44592,     89184,      0.64,      0.47,      0.71,      0.21,      0.71,    1238.1,    2289.3,    1589.4,    1951.1,    7067.9,    1079.7,    1873.3,    1398.8,    1741.5,    6093.3,      18.1,      97.5,      30.4,      28.6,     174.6,      97.5,     185.7,     114.3,     105.7,     503.2,      42.8,     132.9,      45.9,      75.3,     296.9,    176.49,     33.05,     58.62,     43.89,     48.78,    184.34,     2.191,     1.460,     4.284,     0.050,     7.985
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    9410.7,   17834.8,   12011.3,   14061.0,   53317.8,      44.9,      41.1,      43.2,      37.0,      44.9,      41.7,     0.596,     0.654,     0.620,     0.725,     0.596,     16542,     33084,     16542,     66168,    132336,      0.79,      0.64,      0.89,      0.25,      0.89,    4199.0,    7957.8,    5359.3,    6273.9,   23790.0,    3283.6,    5698.5,    4203.6,    4955.4,   18141.1,      77.2,     360.3,     118.8,     107.5,     663.8,     498.0,     938.6,     627.8,     572.9,    2637.3,     340.1,     960.3,     409.3,     638.0,    2347.7,    529.54,    102.24,    184.15,    144.67,    139.66,    570.72,     9.143,     7.020,    25.848,         0,    42.011
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    8191.4,   15456.4,   10690.4,   13069.8,   47408.0,      45.0,      42.0,      44.4,      39.5,      45.0,      42.9,     0.360,     0.388,     0.366,     0.413,     0.360,     16542,     33084,     16542,     66168,    132336,      0.75,      0.55,      0.84,      0.24,      0.84,    2215.5,    4180.4,    2891.3,    3534.8,   12822.0,    1808.3,    3114.4,    2343.1,    2896.8,   10162.6,      36.2,     166.7,      54.6,      53.3,     310.8,     217.5,     432.9,     288.3,     261.0,    1199.7,     153.4,     466.2,     205.2,     323.8,    1148.6,    284.67,     52.76,     94.25,     73.17,     78.48,    298.66,     3.776,     1.442,     9.353,         0,    14.571
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6489.0,   12894.6,    8481.2,   11092.9,   38957.7,      45.0,      39.2,      42.8,      34.9,      45.0,      40.7,     0.584,     0.675,     0.613,     0.760,     0.585,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.95,      0.29,      0.95,    2842.2,    5647.7,    3714.7,    4858.6,   17063.2,    2316.3,    4269.3,    3001.2,    3986.5,   13573.3,      39.0,     186.9,      56.6,      52.6,     335.1,     272.2,     526.5,     359.6,     336.4,    1494.7,     214.7,     665.0,     297.4,     483.1,    1660.2,    379.43,     72.51,    131.84,    106.58,    108.07,    419.00,     9.810,     6.252,    24.822,     0.027,    40.911
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6489.0,   12894.6,    8481.2,   11092.9,   38957.7,      45.0,      39.2,      42.8,      34.8,      44.9,      40.7,     0.580,     0.670,     0.609,     0.754,     0.580,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.95,      0.29,      0.95,    2819.5,    5602.7,    3685.1,    4819.9,   16927.2,    2297.7,    4235.2,    2977.3,    3954.8,   13465.0,      38.7,     185.4,      56.1,      52.1,     332.3,     270.1,     522.4,     356.7,     333.7,    1482.9,     213.0,     659.6,     295.0,     479.2,    1646.8,    376.53,     71.95,    130.82,    105.77,    107.25,    415.79,     9.728,     6.206,    24.623,     0.035,    40.592
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4680.0,    9739.7,    6435.2,    8039.6,   28894.5,      55.0,      54.5,      54.7,      53.1,      55.0,      54.4,     0.763,     0.771,     0.768,     0.792,     0.763,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.67,      0.19,      0.67,    3275.2,    6816.2,    4503.6,    5626.5,   20221.5,    2652.1,    5138.1,    3582.0,    4492.6,   15864.8,      42.0,     183.0,      52.6,      49.7,     327.3,     290.6,     607.4,     446.4,     398.2,    1742.6,     290.6,     887.8,     422.7,     685.8,    2286.9,    367.51,     60.10,    124.67,     84.80,    102.26,    371.83,     0.580,     0.782,     3.055,         0,     4.417
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4058.9,    8684.5,    5629.9,    6978.6,   25351.9,      55.0,      54.8,      54.8,      54.1,      55.0,      54.7,     0.601,     0.603,     0.603,     0.611,     0.601,     12252,     24504,     12252,     49008,     98016,      0.46,      0.44,      0.58,      0.17,      0.58,    2237.2,    4786.8,    3103.2,    3846.5,   13973.7,    1779.6,    3556.5,    2415.4,    3008.7,   10760.2,      27.6,     123.7,      35.8,      25.9,     213.0,     209.6,     434.8,     326.2,     286.1,    1256.7,     220.6,     671.7,     325.8,     525.9,    1744.0,    254.01,     40.81,     87.31,     57.31,     69.93,    255.36,     0.141,     0.296,     0.930,         0,     1.367
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    2975.4,    6664.0,    4226.3,    5211.2,   19076.9,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.984,     0.986,     0.983,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2679.0,    6000.0,    3805.2,    4692.0,   17176.2,    2074.7,    4343.4,    2848.1,    3499.8,   12766.0,      18.0,      96.8,      24.3,      19.8,     158.9,     258.3,     545.6,     430.5,     370.1,    1604.5,     328.0,    1014.4,     502.3,     802.2,    2646.9,    312.43,     48.75,    109.23,     69.43,     85.35,    312.76,     0.015,     0.105,     0.219,         0,     0.339
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    3017.4,    6773.4,    4352.6,    5263.4,   19406.8,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     585.3,    1313.8,     844.3,    1020.9,    3764.3,     450.1,     949.5,     633.3,     762.4,    2795.3,       4.1,      23.3,       5.4,       6.6,      39.4,      58.6,     122.6,      97.7,      80.3,     359.2,      72.5,     218.5,     107.8,     171.7,     570.5,     68.45,     10.65,     23.91,     15.41,     18.56,     68.53,         0,     0.019,     0.060,     0.010,     0.089
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2817.4,    6407.6,    4089.2,    4956.4,   18270.6,      55.0,      55.0,      55.0,      54.8,      55.0,      54.9,     0.345,     0.346,     0.346,     0.346,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     892.1,    2028.8,    1294.7,    1569.3,    5784.9,     680.6,    1452.3,     953.8,    1152.6,    4239.3,       4.8,      28.8,       9.8,       6.6,      50.0,      89.8,     190.1,     155.1,     128.0,     563.0,     116.9,     357.7,     176.0,     282.1,     932.7,    105.21,     16.22,     36.92,     23.61,     28.54,    105.29,     0.002,     0.027,     0.060,     0.011,     0.100
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2505.2,    5739.2,    3595.4,    4405.5,   16245.3,      55.0,      54.6,      54.0,      51.7,      55.0,      53.8,     0.472,     0.476,     0.482,     0.502,     0.472,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.69,      0.24,      0.69,    1084.2,    2483.9,    1556.1,    1906.7,    7030.9,     809.6,    1752.6,    1103.0,    1352.7,    5017.9,       3.1,      23.3,       8.7,       6.5,      41.6,     112.8,     238.2,     199.1,     168.8,     718.9,     158.9,     469.8,     245.4,     378.7,    1252.8,    127.84,     19.86,     46.04,     30.09,     34.67,    130.66,     0.159,     0.899,     1.799,     0.006,     2.863
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2530.5,    5745.6,    3618.9,    4352.9,   16247.9,      55.0,      54.5,      53.9,      51.4,      55.0,      53.7,     0.984,     0.992,     1.004,     1.052,     0.984,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2280.5,    5178.0,    3261.3,    3922.9,   14642.7,    1687.4,    3623.5,    2278.1,    2755.9,   10344.9,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.36,     41.85,     96.09,     63.51,     71.37,    272.82,     0.357,     1.951,     4.152,         0,     6.460
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2483.2,    5642.0,    3548.3,    4263.4,   15936.9,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.978,     3.011,     3.139,     2.956,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6851.0,   15565.9,    9789.5,   11762.4,   43968.8,    5057.1,   10861.3,    6806.8,    8217.2,   30942.4,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    785.10,    123.26,    283.01,    185.76,    210.04,    802.07,     0.909,     5.234,    10.842,     0.022,    17.007
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2379.1,    5423.7,    3406.0,    4088.4,   15297.2,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.828,     2.692,      6384,     12768,      6384,     25536,     51072,      0.49,      0.56,      0.68,      0.23,      0.68,    5977.9,   13628.0,    8558.2,   10272.8,   38436.9,    4372.1,    9436.7,    5884.4,    7084.2,   26777.4,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    686.41,    107.39,    247.01,    160.65,    183.46,    698.51,     0.606,     3.770,     7.701,     0.013,    12.090
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2305.0,    5272.7,    3307.3,    3963.8,   14848.8,      56.0,      55.7,      55.3,      53.6,      56.0,      55.1,     3.599,     3.616,     3.647,     3.756,     3.599,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7740.9,   17707.5,   11107.0,   13311.8,   49867.2,    5598.0,   12118.9,    7537.1,    9050.1,   34304.1,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    890.62,    138.96,    320.34,    207.24,    237.76,    904.30,     0.678,     4.235,     8.692,     0.011,    13.616
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1655.6,    3924.8,    2385.4,    2915.2,   10881.0,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     7.838,     7.845,     7.862,     7.912,     7.838,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12110.8,   28710.3,   17449.3,   21324.9,   79595.3,    7904.7,   17898.5,   10558.5,   12890.6,   49252.3,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1421.41,    216.45,    514.21,    314.68,    380.83,   1426.17,     0.181,     1.569,     2.933,         0,     4.683
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1632.4,    3869.5,    2352.1,    2875.5,   10729.5,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.53,      0.17,      0.53,   14418.5,   34177.9,   20775.2,   25398.3,   94769.9,    9401.5,   21239.8,   12527.4,   15302.6,   58471.3,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1692.39,    257.67,    612.00,    374.42,    453.56,   1697.65,     0.183,     1.738,     3.263,         0,     5.184
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1609.0,    3807.7,    2312.3,    2823.4,   10552.4,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.153,     8.087,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12144.7,   28740.4,   17453.2,   21310.9,   79649.2,    7895.1,   17803.4,   10478.9,   12759.1,   48936.5,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.31,    217.02,    514.50,    314.31,    380.56,   1426.39,     0.146,     1.343,     2.528,     0.015,     4.032
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1609.0,    3807.7,    2312.3,    2823.4,   10552.4,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8080.0,   19121.4,   11611.9,   14178.5,   52991.8,    5252.8,   11844.9,    6971.7,    8488.9,   32558.3,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.34,    144.40,    342.32,    209.12,    253.20,    949.04,     0.100,     0.892,     1.679,     0.009,     2.680
0006_216.2,     4.891,Both,Total,       1.0,      49.0,       2.0,       9.8,Expressway,      1064,    1529.5,    3576.3,    2185.5,    2675.8,    9967.1,      56.0,      56.0,      55.9,      55.7,      56.0,      55.9,     5.241,     5.244,     5.250,     5.269,     5.241,      6384,     12768,      6384,     25536,     51072,      0.31,      0.39,      0.48,      0.16,      0.48,    7481.0,   17492.1,   10689.5,   13087.7,   48750.3,    4849.5,   11074.9,    6537.0,    7981.3,   30442.7,         0,         0,         0,         0,         0,     997.8,    1834.2,    1618.9,    1413.5,    5864.4,    1633.6,    4583.0,    2533.6,    3692.8,   12443.0,    870.56,    133.66,    312.90,    191.95,    233.72,    872.23,     0.075,     0.550,     1.023,     0.005,     1.653
