SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0215_023.7,     1.957,       6.0,      11.7,Freeway,      1964,   20185.6,   35551.1,   26830.1,   27623.1,  110189.9,      67.0,      64.7,      66.5,      57.7,      67.0,      63.9,     1.752,     1.817,     1.766,     2.037,     1.752,     1.839,     35352,     70704,     35352,    141408,    282816,      0.73,      0.59,      0.86,      0.22,      0.86,   39501.6,   69570.6,   52504.3,   54056.1,  215632.6,   32893.1,   54060.3,   44018.6,   46772.1,  177744.1,     594.0,    3011.9,    1220.5,     763.2,    5589.6,    3950.0,    7142.3,    4991.9,    3800.7,   19884.9,    2064.5,    5356.1,    2273.4,    2720.1,   12414.1,   3217.81,    610.69,   1046.52,    910.53,    806.66,   3374.40,    21.746,     8.361,   127.253,         0,   157.360
0215_025.7,     1.025,       8.0,       8.2,Freeway,      1871,   19411.3,   34114.3,   26004.2,   26755.8,  106285.6,      67.0,      66.6,      66.9,      65.7,      67.0,      66.6,     0.918,     0.923,     0.918,     0.937,     0.918,     0.924,     44904,     89808,     44904,    179616,    359232,      0.59,      0.45,      0.67,      0.17,      0.67,   19889.0,   34953.9,   26644.3,   27414.3,  108901.5,   16667.6,   27349.6,   22440.9,   23830.4,   90288.5,     308.1,    1502.3,     621.7,     380.2,    2812.3,    1871.4,    3392.1,    2436.3,    1829.7,    9529.5,    1042.1,    2709.9,    1145.2,    1374.0,    6271.2,   1625.30,    298.69,    522.14,    405.85,    409.14,   1635.82,     1.915,     0.460,     8.240,     0.003,    10.618
0215_026.7,     0.772,       5.0,       3.9,Freeway,      2022,    8053.6,   14055.9,   10742.6,   10589.8,   43441.9,      66.9,      66.9,      66.9,      66.9,      66.9,      66.9,     0.692,     0.692,     0.692,     0.693,     0.692,     0.692,     30156,     60312,     30156,    120624,    241248,      0.41,      0.35,      0.47,      0.12,      0.47,    6219.6,   10855.0,    8296.2,    8178.2,   33549.0,    4936.2,    7816.7,    6684.3,    6807.3,   26244.5,     105.0,     539.3,     205.8,     142.1,     992.2,     773.1,    1424.1,     978.2,     742.3,    3917.7,     405.2,    1074.9,     428.0,     486.6,    2394.7,    501.22,     92.93,    162.17,    124.04,    122.19,    501.33,     0.006,     0.003,     0.099,     0.014,     0.122
0215_027.4,     1.078,       4.0,       4.3,Freeway,      2080,    4886.1,    8779.5,    6712.6,    6676.9,   27055.1,      67.0,      67.0,      67.0,      67.0,      67.0,      67.0,     0.965,     0.965,     0.965,     0.965,     0.965,     0.965,     24960,     49920,     24960,     99840,    199680,      0.26,      0.21,      0.33,      0.08,      0.33,    5265.7,    9461.6,    7234.1,    7195.6,   29157.0,    4164.8,    6796.5,    5888.4,    5964.5,   22814.2,      90.4,     475.2,     167.8,     132.5,     865.9,     638.8,    1224.8,     799.3,     646.6,    3309.5,     371.6,     965.1,     378.6,     452.0,    2167.3,    435.27,     78.59,    141.25,    108.00,    107.43,    435.27,         0,         0,     0.018,     0.011,     0.029
0225_000.1,     0.199,       6.0,       1.2,Minor Arterial,       781,    2436.8,    5233.9,    3852.2,    4023.2,   15546.1,      30.0,      29.9,      29.9,      29.8,      30.0,      29.9,     0.398,     0.398,     0.398,     0.400,     0.398,     0.399,     14058,     28116,     14058,     56232,    112464,      0.25,      0.26,      0.36,      0.09,      0.36,     484.0,    1039.7,     765.2,     799.2,    3088.1,     387.4,     788.9,     650.2,     677.0,    2503.5,       8.6,      56.9,      18.6,      16.1,     100.2,      53.7,     103.2,      69.4,      62.0,     288.3,      34.4,      90.5,      26.9,      44.1,     195.9,    103.01,     16.17,     34.74,     25.69,     26.65,    103.25,     0.024,     0.062,     0.177,         0,     0.263
0225_000.3,     0.307,       4.0,       1.2,Minor Arterial,       815,    1145.9,    2446.1,    1735.0,    1970.9,    7297.9,      30.0,      30.0,      30.0,      30.0,      30.0,      30.0,     0.614,     0.614,     0.614,     0.614,     0.614,     0.614,      9780,     19560,      9780,     39120,     78240,      0.14,      0.17,      0.23,      0.06,      0.23,     351.9,     751.3,     532.9,     605.3,    2241.4,     253.6,     480.2,     406.9,     477.0,    1617.7,      10.5,      57.5,      19.6,      16.3,     103.9,      53.4,     111.3,      70.3,      64.5,     299.5,      34.4,     102.2,      36.2,      47.6,     220.4,     74.64,     11.72,     25.02,     17.77,     20.16,     74.67,     0.006,         0,     0.015,         0,     0.021
0225_000.6,     0.168,       2.0,       0.3,Minor Arterial,       894,     938.6,    1916.0,    1410.7,    1558.1,    5823.4,      36.0,      35.9,      35.9,      35.7,      36.0,      35.9,     0.280,     0.280,     0.280,     0.283,     0.280,     0.281,      5364,     10728,      5364,     21456,     42912,      0.21,      0.23,      0.36,      0.09,      0.36,     157.4,     321.4,     236.6,     261.4,     976.8,     118.6,     219.9,     187.0,     212.2,     737.7,       4.4,      21.7,       7.3,       6.0,      39.4,      21.7,      42.6,      27.7,      25.8,     117.8,      12.8,      37.2,      14.7,      17.3,      82.0,     27.16,      4.38,      8.96,      6.63,      7.26,     27.23,     0.004,     0.011,     0.064,         0,     0.079
0227_000.0,     0.818,       2.0,       1.6,Minor Arterial,       924,    2329.3,    4793.0,    2947.0,    3963.2,   14032.5,      36.3,      35.1,      35.0,      33.9,      36.3,      35.1,     1.352,     1.398,     1.400,     1.448,     1.353,     1.396,      5543,     11087,      5543,     22174,     44347,      0.51,      0.49,      0.59,      0.20,      0.59,    1904.8,    3919.4,    2409.8,    3240.9,   11474.9,    1555.0,    3041.4,    2026.5,    2743.1,    9366.0,      46.6,     177.7,      57.2,      65.8,     347.3,     184.8,     384.4,     225.3,     236.9,    1031.4,     118.3,     315.9,     100.9,     195.0,     730.1,    316.13,     54.26,    111.85,     71.10,     89.38,    326.59,     1.812,     3.865,     4.720,     0.089,    10.486
0227_000.5,     0.227,       2.0,       0.5,Minor Arterial,       894,     762.9,    1738.4,    1202.6,    1500.1,    5204.0,      36.0,      35.9,      36.0,      35.9,      36.0,      36.0,     0.378,     0.379,     0.378,     0.379,     0.378,     0.379,      5364,     10728,      5364,     21456,     42912,      0.20,      0.18,      0.26,      0.08,      0.26,     173.2,     394.6,     273.0,     340.6,    1181.4,     149.8,     331.8,     237.8,     307.0,    1026.4,       4.7,      15.3,       6.6,       5.5,      32.1,      12.8,      27.2,      21.3,      16.8,      78.1,       6.0,      20.3,       7.3,      11.4,      45.0,     32.82,      4.82,     10.97,      7.60,      9.46,     32.85,     0.011,     0.002,     0.017,     0.002,     0.032
0232_000.0,     0.146,       4.0,       0.6,Minor Arterial,       815,    6157.5,   13004.0,    8437.0,   10379.3,   37977.8,      29.9,      26.2,      25.4,      20.9,      29.8,      25.3,     0.294,     0.336,     0.345,     0.421,     0.295,     0.347,      9780,     19560,      9780,     39120,     78240,      0.73,      0.74,      0.93,      0.29,      0.93,     901.3,    1903.4,    1234.9,    1519.3,    5558.9,     745.4,    1540.4,    1077.3,    1341.9,    4705.0,      17.5,      83.9,      27.6,      25.3,     154.3,      87.2,     152.4,      91.1,      85.4,     416.1,      51.3,     126.8,      38.9,      66.6,     283.6,    185.80,     34.45,     74.81,     59.16,     50.97,    219.39,     4.324,    11.199,    17.875,     0.191,    33.589
0232_000.1,     0.139,       4.0,       0.6,Minor Arterial,       815,    8387.6,   17763.1,   11100.6,   14476.2,   51727.5,      30.0,      20.2,      18.9,      13.1,      29.6,      19.2,     0.279,     0.415,     0.442,     0.638,     0.283,     0.435,      9780,     19560,      9780,     39120,     78240,      1.00,      1.00,      1.25,      0.40,      1.25,    1169.8,    2477.2,    1548.1,    2018.8,    7213.9,     977.4,    2027.9,    1354.8,    1790.1,    6150.2,      24.7,     120.0,      41.5,      36.3,     222.5,     107.3,     190.1,     107.4,     111.3,     516.1,      60.2,     139.4,      44.4,      81.2,     325.2,    240.26,     57.93,    130.86,    118.06,     68.23,    375.08,    19.034,    48.342,    66.503,     0.994,   134.873
0232_000.3,     0.400,       4.0,       1.6,Minor Arterial,       815,    5569.7,   12086.7,    7618.0,    9530.1,   34804.5,      30.0,      27.1,      26.8,      23.3,      29.9,      26.8,     0.800,     0.888,     0.895,     1.029,     0.802,     0.897,      9780,     19560,      9780,     39120,     78240,      0.71,      0.67,      0.87,      0.27,      0.87,    2228.8,    4836.7,    3048.4,    3813.6,   13927.5,    1923.0,    4080.1,    2708.3,    3452.3,   12163.7,      49.7,     245.9,      87.6,      72.6,     455.8,     162.5,     296.8,     173.6,     172.7,     805.6,      93.5,     213.9,      79.0,     116.0,     502.4,    464.08,     82.28,    180.31,    130.57,    127.42,    520.58,     8.139,    19.151,    29.051,     0.337,    56.678
0232_000.9,     0.587,       4.0,       2.3,Minor Arterial,       815,    3270.4,    6339.8,    4563.8,    5103.6,   19277.6,      30.0,      29.5,      29.8,      28.9,      30.0,      29.6,     1.174,     1.194,     1.183,     1.219,     1.174,     1.191,      9780,     19560,      9780,     39120,     78240,      0.45,      0.35,      0.55,      0.14,      0.55,    1919.4,    3720.9,    2678.5,    2995.4,   11314.2,    1754.7,    3296.5,    2461.1,    2806.7,   10319.0,      38.2,     191.0,      76.4,      55.2,     360.8,      80.0,     133.0,      99.4,      80.1,     392.5,      46.7,     100.4,      41.7,      53.5,     242.3,    377.08,     65.07,    124.99,     92.69,     99.85,    382.60,     1.128,     0.985,     3.445,     0.022,     5.580
0232_001.3,     0.987,       4.0,       3.9,Minor Arterial,       815,    4743.9,    9586.5,    6917.9,    7277.1,   28525.4,      30.0,      27.6,      28.7,      24.8,      30.0,      27.7,     1.974,     2.150,     2.066,     2.391,     1.976,     2.136,      9780,     19560,      9780,     39120,     78240,      0.66,      0.52,      0.80,      0.20,      0.80,    4681.9,    9461.1,    6827.4,    7181.9,   28152.3,    4329.1,    8460.3,    6393.0,    6839.4,   26021.8,      92.4,     488.2,     162.0,     136.9,     879.5,     172.2,     242.8,     198.2,     124.8,     738.0,      88.0,     269.8,      74.2,      80.9,     512.9,    938.55,    169.57,    330.14,    275.30,    239.64,   1014.65,    13.870,    14.728,    48.100,     0.219,    76.917
0232_002.3,     0.174,       4.0,       0.7,Minor Arterial,       815,    7675.5,   15225.6,   11349.6,   12679.3,   46930.0,      30.0,      13.6,      24.4,      10.5,      29.8,      17.4,     0.349,     0.774,     0.430,     0.996,     0.352,     0.603,      9780,     19560,      9780,     39120,     78240,      1.26,      0.83,      1.46,      0.36,      1.46,    1339.3,    2656.8,    1980.4,    2212.4,    8188.9,    1314.7,    2525.3,    1934.9,    2173.2,    7948.1,      24.6,     131.5,      45.6,      39.2,     240.9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,    273.10,     98.61,    109.03,    187.78,     74.34,    469.76,    54.323,    20.443,   122.284,     0.565,   197.615
0235_000.0,     0.513,       4.0,       2.1,Minor Arterial,       858,    2951.2,    5614.7,    4285.2,    4171.4,   17022.5,      36.0,      35.3,      35.8,      34.7,      36.0,      35.5,     0.855,     0.872,     0.860,     0.888,     0.855,     0.868,     10296,     20592,     10296,     41184,     82368,      0.45,      0.32,      0.54,      0.12,      0.54,    1513.1,    2878.5,    2197.0,    2138.6,    8727.2,    1236.1,    2249.7,    1860.0,    1874.7,    7220.5,      22.1,     143.0,      53.9,      32.0,     251.0,     160.6,     293.3,     199.1,     141.2,     794.2,      94.0,     192.5,      83.9,      90.7,     461.1,    242.45,     42.82,     80.44,     63.39,     59.42,    246.07,     0.842,     0.475,     2.418,         0,     3.735
0235_000.5,     0.584,       4.0,       2.3,Minor Arterial,       858,    1963.1,    3713.3,    2876.4,    2966.6,   11519.4,      36.0,      35.9,      36.0,      35.8,      36.0,      35.9,     0.973,     0.977,     0.974,     0.980,     0.973,     0.976,     10296,     20592,     10296,     41184,     82368,      0.29,      0.21,      0.36,      0.09,      0.36,    1146.4,    2168.4,    1679.7,    1732.4,    6726.9,     925.2,    1692.9,    1416.2,    1522.5,    5556.8,      15.3,     103.4,      41.4,      22.2,     182.3,     127.1,     224.2,     157.8,     117.3,     626.4,      78.8,     147.9,      64.3,      70.2,     361.2,    186.85,     31.94,     60.30,     46.97,     48.12,    187.33,     0.114,     0.060,     0.315,         0,     0.489
0235_001.1,     0.147,       4.0,       0.6,Minor Arterial,       858,    4750.0,    9446.7,    6616.1,    8697.3,   29510.1,      36.0,      33.0,      34.5,      30.5,      36.0,      33.7,     0.245,     0.269,     0.255,     0.290,     0.245,     0.262,     10296,     20592,     10296,     41184,     82368,      0.68,      0.53,      0.81,      0.26,      0.81,     698.3,    1388.7,     972.7,    1278.6,    4338.3,     559.5,    1066.2,     809.4,    1103.4,    3538.5,      11.6,      68.2,      26.1,      21.1,     127.0,      82.3,     147.1,      97.4,      89.5,     416.3,      44.9,     107.2,      39.7,      64.4,     256.2,    120.40,     21.15,     40.22,     31.86,     35.55,    128.78,     1.887,     1.679,     4.951,     0.066,     8.583
0235_001.2,     0.813,       4.0,       3.3,Minor Arterial,       858,    4540.5,    9243.2,    6230.9,    8496.8,   28511.4,      36.0,      33.7,      34.6,      31.8,      35.9,      34.2,     1.355,     1.452,     1.409,     1.538,     1.357,     1.428,     10296,     20592,     10296,     41184,     82368,      0.63,      0.52,      0.74,      0.25,      0.74,    3691.0,    7513.9,    5065.1,    6907.2,   23177.2,    2962.1,    5821.7,    4270.6,    6007.3,   19061.7,      62.2,     357.8,     132.3,     105.3,     657.6,     432.8,     774.2,     474.4,     478.3,    2159.7,     233.9,     560.2,     188.0,     316.4,    1298.5,    643.72,    109.46,    217.06,    159.43,    192.17,    678.12,     7.341,     8.386,    18.989,     0.339,    35.055
0235_002.0,     0.386,       4.0,       1.5,Minor Arterial,       858,    3807.7,    7740.7,    5282.2,    7058.6,   23889.2,      36.0,      34.9,      35.3,      33.8,      35.9,      35.1,     0.643,     0.664,     0.655,     0.685,     0.644,     0.660,     10296,     20592,     10296,     41184,     82368,      0.53,      0.43,      0.62,      0.20,      0.62,    1468.3,    2984.8,    2036.8,    2721.8,    9211.7,    1191.3,    2339.9,    1735.9,    2388.9,    7656.0,      26.6,     140.6,      51.7,      43.2,     262.1,     166.9,     295.4,     180.6,     182.8,     825.7,      83.4,     208.9,      68.6,     106.8,     467.7,    256.06,     42.11,     84.53,     60.27,     75.72,    262.63,     1.348,     1.566,     3.681,     0.060,     6.655
0235_002.4,     0.127,       4.0,       0.5,Minor Arterial,       858,    4128.5,    8568.3,    5770.8,    7647.1,   26114.7,      36.0,      34.5,      35.0,      32.9,      35.9,      34.7,     0.211,     0.220,     0.217,     0.231,     0.211,     0.219,     10296,     20592,     10296,     41184,     82368,      0.56,      0.47,      0.68,      0.22,      0.68,     522.8,    1084.9,     730.7,     968.3,    3306.7,     423.9,     850.7,     623.7,     849.2,    2747.5,      10.6,      54.9,      19.4,      16.0,     100.9,      58.9,     105.3,      63.9,      65.3,     293.4,      29.4,      73.8,      23.8,      37.7,     164.7,     91.98,     15.14,     31.02,     22.20,     26.96,     95.32,     0.629,     0.847,     1.889,     0.020,     3.385
0235_002.6,     0.519,       4.0,       2.1,Minor Arterial,       858,    3838.3,    8012.1,    5424.9,    7113.1,   24388.4,      36.0,      34.9,      35.2,      33.5,      36.0,      35.0,     0.866,     0.893,     0.885,     0.930,     0.866,     0.891,     10296,     20592,     10296,     41184,     82368,      0.52,      0.44,      0.63,      0.20,      0.63,    1992.7,    4159.5,    2816.3,    3692.8,   12661.3,    1621.3,    3278.8,    2408.1,    3265.2,   10573.4,      39.5,     214.1,      72.7,      61.0,     387.3,     222.8,     396.1,     239.8,     235.3,    1094.0,     109.1,     270.5,      95.7,     131.2,     606.5,    351.80,     57.08,    118.12,     84.04,    102.69,    361.93,     1.785,     2.545,     5.834,     0.082,    10.246
0235_003.1,     0.135,       4.0,       0.5,Minor Arterial,       858,    3666.8,    7641.3,    5207.2,    6751.4,   23266.7,      36.0,      35.2,      35.4,      34.0,      36.0,      35.2,     0.225,     0.231,     0.229,     0.239,     0.225,     0.230,     10296,     20592,     10296,     41184,     82368,      0.49,      0.42,      0.60,      0.19,      0.60,     496.1,    1033.9,     704.6,     913.5,    3148.1,     406.5,     820.9,     606.3,     815.5,    2649.2,      10.4,      54.0,      17.7,      15.3,      97.4,      53.3,      95.3,      56.2,      53.7,     258.5,      25.8,      63.6,      24.2,      28.9,     142.5,     87.38,     14.10,     29.19,     20.70,     25.37,     89.36,     0.337,     0.497,     1.161,     0.016,     2.011
0241_000.0,     0.289,       4.0,       1.2,Principal Arterial,       883,    4578.0,    9333.8,    6532.4,    6846.8,   27291.0,      34.0,      32.3,      32.5,      29.6,      34.0,      32.1,     0.510,     0.537,     0.533,     0.587,     0.510,     0.541,     10596,     21192,     10596,     42384,     84768,      0.55,      0.51,      0.75,      0.19,      0.75,    1322.9,    2697.1,    1887.6,    1978.4,    7886.0,    1008.8,    1918.2,    1496.9,    1606.7,    6030.6,      38.0,     198.3,      63.0,      53.2,     352.5,     187.4,     348.5,     235.8,     191.1,     962.8,      88.6,     232.1,      91.9,     127.5,     540.1,    232.00,     40.94,     82.96,     63.80,     58.25,    245.95,     2.061,     3.614,     8.365,     0.042,    14.082
0241_000.3,     0.370,       4.0,       1.5,Principal Arterial,       880,    4994.4,   10428.5,    6721.7,    7516.1,   29660.7,      34.0,      32.6,      32.2,      30.0,      34.0,      32.2,     0.652,     0.679,     0.689,     0.741,     0.653,     0.690,     10558,     21116,     10558,     42232,     84464,      0.56,      0.57,      0.71,      0.21,      0.71,    1846.6,    3855.7,    2485.2,    2778.9,   10966.4,    1427.7,    2784.1,    2011.2,    2297.3,    8520.3,      58.7,     283.3,      82.3,      79.3,     503.6,     254.4,     482.2,     289.2,     254.7,    1280.5,     105.8,     306.1,     102.6,     147.5,     662.0,    322.26,     56.56,    119.70,     82.95,     81.74,    340.95,     2.295,     6.392,     9.935,     0.086,    18.708
0241_000.7,     0.506,       4.0,       2.0,Principal Arterial,       883,    3834.3,    7913.1,    4978.3,    5906.6,   22632.3,      34.0,      33.4,      33.3,      32.5,      34.0,      33.3,     0.894,     0.910,     0.911,     0.934,     0.894,     0.912,     10596,     21192,     10596,     42384,     84768,      0.44,      0.44,      0.55,      0.17,      0.55,    1942.0,    4007.9,    2521.5,    2991.7,   11463.1,    1498.5,    2925.3,    2055.0,    2473.7,    8952.5,      65.1,     293.0,      79.1,      92.1,     529.3,     270.0,     493.9,     284.4,     267.2,    1315.5,     108.4,     295.6,     103.1,     158.8,     665.9,    337.14,     58.13,    120.19,     77.51,     88.02,    343.85,     1.020,     2.321,     3.364,     0.031,     6.736
0241_001.2,     0.390,       4.0,       1.6,Principal Arterial,       906,    3522.8,    7137.2,    4683.2,    5588.9,   20932.1,      36.6,      36.2,      36.2,      35.5,      36.6,      36.1,     0.639,     0.647,     0.647,     0.658,     0.639,     0.647,     10871,     21742,     10871,     43484,     86969,      0.41,      0.37,      0.50,      0.15,      0.50,    1373.4,    2782.5,    1825.8,    2178.9,    8160.6,    1091.6,    2085.4,    1522.8,    1839.2,    6539.0,      37.9,     182.3,      54.1,      60.2,     334.5,     170.5,     335.3,     186.0,     175.6,     867.4,      73.5,     179.5,      62.8,     103.9,     419.7,    222.82,     37.98,     76.92,     51.37,     59.53,    225.80,     0.486,     0.946,     1.524,     0.037,     2.993
0265_000.0,     0.433,       4.0,       1.7,Principal Arterial,       883,    4720.8,    8771.1,    6353.1,    7071.5,   26916.5,      34.0,      32.7,      32.9,      30.2,      34.0,      32.5,     0.764,     0.796,     0.789,     0.860,     0.765,     0.801,     10596,     21192,     10596,     42384,     84768,      0.52,      0.48,      0.70,      0.18,      0.70,    2044.7,    3798.9,    2751.6,    3062.8,   11658.0,    1653.2,    2809.2,    2295.2,    2558.0,    9315.6,      52.9,     283.6,      91.3,      88.2,     516.0,     239.7,     453.0,     275.7,     277.0,    1245.4,      98.8,     253.1,      89.3,     139.5,     580.7,    342.86,     62.60,    115.37,     91.12,     90.15,    359.24,     2.461,     3.641,    10.159,     0.081,    16.342
0265_000.4,     0.304,       8.0,       2.4,Principal Arterial,       826,   14531.0,   23550.1,   17166.3,   17847.5,   73094.9,      34.1,      21.6,      30.3,      22.7,      34.0,      26.8,     0.534,     0.860,     0.601,     0.805,     0.536,     0.688,     19824,     39648,     19824,     79296,    158592,      1.08,      0.69,      1.02,      0.26,      1.08,    4410.5,    7148.0,    5210.4,    5417.2,   22186.1,    3682.7,    5312.0,    4402.5,    4497.4,   17894.6,      91.0,     477.6,     142.8,     146.3,     857.7,     433.1,     812.6,     471.0,     480.3,    2197.0,     203.8,     545.9,     194.2,     293.3,    1237.2,    650.98,    204.39,    235.70,    229.67,    159.30,    829.06,    78.890,    25.979,    77.408,     0.348,   182.625
0265_000.7,     0.476,       6.0,       2.9,Principal Arterial,       846,    7252.8,   15532.3,    9529.3,   12479.0,   44793.4,      34.0,      31.8,      31.8,      29.9,      33.9,      31.9,     0.840,     0.899,     0.897,     0.955,     0.841,     0.894,     15228,     30456,     15228,     60912,    121824,      0.63,      0.60,      0.73,      0.24,      0.73,    3450.5,    7389.3,    4533.5,    5936.7,   21310.0,    2685.8,    5488.0,    3796.9,    4914.8,   16885.5,      85.8,     470.5,     132.4,     155.1,     843.8,     450.6,     822.8,     424.2,     521.9,    2219.5,     228.2,     608.0,     180.0,     345.0,    1361.2,    626.93,    108.36,    232.30,    151.48,    174.93,    667.07,     7.122,    14.935,    18.239,     0.275,    40.571
0265_001.2,     0.506,       6.0,       3.0,Principal Arterial,       846,    9415.3,   19213.7,   11970.2,   15216.3,   55815.5,      34.0,      29.9,      29.5,      26.0,      33.9,      29.8,     0.893,     1.014,     1.027,     1.168,     0.896,     1.020,     15228,     30456,     15228,     60912,    121824,      0.71,      0.72,      0.85,      0.28,      0.85,    4760.3,    9714.3,    6052.0,    7693.1,   28219.7,    3840.3,    7440.5,    5148.9,    6481.6,   22911.3,     108.5,     595.3,     170.7,     195.1,    1069.6,     552.5,     987.2,     528.9,     623.4,    2692.0,     258.9,     691.1,     203.5,     392.9,    1546.4,    830.36,    159.08,    328.96,    233.07,    227.12,    948.23,    19.076,    43.126,    55.001,     0.747,   117.950
0265_001.7,     0.556,       6.0,       3.3,Principal Arterial,       846,    8609.6,   18482.5,   11120.5,   14751.6,   52964.2,      34.0,      31.0,      30.2,      27.6,      33.9,      30.6,     0.982,     1.077,     1.107,     1.209,     0.985,     1.089,     15228,     30456,     15228,     60912,    121824,      0.66,      0.69,      0.79,      0.26,      0.79,    4791.2,   10285.3,    6188.5,    8209.2,   29474.2,    3899.9,    8002.9,    5289.1,    6984.7,   24176.6,     108.7,     614.5,     174.9,     203.8,    1101.9,     535.0,    1001.8,     527.8,     637.8,    2702.4,     247.6,     666.1,     196.6,     382.8,    1493.1,    867.16,    154.52,    341.01,    223.98,    242.23,    961.74,    13.636,    38.410,    41.935,     0.719,    94.700
0265_002.3,     0.453,       6.0,       2.7,Principal Arterial,       846,    8081.9,   16862.6,   10785.5,   13697.6,   49427.6,      34.0,      31.3,      31.4,      28.4,      33.9,      31.3,     0.800,     0.871,     0.867,     0.958,     0.802,     0.870,     15228,     30456,     15228,     60912,    121824,      0.67,      0.62,      0.77,      0.24,      0.77,    3662.7,    7642.1,    4887.9,    6207.8,   22400.5,    2956.9,    6094.9,    4256.1,    5328.6,   18636.5,      85.4,     430.9,     108.2,     139.5,     764.0,     436.1,     694.6,     390.3,     471.5,    1992.5,     184.3,     421.7,     133.3,     268.2,    1007.5,    659.05,    117.10,    243.62,    172.27,    183.02,    716.01,     9.543,    18.783,    28.462,     0.379,    57.167
0265_002.7,     0.922,       6.0,       5.5,Principal Arterial,       846,    9385.9,   19772.5,   12862.7,   16292.8,   58313.9,      34.0,      29.7,      29.5,      24.5,      33.9,      29.2,     1.627,     1.867,     1.877,     2.262,     1.634,     1.895,     15228,     30456,     15228,     60912,    121824,      0.75,      0.72,      0.91,      0.29,      0.91,    8653.7,   18230.0,   11859.3,   15021.8,   53764.8,    7102.2,   14762.2,   10450.7,   12996.4,   45311.5,     204.7,     973.5,     256.7,     322.9,    1757.8,     969.9,    1587.6,     874.4,    1100.2,    4532.1,     377.0,     906.9,     277.5,     602.2,    2163.6,   1581.66,    291.37,    618.61,    484.85,    443.74,   1838.57,    37.488,    82.350,   136.001,     1.836,   257.675
0265_003.6,     0.459,       6.0,       2.8,Principal Arterial,       846,    7085.5,   15340.3,   10536.1,   12432.2,   45394.1,      34.0,      31.8,      32.3,      28.8,      33.9,      31.7,     0.810,     0.868,     0.854,     0.957,     0.811,     0.869,     15228,     30456,     15228,     60912,    121824,      0.64,      0.56,      0.78,      0.22,      0.78,    3251.4,    7039.4,    4834.8,    5704.9,   20830.5,    2684.8,    5863.9,    4274.3,    4983.1,   17806.1,      72.6,     327.3,     101.2,     114.7,     615.8,     347.1,     529.1,     345.2,     387.4,    1608.8,     146.8,     319.2,     114.1,     219.8,     799.9,    613.04,    102.22,    218.24,    167.93,    168.12,    656.51,     6.814,    11.078,    25.700,     0.229,    43.821
0265_004.1,     0.230,       6.0,       1.4,Principal Arterial,       846,    5881.6,   12288.1,    8447.5,   10941.7,   37558.9,      33.9,      32.6,      33.2,      31.6,      33.9,      32.9,     0.407,     0.424,     0.416,     0.438,     0.407,     0.420,     15228,     30456,     15228,     60912,    121824,      0.56,      0.45,      0.63,      0.20,      0.63,    1354.2,    2829.2,    1945.0,    2519.2,    8647.6,    1121.4,    2360.4,    1721.7,    2190.1,    7393.6,      29.9,     136.9,      40.9,      50.9,     258.6,     142.2,     210.7,     136.2,     179.3,     668.4,      60.8,     121.1,      46.2,      99.0,     327.1,    254.83,     41.49,     85.20,     61.62,     74.29,    262.60,     1.671,     1.825,     4.321,     0.060,     7.877
0266_000.0,     0.292,       6.0,       1.8,Principal Arterial,       846,   12698.6,   24494.8,   16127.0,   23024.3,   76344.7,      33.9,      21.8,      24.9,      16.5,      33.3,      23.6,     0.516,     0.818,     0.701,     1.064,     0.526,     0.746,     15228,     30456,     15228,     60912,    121824,      1.07,      0.89,      1.25,      0.46,      1.25,    3704.8,    7146.4,    4705.1,    6717.4,   22273.7,    3149.4,    5838.9,    4201.6,    5897.8,   19087.7,      50.9,     256.3,      82.8,      79.8,     469.8,     397.6,     754.4,     346.3,     542.3,    2040.6,     107.0,     296.7,      74.4,     197.5,     675.6,    656.19,    169.70,    286.45,    285.44,    201.66,    943.25,    63.885,    75.800,   147.346,     3.790,   290.821
