Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn
All,Pk,A,   2084.00,   2314.18,   2197.01,     18.96,   2197.01,    117.17,     98.21,         0
HBW,Pk,P,   2084.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,   2084.00,    405.59,    397.60,      4.46,    397.60,      7.99,      3.54,         0
HBO,Pk,P,   2084.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,   2084.00,   1019.05,    954.90,      9.80,    954.90,     64.16,     54.35,         0
NHB,Pk,P,   2084.00,    897.24,    853.01,      4.74,    853.15,     44.09,     39.35,      0.14
NHB,Pk,A,   2084.00,    889.53,    844.51,      4.70,    844.51,     45.02,     40.32,         0
HBC,Pk,P,   2084.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   2084.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2084.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,   2084.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2085.00,    508.84,    467.60,      3.44,    468.58,     40.25,     21.51,      0.98
All,Pk,A,   2085.00,    186.32,    175.31,      1.56,    175.31,     11.01,      9.46,         0
HBW,Pk,P,   2085.00,    139.74,    136.69,      0.87,    137.58,      2.16,      1.29,      0.89
HBW,Pk,A,   2085.00,      9.41,      9.18,      0.10,      9.18,      0.23,      0.13,         0
HBO,Pk,P,   2085.00,    308.44,    287.03,      2.40,    287.12,     21.33,     18.93,      0.09
HBO,Pk,A,   2085.00,    148.11,    138.61,      1.30,    138.61,      9.50,      8.20,         0
NHB,Pk,P,   2085.00,     28.95,     27.66,      0.16,     27.67,      1.29,      1.13,      0.00
NHB,Pk,A,   2085.00,     28.79,     27.52,      0.16,     27.52,      1.28,      1.12,         0
HBC,Pk,P,   2085.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   2085.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2085.00,     31.70,     16.22,      0.02,     16.22,     15.48,      0.15,         0
HBSch,Pk,A,   2085.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2086.00,   1573.32,   1464.17,     10.87,   1476.14,     97.17,     48.20,     11.97
All,Pk,A,   2086.00,    541.53,    508.59,      4.26,    508.59,     32.94,     28.68,         0
HBW,Pk,P,   2086.00,    423.31,    415.44,      2.88,    418.57,      4.74,      1.87,      3.13
HBW,Pk,A,   2086.00,      2.65,      2.65,         0,      2.65,         0,         0,         0
HBO,Pk,P,   2086.00,    929.35,    877.88,      7.35,    878.29,     51.06,     43.71,      0.41
HBO,Pk,A,   2086.00,    448.58,    418.30,      3.81,    418.30,     30.27,     26.46,         0
NHB,Pk,P,   2086.00,     91.27,     88.58,      0.44,     88.59,      2.68,      2.23,      0.02
NHB,Pk,A,   2086.00,     90.30,     87.64,      0.45,     87.64,      2.66,      2.22,         0
HBC,Pk,P,   2086.00,     35.00,     26.44,      0.15,     34.85,      0.15,         0,      8.41
HBC,Pk,A,   2086.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2086.00,     94.38,     55.84,      0.05,     55.84,     38.54,      0.38,         0
HBSch,Pk,A,   2086.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2087.00,   1354.67,   1258.43,     10.14,   1270.67,     83.99,     39.58,     12.24
All,Pk,A,   2087.00,    523.51,    491.69,      4.01,    491.69,     31.83,     27.82,         0
HBW,Pk,P,   2087.00,    358.06,    351.10,      2.82,    354.13,      3.93,      1.12,      3.04
HBW,Pk,A,   2087.00,      2.55,      2.55,         0,      2.55,         0,         0,         0
HBO,Pk,P,   2087.00,    805.93,    762.17,      6.87,    762.63,     43.29,     36.43,      0.46
HBO,Pk,A,   2087.00,    433.22,    403.50,      3.58,    403.50,     29.71,     26.13,         0
NHB,Pk,P,   2087.00,     88.72,     86.60,      0.42,     86.61,      2.11,      1.69,      0.02
NHB,Pk,A,   2087.00,     87.74,     85.63,      0.42,     85.63,      2.11,      1.69,         0
HBC,Pk,P,   2087.00,     40.00,     31.27,         0,     40.00,         0,         0,      8.73
HBC,Pk,A,   2087.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2087.00,     61.95,     27.29,      0.04,     27.29,     34.66,      0.35,         0
HBSch,Pk,A,   2087.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2088.00,   1380.36,   1297.17,     10.30,   1301.24,     79.12,     42.88,      4.07
All,Pk,A,   2088.00,    791.98,    669.55,      4.94,    669.55,    122.43,     31.22,         0
HBW,Pk,P,   2088.00,    347.52,    339.64,      2.85,    342.77,      4.74,      1.90,      3.13
HBW,Pk,A,   2088.00,     61.43,     59.74,      0.55,     59.74,      1.68,      1.13,         0
HBO,Pk,P,   2088.00,    786.52,    740.99,      6.81,    741.41,     45.12,     38.30,      0.41
HBO,Pk,A,   2088.00,    464.92,    434.34,      3.75,    434.34,     30.58,     26.83,         0
NHB,Pk,P,   2088.00,    112.64,    109.69,      0.51,    109.71,      2.93,      2.41,      0.02
NHB,Pk,A,   2088.00,    111.99,    109.08,      0.52,    109.08,      2.91,      2.39,         0
HBC,Pk,P,   2088.00,     69.00,     68.41,      0.09,     68.91,      0.09,         0,      0.50
HBC,Pk,A,   2088.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2088.00,     64.68,     38.44,      0.03,     38.44,     26.24,      0.26,         0
HBSch,Pk,A,   2088.00,    153.64,     66.38,      0.12,     66.38,     87.26,      0.87,         0
All,Pk,P,   2089.00,    455.81,    425.64,      3.09,    427.42,     28.39,     18.72,      1.78
All,Pk,A,   2089.00,    321.72,    297.75,      3.14,    297.75,     23.97,     20.83,         0
HBW,Pk,P,   2089.00,    118.57,    115.11,      0.78,    116.29,      2.29,      1.51,      1.17
HBW,Pk,A,   2089.00,     85.85,     82.23,      1.13,     82.23,      3.62,      2.50,         0
HBO,Pk,P,   2089.00,    264.78,    247.22,      2.07,    247.44,     17.34,     15.27,      0.22
HBO,Pk,A,   2089.00,    188.38,    170.14,      1.78,    170.14,     18.24,     16.45,         0
NHB,Pk,P,   2089.00,     48.40,     46.28,      0.24,     46.29,      2.12,      1.88,      0.01
NHB,Pk,A,   2089.00,     47.49,     45.38,      0.23,     45.38,      2.11,      1.88,         0
HBC,Pk,P,   2089.00,      2.00,      1.62,         0,      2.00,         0,         0,      0.38
HBC,Pk,A,   2089.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2089.00,     22.05,     15.40,      0.01,     15.40,      6.65,      0.07,         0
HBSch,Pk,A,   2089.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2090.00,   2297.97,   2121.90,     13.53,   2132.55,    165.42,     89.52,     10.65
All,Pk,A,   2090.00,   1084.62,    849.70,      7.56,    849.70,    234.92,     70.82,         0
HBW,Pk,P,   2090.00,    590.88,    579.27,      2.86,    583.89,      7.00,      4.14,      4.62
HBW,Pk,A,   2090.00,     60.28,     57.19,      0.71,     57.19,      3.09,      2.38,         0
HBO,Pk,P,   2090.00,   1358.09,   1268.61,      9.85,   1269.39,     88.69,     78.84,      0.79
HBO,Pk,A,   2090.00,    663.11,    596.30,      5.93,    596.30,     66.81,     60.88,         0
NHB,Pk,P,   2090.00,    154.16,    147.48,      0.74,    147.50,      6.66,      5.91,      0.02
NHB,Pk,A,   2090.00,    151.58,    144.86,      0.74,    144.86,      6.72,      5.98,         0
HBC,Pk,P,   2090.00,     30.00,     24.78,         0,     30.00,         0,         0,      5.22
HBC,Pk,A,   2090.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2090.00,    164.84,    101.77,      0.08,    101.77,     63.07,      0.63,         0
HBSch,Pk,A,   2090.00,    209.65,     51.34,      0.18,     51.34,    158.31,      1.58,         0
All,Pk,P,   2091.00,   2017.43,   1854.49,     13.68,   1862.97,    154.46,    100.61,      8.48
All,Pk,A,   2091.00,   1185.85,   1080.66,     10.35,   1080.66,    105.19,     94.84,         0
HBW,Pk,P,   2091.00,    490.09,    474.18,      3.36,    479.49,     10.59,      7.23,      5.32
HBW,Pk,A,   2091.00,    127.59,    119.89,      1.83,    119.89,      7.70,      5.87,         0
HBO,Pk,P,   2091.00,   1075.67,    990.29,      8.52,    991.28,     84.39,     75.87,      0.99
HBO,Pk,A,   2091.00,    725.62,    646.54,      6.79,    646.54,     79.09,     72.30,         0
NHB,Pk,P,   2091.00,    337.90,    318.98,      1.75,    319.04,     18.85,     17.11,      0.06
NHB,Pk,A,   2091.00,    332.63,    314.23,      1.73,    314.23,     18.40,     16.67,         0
HBC,Pk,P,   2091.00,     27.00,     24.89,         0,     27.00,         0,         0,      2.11
HBC,Pk,A,   2091.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2091.00,     86.77,     46.15,      0.05,     46.15,     40.62,      0.41,         0
HBSch,Pk,A,   2091.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2092.00,   1766.00,   1631.39,     12.14,   1641.24,    124.76,     77.67,      9.85
All,Pk,A,   2092.00,    997.70,    927.44,      8.77,    927.44,     70.25,     61.48,         0
HBW,Pk,P,   2092.00,    487.92,    473.39,      3.22,    478.16,      9.76,      6.54,      4.77
HBW,Pk,A,   2092.00,    166.17,    159.12,      1.98,    159.12,      7.05,      5.06,         0
HBO,Pk,P,   2092.00,   1032.34,    959.58,      8.05,    960.30,     72.04,     63.99,      0.72
HBO,Pk,A,   2092.00,    675.17,    619.41,      6.00,    619.41,     55.76,     49.76,         0
NHB,Pk,P,   2092.00,    159.05,    151.45,      0.80,    151.47,      7.58,      6.78,      0.02
NHB,Pk,A,   2092.00,    156.36,    148.91,      0.79,    148.91,      7.45,      6.66,         0
HBC,Pk,P,   2092.00,     13.00,      8.63,      0.03,     12.97,      0.03,         0,      4.34
HBC,Pk,A,   2092.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2092.00,     73.69,     38.33,      0.05,     38.33,     35.36,      0.35,         0
HBSch,Pk,A,   2092.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2093.00,    929.40,    873.77,      5.57,    875.64,     53.76,     35.69,      1.88
All,Pk,A,   2093.00,   1340.78,   1193.84,      7.10,   1193.84,    146.95,     37.37,         0
HBW,Pk,P,   2093.00,    181.53,    177.29,      1.04,    178.51,      3.02,      1.98,      1.22
HBW,Pk,A,   2093.00,    163.07,    158.70,      1.89,    158.70,      4.37,      2.48,         0
HBO,Pk,P,   2093.00,    400.19,    374.16,      2.97,    374.31,     25.89,     22.91,      0.15
HBO,Pk,A,   2093.00,    387.06,    360.78,      3.54,    360.78,     26.27,     22.73,         0
NHB,Pk,P,   2093.00,    302.02,    289.79,      1.52,    289.83,     12.19,     10.67,      0.05
NHB,Pk,A,   2093.00,    298.64,    286.02,      1.50,    286.02,     12.62,     11.12,         0
HBC,Pk,P,   2093.00,      6.00,      5.50,      0.03,      5.97,      0.03,         0,      0.47
HBC,Pk,A,   2093.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2093.00,     39.66,     27.02,      0.02,     27.02,     12.64,      0.13,         0
HBSch,Pk,A,   2093.00,    492.02,    388.34,      0.16,    388.34,    103.68,      1.04,         0
All,Pk,P,   2094.00,   3248.11,   3046.67,     19.56,   3052.75,    195.36,    128.42,      6.08
All,Pk,A,   2094.00,   3443.83,   3262.89,     27.33,   3262.89,    180.94,    153.61,         0
HBW,Pk,P,   2094.00,    602.26,    583.91,      3.96,    587.90,     14.36,     10.40,      3.99
HBW,Pk,A,   2094.00,    477.18,    460.92,      5.26,    460.92,     16.26,     11.00,         0
HBO,Pk,P,   2094.00,   1293.63,   1214.00,      9.70,   1214.55,     79.08,     69.38,      0.55
HBO,Pk,A,   2094.00,   1795.03,   1684.43,     16.21,   1684.43,    110.59,     94.38,         0
NHB,Pk,P,   2094.00,   1182.18,   1128.00,      5.81,   1128.21,     53.97,     48.16,      0.21
NHB,Pk,A,   2094.00,   1171.63,   1117.53,      5.86,   1117.53,     54.09,     48.23,         0
HBC,Pk,P,   2094.00,     36.00,     34.65,      0.03,     35.97,      0.03,         0,      1.33
HBC,Pk,A,   2094.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2094.00,    134.05,     86.11,      0.07,     86.11,     47.93,      0.48,         0
HBSch,Pk,A,   2094.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2095.00,   1561.28,   1448.00,      9.65,   1455.16,    106.12,     43.45,      7.16
All,Pk,A,   2095.00,    829.56,    758.78,      5.80,    758.78,     70.78,     31.51,         0
HBW,Pk,P,   2095.00,    398.60,    390.64,      2.31,    393.58,      5.03,      2.71,      2.94
HBW,Pk,A,   2095.00,    124.97,    121.33,      1.23,    121.33,      3.64,      2.41,         0
HBO,Pk,P,   2095.00,    892.33,    848.43,      6.62,    848.81,     43.52,     36.90,      0.38
HBO,Pk,A,   2095.00,    466.18,    436.90,      3.86,    436.90,     29.28,     25.41,         0
NHB,Pk,P,   2095.00,    146.98,    143.00,      0.65,    143.03,      3.95,      3.30,      0.03
NHB,Pk,A,   2095.00,    145.94,    141.93,      0.66,    141.93,      4.01,      3.35,         0
HBC,Pk,P,   2095.00,     16.00,     12.19,         0,     16.00,         0,         0,      3.81
HBC,Pk,A,   2095.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2095.00,    107.37,     53.75,      0.06,     53.75,     53.62,      0.54,         0
HBSch,Pk,A,   2095.00,     92.47,     58.62,      0.04,     58.62,     33.85,      0.34,         0
All,Pk,P,   2096.00,    221.53,    207.27,      1.44,    210.08,     11.45,      5.47,      2.81
All,Pk,A,   2096.00,     88.83,     83.64,      0.69,     83.64,      5.18,      4.50,         0
HBW,Pk,P,   2096.00,     60.80,     59.87,      0.36,     60.29,      0.51,      0.15,      0.43
HBW,Pk,A,   2096.00,      0.43,      0.43,         0,      0.43,         0,         0,         0
HBO,Pk,P,   2096.00,    128.35,    122.28,      1.01,    122.32,      6.04,      5.03,      0.04
HBO,Pk,A,   2096.00,     74.60,     69.75,      0.62,     69.75,      4.86,      4.24,         0
NHB,Pk,P,   2096.00,     14.07,     13.75,      0.07,     13.75,      0.32,      0.25,      0.00
NHB,Pk,A,   2096.00,     13.79,     13.46,      0.07,     13.46,      0.33,      0.26,         0
HBC,Pk,P,   2096.00,      9.00,      6.66,         0,      9.00,         0,         0,      2.34
HBC,Pk,A,   2096.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2096.00,      9.30,      4.72,      0.01,      4.72,      4.59,      0.05,         0
HBSch,Pk,A,   2096.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2097.00,   1984.42,   1873.73,     13.60,   1896.15,     88.27,     49.45,     22.42
All,Pk,A,   2097.00,    949.71,    899.63,      7.01,    899.63,     50.08,     43.07,         0
HBW,Pk,P,   2097.00,    545.85,    535.16,      3.83,    539.84,      6.01,      2.18,      4.68
HBW,Pk,A,   2097.00,     54.68,     52.89,      0.52,     52.89,      1.79,      1.27,         0
HBO,Pk,P,   2097.00,   1081.34,   1028.46,      8.79,   1029.03,     52.31,     43.52,      0.57
HBO,Pk,A,   2097.00,    696.42,    652.55,      5.61,    652.55,     43.87,     38.26,         0
NHB,Pk,P,   2097.00,    199.84,    195.43,      0.86,    195.48,      4.36,      3.49,      0.05
NHB,Pk,A,   2097.00,    198.61,    194.19,      0.88,    194.19,      4.42,      3.54,         0
HBC,Pk,P,   2097.00,     79.00,     61.79,      0.08,     78.92,      0.08,         0,     17.12
HBC,Pk,A,   2097.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2097.00,     78.39,     52.88,      0.03,     52.88,     25.50,      0.25,         0
HBSch,Pk,A,   2097.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2098.00,    673.41,    639.46,      5.39,    641.49,     31.92,     18.61,      2.03
All,Pk,A,   2098.00,    700.76,    671.83,      5.20,    671.83,     28.93,     21.19,         0
HBW,Pk,P,   2098.00,    174.83,    170.06,      1.58,    171.61,      3.22,      1.64,      1.56
HBW,Pk,A,   2098.00,    221.11,    217.06,      1.80,    217.06,      4.06,      2.26,         0
HBO,Pk,P,   2098.00,    372.06,    353.15,      3.32,    353.35,     18.72,     15.39,      0.19
HBO,Pk,A,   2098.00,    373.85,    353.54,      2.94,    353.54,     20.30,     17.36,         0
NHB,Pk,P,   2098.00,    102.67,    100.71,      0.45,    100.73,      1.94,      1.49,      0.02
NHB,Pk,A,   2098.00,    101.91,     99.91,      0.46,     99.91,      2.00,      1.54,         0
HBC,Pk,P,   2098.00,      2.00,      1.71,      0.03,      1.97,      0.03,         0,      0.26
HBC,Pk,A,   2098.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2098.00,     21.85,     13.83,      0.01,     13.83,      8.02,      0.08,         0
HBSch,Pk,A,   2098.00,      3.89,      1.31,      0.00,      1.31,      2.57,      0.03,         0
All,Pk,P,   2099.00,    400.78,    384.10,      3.35,    385.29,     15.49,     10.13,      1.19
All,Pk,A,   2099.00,    405.02,    394.06,      2.90,    394.06,     10.96,      8.06,         0
HBW,Pk,P,   2099.00,    102.13,     99.38,      1.01,    100.39,      1.74,      0.73,      1.00
HBW,Pk,A,   2099.00,    111.87,    110.29,      0.87,    110.29,      1.58,      0.71,         0
HBO,Pk,P,   2099.00,    218.80,    207.97,      2.05,    208.14,     10.67,      8.62,      0.17
HBO,Pk,A,   2099.00,    227.17,    218.88,      1.73,    218.88,      8.29,      6.56,         0
NHB,Pk,P,   2099.00,     66.43,     65.36,      0.29,     65.39,      1.04,      0.75,      0.02
NHB,Pk,A,   2099.00,     65.97,     64.88,      0.29,     64.88,      1.09,      0.79,         0
HBC,Pk,P,   2099.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   2099.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2099.00,     13.43,     11.38,      0.00,     11.38,      2.04,      0.02,         0
HBSch,Pk,A,   2099.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2100.00,   2151.34,   1964.64,     13.47,   1972.55,    178.78,     83.89,      7.91
All,Pk,A,   2100.00,    708.92,    637.87,      5.72,    637.87,     71.05,     65.32,         0
HBW,Pk,P,   2100.00,    506.61,    497.20,      2.66,    502.25,      4.36,      1.70,      5.05
HBW,Pk,A,   2100.00,      3.23,      3.23,         0,      3.23,         0,         0,         0
HBO,Pk,P,   2100.00,   1330.61,   1241.68,     10.16,   1242.93,     87.68,     77.52,      1.25
HBO,Pk,A,   2100.00,    591.67,    525.04,      5.20,    525.04,     66.63,     61.43,         0
NHB,Pk,P,   2100.00,    116.01,    111.60,      0.54,    111.61,      4.39,      3.85,      0.02
NHB,Pk,A,   2100.00,    114.02,    109.60,      0.53,    109.60,      4.42,      3.89,         0
HBC,Pk,P,   2100.00,     39.00,     37.41,         0,     39.00,         0,         0,      1.59
HBC,Pk,A,   2100.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2100.00,    159.11,     76.76,      0.10,     76.76,     82.35,      0.82,         0
HBSch,Pk,A,   2100.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2101.00,   1422.20,   1332.18,     12.37,   1347.98,     74.22,     41.12,     15.81
All,Pk,A,   2101.00,    901.45,    868.78,      6.72,    868.80,     32.65,     25.93,      0.02
HBW,Pk,P,   2101.00,    356.78,    346.29,      3.97,    349.58,      7.20,      3.23,      3.29
HBW,Pk,A,   2101.00,    146.54,    143.61,      1.22,    143.62,      2.92,      1.70,      0.00
HBO,Pk,P,   2101.00,    768.76,    726.00,      7.34,    726.52,     42.24,     34.90,      0.52
HBO,Pk,A,   2101.00,    584.88,    558.97,      4.58,    558.98,     25.90,     21.32,      0.01
NHB,Pk,P,   2101.00,    169.79,    166.04,      0.92,    166.09,      3.70,      2.78,      0.05
NHB,Pk,A,   2101.00,    170.03,    166.20,      0.92,    166.21,      3.83,      2.91,      0.00
HBC,Pk,P,   2101.00,     66.00,     53.94,      0.11,     65.89,      0.11,         0,     11.95
HBC,Pk,A,   2101.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2101.00,     60.87,     39.90,      0.03,     39.90,     20.97,      0.21,         0
HBSch,Pk,A,   2101.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2102.00,   1222.88,   1136.55,     11.17,   1148.29,     74.59,     46.47,     11.74
All,Pk,A,   2102.00,    813.97,    783.31,      6.29,    783.42,     30.55,     24.26,      0.12
HBW,Pk,P,   2102.00,    302.17,    291.16,      3.64,    294.12,      8.05,      4.41,      2.96
HBW,Pk,A,   2102.00,    131.35,    128.36,      1.21,    128.40,      2.95,      1.74,      0.03
HBO,Pk,P,   2102.00,    647.14,    602.60,      6.37,    603.23,     43.92,     37.55,      0.63
HBO,Pk,A,   2102.00,    497.80,    475.64,      4.01,    475.70,     22.09,     18.08,      0.07
NHB,Pk,P,   2102.00,    184.22,    178.75,      1.06,    178.81,      5.41,      4.35,      0.06
NHB,Pk,A,   2102.00,    184.82,    179.30,      1.06,    179.32,      5.50,      4.44,      0.01
HBC,Pk,P,   2102.00,     40.00,     31.84,      0.07,     39.93,      0.07,         0,      8.09
HBC,Pk,A,   2102.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2102.00,     49.35,     32.20,      0.02,     32.20,     17.14,      0.17,         0
HBSch,Pk,A,   2102.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2103.00,   1545.58,   1426.00,     13.50,   1433.99,    111.58,     81.55,      7.99
All,Pk,A,   2103.00,   2002.47,   1917.65,     15.41,   1919.37,     83.09,     67.68,      1.72
HBW,Pk,P,   2103.00,    303.98,    287.05,      4.01,    291.13,     12.85,      8.84,      4.08
HBW,Pk,A,   2103.00,    338.72,    329.85,      3.19,    330.62,      8.10,      4.92,      0.77
HBO,Pk,P,   2103.00,    628.74,    570.71,      6.20,    572.03,     56.71,     50.51,      1.32
HBO,Pk,A,   2103.00,   1096.89,   1046.67,      8.92,   1047.42,     49.47,     40.55,      0.75
NHB,Pk,P,   2103.00,    564.27,    538.69,      3.28,    538.97,     25.30,     22.02,      0.28
NHB,Pk,A,   2103.00,    566.86,    541.13,      3.30,    541.34,     25.52,     22.22,      0.20
HBC,Pk,P,   2103.00,      7.00,      4.69,         0,      7.00,         0,         0,      2.31
HBC,Pk,A,   2103.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2103.00,     41.59,     24.87,      0.02,     24.87,     16.72,      0.17,         0
HBSch,Pk,A,   2103.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2104.00,   1479.04,   1393.87,      8.37,   1394.66,     84.38,     76.01,      0.79
All,Pk,A,   2104.00,   7023.11,   6788.31,     53.86,   6801.63,    221.48,    167.62,     13.32
HBW,Pk,P,   2104.00,         0,         0,         0,         0,         0,         0,         0
HBW,Pk,A,   2104.00,   2263.33,   2224.90,     19.20,   2233.68,     29.65,     10.45,      8.78
HBO,Pk,P,   2104.00,         0,         0,         0,         0,         0,         0,         0
HBO,Pk,A,   2104.00,   3272.53,   3160.75,     26.14,   3164.68,    107.85,     81.71,      3.93
NHB,Pk,P,   2104.00,   1479.04,   1393.87,      8.37,   1394.66,     84.38,     76.01,      0.79
NHB,Pk,A,   2104.00,   1487.26,   1402.66,      8.51,   1403.27,     83.98,     75.47,      0.61
HBC,Pk,P,   2104.00,         0,         0,         0,         0,         0,         0,         0
HBC,Pk,A,   2104.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2104.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,A,   2104.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2105.00,   2331.96,   2140.18,     19.72,   2157.37,    174.58,    137.14,     17.20
All,Pk,A,   2105.00,   3736.51,   3560.62,     29.87,   3564.06,    172.45,    142.58,      3.44
HBW,Pk,P,   2105.00,    455.08,    422.20,      5.95,    429.71,     25.37,     19.42,      7.50
HBW,Pk,A,   2105.00,   1109.32,   1076.62,     10.51,   1078.60,     30.71,     20.20,      1.99
HBO,Pk,P,   2105.00,    918.35,    828.87,      8.79,    830.83,     87.52,     78.74,      1.96
HBO,Pk,A,   2105.00,   1752.80,   1652.93,     14.37,   1654.22,     98.58,     84.21,      1.28
NHB,Pk,P,   2105.00,    869.07,    824.77,      4.95,    825.31,     43.76,     38.81,      0.54
NHB,Pk,A,   2105.00,    874.39,    831.07,      4.99,    831.24,     43.15,     38.17,      0.17
HBC,Pk,P,   2105.00,     33.00,     25.81,         0,     33.00,         0,         0,      7.19
HBC,Pk,A,   2105.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2105.00,     56.45,     38.52,      0.03,     38.52,     17.93,      0.18,         0
HBSch,Pk,A,   2105.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2106.00,   1023.01,    902.30,      9.11,    950.56,     72.46,     49.75,     48.26
All,Pk,A,   2106.00,    407.47,    379.96,      3.15,    380.54,     26.92,     23.77,      0.59
HBW,Pk,P,   2106.00,    285.16,    268.56,      3.16,    278.04,      7.13,      3.97,      9.47
HBW,Pk,A,   2106.00,      2.31,      2.30,         0,      2.31,         0,         0,      0.01
HBO,Pk,P,   2106.00,    568.18,    517.03,      5.51,    519.68,     48.50,     42.99,      2.65
HBO,Pk,A,   2106.00,    331.73,    307.32,      2.73,    307.86,     23.87,     21.13,      0.54
NHB,Pk,P,   2106.00,     73.28,     70.11,      0.42,     70.21,      3.07,      2.65,      0.09
NHB,Pk,A,   2106.00,     73.43,     70.33,      0.42,     70.37,      3.06,      2.64,      0.04
HBC,Pk,P,   2106.00,     61.00,     24.96,         0,     61.00,         0,         0,     36.04
HBC,Pk,A,   2106.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2106.00,     35.39,     21.63,      0.02,     21.63,     13.76,      0.14,         0
HBSch,Pk,A,   2106.00,         0,         0,         0,         0,         0,         0,         0
All,Pk,P,   2107.00,   1272.22,   1163.01,     10.55,   1187.29,     84.93,     60.20,     24.28
All,Pk,A,   2107.00,   1502.86,   1412.91,     12.17,   1417.06,     85.80,     73.60,      4.15
HBW,Pk,P,   2107.00,    268.93,    249.86,      2.93,    260.90,      8.03,      5.10,     11.04
HBW,Pk,A,   2107.00,    290.04,    279.53,      2.93,    281.52,      8.52,      5.59,      1.99
HBO,Pk,P,   2107.00,    538.51,    490.30,      5.21,    493.55,     44.95,     39.74,      3.25
HBO,Pk,A,   2107.00,    796.74,    735.24,      6.87,    737.01,     59.73,     52.86,      1.78
NHB,Pk,P,   2107.00,    414.14,    395.89,      2.35,    396.62,     17.52,     15.17,      0.74
NHB,Pk,A,   2107.00,    416.02,    398.11,      2.36,    398.50,     17.52,     15.16,      0.39
HBC,Pk,P,   2107.00,     18.00,      8.67,      0.03,     17.93,      0.07,      0.04,      9.26
HBC,Pk,A,   2107.00,         0,         0,         0,         0,         0,         0,         0
HBSch,Pk,P,   2107.00,     32.64,     18.29,      0.02,     18.29,     14.35,      0.14,         0
HBSch,Pk,A,   2107.00,      0.06,      0.03,         0,      0.03,      0.03,      0.00,         0
All,Pk,P,   2108.00,   3799.90,   3463.38,     29.55,   3486.71,    313.19,    262.98,     23.33
All,Pk,A,   2108.00,   6294.80,   5970.28,     48.40,   5976.27,    318.53,    270.14,      5.99
HBW,Pk,P,   2108.00,    529.40,    480.83,      7.38,    488.34,     41.06,     33.68,      7.51
HBW,Pk,A,   2108.00,   1762.23,   1707.18,     16.73,   1711.28,     50.95,     34.21,      4.10
HBO,Pk,P,   2108.00,   1101.54,    978.34,     10.41,    980.78,    120.76,    110.35,      2.44
