Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,M821_5YR2023,pk,     37.33,     83.02,     26.98,     30.00,      2.00,    447.96,    160.37,    160.32,     23.04,    137.33,     22.99,    137.33
      4.00,M823_5RY2023,pk,     19.12,     55.97,     20.50,     30.00,      2.00,    229.44,    125.72,    125.71,     10.49,    115.23,     10.46,    115.25
      4.00,M831_WPr,pk,     23.68,     79.42,     17.89,     30.00,      2.00,    284.16,    557.20,    557.22,     14.67,    542.53,     14.68,    542.54
      4.00,M833_CntPr,pk,      9.75,     28.27,     20.69,     60.00,      1.00,     58.50,     28.50,     28.50,      0.92,     27.58,      0.91,     27.59
      4.00,M834_EstPr,pk,     25.64,     79.18,     19.43,     30.00,      2.00,    307.68,    190.08,    190.02,     10.99,    179.09,     10.93,    179.09
      4.00,M841_UVU,pk,      5.32,     19.52,     16.35,     30.00,      2.00,     63.84,     55.97,     55.95,      1.08,     54.89,      1.07,     54.88
      4.00,M850_StateStree,pk,     45.58,    147.51,     18.54,     15.00,      4.00,   1093.92,   1064.23,   1064.26,    115.84,    948.39,    115.84,    948.42
      4.00,M862_Orem,pk,     28.28,     92.72,     18.30,     30.00,      2.00,    339.36,    653.32,    653.26,    109.97,    543.35,    109.96,    543.30
      4.00,M864_Thanksgivi,pk,      7.25,     24.73,     17.59,     30.00,      2.00,     87.00,     60.29,     60.29,      3.18,     57.11,      3.18,     57.11
      4.00,M871_SLtoUtahCn,pk,     26.46,     70.70,     22.46,     30.00,      2.00,    317.52,     65.08,     65.05,      9.38,     55.70,      9.39,     55.66
      4.00,O600,pk,     46.04,    145.95,     18.93,     15.00,      4.00,   1104.96,    712.96,    712.98,     46.83,    666.13,     46.85,    666.13
      4.00,O601,pk,      3.70,     16.47,     13.48,     20.00,      3.00,     66.60,     10.29,     10.28,      0.24,     10.05,      0.24,     10.04
      4.00,O604,pk,     14.00,     44.05,     19.07,     30.00,      2.00,    168.00,     42.99,     42.94,      9.48,     33.51,      9.44,     33.50
