Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
HBC,Pk,A,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,2,2.45,2.1,0.0,2.1,0.35,0.0,0.0,Shorten01
HBSch,Pk,A,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,3,76.0,71.79,0.42,72.02,3.99,3.01,0.22,Shorten01
All,Pk,A,3,33.12,30.29,0.18,30.29,2.83,2.65,0.0,Shorten01
HBW,Pk,P,3,17.79,17.64,0.13,17.64,0.15,0.02,0.0,Shorten01
HBW,Pk,A,3,3.39,3.39,0.0,3.39,0.0,0.0,0.0,Shorten01
HBO,Pk,P,3,48.82,45.45,0.28,45.68,3.14,2.87,0.22,Shorten01
HBO,Pk,A,3,24.83,22.14,0.17,22.14,2.69,2.53,0.0,Shorten01
NHB,Pk,P,3,5.12,4.99,0.01,4.99,0.13,0.12,0.0,Shorten01
NHB,Pk,A,3,4.9,4.77,0.01,4.77,0.13,0.12,0.0,Shorten01
HBC,Pk,P,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,3,4.27,3.7,0.0,3.7,0.56,0.01,0.0,Shorten01
HBSch,Pk,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,4,2.41,2.33,0.02,2.33,0.08,0.04,0.0,Shorten01
All,Pk,A,4,1.01,0.97,0.01,0.97,0.04,0.04,0.0,Shorten01
HBW,Pk,P,4,0.66,0.65,0.0,0.65,0.0,0.0,0.0,Shorten01
HBW,Pk,A,4,0.12,0.12,0.0,0.12,0.0,0.0,0.0,Shorten01
HBO,Pk,P,4,1.56,1.51,0.01,1.51,0.05,0.04,0.0,Shorten01
HBO,Pk,A,4,0.86,0.82,0.01,0.82,0.04,0.04,0.0,Shorten01
NHB,Pk,P,4,0.02,0.02,0.0,0.02,0.0,0.0,0.0,Shorten01
NHB,Pk,A,4,0.03,0.03,0.0,0.03,0.0,0.0,0.0,Shorten01
HBC,Pk,P,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,4,0.17,0.15,0.0,0.15,0.02,0.0,0.0,Shorten01
HBSch,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,5,234.12,222.72,1.44,222.72,11.4,7.51,0.0,Shorten01
All,Pk,A,5,100.56,92.64,0.63,92.64,7.92,7.28,0.0,Shorten01
HBW,Pk,P,5,53.25,52.55,0.53,52.55,0.7,0.17,0.0,Shorten01
HBW,Pk,A,5,13.21,13.05,0.04,13.05,0.16,0.12,0.0,Shorten01
HBO,Pk,P,5,143.12,135.24,0.86,135.24,7.88,7.02,0.0,Shorten01
HBO,Pk,A,5,73.03,65.61,0.55,65.61,7.42,6.87,0.0,Shorten01
NHB,Pk,P,5,15.33,14.99,0.04,14.99,0.34,0.3,0.0,Shorten01
NHB,Pk,A,5,14.32,13.98,0.04,13.98,0.34,0.3,0.0,Shorten01
HBC,Pk,P,5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,5,16.42,13.94,0.01,13.94,2.49,0.02,0.0,Shorten01
HBSch,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,6,8.7,8.23,0.06,8.23,0.47,0.33,0.01,Shorten01
All,Pk,A,6,24.52,23.89,0.15,23.89,0.62,0.47,0.0,Shorten01
HBW,Pk,P,6,2.06,2.01,0.02,2.01,0.05,0.03,0.0,Shorten01
HBW,Pk,A,6,17.38,17.25,0.1,17.25,0.13,0.03,0.0,Shorten01
HBO,Pk,P,6,5.23,4.9,0.04,4.9,0.33,0.29,0.01,Shorten01
HBO,Pk,A,6,6.25,5.77,0.05,5.77,0.48,0.43,0.0,Shorten01
NHB,Pk,P,6,0.87,0.85,0.0,0.85,0.02,0.01,0.0,Shorten01
NHB,Pk,A,6,0.88,0.86,0.0,0.86,0.02,0.01,0.0,Shorten01
HBC,Pk,P,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,6,0.54,0.47,0.0,0.47,0.07,0.0,0.0,Shorten01
HBSch,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,7,131.35,121.71,0.83,122.04,9.32,7.42,0.33,Shorten01
All,Pk,A,7,137.15,129.39,0.79,129.39,7.76,6.98,0.0,Shorten01
HBW,Pk,P,7,28.86,28.05,0.28,28.05,0.81,0.53,0.0,Shorten01
HBW,Pk,A,7,65.28,64.44,0.34,64.44,0.84,0.5,0.0,Shorten01
HBO,Pk,P,7,80.75,73.4,0.51,73.73,7.03,6.52,0.33,Shorten01
HBO,Pk,A,7,58.61,52.08,0.41,52.08,6.53,6.12,0.0,Shorten01
NHB,Pk,P,7,14.07,13.68,0.03,13.68,0.39,0.36,0.0,Shorten01
NHB,Pk,A,7,13.27,12.88,0.03,12.88,0.4,0.36,0.0,Shorten01
HBC,Pk,P,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,Shorten01
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,8,251.53,243.52,1.7,243.68,7.85,4.17,0.16,Shorten01
All,Pk,A,8,158.89,153.09,1.29,153.09,5.8,4.51,0.0,Shorten01
HBW,Pk,P,8,42.41,41.49,0.6,41.49,0.92,0.32,0.0,Shorten01
HBW,Pk,A,8,37.66,36.98,0.33,36.98,0.69,0.35,0.0,Shorten01
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,Shorten01
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,Shorten01
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,Shorten01
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,Shorten01
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,Shorten01
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,9,52.61,49.07,0.37,49.1,3.51,2.77,0.04,Shorten01
All,Pk,A,9,179.28,174.98,0.96,174.98,4.31,3.35,0.0,Shorten01
HBW,Pk,P,9,11.12,10.51,0.14,10.51,0.61,0.46,0.0,Shorten01
HBW,Pk,A,9,111.0,109.93,0.56,109.93,1.07,0.51,0.0,Shorten01
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,Shorten01
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,Shorten01
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,Shorten01
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,Shorten01
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,Shorten01
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,10,76.45,72.35,0.58,72.4,4.05,2.89,0.05,Shorten01
All,Pk,A,10,189.33,185.39,1.15,185.39,3.94,2.79,0.0,Shorten01
HBW,Pk,P,10,16.36,15.69,0.22,15.69,0.68,0.46,0.0,Shorten01
HBW,Pk,A,10,108.44,107.39,0.62,107.39,1.05,0.43,0.0,Shorten01
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,Shorten01
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,Shorten01
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,Shorten01
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,Shorten01
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,Shorten01
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,11,26.53,25.91,0.18,25.92,0.61,0.19,0.01,Shorten01
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,Shorten01
HBW,Pk,P,11,7.32,7.25,0.07,7.25,0.07,0.0,0.0,Shorten01
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,Shorten01
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,Shorten01
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,Shorten01
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,Shorten01
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,Shorten01
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,Shorten01
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,12,59.65,57.5,0.44,57.54,2.11,1.1,0.04,Shorten01
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,Shorten01
HBW,Pk,P,12,15.73,15.54,0.18,15.54,0.2,0.02,0.0,Shorten01
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,Shorten01
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,Shorten01
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,Shorten01
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,Shorten01
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,Shorten01
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,Shorten01
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,15,25.54,25.28,0.07,25.29,0.24,0.14,0.02,Shorten01
All,Pk,A,15,421.51,418.38,2.67,418.38,3.12,0.46,0.0,Shorten01
HBW,Pk,P,15,0.82,0.8,0.01,0.8,0.02,0.01,0.0,Shorten01
HBW,Pk,A,15,322.49,320.3,2.09,320.3,2.19,0.1,0.0,Shorten01
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,Shorten01
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,Shorten01
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,Shorten01
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,Shorten01
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,Shorten01
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,16,8.69,8.42,0.06,8.42,0.27,0.18,0.0,Shorten01
All,Pk,A,16,134.86,131.39,1.34,131.39,3.47,2.13,0.0,Shorten01
HBW,Pk,P,16,0.83,0.79,0.01,0.79,0.04,0.02,0.0,Shorten01
HBW,Pk,A,16,75.61,74.51,0.79,74.51,1.1,0.31,0.0,Shorten01
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,Shorten01
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,Shorten01
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,Shorten01
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,Shorten01
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,Shorten01
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,17,10.54,10.15,0.09,10.15,0.39,0.18,0.0,Shorten01
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,Shorten01
HBW,Pk,P,17,2.84,2.78,0.03,2.78,0.06,0.03,0.0,Shorten01
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,Shorten01
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,Shorten01
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,Shorten01
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,Shorten01
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,Shorten01
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,Shorten01
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Shorten01
All,Pk,A,18,942.21,930.84,8.24,930.84,11.37,3.13,0.0,Shorten01
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBW,Pk,A,18,775.04,767.69,6.98,767.69,7.35,0.37,0.0,Shorten01
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,Shorten01
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Shorten01
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,Shorten01
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,19,920.43,840.68,8.91,841.65,78.78,44.91,0.97,Shorten01
All,Pk,A,19,462.44,422.51,3.62,422.66,39.78,36.16,0.15,Shorten01
HBW,Pk,P,19,207.89,201.23,3.35,201.83,6.07,2.72,0.59,Shorten01
HBW,Pk,A,19,58.47,57.19,0.24,57.22,1.26,1.02,0.02,Shorten01
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,Shorten01
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,Shorten01
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,Shorten01
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,Shorten01
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,Shorten01
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,20,503.7,461.53,5.18,462.2,41.5,28.87,0.67,Shorten01
All,Pk,A,20,326.89,294.67,2.62,294.73,32.16,29.54,0.07,Shorten01
HBW,Pk,P,20,123.42,119.42,2.1,119.78,3.64,1.54,0.36,Shorten01
HBW,Pk,A,20,35.57,34.75,0.16,34.76,0.81,0.66,0.01,Shorten01
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,Shorten01
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,Shorten01
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,Shorten01
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,Shorten01
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,Shorten01
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Shorten01
All,Pk,A,21,542.41,532.67,6.04,532.67,9.73,3.69,0.0,Shorten01
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBW,Pk,A,21,484.32,476.86,5.64,476.86,7.46,1.82,0.0,Shorten01
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,Shorten01
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Shorten01
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,Shorten01
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,22,7.02,6.57,0.07,6.57,0.45,0.31,0.0,Shorten01
All,Pk,A,22,15.25,14.81,0.16,14.81,0.44,0.28,0.0,Shorten01
HBW,Pk,P,22,1.51,1.42,0.03,1.42,0.09,0.07,0.0,Shorten01
HBW,Pk,A,22,11.85,11.61,0.13,11.61,0.25,0.11,0.0,Shorten01
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,Shorten01
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,Shorten01
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,Shorten01
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,Shorten01
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,Shorten01
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,23,14.66,13.34,0.14,13.34,1.32,0.79,0.0,Shorten01
All,Pk,A,23,68.11,64.48,0.85,64.49,3.62,2.77,0.01,Shorten01
HBW,Pk,P,23,2.59,2.41,0.05,2.41,0.18,0.13,0.0,Shorten01
HBW,Pk,A,23,47.04,45.37,0.66,45.38,1.66,0.99,0.01,Shorten01
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,Shorten01
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,Shorten01
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,Shorten01
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,Shorten01
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,Shorten01
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,24,529.88,465.35,5.32,466.02,63.86,37.57,0.67,Shorten01
All,Pk,A,24,234.24,207.91,1.83,207.99,26.25,24.42,0.08,Shorten01
HBW,Pk,P,24,122.77,117.16,2.07,117.55,5.22,3.15,0.39,Shorten01
HBW,Pk,A,24,26.82,26.55,0.05,26.55,0.27,0.21,0.0,Shorten01
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,Shorten01
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,Shorten01
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,Shorten01
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,Shorten01
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,Shorten01
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,Shorten01
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
All,Pk,P,25,1226.91,1053.55,12.27,1058.71,168.21,105.95,5.16,Shorten01
All,Pk,A,25,894.4,677.9,6.53,678.66,215.74,84.25,0.76,Shorten01
HBW,Pk,P,25,262.1,244.86,4.65,246.69,15.41,10.76,1.82,Shorten01
HBW,Pk,A,25,156.86,146.59,1.52,146.91,9.95,8.43,0.32,Shorten01
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,Shorten01
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,Shorten01
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,Shorten01
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,Shorten01
HBC,Pk,P,25,6.0,3.85,0.0,6.0,0.0,0.0,2.15,Shorten01
HBC,Pk,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shorten01
HBSch,Pk,P,25,79.12,28.56,0.06,28.56,50.56,0.51,0.0,Shorten01
HBSch,Pk,A,25,144.5,18.13,0.13,18.13,126.36,1.26,0.0,Shorten01
All,Pk,P,26,753.63,652.19,7.5,654.56,99.08,71.63,2.37,Shorten01
All,Pk,A,26,684.61,600.1,6.21,601.27,83.34,77.14,1.17,Shorten01
HBW,Pk,P,26,159.27,146.11,2.83,147.49,11.78,8.95,1.39,Shorten01
