TAZID,CO_FIPS,CO_NAME,TOTHH
1072,35,Salt Lake,316.0
1073,35,Salt Lake,473.0
1074,35,Salt Lake,109.0
1075,35,Salt Lake,117.0
1076,35,Salt Lake,47.0
1077,35,Salt Lake,349.0
1078,35,Salt Lake,35.0
1079,35,Salt Lake,78.0
1080,35,Salt Lake,0.0
1081,35,Salt Lake,24.0
1082,35,Salt Lake,117.0
1083,35,Salt Lake,256.0
1084,35,Salt Lake,454.0
1085,35,Salt Lake,187.0
1086,35,Salt Lake,368.0
1087,35,Salt Lake,203.0
1088,35,Salt Lake,316.0
1089,35,Salt Lake,405.0
1090,35,Salt Lake,574.0
1091,35,Salt Lake,655.0
1092,35,Salt Lake,335.0
1093,35,Salt Lake,215.0
1094,35,Salt Lake,652.0
1095,35,Salt Lake,192.0
1096,35,Salt Lake,343.0
1097,35,Salt Lake,529.0
1098,35,Salt Lake,613.0
1099,35,Salt Lake,611.0
1100,35,Salt Lake,466.0
1101,35,Salt Lake,291.0
1102,35,Salt Lake,372.0
1103,35,Salt Lake,0.0
1104,35,Salt Lake,0.0
1105,35,Salt Lake,0.0
1106,35,Salt Lake,0.0
1107,35,Salt Lake,0.0
1108,35,Salt Lake,707.0
1109,35,Salt Lake,340.0
1110,35,Salt Lake,241.0
1111,35,Salt Lake,253.0
1112,35,Salt Lake,121.0
1113,35,Salt Lake,89.0
1114,35,Salt Lake,487.0
1115,35,Salt Lake,166.0
1116,35,Salt Lake,239.0
1117,35,Salt Lake,32.0
1118,35,Salt Lake,449.0
1119,35,Salt Lake,0.0
1120,35,Salt Lake,116.0
1121,35,Salt Lake,276.0
1122,35,Salt Lake,568.0
1123,35,Salt Lake,0.0
1124,35,Salt Lake,263.0
1125,35,Salt Lake,193.0
1126,35,Salt Lake,108.0
1127,35,Salt Lake,221.0
1128,35,Salt Lake,447.0
1129,35,Salt Lake,42.0
1130,35,Salt Lake,265.0
1131,35,Salt Lake,54.0
1132,35,Salt Lake,402.0
1133,35,Salt Lake,0.0
1134,35,Salt Lake,0.0
1135,35,Salt Lake,0.0
1136,35,Salt Lake,446.0
1137,35,Salt Lake,437.0
1138,35,Salt Lake,0.0
1139,35,Salt Lake,0.0
1140,35,Salt Lake,204.0
1141,35,Salt Lake,0.0
1142,35,Salt Lake,0.0
1143,35,Salt Lake,0.0
1144,35,Salt Lake,180.0
1145,35,Salt Lake,216.0
1146,35,Salt Lake,382.0
1147,35,Salt Lake,0.0
1148,35,Salt Lake,470.0
1149,35,Salt Lake,92.0
1150,35,Salt Lake,367.0
1151,35,Salt Lake,463.0
1152,35,Salt Lake,285.0
1153,35,Salt Lake,427.0
1154,35,Salt Lake,185.0
1155,35,Salt Lake,326.0
1156,35,Salt Lake,531.0
1157,35,Salt Lake,230.0
1158,35,Salt Lake,62.0
1159,35,Salt Lake,628.0
1160,35,Salt Lake,561.0
1161,35,Salt Lake,487.0
1162,35,Salt Lake,437.0
1163,35,Salt Lake,626.0
1164,35,Salt Lake,428.0
1165,35,Salt Lake,396.0
1166,35,Salt Lake,198.0
1167,35,Salt Lake,0.0
1168,35,Salt Lake,617.0
1169,35,Salt Lake,0.0
1170,35,Salt Lake,0.0
1171,35,Salt Lake,0.0
1172,35,Salt Lake,0.0
1173,35,Salt Lake,0.0
1174,35,Salt Lake,0.0
1175,35,Salt Lake,0.0
1176,35,Salt Lake,0.0
1177,35,Salt Lake,83.0
1178,35,Salt Lake,465.0
1179,35,Salt Lake,401.0
1180,35,Salt Lake,512.0
1181,35,Salt Lake,173.0
1182,35,Salt Lake,67.0
1183,35,Salt Lake,129.0
1184,35,Salt Lake,93.0
1185,35,Salt Lake,0.0
1186,35,Salt Lake,92.0
1187,35,Salt Lake,15.0
1188,35,Salt Lake,295.0
1189,35,Salt Lake,192.0
1190,35,Salt Lake,754.0
1191,35,Salt Lake,313.0
1192,35,Salt Lake,259.0
1193,35,Salt Lake,237.0
1194,35,Salt Lake,670.0
1195,35,Salt Lake,675.0
1196,35,Salt Lake,0.0
1197,35,Salt Lake,675.0
1198,35,Salt Lake,607.0
1199,35,Salt Lake,228.0
1200,35,Salt Lake,328.0
1201,35,Salt Lake,307.0
1202,35,Salt Lake,143.0
1203,35,Salt Lake,510.0
1204,35,Salt Lake,583.0
1205,35,Salt Lake,212.0
1206,35,Salt Lake,928.0
1207,35,Salt Lake,0.0
1208,35,Salt Lake,0.0
1209,35,Salt Lake,0.0
1210,35,Salt Lake,0.0
1211,35,Salt Lake,0.0
1212,35,Salt Lake,0.0
1213,35,Salt Lake,0.0
1214,35,Salt Lake,0.0
1215,35,Salt Lake,0.0
1216,35,Salt Lake,65.0
1217,35,Salt Lake,277.0
1218,35,Salt Lake,286.0
1219,35,Salt Lake,344.0
1220,35,Salt Lake,276.0
1221,35,Salt Lake,57.0
1222,35,Salt Lake,27.0
1223,35,Salt Lake,216.0
1224,35,Salt Lake,0.0
1225,35,Salt Lake,0.0
1226,35,Salt Lake,219.0
1227,35,Salt Lake,499.0
1228,35,Salt Lake,484.0
1229,35,Salt Lake,319.0
1230,35,Salt Lake,197.0
1231,35,Salt Lake,579.0
1232,35,Salt Lake,725.0
1233,35,Salt Lake,579.0
1234,35,Salt Lake,586.0
1235,35,Salt Lake,668.0
1236,35,Salt Lake,565.0
1237,35,Salt Lake,189.0
1238,35,Salt Lake,607.0
1239,35,Salt Lake,213.0
1240,35,Salt Lake,467.0
1241,35,Salt Lake,330.0
1242,35,Salt Lake,396.0
1243,35,Salt Lake,445.0
1244,35,Salt Lake,302.0
1245,35,Salt Lake,505.0
1246,35,Salt Lake,0.0
1247,35,Salt Lake,0.0
1248,35,Salt Lake,0.0
1249,35,Salt Lake,52.0
1250,35,Salt Lake,0.0
1251,35,Salt Lake,0.0
1252,35,Salt Lake,0.0
1253,35,Salt Lake,82.0
1254,35,Salt Lake,378.0
1255,35,Salt Lake,472.0
1256,35,Salt Lake,432.0
1257,35,Salt Lake,117.0
1258,35,Salt Lake,1001.0
1259,35,Salt Lake,724.0
1260,35,Salt Lake,765.0
1261,35,Salt Lake,632.0
1262,35,Salt Lake,464.0
1263,35,Salt Lake,245.0
1264,35,Salt Lake,484.0
1265,35,Salt Lake,511.0
1266,35,Salt Lake,484.0
1267,35,Salt Lake,464.0
1268,35,Salt Lake,638.0
1269,35,Salt Lake,509.0
1270,35,Salt Lake,434.0
1271,35,Salt Lake,305.0
1272,35,Salt Lake,304.0
1273,35,Salt Lake,1246.0
1274,35,Salt Lake,295.0
1275,35,Salt Lake,151.0
1276,35,Salt Lake,663.0
1277,35,Salt Lake,0.0
1278,35,Salt Lake,504.0
1279,35,Salt Lake,293.0
1280,35,Salt Lake,763.0
1281,35,Salt Lake,526.0
1282,35,Salt Lake,353.0
1283,35,Salt Lake,275.0
1284,35,Salt Lake,542.0
1285,35,Salt Lake,207.0
1286,35,Salt Lake,529.0
1287,35,Salt Lake,166.0
1288,35,Salt Lake,299.0
1289,35,Salt Lake,179.0
1290,35,Salt Lake,762.0
1291,35,Salt Lake,429.0
1292,35,Salt Lake,362.0
1293,35,Salt Lake,279.0
1294,35,Salt Lake,0.0
1295,35,Salt Lake,180.0
1296,35,Salt Lake,395.0
1297,35,Salt Lake,545.0
1298,35,Salt Lake,736.0
1299,35,Salt Lake,348.0
1300,35,Salt Lake,171.0
1301,35,Salt Lake,609.0
1302,35,Salt Lake,3.0
1303,35,Salt Lake,381.0
1304,35,Salt Lake,285.0
1305,35,Salt Lake,1.0
1306,35,Salt Lake,1307.0
1307,35,Salt Lake,414.0
1308,35,Salt Lake,646.0
1309,35,Salt Lake,965.0
1310,35,Salt Lake,1002.0
1311,35,Salt Lake,771.0
1312,35,Salt Lake,1047.0
1313,35,Salt Lake,961.0
1314,35,Salt Lake,661.0
1315,35,Salt Lake,481.0
1316,35,Salt Lake,1009.0
1317,35,Salt Lake,82.0
1318,35,Salt Lake,328.0
1319,35,Salt Lake,0.0
1320,35,Salt Lake,487.0
1321,35,Salt Lake,0.0
1322,35,Salt Lake,0.0
1323,35,Salt Lake,0.0
1324,35,Salt Lake,0.0
1325,35,Salt Lake,0.0
1326,35,Salt Lake,0.0
1327,35,Salt Lake,338.0
1328,35,Salt Lake,0.0
1329,35,Salt Lake,0.0
1330,35,Salt Lake,0.0
1331,35,Salt Lake,817.0
1332,35,Salt Lake,48.0
1333,35,Salt Lake,12.0
1334,35,Salt Lake,285.0
1335,35,Salt Lake,22.0
1336,35,Salt Lake,1.0
1337,35,Salt Lake,0.0
1338,35,Salt Lake,500.0
1339,35,Salt Lake,246.0
1340,35,Salt Lake,358.0
1341,35,Salt Lake,196.0
1342,35,Salt Lake,948.0
1343,35,Salt Lake,0.0
1344,35,Salt Lake,0.0
1345,35,Salt Lake,267.0
1346,35,Salt Lake,0.0
1347,35,Salt Lake,623.0
1348,35,Salt Lake,599.0
1349,35,Salt Lake,346.0
1350,35,Salt Lake,924.0
1351,35,Salt Lake,305.0
1352,35,Salt Lake,193.0
1353,35,Salt Lake,230.0
1354,35,Salt Lake,1052.0
1355,35,Salt Lake,602.0
1356,35,Salt Lake,1.0
1357,35,Salt Lake,221.0
1358,35,Salt Lake,527.0
1359,35,Salt Lake,348.0
1360,35,Salt Lake,405.0
1361,35,Salt Lake,293.0
1362,35,Salt Lake,313.0
1363,35,Salt Lake,651.0
1364,35,Salt Lake,718.0
1365,35,Salt Lake,160.0
1366,35,Salt Lake,673.0
1367,35,Salt Lake,548.0
1368,35,Salt Lake,350.0
1369,35,Salt Lake,25.0
1370,35,Salt Lake,431.0
1371,35,Salt Lake,572.0
1372,35,Salt Lake,799.0
1373,35,Salt Lake,982.0
1374,35,Salt Lake,143.0
1375,35,Salt Lake,237.0
1376,35,Salt Lake,814.0
1377,35,Salt Lake,969.0
1378,35,Salt Lake,481.0
1379,35,Salt Lake,435.0
1380,35,Salt Lake,221.0
1381,35,Salt Lake,83.0
1382,35,Salt Lake,679.0
1383,35,Salt Lake,936.0
1384,35,Salt Lake,94.0
1385,35,Salt Lake,578.0
1386,35,Salt Lake,508.0
1387,35,Salt Lake,684.0
1388,35,Salt Lake,879.0
1389,35,Salt Lake,1184.0
1390,35,Salt Lake,495.0
1391,35,Salt Lake,515.0
1392,35,Salt Lake,239.0
1393,35,Salt Lake,261.0
1394,35,Salt Lake,430.0
1395,35,Salt Lake,417.0
1396,35,Salt Lake,317.0
1397,35,Salt Lake,366.0
1398,35,Salt Lake,122.0
1399,35,Salt Lake,2594.0
1400,35,Salt Lake,798.0
1401,35,Salt Lake,0.0
1402,35,Salt Lake,1.0
1403,35,Salt Lake,0.0
1404,35,Salt Lake,208.0
1405,35,Salt Lake,534.0
1406,35,Salt Lake,271.0
1407,35,Salt Lake,380.0
1408,35,Salt Lake,488.0
1409,35,Salt Lake,532.0
1410,35,Salt Lake,365.0
1411,35,Salt Lake,350.0
1412,35,Salt Lake,242.0
1413,35,Salt Lake,534.0
1414,35,Salt Lake,539.0
1415,35,Salt Lake,629.0
1416,35,Salt Lake,886.0
1417,35,Salt Lake,369.0
1418,35,Salt Lake,484.0
1419,35,Salt Lake,593.0
1420,35,Salt Lake,436.0
1421,35,Salt Lake,112.0
1422,35,Salt Lake,504.0
1423,35,Salt Lake,637.0
1424,35,Salt Lake,0.0
1425,35,Salt Lake,0.0
1426,35,Salt Lake,308.0
1427,35,Salt Lake,0.0
1428,35,Salt Lake,0.0
1429,35,Salt Lake,0.0
1430,35,Salt Lake,4.0
1431,35,Salt Lake,2.0
1432,35,Salt Lake,0.0
1433,35,Salt Lake,794.0
1434,35,Salt Lake,557.0
1435,35,Salt Lake,125.0
1436,35,Salt Lake,622.0
1437,35,Salt Lake,317.0
1438,35,Salt Lake,687.0
1439,35,Salt Lake,0.0
1440,35,Salt Lake,0.0
1441,35,Salt Lake,0.0
1442,35,Salt Lake,0.0
1443,35,Salt Lake,0.0
1444,35,Salt Lake,180.0
1445,35,Salt Lake,458.0
1446,35,Salt Lake,239.0
1447,35,Salt Lake,72.0
1448,35,Salt Lake,0.0
1449,35,Salt Lake,28.0
1450,35,Salt Lake,0.0
1451,35,Salt Lake,0.0
1452,35,Salt Lake,23.0
1453,35,Salt Lake,59.0
1454,35,Salt Lake,184.0
1455,35,Salt Lake,302.0
1456,35,Salt Lake,2.0
1457,35,Salt Lake,294.0
1458,35,Salt Lake,559.0
1459,35,Salt Lake,418.0
1460,35,Salt Lake,475.0
1461,35,Salt Lake,0.0
1462,35,Salt Lake,0.0
1463,35,Salt Lake,0.0
1464,35,Salt Lake,203.0
1465,35,Salt Lake,118.0
1466,35,Salt Lake,90.0
1467,35,Salt Lake,605.0
1468,35,Salt Lake,552.0
1469,35,Salt Lake,276.0
1470,35,Salt Lake,0.0
1471,35,Salt Lake,13.0
1472,35,Salt Lake,78.0
1473,35,Salt Lake,77.0
1474,35,Salt Lake,150.0
1475,35,Salt Lake,67.0
1476,35,Salt Lake,459.0
1477,35,Salt Lake,383.0
1478,35,Salt Lake,499.0
1479,35,Salt Lake,42.0
1480,35,Salt Lake,0.0
1481,35,Salt Lake,48.0
1482,35,Salt Lake,94.0
1483,35,Salt Lake,96.0
1484,35,Salt Lake,61.0
1485,35,Salt Lake,808.0
1486,35,Salt Lake,781.0
1487,35,Salt Lake,360.0
1488,35,Salt Lake,1094.0
1489,35,Salt Lake,320.0
1490,35,Salt Lake,0.0
1491,35,Salt Lake,5.0
1492,35,Salt Lake,485.0
1493,35,Salt Lake,290.0
1494,35,Salt Lake,13.0
1495,35,Salt Lake,436.0
1496,35,Salt Lake,359.0
1497,35,Salt Lake,257.0
1498,35,Salt Lake,233.0
1499,35,Salt Lake,419.0
1500,35,Salt Lake,315.0
1501,35,Salt Lake,480.0
1502,35,Salt Lake,572.0
1503,35,Salt Lake,452.0
1504,35,Salt Lake,778.0
1505,35,Salt Lake,320.0
1506,35,Salt Lake,315.0
1507,35,Salt Lake,368.0
1508,35,Salt Lake,473.0
1509,35,Salt Lake,390.0
1510,35,Salt Lake,295.0
1511,35,Salt Lake,374.0
1512,35,Salt Lake,377.0
1513,35,Salt Lake,532.0
1514,35,Salt Lake,282.0
1515,35,Salt Lake,381.0
1516,35,Salt Lake,257.0
1517,35,Salt Lake,229.0
1518,35,Salt Lake,241.0
1519,35,Salt Lake,462.0
1520,35,Salt Lake,369.0
1521,35,Salt Lake,699.0
1522,35,Salt Lake,428.0
1523,35,Salt Lake,424.0
1524,35,Salt Lake,258.0
1525,35,Salt Lake,581.0
1526,35,Salt Lake,175.0
1527,35,Salt Lake,225.0
1528,35,Salt Lake,366.0
1529,35,Salt Lake,397.0
1530,35,Salt Lake,683.0
1531,35,Salt Lake,920.0
1532,35,Salt Lake,513.0
1533,35,Salt Lake,0.0
1534,35,Salt Lake,582.0
1535,35,Salt Lake,538.0
1536,35,Salt Lake,480.0
1537,35,Salt Lake,518.0
1538,35,Salt Lake,822.0
1539,35,Salt Lake,671.0
1540,35,Salt Lake,562.0
1541,35,Salt Lake,484.0
1542,35,Salt Lake,272.0
1543,35,Salt Lake,302.0
1544,35,Salt Lake,366.0
1545,35,Salt Lake,232.0
1546,35,Salt Lake,324.0
1547,35,Salt Lake,268.0
1548,35,Salt Lake,694.0
1549,35,Salt Lake,1131.0
1550,35,Salt Lake,110.0
1551,35,Salt Lake,692.0
1552,35,Salt Lake,653.0
1553,35,Salt Lake,365.0
1554,35,Salt Lake,648.0
1555,35,Salt Lake,469.0
1556,35,Salt Lake,252.0
1557,35,Salt Lake,897.0
1558,35,Salt Lake,241.0
1559,35,Salt Lake,1008.0
1560,35,Salt Lake,956.0
1561,35,Salt Lake,417.0
1562,35,Salt Lake,721.0
1563,35,Salt Lake,897.0
1564,35,Salt Lake,629.0
1565,35,Salt Lake,654.0
1566,35,Salt Lake,368.0
1567,35,Salt Lake,486.0
1568,35,Salt Lake,271.0
1569,35,Salt Lake,349.0
1570,35,Salt Lake,494.0
1571,35,Salt Lake,833.0
1572,35,Salt Lake,442.0
1573,35,Salt Lake,280.0
1574,35,Salt Lake,270.0
1575,35,Salt Lake,381.0
1576,35,Salt Lake,507.0
1577,35,Salt Lake,1270.0
1578,35,Salt Lake,596.0
1579,35,Salt Lake,311.0
1580,35,Salt Lake,155.0
1581,35,Salt Lake,743.0
1582,35,Salt Lake,816.0
1583,35,Salt Lake,281.0
1584,35,Salt Lake,206.0
1585,35,Salt Lake,746.0
1586,35,Salt Lake,272.0
1587,35,Salt Lake,505.0
1588,35,Salt Lake,467.0
1589,35,Salt Lake,855.0
1590,35,Salt Lake,474.0
1591,35,Salt Lake,783.0
1592,35,Salt Lake,369.0
1593,35,Salt Lake,244.0
1594,35,Salt Lake,86.0
1595,35,Salt Lake,366.0
1596,35,Salt Lake,332.0
1597,35,Salt Lake,264.0
1598,35,Salt Lake,510.0
1599,35,Salt Lake,396.0
1600,35,Salt Lake,876.0
1601,35,Salt Lake,1027.0
1602,35,Salt Lake,622.0
1603,35,Salt Lake,297.0
1604,35,Salt Lake,592.0
1605,35,Salt Lake,766.0
1606,35,Salt Lake,411.0
1607,35,Salt Lake,124.0
1608,35,Salt Lake,518.0
1609,35,Salt Lake,634.0
1610,35,Salt Lake,422.0
1611,35,Salt Lake,565.0
1612,35,Salt Lake,233.0
1613,35,Salt Lake,479.0
1614,35,Salt Lake,309.0
1615,35,Salt Lake,7.0
1616,35,Salt Lake,1.0
1617,35,Salt Lake,271.0
1618,35,Salt Lake,303.0
1619,35,Salt Lake,1458.0
1620,35,Salt Lake,334.0
1621,35,Salt Lake,309.0
1622,35,Salt Lake,290.0
1623,35,Salt Lake,433.0
1624,35,Salt Lake,253.0
1625,35,Salt Lake,708.0
1626,35,Salt Lake,768.0
1627,35,Salt Lake,444.0
1628,35,Salt Lake,337.0
1629,35,Salt Lake,351.0
1630,35,Salt Lake,929.0
1631,35,Salt Lake,695.0
1632,35,Salt Lake,348.0
1633,35,Salt Lake,44.0
1634,35,Salt Lake,0.0
1635,35,Salt Lake,35.0
1636,35,Salt Lake,218.0
1637,35,Salt Lake,849.0
1638,35,Salt Lake,322.0
1639,35,Salt Lake,494.0
1640,35,Salt Lake,521.0
1641,35,Salt Lake,0.0
1642,35,Salt Lake,5.0
1643,35,Salt Lake,577.0
1644,35,Salt Lake,609.0
1645,35,Salt Lake,1092.0
1646,35,Salt Lake,442.0
1647,35,Salt Lake,443.0
1648,35,Salt Lake,629.0
1649,35,Salt Lake,208.0
1650,35,Salt Lake,343.0
1651,35,Salt Lake,415.0
1652,35,Salt Lake,605.0
1653,35,Salt Lake,705.0
1654,35,Salt Lake,499.0
1655,35,Salt Lake,11.0
1656,35,Salt Lake,237.0
1657,35,Salt Lake,12.0
1658,35,Salt Lake,13.0
1659,35,Salt Lake,783.0
1660,35,Salt Lake,326.0
1661,35,Salt Lake,801.0
1662,35,Salt Lake,246.0
1663,35,Salt Lake,352.0
1664,35,Salt Lake,599.0
1665,35,Salt Lake,779.0
1666,35,Salt Lake,370.0
1667,35,Salt Lake,245.0
1668,35,Salt Lake,119.0
1669,35,Salt Lake,788.0
1670,35,Salt Lake,536.0
1671,35,Salt Lake,386.0
1672,35,Salt Lake,463.0
1673,35,Salt Lake,500.0
1674,35,Salt Lake,339.0
1675,35,Salt Lake,331.0
1676,35,Salt Lake,275.0
1677,35,Salt Lake,443.0
1678,35,Salt Lake,504.0
1679,35,Salt Lake,209.0
1680,35,Salt Lake,475.0
1681,35,Salt Lake,576.0
1682,35,Salt Lake,213.0
1683,35,Salt Lake,476.0
1684,35,Salt Lake,500.0
1685,35,Salt Lake,729.0
1686,35,Salt Lake,423.0
1687,35,Salt Lake,350.0
1688,35,Salt Lake,904.0
1689,35,Salt Lake,946.0
1690,35,Salt Lake,174.0
1691,35,Salt Lake,181.0
1692,35,Salt Lake,288.0
1693,35,Salt Lake,334.0
1694,35,Salt Lake,517.0
1695,35,Salt Lake,293.0
1696,35,Salt Lake,558.0
1697,35,Salt Lake,265.0
1698,35,Salt Lake,248.0
1699,35,Salt Lake,101.0
1700,35,Salt Lake,8.0
1701,35,Salt Lake,1176.0
1702,35,Salt Lake,0.0
1703,35,Salt Lake,385.0
1704,35,Salt Lake,610.0
1705,35,Salt Lake,1691.0
1706,35,Salt Lake,1283.0
1707,35,Salt Lake,446.0
1708,35,Salt Lake,409.0
1709,35,Salt Lake,338.0
1710,35,Salt Lake,344.0
1711,35,Salt Lake,210.0
1712,35,Salt Lake,823.0
1713,35,Salt Lake,320.0
1714,35,Salt Lake,728.0
1715,35,Salt Lake,0.0
1716,35,Salt Lake,198.0
1717,35,Salt Lake,15.0
1718,35,Salt Lake,465.0
1719,35,Salt Lake,688.0
1720,35,Salt Lake,536.0
1721,35,Salt Lake,0.0
1722,35,Salt Lake,720.0
1723,35,Salt Lake,693.0
1724,35,Salt Lake,741.0
1725,35,Salt Lake,974.0
1726,35,Salt Lake,1197.0
1727,35,Salt Lake,740.0
1728,35,Salt Lake,828.0
1729,35,Salt Lake,790.0
1730,35,Salt Lake,318.0
1731,35,Salt Lake,841.0
1732,35,Salt Lake,628.0
1733,35,Salt Lake,485.0
1734,35,Salt Lake,863.0
1735,35,Salt Lake,508.0
1736,35,Salt Lake,137.0
1737,35,Salt Lake,1.0
1738,35,Salt Lake,466.0
1739,35,Salt Lake,684.0
1740,35,Salt Lake,480.0
1741,35,Salt Lake,714.0
1742,35,Salt Lake,478.0
1743,35,Salt Lake,98.0
1744,35,Salt Lake,93.0
1745,35,Salt Lake,149.0
1746,35,Salt Lake,853.0
1747,35,Salt Lake,512.0
1748,35,Salt Lake,242.0
1749,35,Salt Lake,763.0
1750,35,Salt Lake,793.0
1751,35,Salt Lake,671.0
1752,35,Salt Lake,226.0
1753,35,Salt Lake,387.0
1754,35,Salt Lake,725.0
1755,35,Salt Lake,20.0
1756,35,Salt Lake,265.0
1757,35,Salt Lake,0.0
1758,35,Salt Lake,383.0
1759,35,Salt Lake,5.0
1760,35,Salt Lake,1332.0
1761,35,Salt Lake,321.0
1762,35,Salt Lake,56.0
1763,35,Salt Lake,228.0
1764,35,Salt Lake,478.0
1765,35,Salt Lake,449.0
1766,35,Salt Lake,401.0
1767,35,Salt Lake,390.0
1768,35,Salt Lake,419.0
1769,35,Salt Lake,0.0
1770,35,Salt Lake,0.0
1771,35,Salt Lake,771.0
1772,35,Salt Lake,314.0
1773,35,Salt Lake,493.0
1774,35,Salt Lake,152.0
1775,35,Salt Lake,330.0
1776,35,Salt Lake,9.0
1777,35,Salt Lake,320.0
1778,35,Salt Lake,184.0
1779,35,Salt Lake,994.0
1780,35,Salt Lake,547.0
1781,35,Salt Lake,305.0
1782,35,Salt Lake,9.0
1783,35,Salt Lake,0.0
1784,35,Salt Lake,0.0
1785,35,Salt Lake,0.0
1786,35,Salt Lake,3.0
1787,35,Salt Lake,628.0
1788,35,Salt Lake,557.0
1789,35,Salt Lake,702.0
1790,35,Salt Lake,0.0
1791,35,Salt Lake,21.0
1792,35,Salt Lake,959.0
1793,35,Salt Lake,332.0
1794,35,Salt Lake,572.0
1795,35,Salt Lake,377.0
1796,35,Salt Lake,720.0
1797,35,Salt Lake,1084.0
1798,35,Salt Lake,0.0
1799,35,Salt Lake,608.0
1800,35,Salt Lake,257.0
1801,35,Salt Lake,953.0
1802,35,Salt Lake,504.0
1803,35,Salt Lake,510.0
1804,35,Salt Lake,356.0
1805,35,Salt Lake,212.0
1806,35,Salt Lake,978.0
1807,35,Salt Lake,386.0
1808,35,Salt Lake,243.0
1809,35,Salt Lake,1160.0
1810,35,Salt Lake,281.0
1811,35,Salt Lake,267.0
1812,35,Salt Lake,210.0
1813,35,Salt Lake,766.0
1814,35,Salt Lake,408.0
1815,35,Salt Lake,544.0
1816,35,Salt Lake,456.0
1817,35,Salt Lake,284.0
1818,35,Salt Lake,208.0
1819,35,Salt Lake,200.0
1820,35,Salt Lake,347.0
1821,35,Salt Lake,146.0
1822,35,Salt Lake,326.0
1823,35,Salt Lake,418.0
1824,35,Salt Lake,871.0
1825,35,Salt Lake,1167.0
1826,35,Salt Lake,3.0
1827,35,Salt Lake,427.0
1828,35,Salt Lake,1640.0
1829,35,Salt Lake,642.0
1830,35,Salt Lake,1.0
1831,35,Salt Lake,1150.0
1832,35,Salt Lake,5.0
1833,35,Salt Lake,555.0
1834,35,Salt Lake,757.0
1835,35,Salt Lake,675.0
1836,35,Salt Lake,768.0
1837,35,Salt Lake,387.0
1838,35,Salt Lake,187.0
1839,35,Salt Lake,127.0
1840,35,Salt Lake,706.0
1841,35,Salt Lake,991.0
1842,35,Salt Lake,824.0
1843,35,Salt Lake,343.0
1844,35,Salt Lake,349.0
1845,35,Salt Lake,519.0
1846,35,Salt Lake,858.0
1847,35,Salt Lake,613.0
1848,35,Salt Lake,116.0
1849,35,Salt Lake,266.0
1850,35,Salt Lake,476.0
1851,35,Salt Lake,191.0
1852,35,Salt Lake,1094.0
1853,35,Salt Lake,1304.0
1854,35,Salt Lake,641.0
1855,35,Salt Lake,279.0
1856,35,Salt Lake,407.0
1857,35,Salt Lake,662.0
1858,35,Salt Lake,389.0
1859,35,Salt Lake,584.0
1860,35,Salt Lake,636.0
1861,35,Salt Lake,0.0
1862,35,Salt Lake,619.0
1863,35,Salt Lake,490.0
1864,35,Salt Lake,556.0
1865,35,Salt Lake,426.0
1866,35,Salt Lake,991.0
1867,35,Salt Lake,247.0
1868,35,Salt Lake,465.0
1869,35,Salt Lake,350.0
1870,35,Salt Lake,505.0
1871,35,Salt Lake,0.0
1872,35,Salt Lake,42.0
1873,35,Salt Lake,139.0
1874,35,Salt Lake,186.0
1875,35,Salt Lake,140.0
1876,35,Salt Lake,153.0
1877,35,Salt Lake,440.0
1878,35,Salt Lake,617.0
1879,35,Salt Lake,541.0
1880,35,Salt Lake,450.0
1881,35,Salt Lake,400.0
1882,35,Salt Lake,454.0
1883,35,Salt Lake,1529.0
1884,35,Salt Lake,397.0
1885,35,Salt Lake,637.0
1886,35,Salt Lake,0.0
1887,35,Salt Lake,219.0
1888,35,Salt Lake,3.0
1889,35,Salt Lake,253.0
1890,35,Salt Lake,477.0
1891,35,Salt Lake,334.0
1892,35,Salt Lake,343.0
1893,35,Salt Lake,282.0
1894,35,Salt Lake,483.0
1895,35,Salt Lake,519.0
1896,35,Salt Lake,317.0
1897,35,Salt Lake,574.0
1898,35,Salt Lake,1279.0
1899,35,Salt Lake,301.0
1900,35,Salt Lake,196.0
1901,35,Salt Lake,474.0
1902,35,Salt Lake,86.0
1903,35,Salt Lake,767.0
1904,35,Salt Lake,996.0
1905,35,Salt Lake,513.0
1906,35,Salt Lake,179.0
1907,35,Salt Lake,228.0
1908,35,Salt Lake,35.0
1909,35,Salt Lake,354.0
1910,35,Salt Lake,671.0
1911,35,Salt Lake,666.0
1912,35,Salt Lake,227.0
1913,35,Salt Lake,265.0
1914,35,Salt Lake,234.0
1915,35,Salt Lake,331.0
1916,35,Salt Lake,288.0
1917,35,Salt Lake,148.0
1918,35,Salt Lake,0.0
1919,35,Salt Lake,11.0
1920,35,Salt Lake,300.0
1921,35,Salt Lake,217.0
1922,35,Salt Lake,499.0
1923,35,Salt Lake,395.0
1924,35,Salt Lake,307.0
1925,35,Salt Lake,22.0
1926,35,Salt Lake,132.0
1927,35,Salt Lake,499.0
1928,35,Salt Lake,0.0
1929,35,Salt Lake,679.0
1930,35,Salt Lake,455.0
1931,35,Salt Lake,486.0
1932,35,Salt Lake,394.0
1933,35,Salt Lake,452.0
1934,35,Salt Lake,404.0
1935,35,Salt Lake,401.0
1936,35,Salt Lake,100.0
1937,35,Salt Lake,234.0
1938,35,Salt Lake,929.0
1939,35,Salt Lake,720.0
1940,35,Salt Lake,206.0
1941,35,Salt Lake,524.0
1942,35,Salt Lake,286.0
