SUBAREAID,PERIOD,TRIPPURP,MODE,TRIPS,scenario_id
1,pk,HBW,Walk,20386,Shorten01
1,pk,HBC,Walk,26873,Shorten01
1,pk,HBO,Walk,154345,Shorten01
1,pk,NHB,Walk,56088,Shorten01
1,pk,HBSch,Walk,69291,Shorten01
1,pk,HBW,Bike,12740,Shorten01
1,pk,HBC,Bike,2180,Shorten01
1,pk,HBO,Bike,19426,Shorten01
1,pk,NHB,Bike,5907,Shorten01
1,pk,HBSch,Bike,9370,Shorten01
1,pk,HBW,Auto,923334,Shorten01
1,pk,HBC,Auto,79594,Shorten01
1,pk,HBO,Auto,1898032,Shorten01
1,pk,NHB,Auto,868434,Shorten01
1,pk,HBSch,Auto,312819,Shorten01
1,pk,HBW,RegAuto,923162,Shorten01
1,pk,HBC,RegAuto,79594,Shorten01
1,pk,HBO,RegAuto,1897176,Shorten01
1,pk,NHB,RegAuto,868123,Shorten01
1,pk,HBSch,RegAuto,312819,Shorten01
1,pk,HBW,IMZD2D,172,Shorten01
1,pk,HBC,IMZD2D,0,Shorten01
1,pk,HBO,IMZD2D,856,Shorten01
1,pk,NHB,IMZD2D,311,Shorten01
1,pk,HBSch,IMZD2D,0,Shorten01
1,pk,HBW,SchoolBus,0,Shorten01
1,pk,HBC,SchoolBus,0,Shorten01
1,pk,HBO,SchoolBus,0,Shorten01
1,pk,NHB,SchoolBus,0,Shorten01
1,pk,HBSch,SchoolBus,51271,Shorten01
1,pk,HBW,LCL,9629,Shorten01
1,pk,HBC,LCL,8719,Shorten01
1,pk,HBO,LCL,4147,Shorten01
1,pk,NHB,LCL,730,Shorten01
1,pk,HBSch,LCL,0,Shorten01
1,pk,HBW,COR,1033,Shorten01
1,pk,HBC,COR,179,Shorten01
1,pk,HBO,COR,529,Shorten01
1,pk,NHB,COR,72,Shorten01
1,pk,HBSch,COR,0,Shorten01
1,pk,HBW,BRT,1303,Shorten01
1,pk,HBC,BRT,4960,Shorten01
1,pk,HBO,BRT,746,Shorten01
1,pk,NHB,BRT,219,Shorten01
1,pk,HBSch,BRT,0,Shorten01
1,pk,HBW,EXP,322,Shorten01
1,pk,HBC,EXP,109,Shorten01
1,pk,HBO,EXP,44,Shorten01
1,pk,NHB,EXP,15,Shorten01
1,pk,HBSch,EXP,0,Shorten01
1,pk,HBW,LRT,8871,Shorten01
1,pk,HBC,LRT,4881,Shorten01
1,pk,HBO,LRT,5006,Shorten01
1,pk,NHB,LRT,770,Shorten01
1,pk,HBSch,LRT,0,Shorten01
1,pk,HBW,CRT,2685,Shorten01
1,pk,HBC,CRT,4086,Shorten01
1,pk,HBO,CRT,1099,Shorten01
1,pk,NHB,CRT,222,Shorten01
1,pk,HBSch,CRT,0,Shorten01
1,ok,HBW,Walk,29139,Shorten01
1,ok,HBC,Walk,0,Shorten01
1,ok,HBO,Walk,297750,Shorten01
1,ok,NHB,Walk,141383,Shorten01
1,ok,HBSch,Walk,38855,Shorten01
1,ok,HBW,Bike,8547,Shorten01
1,ok,HBC,Bike,0,Shorten01
1,ok,HBO,Bike,40683,Shorten01
1,ok,NHB,Bike,12991,Shorten01
1,ok,HBSch,Bike,5205,Shorten01
1,ok,HBW,Auto,845069,Shorten01
1,ok,HBC,Auto,0,Shorten01
1,ok,HBO,Auto,3738313,Shorten01
1,ok,NHB,Auto,1733072,Shorten01
1,ok,HBSch,Auto,175711,Shorten01
1,ok,HBW,RegAuto,844946,Shorten01
1,ok,HBC,RegAuto,0,Shorten01
1,ok,HBO,RegAuto,3737014,Shorten01
1,ok,NHB,RegAuto,1732596,Shorten01
1,ok,HBSch,RegAuto,175711,Shorten01
1,ok,HBW,IMZD2D,123,Shorten01
1,ok,HBC,IMZD2D,0,Shorten01
1,ok,HBO,IMZD2D,1299,Shorten01
1,ok,NHB,IMZD2D,476,Shorten01
1,ok,HBSch,IMZD2D,0,Shorten01
1,ok,HBW,SchoolBus,0,Shorten01
1,ok,HBC,SchoolBus,0,Shorten01
1,ok,HBO,SchoolBus,0,Shorten01
1,ok,NHB,SchoolBus,0,Shorten01
1,ok,HBSch,SchoolBus,28613,Shorten01
1,ok,HBW,LCL,7061,Shorten01
1,ok,HBC,LCL,0,Shorten01
1,ok,HBO,LCL,11499,Shorten01
1,ok,NHB,LCL,1825,Shorten01
1,ok,HBSch,LCL,0,Shorten01
1,ok,HBW,COR,741,Shorten01
1,ok,HBC,COR,0,Shorten01
1,ok,HBO,COR,1302,Shorten01
1,ok,NHB,COR,186,Shorten01
1,ok,HBSch,COR,0,Shorten01
1,ok,HBW,BRT,646,Shorten01
1,ok,HBC,BRT,0,Shorten01
1,ok,HBO,BRT,1788,Shorten01
1,ok,NHB,BRT,920,Shorten01
1,ok,HBSch,BRT,0,Shorten01
1,ok,HBW,EXP,0,Shorten01
1,ok,HBC,EXP,0,Shorten01
1,ok,HBO,EXP,0,Shorten01
1,ok,NHB,EXP,0,Shorten01
1,ok,HBSch,EXP,0,Shorten01
1,ok,HBW,LRT,7231,Shorten01
1,ok,HBC,LRT,0,Shorten01
1,ok,HBO,LRT,10698,Shorten01
1,ok,NHB,LRT,2176,Shorten01
1,ok,HBSch,LRT,0,Shorten01
1,ok,HBW,CRT,1301,Shorten01
1,ok,HBC,CRT,0,Shorten01
1,ok,HBO,CRT,2370,Shorten01
1,ok,NHB,CRT,304,Shorten01
1,ok,HBSch,CRT,0,Shorten01
