Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings,scenario_id
4.0,S470,pk,39.74,125.08,19.06,30.0,2.0,476.88,750.9,750.89,72.18,678.72,72.14,678.75,Shorten02
4.0,S509,pk,10.34,36.91,16.81,30.0,2.0,124.08,93.92,93.87,6.49,87.43,6.48,87.39,Shorten02
4.0,SF11,pk,7.8,30.12,15.54,60.0,1.0,46.8,49.39,49.39,0.0,49.39,0.0,49.39,Shorten02
4.0,SF202,pk,10.44,37.38,16.76,30.0,2.0,125.28,43.66,43.66,0.91,42.75,0.9,42.76,Shorten02
4.0,SF232,pk,15.34,50.74,18.14,30.0,2.0,184.08,53.35,53.24,0.9,52.45,0.85,52.39,Shorten02
4.0,SF453,pk,39.47,75.68,31.29,30.0,2.0,473.64,20.4,20.41,4.1,16.3,4.1,16.31,Shorten02
4.0,SF514,pk,12.18,44.22,16.53,30.0,2.0,146.16,78.0,77.96,12.23,65.77,12.22,65.74,Shorten02
4.0,SF525,pk,8.9,31.3,17.06,30.0,2.0,106.8,32.92,32.9,6.27,26.65,6.27,26.63,Shorten02
4.0,SF570,pk,14.72,43.52,20.29,30.0,2.0,176.64,81.04,81.08,0.34,80.7,0.35,80.73,Shorten02
4.0,SF578,pk,13.44,40.42,19.95,30.0,2.0,161.28,37.41,37.41,0.14,37.27,0.13,37.28,Shorten02
4.0,SF590,pk,11.44,39.39,17.43,30.0,2.0,137.28,71.19,71.16,5.18,66.01,5.17,65.99,Shorten02
4.0,SF94,pk,7.22,21.94,19.74,30.0,2.0,86.64,61.26,61.28,4.76,56.5,4.78,56.5,Shorten02
4.0,M805_Santaquin,pk,61.64,110.05,33.61,40.0,1.5,554.76,457.41,457.36,238.19,219.22,238.17,219.19,Shorten02
4.0,M806_EglMtn,pk,27.94,67.73,24.75,45.0,1.33,223.52,307.11,307.1,108.59,198.52,108.58,198.52,Shorten02
4.0,M807_NoCnty,pk,22.21,65.02,20.5,40.0,1.5,199.89,586.13,586.08,214.56,371.57,214.55,371.53,Shorten02
4.0,M822_Psn,pk,54.34,148.09,22.02,60.0,1.0,326.04,469.22,469.28,117.55,351.67,117.53,351.75,Shorten02
4.0,MF809,pk,21.39,64.92,19.77,30.0,2.0,256.68,59.1,59.1,7.61,51.49,7.6,51.5,Shorten02
4.0,O606,pk,4.96,13.82,21.53,360.0,0.17,4.96,0.01,0.01,0.0,0.01,0.0,0.01,Shorten02
4.0,S513,pk,32.36,110.76,17.53,30.0,2.0,388.32,196.58,196.54,17.07,179.51,17.08,179.46,Shorten02
4.0,S551,pk,15.23,44.32,20.62,30.0,2.0,182.76,28.14,28.12,6.42,21.72,6.4,21.72,Shorten02
4.0,M821_5YR2023,ok,37.33,95.77,23.39,30.0,2.0,746.6,175.61,175.58,21.83,153.78,21.81,153.77,Shorten02
4.0,M823_5RY2023,ok,19.12,60.44,18.98,30.0,2.0,382.4,173.66,173.66,11.8,161.86,11.81,161.85,Shorten02
4.0,M831_WPr,ok,23.68,84.57,16.8,30.0,2.0,473.6,309.82,309.73,10.81,299.01,10.75,298.98,Shorten02
4.0,M833_CntPr,ok,9.75,30.24,19.35,60.0,1.0,97.5,35.83,35.83,1.35,34.48,1.36,34.47,Shorten02
4.0,M834_EstPr,ok,25.64,84.76,18.15,30.0,2.0,512.8,223.47,223.44,7.39,216.08,7.37,216.07,Shorten02
4.0,M841_UVU,ok,5.32,20.63,15.47,30.0,2.0,106.4,30.86,30.87,0.89,29.97,0.88,29.99,Shorten02
4.0,M850_StateStree,ok,45.58,161.87,16.9,15.0,4.0,1823.2,1279.04,1278.97,101.47,1177.57,101.51,1177.46,Shorten02
4.0,M862_Orem,ok,28.28,100.6,16.87,30.0,2.0,565.6,178.27,178.36,9.68,168.59,9.69,168.67,Shorten02
4.0,M864_Thanksgivi,ok,7.25,26.25,16.57,30.0,2.0,145.0,47.28,47.25,3.45,43.83,3.45,43.8,Shorten02
4.0,M871_SLtoUtahCn,ok,26.46,80.12,19.82,60.0,1.0,264.6,26.58,26.58,1.83,24.75,1.84,24.74,Shorten02
4.0,O600,ok,46.04,159.75,17.29,15.0,4.0,1841.6,664.9,664.98,41.41,623.49,41.45,623.53,Shorten02
4.0,O601,ok,3.7,17.95,12.37,20.0,3.0,111.0,12.63,12.59,0.3,12.33,0.3,12.29,Shorten02
4.0,O604,ok,14.0,47.43,17.71,30.0,2.0,280.0,53.36,53.35,8.82,44.54,8.83,44.52,Shorten02
4.0,O607,ok,20.92,67.09,18.71,30.0,2.0,418.4,152.79,152.76,13.03,139.76,13.04,139.72,Shorten02
4.0,O609,ok,42.5,135.11,18.87,30.0,2.0,850.0,149.07,149.05,20.18,128.89,20.18,128.87,Shorten02
4.0,O612,ok,26.2,84.23,18.66,15.0,4.0,1048.0,605.47,605.4,20.27,585.2,20.27,585.13,Shorten02
4.0,O614,ok,17.94,56.13,19.18,30.0,2.0,358.8,76.87,76.84,0.99,75.88,0.99,75.85,Shorten02
4.0,O615,ok,15.08,45.88,19.72,30.0,2.0,301.6,80.7,80.72,5.69,75.01,5.7,75.02,Shorten02
4.0,O626,ok,28.38,82.98,20.52,30.0,2.0,567.6,107.0,107.01,8.41,98.59,8.39,98.62,Shorten02
4.0,O627,ok,18.58,60.02,18.57,30.0,2.0,371.6,78.91,78.91,4.73,74.18,4.72,74.19,Shorten02
4.0,O628,ok,12.92,47.58,16.29,30.0,2.0,258.4,77.95,77.91,9.03,68.92,9.0,68.91,Shorten02
4.0,O630,ok,48.72,108.36,26.98,60.0,1.0,487.2,163.56,163.57,8.42,155.14,8.38,155.19,Shorten02
4.0,O640,ok,35.1,118.95,17.7,30.0,2.0,702.0,167.42,167.42,12.14,155.28,12.19,155.23,Shorten02
4.0,O667,ok,2.75,9.93,16.62,30.0,2.0,55.0,1.49,1.49,0.01,1.48,0.01,1.48,Shorten02
4.0,OF605,ok,14.18,52.37,16.25,60.0,1.0,141.8,57.17,57.16,2.39,54.78,2.38,54.78,Shorten02
4.0,OF618,ok,14.04,45.02,18.71,30.0,2.0,280.8,78.33,78.33,4.6,73.73,4.58,73.75,Shorten02
4.0,OF620,ok,16.66,48.56,20.58,30.0,2.0,333.2,73.83,73.78,6.43,67.4,6.39,67.39,Shorten02
4.0,OF638,ok,13.4,37.45,21.47,60.0,1.0,134.0,24.79,24.75,0.16,24.63,0.16,24.59,Shorten02
4.0,S002,ok,8.42,39.19,12.89,15.0,4.0,336.8,1037.33,1037.22,49.37,987.96,49.35,987.87,Shorten02
4.0,S004,ok,23.85,85.2,16.8,30.0,2.0,477.0,692.92,692.96,12.54,680.38,12.53,680.43,Shorten02
4.0,S009,ok,19.62,73.38,16.04,15.0,4.0,784.8,840.9,840.91,6.27,834.63,6.28,834.63,Shorten02
4.0,S017,ok,15.42,61.75,14.98,30.0,2.0,308.4,285.97,286.02,20.2,265.77,20.21,265.81,Shorten02
4.0,S021,ok,15.7,57.33,16.43,15.0,4.0,628.0,1025.43,1025.36,73.68,951.75,73.65,951.71,Shorten02
4.0,S033,ok,12.54,39.88,18.87,15.0,4.0,501.6,425.38,425.45,18.46,406.92,18.47,406.98,Shorten02
4.0,S035,ok,28.18,93.59,18.07,15.0,4.0,1127.2,537.63,537.61,27.43,510.2,27.4,510.21,Shorten02
4.0,S039,ok,22.92,79.53,17.29,15.0,4.0,916.8,690.29,690.28,20.3,669.99,20.27,670.01,Shorten02
4.0,S045,ok,16.22,53.68,18.13,15.0,4.0,648.8,319.93,319.91,17.58,302.35,17.59,302.32,Shorten02
4.0,S047,ok,25.68,85.13,18.1,30.0,2.0,513.6,183.48,183.4,2.0,181.48,1.95,181.45,Shorten02
4.0,S054,ok,17.78,57.2,18.65,15.0,4.0,711.2,291.3,291.3,16.52,274.78,16.49,274.81,Shorten02
4.0,S062,ok,20.26,64.19,18.94,60.0,1.0,202.6,55.58,55.62,1.66,53.92,1.67,53.95,Shorten02
4.0,S072,ok,11.06,42.16,15.74,30.0,2.0,221.2,164.67,164.63,8.66,156.01,8.66,155.97,Shorten02
4.0,S1,ok,21.44,89.1,14.44,15.0,4.0,857.6,1470.62,1470.6,3.94,1466.68,3.87,1466.73,Shorten02
4.0,S200,ok,22.56,93.54,14.47,15.0,4.0,902.4,1755.61,1755.62,20.84,1734.77,20.85,1734.77,Shorten02
4.0,S201,ok,19.42,70.92,16.43,60.0,1.0,194.2,52.95,52.96,4.43,48.52,4.42,48.54,Shorten02
4.0,S205,ok,28.62,108.68,15.8,15.0,4.0,1144.8,2191.04,2190.97,17.5,2173.54,17.45,2173.52,Shorten02
4.0,S209,ok,28.98,105.13,16.54,15.0,4.0,1159.2,2042.99,2042.9,40.37,2002.62,40.38,2002.52,Shorten02
4.0,S213,ok,31.02,114.95,16.19,30.0,2.0,620.4,574.21,574.21,6.74,567.47,6.72,567.49,Shorten02
4.0,S217,ok,24.42,81.41,18.0,15.0,4.0,976.8,516.01,516.01,23.21,492.8,23.17,492.84,Shorten02
4.0,S218,ok,13.84,51.58,16.1,30.0,2.0,276.8,85.14,85.14,5.04,80.1,5.06,80.08,Shorten02
4.0,S220,ok,33.42,118.02,16.99,30.0,2.0,668.4,862.32,862.24,60.43,801.89,60.45,801.79,Shorten02
4.0,S223,ok,33.17,117.68,16.91,30.0,2.0,663.4,680.91,680.84,28.22,652.69,28.2,652.64,Shorten02
4.0,S227,ok,33.9,119.34,17.04,30.0,2.0,678.0,214.88,214.93,9.36,205.52,9.34,205.59,Shorten02
4.0,S236,ok,15.93,45.15,21.17,30.0,2.0,318.6,72.52,72.5,6.16,66.36,6.13,66.37,Shorten02
4.0,S240,ok,24.3,85.81,16.99,15.0,4.0,972.0,242.56,242.51,9.32,233.24,9.29,233.22,Shorten02
4.0,S248,ok,45.08,154.94,17.46,30.0,2.0,901.6,251.6,251.66,12.48,239.12,12.44,239.22,Shorten02
4.0,S31,ok,26.5,98.53,16.14,30.0,2.0,530.0,251.1,251.11,7.88,243.22,7.84,243.27,Shorten02
4.0,S455,ok,46.84,158.47,17.73,30.0,2.0,936.8,943.47,943.44,84.65,858.82,84.64,858.8,Shorten02
4.0,S470,ok,39.74,134.55,17.72,30.0,2.0,794.8,789.22,789.26,36.47,752.75,36.52,752.74,Shorten02
4.0,S509,ok,10.34,39.31,15.78,30.0,2.0,206.8,147.49,147.45,7.77,139.72,7.74,139.71,Shorten02
4.0,SF11,ok,7.8,28.63,16.35,60.0,1.0,78.0,40.35,40.35,0.0,40.35,0.0,40.35,Shorten02
4.0,SF202,ok,10.44,39.22,15.97,30.0,2.0,208.8,58.4,58.37,1.71,56.69,1.69,56.68,Shorten02
4.0,SF232,ok,15.34,50.79,18.12,30.0,2.0,306.8,69.07,69.06,1.68,67.39,1.68,67.38,Shorten02
4.0,SF453,ok,39.47,91.29,25.94,60.0,1.0,394.7,5.73,5.73,2.98,2.75,2.98,2.75,Shorten02
4.0,SF514,ok,12.18,48.13,15.18,30.0,2.0,243.6,87.0,87.02,13.26,73.74,13.22,73.8,Shorten02
4.0,SF525,ok,8.9,32.8,16.28,30.0,2.0,178.0,50.97,51.03,6.95,44.02,6.97,44.06,Shorten02
4.0,SF570,ok,14.72,46.97,18.8,30.0,2.0,294.4,77.11,77.18,0.51,76.6,0.48,76.7,Shorten02
4.0,SF578,ok,13.44,43.76,18.43,30.0,2.0,268.8,31.73,31.67,0.24,31.49,0.22,31.45,Shorten02
4.0,SF590,ok,11.44,42.49,16.15,30.0,2.0,228.8,64.3,64.29,4.46,59.84,4.45,59.84,Shorten02
4.0,SF94,ok,7.22,24.12,17.96,30.0,2.0,144.4,50.44,50.47,2.94,47.5,2.95,47.52,Shorten02
5.0,BRT56_R,pk,52.52,155.1,20.32,15.0,4.0,1260.48,2187.34,2187.43,326.95,1860.39,326.94,1860.49,Shorten02
5.0,MidValCon,pk,13.36,38.41,20.87,15.0,4.0,320.64,1001.54,1001.55,182.83,818.71,182.78,818.77,Shorten02
5.0,BRT56_R,ok,52.52,163.52,19.27,15.0,4.0,2100.8,2530.85,2530.87,289.92,2240.93,289.9,2240.97,Shorten02
5.0,MidValCon,ok,13.36,40.65,19.72,15.0,4.0,534.4,534.54,534.56,22.22,512.32,22.21,512.35,Shorten02
6.0,S451X,pk,21.64,38.2,33.99,30.0,2.0,259.68,0.75,0.75,0.0,0.75,0.0,0.75,Shorten02
6.0,S472X,pk,34.39,66.87,30.86,30.0,2.0,412.68,21.11,21.12,0.0,21.11,0.0,21.12,Shorten02
6.0,S473X,pk,42.74,109.25,23.47,30.0,2.0,512.88,297.19,297.17,176.42,120.77,176.4,120.77,Shorten02
7.0,Blue,pk,38.08,103.36,22.11,15.0,4.0,913.92,5358.36,5358.4,1052.16,4306.2,1052.18,4306.22,Shorten02
7.0,Green,pk,28.64,93.54,18.37,15.0,4.0,687.36,4663.08,4663.03,365.56,4297.52,365.59,4297.44,Shorten02
7.0,Red,pk,47.22,120.72,23.47,15.0,4.0,1133.28,12467.82,12467.85,2878.64,9589.18,2878.64,9589.21,Shorten02
7.0,Sline,pk,4.02,20.58,11.72,15.0,4.0,96.48,316.38,316.34,7.75,308.63,7.76,308.58,Shorten02
7.0,Blue,ok,38.08,103.36,22.11,15.0,4.0,1523.2,6205.91,6205.82,935.03,5270.88,935.0,5270.82,Shorten02
7.0,Green,ok,28.64,93.54,18.37,15.0,4.0,1145.6,6768.99,6768.99,464.92,6304.07,464.91,6304.08,Shorten02
7.0,Red,ok,47.22,120.72,23.47,15.0,4.0,1888.8,8868.02,8867.98,962.17,7905.85,962.13,7905.85,Shorten02
7.0,Sline,ok,4.02,20.58,11.72,15.0,4.0,160.8,448.86,448.84,6.72,442.14,6.7,442.14,Shorten02
8.0,RCRT_OGPN,pk,162.16,245.34,39.66,30.0,2.0,1945.92,7154.51,7154.52,4221.77,2932.74,4221.77,2932.75,Shorten02
8.0,RCRT_OGPN,ok,162.16,245.34,39.66,60.0,1.0,1621.6,3538.08,3538.09,1565.74,1972.34,1565.77,1972.32,Shorten02
9.0,630X,pk,9.86,40.51,14.6,10.0,6.0,354.96,1300.55,1300.53,517.02,783.53,517.02,783.51,Shorten02
9.0,M830X_ARPT,pk,11.28,27.28,24.81,30.0,2.0,135.36,14.21,14.23,1.88,12.33,1.88,12.35,Shorten02
9.0,UVX,pk,22.92,79.21,17.36,6.0,10.0,1375.2,7049.51,7049.53,1105.34,5944.17,1105.34,5944.19,Shorten02
9.0,630X,ok,9.86,43.11,13.72,10.0,6.0,591.6,607.32,607.37,27.16,580.16,27.17,580.2,Shorten02
9.0,M830X_ARPT,ok,11.28,29.37,23.04,30.0,2.0,225.6,29.45,29.44,1.38,28.07,1.38,28.06,Shorten02
9.0,UVX,ok,22.92,83.73,16.42,10.0,6.0,1375.2,3270.32,3270.34,89.16,3181.16,89.15,3181.19,Shorten02
