SUBAREAID,PERIOD,TRIPPURP,MODE,TRIPS,scenario_id
1,pk,HBW,Walk,20386,Shorten00
1,pk,HBC,Walk,26873,Shorten00
1,pk,HBO,Walk,154345,Shorten00
1,pk,NHB,Walk,56088,Shorten00
1,pk,HBSch,Walk,69291,Shorten00
1,pk,HBW,Bike,12450,Shorten00
1,pk,HBC,Bike,2180,Shorten00
1,pk,HBO,Bike,19426,Shorten00
1,pk,NHB,Bike,5907,Shorten00
1,pk,HBSch,Bike,9370,Shorten00
1,pk,HBW,Auto,927364,Shorten00
1,pk,HBC,Auto,79594,Shorten00
1,pk,HBO,Auto,1898027,Shorten00
1,pk,NHB,Auto,868432,Shorten00
1,pk,HBSch,Auto,312819,Shorten00
1,pk,HBW,RegAuto,927197,Shorten00
1,pk,HBC,RegAuto,79594,Shorten00
1,pk,HBO,RegAuto,1897166,Shorten00
1,pk,NHB,RegAuto,868119,Shorten00
1,pk,HBSch,RegAuto,312819,Shorten00
1,pk,HBW,IMZD2D,167,Shorten00
1,pk,HBC,IMZD2D,0,Shorten00
1,pk,HBO,IMZD2D,861,Shorten00
1,pk,NHB,IMZD2D,313,Shorten00
1,pk,HBSch,IMZD2D,0,Shorten00
1,pk,HBW,SchoolBus,0,Shorten00
1,pk,HBC,SchoolBus,0,Shorten00
1,pk,HBO,SchoolBus,0,Shorten00
1,pk,NHB,SchoolBus,0,Shorten00
1,pk,HBSch,SchoolBus,51271,Shorten00
1,pk,HBW,LCL,9504,Shorten00
1,pk,HBC,LCL,8719,Shorten00
1,pk,HBO,LCL,4147,Shorten00
1,pk,NHB,LCL,730,Shorten00
1,pk,HBSch,LCL,0,Shorten00
1,pk,HBW,COR,1028,Shorten00
1,pk,HBC,COR,179,Shorten00
1,pk,HBO,COR,529,Shorten00
1,pk,NHB,COR,72,Shorten00
1,pk,HBSch,COR,0,Shorten00
1,pk,HBW,BRT,1279,Shorten00
1,pk,HBC,BRT,4960,Shorten00
1,pk,HBO,BRT,746,Shorten00
1,pk,NHB,BRT,219,Shorten00
1,pk,HBSch,BRT,0,Shorten00
1,pk,HBW,EXP,498,Shorten00
1,pk,HBC,EXP,109,Shorten00
1,pk,HBO,EXP,44,Shorten00
1,pk,NHB,EXP,15,Shorten00
1,pk,HBSch,EXP,0,Shorten00
1,pk,HBW,LRT,8877,Shorten00
1,pk,HBC,LRT,4881,Shorten00
1,pk,HBO,LRT,5006,Shorten00
1,pk,NHB,LRT,770,Shorten00
1,pk,HBSch,LRT,0,Shorten00
1,pk,HBW,CRT,5142,Shorten00
1,pk,HBC,CRT,4086,Shorten00
1,pk,HBO,CRT,1099,Shorten00
1,pk,NHB,CRT,222,Shorten00
1,pk,HBSch,CRT,0,Shorten00
1,ok,HBW,Walk,29138,Shorten00
1,ok,HBC,Walk,0,Shorten00
1,ok,HBO,Walk,297750,Shorten00
1,ok,NHB,Walk,141383,Shorten00
1,ok,HBSch,Walk,38855,Shorten00
1,ok,HBW,Bike,8318,Shorten00
1,ok,HBC,Bike,0,Shorten00
1,ok,HBO,Bike,40683,Shorten00
1,ok,NHB,Bike,12991,Shorten00
1,ok,HBSch,Bike,5205,Shorten00
1,ok,HBW,Auto,837297,Shorten00
1,ok,HBC,Auto,0,Shorten00
1,ok,HBO,Auto,3738310,Shorten00
1,ok,NHB,Auto,1733070,Shorten00
1,ok,HBSch,Auto,175711,Shorten00
1,ok,HBW,RegAuto,837176,Shorten00
1,ok,HBC,RegAuto,0,Shorten00
1,ok,HBO,RegAuto,3737008,Shorten00
1,ok,NHB,RegAuto,1732592,Shorten00
1,ok,HBSch,RegAuto,175711,Shorten00
1,ok,HBW,IMZD2D,121,Shorten00
1,ok,HBC,IMZD2D,0,Shorten00
1,ok,HBO,IMZD2D,1302,Shorten00
1,ok,NHB,IMZD2D,478,Shorten00
1,ok,HBSch,IMZD2D,0,Shorten00
1,ok,HBW,SchoolBus,0,Shorten00
1,ok,HBC,SchoolBus,0,Shorten00
1,ok,HBO,SchoolBus,0,Shorten00
1,ok,NHB,SchoolBus,0,Shorten00
1,ok,HBSch,SchoolBus,28613,Shorten00
1,ok,HBW,LCL,6945,Shorten00
1,ok,HBC,LCL,0,Shorten00
1,ok,HBO,LCL,11499,Shorten00
1,ok,NHB,LCL,1825,Shorten00
1,ok,HBSch,LCL,0,Shorten00
1,ok,HBW,COR,737,Shorten00
1,ok,HBC,COR,0,Shorten00
1,ok,HBO,COR,1302,Shorten00
1,ok,NHB,COR,186,Shorten00
1,ok,HBSch,COR,0,Shorten00
1,ok,HBW,BRT,635,Shorten00
1,ok,HBC,BRT,0,Shorten00
1,ok,HBO,BRT,1788,Shorten00
1,ok,NHB,BRT,920,Shorten00
1,ok,HBSch,BRT,0,Shorten00
1,ok,HBW,EXP,0,Shorten00
1,ok,HBC,EXP,0,Shorten00
1,ok,HBO,EXP,0,Shorten00
1,ok,NHB,EXP,0,Shorten00
1,ok,HBSch,EXP,0,Shorten00
1,ok,HBW,LRT,7212,Shorten00
1,ok,HBC,LRT,0,Shorten00
1,ok,HBO,LRT,10698,Shorten00
1,ok,NHB,LRT,2176,Shorten00
1,ok,HBSch,LRT,0,Shorten00
1,ok,HBW,CRT,2335,Shorten00
1,ok,HBC,CRT,0,Shorten00
1,ok,HBO,CRT,2370,Shorten00
1,ok,NHB,CRT,304,Shorten00
1,ok,HBSch,CRT,0,Shorten00
