SUBAREAID,PERIOD,TRIPPURP,MODE,TRIPS,scenario_id
1,pk,HBW,Walk,20387,Shorten02
1,pk,HBC,Walk,26873,Shorten02
1,pk,HBO,Walk,154345,Shorten02
1,pk,NHB,Walk,56088,Shorten02
1,pk,HBSch,Walk,69291,Shorten02
1,pk,HBW,Bike,13035,Shorten02
1,pk,HBC,Bike,2180,Shorten02
1,pk,HBO,Bike,19426,Shorten02
1,pk,NHB,Bike,5907,Shorten02
1,pk,HBSch,Bike,9370,Shorten02
1,pk,HBW,Auto,921889,Shorten02
1,pk,HBC,Auto,79594,Shorten02
1,pk,HBO,Auto,1898038,Shorten02
1,pk,NHB,Auto,868436,Shorten02
1,pk,HBSch,Auto,312819,Shorten02
1,pk,HBW,RegAuto,921709,Shorten02
1,pk,HBC,RegAuto,79594,Shorten02
1,pk,HBO,RegAuto,1897188,Shorten02
1,pk,NHB,RegAuto,868127,Shorten02
1,pk,HBSch,RegAuto,312819,Shorten02
1,pk,HBW,IMZD2D,180,Shorten02
1,pk,HBC,IMZD2D,0,Shorten02
1,pk,HBO,IMZD2D,850,Shorten02
1,pk,NHB,IMZD2D,309,Shorten02
1,pk,HBSch,IMZD2D,0,Shorten02
1,pk,HBW,SchoolBus,0,Shorten02
1,pk,HBC,SchoolBus,0,Shorten02
1,pk,HBO,SchoolBus,0,Shorten02
1,pk,NHB,SchoolBus,0,Shorten02
1,pk,HBSch,SchoolBus,51271,Shorten02
1,pk,HBW,LCL,9724,Shorten02
1,pk,HBC,LCL,8719,Shorten02
1,pk,HBO,LCL,4147,Shorten02
1,pk,NHB,LCL,730,Shorten02
1,pk,HBSch,LCL,0,Shorten02
1,pk,HBW,COR,1039,Shorten02
1,pk,HBC,COR,179,Shorten02
1,pk,HBO,COR,529,Shorten02
1,pk,NHB,COR,72,Shorten02
1,pk,HBSch,COR,0,Shorten02
1,pk,HBW,BRT,1311,Shorten02
1,pk,HBC,BRT,4960,Shorten02
1,pk,HBO,BRT,746,Shorten02
1,pk,NHB,BRT,219,Shorten02
1,pk,HBSch,BRT,0,Shorten02
1,pk,HBW,EXP,151,Shorten02
1,pk,HBC,EXP,109,Shorten02
1,pk,HBO,EXP,44,Shorten02
1,pk,NHB,EXP,15,Shorten02
1,pk,HBSch,EXP,0,Shorten02
1,pk,HBW,LRT,8638,Shorten02
1,pk,HBC,LRT,4881,Shorten02
1,pk,HBO,LRT,5006,Shorten02
1,pk,NHB,LRT,770,Shorten02
1,pk,HBSch,LRT,0,Shorten02
1,pk,HBW,CRT,1748,Shorten02
1,pk,HBC,CRT,4086,Shorten02
1,pk,HBO,CRT,1099,Shorten02
1,pk,NHB,CRT,222,Shorten02
1,pk,HBSch,CRT,0,Shorten02
1,ok,HBW,Walk,29141,Shorten02
1,ok,HBC,Walk,0,Shorten02
1,ok,HBO,Walk,297750,Shorten02
1,ok,NHB,Walk,141383,Shorten02
1,ok,HBSch,Walk,38855,Shorten02
1,ok,HBW,Bike,8771,Shorten02
1,ok,HBC,Bike,0,Shorten02
1,ok,HBO,Bike,40683,Shorten02
1,ok,NHB,Bike,12991,Shorten02
1,ok,HBSch,Bike,5205,Shorten02
1,ok,HBW,Auto,847548,Shorten02
1,ok,HBC,Auto,0,Shorten02
1,ok,HBO,Auto,3738317,Shorten02
1,ok,NHB,Auto,1733074,Shorten02
1,ok,HBSch,Auto,175711,Shorten02
1,ok,HBW,RegAuto,847420,Shorten02
1,ok,HBC,RegAuto,0,Shorten02
1,ok,HBO,RegAuto,3737022,Shorten02
1,ok,NHB,RegAuto,1732600,Shorten02
1,ok,HBSch,RegAuto,175711,Shorten02
1,ok,HBW,IMZD2D,128,Shorten02
1,ok,HBC,IMZD2D,0,Shorten02
1,ok,HBO,IMZD2D,1295,Shorten02
1,ok,NHB,IMZD2D,474,Shorten02
1,ok,HBSch,IMZD2D,0,Shorten02
1,ok,HBW,SchoolBus,0,Shorten02
1,ok,HBC,SchoolBus,0,Shorten02
1,ok,HBO,SchoolBus,0,Shorten02
1,ok,NHB,SchoolBus,0,Shorten02
1,ok,HBSch,SchoolBus,28613,Shorten02
1,ok,HBW,LCL,7148,Shorten02
1,ok,HBC,LCL,0,Shorten02
1,ok,HBO,LCL,11499,Shorten02
1,ok,NHB,LCL,1825,Shorten02
1,ok,HBSch,LCL,0,Shorten02
1,ok,HBW,COR,745,Shorten02
1,ok,HBC,COR,0,Shorten02
1,ok,HBO,COR,1302,Shorten02
1,ok,NHB,COR,186,Shorten02
1,ok,HBSch,COR,0,Shorten02
1,ok,HBW,BRT,650,Shorten02
1,ok,HBC,BRT,0,Shorten02
1,ok,HBO,BRT,1788,Shorten02
1,ok,NHB,BRT,920,Shorten02
1,ok,HBSch,BRT,0,Shorten02
1,ok,HBW,EXP,0,Shorten02
1,ok,HBC,EXP,0,Shorten02
1,ok,HBO,EXP,0,Shorten02
1,ok,NHB,EXP,0,Shorten02
1,ok,HBSch,EXP,0,Shorten02
1,ok,HBW,LRT,7082,Shorten02
1,ok,HBC,LRT,0,Shorten02
1,ok,HBO,LRT,10698,Shorten02
1,ok,NHB,LRT,2176,Shorten02
1,ok,HBSch,LRT,0,Shorten02
1,ok,HBW,CRT,864,Shorten02
1,ok,HBC,CRT,0,Shorten02
1,ok,HBO,CRT,2370,Shorten02
1,ok,NHB,CRT,304,Shorten02
1,ok,HBSch,CRT,0,Shorten02
