Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,SF525,pk,      8.90,     31.30,     17.06,     30.00,      2.00,    106.80,     36.06,     36.04,      6.98,     29.08,      6.99,     29.05
      4.00,SF570,pk,     14.72,     43.52,     20.29,     30.00,      2.00,    176.64,     80.93,     80.94,      0.34,     80.59,      0.35,     80.59
      4.00,SF578,pk,     13.44,     40.42,     19.95,     30.00,      2.00,    161.28,     37.31,     37.30,      0.13,     37.18,      0.13,     37.17
      4.00,SF590,pk,     11.44,     39.39,     17.43,     30.00,      2.00,    137.28,     70.76,     70.74,      5.02,     65.74,      5.03,     65.71
      4.00,SF94,pk,      7.22,     21.94,     19.74,     30.00,      2.00,     86.64,     61.07,     61.07,      4.71,     56.36,      4.71,     56.36
      4.00,M805_Santaquin,pk,     61.64,    110.05,     33.61,     40.00,      1.50,    554.76,    460.53,    460.53,    238.34,    222.19,    238.34,    222.19
      4.00,M806_EglMtn,pk,     27.94,     67.73,     24.75,     45.00,      1.33,    223.52,    312.22,    312.22,    107.54,    204.68,    107.54,    204.68
      4.00,M807_NoCnty,pk,     22.21,     65.02,     20.50,     40.00,      1.50,    199.89,    585.40,    585.41,    213.91,    371.49,    213.92,    371.49
      4.00,M822_Psn,pk,     54.34,    148.09,     22.02,     60.00,      1.00,    326.04,    466.94,    466.91,    116.53,    350.41,    116.50,    350.41
      4.00,MF809,pk,     21.39,     64.92,     19.77,     30.00,      2.00,    256.68,     60.18,     60.19,      7.54,     52.64,      7.54,     52.65
      4.00,O606,pk,      4.96,     13.82,     21.53,    360.00,      0.17,      4.96,      0.01,      0.01,         0,      0.01,         0,      0.01
      4.00,S513,pk,     32.36,    110.76,     17.53,     30.00,      2.00,    388.32,    205.03,    204.94,     20.40,    184.63,     20.37,    184.57
      4.00,S551,pk,     15.23,     44.32,     20.62,     30.00,      2.00,    182.76,     27.96,     27.97,      6.37,     21.59,      6.36,     21.61
      4.00,M821_5YR2023,ok,     37.33,     95.77,     23.39,     30.00,      2.00,    746.60,    174.63,    174.65,     21.41,    153.22,     21.42,    153.23
      4.00,M823_5RY2023,ok,     19.12,     60.44,     18.98,     30.00,      2.00,    382.40,    174.12,    174.12,     11.74,    162.38,     11.73,    162.39
      4.00,M831_WPr,ok,     23.68,     84.57,     16.80,     30.00,      2.00,    473.60,    309.43,    309.38,     10.82,    298.61,     10.77,    298.61
      4.00,M833_CntPr,ok,      9.75,     30.24,     19.35,     60.00,      1.00,     97.50,     36.10,     36.11,      1.37,     34.73,      1.37,     34.74
      4.00,M834_EstPr,ok,     25.64,     84.76,     18.15,     30.00,      2.00,    512.80,    223.39,    223.43,      7.78,    215.61,      7.78,    215.65
      4.00,M841_UVU,ok,      5.32,     20.63,     15.47,     30.00,      2.00,    106.40,     30.84,     30.85,      0.90,     29.94,      0.89,     29.96
      4.00,M850_StateStree,ok,     45.58,    161.87,     16.90,     15.00,      4.00,   1823.20,   1266.13,   1266.03,     97.51,   1168.62,     97.52,   1168.51
      4.00,M862_Orem,ok,     28.28,    100.60,     16.87,     30.00,      2.00,    565.60,    177.16,    177.22,      9.45,    167.71,      9.47,    167.75
      4.00,M864_Thanksgivi,ok,      7.25,     26.25,     16.57,     30.00,      2.00,    145.00,     49.57,     49.52,      3.44,     46.13,      3.43,     46.09
      4.00,M871_SLtoUtahCn,ok,     26.46,     80.12,     19.82,     60.00,      1.00,    264.60,     26.92,     26.90,      1.78,     25.14,      1.77,     25.13
      4.00,O600,ok,     46.04,    159.75,     17.29,     15.00,      4.00,   1841.60,    671.17,    671.17,     39.79,    631.38,     39.81,    631.36
      4.00,O601,ok,      3.70,     17.95,     12.37,     20.00,      3.00,    111.00,     12.65,     12.61,      0.30,     12.35,      0.29,     12.32
      4.00,O604,ok,     14.00,     47.43,     17.71,     30.00,      2.00,    280.00,     53.09,     53.06,      8.59,     44.50,      8.58,     44.48
      4.00,O607,ok,     20.92,     67.09,     18.71,     30.00,      2.00,    418.40,    155.36,    155.31,     12.97,    142.39,     12.98,    142.33
      4.00,O609,ok,     42.50,    135.11,     18.87,     30.00,      2.00,    850.00,    149.92,    149.94,     19.66,    130.26,     19.70,    130.24
      4.00,O612,ok,     26.20,     84.23,     18.66,     15.00,      4.00,   1048.00,    602.71,    602.71,     20.22,    582.49,     20.21,    582.50
      4.00,O614,ok,     17.94,     56.13,     19.18,     30.00,      2.00,    358.80,     76.79,     76.82,      0.99,     75.80,      0.99,     75.83
      4.00,O615,ok,     15.08,     45.88,     19.72,     30.00,      2.00,    301.60,     80.52,     80.53,      5.66,     74.86,      5.66,     74.87
      4.00,O626,ok,     28.38,     82.98,     20.52,     30.00,      2.00,    567.60,    107.98,    107.93,      8.25,     99.73,      8.23,     99.70
      4.00,O627,ok,     18.58,     60.02,     18.57,     30.00,      2.00,    371.60,     80.91,     80.90,      4.69,     76.22,      4.69,     76.21
      4.00,O628,ok,     12.92,     47.58,     16.29,     30.00,      2.00,    258.40,     81.22,     81.21,      8.85,     72.37,      8.84,     72.37
      4.00,O630,ok,     48.72,    108.36,     26.98,     60.00,      1.00,    487.20,    168.39,    168.35,      9.26,    159.13,      9.25,    159.10
      4.00,O640,ok,     35.10,    118.95,     17.70,     30.00,      2.00,    702.00,    170.15,    170.18,     11.92,    158.23,     11.93,    158.25
      4.00,O667,ok,      2.75,      9.93,     16.62,     30.00,      2.00,     55.00,      1.49,      1.49,      0.01,      1.48,      0.01,      1.48
      4.00,OF605,ok,     14.18,     52.37,     16.25,     60.00,      1.00,    141.80,     58.29,     58.28,      2.59,     55.70,      2.58,     55.70
      4.00,OF618,ok,     14.04,     45.02,     18.71,     30.00,      2.00,    280.80,     78.51,     78.43,      4.62,     73.89,      4.59,     73.84
      4.00,OF620,ok,     16.66,     48.56,     20.58,     30.00,      2.00,    333.20,     73.83,     73.79,      6.44,     67.39,      6.40,     67.39
      4.00,OF638,ok,     13.40,     37.45,     21.47,     60.00,      1.00,    134.00,     24.79,     24.75,      0.16,     24.63,      0.16,     24.59
      4.00,S002,ok,      8.42,     39.19,     12.89,     15.00,      4.00,    336.80,   1041.71,   1041.64,     50.28,    991.43,     50.25,    991.39
      4.00,S004,ok,     23.85,     85.20,     16.80,     30.00,      2.00,    477.00,    691.55,    691.56,     12.43,    679.12,     12.44,    679.12
      4.00,S009,ok,     19.62,     73.38,     16.04,     15.00,      4.00,    784.80,    838.82,    838.80,      6.26,    832.56,      6.26,    832.54
      4.00,S017,ok,     15.42,     61.75,     14.98,     30.00,      2.00,    308.40,    285.81,    285.84,     20.14,    265.67,     20.14,    265.70
      4.00,S021,ok,     15.70,     57.33,     16.43,     15.00,      4.00,    628.00,   1023.85,   1023.77,     73.52,    950.33,     73.46,    950.31
      4.00,S033,ok,     12.54,     39.88,     18.87,     15.00,      4.00,    501.60,    423.83,    423.79,     18.62,    405.21,     18.60,    405.19
      4.00,S035,ok,     28.18,     93.59,     18.07,     15.00,      4.00,   1127.20,    536.28,    536.23,     27.36,    508.92,     27.32,    508.91
      4.00,S039,ok,     22.92,     79.53,     17.29,     15.00,      4.00,    916.80,    687.05,    687.01,     20.39,    666.66,     20.34,    666.67
      4.00,S045,ok,     16.22,     53.68,     18.13,     15.00,      4.00,    648.80,    320.05,    320.04,     18.02,    302.03,     18.03,    302.01
      4.00,S047,ok,     25.68,     85.13,     18.10,     30.00,      2.00,    513.60,    183.24,    183.15,      1.97,    181.27,      1.94,    181.21
      4.00,S054,ok,     17.78,     57.20,     18.65,     15.00,      4.00,    711.20,    290.82,    290.79,     16.48,    274.34,     16.49,    274.30
      4.00,S062,ok,     20.26,     64.19,     18.94,     60.00,      1.00,    202.60,     55.49,     55.54,      1.64,     53.85,      1.67,     53.87
      4.00,S072,ok,     11.06,     42.16,     15.74,     30.00,      2.00,    221.20,    163.99,    164.00,      8.55,    155.44,      8.58,    155.42
      4.00,S1,ok,     21.44,     89.10,     14.44,     15.00,      4.00,    857.60,   1469.78,   1469.73,      3.99,   1465.79,      3.93,   1465.80
      4.00,S200,ok,     22.56,     93.54,     14.47,     15.00,      4.00,    902.40,   1753.70,   1753.61,     20.92,   1732.78,     20.91,   1732.70
      4.00,S201,ok,     19.42,     70.92,     16.43,     60.00,      1.00,    194.20,     53.52,     53.55,      4.51,     49.01,      4.48,     49.07
      4.00,S205,ok,     28.62,    108.68,     15.80,     15.00,      4.00,   1144.80,   2186.79,   2186.77,     17.46,   2169.33,     17.41,   2169.36
      4.00,S209,ok,     28.98,    105.13,     16.54,     15.00,      4.00,   1159.20,   2037.42,   2037.36,     40.22,   1997.20,     40.20,   1997.16
      4.00,S213,ok,     31.02,    114.95,     16.19,     30.00,      2.00,    620.40,    572.54,    572.54,      6.69,    565.85,      6.67,    565.87
      4.00,S217,ok,     24.42,     81.41,     18.00,     15.00,      4.00,    976.80,    514.58,    514.54,     23.07,    491.51,     23.00,    491.54
      4.00,S218,ok,     13.84,     51.58,     16.10,     30.00,      2.00,    276.80,     86.07,     86.10,      5.10,     80.97,      5.10,     81.00
      4.00,S220,ok,     33.42,    118.02,     16.99,     30.00,      2.00,    668.40,    863.15,    863.07,     60.92,    802.23,     60.89,    802.18
      4.00,S223,ok,     33.17,    117.68,     16.91,     30.00,      2.00,    663.40,    678.77,    678.72,     28.00,    650.77,     27.96,    650.76
      4.00,S227,ok,     33.90,    119.34,     17.04,     30.00,      2.00,    678.00,    213.94,    214.00,      9.17,    204.77,      9.19,    204.81
      4.00,S236,ok,     15.93,     45.15,     21.17,     30.00,      2.00,    318.60,     72.22,     72.18,      6.14,     66.08,      6.10,     66.08
      4.00,S240,ok,     24.30,     85.81,     16.99,     15.00,      4.00,    972.00,    243.15,    243.12,      9.15,    234.00,      9.14,    233.98
      4.00,S248,ok,     45.08,    154.94,     17.46,     30.00,      2.00,    901.60,    251.89,    251.99,     12.35,    239.54,     12.34,    239.65
      4.00,S31,ok,     26.50,     98.53,     16.14,     30.00,      2.00,    530.00,    250.61,    250.71,      7.85,    242.76,      7.84,    242.87
      4.00,S455,ok,     46.84,    158.47,     17.73,     30.00,      2.00,    936.80,    931.93,    931.93,     80.68,    851.25,     80.64,    851.29
      4.00,S470,ok,     39.74,    134.55,     17.72,     30.00,      2.00,    794.80,    778.36,    778.38,     35.88,    742.48,     35.89,    742.49
      4.00,S509,ok,     10.34,     39.31,     15.78,     30.00,      2.00,    206.80,    149.47,    149.42,      8.30,    141.17,      8.28,    141.14
      4.00,SF11,ok,      7.80,     28.63,     16.35,     60.00,      1.00,     78.00,     40.35,     40.35,         0,     40.35,         0,     40.35
      4.00,SF202,ok,     10.44,     39.22,     15.97,     30.00,      2.00,    208.80,     58.15,     58.15,      1.67,     56.48,      1.66,     56.49
      4.00,SF232,ok,     15.34,     50.79,     18.12,     30.00,      2.00,    306.80,     68.95,     68.96,      1.67,     67.28,      1.68,     67.28
      4.00,SF453,ok,     39.47,     91.29,     25.94,     60.00,      1.00,    394.70,      5.73,      5.74,      2.97,      2.76,      2.97,      2.77
      4.00,SF514,ok,     12.18,     48.13,     15.18,     30.00,      2.00,    243.60,     90.00,     89.97,     13.42,     76.58,     13.39,     76.58
      4.00,SF525,ok,      8.90,     32.80,     16.28,     30.00,      2.00,    178.00,     52.38,     52.41,      7.15,     45.23,      7.15,     45.26
      4.00,SF570,ok,     14.72,     46.97,     18.80,     30.00,      2.00,    294.40,     76.96,     77.00,      0.50,     76.46,      0.48,     76.52
      4.00,SF578,ok,     13.44,     43.76,     18.43,     30.00,      2.00,    268.80,     31.52,     31.49,      0.24,     31.28,      0.22,     31.27
      4.00,SF590,ok,     11.44,     42.49,     16.15,     30.00,      2.00,    228.80,     63.86,     63.86,      4.32,     59.54,      4.35,     59.51
      4.00,SF94,ok,      7.22,     24.12,     17.96,     30.00,      2.00,    144.40,     50.22,     50.25,      2.90,     47.32,      2.90,     47.35
      5.00,BRT56_R,pk,     52.52,    155.10,     20.32,     15.00,      4.00,   1260.48,   2461.62,   2461.68,    483.48,   1978.14,    483.50,   1978.18
      5.00,MidValCon,pk,     13.36,     38.41,     20.87,     15.00,      4.00,    320.64,   1007.97,   1007.99,    186.37,    821.60,    186.36,    821.63
      5.00,BRT56_R,ok,     52.52,    163.52,     19.27,     15.00,      4.00,   2100.80,   2659.00,   2659.01,    354.96,   2304.04,    354.93,   2304.08
      5.00,MidValCon,ok,     13.36,     40.65,     19.72,     15.00,      4.00,    534.40,    534.42,    534.41,     22.95,    511.47,     22.92,    511.49
      6.00,S451X,pk,     21.64,     38.20,     33.99,     30.00,      2.00,    259.68,      0.75,      0.75,         0,      0.75,         0,      0.75
      6.00,S472X,pk,     34.39,     66.87,     30.86,     30.00,      2.00,    412.68,     59.07,     59.08,         0,     59.07,         0,     59.08
      6.00,S473X,pk,     42.74,    109.25,     23.47,     30.00,      2.00,    512.88,    430.54,    430.54,    282.52,    148.02,    282.53,    148.01
      7.00,Blue,pk,     38.08,    103.36,     22.11,     15.00,      4.00,    913.92,   5411.40,   5411.40,   1087.42,   4323.98,   1087.41,   4323.99
      7.00,Green,pk,     28.64,     93.54,     18.37,     15.00,      4.00,    687.36,   4685.11,   4685.11,    377.15,   4307.96,    377.18,   4307.93
      7.00,Red,pk,     47.22,    120.72,     23.47,     15.00,      4.00,   1133.28,  12792.13,  12792.20,   3101.90,   9690.23,   3101.93,   9690.27
      7.00,Sline,pk,      4.02,     20.58,     11.72,     15.00,      4.00,     96.48,    316.39,    316.37,      8.07,    308.32,      8.08,    308.29
      7.00,Blue,ok,     38.08,    103.36,     22.11,     15.00,      4.00,   1523.20,   6222.25,   6222.27,    954.52,   5267.73,    954.51,   5267.76
      7.00,Green,ok,     28.64,     93.54,     18.37,     15.00,      4.00,   1145.60,   6785.90,   6785.96,    474.25,   6311.65,    474.26,   6311.70
      7.00,Red,ok,     47.22,    120.72,     23.47,     15.00,      4.00,   1888.80,   9063.89,   9063.92,   1094.92,   7968.97,   1094.94,   7968.98
      7.00,Sline,ok,      4.02,     20.58,     11.72,     15.00,      4.00,    160.80,    448.52,    448.51,      6.88,    441.64,      6.88,    441.63
      8.00,RCRT_OGPN,pk,    162.16,    245.34,     39.66,     30.00,      2.00,   1945.92,   8092.09,   8092.05,   4744.15,   3347.94,   4744.11,   3347.94
      8.00,RCRT_OGPN,ok,    162.16,    245.34,     39.66,     60.00,      1.00,   1621.60,   3975.52,   3975.49,   1788.37,   2187.15,   1788.36,   2187.13
      9.00,630X,pk,      9.86,     40.51,     14.60,     10.00,      6.00,    354.96,   1303.37,   1303.36,    517.36,    786.01,    517.36,    786.00
      9.00,M830X_ARPT,pk,     11.28,     27.28,     24.81,     30.00,      2.00,    135.36,     14.73,     14.71,      2.28,     12.45,      2.27,     12.44
      9.00,UVX,pk,     22.92,     79.21,     17.36,      6.00,     10.00,   1375.20,   7076.31,   7076.30,   1115.89,   5960.42,   1115.89,   5960.41
      9.00,630X,ok,      9.86,     43.11,     13.72,     10.00,      6.00,    591.60,    609.17,    609.23,     27.27,    581.90,     27.29,    581.94
      9.00,M830X_ARPT,ok,     11.28,     29.37,     23.04,     30.00,      2.00,    225.60,     29.67,     29.65,      1.50,     28.17,      1.50,     28.15
      9.00,UVX,ok,     22.92,     83.73,     16.42,     10.00,      6.00,   1375.20,   3281.81,   3281.82,     91.77,   3190.04,     91.77,   3190.05
