Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,M821_5YR2023,pk,     37.33,     83.02,     26.98,     30.00,      2.00,    447.96,    161.03,    161.05,     22.56,    138.47,     22.57,    138.48
      4.00,M823_5RY2023,pk,     19.12,     55.97,     20.50,     30.00,      2.00,    229.44,    125.74,    125.76,      9.96,    115.78,      9.93,    115.83
      4.00,M831_WPr,pk,     23.68,     79.42,     17.89,     30.00,      2.00,    284.16,    558.31,    558.41,     14.70,    543.61,     14.72,    543.69
      4.00,M833_CntPr,pk,      9.75,     28.27,     20.69,     60.00,      1.00,     58.50,     29.70,     29.70,      0.91,     28.79,      0.90,     28.80
      4.00,M834_EstPr,pk,     25.64,     79.18,     19.43,     30.00,      2.00,    307.68,    194.03,    193.97,     11.11,    182.92,     11.08,    182.89
      4.00,M841_UVU,pk,      5.32,     19.52,     16.35,     30.00,      2.00,     63.84,     56.52,     56.47,      1.07,     55.45,      1.05,     55.42
      4.00,M850_StateStree,pk,     45.58,    147.51,     18.54,     15.00,      4.00,   1093.92,   1061.04,   1060.97,    113.50,    947.54,    113.46,    947.51
      4.00,M862_Orem,pk,     28.28,     92.72,     18.30,     30.00,      2.00,    339.36,    654.23,    654.26,    109.84,    544.39,    109.87,    544.39
      4.00,M864_Thanksgivi,pk,      7.25,     24.73,     17.59,     30.00,      2.00,     87.00,     61.24,     61.21,      3.25,     57.99,      3.24,     57.97
      4.00,M871_SLtoUtahCn,pk,     26.46,     70.70,     22.46,     30.00,      2.00,    317.52,     65.50,     65.50,      9.33,     56.17,      9.34,     56.16
      4.00,O600,pk,     46.04,    145.95,     18.93,     15.00,      4.00,   1104.96,    716.71,    716.77,     48.04,    668.67,     48.10,    668.67
      4.00,O601,pk,      3.70,     16.47,     13.48,     20.00,      3.00,     66.60,     10.22,     10.20,      0.24,      9.98,      0.24,      9.96
      4.00,O604,pk,     14.00,     44.05,     19.07,     30.00,      2.00,    168.00,     44.18,     44.17,     10.13,     34.05,     10.14,     34.03
      4.00,O607,pk,     20.92,     61.85,     20.29,     30.00,      2.00,    251.04,    237.39,    237.41,     25.94,    211.45,     25.93,    211.48
      4.00,O609,pk,     42.50,    118.69,     21.48,     30.00,      2.00,    510.00,    681.07,    680.99,    235.05,    446.02,    235.02,    445.97
      4.00,O612,pk,     26.20,     78.37,     20.06,     15.00,      4.00,    628.80,    463.63,    463.63,     20.02,    443.61,     19.98,    443.65
      4.00,O614,pk,     17.94,     52.50,     20.50,     30.00,      2.00,    215.28,     50.30,     50.31,      0.56,     49.74,      0.56,     49.75
      4.00,O615,pk,     15.08,     43.70,     20.70,     30.00,      2.00,    180.96,    259.24,    259.24,     23.21,    236.03,     23.19,    236.05
      4.00,O626,pk,     28.38,     76.72,     22.19,     30.00,      2.00,    340.56,    136.47,    136.44,     11.66,    124.81,     11.63,    124.81
      4.00,O627,pk,     18.58,     54.97,     20.28,     30.00,      2.00,    222.96,     84.12,     84.15,      8.68,     75.44,      8.66,     75.49
      4.00,O628,pk,     12.92,     44.00,     17.62,     30.00,      2.00,    155.04,     87.91,     87.93,     13.61,     74.30,     13.61,     74.32
      4.00,O630,pk,     48.72,     97.88,     29.87,     60.00,      1.00,    292.32,    195.69,    195.66,     17.19,    178.50,     17.16,    178.50
      4.00,O640,pk,     35.10,    110.69,     19.03,     30.00,      2.00,    421.20,    551.43,    551.36,    136.39,    415.04,    136.34,    415.02
      4.00,O667,pk,      2.75,      9.46,     17.44,     30.00,      2.00,     33.00,      0.79,      0.79,         0,      0.79,         0,      0.79
      4.00,OF605,pk,     14.18,     48.56,     17.52,     60.00,      1.00,     85.08,    129.44,    129.40,      5.29,    124.15,      5.30,    124.10
      4.00,OF618,pk,     14.04,     42.00,     20.06,     30.00,      2.00,    168.48,     76.83,     76.79,      6.76,     70.07,      6.74,     70.05
      4.00,OF620,pk,     16.66,     44.97,     22.23,     30.00,      2.00,    199.92,     86.55,     86.51,      6.65,     79.90,      6.62,     79.89
      4.00,OF638,pk,     13.40,     34.23,     23.49,     60.00,      1.00,     80.40,     13.93,     13.97,      0.10,     13.83,      0.10,     13.87
      4.00,S002,pk,      8.42,     39.15,     12.90,     15.00,      4.00,    202.08,    987.65,    987.67,    114.16,    873.49,    114.15,    873.52
      4.00,S004,pk,     23.85,     79.47,     18.01,     30.00,      2.00,    286.20,    796.78,    796.80,     35.16,    761.62,     35.14,    761.66
      4.00,S009,pk,     19.62,     72.49,     16.24,     15.00,      4.00,    470.88,   1170.78,   1170.83,     30.98,   1139.80,     31.01,   1139.82
      4.00,S017,pk,     15.42,     61.53,     15.04,     30.00,      2.00,    185.04,    536.82,    536.83,     70.62,    466.20,     70.62,    466.21
      4.00,S021,pk,     15.70,     58.29,     16.16,     15.00,      4.00,    376.80,   1297.29,   1297.27,    187.85,   1109.44,    187.83,   1109.44
      4.00,S033,pk,     12.54,     36.51,     20.61,     15.00,      4.00,    300.96,    334.66,    334.70,     14.30,    320.36,     14.32,    320.38
      4.00,S035,pk,     28.18,     87.08,     19.42,     15.00,      4.00,    676.32,    544.22,    544.11,     35.73,    508.49,     35.68,    508.43
      4.00,S039,pk,     22.92,     73.59,     18.69,     15.00,      4.00,    550.08,    748.69,    748.64,     42.43,    706.26,     42.41,    706.23
      4.00,S045,pk,     16.22,     49.81,     19.54,     15.00,      4.00,    389.28,    334.20,    334.09,     21.31,    312.89,     21.27,    312.82
      4.00,S047,pk,     25.68,     79.32,     19.43,     30.00,      2.00,    308.16,    243.60,    243.57,     10.21,    233.39,     10.17,    233.40
      4.00,S054,pk,     17.78,     54.00,     19.76,     15.00,      4.00,    426.72,    299.06,    299.07,     24.19,    274.87,     24.20,    274.87
      4.00,S062,pk,     20.26,     61.47,     19.78,     60.00,      1.00,    121.56,     45.12,     45.03,      1.05,     44.07,      1.02,     44.01
      4.00,S072,pk,     11.06,     38.76,     17.12,     30.00,      2.00,    132.72,    141.51,    141.54,      9.11,    132.40,      9.11,    132.43
      4.00,S1,pk,     21.44,     85.28,     15.08,     15.00,      4.00,    514.56,   1289.73,   1289.66,      4.46,   1285.27,      4.40,   1285.26
      4.00,S200,pk,     22.56,     85.60,     15.81,     15.00,      4.00,    541.44,   1391.65,   1391.67,     36.69,   1354.96,     36.62,   1355.05
      4.00,S201,pk,     19.42,     66.63,     17.49,     30.00,      2.00,    233.04,    117.48,    117.43,     13.15,    104.33,     13.13,    104.30
      4.00,S205,pk,     28.62,    102.19,     16.80,     15.00,      4.00,    686.88,   1711.91,   1711.85,     24.36,   1687.55,     24.36,   1687.49
      4.00,S209,pk,     28.98,     99.67,     17.45,     15.00,      4.00,    695.52,   1621.50,   1621.50,     55.27,   1566.23,     55.23,   1566.27
      4.00,S213,pk,     31.02,    111.56,     16.68,     30.00,      2.00,    372.24,    967.70,    967.74,     28.43,    939.27,     28.45,    939.29
      4.00,S217,pk,     24.42,     76.68,     19.11,     15.00,      4.00,    586.08,    630.54,    630.43,     59.79,    570.75,     59.77,    570.66
      4.00,S218,pk,     13.84,     49.15,     16.90,     30.00,      2.00,    166.08,    159.30,    159.19,      5.81,    153.49,      5.76,    153.43
      4.00,S220,pk,     33.42,    110.92,     18.08,     30.00,      2.00,    401.04,    995.71,    995.67,    136.48,    859.23,    136.46,    859.21
      4.00,S223,pk,     33.17,    119.27,     16.69,     30.00,      2.00,    398.04,    941.51,    941.42,     58.91,    882.60,     58.88,    882.54
      4.00,S227,pk,     33.90,    112.41,     18.09,     30.00,      2.00,    406.80,    316.92,    316.89,     29.11,    287.81,     29.06,    287.83
      4.00,S236,pk,     15.93,     46.30,     20.64,     30.00,      2.00,    191.16,     60.82,     60.83,      4.41,     56.41,      4.41,     56.42
      4.00,S240,pk,     24.30,     82.38,     17.70,     15.00,      4.00,    583.20,    263.19,    263.21,     10.89,    252.30,     10.89,    252.32
      4.00,S248,pk,     45.08,    153.14,     17.66,     30.00,      2.00,    540.96,    269.95,    269.97,     14.42,    255.53,     14.42,    255.55
      4.00,S31,pk,     26.50,     94.99,     16.74,     30.00,      2.00,    318.00,    235.07,    235.07,     11.93,    223.14,     11.94,    223.13
      4.00,S455,pk,     46.84,    152.49,     18.43,     30.00,      2.00,    562.08,   1274.27,   1274.22,    192.01,   1082.26,    191.93,   1082.29
      4.00,S470,pk,     39.74,    125.08,     19.06,     30.00,      2.00,    476.88,    678.39,    678.29,     68.62,    609.77,     68.55,    609.74
      4.00,S509,pk,     10.34,     36.91,     16.81,     30.00,      2.00,    124.08,     97.45,     97.42,      9.72,     87.73,      9.71,     87.71
      4.00,SF11,pk,      7.80,     30.12,     15.54,     60.00,      1.00,     46.80,     49.52,     49.55,         0,     49.52,         0,     49.55
      4.00,SF202,pk,     10.44,     37.38,     16.76,     30.00,      2.00,    125.28,     41.68,     41.61,      0.88,     40.80,      0.86,     40.75
      4.00,SF232,pk,     15.34,     50.74,     18.14,     30.00,      2.00,    184.08,     47.25,     47.16,      0.83,     46.42,      0.80,     46.36
      4.00,SF453,pk,     39.47,     75.68,     31.29,     30.00,      2.00,    473.64,     20.98,     20.97,      4.76,     16.22,      4.75,     16.22
      4.00,SF514,pk,     12.18,     44.22,     16.53,     30.00,      2.00,    146.16,     80.40,     80.41,     14.91,     65.49,     14.90,     65.51
      4.00,SF525,pk,      8.90,     31.30,     17.06,     30.00,      2.00,    106.80,     38.18,     38.23,      8.34,     29.84,      8.38,     29.85
      4.00,SF570,pk,     14.72,     43.52,     20.29,     30.00,      2.00,    176.64,     76.17,     76.17,      0.33,     75.84,      0.34,     75.83
      4.00,SF578,pk,     13.44,     40.42,     19.95,     30.00,      2.00,    161.28,     34.27,     34.26,      0.13,     34.14,      0.12,     34.14
