SUBAREAID,PERIOD,TRIPPURP,MODE,TRIPS,scenario_id
1,pk,HBW,Walk,31913,Closer07
1,pk,HBC,Walk,26873,Closer07
1,pk,HBO,Walk,154345,Closer07
1,pk,NHB,Walk,56088,Closer07
1,pk,HBSch,Walk,69291,Closer07
1,pk,HBW,Bike,15004,Closer07
1,pk,HBC,Bike,2180,Closer07
1,pk,HBO,Bike,19426,Closer07
1,pk,NHB,Bike,5907,Closer07
1,pk,HBSch,Bike,9370,Closer07
1,pk,HBW,Auto,896315,Closer07
1,pk,HBC,Auto,79594,Closer07
1,pk,HBO,Auto,1898070,Closer07
1,pk,NHB,Auto,868448,Closer07
1,pk,HBSch,Auto,312819,Closer07
1,pk,HBW,RegAuto,896093,Closer07
1,pk,HBC,RegAuto,79594,Closer07
1,pk,HBO,RegAuto,1897252,Closer07
1,pk,NHB,RegAuto,868151,Closer07
1,pk,HBSch,RegAuto,312819,Closer07
1,pk,HBW,IMZD2D,222,Closer07
1,pk,HBC,IMZD2D,0,Closer07
1,pk,HBO,IMZD2D,818,Closer07
1,pk,NHB,IMZD2D,297,Closer07
1,pk,HBSch,IMZD2D,0,Closer07
1,pk,HBW,SchoolBus,0,Closer07
1,pk,HBC,SchoolBus,0,Closer07
1,pk,HBO,SchoolBus,0,Closer07
1,pk,NHB,SchoolBus,0,Closer07
1,pk,HBSch,SchoolBus,51271,Closer07
1,pk,HBW,LCL,8850,Closer07
1,pk,HBC,LCL,8719,Closer07
1,pk,HBO,LCL,4147,Closer07
1,pk,NHB,LCL,730,Closer07
1,pk,HBSch,LCL,0,Closer07
1,pk,HBW,COR,963,Closer07
1,pk,HBC,COR,179,Closer07
1,pk,HBO,COR,529,Closer07
1,pk,NHB,COR,72,Closer07
1,pk,HBSch,COR,0,Closer07
1,pk,HBW,BRT,1346,Closer07
1,pk,HBC,BRT,4960,Closer07
1,pk,HBO,BRT,746,Closer07
1,pk,NHB,BRT,219,Closer07
1,pk,HBSch,BRT,0,Closer07
1,pk,HBW,EXP,358,Closer07
1,pk,HBC,EXP,109,Closer07
1,pk,HBO,EXP,44,Closer07
1,pk,NHB,EXP,15,Closer07
1,pk,HBSch,EXP,0,Closer07
1,pk,HBW,LRT,7638,Closer07
1,pk,HBC,LRT,4881,Closer07
1,pk,HBO,LRT,5006,Closer07
1,pk,NHB,LRT,770,Closer07
1,pk,HBSch,LRT,0,Closer07
1,pk,HBW,CRT,3351,Closer07
1,pk,HBC,CRT,4086,Closer07
1,pk,HBO,CRT,1099,Closer07
1,pk,NHB,CRT,222,Closer07
1,pk,HBSch,CRT,0,Closer07
1,ok,HBW,Walk,47016,Closer07
1,ok,HBC,Walk,0,Closer07
1,ok,HBO,Walk,297750,Closer07
1,ok,NHB,Walk,141383,Closer07
1,ok,HBSch,Walk,38855,Closer07
1,ok,HBW,Bike,10385,Closer07
1,ok,HBC,Bike,0,Closer07
1,ok,HBO,Bike,40683,Closer07
1,ok,NHB,Bike,12991,Closer07
1,ok,HBSch,Bike,5205,Closer07
1,ok,HBW,Auto,826718,Closer07
1,ok,HBC,Auto,0,Closer07
1,ok,HBO,Auto,3738338,Closer07
1,ok,NHB,Auto,1733082,Closer07
1,ok,HBSch,Auto,175711,Closer07
1,ok,HBW,RegAuto,826558,Closer07
1,ok,HBC,RegAuto,0,Closer07
1,ok,HBO,RegAuto,3737064,Closer07
1,ok,NHB,RegAuto,1732616,Closer07
1,ok,HBSch,RegAuto,175711,Closer07
1,ok,HBW,IMZD2D,160,Closer07
1,ok,HBC,IMZD2D,0,Closer07
1,ok,HBO,IMZD2D,1274,Closer07
1,ok,NHB,IMZD2D,466,Closer07
1,ok,HBSch,IMZD2D,0,Closer07
1,ok,HBW,SchoolBus,0,Closer07
1,ok,HBC,SchoolBus,0,Closer07
1,ok,HBO,SchoolBus,0,Closer07
1,ok,NHB,SchoolBus,0,Closer07
1,ok,HBSch,SchoolBus,28613,Closer07
1,ok,HBW,LCL,7013,Closer07
1,ok,HBC,LCL,0,Closer07
1,ok,HBO,LCL,11499,Closer07
1,ok,NHB,LCL,1825,Closer07
1,ok,HBSch,LCL,0,Closer07
1,ok,HBW,COR,724,Closer07
1,ok,HBC,COR,0,Closer07
1,ok,HBO,COR,1302,Closer07
1,ok,NHB,COR,186,Closer07
1,ok,HBSch,COR,0,Closer07
1,ok,HBW,BRT,681,Closer07
1,ok,HBC,BRT,0,Closer07
1,ok,HBO,BRT,1788,Closer07
1,ok,NHB,BRT,920,Closer07
1,ok,HBSch,BRT,0,Closer07
1,ok,HBW,EXP,0,Closer07
1,ok,HBC,EXP,0,Closer07
1,ok,HBO,EXP,0,Closer07
1,ok,NHB,EXP,0,Closer07
1,ok,HBSch,EXP,0,Closer07
1,ok,HBW,LRT,6568,Closer07
1,ok,HBC,LRT,0,Closer07
1,ok,HBO,LRT,10698,Closer07
1,ok,NHB,LRT,2176,Closer07
1,ok,HBSch,LRT,0,Closer07
1,ok,HBW,CRT,1800,Closer07
1,ok,HBC,CRT,0,Closer07
1,ok,HBO,CRT,2370,Closer07
1,ok,NHB,CRT,304,Closer07
1,ok,HBSch,CRT,0,Closer07
