Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
HBSch,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,5,232.66,220.71,1.61,220.71,11.95,7.89,0.0,Closer08
All,Pk,A,5,101.72,93.47,0.69,93.47,8.25,7.56,0.0,Closer08
HBW,Pk,P,5,51.79,50.53,0.7,50.53,1.25,0.55,0.0,Closer08
HBW,Pk,A,5,14.37,13.88,0.1,13.88,0.49,0.4,0.0,Closer08
HBO,Pk,P,5,143.12,135.24,0.86,135.24,7.88,7.02,0.0,Closer08
HBO,Pk,A,5,73.03,65.61,0.55,65.61,7.42,6.87,0.0,Closer08
NHB,Pk,P,5,15.33,14.99,0.04,14.99,0.34,0.3,0.0,Closer08
NHB,Pk,A,5,14.32,13.98,0.04,13.98,0.34,0.3,0.0,Closer08
HBC,Pk,P,5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,5,16.42,13.94,0.01,13.94,2.49,0.02,0.0,Closer08
HBSch,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,6,8.3,7.81,0.06,7.82,0.48,0.35,0.01,Closer08
All,Pk,A,6,12.96,12.37,0.09,12.37,0.59,0.5,0.0,Closer08
HBW,Pk,P,6,1.66,1.59,0.02,1.59,0.07,0.05,0.0,Closer08
HBW,Pk,A,6,5.83,5.74,0.04,5.74,0.09,0.06,0.0,Closer08
HBO,Pk,P,6,5.23,4.9,0.04,4.9,0.33,0.29,0.01,Closer08
HBO,Pk,A,6,6.25,5.77,0.05,5.77,0.48,0.43,0.0,Closer08
NHB,Pk,P,6,0.87,0.85,0.0,0.85,0.02,0.01,0.0,Closer08
NHB,Pk,A,6,0.88,0.86,0.0,0.86,0.02,0.01,0.0,Closer08
HBC,Pk,P,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,6,0.54,0.47,0.0,0.47,0.07,0.0,0.0,Closer08
HBSch,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,7,129.73,119.65,0.88,120.01,9.72,7.76,0.36,Closer08
All,Pk,A,7,104.85,96.88,0.67,96.88,7.97,7.3,0.0,Closer08
HBW,Pk,P,7,27.23,25.99,0.34,26.02,1.21,0.87,0.03,Closer08
HBW,Pk,A,7,32.98,31.92,0.23,31.92,1.05,0.82,0.0,Closer08
HBO,Pk,P,7,80.75,73.4,0.51,73.73,7.03,6.52,0.33,Closer08
HBO,Pk,A,7,58.61,52.08,0.41,52.08,6.53,6.12,0.0,Closer08
NHB,Pk,P,7,14.07,13.68,0.03,13.68,0.39,0.36,0.0,Closer08
NHB,Pk,A,7,13.27,12.88,0.03,12.88,0.4,0.36,0.0,Closer08
HBC,Pk,P,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,Closer08
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,8,249.95,241.43,1.74,241.62,8.33,4.61,0.19,Closer08
All,Pk,A,8,160.64,154.24,1.36,154.24,6.4,5.04,0.0,Closer08
HBW,Pk,P,8,40.83,39.4,0.64,39.43,1.4,0.76,0.04,Closer08
HBW,Pk,A,8,39.41,38.13,0.41,38.13,1.29,0.88,0.0,Closer08
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,Closer08
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,Closer08
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,Closer08
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,Closer08
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,Closer08
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,9,51.56,47.82,0.38,47.86,3.7,2.95,0.04,Closer08
All,Pk,A,9,147.84,143.45,0.82,143.45,4.38,3.57,0.0,Closer08
HBW,Pk,P,9,10.07,9.27,0.16,9.27,0.8,0.64,0.0,Closer08
HBW,Pk,A,9,79.55,78.41,0.42,78.41,1.14,0.73,0.0,Closer08
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,Closer08
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,Closer08
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,Closer08
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,Closer08
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,Closer08
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,10,75.19,70.85,0.6,70.91,4.28,3.1,0.06,Closer08
All,Pk,A,10,165.66,161.62,1.05,161.62,4.04,2.99,0.0,Closer08
HBW,Pk,P,10,15.1,14.19,0.24,14.19,0.91,0.67,0.0,Closer08
HBW,Pk,A,10,84.77,83.61,0.52,83.61,1.15,0.63,0.0,Closer08
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,Closer08
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,Closer08
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,Closer08
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,Closer08
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,Closer08
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,11,25.7,25.1,0.16,25.11,0.59,0.19,0.01,Closer08
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,Closer08
HBW,Pk,P,11,6.49,6.43,0.05,6.44,0.05,0.0,0.0,Closer08
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,Closer08
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,Closer08
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,Closer08
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,Closer08
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,Closer08
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,Closer08
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,12,58.51,56.39,0.41,56.44,2.07,1.09,0.05,Closer08
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,Closer08
HBW,Pk,P,12,14.59,14.42,0.14,14.44,0.16,0.02,0.01,Closer08
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,Closer08
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,Closer08
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,Closer08
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,Closer08
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,Closer08
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,Closer08
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,15,25.39,25.12,0.07,25.14,0.25,0.14,0.02,Closer08
All,Pk,A,15,317.25,314.38,2.29,314.38,2.87,0.58,0.0,Closer08
HBW,Pk,P,15,0.67,0.65,0.01,0.65,0.02,0.01,0.0,Closer08
HBW,Pk,A,15,218.23,216.29,1.72,216.29,1.94,0.22,0.0,Closer08
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,Closer08
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,Closer08
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,Closer08
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,Closer08
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,Closer08
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,16,8.47,8.19,0.06,8.19,0.27,0.19,0.0,Closer08
All,Pk,A,16,126.74,122.97,1.27,122.97,3.77,2.51,0.0,Closer08
HBW,Pk,P,16,0.61,0.57,0.01,0.57,0.04,0.03,0.0,Closer08
HBW,Pk,A,16,67.49,66.09,0.72,66.09,1.4,0.68,0.0,Closer08
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,Closer08
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,Closer08
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,Closer08
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,Closer08
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,Closer08
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,17,10.65,10.26,0.09,10.26,0.39,0.18,0.0,Closer08
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,Closer08
HBW,Pk,P,17,2.95,2.89,0.03,2.89,0.06,0.03,0.0,Closer08
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,Closer08
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,Closer08
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,Closer08
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,Closer08
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,Closer08
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,Closer08
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer08
All,Pk,A,18,878.72,867.73,7.87,867.73,10.99,3.12,0.0,Closer08
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBW,Pk,A,18,711.55,704.59,6.6,704.59,6.96,0.36,0.0,Closer08
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,Closer08
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer08
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,Closer08
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,19,917.67,836.06,8.88,836.83,80.85,47.01,0.77,Closer08
All,Pk,A,19,471.45,429.39,3.8,429.52,41.93,38.13,0.13,Closer08
HBW,Pk,P,19,205.14,196.61,3.32,197.0,8.14,4.82,0.39,Closer08
HBW,Pk,A,19,67.48,64.07,0.42,64.08,3.41,2.99,0.0,Closer08
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,Closer08
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,Closer08
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,Closer08
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,Closer08
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,Closer08
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,20,501.23,458.87,5.24,459.57,41.66,28.97,0.7,Closer08
All,Pk,A,20,325.88,293.62,2.62,293.69,32.19,29.57,0.07,Closer08
HBW,Pk,P,20,120.96,116.76,2.16,117.16,3.8,1.64,0.39,Closer08
HBW,Pk,A,20,34.56,33.71,0.16,33.71,0.85,0.69,0.0,Closer08
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,Closer08
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,Closer08
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,Closer08
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,Closer08
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,Closer08
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer08
All,Pk,A,21,513.41,503.78,5.96,503.78,9.63,3.68,0.0,Closer08
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBW,Pk,A,21,455.33,447.96,5.56,447.96,7.37,1.81,0.0,Closer08
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,Closer08
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer08
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,Closer08
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,22,6.88,6.43,0.07,6.43,0.45,0.31,0.0,Closer08
All,Pk,A,22,13.0,12.57,0.16,12.57,0.44,0.28,0.0,Closer08
HBW,Pk,P,22,1.37,1.28,0.02,1.28,0.09,0.07,0.0,Closer08
HBW,Pk,A,22,9.6,9.36,0.13,9.36,0.24,0.11,0.0,Closer08
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,Closer08
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,Closer08
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,Closer08
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,Closer08
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,Closer08
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,23,14.53,13.21,0.14,13.21,1.32,0.79,0.0,Closer08
All,Pk,A,23,65.72,62.05,0.86,62.06,3.65,2.79,0.01,Closer08
HBW,Pk,P,23,2.47,2.29,0.05,2.29,0.18,0.13,0.0,Closer08
HBW,Pk,A,23,44.65,42.94,0.67,42.95,1.69,1.02,0.01,Closer08
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,Closer08
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,Closer08
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,Closer08
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,Closer08
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,Closer08
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,24,527.61,462.88,5.38,463.49,64.12,37.76,0.62,Closer08
All,Pk,A,24,233.71,207.37,1.83,207.45,26.26,24.43,0.08,Closer08
HBW,Pk,P,24,120.5,114.69,2.13,115.03,5.47,3.34,0.34,Closer08
HBW,Pk,A,24,26.29,26.01,0.05,26.02,0.27,0.22,0.0,Closer08
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,Closer08
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,Closer08
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,Closer08
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,Closer08
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,Closer08
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,Closer08
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
All,Pk,P,25,1224.36,1050.34,12.41,1055.38,168.98,106.58,5.04,Closer08
All,Pk,A,25,894.44,677.45,6.59,678.18,216.26,84.7,0.73,Closer08
HBW,Pk,P,25,259.55,241.66,4.79,243.36,16.19,11.39,1.7,Closer08
HBW,Pk,A,25,156.91,146.14,1.59,146.43,10.47,8.88,0.3,Closer08
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,Closer08
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,Closer08
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,Closer08
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,Closer08
HBC,Pk,P,25,6.0,3.85,0.0,6.0,0.0,0.0,2.15,Closer08
HBC,Pk,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
HBSch,Pk,P,25,79.12,28.56,0.06,28.56,50.56,0.51,0.0,Closer08
HBSch,Pk,A,25,144.5,18.13,0.13,18.13,126.36,1.26,0.0,Closer08
All,Pk,P,26,751.18,649.34,7.56,651.58,99.6,72.09,2.24,Closer08
All,Pk,A,26,685.68,600.47,6.29,601.59,84.1,77.81,1.11,Closer08
HBW,Pk,P,26,156.81,143.25,2.89,144.51,12.3,9.41,1.26,Closer08
HBW,Pk,A,26,196.77,180.96,2.34,181.61,15.16,12.82,0.66,Closer08
HBO,Pk,P,26,439.51,380.59,4.02,381.43,58.08,54.06,0.84,Closer08
HBO,Pk,A,26,379.99,319.68,3.34,320.06,59.93,56.59,0.38,Closer08
NHB,Pk,P,26,115.05,105.92,0.62,106.01,9.05,8.42,0.09,Closer08
NHB,Pk,A,26,108.92,99.84,0.61,99.92,9.0,8.4,0.08,Closer08
HBC,Pk,P,26,1.0,0.95,0.0,1.0,0.0,0.0,0.05,Closer08
HBC,Pk,A,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer08
