Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings,scenario_id
4.0,S033,pk,12.54,36.51,20.61,15.0,4.0,300.96,334.66,334.7,14.3,320.36,14.32,320.38,Closer03
4.0,S035,pk,28.18,87.08,19.42,15.0,4.0,676.32,544.22,544.11,35.73,508.49,35.68,508.43,Closer03
4.0,S039,pk,22.92,73.59,18.69,15.0,4.0,550.08,748.69,748.64,42.43,706.26,42.41,706.23,Closer03
4.0,S045,pk,16.22,49.81,19.54,15.0,4.0,389.28,334.2,334.09,21.31,312.89,21.27,312.82,Closer03
4.0,S047,pk,25.68,79.32,19.43,30.0,2.0,308.16,243.6,243.57,10.21,233.39,10.17,233.4,Closer03
4.0,S054,pk,17.78,54.0,19.76,15.0,4.0,426.72,299.06,299.07,24.19,274.87,24.2,274.87,Closer03
4.0,S062,pk,20.26,61.47,19.78,60.0,1.0,121.56,45.12,45.03,1.05,44.07,1.02,44.01,Closer03
4.0,S072,pk,11.06,38.76,17.12,30.0,2.0,132.72,141.51,141.54,9.11,132.4,9.11,132.43,Closer03
4.0,S1,pk,21.44,85.28,15.08,15.0,4.0,514.56,1289.73,1289.66,4.46,1285.27,4.4,1285.26,Closer03
4.0,S200,pk,22.56,85.6,15.81,15.0,4.0,541.44,1391.65,1391.67,36.69,1354.96,36.62,1355.05,Closer03
4.0,S201,pk,19.42,66.63,17.49,30.0,2.0,233.04,117.48,117.43,13.15,104.33,13.13,104.3,Closer03
4.0,S205,pk,28.62,102.19,16.8,15.0,4.0,686.88,1711.91,1711.85,24.36,1687.55,24.36,1687.49,Closer03
4.0,S209,pk,28.98,99.67,17.45,15.0,4.0,695.52,1621.5,1621.5,55.27,1566.23,55.23,1566.27,Closer03
4.0,S213,pk,31.02,111.56,16.68,30.0,2.0,372.24,967.7,967.74,28.43,939.27,28.45,939.29,Closer03
4.0,S217,pk,24.42,76.68,19.11,15.0,4.0,586.08,630.54,630.43,59.79,570.75,59.77,570.66,Closer03
4.0,S218,pk,13.84,49.15,16.9,30.0,2.0,166.08,159.3,159.19,5.81,153.49,5.76,153.43,Closer03
4.0,S220,pk,33.42,110.92,18.08,30.0,2.0,401.04,995.71,995.67,136.48,859.23,136.46,859.21,Closer03
4.0,S223,pk,33.17,119.27,16.69,30.0,2.0,398.04,941.51,941.42,58.91,882.6,58.88,882.54,Closer03
4.0,S227,pk,33.9,112.41,18.09,30.0,2.0,406.8,316.92,316.89,29.11,287.81,29.06,287.83,Closer03
4.0,S236,pk,15.93,46.3,20.64,30.0,2.0,191.16,60.82,60.83,4.41,56.41,4.41,56.42,Closer03
4.0,S240,pk,24.3,82.38,17.7,15.0,4.0,583.2,263.19,263.21,10.89,252.3,10.89,252.32,Closer03
4.0,S248,pk,45.08,153.14,17.66,30.0,2.0,540.96,269.95,269.97,14.42,255.53,14.42,255.55,Closer03
4.0,S31,pk,26.5,94.99,16.74,30.0,2.0,318.0,235.07,235.07,11.93,223.14,11.94,223.13,Closer03
4.0,S455,pk,46.84,152.49,18.43,30.0,2.0,562.08,1274.27,1274.22,192.01,1082.26,191.93,1082.29,Closer03
4.0,S470,pk,39.74,125.08,19.06,30.0,2.0,476.88,678.39,678.29,68.62,609.77,68.55,609.74,Closer03
4.0,S509,pk,10.34,36.91,16.81,30.0,2.0,124.08,97.45,97.42,9.72,87.73,9.71,87.71,Closer03
4.0,SF11,pk,7.8,30.12,15.54,60.0,1.0,46.8,49.52,49.55,0.0,49.52,0.0,49.55,Closer03
4.0,SF202,pk,10.44,37.38,16.76,30.0,2.0,125.28,41.68,41.61,0.88,40.8,0.86,40.75,Closer03
4.0,SF232,pk,15.34,50.74,18.14,30.0,2.0,184.08,47.25,47.16,0.83,46.42,0.8,46.36,Closer03
4.0,SF453,pk,39.47,75.68,31.29,30.0,2.0,473.64,20.98,20.97,4.76,16.22,4.75,16.22,Closer03
4.0,SF514,pk,12.18,44.22,16.53,30.0,2.0,146.16,80.4,80.41,14.91,65.49,14.9,65.51,Closer03
4.0,SF525,pk,8.9,31.3,17.06,30.0,2.0,106.8,38.18,38.23,8.34,29.84,8.38,29.85,Closer03
4.0,SF570,pk,14.72,43.52,20.29,30.0,2.0,176.64,76.17,76.17,0.33,75.84,0.34,75.83,Closer03
4.0,SF578,pk,13.44,40.42,19.95,30.0,2.0,161.28,34.27,34.26,0.13,34.14,0.12,34.14,Closer03
4.0,SF590,pk,11.44,39.39,17.43,30.0,2.0,137.28,62.49,62.47,4.74,57.75,4.72,57.75,Closer03
4.0,SF94,pk,7.22,21.94,19.74,30.0,2.0,86.64,53.92,53.91,4.64,49.28,4.63,49.28,Closer03
4.0,M805_Santaquin,pk,61.64,110.05,33.61,40.0,1.5,554.76,453.37,453.39,234.28,219.09,234.28,219.11,Closer03
4.0,M806_EglMtn,pk,27.94,67.73,24.75,45.0,1.33,223.52,309.86,309.86,106.42,203.44,106.41,203.45,Closer03
4.0,M807_NoCnty,pk,22.21,65.02,20.5,40.0,1.5,199.89,577.58,577.57,212.61,364.97,212.62,364.95,Closer03
4.0,M822_Psn,pk,54.34,148.09,22.02,60.0,1.0,326.04,453.1,453.09,112.73,340.37,112.73,340.36,Closer03
4.0,MF809,pk,21.39,64.92,19.77,30.0,2.0,256.68,55.67,55.6,7.25,48.42,7.21,48.39,Closer03
4.0,O606,pk,4.96,13.82,21.53,360.0,0.17,4.96,0.01,0.01,0.0,0.01,0.0,0.01,Closer03
4.0,S513,pk,32.36,110.76,17.53,30.0,2.0,388.32,206.74,206.63,26.65,180.09,26.61,180.02,Closer03
4.0,S551,pk,15.23,44.32,20.62,30.0,2.0,182.76,27.36,27.35,6.4,20.96,6.38,20.97,Closer03
4.0,M821_5YR2023,ok,37.33,95.77,23.39,30.0,2.0,746.6,173.62,173.57,19.42,154.2,19.4,154.17,Closer03
4.0,M823_5RY2023,ok,19.12,60.44,18.98,30.0,2.0,382.4,180.56,180.57,10.58,169.98,10.58,169.99,Closer03
4.0,M831_WPr,ok,23.68,84.57,16.8,30.0,2.0,473.6,311.25,311.19,10.49,300.76,10.46,300.73,Closer03
4.0,M833_CntPr,ok,9.75,30.24,19.35,60.0,1.0,97.5,38.84,38.87,1.34,37.5,1.35,37.52,Closer03
4.0,M834_EstPr,ok,25.64,84.76,18.15,30.0,2.0,512.8,224.78,224.75,7.73,217.05,7.71,217.04,Closer03
4.0,M841_UVU,ok,5.32,20.63,15.47,30.0,2.0,106.4,31.34,31.33,0.91,30.43,0.91,30.42,Closer03
4.0,M850_StateStree,ok,45.58,161.87,16.9,15.0,4.0,1823.2,1247.07,1247.07,91.48,1155.59,91.54,1155.53,Closer03
4.0,M862_Orem,ok,28.28,100.6,16.87,30.0,2.0,565.6,176.39,176.44,9.03,167.36,9.07,167.37,Closer03
4.0,M864_Thanksgivi,ok,7.25,26.25,16.57,30.0,2.0,145.0,50.55,50.52,3.78,46.77,3.76,46.76,Closer03
4.0,M871_SLtoUtahCn,ok,26.46,80.12,19.82,60.0,1.0,264.6,27.18,27.16,1.87,25.31,1.84,25.32,Closer03
4.0,O600,ok,46.04,159.75,17.29,15.0,4.0,1841.6,673.55,673.5,40.86,632.69,40.88,632.62,Closer03
4.0,O601,ok,3.7,17.95,12.37,20.0,3.0,111.0,12.76,12.76,0.29,12.47,0.29,12.47,Closer03
4.0,O604,ok,14.0,47.43,17.71,30.0,2.0,280.0,53.78,53.77,8.55,45.23,8.56,45.21,Closer03
4.0,O607,ok,20.92,67.09,18.71,30.0,2.0,418.4,167.04,166.95,13.55,153.49,13.53,153.42,Closer03
4.0,O609,ok,42.5,135.11,18.87,30.0,2.0,850.0,152.01,152.03,19.01,133.0,18.99,133.04,Closer03
4.0,O612,ok,26.2,84.23,18.66,15.0,4.0,1048.0,596.26,596.24,20.17,576.09,20.12,576.12,Closer03
4.0,O614,ok,17.94,56.13,19.18,30.0,2.0,358.8,77.1,77.09,0.97,76.13,0.97,76.12,Closer03
4.0,O615,ok,15.08,45.88,19.72,30.0,2.0,301.6,80.27,80.28,5.48,74.79,5.51,74.77,Closer03
4.0,O626,ok,28.38,82.98,20.52,30.0,2.0,567.6,109.62,109.61,8.07,101.55,8.07,101.54,Closer03
4.0,O627,ok,18.58,60.02,18.57,30.0,2.0,371.6,81.12,81.08,5.02,76.1,5.0,76.08,Closer03
4.0,O628,ok,12.92,47.58,16.29,30.0,2.0,258.4,82.25,82.21,9.35,72.9,9.34,72.87,Closer03
4.0,O630,ok,48.72,108.36,26.98,60.0,1.0,487.2,181.56,181.57,9.97,171.59,9.95,171.62,Closer03
4.0,O640,ok,35.1,118.95,17.7,30.0,2.0,702.0,169.06,169.16,11.76,157.3,11.83,157.33,Closer03
4.0,O667,ok,2.75,9.93,16.62,30.0,2.0,55.0,1.51,1.5,0.01,1.5,0.01,1.49,Closer03
4.0,OF605,ok,14.18,52.37,16.25,60.0,1.0,141.8,61.8,61.8,3.45,58.35,3.47,58.33,Closer03
4.0,OF618,ok,14.04,45.02,18.71,30.0,2.0,280.8,86.87,86.84,5.58,81.29,5.57,81.27,Closer03
4.0,OF620,ok,16.66,48.56,20.58,30.0,2.0,333.2,77.75,77.71,6.79,70.96,6.76,70.95,Closer03
4.0,OF638,ok,13.4,37.45,21.47,60.0,1.0,134.0,24.92,24.87,0.18,24.74,0.16,24.71,Closer03
4.0,S002,ok,8.42,39.19,12.89,15.0,4.0,336.8,1050.78,1050.79,52.99,997.79,52.98,997.81,Closer03
4.0,S004,ok,23.85,85.2,16.8,30.0,2.0,477.0,693.32,693.28,12.37,680.95,12.36,680.92,Closer03
4.0,S009,ok,19.62,73.38,16.04,15.0,4.0,784.8,838.9,838.84,6.11,832.79,6.12,832.72,Closer03
4.0,S017,ok,15.42,61.75,14.98,30.0,2.0,308.4,287.24,287.24,20.24,267.0,20.23,267.01,Closer03
4.0,S021,ok,15.7,57.33,16.43,15.0,4.0,628.0,1028.09,1028.14,74.01,954.08,74.01,954.13,Closer03
4.0,S033,ok,12.54,39.88,18.87,15.0,4.0,501.6,423.66,423.66,18.47,405.19,18.47,405.19,Closer03
4.0,S035,ok,28.18,93.59,18.07,15.0,4.0,1127.2,537.47,537.42,27.2,510.27,27.19,510.23,Closer03
4.0,S039,ok,22.92,79.53,17.29,15.0,4.0,916.8,684.2,684.12,19.89,664.31,19.82,664.3,Closer03
4.0,S045,ok,16.22,53.68,18.13,15.0,4.0,648.8,324.73,324.64,19.26,305.47,19.28,305.36,Closer03
4.0,S047,ok,25.68,85.13,18.1,30.0,2.0,513.6,184.42,184.37,1.96,182.46,1.94,182.43,Closer03
4.0,S054,ok,17.78,57.2,18.65,15.0,4.0,711.2,288.52,288.52,16.66,271.86,16.67,271.85,Closer03
4.0,S062,ok,20.26,64.19,18.94,60.0,1.0,202.6,54.99,55.0,1.63,53.36,1.65,53.35,Closer03
4.0,S072,ok,11.06,42.16,15.74,30.0,2.0,221.2,165.49,165.47,8.65,156.84,8.67,156.8,Closer03
4.0,S1,ok,21.44,89.1,14.44,15.0,4.0,857.6,1476.17,1476.05,3.95,1472.22,3.9,1472.15,Closer03
4.0,S200,ok,22.56,93.54,14.47,15.0,4.0,902.4,1755.08,1755.1,20.5,1734.58,20.52,1734.58,Closer03
4.0,S201,ok,19.42,70.92,16.43,60.0,1.0,194.2,56.47,56.49,5.28,51.19,5.27,51.22,Closer03
4.0,S205,ok,28.62,108.68,15.8,15.0,4.0,1144.8,2193.58,2193.58,17.25,2176.33,17.22,2176.36,Closer03
4.0,S209,ok,28.98,105.13,16.54,15.0,4.0,1159.2,2036.75,2036.75,38.83,1997.92,38.84,1997.91,Closer03
4.0,S213,ok,31.02,114.95,16.19,30.0,2.0,620.4,567.82,567.78,6.47,561.35,6.44,561.34,Closer03
4.0,S217,ok,24.42,81.41,18.0,15.0,4.0,976.8,514.94,514.93,23.08,491.86,23.04,491.89,Closer03
4.0,S218,ok,13.84,51.58,16.1,30.0,2.0,276.8,88.94,88.93,6.14,82.8,6.16,82.77,Closer03
4.0,S220,ok,33.42,118.02,16.99,30.0,2.0,668.4,860.85,860.78,62.33,798.52,62.29,798.49,Closer03
4.0,S223,ok,33.17,117.68,16.91,30.0,2.0,663.4,673.66,673.61,26.88,646.78,26.86,646.75,Closer03
4.0,S227,ok,33.9,119.34,17.04,30.0,2.0,678.0,213.69,213.75,9.06,204.63,9.08,204.67,Closer03
4.0,S236,ok,15.93,45.15,21.17,30.0,2.0,318.6,71.99,72.0,6.11,65.88,6.1,65.9,Closer03
4.0,S240,ok,24.3,85.81,16.99,15.0,4.0,972.0,244.7,244.69,9.22,235.48,9.18,235.51,Closer03
4.0,S248,ok,45.08,154.94,17.46,30.0,2.0,901.6,250.36,250.36,12.19,238.17,12.15,238.21,Closer03
4.0,S31,ok,26.5,98.53,16.14,30.0,2.0,530.0,251.52,251.54,7.82,243.7,7.81,243.73,Closer03
4.0,S455,ok,46.84,158.47,17.73,30.0,2.0,936.8,910.43,910.41,75.43,835.0,75.39,835.02,Closer03
4.0,S470,ok,39.74,134.55,17.72,30.0,2.0,794.8,761.03,761.04,34.67,726.36,34.7,726.34,Closer03
4.0,S509,ok,10.34,39.31,15.78,30.0,2.0,206.8,151.63,151.6,9.35,142.28,9.31,142.29,Closer03
4.0,SF11,ok,7.8,28.63,16.35,60.0,1.0,78.0,40.56,40.54,0.0,40.56,0.0,40.54,Closer03
4.0,SF202,ok,10.44,39.22,15.97,30.0,2.0,208.8,58.91,58.88,1.68,57.23,1.67,57.21,Closer03
4.0,SF232,ok,15.34,50.79,18.12,30.0,2.0,306.8,68.3,68.33,1.66,66.64,1.68,66.65,Closer03
4.0,SF453,ok,39.47,91.29,25.94,60.0,1.0,394.7,5.76,5.76,2.99,2.77,2.99,2.77,Closer03
4.0,SF514,ok,12.18,48.13,15.18,30.0,2.0,243.6,95.19,95.19,15.53,79.66,15.52,79.67,Closer03
4.0,SF525,ok,8.9,32.8,16.28,30.0,2.0,178.0,56.87,56.85,8.64,48.23,8.62,48.23,Closer03
4.0,SF570,ok,14.72,46.97,18.8,30.0,2.0,294.4,77.27,77.2,0.52,76.75,0.48,76.72,Closer03
4.0,SF578,ok,13.44,43.76,18.43,30.0,2.0,268.8,31.75,31.77,0.25,31.5,0.25,31.52,Closer03
4.0,SF590,ok,11.44,42.49,16.15,30.0,2.0,228.8,63.61,63.67,4.27,59.34,4.3,59.37,Closer03
4.0,SF94,ok,7.22,24.12,17.96,30.0,2.0,144.4,50.3,50.27,2.93,47.37,2.93,47.34,Closer03
5.0,BRT56_R,pk,52.52,155.1,20.32,15.0,4.0,1260.48,2822.89,2822.79,756.85,2066.04,756.76,2066.03,Closer03
5.0,MidValCon,pk,13.36,38.41,20.87,15.0,4.0,320.64,977.74,977.72,191.18,786.56,191.21,786.51,Closer03
5.0,BRT56_R,ok,52.52,163.52,19.27,15.0,4.0,2100.8,2892.49,2892.49,491.06,2401.43,491.01,2401.48,Closer03
5.0,MidValCon,ok,13.36,40.65,19.72,15.0,4.0,534.4,535.05,535.04,25.72,509.33,25.72,509.32,Closer03
6.0,S451X,pk,21.64,38.2,33.99,30.0,2.0,259.68,0.75,0.75,0.0,0.75,0.0,0.75,Closer03
6.0,S472X,pk,34.39,66.87,30.86,30.0,2.0,412.68,59.13,59.15,0.0,59.13,0.0,59.15,Closer03
6.0,S473X,pk,42.74,109.25,23.47,30.0,2.0,512.88,527.69,527.69,312.53,215.16,312.52,215.17,Closer03
7.0,Blue,pk,38.08,103.36,22.11,15.0,4.0,913.92,5172.44,5172.39,1046.92,4125.52,1046.88,4125.51,Closer03
7.0,Green,pk,28.64,93.54,18.37,15.0,4.0,687.36,4719.02,4719.06,409.92,4309.1,409.95,4309.11,Closer03
7.0,Red,pk,47.22,120.72,23.47,15.0,4.0,1133.28,12871.18,12871.24,3282.19,9588.99,3282.23,9589.01,Closer03
7.0,Sline,pk,4.02,20.58,11.72,15.0,4.0,96.48,308.55,308.56,7.52,301.03,7.52,301.04,Closer03
7.0,Blue,ok,38.08,103.36,22.11,15.0,4.0,1523.2,6175.83,6175.8,932.27,5243.56,932.25,5243.55,Closer03
7.0,Green,ok,28.64,93.54,18.37,15.0,4.0,1145.6,6837.79,6837.75,495.26,6342.53,495.25,6342.5,Closer03
7.0,Red,ok,47.22,120.72,23.47,15.0,4.0,1888.8,9157.97,9157.91,1169.66,7988.31,1169.61,7988.3,Closer03
7.0,Sline,ok,4.02,20.58,11.72,15.0,4.0,160.8,448.52,448.53,6.76,441.76,6.75,441.78,Closer03
8.0,RCRT_OGPN,pk,162.16,245.34,39.66,30.0,2.0,1945.92,9339.58,9339.63,5655.3,3684.28,5655.32,3684.31,Closer03
8.0,RCRT_OGPN,ok,162.16,245.34,39.66,60.0,1.0,1621.6,4846.3,4846.32,2287.15,2559.15,2287.18,2559.14,Closer03
9.0,630X,pk,9.86,40.51,14.6,10.0,6.0,354.96,1337.2,1337.23,520.82,816.38,520.8,816.43,Closer03
9.0,M830X_ARPT,pk,11.28,27.28,24.81,30.0,2.0,135.36,15.33,15.34,2.43,12.9,2.43,12.91,Closer03
9.0,UVX,pk,22.92,79.21,17.36,6.0,10.0,1375.2,7232.84,7232.89,1118.64,6114.2,1118.65,6114.24,Closer03
9.0,630X,ok,9.86,43.11,13.72,10.0,6.0,591.6,666.24,666.26,30.32,635.92,30.34,635.92,Closer03
9.0,M830X_ARPT,ok,11.28,29.37,23.04,30.0,2.0,225.6,31.14,31.15,1.67,29.47,1.66,29.49,Closer03
9.0,UVX,ok,22.92,83.73,16.42,10.0,6.0,1375.2,3400.05,3400.09,97.09,3302.96,97.11,3302.98,Closer03
