Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,Closer06
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,8,249.52,241.48,1.69,241.68,7.84,4.17,0.2,Closer06
All,Pk,A,8,155.81,150.01,1.29,150.01,5.8,4.52,0.0,Closer06
HBW,Pk,P,8,40.4,39.45,0.58,39.5,0.91,0.33,0.04,Closer06
HBW,Pk,A,8,34.58,33.89,0.33,33.89,0.69,0.36,0.0,Closer06
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,Closer06
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,Closer06
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,Closer06
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,Closer06
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,Closer06
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,9,51.65,48.1,0.36,48.14,3.51,2.77,0.04,Closer06
All,Pk,A,9,152.42,148.27,0.79,148.27,4.15,3.35,0.0,Closer06
HBW,Pk,P,9,10.16,9.55,0.14,9.55,0.61,0.47,0.0,Closer06
HBW,Pk,A,9,84.13,83.23,0.39,83.23,0.9,0.51,0.0,Closer06
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,Closer06
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,Closer06
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,Closer06
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,Closer06
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,Closer06
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,10,75.11,71.0,0.57,71.06,4.05,2.89,0.06,Closer06
All,Pk,A,10,169.99,166.17,1.02,166.17,3.82,2.79,0.0,Closer06
HBW,Pk,P,10,15.02,14.34,0.22,14.34,0.68,0.46,0.0,Closer06
HBW,Pk,A,10,89.1,88.17,0.5,88.17,0.93,0.43,0.0,Closer06
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,Closer06
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,Closer06
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,Closer06
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,Closer06
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,Closer06
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,11,25.51,24.9,0.17,24.9,0.6,0.19,0.01,Closer06
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,Closer06
HBW,Pk,P,11,6.3,6.23,0.07,6.23,0.07,0.0,0.0,Closer06
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,Closer06
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,Closer06
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,Closer06
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,Closer06
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,Closer06
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,Closer06
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,12,57.94,55.79,0.43,55.83,2.11,1.1,0.04,Closer06
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,Closer06
HBW,Pk,P,12,14.02,13.83,0.17,13.83,0.19,0.02,0.0,Closer06
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,Closer06
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,Closer06
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,Closer06
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,Closer06
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,Closer06
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,Closer06
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,15,25.49,25.23,0.07,25.24,0.24,0.14,0.02,Closer06
All,Pk,A,15,342.17,339.74,1.98,339.74,2.43,0.45,0.0,Closer06
HBW,Pk,P,15,0.77,0.75,0.01,0.75,0.02,0.01,0.0,Closer06
HBW,Pk,A,15,243.15,241.65,1.4,241.65,1.49,0.09,0.0,Closer06
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,Closer06
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,Closer06
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,Closer06
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,Closer06
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,Closer06
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,16,8.62,8.35,0.06,8.35,0.27,0.18,0.0,Closer06
All,Pk,A,16,130.68,127.23,1.31,127.23,3.45,2.14,0.0,Closer06
HBW,Pk,P,16,0.76,0.72,0.01,0.72,0.04,0.02,0.0,Closer06
HBW,Pk,A,16,71.43,70.35,0.76,70.35,1.08,0.31,0.0,Closer06
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,Closer06
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,Closer06
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,Closer06
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,Closer06
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,Closer06
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,17,10.18,9.79,0.09,9.79,0.39,0.18,0.0,Closer06
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,Closer06
HBW,Pk,P,17,2.48,2.42,0.03,2.42,0.06,0.03,0.0,Closer06
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,Closer06
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,Closer06
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,Closer06
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,Closer06
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,Closer06
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,Closer06
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer06
All,Pk,A,18,921.32,910.46,7.73,910.46,10.86,3.13,0.0,Closer06
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBW,Pk,A,18,754.15,747.31,6.46,747.31,6.84,0.37,0.0,Closer06
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,Closer06
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer06
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,Closer06
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,19,916.37,836.66,8.87,837.6,78.77,44.94,0.94,Closer06
All,Pk,A,19,461.13,421.19,3.62,421.34,39.79,36.17,0.15,Closer06
HBW,Pk,P,19,203.84,197.22,3.31,197.78,6.06,2.75,0.56,Closer06
HBW,Pk,A,19,57.16,55.87,0.24,55.89,1.27,1.03,0.02,Closer06
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,Closer06
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,Closer06
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,Closer06
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,Closer06
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,Closer06
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,20,499.99,457.78,5.16,458.5,41.49,28.89,0.72,Closer06
All,Pk,A,20,325.86,293.63,2.62,293.69,32.17,29.54,0.07,Closer06
HBW,Pk,P,20,119.72,115.67,2.08,116.08,3.63,1.56,0.42,Closer06
HBW,Pk,A,20,34.54,33.71,0.16,33.72,0.82,0.66,0.0,Closer06
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,Closer06
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,Closer06
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,Closer06
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,Closer06
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,Closer06
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer06
All,Pk,A,21,535.21,525.66,5.84,525.66,9.55,3.71,0.0,Closer06
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBW,Pk,A,21,477.12,469.84,5.44,469.84,7.28,1.84,0.0,Closer06
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,Closer06
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer06
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,Closer06
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,22,6.88,6.43,0.07,6.43,0.45,0.31,0.0,Closer06
All,Pk,A,22,13.07,12.63,0.16,12.63,0.44,0.28,0.0,Closer06
HBW,Pk,P,22,1.37,1.28,0.02,1.28,0.09,0.07,0.0,Closer06
HBW,Pk,A,22,9.67,9.43,0.13,9.43,0.24,0.11,0.0,Closer06
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,Closer06
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,Closer06
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,Closer06
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,Closer06
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,Closer06
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,23,14.53,13.21,0.14,13.21,1.32,0.79,0.0,Closer06
All,Pk,A,23,66.09,62.45,0.85,62.46,3.62,2.77,0.01,Closer06
HBW,Pk,P,23,2.46,2.28,0.05,2.28,0.18,0.13,0.0,Closer06
HBW,Pk,A,23,45.01,43.34,0.66,43.35,1.66,1.0,0.01,Closer06
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,Closer06
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,Closer06
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,Closer06
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,Closer06
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,Closer06
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,24,526.57,462.07,5.3,462.7,63.88,37.6,0.62,Closer06
All,Pk,A,24,233.88,207.55,1.83,207.63,26.25,24.42,0.08,Closer06
HBW,Pk,P,24,119.46,113.89,2.05,114.23,5.23,3.17,0.34,Closer06
HBW,Pk,A,24,26.46,26.19,0.05,26.19,0.27,0.22,0.0,Closer06
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,Closer06
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,Closer06
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,Closer06
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,Closer06
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,Closer06
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,Closer06
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
All,Pk,P,25,1222.66,1049.33,12.25,1054.39,168.27,106.03,5.06,Closer06
All,Pk,A,25,893.05,676.5,6.53,677.23,215.83,84.32,0.73,Closer06
HBW,Pk,P,25,257.85,240.64,4.63,242.37,15.48,10.85,1.73,Closer06
HBW,Pk,A,25,155.51,145.19,1.53,145.48,10.03,8.51,0.29,Closer06
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,Closer06
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,Closer06
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,Closer06
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,Closer06
HBC,Pk,P,25,6.0,3.85,0.0,6.0,0.0,0.0,2.15,Closer06
HBC,Pk,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
HBSch,Pk,P,25,79.12,28.56,0.06,28.56,50.56,0.51,0.0,Closer06
HBSch,Pk,A,25,144.5,18.13,0.13,18.13,126.36,1.26,0.0,Closer06
All,Pk,P,26,750.06,648.68,7.48,650.95,99.12,71.7,2.26,Closer06
All,Pk,A,26,684.66,600.08,6.21,601.21,83.45,77.24,1.13,Closer06
HBW,Pk,P,26,155.7,142.6,2.81,143.88,11.82,9.02,1.28,Closer06
HBW,Pk,A,26,195.75,180.56,2.26,181.23,14.52,12.26,0.67,Closer06
HBO,Pk,P,26,439.51,380.59,4.02,381.43,58.08,54.06,0.84,Closer06
HBO,Pk,A,26,379.99,319.68,3.34,320.06,59.93,56.59,0.38,Closer06
NHB,Pk,P,26,115.05,105.92,0.62,106.01,9.05,8.42,0.09,Closer06
NHB,Pk,A,26,108.92,99.84,0.61,99.92,9.0,8.4,0.08,Closer06
HBC,Pk,P,26,1.0,0.95,0.0,1.0,0.0,0.0,0.05,Closer06
HBC,Pk,A,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer06
