Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings,scenario_id
4.0,M821_5YR2023,pk,37.33,83.02,26.98,30.0,2.0,447.96,156.89,156.93,21.68,135.21,21.7,135.23,Closer02
4.0,M823_5RY2023,pk,19.12,55.97,20.5,30.0,2.0,229.44,123.88,123.88,9.89,113.99,9.86,114.02,Closer02
4.0,M831_WPr,pk,23.68,79.42,17.89,30.0,2.0,284.16,556.28,556.3,14.54,541.74,14.55,541.75,Closer02
4.0,M833_CntPr,pk,9.75,28.27,20.69,60.0,1.0,58.5,28.07,28.07,0.89,27.18,0.88,27.19,Closer02
4.0,M834_EstPr,pk,25.64,79.18,19.43,30.0,2.0,307.68,187.0,186.94,10.97,176.03,10.92,176.02,Closer02
4.0,M841_UVU,pk,5.32,19.52,16.35,30.0,2.0,63.84,56.31,56.28,1.08,55.23,1.07,55.21,Closer02
4.0,M850_StateStree,pk,45.58,147.51,18.54,15.0,4.0,1093.92,1033.52,1033.6,108.93,924.59,108.97,924.63,Closer02
4.0,M862_Orem,pk,28.28,92.72,18.3,30.0,2.0,339.36,654.52,654.55,109.99,544.53,110.02,544.53,Closer02
4.0,M864_Thanksgivi,pk,7.25,24.73,17.59,30.0,2.0,87.0,60.9,60.91,3.17,57.73,3.17,57.74,Closer02
4.0,M871_SLtoUtahCn,pk,26.46,70.7,22.46,30.0,2.0,317.52,64.45,64.49,9.17,55.28,9.21,55.28,Closer02
4.0,O600,pk,46.04,145.95,18.93,15.0,4.0,1104.96,704.29,704.27,47.43,656.86,47.45,656.82,Closer02
4.0,O601,pk,3.7,16.47,13.48,20.0,3.0,66.6,10.18,10.18,0.21,9.97,0.22,9.96,Closer02
4.0,O604,pk,14.0,44.05,19.07,30.0,2.0,168.0,41.03,41.07,8.86,32.17,8.88,32.19,Closer02
4.0,O607,pk,20.92,61.85,20.29,30.0,2.0,251.04,233.11,233.15,25.29,207.82,25.31,207.84,Closer02
4.0,O609,pk,42.5,118.69,21.48,30.0,2.0,510.0,677.23,677.18,234.38,442.85,234.33,442.85,Closer02
4.0,O612,pk,26.2,78.37,20.06,15.0,4.0,628.8,449.44,449.39,17.88,431.56,17.89,431.5,Closer02
4.0,O614,pk,17.94,52.5,20.5,30.0,2.0,215.28,48.08,48.05,0.52,47.56,0.51,47.54,Closer02
4.0,O615,pk,15.08,43.7,20.7,30.0,2.0,180.96,255.74,255.78,22.94,232.8,22.94,232.84,Closer02
4.0,O626,pk,28.38,76.72,22.19,30.0,2.0,340.56,135.07,135.06,11.77,123.3,11.76,123.3,Closer02
4.0,O627,pk,18.58,54.97,20.28,30.0,2.0,222.96,85.21,85.22,8.58,76.63,8.58,76.64,Closer02
4.0,O628,pk,12.92,44.0,17.62,30.0,2.0,155.04,86.7,86.68,13.57,73.13,13.59,73.09,Closer02
4.0,O630,pk,48.72,97.88,29.87,60.0,1.0,292.32,193.18,193.09,16.89,176.29,16.85,176.24,Closer02
4.0,O640,pk,35.1,110.69,19.03,30.0,2.0,421.2,548.07,548.05,136.01,412.06,135.97,412.08,Closer02
4.0,O667,pk,2.75,9.46,17.44,30.0,2.0,33.0,0.8,0.81,0.0,0.8,0.0,0.81,Closer02
4.0,OF605,pk,14.18,48.56,17.52,60.0,1.0,85.08,128.8,128.76,5.21,123.59,5.21,123.55,Closer02
4.0,OF618,pk,14.04,42.0,20.06,30.0,2.0,168.48,74.17,74.13,6.49,67.68,6.49,67.64,Closer02
4.0,OF620,pk,16.66,44.97,22.23,30.0,2.0,199.92,83.47,83.44,6.44,77.03,6.41,77.03,Closer02
4.0,OF638,pk,13.4,34.23,23.49,60.0,1.0,80.4,13.92,13.95,0.1,13.82,0.1,13.85,Closer02
4.0,S002,pk,8.42,39.15,12.9,15.0,4.0,202.08,965.29,965.28,112.81,852.48,112.82,852.46,Closer02
4.0,S004,pk,23.85,79.47,18.01,30.0,2.0,286.2,763.9,763.86,33.65,730.25,33.61,730.25,Closer02
4.0,S009,pk,19.62,72.49,16.24,15.0,4.0,470.88,1146.61,1146.58,30.48,1116.13,30.46,1116.12,Closer02
4.0,S017,pk,15.42,61.53,15.04,30.0,2.0,185.04,546.89,546.84,71.87,475.02,71.85,474.99,Closer02
4.0,S021,pk,15.7,58.29,16.16,15.0,4.0,376.8,1299.85,1299.79,187.62,1112.23,187.58,1112.21,Closer02
4.0,S033,pk,12.54,36.51,20.61,15.0,4.0,300.96,299.16,299.07,13.83,285.33,13.78,285.29,Closer02
4.0,S035,pk,28.18,87.08,19.42,15.0,4.0,676.32,505.49,505.46,34.65,470.84,34.62,470.84,Closer02
4.0,S039,pk,22.92,73.59,18.69,15.0,4.0,550.08,707.6,707.55,42.1,665.5,42.07,665.48,Closer02
4.0,S045,pk,16.22,49.81,19.54,15.0,4.0,389.28,320.81,320.91,20.59,300.22,20.64,300.27,Closer02
4.0,S047,pk,25.68,79.32,19.43,30.0,2.0,308.16,236.76,236.64,10.18,226.58,10.11,226.53,Closer02
4.0,S054,pk,17.78,54.0,19.76,15.0,4.0,426.72,297.86,297.87,23.98,273.88,24.01,273.86,Closer02
4.0,S062,pk,20.26,61.47,19.78,60.0,1.0,121.56,44.7,44.68,1.07,43.63,1.06,43.62,Closer02
4.0,S072,pk,11.06,38.76,17.12,30.0,2.0,132.72,140.81,140.77,9.09,131.72,9.06,131.71,Closer02
4.0,S1,pk,21.44,85.28,15.08,15.0,4.0,514.56,1256.21,1256.19,4.38,1251.83,4.33,1251.86,Closer02
4.0,S200,pk,22.56,85.6,15.81,15.0,4.0,541.44,1344.83,1344.79,36.0,1308.83,35.96,1308.83,Closer02
4.0,S201,pk,19.42,66.63,17.49,30.0,2.0,233.04,112.41,112.36,12.76,99.65,12.73,99.63,Closer02
4.0,S205,pk,28.62,102.19,16.8,15.0,4.0,686.88,1608.18,1608.17,23.17,1585.01,23.16,1585.01,Closer02
4.0,S209,pk,28.98,99.67,17.45,15.0,4.0,695.52,1543.41,1543.34,54.11,1489.3,54.08,1489.26,Closer02
4.0,S213,pk,31.02,111.56,16.68,30.0,2.0,372.24,954.72,954.68,28.31,926.41,28.28,926.4,Closer02
4.0,S217,pk,24.42,76.68,19.11,15.0,4.0,586.08,610.15,610.18,58.45,551.7,58.42,551.76,Closer02
4.0,S218,pk,13.84,49.15,16.9,30.0,2.0,166.08,156.87,156.77,5.54,151.33,5.52,151.25,Closer02
4.0,S220,pk,33.42,110.92,18.08,30.0,2.0,401.04,959.13,959.07,130.98,828.15,130.95,828.12,Closer02
4.0,S223,pk,33.17,119.27,16.69,30.0,2.0,398.04,934.67,934.69,57.9,876.77,57.85,876.84,Closer02
4.0,S227,pk,33.9,112.41,18.09,30.0,2.0,406.8,310.64,310.63,28.74,281.9,28.72,281.91,Closer02
4.0,S236,pk,15.93,46.3,20.64,30.0,2.0,191.16,58.58,58.62,4.22,54.36,4.22,54.4,Closer02
4.0,S240,pk,24.3,82.38,17.7,15.0,4.0,583.2,256.57,256.55,10.57,246.0,10.59,245.96,Closer02
4.0,S248,pk,45.08,153.14,17.66,30.0,2.0,540.96,262.44,262.41,13.83,248.61,13.78,248.63,Closer02
4.0,S31,pk,26.5,94.99,16.74,30.0,2.0,318.0,213.67,213.71,11.11,202.56,11.11,202.6,Closer02
4.0,S455,pk,46.84,152.49,18.43,30.0,2.0,562.08,1266.57,1266.47,191.69,1074.88,191.64,1074.83,Closer02
4.0,S470,pk,39.74,125.08,19.06,30.0,2.0,476.88,668.41,668.33,67.91,600.5,67.87,600.46,Closer02
4.0,S509,pk,10.34,36.91,16.81,30.0,2.0,124.08,87.87,87.85,9.47,78.4,9.47,78.38,Closer02
4.0,SF11,pk,7.8,30.12,15.54,60.0,1.0,46.8,51.04,51.07,0.0,51.04,0.0,51.07,Closer02
4.0,SF202,pk,10.44,37.38,16.76,30.0,2.0,125.28,40.94,40.97,0.79,40.15,0.8,40.17,Closer02
4.0,SF232,pk,15.34,50.74,18.14,30.0,2.0,184.08,47.05,47.01,0.79,46.26,0.76,46.25,Closer02
4.0,SF453,pk,39.47,75.68,31.29,30.0,2.0,473.64,19.93,19.91,4.52,15.41,4.52,15.39,Closer02
4.0,SF514,pk,12.18,44.22,16.53,30.0,2.0,146.16,78.04,78.05,14.59,63.45,14.58,63.47,Closer02
4.0,SF525,pk,8.9,31.3,17.06,30.0,2.0,106.8,37.04,37.03,8.12,28.92,8.11,28.92,Closer02
4.0,SF570,pk,14.72,43.52,20.29,30.0,2.0,176.64,79.95,79.98,0.33,79.62,0.34,79.64,Closer02
4.0,SF578,pk,13.44,40.42,19.95,30.0,2.0,161.28,35.57,35.53,0.14,35.43,0.13,35.4,Closer02
4.0,SF590,pk,11.44,39.39,17.43,30.0,2.0,137.28,61.32,61.32,4.62,56.7,4.6,56.72,Closer02
4.0,SF94,pk,7.22,21.94,19.74,30.0,2.0,86.64,51.89,51.88,4.58,47.31,4.57,47.31,Closer02
4.0,M805_Santaquin,pk,61.64,110.05,33.61,40.0,1.5,554.76,452.44,452.47,234.01,218.43,234.02,218.45,Closer02
4.0,M806_EglMtn,pk,27.94,67.73,24.75,45.0,1.33,223.52,307.29,307.27,105.99,201.3,105.99,201.28,Closer02
4.0,M807_NoCnty,pk,22.21,65.02,20.5,40.0,1.5,199.89,576.84,576.85,212.32,364.52,212.31,364.54,Closer02
4.0,M822_Psn,pk,54.34,148.09,22.02,60.0,1.0,326.04,449.33,449.28,111.59,337.74,111.59,337.69,Closer02
