Purpose,Period,PA,TAZID,All,Auto,Bike,Moto,NonM,Walk,tTrn,scenario_id
HBSch,Pk,A,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,3,76.79,72.53,0.41,72.82,3.98,3.01,0.28,Closer07
All,Pk,A,3,33.12,30.29,0.18,30.29,2.83,2.65,0.0,Closer07
HBW,Pk,P,3,18.59,18.39,0.12,18.45,0.14,0.02,0.06,Closer07
HBW,Pk,A,3,3.39,3.39,0.0,3.39,0.0,0.0,0.0,Closer07
HBO,Pk,P,3,48.82,45.45,0.28,45.68,3.14,2.87,0.22,Closer07
HBO,Pk,A,3,24.83,22.14,0.17,22.14,2.69,2.53,0.0,Closer07
NHB,Pk,P,3,5.12,4.99,0.01,4.99,0.13,0.12,0.0,Closer07
NHB,Pk,A,3,4.9,4.77,0.01,4.77,0.13,0.12,0.0,Closer07
HBC,Pk,P,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,3,4.27,3.7,0.0,3.7,0.56,0.01,0.0,Closer07
HBSch,Pk,A,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,4,2.49,2.41,0.02,2.41,0.08,0.04,0.0,Closer07
All,Pk,A,4,1.01,0.97,0.01,0.97,0.04,0.04,0.0,Closer07
HBW,Pk,P,4,0.74,0.74,0.0,0.74,0.0,0.0,0.0,Closer07
HBW,Pk,A,4,0.12,0.12,0.0,0.12,0.0,0.0,0.0,Closer07
HBO,Pk,P,4,1.56,1.51,0.01,1.51,0.05,0.04,0.0,Closer07
HBO,Pk,A,4,0.86,0.82,0.01,0.82,0.04,0.04,0.0,Closer07
NHB,Pk,P,4,0.02,0.02,0.0,0.02,0.0,0.0,0.0,Closer07
NHB,Pk,A,4,0.03,0.03,0.0,0.03,0.0,0.0,0.0,Closer07
HBC,Pk,P,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,4,0.17,0.15,0.0,0.15,0.02,0.0,0.0,Closer07
HBSch,Pk,A,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,5,235.72,224.39,1.37,224.39,11.32,7.5,0.0,Closer07
All,Pk,A,5,98.24,90.33,0.62,90.33,7.91,7.28,0.0,Closer07
HBW,Pk,P,5,54.85,54.22,0.46,54.22,0.62,0.16,0.0,Closer07
HBW,Pk,A,5,10.89,10.74,0.03,10.74,0.15,0.12,0.0,Closer07
HBO,Pk,P,5,143.12,135.24,0.86,135.24,7.88,7.02,0.0,Closer07
HBO,Pk,A,5,73.03,65.61,0.55,65.61,7.42,6.87,0.0,Closer07
NHB,Pk,P,5,15.33,14.99,0.04,14.99,0.34,0.3,0.0,Closer07
NHB,Pk,A,5,14.32,13.98,0.04,13.98,0.34,0.3,0.0,Closer07
HBC,Pk,P,5,6.0,6.0,0.0,6.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,5,16.42,13.94,0.01,13.94,2.49,0.02,0.0,Closer07
HBSch,Pk,A,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,6,8.82,8.35,0.06,8.35,0.46,0.33,0.01,Closer07
All,Pk,A,6,12.03,11.49,0.07,11.49,0.54,0.47,0.0,Closer07
HBW,Pk,P,6,2.18,2.13,0.02,2.13,0.05,0.03,0.0,Closer07
HBW,Pk,A,6,4.9,4.85,0.02,4.85,0.05,0.03,0.0,Closer07
HBO,Pk,P,6,5.23,4.9,0.04,4.9,0.33,0.29,0.01,Closer07
HBO,Pk,A,6,6.25,5.77,0.05,5.77,0.48,0.43,0.0,Closer07
NHB,Pk,P,6,0.87,0.85,0.0,0.85,0.02,0.01,0.0,Closer07
NHB,Pk,A,6,0.88,0.86,0.0,0.86,0.02,0.01,0.0,Closer07
HBC,Pk,P,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,6,0.54,0.47,0.0,0.47,0.07,0.0,0.0,Closer07
HBSch,Pk,A,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,7,132.28,122.57,0.81,122.98,9.3,7.42,0.41,Closer07
All,Pk,A,7,99.55,92.0,0.58,92.0,7.55,6.98,0.0,Closer07
HBW,Pk,P,7,29.78,28.91,0.27,28.99,0.8,0.53,0.07,Closer07
HBW,Pk,A,7,27.68,27.04,0.13,27.04,0.63,0.5,0.0,Closer07
HBO,Pk,P,7,80.75,73.4,0.51,73.73,7.03,6.52,0.33,Closer07
HBO,Pk,A,7,58.61,52.08,0.41,52.08,6.53,6.12,0.0,Closer07
NHB,Pk,P,7,14.07,13.68,0.03,13.68,0.39,0.36,0.0,Closer07
NHB,Pk,A,7,13.27,12.88,0.03,12.88,0.4,0.36,0.0,Closer07
HBC,Pk,P,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,7,7.66,6.58,0.0,6.58,1.08,0.01,0.0,Closer07
HBSch,Pk,A,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,8,252.51,244.44,1.68,244.68,7.83,4.17,0.24,Closer07
All,Pk,A,8,151.32,145.66,1.17,145.66,5.67,4.49,0.0,Closer07
HBW,Pk,P,8,43.39,42.41,0.58,42.5,0.9,0.32,0.09,Closer07
HBW,Pk,A,8,30.09,29.54,0.22,29.54,0.55,0.33,0.0,Closer07
HBO,Pk,P,8,112.56,108.12,0.94,108.27,4.29,3.35,0.15,Closer07
HBO,Pk,A,8,87.18,82.74,0.79,82.74,4.44,3.65,0.0,Closer07
NHB,Pk,P,8,35.69,35.05,0.16,35.05,0.64,0.48,0.0,Closer07
NHB,Pk,A,8,34.05,33.38,0.16,33.38,0.67,0.51,0.0,Closer07
HBC,Pk,P,8,48.0,48.0,0.0,48.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,8,12.87,10.86,0.0,10.86,2.0,0.02,0.0,Closer07
HBSch,Pk,A,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,9,52.95,49.39,0.36,49.44,3.51,2.77,0.05,Closer07
All,Pk,A,9,138.95,134.92,0.68,134.92,4.03,3.35,0.0,Closer07
HBW,Pk,P,9,11.46,10.84,0.14,10.85,0.61,0.46,0.01,Closer07
HBW,Pk,A,9,70.66,69.87,0.28,69.87,0.79,0.51,0.0,Closer07
HBO,Pk,P,9,29.45,27.05,0.2,27.09,2.36,2.16,0.04,Closer07
HBO,Pk,A,9,59.29,56.21,0.37,56.21,3.08,2.7,0.0,Closer07
NHB,Pk,P,9,9.35,9.19,0.02,9.19,0.16,0.14,0.0,Closer07
NHB,Pk,A,9,9.0,8.84,0.03,8.84,0.16,0.14,0.0,Closer07
HBC,Pk,P,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,9,2.69,2.31,0.0,2.31,0.38,0.0,0.0,Closer07
HBSch,Pk,A,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,10,76.96,72.84,0.57,72.92,4.05,2.89,0.08,Closer07
All,Pk,A,10,155.92,152.24,0.88,152.24,3.67,2.79,0.0,Closer07
HBW,Pk,P,10,16.87,16.18,0.22,16.2,0.67,0.46,0.02,Closer07
HBW,Pk,A,10,75.03,74.24,0.36,74.24,0.79,0.43,0.0,Closer07
HBO,Pk,P,10,44.56,41.86,0.32,41.92,2.64,2.32,0.05,Closer07
HBO,Pk,A,10,69.95,67.21,0.49,67.21,2.74,2.25,0.0,Closer07
NHB,Pk,P,10,11.52,11.38,0.03,11.38,0.14,0.11,0.0,Closer07
NHB,Pk,A,10,10.94,10.8,0.04,10.8,0.14,0.11,0.0,Closer07
HBC,Pk,P,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,10,4.01,3.42,0.0,3.42,0.59,0.01,0.0,Closer07
HBSch,Pk,A,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,11,26.86,26.24,0.17,26.25,0.6,0.19,0.01,Closer07
All,Pk,A,11,11.71,11.49,0.06,11.49,0.22,0.15,0.0,Closer07
HBW,Pk,P,11,7.65,7.58,0.07,7.58,0.07,0.0,0.01,Closer07
HBW,Pk,A,11,1.66,1.66,0.0,1.66,0.0,0.0,0.0,Closer07
HBO,Pk,P,11,16.18,15.89,0.1,15.9,0.29,0.18,0.01,Closer07
HBO,Pk,A,11,8.66,8.45,0.06,8.45,0.21,0.15,0.0,Closer07
NHB,Pk,P,11,1.34,1.33,0.0,1.33,0.01,0.0,0.0,Closer07
NHB,Pk,A,11,1.39,1.38,0.0,1.38,0.01,0.0,0.0,Closer07
HBC,Pk,P,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,11,1.68,1.44,0.0,1.44,0.24,0.0,0.0,Closer07
HBSch,Pk,A,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,12,60.25,58.09,0.43,58.15,2.1,1.1,0.06,Closer07
All,Pk,A,12,25.05,23.9,0.17,23.9,1.15,0.98,0.0,Closer07
HBW,Pk,P,12,16.33,16.12,0.16,16.15,0.18,0.02,0.03,Closer07
HBW,Pk,A,12,2.07,2.07,0.0,2.07,0.0,0.0,0.0,Closer07
HBO,Pk,P,12,36.62,35.28,0.25,35.32,1.3,1.05,0.04,Closer07
HBO,Pk,A,12,19.58,18.47,0.15,18.47,1.11,0.96,0.0,Closer07
NHB,Pk,P,12,3.33,3.29,0.01,3.29,0.04,0.02,0.0,Closer07
NHB,Pk,A,12,3.4,3.36,0.01,3.36,0.04,0.02,0.0,Closer07
HBC,Pk,P,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,12,3.97,3.39,0.0,3.39,0.58,0.01,0.0,Closer07
HBSch,Pk,A,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBW,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBW,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBO,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBO,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
NHB,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
NHB,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,A,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBW,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBW,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBO,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBO,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
NHB,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
NHB,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,A,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,15,25.47,25.21,0.07,25.22,0.24,0.14,0.02,Closer07
All,Pk,A,15,323.47,320.98,2.04,320.98,2.48,0.45,0.0,Closer07
HBW,Pk,P,15,0.75,0.73,0.01,0.73,0.02,0.01,0.0,Closer07
HBW,Pk,A,15,224.45,222.9,1.46,222.9,1.55,0.09,0.0,Closer07
HBO,Pk,P,15,2.09,2.02,0.01,2.03,0.06,0.05,0.01,Closer07
HBO,Pk,A,15,78.06,77.27,0.52,77.27,0.79,0.28,0.0,Closer07
NHB,Pk,P,15,22.41,22.27,0.05,22.28,0.13,0.08,0.01,Closer07
NHB,Pk,A,15,20.96,20.82,0.06,20.82,0.14,0.08,0.0,Closer07
HBC,Pk,P,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,15,0.21,0.18,0.0,0.18,0.03,0.0,0.0,Closer07
HBSch,Pk,A,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,16,8.59,8.32,0.06,8.32,0.27,0.18,0.0,Closer07
All,Pk,A,16,128.2,124.72,1.33,124.72,3.48,2.15,0.0,Closer07
HBW,Pk,P,16,0.73,0.69,0.01,0.69,0.04,0.02,0.0,Closer07
HBW,Pk,A,16,68.95,67.84,0.78,67.84,1.11,0.33,0.0,Closer07
HBO,Pk,P,16,2.0,1.91,0.02,1.91,0.1,0.08,0.0,Closer07
HBO,Pk,A,16,53.77,51.52,0.52,51.52,2.25,1.74,0.0,Closer07
NHB,Pk,P,16,5.62,5.51,0.03,5.51,0.11,0.08,0.0,Closer07
NHB,Pk,A,16,5.48,5.36,0.03,5.36,0.12,0.09,0.0,Closer07
HBC,Pk,P,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,16,0.23,0.2,0.0,0.2,0.03,0.0,0.0,Closer07
HBSch,Pk,A,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,17,10.18,9.79,0.09,9.79,0.39,0.19,0.0,Closer07
All,Pk,A,17,4.4,4.34,0.03,4.34,0.07,0.04,0.0,Closer07
HBW,Pk,P,17,2.48,2.41,0.03,2.41,0.07,0.03,0.0,Closer07
HBW,Pk,A,17,0.81,0.81,0.0,0.81,0.0,0.0,0.0,Closer07
HBO,Pk,P,17,6.48,6.28,0.05,6.28,0.2,0.15,0.0,Closer07
HBO,Pk,A,17,3.11,3.05,0.03,3.05,0.06,0.03,0.0,Closer07
NHB,Pk,P,17,0.41,0.41,0.0,0.41,0.01,0.0,0.0,Closer07
NHB,Pk,A,17,0.48,0.47,0.0,0.47,0.01,0.0,0.0,Closer07
HBC,Pk,P,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,17,0.81,0.69,0.0,0.69,0.12,0.0,0.0,Closer07
HBSch,Pk,A,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer07
All,Pk,A,18,873.3,862.24,7.9,862.24,11.06,3.15,0.0,Closer07
HBW,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBW,Pk,A,18,706.13,699.1,6.64,699.1,7.03,0.39,0.0,Closer07
HBO,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBO,Pk,A,18,107.23,105.46,0.98,105.46,1.77,0.79,0.0,Closer07
NHB,Pk,P,18,64.34,62.12,0.28,62.13,2.22,1.94,0.0,Closer07
NHB,Pk,A,18,59.94,57.68,0.29,57.68,2.26,1.97,0.0,Closer07
HBC,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,A,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,19,917.76,837.76,9.04,838.66,79.1,45.11,0.9,Closer07
All,Pk,A,19,461.29,421.28,3.63,421.43,39.86,36.23,0.15,Closer07
HBW,Pk,P,19,205.23,198.31,3.48,198.84,6.4,2.92,0.53,Closer07
HBW,Pk,A,19,57.32,55.96,0.25,55.99,1.33,1.09,0.02,Closer07
HBO,Pk,P,19,564.54,520.04,5.1,520.4,44.14,39.04,0.36,Closer07
HBO,Pk,A,19,327.05,291.87,2.96,291.99,35.06,32.1,0.11,Closer07
NHB,Pk,P,19,81.38,78.03,0.43,78.05,3.32,2.89,0.02,Closer07
NHB,Pk,A,19,76.92,73.45,0.42,73.46,3.46,3.04,0.01,Closer07
HBC,Pk,P,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,19,66.62,41.37,0.03,41.37,25.24,0.25,0.0,Closer07
HBSch,Pk,A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,20,501.19,458.81,5.25,459.5,41.69,28.99,0.69,Closer07
All,Pk,A,20,325.87,293.59,2.63,293.66,32.21,29.58,0.07,Closer07
HBW,Pk,P,20,120.92,116.7,2.17,117.08,3.83,1.66,0.38,Closer07
HBW,Pk,A,20,34.55,33.68,0.16,33.68,0.87,0.7,0.0,Closer07
HBO,Pk,P,20,301.29,273.42,2.77,273.72,27.58,24.81,0.29,Closer07
HBO,Pk,A,20,237.68,209.12,2.17,209.17,28.51,26.34,0.05,Closer07
NHB,Pk,P,20,56.64,53.88,0.3,53.89,2.75,2.45,0.01,Closer07
NHB,Pk,A,20,53.64,50.8,0.3,50.8,2.84,2.54,0.01,Closer07
HBC,Pk,P,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,20,22.34,14.81,0.01,14.81,7.53,0.08,0.0,Closer07
HBSch,Pk,A,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer07
All,Pk,A,21,509.19,499.39,5.99,499.39,9.8,3.81,0.0,Closer07
HBW,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBW,Pk,A,21,451.11,443.57,5.59,443.57,7.54,1.94,0.0,Closer07
HBO,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBO,Pk,A,21,19.22,18.46,0.19,18.46,0.76,0.57,0.0,Closer07
NHB,Pk,P,21,41.99,40.53,0.21,40.53,1.46,1.26,0.0,Closer07
NHB,Pk,A,21,38.86,37.35,0.21,37.35,1.51,1.3,0.0,Closer07
HBC,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,A,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,22,6.84,6.39,0.07,6.39,0.45,0.31,0.0,Closer07
All,Pk,A,22,12.94,12.49,0.16,12.49,0.45,0.29,0.0,Closer07
HBW,Pk,P,22,1.33,1.24,0.02,1.24,0.09,0.07,0.0,Closer07
HBW,Pk,A,22,9.54,9.29,0.13,9.29,0.25,0.12,0.0,Closer07
HBO,Pk,P,22,3.93,3.69,0.04,3.69,0.24,0.21,0.0,Closer07
HBO,Pk,A,22,2.3,2.15,0.02,2.15,0.15,0.13,0.0,Closer07
NHB,Pk,P,22,1.11,1.06,0.01,1.06,0.05,0.04,0.0,Closer07
NHB,Pk,A,22,1.1,1.05,0.01,1.05,0.05,0.04,0.0,Closer07
HBC,Pk,P,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,22,0.47,0.4,0.0,0.4,0.07,0.0,0.0,Closer07
HBSch,Pk,A,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,23,14.49,13.16,0.14,13.16,1.32,0.79,0.0,Closer07
All,Pk,A,23,65.46,61.76,0.85,61.77,3.68,2.83,0.01,Closer07
HBW,Pk,P,23,2.42,2.24,0.05,2.24,0.18,0.13,0.0,Closer07
HBW,Pk,A,23,44.39,42.65,0.66,42.66,1.72,1.06,0.01,Closer07
HBO,Pk,P,23,6.98,6.4,0.07,6.4,0.58,0.51,0.0,Closer07
HBO,Pk,A,23,16.99,15.21,0.16,15.21,1.78,1.61,0.0,Closer07
NHB,Pk,P,23,4.29,4.12,0.03,4.12,0.17,0.14,0.0,Closer07
NHB,Pk,A,23,4.08,3.9,0.03,3.9,0.18,0.16,0.0,Closer07
HBC,Pk,P,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBC,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,23,0.79,0.4,0.0,0.4,0.39,0.0,0.0,Closer07
HBSch,Pk,A,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,24,527.59,462.83,5.39,463.44,64.16,37.79,0.61,Closer07
All,Pk,A,24,233.7,207.36,1.83,207.44,26.26,24.43,0.08,Closer07
HBW,Pk,P,24,120.48,114.64,2.14,114.97,5.51,3.37,0.33,Closer07
HBW,Pk,A,24,26.28,26.0,0.05,26.0,0.28,0.22,0.0,Closer07
HBO,Pk,P,24,333.19,297.45,3.03,297.65,35.54,32.52,0.2,Closer07
HBO,Pk,A,24,175.35,151.3,1.59,151.37,23.97,22.38,0.07,Closer07
NHB,Pk,P,24,33.96,32.07,0.19,32.07,1.89,1.7,0.01,Closer07
NHB,Pk,A,24,32.07,30.05,0.19,30.06,2.01,1.82,0.01,Closer07
HBC,Pk,P,24,4.0,3.93,0.0,4.0,0.0,0.0,0.07,Closer07
HBC,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,24,35.96,14.74,0.03,14.74,21.22,0.21,0.0,Closer07
HBSch,Pk,A,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
All,Pk,P,25,1224.29,1050.26,12.42,1055.25,169.04,106.62,4.99,Closer07
All,Pk,A,25,893.99,676.92,6.6,677.62,216.38,84.81,0.7,Closer07
HBW,Pk,P,25,259.48,241.58,4.8,243.24,16.24,11.44,1.66,Closer07
HBW,Pk,A,25,156.45,145.6,1.59,145.87,10.58,8.99,0.27,Closer07
HBO,Pk,P,25,751.47,657.2,6.86,658.3,93.17,86.31,1.1,Closer07
HBO,Pk,A,25,471.51,400.95,4.19,401.32,70.19,66.0,0.37,Closer07
NHB,Pk,P,25,128.23,119.08,0.7,119.16,9.07,8.37,0.08,Closer07
NHB,Pk,A,25,121.53,112.23,0.68,112.29,9.24,8.55,0.07,Closer07
HBC,Pk,P,25,6.0,3.85,0.0,6.0,0.0,0.0,2.15,Closer07
HBC,Pk,A,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
HBSch,Pk,P,25,79.12,28.56,0.06,28.56,50.56,0.51,0.0,Closer07
HBSch,Pk,A,25,144.5,18.13,0.13,18.13,126.36,1.26,0.0,Closer07
All,Pk,P,26,751.14,649.29,7.57,651.49,99.66,72.14,2.2,Closer07
All,Pk,A,26,684.5,599.17,6.31,600.26,84.24,77.93,1.09,Closer07
HBW,Pk,P,26,156.78,143.2,2.9,144.42,12.36,9.46,1.22,Closer07
HBW,Pk,A,26,195.59,179.65,2.36,180.28,15.31,12.95,0.63,Closer07
HBO,Pk,P,26,439.51,380.59,4.02,381.43,58.08,54.06,0.84,Closer07
HBO,Pk,A,26,379.99,319.68,3.34,320.06,59.93,56.59,0.38,Closer07
NHB,Pk,P,26,115.05,105.92,0.62,106.01,9.05,8.42,0.09,Closer07
NHB,Pk,A,26,108.92,99.84,0.61,99.92,9.0,8.4,0.08,Closer07
HBC,Pk,P,26,1.0,0.95,0.0,1.0,0.0,0.0,0.05,Closer07
HBC,Pk,A,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Closer07
