SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0073_023.8,     0.518,Both,Total,       1.0,      49.0,       2.0,       1.0,Principal Arterial,      1065,    1200.9,    2328.1,    1560.9,    1908.1,    6998.0,      57.1,      57.0,      57.0,      56.9,      57.1,      57.0,     0.545,     0.545,     0.545,     0.546,     0.545,     0.545,      6390,     12780,      6390,     25560,     51120,      0.22,      0.22,      0.27,      0.08,      0.27,     622.1,    1206.2,     808.7,     988.6,    3625.6,     544.4,    1006.0,     705.5,     869.4,    3125.3,       5.7,      42.5,      12.9,      15.0,      76.1,      51.4,      94.9,      65.4,      64.7,     276.4,      20.7,      62.6,      24.9,      39.4,     147.6,     63.52,     10.92,     21.16,     14.21,     17.32,     63.61,     0.014,     0.028,     0.045,         0,     0.087
0073_024.3,     0.495,Both,Total,       1.0,      49.0,       2.0,       1.0,Principal Arterial,      1065,    1204.5,    2319.9,    1564.2,    1905.3,    6993.9,      57.0,      57.0,      57.0,      56.9,      57.0,      57.0,     0.521,     0.522,     0.522,     0.522,     0.521,     0.521,      6390,     12780,      6390,     25560,     51120,      0.22,      0.22,      0.27,      0.08,      0.27,     596.3,    1148.6,     774.5,     943.3,    3462.7,     523.4,     960.4,     675.8,     830.0,    2989.6,       5.5,      39.6,      12.3,      14.4,      71.8,      47.6,      89.3,      61.5,      61.4,     259.8,      19.8,      59.4,      24.8,      37.6,     141.6,     60.72,     10.47,     20.16,     13.61,     16.54,     60.78,     0.013,     0.026,     0.034,         0,     0.073
0073_024.6,     0.921,Both,Total,       1.0,      49.0,       2.0,       1.8,Principal Arterial,      1065,    1226.8,    2373.1,    1596.2,    1947.1,    7143.2,      57.0,      56.9,      56.9,      56.8,      57.0,      56.9,     0.970,     0.971,     0.971,     0.973,     0.970,     0.971,      6390,     12780,      6390,     25560,     51120,      0.22,      0.22,      0.27,      0.09,      0.27,    1130.3,    2186.5,    1470.7,    1794.0,    6581.5,     989.9,    1825.0,    1281.8,    1577.8,    5674.5,      11.3,      75.8,      22.8,      26.4,     136.3,      91.7,     171.6,     119.5,     116.9,     499.7,      37.4,     114.1,      46.6,      72.9,     271.0,    115.50,     19.86,     38.42,     25.89,     31.48,    115.65,     0.022,     0.049,     0.074,         0,     0.145
0073_025.7,     0.682,Both,Total,       1.0,      49.0,       2.0,       1.4,Principal Arterial,      1065,    1246.7,    2430.2,    1625.8,    1989.6,    7292.3,      57.0,      57.0,      57.0,      56.9,      57.0,      57.0,     0.717,     0.718,     0.718,     0.720,     0.718,     0.718,      6390,     12780,      6390,     25560,     51120,      0.22,      0.23,      0.27,      0.09,      0.27,     850.3,    1657.4,    1108.8,    1356.9,    4973.4,     742.3,    1378.3,     964.1,    1193.9,    4278.6,       8.9,      56.6,      15.7,      17.7,      98.9,      71.8,     133.9,      95.0,      88.0,     388.7,      27.3,      88.6,      34.2,      57.3,     207.4,     87.20,     14.93,     29.10,     19.50,     23.79,     87.32,     0.016,     0.029,     0.065,     0.008,     0.118
0073_026.5,     0.330,Both,Total,       1.0,      49.0,       2.0,       0.7,Principal Arterial,      1065,    1293.5,    2518.8,    1686.9,    2073.0,    7572.2,      57.2,      57.0,      57.1,      56.9,      57.2,      57.1,     0.346,     0.346,     0.347,     0.347,     0.346,     0.347,      6390,     12780,      6390,     25560,     51120,      0.23,      0.24,      0.28,      0.09,      0.28,     426.5,     830.7,     556.3,     683.6,    2497.1,     373.1,     691.8,     485.3,     603.2,    2153.4,       4.6,      28.7,       7.6,       8.9,      49.8,      35.7,      67.4,      46.9,      43.5,     193.5,      13.2,      42.9,      16.4,      28.0,     100.5,     43.69,      7.48,     14.55,      9.77,     11.96,     43.76,     0.003,     0.022,     0.033,     0.008,     0.066
0073_026.7,     0.986,Both,Total,       1.0,      49.0,       2.0,       2.0,Principal Arterial,      1065,    1295.9,    2523.5,    1691.2,    2080.2,    7590.8,      57.0,      56.9,      56.9,      56.8,      57.0,      56.9,     1.038,     1.040,     1.040,     1.043,     1.038,     1.040,      6390,     12780,      6390,     25560,     51120,      0.23,      0.24,      0.29,      0.09,      0.29,    1278.3,    2489.1,    1668.2,    2051.9,    7487.5,    1117.6,    2073.9,    1454.4,    1811.2,    6457.1,      13.8,      85.3,      23.2,      26.7,     149.0,     107.4,     201.8,     141.2,     130.2,     580.6,      39.5,     128.2,      49.4,      83.9,     301.0,    131.38,     22.46,     43.74,     29.38,     36.01,    131.59,     0.033,     0.060,     0.114,         0,     0.207
0073_027.7,     0.203,Both,Total,       1.0,      49.0,       2.0,       0.4,Principal Arterial,      1065,    1298.4,    2528.4,    1695.9,    2089.3,    7612.0,      56.9,      56.8,      56.8,      56.6,      56.9,      56.8,     0.214,     0.215,     0.215,     0.216,     0.215,     0.215,      6390,     12780,      6390,     25560,     51120,      0.23,      0.24,      0.29,      0.09,      0.29,     264.1,     514.3,     344.9,     425.0,    1548.3,     230.9,     428.8,     300.6,     375.4,    1335.7,       2.8,      17.3,       4.8,       5.5,      30.4,      22.3,      41.8,      29.4,      26.8,     120.3,       8.2,      26.4,      10.2,      17.3,      62.1,     27.21,      4.65,      9.05,      6.09,      7.47,     27.26,     0.002,     0.004,     0.031,     0.004,     0.041
0073_027.8,     0.596,Both,Total,       1.0,      49.0,       2.0,       1.2,Principal Arterial,      1065,    1298.4,    2528.4,    1695.9,    2089.3,    7612.0,      57.0,      56.9,      56.9,      56.7,      57.0,      56.9,     0.628,     0.629,     0.629,     0.630,     0.628,     0.629,      6390,     12780,      6390,     25560,     51120,      0.23,      0.24,      0.29,      0.09,      0.29,     774.0,    1507.3,    1011.0,    1245.5,    4537.8,     676.7,    1256.8,     880.9,    1100.1,    3914.5,       8.4,      50.7,      14.4,      16.1,      89.6,      65.1,     122.4,      86.0,      78.7,     352.2,      23.8,      77.5,      29.8,      50.6,     181.7,     79.64,     13.60,     26.49,     17.82,     21.86,     79.77,     0.027,     0.041,     0.069,         0,     0.137
0073_028.5,     0.724,Both,Total,       1.0,      49.0,       2.0,       1.4,Principal Arterial,      1065,    1298.4,    2528.4,    1695.9,    2089.3,    7612.0,      57.0,      56.9,      56.9,      56.8,      57.0,      56.9,     0.762,     0.763,     0.763,     0.765,     0.762,     0.763,      6390,     12780,      6390,     25560,     51120,      0.23,      0.24,      0.29,      0.09,      0.29,     940.4,    1831.2,    1228.3,    1513.3,    5513.2,     822.2,    1526.9,    1070.2,    1336.5,    4755.8,      10.1,      61.5,      17.4,      19.5,     108.5,      79.0,     148.7,     104.5,      95.7,     427.9,      28.9,      94.2,      36.2,      61.6,     220.9,     96.71,     16.52,     32.17,     21.63,     26.55,     96.87,     0.020,     0.044,     0.076,         0,     0.140
0073_029.2,     0.519,Both,Total,       1.0,      49.0,       2.0,       1.0,Principal Arterial,      1065,    1298.4,    2528.4,    1695.9,    2089.3,    7612.0,      57.0,      56.9,      56.9,      56.8,      57.0,      56.9,     0.546,     0.547,     0.547,     0.548,     0.546,     0.547,      6390,     12780,      6390,     25560,     51120,      0.23,      0.24,      0.29,      0.09,      0.29,     673.5,    1311.5,     879.7,    1083.8,    3948.5,     588.8,    1093.4,     766.5,     957.2,    3405.9,       7.2,      44.1,      12.4,      14.0,      77.7,      56.7,     106.5,      74.8,      68.5,     306.5,      20.7,      67.4,      26.0,      44.0,     158.1,     69.28,     11.83,     23.04,     15.50,     19.01,     69.38,     0.010,     0.029,     0.059,         0,     0.098
0073_029.7,     0.471,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,      1043,    1994.3,    3563.2,    2637.6,    2919.3,   11114.4,      56.9,      56.1,      56.5,      54.8,      56.9,      56.1,     0.497,     0.504,     0.500,     0.516,     0.497,     0.504,      6259,     12518,      6259,     25035,     50070,      0.41,      0.33,      0.51,      0.14,      0.51,     939.9,    1679.3,    1243.0,    1375.8,    5238.0,     823.8,    1401.2,    1097.7,    1228.6,    4551.3,      10.3,      60.7,      18.0,      20.4,     109.4,      74.5,     132.0,      93.2,      75.1,     374.8,      31.3,      85.3,      33.9,      51.8,     202.3,     91.99,     16.76,     29.71,     22.67,     24.17,     93.31,     0.254,     0.231,     0.862,     0.003,     1.350
0073_030.2,     0.594,Both,Total,       1.0,      49.0,       2.0,       1.2,Principal Arterial,      1065,    2197.2,    3932.3,    2910.6,    3216.9,   12257.0,      57.0,      56.1,      56.5,      54.8,      57.0,      56.2,     0.626,     0.635,     0.631,     0.651,     0.626,     0.635,      6390,     12780,      6390,     25560,     51120,      0.44,      0.36,      0.55,      0.15,      0.55,    1306.1,    2337.4,    1730.1,    1912.1,    7285.7,    1144.0,    1948.9,    1526.8,    1707.2,    6326.9,      14.4,      85.2,      25.8,      28.1,     153.5,     103.9,     184.1,     130.4,     105.2,     523.6,      43.7,     119.3,      47.2,      71.5,     281.7,    127.85,     23.27,     41.34,     31.57,     33.56,    129.74,     0.349,     0.326,     1.223,     0.014,     1.912
0073_030.7,     0.615,Both,Total,       1.0,      49.0,       2.0,       1.2,Principal Arterial,      1016,    2621.8,    4808.2,    3581.4,    3921.7,   14933.1,      48.0,      46.3,      47.0,      43.1,      48.0,      46.1,     0.768,     0.797,     0.785,     0.856,     0.769,     0.800,      6096,     12192,      6096,     24384,     48768,      0.54,      0.45,      0.72,      0.19,      0.72,    1611.4,    2955.1,    2201.1,    2410.3,    9177.9,    1408.2,    2464.2,    1927.8,    2159.3,    7959.5,      20.4,     111.5,      45.1,      32.8,     209.8,     131.0,     234.4,     171.0,     137.8,     674.2,      51.8,     145.0,      57.2,      80.4,     334.4,    191.21,     34.79,     62.87,     51.04,     50.24,    198.94,     1.237,     1.307,     5.213,     0.036,     7.793
0073_031.3,     0.469,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,      1016,    3031.9,    5724.0,    3977.1,    4753.2,   17486.2,      48.0,      44.6,      46.1,      41.4,      47.9,      45.1,     0.586,     0.632,     0.610,     0.680,     0.587,     0.623,      6096,     12192,      6096,     24384,     48768,      0.66,      0.53,      0.77,      0.23,      0.77,    1420.8,    2682.4,    1863.8,    2227.5,    8194.5,    1232.2,    2226.1,    1614.7,    1996.4,    7069.4,      19.6,     111.7,      43.9,      32.3,     207.5,     121.4,     218.6,     154.8,     125.6,     620.4,      47.6,     126.0,      50.5,      73.1,     297.2,    170.76,     31.89,     58.21,     45.05,     46.48,    181.63,     2.319,     2.312,     6.246,     0.053,    10.930
0073_031.8,     0.475,Both,Total,       1.0,      49.0,       2.0,       1.0,Principal Arterial,      1016,    3315.7,    6315.8,    4415.5,    5332.0,   19379.0,      48.0,      42.8,      45.2,      38.3,      47.9,      43.7,     0.595,     0.668,     0.631,     0.745,     0.596,     0.654,      6096,     12192,      6096,     24384,     48768,      0.74,      0.58,      0.87,      0.26,      0.87,    1576.6,    3003.1,    2099.6,    2535.3,    9214.6,    1363.4,    2487.4,    1821.2,    2274.2,    7946.2,      22.2,     131.0,      50.2,      36.1,     239.5,     138.4,     247.0,     172.7,     143.2,     701.3,      52.5,     137.8,      55.4,      81.8,     327.5,    192.12,     36.83,     66.42,     54.76,     52.96,    210.97,     4.040,     3.812,    11.065,     0.103,    19.020
0073_032.3,     0.989,Both,Total,       1.0,      49.0,       2.0,       2.0,Principal Arterial,       957,    3315.7,    6315.8,    4665.5,    5332.0,   19629.0,      46.5,      42.3,      44.3,      36.1,      46.5,      42.2,     1.275,     1.406,     1.340,     1.647,     1.277,     1.407,      6016,     12032,      6016,     24064,     48128,      0.75,      0.59,      0.97,      0.26,      0.97,    3279.6,    6247.1,    4614.7,    5274.0,   19415.4,    2836.1,    5174.2,    4035.7,    4730.9,   16776.9,      46.3,     272.5,     104.4,      75.1,     498.3,     287.9,     513.7,     359.2,     297.8,    1458.6,     109.3,     286.6,     115.3,     170.2,     681.4,    417.09,     77.55,    141.03,    127.78,    113.49,    459.85,     7.266,     6.825,    28.967,     0.188,    43.246
0073_033.3,     0.543,Both,Total,       1.0,      49.0,       4.0,       2.2,Principal Arterial,       929,    8175.7,   16459.2,   11259.2,   15937.0,   51831.1,      40.0,      25.2,      32.5,      19.6,      39.4,      28.7,     0.814,     1.313,     1.001,     1.669,     0.826,     1.143,     11148,     22296,     11148,     44592,     89184,      1.08,      0.79,      1.26,      0.44,      1.26,    4438.8,    8936.0,    6112.9,    8652.5,   28140.2,    3900.9,    7731.0,    5598.4,    7915.6,   25145.9,      65.4,     322.0,      99.7,     102.1,     589.2,     335.0,     589.9,     314.4,     428.5,    1667.8,     137.5,     292.9,     100.2,     206.3,     736.9,    702.89,    175.93,    274.56,    311.29,    219.38,    981.16,    68.083,    51.379,   160.413,     3.281,   283.156
0073_033.9,     0.753,Both,Total,       1.0,      49.0,       4.0,       3.0,Principal Arterial,       929,    8911.3,   17959.7,   12230.5,   17130.8,   56232.3,      40.0,      21.7,      30.0,      16.0,      39.2,      25.4,     1.130,     2.129,     1.506,     2.849,     1.153,     1.792,     11148,     22296,     11148,     44592,     89184,      1.18,      0.87,      1.38,      0.47,      1.38,    6708.8,   13520.8,    9207.6,   12896.7,   42333.9,    5856.3,   11550.1,    8372.5,   11747.8,   37526.7,     106.4,     517.3,     156.4,     158.1,     938.2,     532.8,     976.3,     520.2,     668.7,    2698.0,     213.3,     477.0,     158.4,     322.2,    1170.9,   1058.73,    309.22,    450.77,    576.25,    329.00,   1665.24,   148.387,   112.687,   350.443,     6.522,   618.039
0073_034.6,     0.793,Both,Total,       1.0,      49.0,       4.0,       3.2,Principal Arterial,       929,    9368.1,   19254.8,   13298.0,   16867.5,   58788.4,      40.0,      14.1,      25.3,      15.5,      39.4,      21.7,     1.189,     3.550,     1.897,     3.074,     1.209,     2.238,     11148,     22296,     11148,     44592,     89184,      1.39,      1.09,      1.36,      0.43,      1.39,    7426.3,   15263.7,   10541.6,   13371.2,   46602.8,    6753.4,   12986.2,    9605.2,   12109.7,   41454.5,     126.2,     598.5,     195.7,     184.7,    1105.1,     382.3,    1093.9,     567.6,     728.1,    2771.9,     164.4,     585.1,     173.1,     348.6,    1271.2,   1165.42,    525.09,    604.26,    678.74,    339.79,   2147.88,   368.611,   227.162,   417.764,     5.382,  1018.919
0073_035.4,     0.297,Both,Total,       1.0,      49.0,       6.0,       1.8,Expressway,       919,    5751.0,    9236.2,    7475.4,   10622.6,   33085.2,      45.0,      43.7,      45.0,      43.9,      45.0,      44.5,     0.397,     0.409,     0.397,     0.407,     0.397,     0.401,     16542,     33084,     16542,     66168,    132336,      0.63,      0.34,      0.63,      0.18,      0.63,    1710.0,    2746.2,    2222.6,    3158.5,    9837.3,    1330.0,    2217.1,    1922.7,    2814.6,    8284.4,      31.0,     150.2,      49.3,      56.8,     287.3,     235.5,     247.7,     183.0,     198.1,     864.3,     113.5,     131.3,      67.7,      88.9,     401.4,    218.73,     39.16,     61.09,     50.65,     70.23,    221.13,     1.154,     0.028,     1.247,     0.006,     2.435
0073_035.7,     0.119,Both,Total,       1.0,      49.0,       4.0,       0.5,Minor Arterial,       815,    8051.4,   14875.1,   10641.4,   11232.0,   44799.9,      29.9,      15.2,      22.2,      12.3,      29.7,      18.3,     0.240,     0.482,     0.322,     0.588,     0.241,     0.394,      9780,     19560,      9780,     39120,     78240,      1.23,      0.92,      1.35,      0.32,      1.35,     961.3,    1776.1,    1270.6,    1341.1,    5349.1,     756.3,    1329.1,    1031.7,    1121.0,    4238.1,      24.6,     112.2,      40.8,      30.6,     208.2,     123.6,     204.9,     143.0,     127.8,     599.3,      56.8,     129.8,      55.1,      61.8,     303.5,    179.11,     63.45,     79.92,    103.65,     45.16,    292.18,    32.494,    20.450,    61.802,     0.254,   115.000
0073_035.8,     0.364,Both,Total,       1.0,      49.0,       6.0,       2.2,Minor Arterial,       781,    6420.2,   14580.1,    9563.9,   10558.2,   41122.4,      30.0,      28.6,      28.0,      25.4,      29.9,      27.9,     0.728,     0.763,     0.778,     0.858,     0.728,     0.782,     14058,     28116,     14058,     56232,    112464,      0.57,      0.60,      0.75,      0.21,      0.75,    2334.3,    5301.0,    3477.3,    3838.7,   14951.3,    1861.1,    4127.1,    2924.8,    3296.8,   12209.8,      61.6,     307.7,     106.3,      87.5,     563.1,     280.4,     534.4,     318.5,     283.7,    1417.0,     131.1,     331.8,     127.6,     170.8,     761.3,    498.72,     81.60,    189.07,    136.78,    128.20,    535.65,     3.776,    12.257,    20.791,     0.138,    36.962
0074_000.0,     0.156,Both,Total,       1.0,      49.0,       4.0,       0.6,Minor Arterial,       815,    4340.0,    8705.5,    5923.5,    5566.3,   24535.3,      30.0,      28.1,      29.0,      27.1,      30.0,      28.6,     0.312,     0.333,     0.322,     0.346,     0.312,     0.328,      9780,     19560,      9780,     39120,     78240,      0.64,      0.51,      0.69,      0.16,      0.69,     676.2,    1356.4,     923.0,     867.3,    3822.9,     567.6,    1088.4,     809.3,     745.1,    3210.4,      13.5,      78.2,      27.1,      19.7,     138.5,      73.3,     118.8,      69.5,      68.2,     329.8,      21.8,      70.9,      16.9,      34.2,     143.8,    127.43,     24.08,     46.79,     34.09,     28.91,    133.87,     1.558,     1.568,     3.357,     0.016,     6.499
0074_000.1,     0.278,Both,Total,       1.0,      49.0,       2.0,       0.6,Minor Arterial,       849,    2898.2,    5930.9,    3315.3,    5216.9,   17361.3,      30.0,      26.7,      27.2,      26.0,      29.9,      27.6,     0.556,     0.626,     0.614,     0.642,     0.558,     0.604,      5094,     10188,      5094,     20376,     40752,      0.74,      0.67,      0.76,      0.29,      0.76,     804.8,    1646.9,     920.6,    1448.6,    4820.9,     681.2,    1291.0,     804.0,    1257.0,    4033.2,      15.2,     104.6,      24.5,      30.8,     175.1,      83.2,     156.5,      74.6,     108.1,     422.4,      25.1,      94.9,      17.5,      52.7,     190.2,    160.81,     30.17,     60.65,     35.35,     48.49,    174.66,     3.397,     5.713,     4.754,     0.174,    14.038
0074_000.4,     0.594,Both,Total,       1.0,      49.0,       2.0,       1.2,Minor Arterial,       894,    3210.7,    6431.6,    3718.5,    5609.8,   18970.6,      36.0,      31.9,      32.3,      30.3,      35.9,      32.8,     0.990,     1.119,     1.104,     1.177,     0.994,     1.088,      5364,     10728,      5364,     21456,     42912,      0.74,      0.67,      0.78,      0.30,      0.78,    1907.3,    3820.5,    2208.9,    3332.4,   11269.1,    1630.6,    3019.0,    1933.6,    2914.8,    9498.0,      37.7,     240.7,      49.9,      68.5,     396.8,     187.6,     352.8,     180.4,     233.2,     954.0,      51.3,     207.9,      45.0,     115.9,     420.1,    312.99,     59.76,    118.36,     72.83,     92.92,    343.87,     6.914,    12.249,    11.590,     0.369,    31.122
0074_001.0,     0.523,Both,Total,       1.0,      49.0,       2.0,       1.0,Minor Arterial,       894,    2707.2,    5343.7,    3143.6,    5071.9,   16266.4,      36.0,      34.1,      34.1,      32.5,      35.9,      34.3,     0.872,     0.922,     0.921,     0.966,     0.874,     0.914,      5364,     10728,      5364,     21456,     42912,      0.58,      0.55,      0.69,      0.27,      0.69,    1415.7,    2794.3,    1643.8,    2652.1,    8505.9,    1189.7,    2161.1,    1367.4,    2321.0,    7039.2,      31.5,     186.7,      44.6,      58.8,     321.6,     142.6,     277.1,     183.8,     182.3,     785.8,      51.7,     169.5,      48.2,      90.1,     359.5,    236.40,     41.57,     82.02,     50.57,     73.90,    248.06,     2.242,     4.356,     4.902,     0.187,    11.687
0074_001.6,     0.581,Both,Total,       1.0,      49.0,       2.0,       1.2,Minor Arterial,       894,    2771.3,    5876.4,    3674.6,    4797.1,   17119.4,      36.0,      33.9,      33.4,      30.6,      35.9,      33.5,     0.968,     1.027,     1.044,     1.140,     0.970,     1.040,      5364,     10728,      5364,     21456,     42912,      0.58,      0.61,      0.75,      0.25,      0.75,    1609.7,    3413.2,    2134.4,    2786.3,    9943.6,    1339.8,    2735.0,    1815.4,    2451.1,    8341.3,      40.0,     194.7,      57.3,      60.4,     352.4,     166.1,     306.5,     202.1,     192.9,     867.6,      63.6,     177.2,      59.5,      81.9,     382.2,    276.18,     47.43,    102.23,     69.81,     77.54,    297.01,     2.710,     7.437,    10.530,     0.149,    20.826
0074_002.1,     0.130,Both,Total,       1.0,      49.0,       2.0,       0.3,Minor Arterial,       894,    3138.8,    6531.5,    4248.0,    5254.6,   19172.9,      35.9,      32.7,      32.1,      27.5,      35.8,      31.9,     0.218,     0.239,     0.243,     0.285,     0.218,     0.245,      5364,     10728,      5364,     21456,     42912,      0.65,      0.68,      0.86,      0.27,      0.86,     409.0,     851.2,     553.6,     684.8,    2498.6,     344.7,     688.7,     476.9,     605.5,    2115.8,      10.1,      47.8,      14.4,      15.1,      87.4,      39.7,      73.7,      48.9,      45.7,     208.0,      14.5,      41.0,      13.3,      18.5,      87.3,     69.56,     12.50,     26.48,     20.15,     19.11,     78.24,     1.121,     2.779,     4.740,     0.060,     8.700
0074_002.3,     0.867,Both,Total,       1.0,      49.0,       2.0,       1.7,Minor Arterial,       894,    1637.0,    3532.1,    2439.4,    2796.4,   10404.9,      36.0,      35.7,      35.6,      34.5,      36.0,      35.4,     1.445,     1.458,     1.462,     1.507,     1.445,     1.467,      5364,     10728,      5364,     21456,     42912,      0.34,      0.37,      0.52,      0.15,      0.52,    1418.9,    3061.7,    2114.5,    2423.9,    9019.0,    1173.7,    2469.7,    1796.9,    2135.4,    7575.7,      37.6,     164.9,      57.1,      56.6,     316.2,     143.4,     282.8,     204.9,     173.0,     804.1,      64.3,     144.2,      55.6,      59.0,     323.1,    250.54,     39.80,     86.05,     61.27,     67.36,    254.48,     0.371,     1.009,     2.544,     0.013,     3.937
0074_003.1,     0.765,Both,Total,       1.0,      49.0,       2.0,       1.5,Minor Arterial,       894,    1323.0,    2957.1,    2093.2,    2350.9,    8724.2,      36.0,      35.9,      35.8,      35.3,      36.0,      35.7,     1.275,     1.280,     1.282,     1.301,     1.275,     1.284,      5364,     10728,      5364,     21456,     42912,      0.28,      0.31,      0.42,      0.12,      0.42,    1011.9,    2261.9,    1601.1,    1798.2,    6673.1,     842.5,    1849.1,    1358.6,    1600.1,    5650.3,      28.7,     120.4,      50.8,      44.3,     244.2,     100.0,     190.6,     144.9,     114.6,     550.1,      40.7,     101.7,      46.8,      39.2,     228.4,    185.43,     28.22,     63.20,     45.38,     49.97,    186.77,     0.097,     0.352,     0.893,     0.009,     1.351
0074_003.9,     0.723,Both,Total,       1.0,      49.0,       2.0,       1.4,Minor Arterial,       894,    1415.9,    2838.5,    1911.7,    2355.9,    8522.0,      36.0,      35.8,      35.8,      35.5,      36.0,      35.8,     1.205,     1.210,     1.210,     1.221,     1.205,     1.211,      5364,     10728,      5364,     21456,     42912,      0.32,      0.31,      0.40,      0.12,      0.40,    1023.1,    2051.1,    1381.3,    1702.3,    6157.8,     833.0,    1609.3,    1170.7,    1479.2,    5092.2,      31.0,     129.2,      44.8,      45.3,     250.3,     115.2,     206.0,     129.4,     111.0,     561.6,      44.0,     106.5,      36.4,      66.7,     253.6,    171.10,     28.56,     57.25,     38.89,     47.31,    172.01,     0.131,     0.260,     0.508,         0,     0.899
0074_004.6,     0.506,Both,Total,       1.0,      49.0,       2.0,       1.0,Minor Arterial,       939,    1390.1,    2812.7,    1887.1,    2308.5,    8398.4,      40.0,      39.8,      39.8,      39.6,      40.0,      39.8,     0.759,     0.762,     0.762,     0.767,     0.759,     0.762,      5634,     11268,      5634,     22536,     45072,      0.29,      0.29,      0.38,      0.11,      0.38,     703.1,    1422.7,     954.6,    1167.8,    4248.2,     575.0,    1119.6,     811.9,    1019.2,    3525.7,      20.1,      90.2,      31.8,      30.3,     172.4,      79.6,     142.5,      87.4,      75.1,     384.6,      28.6,      70.5,      23.4,      43.1,     165.6,    106.27,     17.65,     35.72,     24.12,     29.21,    106.70,     0.056,     0.131,     0.249,         0,     0.436
0075_000.0,     0.159,Both,Total,       1.0,      49.0,       2.0,       0.3,Principal Arterial,       976,    1546.9,    3378.6,    2763.7,    2655.4,   10344.6,      54.6,      54.3,      54.3,      54.1,      54.4,      54.3,     0.175,     0.176,     0.176,     0.177,     0.176,     0.176,      5854,     11707,      5854,     23414,     46829,      0.47,      0.46,      0.68,      0.16,      0.68,     246.4,     538.2,     440.3,     423.0,    1647.9,     180.8,     389.6,     357.7,     349.3,    1277.4,       7.3,      35.6,      12.8,      12.7,      68.4,      38.7,      67.7,      50.4,      36.6,     193.4,      19.7,      45.3,      19.2,      24.4,     108.6,     30.18,      4.54,      9.91,      8.14,      7.78,     30.37,     0.011,     0.044,     0.080,     0.024,     0.159
0075_000.1,     0.440,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       957,    3706.7,    6505.7,    4647.3,    5038.3,   19898.0,      40.0,      36.1,      37.5,      31.8,      40.0,      36.3,     0.659,     0.733,     0.702,     0.832,     0.660,     0.728,      5743,     11486,      5743,     22973,     45945,      0.79,      0.69,      1.00,      0.27,      1.00,    1629.2,    2859.4,    2042.7,    2214.5,    8745.8,    1285.8,    2087.5,    1657.9,    1826.6,    6857.8,      37.0,     174.0,      57.1,      61.6,     329.7,     205.1,     364.6,     238.9,     201.0,    1009.6,     101.4,     233.4,      88.7,     125.2,     548.7,    218.40,     45.17,     76.16,     64.27,     55.38,    240.98,     4.573,     4.726,    13.413,     0.080,    22.792
0075_000.6,     0.376,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       968,    3565.2,    6258.6,    4457.5,    4859.5,   19140.8,      40.1,      34.8,      36.7,      29.6,      40.0,      35.1,     0.563,     0.650,     0.614,     0.765,     0.564,     0.644,      5808,     11616,      5808,     23232,     46464,      0.76,      0.66,      0.95,      0.26,      0.95,    1340.2,    2352.7,    1675.6,    1826.7,    7195.2,    1059.6,    1718.1,    1359.8,    1507.5,    5645.0,      29.9,     141.7,      45.9,      51.2,     268.7,     167.6,     301.6,     196.6,     165.4,     831.2,      82.9,     191.3,      73.3,     102.6,     450.1,    179.65,     38.51,     64.07,     56.66,     45.70,    204.94,     5.150,     5.316,    14.997,     0.083,    25.546
0075_000.9,     1.092,Both,Total,       1.0,      49.0,       2.0,       2.2,Principal Arterial,       968,    2028.5,    3624.5,    2683.6,    2756.0,   11092.6,      40.0,      38.6,      39.6,      38.1,      40.0,      39.1,     1.637,     1.702,     1.655,     1.721,     1.637,     1.675,      5808,     11616,      5808,     23232,     46464,      0.54,      0.40,      0.59,      0.13,      0.59,    2214.6,    3957.0,    2929.7,    3008.8,   12110.1,    1780.0,    2918.0,    2406.1,    2557.1,    9661.2,      57.3,     251.0,      87.9,      63.2,     459.4,     261.4,     491.2,     322.8,     240.6,    1316.0,     115.9,     296.7,     112.9,     147.8,     673.3,    302.63,     57.41,     99.96,     76.95,     75.20,    309.52,     2.186,     1.083,     3.764,     0.009,     7.042
