SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       998,    3121.3,    5197.6,    3812.4,    4485.9,   16617.2,      44.5,      38.6,      43.3,      37.4,      44.5,      41.2,     0.636,     0.737,     0.654,     0.760,     0.636,      5987,     11974,      5987,     23947,     47895,      0.77,      0.47,      0.82,      0.23,      0.82,    1473.0,    2452.7,    1799.1,    2117.0,    7841.8,    1324.6,    2080.0,    1644.4,    1937.9,    6986.9,      18.8,     100.1,      31.7,      26.5,     177.1,      94.6,     165.5,      95.8,      97.9,     453.8,      34.9,     107.1,      27.3,      54.7,     224.0,    176.03,     38.19,     56.66,     48.09,     47.58,    190.52,     5.288,     1.601,     7.875,     0.054,    14.818
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3199.4,    5352.8,    3904.3,    4618.3,   17074.8,      46.0,      41.1,      44.9,      40.1,      45.9,      43.2,     0.497,     0.558,     0.509,     0.571,     0.498,      5984,     11969,      5984,     23937,     47874,      0.79,      0.49,      0.84,      0.23,      0.84,    1218.7,    2038.9,    1487.2,    1759.2,    6504.0,    1093.7,    1723.8,    1358.0,    1606.0,    5781.5,      17.0,      84.8,      26.4,      23.4,     151.6,      78.9,     139.0,      79.8,      82.8,     380.5,      29.1,      91.4,      23.0,      47.0,     190.5,    141.49,     29.64,     45.39,     37.07,     38.30,    150.40,     3.238,     1.040,     4.826,     0.035,     9.139
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3510.6,    5933.4,    4322.8,    5109.4,   18876.2,      40.0,      39.2,      39.8,      39.0,      40.0,      39.6,     0.418,     0.426,     0.419,     0.428,     0.418,     11148,     22296,     11148,     44592,     89184,      0.46,      0.29,      0.49,      0.14,      0.49,     976.9,    1651.0,    1202.9,    1421.8,    5252.6,     871.3,    1381.7,    1091.2,    1293.8,    4638.0,      15.5,      74.2,      22.7,      19.0,     131.4,      65.9,     118.2,      68.8,      69.0,     321.9,      24.1,      76.9,      20.1,      39.9,     161.0,    131.39,     24.92,     41.47,     30.83,     35.57,    132.79,     0.499,     0.165,     0.764,     0.005,     1.433
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3947.0,    7001.7,    5008.2,    5976.9,   21933.8,      40.0,      39.1,      39.7,      38.5,      40.0,      39.4,     0.339,     0.347,     0.342,     0.352,     0.339,     11148,     22296,     11148,     44592,     89184,      0.48,      0.35,      0.55,      0.16,      0.55,     892.5,    1583.3,    1132.5,    1351.5,    4959.8,     783.4,    1299.9,    1009.3,    1213.5,    4306.1,      14.0,      73.5,      24.9,      21.1,     133.5,      68.4,     127.5,      74.6,      74.9,     345.4,      26.7,      82.3,      23.8,      42.0,     174.8,    124.00,     22.81,     39.91,     29.38,     33.80,    125.90,     0.506,     0.330,     1.087,     0.002,     1.925
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4216.3,    7645.0,    5355.9,    6684.2,   23901.4,      40.0,      38.5,      39.5,      37.9,      39.9,      39.1,     0.669,     0.695,     0.677,     0.707,     0.669,     11148,     22296,     11148,     44592,     89184,      0.55,      0.38,      0.60,      0.18,      0.60,    1877.6,    3404.4,    2385.1,    2976.6,   10643.7,    1645.3,    2814.5,    2129.6,    2683.2,    9272.6,      28.9,     144.9,      45.7,      42.8,     262.3,     145.1,     265.0,     156.1,     152.6,     718.8,      58.4,     180.1,      53.7,      97.9,     390.1,    266.31,     48.79,     86.20,     63.00,     74.51,    272.50,     1.876,     1.018,     3.399,     0.036,     6.329
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    5031.1,    9288.2,    6508.4,    8011.1,   28838.8,      40.0,      37.3,      39.0,      35.9,      40.0,      38.2,     0.373,     0.402,     0.383,     0.417,     0.374,     11148,     22296,     11148,     44592,     89184,      0.65,      0.47,      0.72,      0.21,      0.72,    1253.1,    2313.5,    1621.1,    1995.4,    7183.1,    1095.7,    1900.6,    1434.6,    1785.8,    6216.7,      17.9,      97.4,      30.1,      28.6,     174.0,      97.2,     183.5,     112.6,     105.7,     499.0,      42.3,     132.1,      43.8,      75.3,     293.5,    179.37,     33.61,     59.31,     45.16,     49.88,    187.96,     2.390,     1.534,     4.780,     0.054,     8.758
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    9681.2,   18110.6,   12070.6,   14379.7,   54242.1,      44.9,      40.4,      43.1,      37.1,      44.9,      41.6,     0.596,     0.665,     0.621,     0.723,     0.596,     16542,     33084,     16542,     66168,    132336,      0.81,      0.65,      0.88,      0.25,      0.88,    4319.7,    8080.8,    5385.8,    6416.2,   24202.5,    3402.2,    5824.2,    4243.7,    5097.6,   18567.7,      77.2,     360.0,     116.2,     107.5,     660.9,     502.3,     937.2,     623.7,     572.9,    2636.1,     338.0,     959.5,     402.2,     638.0,    2337.7,    538.72,    106.92,    187.59,    144.99,    142.84,    582.34,    11.210,     7.715,    25.508,     0.017,    44.450
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    8335.2,   15661.6,   10727.6,   13261.4,   47985.8,      45.0,      41.7,      44.3,      39.5,      45.0,      42.9,     0.360,     0.391,     0.366,     0.413,     0.360,     16542,     33084,     16542,     66168,    132336,      0.76,      0.55,      0.84,      0.24,      0.84,    2254.3,    4235.8,    2901.4,    3586.7,   12978.2,    1850.5,    3171.3,    2359.2,    2948.6,   10329.6,      35.2,     166.5,      53.6,      53.3,     308.6,     216.3,     432.0,     286.5,     261.0,    1195.8,     152.3,     466.0,     202.0,     323.8,    1144.1,    288.14,     54.08,     95.59,     73.41,     79.63,    302.71,     4.233,     1.552,     9.362,     0.007,    15.154
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6561.0,   13023.1,    8502.2,   11224.4,   39310.7,      45.0,      38.8,      42.7,      34.9,      45.0,      40.7,     0.584,     0.681,     0.615,     0.759,     0.585,     11376,     22752,     11376,     45504,     91008,      0.85,      0.67,      0.95,      0.30,      0.95,    2873.7,    5704.0,    3723.8,    4916.2,   17217.7,    2350.7,    4328.0,    3016.8,    4044.1,   13739.6,      38.2,     186.4,      56.2,      52.6,     333.4,     271.1,     525.0,     358.3,     336.4,    1490.8,     213.7,     664.7,     292.7,     483.1,    1654.2,    382.87,     73.98,    133.48,    106.66,    109.35,    423.47,    10.621,     6.654,    24.680,     0.038,    41.993
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6561.0,   13023.1,    8502.2,   11224.4,   39310.7,      45.0,      38.8,      42.7,      34.9,      44.9,      40.6,     0.580,     0.676,     0.610,     0.753,     0.580,     11376,     22752,     11376,     45504,     91008,      0.85,      0.67,      0.95,      0.30,      0.95,    2850.8,    5658.5,    3694.3,    4877.0,   17080.6,    2332.0,    4293.5,    2992.9,    4012.0,   13630.4,      37.9,     184.9,      55.7,      52.1,     330.6,     268.9,     520.8,     355.3,     333.7,    1478.7,     212.0,     659.4,     290.3,     479.2,    1640.9,    379.94,     73.42,    132.45,    105.84,    108.52,    420.23,    10.547,     6.595,    24.498,     0.034,    41.674
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4704.3,    9775.9,    6434.5,    8076.5,   28991.2,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.771,     0.768,     0.791,     0.763,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3292.2,    6841.5,    4503.1,    5652.2,   20289.0,    2671.6,    5167.0,    3590.8,    4518.5,   15947.9,      41.3,     182.5,      52.5,      49.7,     326.0,     289.8,     605.3,     444.6,     398.2,    1737.9,     289.7,     886.8,     415.1,     685.8,    2277.4,    368.74,     60.45,    125.14,     84.71,    102.73,    373.03,     0.623,     0.814,     2.957,         0,     4.394
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4084.2,    8691.6,    5614.8,    7032.9,   25423.5,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.611,     0.601,     12252,     24504,     12252,     49008,     98016,      0.46,      0.44,      0.57,      0.17,      0.57,    2251.2,    4790.7,    3094.8,    3876.5,   14013.2,    1795.4,    3563.3,    2414.4,    3038.6,   10811.7,      27.0,     123.3,      35.8,      25.9,     212.0,     208.9,     433.2,     324.8,     286.1,    1253.0,     219.9,     670.9,     319.8,     525.9,    1736.5,    254.73,     41.07,     87.38,     57.12,     70.47,    256.04,     0.155,     0.293,     0.887,         0,     1.335
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    3020.1,    6678.8,    4221.4,    5244.5,   19164.8,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.984,     0.985,     0.983,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2719.2,    6013.3,    3800.8,    4722.0,   17255.3,    2116.1,    4361.2,    2854.4,    3529.8,   12861.5,      18.0,      96.2,      24.3,      19.8,     158.3,     258.1,     542.9,     428.7,     370.1,    1599.8,     327.0,    1013.1,     493.5,     802.2,    2635.8,    313.87,     49.48,    109.47,     69.34,     85.89,    314.18,     0.024,     0.099,     0.201,     0.006,     0.330
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    3048.3,    6776.6,    4362.3,    5261.0,   19448.2,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.32,      0.36,      0.44,      0.14,      0.44,     591.3,    1314.5,     846.1,    1020.5,    3772.4,     456.1,     950.9,     637.2,     761.8,    2806.0,       4.1,      23.2,       5.4,       6.6,      39.3,      58.7,     122.1,      97.4,      80.3,     358.5,      72.4,     218.2,     106.1,     171.7,     568.4,     68.60,     10.76,     23.93,     15.44,     18.56,     68.69,     0.008,     0.025,     0.044,         0,     0.077
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2830.6,    6401.9,    4081.7,    4962.5,   18276.7,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.345,     0.345,     0.346,     0.346,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     896.3,    2027.0,    1292.4,    1571.2,    5786.9,     685.1,    1451.7,     955.2,    1154.6,    4246.6,       4.8,      28.7,       9.8,       6.6,      49.9,      89.8,     189.4,     154.5,     128.0,     561.7,     116.6,     357.2,     172.9,     282.1,     928.8,    105.24,     16.30,     36.89,     23.57,     28.58,    105.34,         0,     0.026,     0.054,     0.004,     0.084
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2521.9,    5736.9,    3590.5,    4421.2,   16270.5,      55.0,      54.5,      54.0,      51.8,      55.0,      53.8,     0.472,     0.476,     0.481,     0.502,     0.472,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.69,      0.24,      0.69,    1091.4,    2483.0,    1553.9,    1913.5,    7041.8,     817.4,    1753.3,    1106.0,    1359.5,    5036.2,       3.1,      23.2,       8.7,       6.5,      41.5,     112.7,     237.2,     198.2,     168.8,     716.9,     158.5,     469.2,     241.1,     378.7,    1247.5,    128.04,     20.01,     46.01,     30.01,     34.79,    130.82,     0.159,     0.893,     1.757,     0.001,     2.810
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2542.3,    5753.9,    3634.6,    4368.1,   16298.9,      55.0,      54.5,      53.9,      51.3,      55.0,      53.6,     0.984,     0.992,     1.004,     1.054,     0.984,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2291.1,    5185.5,    3275.5,    3936.6,   14688.7,    1698.1,    3631.0,    2292.2,    2769.6,   10390.9,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    267.20,     42.05,     96.26,     63.88,     71.62,    273.81,     0.365,     1.984,     4.262,         0,     6.611
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2493.6,    5649.9,    3561.7,    4276.7,   15981.9,      56.0,      55.6,      55.0,      52.6,      56.0,      54.8,     2.956,     2.978,     3.012,     3.142,     2.956,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6879.7,   15587.6,    9826.5,   11799.2,   44093.0,    5085.8,   10883.2,    6843.8,    8253.9,   31066.7,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    787.31,    123.80,    283.44,    186.65,    210.70,    804.59,     0.918,     5.289,    11.082,     0.015,    17.304
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2385.4,    5430.1,    3411.6,    4109.9,   15337.0,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.829,     2.692,      6384,     12768,      6384,     25536,     51072,      0.49,      0.56,      0.68,      0.23,      0.68,    5993.7,   13644.1,    8572.2,   10326.9,   38536.9,    4387.9,    9452.6,    5898.5,    7138.2,   26877.2,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    688.20,    107.68,    247.32,    160.98,    184.43,    700.41,     0.616,     3.801,     7.781,     0.006,    12.204
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2312.4,    5280.7,    3310.5,    3982.9,   14886.5,      56.0,      55.7,      55.3,      53.6,      56.0,      55.1,     3.599,     3.617,     3.647,     3.758,     3.599,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7765.8,   17734.4,   11117.7,   13375.9,   49993.8,    5622.9,   12145.8,    7547.9,    9114.2,   34430.8,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    892.88,    139.41,    320.85,    207.48,    238.90,    906.64,     0.686,     4.276,     8.759,     0.003,    13.724
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1656.6,    3927.1,    2374.5,    2925.6,   10883.8,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.911,     7.838,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12118.1,   28727.1,   17369.6,   21401.0,   79615.8,    7912.0,   17915.4,   10478.8,   12966.7,   49272.9,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1421.78,    216.58,    514.52,    313.22,    382.18,   1426.50,     0.180,     1.583,     2.899,     0.001,     4.663
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1633.5,    3871.8,    2341.6,    2886.0,   10732.9,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.470,     9.491,     9.547,     9.464,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.53,      0.17,      0.53,   14428.2,   34198.3,   20682.5,   25491.1,   94800.1,    9411.2,   21260.2,   12434.7,   15395.3,   58501.4,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1692.93,    257.85,    612.37,    372.72,    455.22,   1698.16,     0.178,     1.749,     3.233,     0.003,     5.163
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1611.0,    3810.0,    2300.9,    2834.8,   10556.7,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.109,     8.152,     8.087,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12159.8,   28757.8,   17367.2,   21397.0,   79681.8,    7910.2,   17820.8,   10392.8,   12845.1,   48968.9,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.89,    217.29,    514.82,    312.74,    382.10,   1426.95,     0.146,     1.359,     2.497,     0.004,     4.006
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1611.0,    3810.0,    2300.9,    2834.8,   10556.7,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8090.1,   19133.0,   11554.6,   14235.8,   53013.5,    5262.8,   11856.4,    6914.5,    8546.1,   32579.8,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.72,    144.58,    342.53,    208.08,    254.22,    949.41,     0.101,     0.898,     1.671,     0.005,     2.675
0006_216.2,     4.891,Both,Total,       1.0,      49.0,       2.0,       9.8,Expressway,      1064,    1530.5,    3578.1,    2172.1,    2686.2,    9966.9,      56.0,      56.0,      55.9,      55.7,      56.0,      55.9,     5.241,     5.244,     5.250,     5.269,     5.241,      6384,     12768,      6384,     25536,     51072,      0.31,      0.39,      0.48,      0.16,      0.48,    7485.9,   17500.9,   10624.0,   13138.5,   48749.3,    4854.4,   11083.7,    6471.5,    8032.2,   30441.8,         0,         0,         0,         0,         0,     997.8,    1834.2,    1618.9,    1413.5,    5864.4,    1633.6,    4583.0,    2533.6,    3692.8,   12443.0,    870.54,    133.75,    313.06,    190.76,    234.63,    872.20,     0.079,     0.554,     1.011,         0,     1.644
