SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0089_373.6,     0.884,Both,Total,       1.0,      35.0,       6.0,       5.3,Principal Arterial,       846,    5724.2,   12451.0,    8711.2,    8882.1,   35768.5,      34.0,      33.0,      33.2,      31.0,      34.0,      32.8,     1.560,     1.605,     1.598,     1.710,     1.561,     1.617,     15228,     30456,     15228,     60912,    121824,      0.52,      0.45,      0.68,      0.17,      0.68,    5058.8,   11003.8,    7698.7,    7849.8,   31611.1,    4112.2,    9040.9,    6598.7,    6935.0,   26686.8,      58.8,     343.2,     121.1,     101.3,     624.4,     701.6,    1173.0,     790.7,     608.3,    3273.6,     186.3,     446.7,     188.2,     205.2,    1026.4,    930.12,    153.12,    331.59,    248.29,    231.05,    964.05,     4.298,     7.830,    21.805,     0.088,    34.021
0089_374.5,     0.887,Both,Total,       1.0,      35.0,       6.0,       5.3,Principal Arterial,       846,    6457.7,   13103.1,    8801.7,   10892.5,   39255.0,      34.0,      33.0,      32.9,      30.9,      34.0,      32.7,     1.565,     1.613,     1.617,     1.723,     1.567,     1.626,     15228,     30456,     15228,     60912,    121824,      0.50,      0.52,      0.69,      0.24,      0.69,    5726.8,   11620.0,    7805.5,    9659.6,   34811.9,    4643.1,    9532.0,    6717.1,    8441.5,   29333.7,      64.9,     342.5,     118.6,     112.1,     638.1,     785.0,    1257.3,     787.8,     832.0,    3662.1,     233.9,     488.2,     181.9,     274.1,    1178.1,   1023.83,    173.60,    353.12,    252.58,    284.50,   1063.80,     5.187,    11.338,    23.123,     0.407,    40.055
0089_375.3,     0.379,Both,Total,       1.0,      35.0,       6.0,       2.3,Principal Arterial,       846,    6964.9,   14077.0,    9387.2,   11768.0,   42197.1,      34.0,      32.6,      32.5,      30.3,      33.9,      32.4,     0.669,     0.696,     0.699,     0.750,     0.670,     0.702,     15228,     30456,     15228,     60912,    121824,      0.53,      0.56,      0.71,      0.26,      0.71,    2636.7,    5329.3,    3553.7,    4455.1,   15974.8,    2135.3,    4342.4,    3048.5,    3868.0,   13394.2,      29.9,     152.4,      56.6,      55.9,     294.8,     356.1,     589.6,     361.7,     386.4,    1693.8,     115.4,     244.9,      87.0,     144.6,     591.9,    470.48,     80.82,    164.02,    117.38,    131.44,    493.66,     3.164,     7.045,    12.749,     0.223,    23.181
0089_375.7,     0.503,Both,Total,       1.0,      35.0,       6.0,       3.0,Principal Arterial,       846,    6572.6,   14246.9,    9364.8,   12159.3,   42343.6,      34.0,      32.2,      32.6,      29.9,      33.9,      32.3,     0.888,     0.939,     0.926,     1.010,     0.889,     0.936,     15228,     30456,     15228,     60912,    121824,      0.61,      0.52,      0.75,      0.25,      0.75,    3305.1,    7164.3,    4709.2,    6114.5,   21293.1,    2658.7,    5840.2,    3977.0,    5285.6,   17761.5,      36.3,     186.9,      61.3,      75.1,     359.6,     460.6,     794.3,     514.7,     530.7,    2300.3,     149.5,     342.9,     156.2,     223.1,     871.7,    626.49,    102.69,    219.80,    157.51,    180.17,    660.17,     5.602,     9.015,    19.087,     0.274,    33.978
0089_376.2,     0.556,Both,Total,       1.0,      35.0,       6.0,       3.3,Principal Arterial,       846,    8289.2,   17069.4,   10536.0,   13263.4,   49158.0,      34.0,      30.4,      31.1,      28.2,      33.9,      31.0,     0.982,     1.102,     1.071,     1.183,     0.984,     1.076,     15228,     30456,     15228,     60912,    121824,      0.71,      0.62,      0.79,      0.26,      0.79,    4606.1,    9485.0,    5854.5,    7370.1,   27315.7,    3712.6,    7610.0,    4945.5,    6370.2,   22638.3,      64.7,     285.1,      86.9,      95.4,     532.1,     633.1,    1109.7,     643.8,     649.2,    3035.8,     195.7,     480.1,     178.3,     255.2,    1109.3,    804.27,    151.69,    304.61,    207.55,    217.45,    881.30,    16.607,    25.331,    35.379,     0.449,    77.766
0089_376.8,     0.559,Both,Total,       1.0,      35.0,       6.0,       3.4,Principal Arterial,       846,    7057.7,   14949.9,   10065.6,   11326.0,   43399.2,      34.0,      32.3,      32.3,      29.3,      34.0,      32.0,     0.986,     1.041,     1.038,     1.144,     0.987,     1.049,     15228,     30456,     15228,     60912,    121824,      0.59,      0.55,      0.74,      0.21,      0.74,    3946.7,    8359.9,    5628.6,    6333.5,   24268.7,    3195.4,    6777.6,    4786.6,    5501.1,   20260.7,      54.8,     243.9,      85.2,      74.3,     458.2,     529.8,     941.0,     602.6,     545.8,    2619.2,     166.6,     397.3,     154.3,     212.2,     930.4,    713.46,    122.25,    258.53,    191.82,    186.37,    758.97,     6.400,    12.753,    26.392,     0.183,    45.728
0089_377.3,     0.563,Both,Total,       1.0,      35.0,       6.0,       3.4,Principal Arterial,       846,    6903.7,   14836.5,    9530.7,   11644.6,   42915.5,      34.0,      32.5,      32.4,      30.0,      34.0,      32.2,     0.994,     1.041,     1.043,     1.128,     0.995,     1.048,     15228,     30456,     15228,     60912,    121824,      0.57,      0.54,      0.73,      0.22,      0.73,    3887.1,    8353.7,    5366.2,    6556.5,   24163.5,    3139.4,    6804.1,    4549.0,    5698.4,   20190.9,      60.1,     243.1,      86.2,      86.2,     475.6,     532.2,     920.9,     578.5,     557.1,    2588.7,     155.3,     385.5,     152.5,     214.8,     908.1,    710.83,    119.63,    257.97,    179.15,    193.10,    749.85,     5.394,    12.230,    21.385,     0.227,    39.236
0089_377.9,     0.150,Both,Total,       1.0,      35.0,       6.0,       0.9,Principal Arterial,       846,    8313.9,   17468.2,   10977.7,   11455.0,   48214.8,      34.0,      30.8,      31.0,      27.8,      33.9,      30.8,     0.265,     0.292,     0.290,     0.323,     0.265,     0.292,     15228,     30456,     15228,     60912,    121824,      0.70,      0.64,      0.80,      0.22,      0.80,    1247.1,    2620.3,    1646.7,    1718.3,    7232.4,    1040.8,    2132.4,    1411.4,    1495.5,    6080.1,      17.8,      74.9,      24.7,      22.7,     140.1,     147.5,     294.1,     170.6,     145.4,     757.6,      41.1,     118.9,      40.0,      54.7,     254.7,    212.84,     40.44,     84.51,     59.13,     50.62,    234.70,     3.825,     7.404,    10.692,     0.057,    21.978
0089_378.0,     0.300,Both,Total,       1.0,      35.0,       6.0,       1.8,Principal Arterial,       846,    8909.0,   17287.1,   10530.2,   13438.2,   50164.5,      34.0,      29.6,      31.1,      28.6,      33.8,      30.9,     0.531,     0.611,     0.580,     0.629,     0.533,     0.583,     15228,     30456,     15228,     60912,    121824,      0.77,      0.65,      0.75,      0.31,      0.77,    2674.4,    5189.6,    3161.1,    4034.2,   15059.3,    2191.1,    4209.5,    2707.5,    3504.6,   12612.7,      35.5,     163.7,      43.6,      50.9,     293.7,     355.0,     585.3,     330.1,     345.0,    1615.4,      92.9,     231.0,      80.0,     133.7,     537.6,    443.54,     90.32,    167.07,    110.41,    119.30,    487.10,    11.970,    14.234,    17.275,     0.481,    43.960
0089_378.3,     0.150,Both,Total,       1.0,      35.0,       6.0,       0.9,Principal Arterial,       801,    7746.8,   15360.9,    9197.6,   15364.7,   47670.0,      26.0,      23.8,      24.2,      22.8,      25.9,      24.4,     0.346,     0.379,     0.372,     0.396,     0.348,     0.370,     14418,     28836,     14418,     57672,    115344,      0.68,      0.61,      0.72,      0.36,      0.72,    1162.5,    2305.2,    1380.2,    2305.7,    7153.6,     921.6,    1821.4,    1151.0,    1975.6,    5869.6,      18.5,      81.6,      22.2,      33.6,     155.9,     176.3,     282.6,     162.6,     212.5,     834.0,      46.1,     119.6,      44.5,      84.0,     294.2,    274.78,     48.81,     95.15,     60.59,     89.15,    293.70,     4.237,     6.617,     7.628,     0.588,    19.070
0089_378.5,     0.150,Both,Total,       1.0,      35.0,       6.0,       0.9,Principal Arterial,       801,    7463.3,   15338.4,    9250.8,   14175.3,   46227.8,      26.0,      23.8,      24.1,      22.2,      25.9,      24.1,     0.346,     0.379,     0.374,     0.406,     0.347,     0.372,     14418,     28836,     14418,     57672,    115344,      0.68,      0.63,      0.79,      0.29,      0.79,    1117.7,    2297.1,    1385.4,    2122.9,    6923.1,     858.8,    1759.2,    1121.5,    1794.8,    5534.3,      18.3,      85.2,      25.0,      34.6,     163.1,     183.7,     314.4,     186.0,     211.1,     895.2,      56.8,     138.2,      52.7,      82.4,     330.1,    266.70,     46.92,     95.50,     62.54,     82.04,    287.00,     4.032,     6.994,     9.280,     0.271,    20.577
0089_378.6,     0.150,Both,Total,       1.0,      35.0,       6.0,       0.9,Minor Arterial,       740,    4015.1,    9390.9,    7527.7,    4734.8,   25668.5,      23.0,      22.6,      22.6,      21.2,      23.0,      22.3,     0.392,     0.399,     0.398,     0.424,     0.392,     0.405,     13320,     26640,     13320,     53280,    106560,      0.43,      0.41,      0.62,      0.10,      0.62,     603.3,    1411.0,    1131.0,     711.4,    3856.7,     489.7,    1127.9,     980.9,     619.5,    3218.0,      11.9,      55.2,      18.5,      11.8,      97.4,      73.4,     152.6,     103.8,      55.9,     385.7,      28.3,      75.3,      27.8,      24.4,     155.8,    167.79,     26.72,     62.32,     53.23,     30.95,    173.22,     0.486,     0.928,     4.041,     0.002,     5.457
0089_378.8,     0.150,Both,Total,       1.0,      35.0,       6.0,       0.9,Minor Arterial,       740,    4317.0,    9545.5,    7578.4,    4518.7,   25959.6,      23.0,      22.3,      22.6,      21.1,      23.0,      22.2,     0.392,     0.404,     0.398,     0.426,     0.392,     0.407,     13320,     26640,     13320,     53280,    106560,      0.51,      0.43,      0.66,      0.10,      0.66,     647.9,    1432.5,    1137.3,     678.1,    3895.8,     518.5,    1117.2,     991.4,     577.8,    3204.9,      14.1,      60.3,      18.5,      12.1,     105.0,      81.1,     165.6,      97.9,      60.9,     405.5,      34.0,      89.3,      29.5,      27.4,     180.2,    169.47,     29.01,     63.35,     53.83,     29.49,    175.68,     0.864,     1.040,     4.397,         0,     6.301
0089_378.9,     0.150,Both,Total,       1.0,      35.0,       6.0,       0.9,Minor Arterial,       740,    4023.4,    8880.9,    6982.0,    4849.3,   24735.6,      23.0,      22.5,      22.7,      21.5,      23.0,      22.4,     0.392,     0.400,     0.396,     0.420,     0.392,     0.403,     13320,     26640,     13320,     53280,    106560,      0.46,      0.39,      0.63,      0.10,      0.63,     603.5,    1332.2,    1047.3,     727.4,    3710.4,     482.6,    1046.7,     912.8,     624.9,    3067.0,      13.2,      58.4,      18.6,      13.7,     103.9,      75.3,     147.0,      88.9,      61.1,     372.3,      32.4,      80.2,      27.1,      27.8,     167.5,    161.53,     26.78,     58.68,     48.80,     31.66,    165.92,     0.536,     0.692,     3.261,     0.009,     4.498
0089_379.1,     0.150,Both,Total,       1.0,      35.0,       6.0,       0.9,Minor Arterial,       740,    4191.6,    9711.2,    7259.7,    5323.8,   26486.3,      23.0,      22.4,      22.6,      21.1,      23.0,      22.2,     0.391,     0.401,     0.398,     0.427,     0.391,     0.406,     13320,     26640,     13320,     53280,    106560,      0.48,      0.42,      0.68,      0.11,      0.68,     628.5,    1456.1,    1088.5,     798.3,    3971.4,     502.9,    1146.7,     951.2,     685.1,    3285.9,      12.9,      61.2,      20.3,      13.4,     107.8,      79.9,     159.1,      89.6,      67.6,     396.2,      32.6,      89.0,      27.5,      32.2,     181.3,    172.81,     28.00,     64.41,     51.56,     34.74,    178.71,     0.682,     1.053,     4.303,         0,     6.038
0089_379.2,     0.149,Both,Total,       1.0,      35.0,       6.0,       0.9,Minor Arterial,       740,    2037.6,    5452.6,    5301.0,    2870.6,   15661.8,      23.0,      23.0,      23.0,      22.5,      23.0,      22.8,     0.388,     0.388,     0.389,     0.397,     0.388,     0.392,     13320,     26640,     13320,     53280,    106560,      0.18,      0.23,      0.47,      0.07,      0.47,     303.6,     812.4,     789.9,     427.7,    2333.6,     239.3,     654.9,     666.1,     368.4,    1928.7,       5.8,      30.9,      17.7,       6.3,      60.7,      45.0,      90.2,      84.6,      38.8,     258.6,      13.4,      36.4,      21.4,      14.2,      85.4,    101.38,     13.19,     35.35,     35.09,     18.59,    102.22,     0.003,     0.045,     0.773,         0,     0.821
0089_379.4,     0.151,Both,Total,       1.0,      35.0,       6.0,       0.9,Minor Arterial,       740,    2067.9,    5330.7,    5113.7,    2794.8,   15307.1,      23.0,      23.0,      22.9,      22.6,      23.0,      22.8,     0.394,     0.395,     0.395,     0.401,     0.394,     0.397,     13320,     26640,     13320,     53280,    106560,      0.17,      0.23,      0.42,      0.06,      0.42,     312.5,     805.3,     772.5,     422.2,    2312.5,     247.4,     652.4,     660.6,     367.3,    1927.7,       6.4,      30.8,      16.4,       6.1,      59.7,      45.0,      88.5,      77.7,      36.2,     247.4,      13.5,      33.6,      17.9,      12.7,      77.7,    100.60,     13.60,     35.09,     34.21,     18.37,    101.27,     0.006,     0.047,     0.595,         0,     0.648
0089_379.5,     0.300,Both,Total,       1.0,      35.0,       6.0,       1.8,Minor Arterial,       740,    1765.1,    3886.5,    4411.0,    2042.2,   12104.8,      23.0,      23.0,      23.0,      22.7,      23.0,      22.9,     0.784,     0.784,     0.784,     0.792,     0.784,     0.787,     13320,     26640,     13320,     53280,    106560,      0.18,      0.17,      0.38,      0.05,      0.38,     529.8,    1166.5,    1323.9,     612.9,    3633.1,     422.4,     953.6,    1138.0,     536.9,    3050.9,      10.8,      42.6,      29.1,      10.4,      92.9,      74.2,     128.1,     124.0,      50.2,     376.5,      22.3,      42.1,      32.7,      15.4,     112.5,    158.10,     23.07,     50.79,     58.20,     26.68,    158.74,     0.010,     0.030,     0.589,     0.004,     0.633
0089_379.8,     0.152,Both,Total,       1.0,      35.0,       6.0,       0.9,Minor Arterial,       740,    2605.2,    3545.2,    4879.4,    1278.1,   12307.9,      23.0,      22.8,      23.0,      22.5,      23.0,      22.8,     0.396,     0.399,     0.396,     0.405,     0.396,     0.400,     13320,     26640,     13320,     53280,    106560,      0.37,      0.17,      0.48,      0.03,      0.48,     395.2,     537.8,     740.1,     193.9,    1867.0,     314.4,     425.9,     587.4,     173.1,    1500.8,       6.9,      20.7,      19.7,       3.6,      50.9,      52.0,      62.5,      98.8,      13.5,     226.8,      21.9,      28.5,      34.2,       3.6,      88.2,     81.20,     17.34,     23.39,     32.90,      8.43,     82.06,     0.148,     0.007,     0.731,         0,     0.886
0089_380.0,     0.298,Both,Total,       1.0,      35.0,       6.0,       1.8,Minor Arterial,       740,    2531.6,    3073.6,    4661.4,    1041.1,   11307.7,      23.0,      22.8,      23.0,      22.4,      23.0,      22.7,     0.776,     0.783,     0.777,     0.800,     0.776,     0.787,     13320,     26640,     13320,     53280,    106560,      0.36,      0.16,      0.51,      0.02,      0.51,     753.8,     915.3,    1388.1,     310.0,    3367.2,     616.5,     749.4,    1086.0,     279.9,    2731.8,      12.7,      33.8,      38.5,       6.4,      91.4,      82.7,      84.7,     184.8,      18.1,     370.3,      41.9,      47.4,      78.9,       5.6,     173.8,    146.31,     33.03,     39.77,     62.07,     13.47,    148.34,     0.271,     0.012,     1.847,         0,     2.130
0089_380.3,     0.450,Both,Total,       1.0,      35.0,       6.0,       2.7,Minor Arterial,       781,    2274.7,    2700.6,    4225.7,     851.3,   10052.3,      30.0,      29.8,      30.0,      29.5,      30.0,      29.7,     0.901,     0.905,     0.901,     0.917,     0.901,     0.908,     14058,     28116,     14058,     56232,    112464,      0.32,      0.13,      0.44,      0.02,      0.44,    1023.7,    1215.3,    1901.7,     383.1,    4523.8,     822.7,     989.2,    1454.5,     344.4,    3610.8,      18.2,      49.0,      54.8,       6.2,     128.2,     120.3,     112.7,     273.1,      25.1,     531.2,      62.5,      64.5,     119.2,       7.6,     253.8,    150.87,     34.33,     40.54,     64.54,     12.77,    152.18,     0.188,     0.012,     1.180,         0,     1.380
0089_380.7,     0.307,Both,Total,       1.0,      35.0,       6.0,       1.8,Minor Arterial,       781,     491.8,     405.2,    1692.5,      58.5,    2648.0,      30.0,      30.0,      30.0,      30.0,      29.8,      30.0,     0.614,     0.614,     0.614,     0.614,     0.616,     0.614,     14058,     28116,     14058,     56232,    112464,      0.08,      0.02,      0.23,      0.00,      0.23,     151.1,     124.4,     519.9,      17.9,     813.3,     118.0,     105.2,     417.0,      17.0,     657.2,       1.7,       3.8,      10.4,       0.3,      16.2,      14.0,      13.3,      72.6,       0.6,     100.5,      17.2,       2.3,      20.0,         0,      39.5,     27.09,      5.03,      4.14,     17.33,      0.60,     27.10,         0,         0,     0.017,     0.002,     0.019
0089_381.0,     0.241,Both,Total,       1.0,      35.0,       6.0,       1.4,Minor Arterial,       781,    1713.9,    1296.6,    3961.5,     220.8,    7192.8,      27.0,      27.0,      27.0,      26.7,      27.0,      26.8,     0.534,     0.536,     0.534,     0.542,     0.534,     0.539,     14058,     28116,     14058,     56232,    112464,      0.25,      0.06,      0.42,      0.00,      0.42,     412.6,     312.2,     953.8,      53.2,    1731.8,     351.5,     253.4,     835.3,      50.0,    1490.2,       4.3,       9.3,      12.2,       0.5,      26.3,      38.6,      37.4,      79.2,       2.1,     157.3,      18.4,      12.1,      27.1,       0.5,      58.1,     64.07,     15.30,     11.55,     35.76,      1.97,     64.58,     0.032,         0,     0.476,         0,     0.508
0089_381.3,     0.296,Both,Total,       1.0,      35.0,       6.0,       1.8,Minor Arterial,       781,    2203.1,    2276.1,    4827.7,     849.2,   10156.1,      27.0,      26.9,      27.0,      26.4,      27.0,      26.7,     0.658,     0.661,     0.658,     0.674,     0.658,     0.666,     14058,     28116,     14058,     56232,    112464,      0.29,      0.10,      0.49,      0.02,      0.49,     652.4,     674.1,    1429.7,     251.5,    3007.7,     546.8,     547.0,    1240.7,     221.8,    2556.3,       7.9,      21.1,      19.9,       3.0,      51.9,      68.2,      78.6,     127.7,      21.1,     295.6,      29.6,      27.3,      41.4,       5.7,     104.0,    111.42,     24.27,     24.97,     54.22,      9.31,    112.77,     0.102,         0,     1.269,         0,     1.371
0089_381.6,     1.998,Both,Total,       1.0,      35.0,       6.0,      12.0,Expressway,       954,    5894.0,   10195.1,    9923.5,    5161.5,   31174.1,      35.2,      34.6,      35.2,      33.1,      35.2,      34.4,     3.407,     3.466,     3.410,     3.625,     3.407,     3.491,     17172,     34344,     17172,     68688,    137376,      0.57,      0.35,      0.74,      0.10,      0.74,   11777.0,   20371.2,   19828.6,   10313.4,   62290.2,    9907.0,   16291.9,   17441.3,    9047.0,   52687.2,     117.0,     554.5,     282.6,     106.1,    1060.2,    1237.5,    2288.9,    1687.4,     788.5,    6002.3,     515.5,    1236.0,     417.2,     371.9,    2540.6,   1770.05,    340.11,    579.37,    598.56,    293.10,   1811.14,     5.827,     0.511,    36.054,     0.034,    42.426
0089_383.5,     1.104,Both,Total,       1.0,      11.0,       4.0,       4.4,Principal Arterial,      1112,    6701.6,   12233.4,    9668.6,    8341.2,   36944.8,      42.9,      40.3,      41.3,      33.2,      42.5,      38.9,     1.542,     1.648,     1.602,     1.999,     1.558,     1.707,     13340,     26679,     13340,     53358,    106716,      0.74,      0.53,      0.92,      0.22,      0.92,    7397.5,   13503.8,   10672.7,    9207.4,   40781.4,    6181.9,   10568.0,    9038.9,    7948.0,   33736.8,      98.1,     547.8,     214.8,     136.3,     997.0,     785.3,    1504.6,    1079.2,     732.6,    4101.7,     332.3,     883.3,     339.8,     390.5,    1945.9,    949.74,    183.77,    326.88,    321.41,    216.63,   1048.69,    11.828,    12.300,    73.700,     2.256,   100.084
0089_384.9,     0.122,Both,Total,       1.0,      11.0,       4.0,       0.5,Principal Arterial,       929,    3552.1,    7021.9,    5296.7,    4842.6,   20713.3,      40.0,      39.5,      39.6,      38.0,      40.0,      39.3,     0.183,     0.185,     0.184,     0.192,     0.183,     0.186,     11148,     22296,     11148,     44592,     89184,      0.43,      0.37,      0.59,      0.13,      0.59,     432.6,     855.1,     645.0,     589.8,    2522.5,     334.5,     652.1,     519.4,     493.9,    1999.9,       8.8,      39.6,      16.5,      10.4,      75.3,      58.5,      97.9,      77.8,      54.4,     288.6,      31.0,      65.5,      31.4,      30.9,     158.8,     63.03,     10.96,     21.58,     16.96,     14.74,     64.24,     0.158,     0.202,     0.834,         0,     1.194
0089_385.0,     0.212,Both,Total,       1.0,      11.0,       4.0,       0.8,Principal Arterial,       929,    2003.1,    4005.0,    3556.0,    2152.6,   11716.7,      40.0,      39.9,      39.9,      39.4,      40.0,      39.8,     0.319,     0.319,     0.319,     0.323,     0.319,     0.320,     11148,     22296,     11148,     44592,     89184,      0.27,      0.21,      0.43,      0.06,      0.43,     425.4,     850.6,     755.2,     457.2,    2488.4,     305.3,     628.3,     579.6,     405.0,    1918.2,       8.8,      34.9,      20.9,       8.3,      72.9,      59.3,      77.1,     102.3,      26.9,     265.6,      52.1,     110.3,      52.4,      16.9,     231.7,     62.25,     10.66,     21.31,     19.15,     11.44,     62.56,     0.017,     0.028,     0.275,         0,     0.320
0089_385.2,     0.493,Both,Total,       1.0,      11.0,       4.0,       2.0,Principal Arterial,       929,    2486.3,    4864.2,    4343.6,    3149.0,   14843.1,      40.0,      39.8,      39.9,      38.9,      40.0,      39.6,     0.739,     0.742,     0.741,     0.760,     0.739,     0.746,     11148,     22296,     11148,     44592,     89184,      0.31,      0.25,      0.51,      0.09,      0.51,    1224.9,    2396.4,    2139.9,    1551.4,    7312.6,     944.1,    1888.4,    1756.7,    1364.5,    5953.7,      26.4,     101.1,      61.4,      32.0,     220.9,     158.4,     224.0,     217.6,      95.6,     695.6,      96.0,     183.0,     104.2,      59.2,     442.4,    182.88,     30.74,     60.06,     55.03,     38.80,    184.63,     0.115,     0.132,     1.518,         0,     1.765
0089_385.7,     0.546,Both,Total,       1.0,      11.0,       4.0,       2.2,Principal Arterial,       925,    2404.5,    4920.8,    4397.6,    3054.7,   14777.6,      39.3,      39.2,      39.2,      38.4,      39.3,      39.0,     0.833,     0.835,     0.835,     0.854,     0.833,     0.840,     11095,     22190,     11095,     44381,     88761,      0.26,      0.25,      0.49,      0.08,      0.49,    1313.0,    2687.1,    2401.3,    1668.0,    8069.4,    1043.6,    2172.6,    2009.7,    1493.5,    6719.4,      27.8,     127.2,      71.1,      37.3,     263.4,     158.1,     224.6,     234.1,      85.1,     701.9,      83.5,     162.7,      86.4,      52.2,     384.8,    205.21,     33.46,     68.48,     62.57,     42.43,    206.94,     0.078,     0.151,     1.509,     0.012,     1.750
0089_386.3,     0.515,Both,Total,       1.0,      11.0,       4.0,       2.1,Principal Arterial,       883,    1515.8,    2955.0,    2820.1,    1686.6,    8977.5,      34.0,      33.9,      34.0,      33.8,      34.0,      33.9,     0.910,     0.911,     0.911,     0.914,     0.910,     0.912,     10596,     21192,     10596,     42384,     84768,      0.19,      0.16,      0.31,      0.05,      0.31,     780.9,    1522.5,    1453.0,     869.0,    4625.4,     648.4,    1289.1,    1242.7,     807.8,    3988.0,      11.1,      59.6,      38.2,      12.2,     121.1,      84.0,     107.7,     124.1,      33.2,     349.0,      37.5,      66.1,      47.9,      16.0,     167.5,    136.19,     23.01,     44.84,     42.96,     25.59,    136.40,     0.011,     0.016,     0.184,         0,     0.211
0089_386.8,     0.405,Both,Total,       1.0,      11.0,       4.0,       1.6,Principal Arterial,       883,    3114.0,    6807.5,    4841.0,    4946.0,   19708.5,      34.0,      33.7,      33.6,      32.8,      34.0,      33.5,     0.716,     0.721,     0.723,     0.742,     0.716,     0.726,     10596,     21192,     10596,     42384,     84768,      0.33,      0.36,      0.52,      0.13,      0.52,    1262.3,    2759.7,    1962.5,    2005.1,    7989.6,    1054.1,    2253.0,    1702.2,    1755.6,    6764.9,      19.4,     106.6,      39.8,      30.8,     196.6,     128.8,     236.9,     158.1,     134.3,     658.1,      60.0,     163.3,      62.3,      84.3,     369.9,    235.24,     37.41,     82.03,     59.84,     59.05,    238.33,     0.243,     0.763,     2.066,     0.021,     3.093
0089_387.2,     0.340,Both,Total,       1.0,      11.0,       4.0,       1.4,Principal Arterial,       883,     579.6,    1365.7,    1059.8,    1069.8,    4074.9,      34.0,      34.0,      34.0,      34.0,      34.0,      34.0,     0.600,     0.601,     0.601,     0.600,     0.601,     0.601,     10596,     21192,     10596,     42384,     84768,      0.06,      0.07,      0.11,      0.03,      0.11,     197.0,     464.2,     360.3,     363.7,    1385.2,     168.7,     388.9,     320.1,     338.2,    1215.9,       3.0,      19.3,       7.8,       4.4,      34.5,      16.9,      30.4,      22.2,      12.6,      82.1,       8.4,      25.5,      10.2,       8.5,      52.6,     40.78,      5.80,     13.67,     10.60,     10.71,     40.78,     0.008,     0.002,         0,     0.005,     0.015
0089_387.6,     0.216,Both,Total,       1.0,      11.0,       4.0,       0.9,Principal Arterial,       883,    1919.7,    4399.6,    3030.4,    3193.4,   12543.1,      34.0,      34.0,      33.9,      33.8,      34.0,      33.9,     0.382,     0.382,     0.382,     0.384,     0.382,     0.382,     10596,     21192,     10596,     42384,     84768,      0.21,      0.23,      0.31,      0.08,      0.31,     415.0,     951.1,     655.1,     690.3,    2711.5,     341.2,     777.9,     571.1,     614.2,    2304.4,      11.3,      46.6,      16.7,      12.6,      87.2,      39.0,      67.6,      42.7,      35.4,     184.7,      23.5,      58.9,      24.7,      28.1,     135.2,     79.77,     12.22,     28.02,     19.38,     20.31,     79.93,         0,     0.040,     0.102,         0,     0.142
0089_387.8,     0.656,Both,Total,       1.0,      11.0,       4.0,       2.6,Principal Arterial,       883,    2480.2,    5864.4,    3780.4,    4206.0,   16331.0,      34.0,      33.8,      33.7,      33.4,      34.0,      33.7,     1.157,     1.164,     1.167,     1.178,     1.157,     1.167,     10596,     21192,     10596,     42384,     84768,      0.27,      0.31,      0.40,      0.11,      0.40,    1626.1,    3845.0,    2478.6,    2757.7,   10707.4,    1313.7,    3058.2,    2109.5,    2376.0,    8857.4,      41.0,     195.8,      66.9,      56.2,     359.9,     166.9,     312.4,     188.8,     173.6,     841.7,     104.6,     278.5,     113.3,     151.8,     648.2,    314.88,     48.11,    114.09,     74.22,     81.11,    317.53,     0.292,     1.022,     1.331,     0.008,     2.653
0089_388.4,     0.677,Both,Total,       1.0,      11.0,       4.0,       2.7,Principal Arterial,       883,    2676.1,    6684.3,    4600.0,    3891.1,   17851.5,      34.0,      33.8,      33.6,      32.9,      34.0,      33.6,     1.194,     1.202,     1.208,     1.233,     1.194,     1.211,     10596,     21192,     10596,     42384,     84768,      0.34,      0.38,      0.47,      0.10,      0.47,    1811.8,    4525.6,    3114.4,    2634.4,   12086.2,    1536.6,    3925.7,    2820.3,    2350.5,   10633.1,      33.1,     158.7,      61.1,      49.2,     302.1,     166.7,     243.2,     158.3,     136.9,     705.1,      75.4,     198.1,      74.7,      97.8,     446.0,    355.36,     53.59,    134.58,     94.53,     77.46,    360.16,     0.318,     1.531,     2.967,         0,     4.816
