SUBAREAID,PERIOD,TRIPPURP,MODE,TRIPS,scenario_id
1,pk,NHB,EXP,15,ShiftM05
1,pk,HBSch,EXP,0,ShiftM05
1,pk,HBW,LRT,8358,ShiftM05
1,pk,HBC,LRT,4881,ShiftM05
1,pk,HBO,LRT,5006,ShiftM05
1,pk,NHB,LRT,770,ShiftM05
1,pk,HBSch,LRT,0,ShiftM05
1,pk,HBW,CRT,3940,ShiftM05
1,pk,HBC,CRT,4086,ShiftM05
1,pk,HBO,CRT,1099,ShiftM05
1,pk,NHB,CRT,222,ShiftM05
1,pk,HBSch,CRT,0,ShiftM05
1,ok,HBW,Walk,30658,ShiftM05
1,ok,HBC,Walk,0,ShiftM05
1,ok,HBO,Walk,297750,ShiftM05
1,ok,NHB,Walk,141383,ShiftM05
1,ok,HBSch,Walk,38855,ShiftM05
1,ok,HBW,Bike,8711,ShiftM05
1,ok,HBC,Bike,0,ShiftM05
1,ok,HBO,Bike,40683,ShiftM05
1,ok,NHB,Bike,12991,ShiftM05
1,ok,HBSch,Bike,5205,ShiftM05
1,ok,HBW,Auto,842250,ShiftM05
1,ok,HBC,Auto,0,ShiftM05
1,ok,HBO,Auto,3738313,ShiftM05
1,ok,NHB,Auto,1733073,ShiftM05
1,ok,HBSch,Auto,175711,ShiftM05
1,ok,HBW,RegAuto,842125,ShiftM05
1,ok,HBC,RegAuto,0,ShiftM05
1,ok,HBO,RegAuto,3737014,ShiftM05
1,ok,NHB,RegAuto,1732598,ShiftM05
1,ok,HBSch,RegAuto,175711,ShiftM05
1,ok,HBW,IMZD2D,125,ShiftM05
1,ok,HBC,IMZD2D,0,ShiftM05
1,ok,HBO,IMZD2D,1299,ShiftM05
1,ok,NHB,IMZD2D,475,ShiftM05
1,ok,HBSch,IMZD2D,0,ShiftM05
1,ok,HBW,SchoolBus,0,ShiftM05
1,ok,HBC,SchoolBus,0,ShiftM05
1,ok,HBO,SchoolBus,0,ShiftM05
1,ok,NHB,SchoolBus,0,ShiftM05
1,ok,HBSch,SchoolBus,28613,ShiftM05
1,ok,HBW,LCL,7088,ShiftM05
1,ok,HBC,LCL,0,ShiftM05
1,ok,HBO,LCL,11499,ShiftM05
1,ok,NHB,LCL,1825,ShiftM05
1,ok,HBSch,LCL,0,ShiftM05
1,ok,HBW,COR,742,ShiftM05
1,ok,HBC,COR,0,ShiftM05
1,ok,HBO,COR,1302,ShiftM05
1,ok,NHB,COR,186,ShiftM05
1,ok,HBSch,COR,0,ShiftM05
1,ok,HBW,BRT,643,ShiftM05
1,ok,HBC,BRT,0,ShiftM05
1,ok,HBO,BRT,1788,ShiftM05
1,ok,NHB,BRT,920,ShiftM05
1,ok,HBSch,BRT,0,ShiftM05
1,ok,HBW,EXP,0,ShiftM05
1,ok,HBC,EXP,0,ShiftM05
1,ok,HBO,EXP,0,ShiftM05
1,ok,NHB,EXP,0,ShiftM05
1,ok,HBSch,EXP,0,ShiftM05
1,ok,HBW,LRT,7139,ShiftM05
1,ok,HBC,LRT,0,ShiftM05
1,ok,HBO,LRT,10698,ShiftM05
1,ok,NHB,LRT,2176,ShiftM05
1,ok,HBSch,LRT,0,ShiftM05
1,ok,HBW,CRT,2161,ShiftM05
1,ok,HBC,CRT,0,ShiftM05
1,ok,HBO,CRT,2370,ShiftM05
1,ok,NHB,CRT,304,ShiftM05
1,ok,HBSch,CRT,0,ShiftM05
