Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBSch,629.0,0.0,0.0,0.0,0.0,2
All,630.0,2327.33,188.85,16.87,205.72,2
HBW,630.0,0.0,0.0,0.0,0.0,2
HBO,630.0,0.0,0.0,0.0,0.0,2
NHB,630.0,2327.33,188.85,16.87,205.72,2
HBC,630.0,0.0,0.0,0.0,0.0,2
HBSch,630.0,0.0,0.0,0.0,0.0,2
All,631.0,4913.84,473.04,35.74,508.78,2
HBW,631.0,0.0,0.0,0.0,0.0,2
HBO,631.0,0.0,0.0,0.0,0.0,2
NHB,631.0,4913.84,473.04,35.74,508.78,2
HBC,631.0,0.0,0.0,0.0,0.0,2
HBSch,631.0,0.0,0.0,0.0,0.0,2
All,632.0,3816.05,279.41,80.95,491.04,2
HBW,632.0,719.33,16.0,24.1,40.09,2
HBO,632.0,2415.28,247.85,53.62,301.47,2
NHB,632.0,309.56,13.86,2.44,16.3,2
HBC,632.0,12.0,0.38,0.44,0.82,2
HBSch,632.0,359.89,1.32,0.35,132.35,2
All,633.0,124.43,1.55,0.84,2.4,2
HBW,633.0,0.0,0.0,0.0,0.0,2
HBO,633.0,0.0,0.0,0.0,0.0,2
NHB,633.0,124.43,1.55,0.84,2.4,2
HBC,633.0,0.0,0.0,0.0,0.0,2
HBSch,633.0,0.0,0.0,0.0,0.0,2
All,634.0,12499.76,913.36,95.11,1023.78,2
HBW,634.0,85.69,15.33,2.27,17.6,2
HBO,634.0,269.64,50.17,4.37,54.54,2
NHB,634.0,12116.06,847.71,88.33,936.04,2
HBC,634.0,1.0,0.0,0.09,0.09,2
HBSch,634.0,27.37,0.15,0.05,15.52,2
All,635.0,1589.31,39.32,23.6,113.61,2
HBW,635.0,336.69,2.8,6.71,9.52,2
HBO,635.0,911.94,34.31,15.39,49.71,2
NHB,635.0,206.26,1.69,1.25,2.94,2
HBC,635.0,21.0,0.0,0.11,0.11,2
HBSch,635.0,113.42,0.51,0.14,51.34,2
All,636.0,3911.11,116.19,57.22,311.88,2
HBW,636.0,839.59,5.04,15.95,20.99,2
HBO,636.0,2352.49,105.16,37.78,142.94,2
NHB,636.0,410.52,4.59,2.21,6.8,2
HBC,636.0,7.0,0.0,0.9,0.9,2
HBSch,636.0,301.5,1.4,0.38,140.25,2
All,637.0,5905.94,305.41,86.99,528.29,2
HBW,637.0,1265.41,8.78,19.22,28.0,2
HBO,637.0,3509.18,278.27,50.98,329.25,2
NHB,637.0,548.05,17.0,2.71,19.7,2
HBC,637.0,114.0,0.0,13.65,13.65,2
HBSch,637.0,469.3,1.37,0.43,137.7,2
All,638.0,7826.15,517.29,95.24,1115.94,2
HBW,638.0,1611.07,24.69,21.18,45.87,2
HBO,638.0,4732.82,453.82,63.16,516.98,2
NHB,638.0,827.4,33.7,3.87,37.57,2
HBC,638.0,64.01,0.0,5.52,5.52,2
HBSch,638.0,590.85,5.08,1.52,510.01,2
All,639.0,278.72,8.03,1.36,10.01,2
HBW,639.0,5.04,0.05,0.06,0.1,2
HBO,639.0,12.68,0.69,0.16,0.84,2
NHB,639.0,260.02,7.29,1.14,8.43,2
HBC,639.0,0.0,0.0,0.0,0.0,2
HBSch,639.0,0.98,0.01,0.0,0.63,2
All,640.0,0.0,0.0,0.0,0.0,2
HBW,640.0,0.0,0.0,0.0,0.0,2
HBO,640.0,0.0,0.0,0.0,0.0,2
NHB,640.0,0.0,0.0,0.0,0.0,2
HBC,640.0,0.0,0.0,0.0,0.0,2
HBSch,640.0,0.0,0.0,0.0,0.0,2
All,641.0,487.78,9.02,4.61,13.63,2
HBW,641.0,99.65,0.27,0.52,0.79,2
HBO,641.0,261.0,7.89,2.72,10.61,2
NHB,641.0,76.3,0.86,0.28,1.14,2
HBC,641.0,16.0,0.0,1.09,1.09,2
HBSch,641.0,34.83,0.0,0.0,0.0,2
All,642.0,5089.14,201.67,49.85,272.58,2
HBW,642.0,1043.18,4.11,7.17,11.28,2
HBO,642.0,3128.77,189.03,37.96,227.0,2
NHB,642.0,379.25,8.31,1.54,9.85,2
HBC,642.0,72.0,0.0,3.1,3.1,2
HBSch,642.0,465.93,0.21,0.07,21.34,2
All,643.0,25447.68,2388.86,508.71,3878.64,2
HBW,643.0,5192.47,93.95,160.09,254.04,2
HBO,643.0,15139.29,2057.67,321.51,2379.18,2
NHB,643.0,3227.13,227.33,23.59,250.92,2
HBC,643.0,77.0,0.0,0.58,0.58,2
HBSch,643.0,1811.79,9.91,2.94,993.92,2
All,644.0,19264.93,1886.39,385.15,2624.8,2
HBW,644.0,3962.93,70.72,118.41,189.13,2
HBO,644.0,12019.57,1699.87,253.51,1953.38,2
NHB,644.0,1532.0,112.23,11.28,123.51,2
HBC,644.0,80.0,0.0,0.88,0.88,2
HBSch,644.0,1670.44,3.57,1.08,357.91,2
All,645.0,26425.52,3050.28,545.2,4128.89,2
HBW,645.0,4961.67,214.54,159.5,374.04,2
HBO,645.0,16152.35,2592.91,361.49,2954.4,2
NHB,645.0,2952.11,237.44,21.32,258.76,2
HBC,645.0,51.0,0.0,1.33,1.33,2
HBSch,645.0,2308.4,5.39,1.56,540.36,2
All,646.0,28682.86,3154.27,573.9,4534.05,2
HBW,646.0,5721.08,312.94,167.86,480.8,2
HBO,646.0,17097.49,2552.2,374.39,2926.59,2
NHB,646.0,3798.86,280.56,27.77,308.32,2
HBC,646.0,62.0,0.43,1.6,2.02,2
HBSch,646.0,2003.44,8.14,2.29,816.31,2
All,647.0,250.03,18.5,1.88,20.38,2
HBW,647.0,0.0,0.0,0.0,0.0,2
HBO,647.0,0.0,0.0,0.0,0.0,2
NHB,647.0,250.03,18.5,1.88,20.38,2
HBC,647.0,0.0,0.0,0.0,0.0,2
HBSch,647.0,0.0,0.0,0.0,0.0,2
All,648.0,22678.77,1828.01,422.26,3031.87,2
HBW,648.0,4673.35,34.92,119.02,153.94,2
HBO,648.0,14261.26,1677.46,285.63,1963.09,2
NHB,648.0,1827.23,107.74,13.32,121.05,2
HBC,648.0,58.0,0.0,1.86,1.86,2
HBSch,648.0,1858.92,7.89,2.43,791.92,2
All,649.0,9086.66,597.76,154.75,977.52,2
HBW,649.0,1884.22,21.37,39.26,60.62,2
HBO,649.0,5582.83,532.14,108.38,640.52,2
NHB,649.0,803.7,41.98,5.89,47.87,2
HBC,649.0,17.0,0.0,0.52,0.52,2
HBSch,649.0,798.91,2.27,0.7,227.99,2
All,650.0,17132.18,1497.11,304.92,2055.03,2
HBW,650.0,3593.77,60.6,83.16,143.76,2
HBO,650.0,10613.4,1344.33,210.34,1554.67,2
NHB,650.0,1325.21,89.62,9.86,99.48,2
HBC,650.0,29.0,0.0,0.78,0.78,2
HBSch,650.0,1570.8,2.56,0.79,256.34,2
All,651.0,118.19,4.6,0.88,5.48,2
HBW,651.0,0.0,0.0,0.0,0.0,2
HBO,651.0,0.0,0.0,0.0,0.0,2
NHB,651.0,118.19,4.6,0.88,5.48,2
HBC,651.0,0.0,0.0,0.0,0.0,2
HBSch,651.0,0.0,0.0,0.0,0.0,2
All,652.0,1828.38,120.74,27.97,172.18,2
HBW,652.0,302.89,11.04,6.75,17.79,2
HBO,652.0,859.68,81.41,17.16,98.57,2
NHB,652.0,545.57,28.05,3.99,32.04,2
HBC,652.0,1.0,0.0,0.0,0.0,2
HBSch,652.0,119.24,0.24,0.08,23.79,2
All,653.0,6307.76,638.43,136.07,872.8,2
HBW,653.0,1182.79,63.87,39.52,103.39,2
HBO,653.0,3061.83,451.63,82.76,534.39,2
NHB,653.0,1777.04,121.7,12.86,134.56,2
HBC,653.0,16.0,0.23,0.62,0.86,2
HBSch,653.0,270.1,0.99,0.31,99.6,2
All,654.0,23239.05,2257.79,445.22,3333.12,2
HBW,654.0,4674.9,171.23,117.37,288.6,2
HBO,654.0,13655.4,1863.37,301.23,2164.6,2
NHB,654.0,3200.61,215.65,23.11,238.76,2
HBC,654.0,42.0,1.18,1.5,2.68,2
HBSch,654.0,1666.13,6.36,2.01,638.48,2
All,655.0,7048.79,472.48,139.14,864.15,2
HBW,655.0,1470.32,28.96,35.49,64.45,2
HBO,655.0,4339.7,415.16,97.39,512.55,2
NHB,655.0,662.48,24.31,5.02,29.33,2
HBC,655.0,17.01,1.5,0.55,2.05,2
HBSch,655.0,559.27,2.55,0.69,255.77,2
All,656.0,18491.23,1512.36,306.37,2923.8,2
HBW,656.0,3654.89,57.4,73.37,130.77,2
HBO,656.0,11789.68,1360.58,218.42,1579.01,2
NHB,656.0,1299.0,83.21,9.56,92.77,2
HBC,656.0,69.0,0.0,1.74,1.74,2
HBSch,656.0,1678.67,11.16,3.28,1119.51,2
All,657.0,998.52,42.31,7.85,53.67,2
HBW,657.0,8.07,0.67,0.24,0.91,2
HBO,657.0,44.57,2.4,0.75,3.15,2
NHB,657.0,939.38,39.2,6.85,46.06,2
HBC,657.0,0.0,0.0,0.0,0.0,2
HBSch,657.0,6.49,0.04,0.01,3.56,2
All,658.0,12336.37,1360.33,269.86,2055.6,2
HBW,658.0,2570.18,83.6,70.35,153.95,2
HBO,658.0,7521.71,1173.77,186.68,1360.44,2
NHB,658.0,1403.26,97.65,10.26,107.91,2
HBC,658.0,36.0,1.03,1.26,2.29,2
HBSch,658.0,805.22,4.3,1.31,431.01,2
All,659.0,7143.28,695.96,137.1,1150.96,2
HBW,659.0,1395.56,63.37,33.94,97.31,2
HBO,659.0,4004.89,545.1,92.02,637.12,2
NHB,659.0,1342.16,83.64,9.7,93.34,2
HBC,659.0,14.0,0.64,0.48,1.13,2
HBSch,659.0,386.67,3.21,0.96,322.06,2
All,660.0,12406.23,1305.53,245.35,1939.15,2
HBW,660.0,2569.33,115.12,63.81,178.93,2
HBO,660.0,7192.76,1073.26,165.37,1238.63,2
NHB,660.0,1898.82,110.78,14.06,124.84,2
HBC,660.0,65.01,2.45,0.89,3.35,2
HBSch,660.0,680.31,3.92,1.22,393.41,2
All,661.0,5857.43,628.93,105.45,776.22,2
HBW,661.0,1232.43,88.83,30.46,119.29,2
HBO,661.0,2725.62,436.32,61.5,497.82,2
NHB,661.0,1650.08,99.54,12.59,112.12,2
HBC,661.0,32.0,3.82,0.76,4.58,2
HBSch,661.0,217.3,0.42,0.14,42.41,2
All,662.0,4495.34,468.42,83.89,604.03,2
HBW,662.0,876.16,68.95,22.62,91.56,2
HBO,662.0,1872.36,291.57,44.77,336.34,2
NHB,662.0,1493.54,78.41,11.1,89.51,2
HBC,662.0,101.0,28.97,5.24,34.21,2
HBSch,662.0,152.29,0.52,0.17,52.42,2
All,663.0,11055.38,760.93,153.92,1144.97,2
HBW,663.0,1149.05,124.12,29.11,153.23,2
HBO,663.0,4064.67,362.88,85.62,448.49,2
NHB,663.0,5202.94,271.56,38.36,309.91,2
HBC,663.0,12.01,0.06,0.21,0.27,2
HBSch,663.0,626.71,2.32,0.62,233.06,2
All,664.0,18063.84,2090.16,388.2,3129.98,2
HBW,664.0,3982.49,154.65,101.72,256.37,2
HBO,664.0,10392.49,1749.88,262.51,2012.39,2
NHB,664.0,2634.55,175.51,19.46,194.98,2
HBC,664.0,111.0,3.54,2.52,6.06,2
HBSch,664.0,943.31,6.58,1.98,660.18,2
All,665.0,9704.43,647.07,152.11,1251.32,2
HBW,665.0,1790.91,41.84,30.93,72.77,2
HBO,665.0,6078.07,560.02,112.01,672.03,2
NHB,665.0,898.09,40.41,6.14,46.55,2
HBC,665.0,69.01,0.23,1.71,1.94,2
HBSch,665.0,868.36,4.57,1.32,458.02,2
All,666.0,15606.58,1087.82,247.46,1935.22,2
HBW,666.0,2783.43,73.55,49.95,123.5,2
HBO,666.0,9536.34,930.64,182.76,1113.4,2
NHB,666.0,1566.87,76.91,11.7,88.61,2
HBC,666.0,217.01,0.67,1.25,1.92,2
HBSch,666.0,1502.93,6.06,1.79,607.79,2
All,667.0,2908.85,96.28,32.53,193.5,2
HBW,667.0,597.06,1.32,4.98,6.3,2
HBO,667.0,1812.34,89.55,25.77,115.33,2
NHB,667.0,223.13,4.76,1.34,6.09,2
HBC,667.0,7.0,0.0,0.22,0.22,2
HBSch,667.0,269.32,0.65,0.22,65.56,2
All,668.0,1016.54,37.9,12.84,93.91,2
HBW,668.0,218.62,0.78,2.3,3.08,2
HBO,668.0,628.79,34.17,9.42,43.59,2
NHB,668.0,82.26,2.51,0.55,3.06,2
HBC,668.0,6.0,0.0,0.43,0.43,2
HBSch,668.0,80.87,0.44,0.14,43.75,2
All,669.0,6747.28,421.55,121.66,927.16,2
HBW,669.0,1429.73,24.51,32.6,57.12,2
HBO,669.0,4010.07,356.99,81.09,438.08,2
NHB,669.0,829.94,36.17,5.96,42.13,2
HBC,669.0,35.0,0.0,0.84,0.84,2
HBSch,669.0,442.54,3.88,1.16,388.99,2
All,670.0,9749.24,442.65,98.94,696.81,2
HBW,670.0,1991.63,6.68,13.72,20.39,2
HBO,670.0,5949.5,415.19,79.97,495.15,2
NHB,670.0,733.9,19.22,4.04,23.26,2
HBC,670.0,188.0,0.0,0.7,0.7,2
HBSch,670.0,886.22,1.57,0.52,157.3,2
All,671.0,4266.58,220.12,55.31,441.49,2
HBW,671.0,795.42,10.41,9.15,19.56,2
HBO,671.0,2409.75,180.43,37.12,217.56,2
NHB,671.0,666.52,27.6,4.24,31.84,2
HBC,671.0,59.0,0.0,4.27,4.27,2
HBSch,671.0,335.88,1.68,0.52,168.26,2
All,672.0,18712.03,1511.48,285.56,2711.19,2
HBW,672.0,3620.92,40.79,62.85,103.64,2
HBO,672.0,11930.69,1385.48,209.54,1595.03,2
NHB,672.0,1314.78,75.97,9.37,85.35,2
HBC,672.0,42.01,0.0,0.94,0.94,2
HBSch,672.0,1803.63,9.23,2.85,926.24,2
All,673.0,2841.2,98.62,23.38,233.83,2
HBW,673.0,572.47,1.83,2.34,4.16,2
HBO,673.0,1773.29,91.67,19.77,111.44,2
NHB,673.0,211.57,3.99,0.97,4.96,2
HBC,673.0,21.0,0.0,0.0,0.0,2
HBSch,673.0,262.87,1.13,0.3,113.26,2
All,674.0,7431.27,477.14,74.4,679.97,2
HBW,674.0,875.38,30.92,11.2,42.12,2
HBO,674.0,2563.94,240.76,39.52,280.29,2
NHB,674.0,3584.4,204.17,22.51,226.67,2
HBC,674.0,54.0,0.0,0.73,0.73,2
HBSch,674.0,353.55,1.3,0.43,130.16,2
All,675.0,39688.14,3463.4,619.01,6693.37,2
HBW,675.0,7530.29,176.74,136.84,313.58,2
HBO,675.0,25317.54,3044.99,450.26,3495.25,2
NHB,675.0,3248.54,215.29,23.21,238.5,2
HBC,675.0,102.0,0.0,1.03,1.03,2
HBSch,675.0,3489.76,26.37,7.67,2645.01,2
All,676.0,172.44,2.31,0.88,3.19,2
HBW,676.0,10.5,0.09,0.04,0.12,2
HBO,676.0,41.47,1.06,0.38,1.45,2
NHB,676.0,112.5,1.16,0.46,1.62,2
HBC,676.0,0.0,0.0,0.0,0.0,2
HBSch,676.0,7.96,0.0,0.0,0.0,2
All,677.0,4519.2,203.34,47.5,510.97,2
HBW,677.0,885.77,10.13,6.78,16.91,2
HBO,677.0,2750.83,180.14,37.08,217.22,2
NHB,677.0,508.32,10.44,2.66,13.1,2
HBC,677.0,8.0,0.0,0.23,0.23,2
HBSch,677.0,366.27,2.63,0.76,263.52,2
All,678.0,4627.63,257.48,54.44,573.37,2
HBW,678.0,890.5,12.41,9.09,21.51,2
HBO,678.0,2818.99,226.84,41.2,268.05,2
NHB,678.0,489.59,15.58,2.85,18.43,2
HBC,678.0,40.0,0.0,0.53,0.53,2
HBSch,678.0,388.55,2.64,0.77,264.86,2
All,679.0,8303.41,476.63,100.67,840.41,2
HBW,679.0,1609.18,24.71,18.07,42.78,2
HBO,679.0,5033.22,414.93,75.64,490.57,2
NHB,679.0,871.9,34.33,5.33,39.65,2
HBC,679.0,60.0,0.0,0.82,0.82,2
HBSch,679.0,729.11,2.66,0.81,266.59,2
All,680.0,9148.01,605.77,130.29,1078.25,2
HBW,680.0,1690.29,43.94,27.45,71.38,2
HBO,680.0,5213.51,487.5,89.91,577.41,2
NHB,680.0,1448.18,70.88,9.73,80.61,2
HBC,680.0,48.0,0.0,2.2,2.2,2
HBSch,680.0,748.04,3.46,1.0,346.64,2
All,681.0,10054.86,619.5,135.46,1084.78,2
HBW,681.0,1631.04,46.6,25.74,72.34,2
HBO,681.0,5108.67,440.35,86.03,526.38,2
NHB,681.0,2451.95,129.22,17.04,146.26,2
HBC,681.0,129.0,0.0,5.75,5.75,2
HBSch,681.0,734.2,3.33,0.9,334.04,2
All,682.0,8100.53,500.71,104.28,946.14,2
HBW,682.0,1622.45,12.83,19.93,32.76,2
HBO,682.0,5020.08,457.02,78.55,535.56,2
NHB,682.0,596.97,27.42,3.79,31.21,2
HBC,682.0,158.01,0.0,1.03,1.03,2
HBSch,682.0,703.01,3.45,0.99,345.59,2
All,683.0,331.61,6.3,2.65,21.87,2
HBW,683.0,64.57,0.07,0.27,0.34,2
HBO,683.0,210.54,5.84,2.21,8.05,2
NHB,683.0,26.58,0.26,0.13,0.39,2
HBC,683.0,0.0,0.0,0.0,0.0,2
HBSch,683.0,29.92,0.13,0.04,13.09,2
All,684.0,858.3,27.62,8.05,35.67,2
HBW,684.0,161.74,0.55,1.0,1.55,2
HBO,684.0,530.91,24.98,6.52,31.5,2
NHB,684.0,78.8,2.09,0.43,2.52,2
HBC,684.0,2.0,0.0,0.09,0.09,2
HBSch,684.0,84.85,0.0,0.0,0.0,2
All,685.0,5263.6,342.52,49.47,391.99,2
HBW,685.0,607.43,13.49,6.72,20.21,2
HBO,685.0,1980.53,190.08,28.97,219.06,2
NHB,685.0,2346.47,138.95,13.67,152.62,2
HBC,685.0,5.0,0.0,0.11,0.11,2
HBSch,685.0,324.17,0.0,0.0,0.0,2
All,686.0,4878.26,283.96,59.43,569.84,2
HBW,686.0,998.53,5.35,10.59,15.94,2
HBO,686.0,3019.32,259.08,44.64,303.72,2
NHB,686.0,390.71,17.25,2.37,19.61,2
HBC,686.0,49.0,0.0,1.17,1.17,2
HBSch,686.0,420.7,2.29,0.66,229.4,2
All,687.0,7356.42,348.39,86.55,977.62,2
HBW,687.0,1501.45,5.2,13.56,18.76,2
HBO,687.0,4651.21,322.0,66.37,388.37,2
NHB,687.0,541.44,15.71,3.23,18.94,2
HBC,687.0,46.0,0.0,1.76,1.76,2
HBSch,687.0,616.32,5.48,1.63,549.79,2
All,688.0,4516.38,234.17,51.12,359.25,2
HBW,688.0,899.06,1.94,8.42,10.36,2
HBO,688.0,2829.92,218.4,40.43,258.83,2
NHB,688.0,355.95,13.1,1.92,15.01,2
HBC,688.0,6.0,0.0,0.09,0.09,2
HBSch,688.0,425.44,0.75,0.25,74.96,2
All,689.0,7.55,0.05,0.04,0.09,2
HBW,689.0,0.0,0.0,0.0,0.0,2
HBO,689.0,0.0,0.0,0.0,0.0,2
NHB,689.0,7.55,0.05,0.04,0.09,2
HBC,689.0,0.0,0.0,0.0,0.0,2
HBSch,689.0,0.0,0.0,0.0,0.0,2
All,690.0,6092.26,326.29,79.75,593.23,2
HBW,690.0,1136.05,23.73,14.87,38.6,2
HBO,690.0,3234.76,262.02,54.9,316.92,2
NHB,690.0,1267.67,38.57,6.84,45.41,2
HBC,690.0,44.0,0.08,2.64,2.72,2
HBSch,690.0,409.78,1.89,0.51,189.58,2
All,691.0,5947.38,289.89,86.76,376.65,2
HBW,691.0,1123.92,31.38,16.92,48.3,2
HBO,691.0,3159.73,230.14,58.66,288.8,2
NHB,691.0,1172.79,27.74,6.99,34.72,2
HBC,691.0,47.0,0.64,4.19,4.83,2
HBSch,691.0,443.94,0.0,0.0,0.0,2
All,692.0,8376.1,495.99,84.09,580.08,2
HBW,692.0,1484.61,31.02,13.49,44.51,2
HBO,692.0,4499.29,396.12,60.16,456.28,2
NHB,692.0,1664.67,68.85,7.94,76.8,2
HBC,692.0,34.0,0.0,2.49,2.49,2
HBSch,692.0,693.53,0.0,0.0,0.0,2
All,693.0,9998.49,1097.11,173.95,1471.11,2
HBW,693.0,2162.66,128.31,51.36,179.66,2
HBO,693.0,4666.11,797.23,101.09,898.31,2
NHB,693.0,2561.74,154.14,18.94,173.08,2
HBC,693.0,251.0,15.41,1.95,17.36,2
HBSch,693.0,356.98,2.02,0.62,202.69,2
All,694.0,5823.58,561.35,109.59,936.93,2
HBW,694.0,1131.27,48.54,27.54,76.08,2
HBO,694.0,3229.65,455.29,72.08,527.37,2
NHB,694.0,1080.16,46.98,7.79,54.77,2
HBC,694.0,54.0,7.86,1.39,9.25,2
HBSch,694.0,328.51,2.69,0.79,269.46,2
All,695.0,358.72,13.65,4.4,30.45,2
HBW,695.0,61.21,0.77,0.81,1.58,2
HBO,695.0,158.95,9.96,2.75,12.7,2
NHB,695.0,121.64,2.79,0.81,3.6,2
HBC,695.0,0.0,0.0,0.0,0.0,2
HBSch,695.0,16.91,0.13,0.04,12.57,2
All,696.0,5785.75,227.59,67.99,355.41,2
HBW,696.0,863.13,19.97,10.98,30.95,2
HBO,696.0,2483.83,148.57,42.92,191.5,2
NHB,696.0,1974.54,56.43,11.99,68.42,2
HBC,696.0,117.0,2.0,1.89,3.89,2
HBSch,696.0,347.25,0.6,0.2,60.64,2
All,697.0,7478.67,305.67,91.92,397.59,2
HBW,697.0,1535.9,15.19,16.07,31.26,2
HBO,697.0,4360.45,270.53,69.36,339.89,2
NHB,697.0,792.01,19.16,4.4,23.56,2
HBC,697.0,169.0,0.78,2.09,2.87,2
HBSch,697.0,621.3,0.0,0.0,0.0,2
All,698.0,10469.0,527.67,117.77,1002.91,2
HBW,698.0,2192.49,16.57,19.82,36.39,2
HBO,698.0,6361.56,479.87,91.59,571.46,2
NHB,698.0,982.77,27.61,4.81,32.43,2
HBC,698.0,107.0,0.0,0.59,0.59,2
HBSch,698.0,825.19,3.61,0.97,362.05,2
All,699.0,2380.41,72.44,23.99,168.6,2
HBW,699.0,512.55,0.76,3.27,4.03,2
HBO,699.0,1439.71,67.48,17.87,85.35,2
NHB,699.0,218.7,3.47,0.92,4.39,2
HBC,699.0,37.0,0.0,1.74,1.74,2
HBSch,699.0,172.45,0.73,0.2,73.1,2
All,700.0,7125.53,672.16,95.3,852.78,2
HBW,700.0,919.15,56.54,20.18,76.72,2
HBO,700.0,2042.54,306.32,44.44,350.76,2
NHB,700.0,3973.58,297.22,28.88,326.09,2
HBC,700.0,44.0,11.22,1.53,12.75,2
HBSch,700.0,146.26,0.86,0.27,86.46,2
All,701.0,7588.58,622.29,132.31,1087.15,2
HBW,701.0,1588.91,44.6,31.3,75.91,2
HBO,701.0,4381.56,507.31,88.69,596.0,2
NHB,701.0,1047.19,45.06,7.19,52.25,2
HBC,701.0,116.0,21.96,4.1,26.07,2
HBSch,701.0,454.92,3.36,1.02,336.93,2
All,702.0,9177.06,736.94,160.77,1220.18,2
HBW,702.0,1953.07,74.45,39.38,113.83,2
HBO,702.0,5044.16,580.2,107.99,688.19,2
NHB,702.0,1630.43,78.09,11.9,89.98,2
HBC,702.0,85.0,0.94,0.55,1.49,2
HBSch,702.0,464.41,3.26,0.95,326.69,2
All,703.0,13424.73,1424.3,209.1,1842.15,2
HBW,703.0,1980.99,176.35,46.72,223.07,2
HBO,703.0,5570.7,867.63,121.87,989.49,2
NHB,703.0,5281.11,373.37,38.48,411.85,2
HBC,703.0,55.0,4.85,1.38,6.23,2
HBSch,703.0,536.94,2.11,0.66,211.51,2
All,704.0,14742.7,1384.31,166.97,1670.92,2
HBW,704.0,1013.26,100.77,23.16,123.93,2
HBO,704.0,2992.32,380.22,63.3,443.52,2
NHB,704.0,10355.53,896.37,78.91,975.28,2
HBC,704.0,49.0,5.74,1.22,6.96,2
HBSch,704.0,332.59,1.21,0.39,121.24,2
All,705.0,18480.57,1366.32,289.02,2294.69,2
HBW,705.0,3555.63,132.21,65.01,197.22,2
HBO,705.0,9709.54,1003.26,191.35,1194.62,2
NHB,705.0,3983.38,217.86,28.33,246.19,2
HBC,705.0,124.0,6.53,2.34,8.86,2
HBSch,705.0,1108.01,6.46,1.99,647.8,2
All,706.0,1003.51,39.74,14.26,87.7,2
HBW,706.0,199.77,2.47,2.93,5.4,2
HBO,706.0,495.83,30.22,9.35,39.57,2
NHB,706.0,259.03,6.47,1.72,8.18,2
HBC,706.0,8.0,0.24,0.17,0.41,2
HBSch,706.0,40.88,0.34,0.1,34.13,2
All,707.0,9846.78,441.85,118.67,870.23,2
HBW,707.0,2121.13,6.77,20.05,26.82,2
HBO,707.0,6068.82,410.92,90.95,501.88,2
NHB,707.0,819.08,20.65,4.35,24.99,2
HBC,707.0,80.01,0.38,2.48,2.86,2
HBSch,707.0,757.73,3.13,0.84,313.68,2
All,708.0,14688.89,866.18,215.96,1840.98,2
HBW,708.0,2712.24,25.38,41.47,66.85,2
HBO,708.0,9400.03,796.61,163.56,960.17,2
NHB,708.0,965.5,35.8,6.65,42.45,2
HBC,708.0,161.0,0.73,2.09,2.82,2
HBSch,708.0,1450.12,7.67,2.19,768.69,2
All,709.0,2352.84,130.14,34.7,262.24,2
HBW,709.0,332.37,8.88,5.92,14.8,2
HBO,709.0,1210.23,97.09,23.81,120.9,2
NHB,709.0,622.73,23.09,4.58,27.68,2
HBC,709.0,7.0,0.1,0.1,0.2,2
HBSch,709.0,180.52,0.98,0.28,98.67,2
All,710.0,8014.55,733.37,101.44,911.24,2
HBW,710.0,904.06,61.59,17.56,79.15,2
HBO,710.0,2462.94,328.38,51.92,380.3,2
NHB,710.0,4364.19,341.37,30.96,372.33,2
HBC,710.0,24.0,1.26,0.76,2.02,2
HBSch,710.0,259.36,0.77,0.24,77.44,2
All,711.0,5831.93,518.41,43.57,561.98,2
HBW,711.0,0.0,0.0,0.0,0.0,2
HBO,711.0,0.0,0.0,0.0,0.0,2
NHB,711.0,5831.93,518.41,43.57,561.98,2
HBC,711.0,0.0,0.0,0.0,0.0,2
HBSch,711.0,0.0,0.0,0.0,0.0,2
All,712.0,1398.63,63.64,15.03,129.81,2
HBW,712.0,163.37,3.72,2.11,5.82,2
HBO,712.0,524.86,39.5,8.55,48.04,2
NHB,712.0,642.21,19.84,4.14,23.97,2
HBC,712.0,4.0,0.07,0.09,0.16,2
HBSch,712.0,64.19,0.52,0.15,51.8,2
All,713.0,7799.76,428.62,110.02,937.33,2
HBW,713.0,1693.09,12.86,20.48,33.35,2
HBO,713.0,4813.48,390.95,82.51,473.46,2
NHB,713.0,713.22,20.18,4.43,24.61,2
HBC,713.0,30.0,0.6,1.42,2.03,2
HBSch,713.0,549.96,4.03,1.17,403.89,2
All,714.0,6447.29,332.26,75.25,606.2,2
HBW,714.0,1348.6,14.26,13.03,27.29,2
HBO,714.0,3773.31,297.93,57.04,354.97,2
NHB,714.0,726.51,18.07,3.87,21.95,2
HBC,714.0,137.0,0.0,0.77,0.77,2
HBSch,714.0,461.87,2.01,0.54,201.23,2
All,715.0,3246.22,105.78,31.45,137.23,2
HBW,715.0,725.65,1.24,4.52,5.76,2
HBO,715.0,1962.49,101.0,25.54,126.54,2
NHB,715.0,296.75,3.55,1.25,4.8,2
HBC,715.0,6.0,0.0,0.14,0.14,2
HBSch,715.0,255.34,0.0,0.0,0.0,2
All,716.0,2043.32,94.17,24.46,254.59,2
HBW,716.0,394.92,3.21,4.22,7.44,2
HBO,716.0,1181.78,80.09,17.89,97.98,2
NHB,716.0,302.33,9.5,1.94,11.44,2
HBC,716.0,11.0,0.0,0.0,0.0,2
HBSch,716.0,153.29,1.37,0.41,137.73,2
All,717.0,3828.93,167.83,54.94,497.6,2
HBW,717.0,711.65,4.23,9.36,13.58,2
HBO,717.0,2469.06,153.76,42.5,196.26,2
NHB,717.0,280.58,6.98,1.88,8.86,2
HBC,717.0,10.0,0.09,0.4,0.49,2
