Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBSch,978.0,0.0,0.0,0.0,0.0,6
All,979.0,890.01,20.86,27.97,48.83,6
HBW,979.0,0.0,0.0,0.0,0.0,6
HBO,979.0,0.0,0.0,0.0,0.0,6
NHB,979.0,890.01,20.86,27.97,48.83,6
HBC,979.0,0.0,0.0,0.0,0.0,6
HBSch,979.0,0.0,0.0,0.0,0.0,6
All,980.0,5936.64,206.93,1374.27,1735.54,6
HBW,980.0,1307.34,2.19,870.57,872.77,6
HBO,980.0,3761.49,165.86,487.0,652.86,6
NHB,980.0,463.07,37.32,15.95,53.27,6
HBC,980.0,11.0,0.0,0.32,0.32,6
HBSch,980.0,393.74,1.56,0.43,156.33,6
All,981.0,3995.96,169.27,1147.32,1443.53,6
HBW,981.0,1048.42,1.63,773.88,775.51,6
HBO,981.0,2466.56,110.74,362.92,473.66,6
NHB,981.0,249.69,54.46,7.28,61.75,6
HBC,981.0,21.0,1.16,2.87,4.03,6
HBSch,981.0,210.3,1.28,0.37,128.59,6
All,982.0,2823.82,154.19,873.55,1134.68,6
HBW,982.0,682.53,0.86,564.22,565.08,6
HBO,982.0,1792.72,107.54,301.24,408.78,6
NHB,982.0,176.34,42.89,5.22,48.11,6
HBC,982.0,13.0,1.82,2.56,4.38,6
HBSch,982.0,159.24,1.08,0.31,108.33,6
All,983.0,2266.87,98.87,639.63,787.81,6
HBW,983.0,602.39,0.64,444.84,445.48,6
HBO,983.0,1375.82,46.77,181.85,228.62,6
NHB,983.0,84.62,25.6,3.63,29.24,6
HBC,983.0,94.0,25.36,9.16,34.52,6
HBSch,983.0,110.05,0.5,0.14,49.95,6
All,984.0,12430.45,941.55,2601.03,3821.1,6
HBW,984.0,2693.84,18.73,1526.6,1545.34,6
HBO,984.0,7407.54,733.59,1018.92,1752.51,6
NHB,984.0,1520.23,186.23,48.63,234.86,6
HBC,984.0,92.0,0.18,6.12,6.31,6
HBSch,984.0,716.83,2.81,0.76,282.09,6
All,985.0,5278.4,698.08,1286.31,2005.65,6
HBW,985.0,1049.26,7.05,601.7,608.75,6
HBO,985.0,2930.53,454.55,650.05,1104.6,6
NHB,985.0,976.57,236.0,28.68,264.68,6
HBC,985.0,60.0,0.27,5.81,6.08,6
HBSch,985.0,262.04,0.21,0.06,21.53,6
All,986.0,960.4,206.11,204.9,430.5,6
HBW,986.0,170.7,0.99,104.69,105.68,6
HBO,986.0,428.55,54.85,92.35,147.2,6
NHB,986.0,331.28,149.63,7.32,156.94,6
HBC,986.0,5.0,0.45,0.49,0.94,6
HBSch,986.0,24.87,0.2,0.06,19.74,6
All,987.0,3905.52,260.59,1217.26,1610.87,6
HBW,987.0,930.45,2.44,744.14,746.58,6
HBO,987.0,2548.15,196.94,463.44,660.38,6
NHB,987.0,173.69,59.37,4.45,63.82,6
HBC,987.0,35.0,0.5,4.82,5.32,6
HBSch,987.0,218.24,1.34,0.4,134.77,6
All,988.0,1602.11,563.16,274.35,877.46,6
HBW,988.0,259.35,23.44,144.12,167.56,6
HBO,988.0,723.09,234.21,118.45,352.66,6
NHB,988.0,553.39,304.2,10.4,314.6,6
HBC,988.0,21.0,0.91,1.26,2.17,6
HBSch,988.0,45.28,0.4,0.12,40.48,6
All,989.0,3089.26,338.65,1006.73,1479.3,6
HBW,989.0,739.61,4.11,600.77,604.89,6
HBO,989.0,2017.2,263.12,400.63,663.75,6
NHB,989.0,156.03,68.16,3.48,71.63,6
HBC,989.0,15.0,1.9,1.45,3.35,6
HBSch,989.0,161.43,1.35,0.4,135.67,6
All,990.0,1989.43,1274.41,164.76,1483.45,6
HBW,990.0,398.47,276.32,75.63,351.95,6
HBO,990.0,922.8,648.08,78.04,726.12,6
NHB,990.0,530.3,341.87,7.75,349.61,6
HBC,990.0,83.0,7.69,3.21,10.9,6
HBSch,990.0,54.86,0.45,0.13,44.87,6
All,991.0,1879.75,585.08,686.1,1324.9,6
HBW,991.0,484.62,19.4,379.83,399.23,6
HBO,991.0,1098.37,451.47,300.08,751.55,6
NHB,991.0,202.9,109.38,3.39,112.77,6
HBC,991.0,28.01,4.29,2.64,6.93,6
HBSch,991.0,65.84,0.54,0.16,54.43,6
All,992.0,5146.86,4105.21,197.74,4436.74,6
HBW,992.0,1227.6,1142.14,49.2,1191.34,6
HBO,992.0,2935.81,2398.67,134.91,2533.58,6
NHB,992.0,753.25,562.1,7.9,570.0,6
HBC,992.0,60.0,0.95,5.33,6.28,6
HBSch,992.0,170.2,1.35,0.41,135.55,6
All,993.0,155.8,107.79,2.16,109.95,6
HBW,993.0,0.0,0.0,0.0,0.0,6
HBO,993.0,0.0,0.0,0.0,0.0,6
NHB,993.0,155.8,107.79,2.16,109.95,6
HBC,993.0,0.0,0.0,0.0,0.0,6
HBSch,993.0,0.0,0.0,0.0,0.0,6
All,994.0,2079.21,1414.06,219.41,1691.99,6
HBW,994.0,494.87,363.58,98.83,462.42,6
HBO,994.0,1135.81,845.31,106.08,951.39,6
NHB,994.0,283.21,199.61,3.65,203.26,6
HBC,994.0,98.0,4.97,10.67,15.64,6
HBSch,994.0,67.33,0.59,0.18,59.29,6
All,995.0,5215.65,4757.99,43.46,4876.3,6
HBW,995.0,1348.18,1346.75,0.99,1347.73,6
HBO,995.0,3046.56,2925.85,29.02,2954.88,6
NHB,995.0,571.44,464.04,4.81,468.85,6
HBC,995.0,148.0,20.6,8.41,29.01,6
HBSch,995.0,101.48,0.76,0.23,75.83,6
All,996.0,2188.38,1290.3,504.43,1847.31,6
HBW,996.0,550.65,221.94,287.25,509.19,6
HBO,996.0,1328.07,901.03,211.72,1112.75,6
NHB,996.0,227.15,164.42,2.81,167.23,6
HBC,996.0,24.0,2.38,2.49,4.87,6
HBSch,996.0,58.51,0.53,0.16,53.27,6
All,997.0,2691.32,2013.11,259.61,2320.91,6
HBW,997.0,792.24,645.3,115.33,760.63,6
HBO,997.0,1557.17,1217.4,134.62,1352.03,6
NHB,997.0,198.78,148.58,2.37,150.95,6
HBC,997.0,62.0,1.34,7.14,8.48,6
HBSch,997.0,81.13,0.49,0.15,48.82,6
All,998.0,2141.61,1957.09,13.85,1994.81,6
HBW,998.0,587.03,586.82,0.16,586.97,6
HBO,998.0,1200.51,1165.89,8.59,1174.48,6
NHB,998.0,241.54,200.05,2.08,202.12,6
HBC,998.0,53.0,4.1,2.95,7.04,6
HBSch,998.0,59.53,0.24,0.08,24.2,6
All,999.0,659.1,508.13,6.91,515.03,6
HBW,999.0,0.0,0.0,0.0,0.0,6
HBO,999.0,0.0,0.0,0.0,0.0,6
NHB,999.0,659.1,508.13,6.91,515.03,6
HBC,999.0,0.0,0.0,0.0,0.0,6
HBSch,999.0,0.0,0.0,0.0,0.0,6
All,1000.0,2564.73,1016.44,788.03,1836.42,6
HBW,1000.0,555.93,30.9,448.3,479.2,6
HBO,1000.0,1132.28,455.6,323.66,779.25,6
NHB,1000.0,806.37,529.09,14.96,544.05,6
HBC,1000.0,9.0,0.53,1.03,1.55,6
HBSch,1000.0,61.15,0.32,0.09,32.36,6
All,1001.0,2950.18,1353.83,959.94,2358.07,6
HBW,1001.0,770.85,118.61,589.37,707.98,6
HBO,1001.0,1458.42,852.34,351.22,1203.56,6
NHB,1001.0,591.93,375.47,12.65,388.12,6
HBC,1001.0,56.0,6.96,6.57,13.53,6
HBSch,1001.0,72.98,0.45,0.13,44.88,6
All,1002.0,2974.89,633.58,1466.86,2153.09,6
HBW,1002.0,883.55,7.99,774.83,782.82,6
HBO,1002.0,1811.95,525.19,685.71,1210.9,6
NHB,1002.0,160.7,98.02,3.77,101.79,6
HBC,1002.0,21.0,1.85,2.4,4.25,6
HBSch,1002.0,97.68,0.53,0.15,53.34,6
All,1003.0,3503.25,797.06,1673.47,2538.19,6
HBW,1003.0,958.05,8.76,848.17,856.93,6
HBO,1003.0,2096.25,637.96,806.99,1444.96,6
NHB,1003.0,229.2,128.4,6.29,134.69,6
HBC,1003.0,114.0,21.26,11.82,33.08,6
HBSch,1003.0,105.76,0.68,0.2,68.54,6
All,1004.0,2779.46,504.37,1404.98,1970.48,6
HBW,1004.0,805.3,2.93,717.72,720.65,6
HBO,1004.0,1626.49,381.19,676.4,1057.59,6
NHB,1004.0,209.0,112.86,5.77,118.63,6
HBC,1004.0,45.0,6.78,4.91,11.69,6
HBSch,1004.0,93.67,0.62,0.18,61.93,6
All,1005.0,271.89,41.17,126.26,171.53,6
HBW,1005.0,76.22,0.16,68.21,68.37,6
HBO,1005.0,136.5,22.67,54.09,76.75,6
NHB,1005.0,16.82,8.36,0.64,8.99,6
HBC,1005.0,36.0,9.95,3.32,13.27,6
HBSch,1005.0,6.34,0.04,0.01,4.15,6
All,1006.0,4132.59,645.04,1519.88,2292.65,6
HBW,1006.0,1036.8,6.84,814.35,821.19,6
HBO,1006.0,2260.28,389.87,663.57,1053.45,6
NHB,1006.0,250.55,83.2,10.94,94.14,6
HBC,1006.0,413.0,163.84,30.64,194.48,6
HBSch,1006.0,171.97,1.29,0.38,129.4,6
All,1007.0,4074.5,765.98,321.94,1087.93,6
HBW,1007.0,0.0,0.0,0.0,0.0,6
HBO,1007.0,0.0,0.0,0.0,0.0,6
NHB,1007.0,4074.5,765.98,321.94,1087.93,6
HBC,1007.0,0.0,0.0,0.0,0.0,6
HBSch,1007.0,0.0,0.0,0.0,0.0,6
All,1008.0,0.0,0.0,0.0,0.0,6
HBW,1008.0,0.0,0.0,0.0,0.0,6
HBO,1008.0,0.0,0.0,0.0,0.0,6
NHB,1008.0,0.0,0.0,0.0,0.0,6
HBC,1008.0,0.0,0.0,0.0,0.0,6
HBSch,1008.0,0.0,0.0,0.0,0.0,6
All,1009.0,0.0,0.0,0.0,0.0,6
HBW,1009.0,0.0,0.0,0.0,0.0,6
HBO,1009.0,0.0,0.0,0.0,0.0,6
NHB,1009.0,0.0,0.0,0.0,0.0,6
HBC,1009.0,0.0,0.0,0.0,0.0,6
HBSch,1009.0,0.0,0.0,0.0,0.0,6
All,1010.0,0.01,0.0,0.0,0.0,6
HBW,1010.0,0.0,0.0,0.0,0.0,6
HBO,1010.0,0.0,0.0,0.0,0.0,6
NHB,1010.0,0.01,0.0,0.0,0.0,6
HBC,1010.0,0.0,0.0,0.0,0.0,6
HBSch,1010.0,0.0,0.0,0.0,0.0,6
All,1011.0,769.64,14.7,5.92,20.62,6
HBW,1011.0,3.96,0.1,0.05,0.15,6
HBO,1011.0,33.31,0.98,1.45,2.43,6
NHB,1011.0,732.1,13.62,4.42,18.04,6
HBC,1011.0,0.0,0.0,0.0,0.0,6
HBSch,1011.0,0.28,0.0,0.0,0.0,6
All,1012.0,141.94,1.28,1.7,2.98,6
HBW,1012.0,0.0,0.0,0.0,0.0,6
HBO,1012.0,0.0,0.0,0.0,0.0,6
NHB,1012.0,141.94,1.28,1.7,2.98,6
HBC,1012.0,0.0,0.0,0.0,0.0,6
HBSch,1012.0,0.0,0.0,0.0,0.0,6
All,1013.0,0.0,0.0,0.0,0.0,6
HBW,1013.0,0.0,0.0,0.0,0.0,6
HBO,1013.0,0.0,0.0,0.0,0.0,6
NHB,1013.0,0.0,0.0,0.0,0.0,6
HBC,1013.0,0.0,0.0,0.0,0.0,6
HBSch,1013.0,0.0,0.0,0.0,0.0,6
All,1014.0,0.0,0.0,0.0,0.0,6
HBW,1014.0,0.0,0.0,0.0,0.0,6
HBO,1014.0,0.0,0.0,0.0,0.0,6
NHB,1014.0,0.0,0.0,0.0,0.0,6
HBC,1014.0,0.0,0.0,0.0,0.0,6
HBSch,1014.0,0.0,0.0,0.0,0.0,6
All,1015.0,1.5,0.05,0.07,0.12,6
HBW,1015.0,0.0,0.0,0.0,0.0,6
HBO,1015.0,0.0,0.0,0.0,0.0,6
NHB,1015.0,1.5,0.05,0.07,0.12,6
HBC,1015.0,0.0,0.0,0.0,0.0,6
HBSch,1015.0,0.0,0.0,0.0,0.0,6
All,1016.0,3948.03,365.63,852.81,1285.21,6
HBW,1016.0,781.77,4.2,323.5,327.7,6
HBO,1016.0,2431.21,293.6,511.51,805.11,6
NHB,1016.0,506.79,67.05,15.35,82.4,6
HBC,1016.0,30.0,0.1,2.27,2.37,6
HBSch,1016.0,198.26,0.67,0.18,67.63,6
All,1017.0,347.9,90.29,9.19,99.48,6
HBW,1017.0,0.0,0.0,0.0,0.0,6
HBO,1017.0,0.0,0.0,0.0,0.0,6
NHB,1017.0,347.9,90.29,9.19,99.48,6
HBC,1017.0,0.0,0.0,0.0,0.0,6
HBSch,1017.0,0.0,0.0,0.0,0.0,6
All,1018.0,23.65,5.31,4.98,10.32,6
HBW,1018.0,3.63,0.01,2.44,2.45,6
HBO,1018.0,9.87,0.69,2.32,3.02,6
NHB,1018.0,9.58,4.6,0.21,4.82,6
HBC,1018.0,0.0,0.0,0.0,0.0,6
HBSch,1018.0,0.57,0.0,0.0,0.03,6
All,1019.0,1427.06,404.01,290.38,738.45,6
HBW,1019.0,197.99,2.83,135.48,138.31,6
HBO,1019.0,609.2,121.95,143.51,265.46,6
NHB,1019.0,562.31,278.78,11.0,289.78,6
HBC,1019.0,2.0,0.0,0.27,0.27,6
HBSch,1019.0,55.56,0.45,0.13,44.64,6
All,1020.0,494.11,121.5,89.64,224.74,6
HBW,1020.0,67.92,0.48,39.88,40.37,6
HBO,1020.0,216.83,29.83,45.54,75.37,6
NHB,1020.0,191.27,91.05,4.07,95.12,6
HBC,1020.0,1.0,0.0,0.12,0.12,6
HBSch,1020.0,17.09,0.14,0.04,13.77,6
All,1021.0,773.82,343.64,126.86,502.13,6
HBW,1021.0,143.4,42.69,64.46,107.15,6
HBO,1021.0,438.54,219.36,59.23,278.6,6
NHB,1021.0,148.03,81.27,2.67,83.94,6
HBC,1021.0,5.0,0.0,0.41,0.41,6
HBSch,1021.0,38.86,0.32,0.09,32.04,6
All,1022.0,1359.17,601.62,157.42,799.91,6
HBW,1022.0,181.25,47.49,73.65,121.14,6
HBO,1022.0,596.17,251.21,74.11,325.31,6
NHB,1022.0,526.57,302.52,8.97,311.49,6
HBC,1022.0,7.0,0.0,0.57,0.57,6
HBSch,1022.0,48.19,0.41,0.12,41.4,6
All,1023.0,1987.44,1284.9,24.76,1309.67,6
HBW,1023.0,0.0,0.0,0.0,0.0,6
HBO,1023.0,0.0,0.0,0.0,0.0,6
NHB,1023.0,1987.44,1284.9,24.76,1309.67,6
HBC,1023.0,0.0,0.0,0.0,0.0,6
HBSch,1023.0,0.0,0.0,0.0,0.0,6
All,1024.0,1920.05,1286.2,26.64,1313.1,6
HBW,1024.0,3.69,3.46,0.13,3.59,6
HBO,1024.0,17.19,6.06,3.2,9.26,6
NHB,1024.0,1898.89,1276.67,23.31,1299.98,6
HBC,1024.0,0.0,0.0,0.0,0.0,6
HBSch,1024.0,0.28,0.0,0.0,0.26,6
All,1025.0,2344.89,1759.42,136.37,1955.48,6
HBW,1025.0,649.95,558.09,54.39,612.49,6
HBO,1025.0,1275.85,1001.56,75.52,1077.08,6
NHB,1025.0,286.19,192.92,3.88,196.79,6
HBC,1025.0,63.0,6.24,2.4,8.65,6
HBSch,1025.0,69.9,0.6,0.18,60.47,6
All,1026.0,3781.2,2866.18,78.51,2974.32,6
HBW,1026.0,519.75,502.97,9.35,512.33,6
HBO,1026.0,1160.91,999.84,39.72,1039.56,6
NHB,1026.0,2003.15,1361.56,24.16,1385.72,6
HBC,1026.0,57.0,1.51,5.19,6.69,6
HBSch,1026.0,40.39,0.3,0.09,30.02,6
All,1027.0,27525.37,22487.62,267.59,22780.72,6
HBW,1027.0,493.8,491.67,1.14,492.81,6
HBO,1027.0,1175.2,1023.72,29.85,1053.57,6
NHB,1027.0,25806.65,20971.98,235.71,21207.69,6
HBC,1027.0,8.0,0.0,0.81,0.81,6
HBSch,1027.0,41.73,0.26,0.08,25.84,6
All,1028.0,9287.93,7717.65,76.96,7794.61,6
HBW,1028.0,0.0,0.0,0.0,0.0,6
HBO,1028.0,0.0,0.0,0.0,0.0,6
NHB,1028.0,9287.93,7717.65,76.96,7794.61,6
HBC,1028.0,0.0,0.0,0.0,0.0,6
HBSch,1028.0,0.0,0.0,0.0,0.0,6
All,1029.0,4810.64,3884.78,43.36,3928.14,6
HBW,1029.0,0.0,0.0,0.0,0.0,6
HBO,1029.0,0.0,0.0,0.0,0.0,6
NHB,1029.0,4810.64,3884.78,43.36,3928.14,6
HBC,1029.0,0.0,0.0,0.0,0.0,6
HBSch,1029.0,0.0,0.0,0.0,0.0,6
All,1030.0,7307.97,6173.09,56.47,6229.56,6
HBW,1030.0,0.0,0.0,0.0,0.0,6
HBO,1030.0,0.0,0.0,0.0,0.0,6
NHB,1030.0,7307.97,6173.09,56.47,6229.56,6
HBC,1030.0,0.0,0.0,0.0,0.0,6
HBSch,1030.0,0.0,0.0,0.0,0.0,6
All,1031.0,0.0,0.0,0.0,0.0,6
HBW,1031.0,0.0,0.0,0.0,0.0,6
HBO,1031.0,0.0,0.0,0.0,0.0,6
NHB,1031.0,0.0,0.0,0.0,0.0,6
HBC,1031.0,0.0,0.0,0.0,0.0,6
HBSch,1031.0,0.0,0.0,0.0,0.0,6
All,1032.0,9403.34,8123.76,59.54,8183.3,6
HBW,1032.0,0.0,0.0,0.0,0.0,6
HBO,1032.0,0.0,0.0,0.0,0.0,6
NHB,1032.0,9403.34,8123.76,59.54,8183.3,6
HBC,1032.0,0.0,0.0,0.0,0.0,6
HBSch,1032.0,0.0,0.0,0.0,0.0,6
All,1033.0,3802.51,3209.86,28.44,3238.3,6
HBW,1033.0,0.0,0.0,0.0,0.0,6
HBO,1033.0,0.0,0.0,0.0,0.0,6
NHB,1033.0,3789.51,3209.63,27.21,3236.85,6
HBC,1033.0,13.0,0.23,1.22,1.45,6
HBSch,1033.0,0.0,0.0,0.0,0.0,6
All,1034.0,45846.55,38580.69,378.38,38973.09,6
HBW,1034.0,365.8,365.79,0.01,365.8,6
HBO,1034.0,926.31,724.8,33.88,758.68,6
NHB,1034.0,44493.05,37486.81,342.26,37829.07,6
HBC,1034.0,29.0,3.14,2.19,5.33,6
HBSch,1034.0,32.38,0.14,0.04,14.2,6
All,1035.0,30623.37,25266.08,262.14,25528.22,6
HBW,1035.0,0.0,0.0,0.0,0.0,6
HBO,1035.0,0.0,0.0,0.0,0.0,6
NHB,1035.0,30623.37,25266.08,262.14,25528.22,6
HBC,1035.0,0.0,0.0,0.0,0.0,6
HBSch,1035.0,0.0,0.0,0.0,0.0,6
All,1036.0,29975.12,24934.07,264.94,25202.99,6
HBW,1036.0,137.09,137.09,0.0,137.09,6
HBO,1036.0,387.59,265.26,20.04,285.3,6
NHB,1036.0,29434.28,24531.29,244.55,24775.84,6
HBC,1036.0,5.0,0.39,0.35,0.74,6
HBSch,1036.0,11.16,0.04,0.01,4.02,6
All,1037.0,7878.9,6697.36,65.7,6766.85,6
HBW,1037.0,121.5,121.5,0.0,121.5,6
HBO,1037.0,262.14,232.41,5.71,238.13,6
NHB,1037.0,7481.63,6343.0,59.61,6402.62,6
HBC,1037.0,4.0,0.4,0.36,0.77,6
HBSch,1037.0,9.62,0.04,0.01,3.84,6
All,1038.0,5584.55,5086.84,27.0,5163.42,6
HBW,1038.0,1169.48,1169.35,0.09,1169.44,6
HBO,1038.0,2608.42,2570.17,8.31,2578.48,6
NHB,1038.0,1643.04,1343.35,14.15,1357.5,6
HBC,1038.0,44.0,3.47,4.29,7.76,6
HBSch,1038.0,119.61,0.5,0.16,50.25,6
All,1039.0,3938.94,3430.22,42.32,3523.86,6
HBW,1039.0,853.53,852.89,0.47,853.36,6
HBO,1039.0,1736.86,1692.15,14.16,1706.3,6
NHB,1039.0,1194.63,876.14,16.96,893.1,6
HBC,1039.0,75.0,8.53,10.58,19.11,6
HBSch,1039.0,78.92,0.52,0.15,51.99,6
All,1040.0,2136.27,1746.81,20.02,1766.83,6
HBW,1040.0,0.0,0.0,0.0,0.0,6
HBO,1040.0,0.0,0.0,0.0,0.0,6
NHB,1040.0,2136.27,1746.81,20.02,1766.83,6
HBC,1040.0,0.0,0.0,0.0,0.0,6
HBSch,1040.0,0.0,0.0,0.0,0.0,6
All,1041.0,2763.67,2220.61,32.82,2272.08,6
HBW,1041.0,151.21,151.19,0.02,151.21,6
HBO,1041.0,325.73,314.21,4.66,318.87,6
NHB,1041.0,2239.93,1753.43,26.86,1780.29,6
HBC,1041.0,13.0,1.6,1.22,2.82,6
HBSch,1041.0,33.8,0.19,0.06,18.89,6
All,1042.0,1167.51,954.78,27.47,992.52,6
HBW,1042.0,188.08,187.69,0.29,187.98,6
HBO,1042.0,475.22,443.94,14.49,458.43,6
NHB,1042.0,436.36,317.35,6.57,323.92,6
HBC,1042.0,52.0,5.7,6.09,11.78,6
HBSch,1042.0,15.85,0.1,0.03,10.41,6
All,1043.0,3251.64,2268.01,427.8,2752.41,6
HBW,1043.0,815.07,558.57,220.72,779.29,6
HBO,1043.0,1603.39,1242.95,186.79,1429.75,6
NHB,1043.0,683.82,457.73,13.1,470.83,6
HBC,1043.0,61.0,8.18,7.02,15.21,6
HBSch,1043.0,88.36,0.57,0.16,57.33,6
All,1044.0,1291.8,891.9,99.91,1000.21,6
HBW,1044.0,144.99,95.31,42.0,137.3,6
HBO,1044.0,365.78,280.4,43.49,323.89,6
NHB,1044.0,765.09,515.35,13.86,529.21,6
HBC,1044.0,5.0,0.76,0.54,1.29,6
HBSch,1044.0,10.95,0.08,0.03,8.52,6
All,1045.0,3673.84,1043.17,1505.87,2634.31,6
HBW,1045.0,990.63,23.9,819.53,843.42,6
HBO,1045.0,2161.42,801.89,669.94,1471.83,6
NHB,1045.0,346.94,201.15,9.0,210.14,6
HBC,1045.0,74.0,15.37,7.15,22.52,6
HBSch,1045.0,100.84,0.86,0.25,86.38,6
All,1046.0,2828.34,797.81,967.36,1822.54,6
HBW,1046.0,716.22,17.87,539.87,557.73,6
HBO,1046.0,1569.39,547.49,408.75,956.24,6
NHB,1046.0,363.42,208.69,9.69,218.38,6
HBC,1046.0,109.0,23.19,8.88,32.06,6
HBSch,1046.0,70.31,0.58,0.17,58.12,6
All,1047.0,2696.82,520.27,1232.55,1820.59,6
HBW,1047.0,791.76,4.94,668.85,673.79,6
HBO,1047.0,1498.79,369.18,550.73,919.91,6
NHB,1047.0,267.25,133.45,8.69,142.15,6
HBC,1047.0,53.0,12.01,4.08,16.09,6
HBSch,1047.0,86.02,0.68,0.2,68.65,6
All,1048.0,2744.19,710.82,889.9,1652.18,6
HBW,1048.0,596.04,7.7,462.13,469.83,6
HBO,1048.0,1328.22,337.23,400.93,738.16,6
NHB,1048.0,695.39,346.85,22.42,369.27,6
HBC,1048.0,59.01,18.51,4.27,22.78,6
HBSch,1048.0,65.52,0.52,0.16,52.14,6
All,1049.0,2355.05,395.63,1122.85,1567.13,6
HBW,1049.0,716.33,3.31,599.32,602.63,6
HBO,1049.0,1334.0,289.54,510.01,799.54,6
NHB,1049.0,138.26,61.21,5.28,66.49,6
HBC,1049.0,105.0,41.08,8.09,49.17,6
HBSch,1049.0,61.46,0.49,0.15,49.3,6
All,1050.0,2174.85,465.33,742.97,1257.76,6
HBW,1050.0,482.59,3.48,355.91,359.39,6
HBO,1050.0,1183.54,282.68,359.96,642.64,6
NHB,1050.0,132.2,59.1,5.04,64.14,6
HBC,1050.0,315.0,119.57,21.91,141.49,6
HBSch,1050.0,61.51,0.5,0.15,50.12,6
All,1051.0,12722.1,4745.37,846.98,5592.35,6
HBW,1051.0,0.0,0.0,0.0,0.0,6
HBO,1051.0,0.0,0.0,0.0,0.0,6
NHB,1051.0,12092.09,4365.49,796.94,5162.43,6
HBC,1051.0,630.01,379.88,50.04,429.92,6
HBSch,1051.0,0.0,0.0,0.0,0.0,6
All,1052.0,3663.3,1243.78,272.94,1516.72,6
HBW,1052.0,0.0,0.0,0.0,0.0,6
HBO,1052.0,0.0,0.0,0.0,0.0,6
NHB,1052.0,1389.3,227.59,109.24,336.83,6
HBC,1052.0,2274.0,1016.19,163.7,1179.89,6
HBSch,1052.0,0.0,0.0,0.0,0.0,6
All,1053.0,0.0,0.0,0.0,0.0,6
HBW,1053.0,0.0,0.0,0.0,0.0,6
HBO,1053.0,0.0,0.0,0.0,0.0,6
NHB,1053.0,0.0,0.0,0.0,0.0,6
HBC,1053.0,0.0,0.0,0.0,0.0,6
HBSch,1053.0,0.0,0.0,0.0,0.0,6
All,1054.0,589.35,10.0,1.97,11.98,6
HBW,1054.0,0.0,0.0,0.0,0.0,6
HBO,1054.0,0.0,0.0,0.0,0.0,6
NHB,1054.0,589.35,10.0,1.97,11.98,6
HBC,1054.0,0.0,0.0,0.0,0.0,6
HBSch,1054.0,0.0,0.0,0.0,0.0,6
All,1055.0,588.26,9.55,2.57,12.12,6
HBW,1055.0,0.0,0.0,0.0,0.0,6
HBO,1055.0,0.0,0.0,0.0,0.0,6
NHB,1055.0,588.26,9.55,2.57,12.12,6
HBC,1055.0,0.0,0.0,0.0,0.0,6
HBSch,1055.0,0.0,0.0,0.0,0.0,6
All,1056.0,336.47,3.28,6.1,9.38,6
HBW,1056.0,0.0,0.0,0.0,0.0,6
HBO,1056.0,0.0,0.0,0.0,0.0,6
NHB,1056.0,336.47,3.28,6.1,9.38,6
HBC,1056.0,0.0,0.0,0.0,0.0,6
HBSch,1056.0,0.0,0.0,0.0,0.0,6
All,1057.0,151.9,2.31,4.23,6.54,6
HBW,1057.0,0.0,0.0,0.0,0.0,6
HBO,1057.0,0.0,0.0,0.0,0.0,6
NHB,1057.0,151.9,2.31,4.23,6.54,6
HBC,1057.0,0.0,0.0,0.0,0.0,6
HBSch,1057.0,0.0,0.0,0.0,0.0,6
All,1058.0,162.86,19.65,4.14,23.79,6
HBW,1058.0,0.0,0.0,0.0,0.0,6
HBO,1058.0,0.0,0.0,0.0,0.0,6
NHB,1058.0,162.86,19.65,4.14,23.79,6
HBC,1058.0,0.0,0.0,0.0,0.0,6
HBSch,1058.0,0.0,0.0,0.0,0.0,6
All,1059.0,379.23,30.35,22.03,52.61,6
HBW,1059.0,3.35,0.01,2.21,2.21,6
HBO,1059.0,109.88,0.64,13.25,13.89,6
NHB,1059.0,265.71,29.7,6.57,36.27,6
HBC,1059.0,0.0,0.0,0.0,0.0,6
HBSch,1059.0,0.29,0.0,0.0,0.23,6
All,1060.0,3965.54,297.98,1671.38,2050.87,6
HBW,1060.0,886.76,1.76,734.61,736.37,6
HBO,1060.0,2611.91,260.27,932.13,1192.4,6
NHB,1060.0,146.26,34.78,3.67,38.44,6
HBC,1060.0,16.0,0.35,0.75,1.1,6
HBSch,1060.0,304.61,0.82,0.23,82.56,6
All,1061.0,4088.81,434.77,1796.73,2389.91,6
HBW,1061.0,870.28,3.02,726.39,729.41,6
HBO,1061.0,2621.72,374.69,1053.84,1428.53,6
NHB,1061.0,247.18,55.46,5.85,61.31,6
HBC,1061.0,59.0,0.0,10.2,10.2,6
HBSch,1061.0,290.63,1.6,0.45,160.46,6
All,1062.0,2422.99,296.9,1209.67,1574.02,6
HBW,1062.0,526.48,2.08,471.87,473.96,6
HBO,1062.0,1592.4,256.3,734.8,991.1,6
NHB,1062.0,116.48,37.83,2.6,40.43,6
HBC,1062.0,1.0,0.0,0.21,0.21,6
HBSch,1062.0,186.64,0.68,0.19,68.33,6
All,1063.0,2433.01,293.57,1217.59,1579.84,6
HBW,1063.0,538.69,2.4,479.64,482.04,6
HBO,1063.0,1594.86,257.99,732.23,990.21,6
NHB,1063.0,93.96,31.73,2.12,33.85,6
HBC,1063.0,23.0,0.77,3.41,4.18,6
HBSch,1063.0,182.51,0.69,0.19,69.56,6
All,1064.0,2600.9,645.53,1122.54,1845.36,6
HBW,1064.0,561.47,11.12,496.36,507.48,6
