DISTMED,TOTHH
12,53.7
12,95.3
12,252.3
12,180.5
12,420.7
12,291.5
12,505.7
12,778.8
12,245.7
10,229.8
12,254.7
12,4.0
12,63.5
12,175.3
12,98.7
12,44.3
12,338.3
12,52.8
12,88.2
12,87.5
12,397.2
12,188.2
12,376.3
12,279.5
11,2.0
12,1.0
12,94.3
12,0.0
12,288.2
12,111.0
12,60.8
12,67.8
12,337.5
12,184.5
12,203.3
12,191.7
12,166.8
12,754.2
12,346.7
12,792.0
12,543.3
12,441.8
12,194.2
11,0.7
11,6.8
11,8.0
11,9.0
12,614.0
12,0.0
12,140.2
12,156.2
12,36.5
12,47.0
12,194.0
12,10.0
12,196.2
12,371.0
12,693.3
12,766.0
12,616.5
12,514.7
12,364.3
12,411.5
12,290.3
12,297.0
11,9.5
11,2.0
11,0.0
11,0.0
12,34.7
12,133.3
12,350.8
12,103.5
12,90.3
12,110.8
12,441.5
12,481.7
12,437.0
12,477.0
12,543.2
12,159.5
12,112.2
11,15.2
12,39.7
12,14.5
12,156.2
12,193.3
12,78.8
12,64.3
12,140.5
12,430.8
12,272.2
12,885.7
12,434.0
12,8.3
12,94.0
13,566.3
13,263.0
13,265.5
13,293.2
13,187.3
13,343.5
13,282.0
13,561.0
13,494.8
13,317.3
13,308.5
11,460.3
11,710.2
11,366.5
11,1026.3
12,297.8
11,203.2
11,404.7
11,242.0
12,675.0
11,276.2
11,228.3
11,267.7
11,649.2
11,388.0
11,427.5
11,406.7
11,196.2
11,281.3
11,815.7
11,392.0
11,728.7
11,307.2
11,357.2
11,238.7
11,167.5
11,355.8
11,781.2
11,175.8
11,530.2
11,150.3
11,339.0
11,219.8
11,213.2
11,223.3
11,122.7
11,146.3
11,181.7
11,289.8
11,516.0
11,144.5
11,133.2
11,144.5
11,181.8
11,124.7
11,198.8
11,195.8
11,237.2
11,172.2
11,637.3
11,568.7
11,675.7
11,637.2
11,531.5
11,674.3
11,393.5
11,462.0
11,763.8
11,444.3
11,708.0
11,661.7
11,121.7
11,433.8
11,449.3
11,486.5
11,431.0
11,432.2
11,595.8
11,255.3
11,351.8
11,415.3
11,704.7
11,234.0
11,87.8
11,703.0
11,454.8
11,380.2
11,632.7
11,508.3
11,380.0
11,456.8
13,0.0
13,387.7
13,334.2
13,726.2
13,341.3
12,13.2
13,137.7
13,4.7
13,520.3
13,69.5
13,993.2
13,607.8
13,299.3
13,0.0
13,0.0
13,481.8
13,885.2
13,533.2
13,424.3
13,498.2
13,485.3
13,371.8
13,5.3
13,120.3
13,503.5
13,135.0
12,19.0
12,273.2
13,118.3
13,285.0
13,329.7
13,171.2
13,0.0
13,411.8
13,476.0
13,196.0
13,540.2
13,431.5
13,288.8
13,613.2
13,271.8
13,1075.5
13,255.0
13,1295.2
13,490.3
13,1044.3
13,362.3
13,196.3
13,363.3
13,10.5
14,4.7
14,0.0
14,38.2
15,0.0
15,0.0
18,347.0
18,1591.5
18,587.0
18,761.2
18,253.5
18,311.5
18,305.8
18,282.3
18,436.2
18,409.7
18,280.8
18,415.2
18,396.5
18,867.2
18,744.5
18,361.2
18,848.7
18,727.3
18,1437.7
18,545.0
18,436.2
18,279.2
18,603.7
18,734.2
18,368.2
18,382.7
18,327.2
18,1158.3
18,759.3
18,429.0
18,548.0
18,197.0
18,1118.0
18,722.2
18,427.3
18,579.8
18,865.7
18,783.7
18,463.8
18,628.3
18,786.5
19,0.0
18,767.2
18,654.2
19,0.0
18,680.3
19,0.0
19,0.0
19,0.0
19,0.0
19,425.0
19,0.0
19,45.8
19,387.0
19,952.0
19,738.8
19,767.7
19,3.7
19,0.0
19,329.0
19,489.2
18,956.5
18,752.0
18,1276.3
18,1751.2
19,0.0
18,815.7
18,915.3
18,548.7
18,0.0
18,62.0
18,517.5
18,1484.0
19,723.3
18,637.5
18,0.7
18,753.2
18,493.3
18,958.5
21,1623.8
21,888.0
18,140.7
18,1023.3
20,1025.2
20,1194.0
18,1114.8
18,2979.5
18,892.0
18,1378.3
18,593.2
18,441.3
18,418.0
18,930.7
18,1202.8
20,5.0
20,841.2
20,563.2
20,1022.8
20,1344.2
20,883.7
20,910.2
20,437.3
20,804.2
20,832.2
20,485.7
20,877.7
20,581.3
20,0.0
19,599.8
19,765.5
19,715.7
21,1516.2
21,811.0
21,30.2
21,456.5
21,732.8
21,1021.8
21,1004.7
21,942.5
21,723.8
20,1339.2
20,1808.3
21,1869.2
21,1968.5
21,289.0
21,1094.5
20,1195.3
20,336.5
20,1299.7
21,647.8
21,138.5
21,1138.5
21,996.5
21,693.2
20,368.8
20,906.2
20,296.8
20,0.0
20,1548.8
21,794.0
21,665.2
21,1551.7
21,1766.2
20,249.5
20,384.8
20,593.5
20,867.0
20,407.0
21,1710.8
20,674.3
20,410.7
20,835.8
20,713.5
20,519.5
20,612.8
20,983.7
21,335.5
21,1902.3
20,4.0
20,193.7
20,351.8
20,847.2
21,1775.8
21,508.5
20,285.7
21,1044.3
21,850.2
20,372.0
20,514.7
20,260.2
21,327.0
20,1.0
20,561.8
20,679.2
20,446.7
21,936.5
21,1378.2
20,359.7
21,691.8
21,419.8
20,523.0
20,504.0
21,1451.5
20,322.3
22,255.5
21,500.8
21,643.7
21,690.5
21,910.7
22,733.7
22,462.3
22,780.8
22,393.2
22,3499.8
22,1028.8
22,739.8
22,1051.0
22,566.0
22,376.3
22,9.8
22,701.5
22,252.7
22,419.2
22,965.5
22,726.3
22,565.5
22,455.5
22,619.5
22,733.5
22,1.0
22,161.8
22,943.7
22,132.2
22,388.2
22,343.3
22,487.2
22,430.5
22,631.8
22,26.7
22,64.2
22,410.8
22,757.7
22,314.7
22,837.0
22,690.5
22,865.3
22,874.7
22,470.2
22,351.3
22,470.0
22,339.3
22,155.8
22,284.8
22,516.8
23,68.5
23,288.8
23,500.7
23,668.5
23,172.8
23,325.7
23,142.5
23,143.7
23,0.0
23,950.2
23,925.2
23,759.2
23,889.2
23,722.8
23,981.0
23,650.3
23,786.0
23,433.2
23,446.2
23,735.8
23,405.2
23,771.0
23,660.0
23,419.0
23,571.0
23,497.8
23,670.2
23,280.8
23,703.0
23,211.5
23,583.7
23,635.3
23,1004.0
23,249.0
23,440.2
23,242.3
23,610.8
23,668.2
23,320.7
23,520.2
23,568.5
23,805.0
23,520.0
23,0.0
23,830.5
23,701.7
23,2450.2
23,354.7
23,525.0
23,226.2
23,685.8
23,3.0
23,900.2
23,24.8
23,355.7
23,397.5
23,357.3
23,333.0
23,1182.3
23,0.0
23,1484.3
23,0.0
23,0.0
23,142.5
23,615.0
23,0.0
23,0.0
23,879.3
23,821.0
23,271.3
23,441.8
23,355.2
23,0.0
23,0.0
23,0.0
23,719.5
23,882.2
23,0.0
23,928.3
23,361.7
23,448.8
23,0.0
17,0.0
17,0.0
16,0.0
17,0.0
17,0.0
24,3.5
24,0.0
24,0.0
25,0.0
27,0.0
27,0.0
28,0.0
28,0.0
28,0.0
28,0.0
28,0.0
28,489.7
28,0.0
37,0.0
28,110.2
37,0.0
38,0.0
37,0.0
38,0.0
37,0.0
39,0.0
37,0.0
39,0.0
40,362.7
40,1350.2
40,0.0
40,2621.7
40,0.0
40,1060.8
40,2923.3
40,3572.0
40,355.7
37,0.0
40,94.2
40,0.0
40,68.8
29,626.8
29,0.0
29,254.5
26,0.0
26,0.0
29,0.0
29,0.0
33,0.0
29,0.0
29,4.7
33,45.2
26,0.0
29,1395.2
29,153.3
29,0.0
26,0.0
26,0.0
26,0.0
26,0.0
26,0.0
29,0.0
29,679.7
29,918.5
29,613.0
33,0.0
33,728.7
29,0.0
29,236.2
29,448.3
29,497.8
29,371.3
29,774.0
33,633.3
33,240.7
33,721.3
33,995.2
26,0.0
26,0.0
26,0.0
26,0.0
29,0.0
29,727.8
29,665.7
29,360.8
33,317.0
29,1575.8
29,1144.7
29,166.2
29,565.5
29,402.0
29,471.2
33,382.0
33,412.8
33,1042.5
33,257.8
33,529.3
33,1211.3
33,488.3
33,543.2
33,524.8
33,0.0
33,303.5
33,558.7
33,471.3
33,646.8
33,439.7
33,52.8
33,492.2
33,0.0
27,0.0
27,0.0
30,0.0
30,0.5
30,0.0
29,0.0
29,0.0
29,0.0
29,1606.7
29,220.5
29,3.8
29,124.0
29,187.8
29,102.5
29,260.0
32,75.5
32,61.8
32,614.7
32,934.0
32,630.0
32,0.0
32,46.2
32,42.7
32,213.8
32,0.0
32,31.0
32,393.8
32,0.0
32,179.5
32,180.8
32,1287.3
32,738.2
32,15.8
32,334.5
33,272.7
33,629.5
33,267.3
33,687.0
33,513.2
33,490.0
33,453.2
33,393.7
33,429.0
33,0.0
33,0.0
27,0.0
27,0.0
30,0.0
30,0.0
30,0.0
30,0.0
30,3.0
30,519.3
30,466.3
30,313.2
30,322.2
30,318.7
32,302.0
32,303.7
32,165.3
32,0.0
32,394.3
32,147.5
32,341.8
32,284.5
32,160.8
32,248.3
32,90.3
32,58.2
32,343.2
32,32.7
32,116.0
32,0.8
32,380.7
32,169.0
32,67.0
32,223.5
32,263.2
32,494.7
32,121.2
32,351.7
32,394.7
32,432.2
33,682.3
33,426.2
33,255.7
33,1046.5
33,484.8
33,512.7
33,560.2
33,625.3
33,590.5
33,475.7
33,312.7
33,4477.8
27,0.0
30,0.0
30,0.0
30,1.0
30,0.0
30,900.0
30,390.0
30,273.0
30,291.5
30,157.7
30,99.2
32,637.5
32,1153.8
32,587.0
32,230.0
32,224.0
32,32.5
32,271.0
32,243.2
32,266.3
32,158.5
32,457.7
32,278.8
32,313.0
32,367.7
32,492.5
32,183.8
32,414.5
32,32.5
32,437.7
32,0.0
32,0.0
32,344.7
32,293.0
32,421.7
32,0.0
32,0.0
32,361.3
32,0.0
32,312.5
32,0.0
32,173.2
32,250.5
32,386.5
32,0.0
32,476.7
32,98.5
32,452.2
32,95.8
33,277.3
33,468.3
33,309.7
33,373.8
33,526.2
33,267.7
33,716.2
33,693.2
33,580.7
33,507.3
33,444.8
33,664.5
33,443.2
33,403.5
33,224.2
33,0.0
33,967.8
33,0.0
27,0.0
30,0.0
30,0.2
30,0.0
30,0.0
30,0.0
30,0.0
30,0.0
30,627.5
30,546.0
30,756.7
30,208.7
30,114.5
30,151.7
30,106.0
30,0.0
33,579.3
30,29.8
33,433.5
33,365.3
33,410.7
33,394.8
33,538.2
33,631.8
33,832.8
33,719.8
33,0.0
33,713.8
33,645.5
33,242.8
33,374.0
33,332.3
33,157.8
33,534.3
33,598.2
33,266.3
33,978.3
27,0.5
27,0.0
27,0.0
30,0.0
30,0.0
30,0.0
30,0.0
30,0.0
30,0.0
30,0.0
30,350.2
30,410.3
30,372.0
30,512.8
30,120.8
30,53.5
30,275.3
30,0.0
30,0.0
33,939.8
33,746.5
33,577.7
33,437.8
33,439.2
33,677.2
33,787.5
33,600.5
33,606.5
33,697.7
33,607.8
33,195.7
33,620.0
33,219.8
33,497.0
33,368.0
33,425.7
33,516.3
33,310.0
33,559.0
30,0.0
30,3.0
30,0.0
30,232.7
30,74.7
30,16.5
30,0.0
33,37.7
33,36.5
33,405.5
33,439.0
33,71.3
33,964.0
33,697.8
33,656.0
33,678.7
33,500.8
33,256.7
33,531.5
33,550.0
33,540.2
33,499.2
33,593.8
33,531.5
33,433.7
33,321.0
33,336.5
33,1068.5
33,298.5
33,307.8
33,692.3
33,0.0
33,572.8
33,304.3
33,775.7
33,542.0
34,418.0
33,332.8
35,622.5
33,224.7
35,560.2
33,67.8
33,189.7
35,195.7
35,780.7
35,424.8
33,372.0
33,97.3
34,0.0
35,216.5
35,531.5
35,515.8
35,754.7
35,459.8
35,196.5
35,575.3
27,3.2
28,544.3
28,357.3
28,1355.3
28,1561.8
28,475.0
28,874.8
28,1055.8
28,1448.7
28,1064.0
28,1374.3
28,2058.0
28,807.5
28,831.3
28,1138.8
28,397.0
28,341.0
28,391.8
28,596.8
27,0.0
28,0.0
31,0.0
31,0.0
31,0.0
31,0.0
31,350.5
31,0.0
31,0.0
31,0.0
31,1325.2
28,68.7
28,542.8
31,511.0
31,457.5
31,71.7
31,0.0
28,659.5
28,345.0
28,784.8
31,545.5
31,1830.2
31,0.0
31,0.0
31,324.3
31,0.0
31,858.0
31,788.7
31,455.7
31,848.8
31,275.2
31,209.7
31,385.7
28,1167.3
28,833.7
31,156.5
31,328.2
31,583.3
31,372.7
31,452.2
31,324.7
31,362.7
31,819.0
31,744.2
31,299.0
31,782.8
31,789.0
31,416.0
31,0.0
31,590.5
31,836.7
28,1066.8
28,1166.3
28,240.2
31,402.8
31,1201.0
31,1274.5
31,515.2
31,552.5
31,251.8
31,92.8
31,828.7
31,1108.8
31,340.2
31,609.3
31,1090.2
31,976.3
31,881.3
28,1284.2
31,577.8
31,559.5
31,305.7
31,269.8
31,632.3
31,477.0
31,471.3
31,417.2
31,165.7
31,2098.8
31,1490.0
38,0.0
28,1.0
28,0.0
28,312.3
28,585.2
31,311.2
31,429.0
31,561.2
31,573.2
31,331.7
31,359.7
31,300.3
31,555.7
31,564.8
28,666.3
31,951.8
31,373.2
31,494.0
31,712.8
31,476.8
31,128.8
31,564.7
31,774.2
28,0.0
28,0.0
31,330.7
28,0.0
31,0.0
38,9.3
38,517.5
38,3.0
38,0.0
31,818.0
38,1391.3
38,398.8
41,621.0
41,684.5
41,703.2
31,0.0
31,0.0
31,0.0
33,186.3
33,0.0
33,269.8
33,578.5
33,248.7
33,90.8
34,0.0
33,252.3
34,398.3
33,18.2
34,176.8
33,197.7
34,219.0
33,335.7
34,1.0
34,324.0
33,583.7
34,517.0
33,821.8
31,0.0
34,0.0
34,427.8
34,356.5
34,137.5
34,211.8
34,822.7
34,854.0
31,305.7
31,0.0
34,15.5
34,95.3
34,81.0
34,162.7
34,174.0
34,708.7
34,451.5
34,638.8
31,76.0
31,0.0
34,39.5
34,111.5
34,73.0
34,29.7
34,807.0
34,838.2
34,324.7
31,1180.0
31,426.5
34,0.0
34,230.5
34,432.8
34,130.5
34,144.5
34,684.0
34,437.7
34,312.8
35,302.0
35,461.2
35,355.7
35,536.2
35,599.8
35,766.3
35,857.2
35,410.0
35,387.3
35,308.8
35,516.7
35,435.3
35,322.7
35,467.3
35,461.0
35,766.5
35,384.7
35,482.0
35,453.0
35,290.5
35,272.5
35,632.7
35,486.0
35,735.7
35,489.3
35,477.7
35,287.0
35,685.0
35,245.0
35,273.7
35,399.5
35,470.2
35,801.0
35,1068.5
31,629.7
34,0.0
34,1650.3
34,1116.2
34,999.5
34,575.8
34,979.7
34,592.0
34,556.8
35,644.2
35,296.5
35,411.8
35,471.2
35,271.0
35,397.5
35,304.5
35,464.7
35,1356.5
35,119.8
35,851.2
35,715.0
35,473.5
35,660.5
35,515.5
35,256.8
31,898.0
31,244.8
31,1148.3
31,1070.5
31,420.8
31,775.3
31,917.0
31,627.2
31,666.7
31,373.3
31,555.7
31,376.3
31,459.0
31,526.0
31,803.7
31,461.5
31,282.3
31,280.3
31,475.2
31,539.5
31,1335.8
31,629.5
31,331.2
31,174.0
31,813.8
31,1518.3
31,287.3
31,226.0
31,871.0
31,311.0
31,519.2
31,495.3
31,924.2
31,884.5
31,963.2
31,553.8
31,270.2
31,144.5
31,391.5
31,338.0
31,346.0
31,549.0
31,419.3
31,1342.7
31,1074.5
31,783.5
31,305.3
31,1275.0
31,821.2
31,447.0
31,192.8
41,570.0
41,658.0
41,472.0
41,598.7
41,290.0
41,649.0
31,331.2
31,24.7
34,1.0
31,1027.3
34,1192.0
34,1387.8
34,1076.3
34,131.5
34,620.2
34,1082.5
34,293.5
34,773.8
31,597.7
34,1217.5
34,348.0
34,571.3
34,1044.8
31,742.7
31,816.8
34,467.8
34,140.3
34,310.7
34,276.5
34,913.8
31,367.8
31,483.0
31,550.0
34,0.0
34,5.0
34,785.3
34,775.5
34,1176.7
34,652.5
34,554.2
31,687.7
34,261.2
34,356.5
34,577.0
34,756.2
34,829.5
41,569.2
41,0.0
31,262.8
34,12.0
34,1.2
34,521.5
34,20.0
34,827.5
34,309.0
34,369.2
34,702.5
34,830.0
41,386.5
41,301.0
44,0.3
44,427.2
34,569.7
35,523.7
35,527.8
35,544.2
35,380.0
35,353.0
35,289.5
35,458.8
35,524.2
35,229.5
35,556.0
35,738.3
35,217.8
35,494.0
35,737.8
35,855.7
35,457.0
35,363.5
35,949.0
35,1147.0
35,763.0
35,262.3
35,302.0
35,556.0
35,648.3
35,399.0
35,680.7
35,537.2
35,280.5
35,112.2
44,0.0
41,1269.7
41,0.0
41,437.7
41,626.5
41,1741.5
41,1330.5
41,502.2
41,470.7
41,547.8
41,466.2
41,279.2
41,941.2
41,349.2
39,1924.3
39,715.5
41,1643.2
41,454.5
41,514.8
41,724.3
41,730.7
41,0.0
41,792.8
41,959.8
41,1012.5
41,1503.5
41,1758.0
41,887.2
39,4298.7
39,1337.5
41,1035.2
39,1075.7
39,768.7
41,239.8
41,901.3
41,707.3
41,148.0
41,0.5
41,714.8
41,741.7
41,676.2
41,817.8
41,651.0
41,244.2
41,792.5
41,662.0
39,881.2
39,835.8
41,291.3
41,808.5
41,837.0
41,891.8
41,271.7
41,763.5
41,1274.2
39,759.0
39,546.2
42,616.8
41,413.7
41,5.0
41,1048.0
41,678.7
41,80.2
41,270.7
41,485.7
41,599.3
39,535.0
40,433.5
39,485.0
40,459.3
42,145.0
42,844.5
42,322.3
42,537.7
41,163.7
42,378.0
42,12.3
42,469.0
42,296.3
42,1012.7
42,602.7
42,402.3
42,10.7
40,0.0
42,0.0
42,0.0
41,292.2
44,684.0
44,629.7
41,862.8
41,0.0
44,0.0
44,849.5
44,415.0
44,743.3
44,324.7
44,695.2
41,1110.8
41,0.0
41,775.5
41,738.0
44,902.0
44,704.2
44,645.3
44,393.0
44,264.8
44,1010.3
44,476.2
41,2230.2
41,1587.2
41,320.0
44,345.3
44,266.7
44,826.5
44,529.0
41,610.0
44,533.0
44,294.8
44,245.2
44,268.2
44,358.7
44,208.2
44,372.3
44,546.3
44,1181.0
44,1172.0
44,0.0
44,903.8
44,1381.5
44,637.7
44,2.5
44,1217.7
44,349.8
44,667.2
44,957.8
44,700.3
44,901.2
44,487.8
44,267.2
44,183.7
44,724.2
44,1186.7
44,898.7
44,443.2
44,381.7
44,562.5
44,1000.2
44,706.2
44,275.7
44,474.0
44,503.7
44,219.3
44,1210.7
44,1657.5
44,690.0
44,379.8
44,473.7
44,702.3
44,391.0
44,621.8
44,683.5
41,0.0
44,616.7
44,810.7
44,703.7
44,510.8
44,1032.2
44,301.0
44,532.7
44,364.3
42,537.2
42,0.0
45,860.5
45,379.3
44,258.8
45,160.7
44,214.7
44,558.8
45,668.2
45,580.0
44,629.8
44,409.7
44,505.7
44,1662.5
44,411.0
42,674.5
42,0.0
45,489.2
45,49.2
45,295.8
45,553.0
45,377.0
45,379.2
45,289.7
45,569.2
45,547.3
44,405.5
45,1032.2
45,855.8
45,341.7
45,225.7
45,521.8
45,78.0
45,790.3
45,1015.0
45,579.8
45,223.0
45,230.7
45,814.2
45,966.0
45,742.3
45,777.2
45,261.3
45,277.2
45,205.8
45,374.0
45,455.2
45,543.3
45,338.7
45,1233.8
45,622.7
45,263.8
45,567.0
45,465.8
45,313.8
45,86.7
45,134.2
45,886.8
45,399.8
45,1025.0
45,397.0
45,512.2
45,407.0
45,486.8
45,488.7
45,178.3
45,170.2
45,264.2
45,944.7
45,898.2
45,233.7
45,602.2
45,293.0
45,262.3
42,267.2
42,713.3
42,430.2
42,458.5
42,352.3
42,363.7
42,649.3
42,535.7
42,512.2
42,0.0
42,785.3
42,303.5
42,607.3
42,616.8
42,593.8
42,332.8
42,1135.2
42,489.7
42,526.8
42,338.7
40,9.5
40,47.5
42,1084.5
42,2259.5
42,669.8
42,152.7
42,139.0
42,471.3
42,763.7
42,151.3
40,2296.3
42,3840.8
42,540.7
42,808.0
42,755.8
42,255.0
42,731.0
42,381.8
42,1177.2
42,1136.7
42,424.2
42,1390.8
42,441.3
42,651.5
42,918.2
42,169.7
40,122.5
40,803.0
40,1653.7
40,899.5
40,863.5
42,837.2
42,1991.5
42,572.8
42,493.7
42,1207.3
42,518.8
42,201.5
42,402.0
42,317.5
40,975.2
40,563.5
40,865.7
40,608.0
40,56.8
42,595.3
42,607.7
42,515.0
42,485.0
42,155.3
42,896.2
42,272.2
42,436.5
42,190.0
42,600.8
42,190.7
42,367.0
42,323.3
40,1194.5
40,990.0
40,250.8
40,832.0
40,485.0
40,112.3
43,791.5
40,1512.2
40,528.3
40,485.8
40,504.7
40,700.0
40,169.3
40,1328.8
40,1284.3
40,360.2
40,457.2
40,1401.2
40,846.2
40,576.0
40,301.0
40,395.3
40,919.0
40,303.3
40,277.0
43,851.0
40,1443.2
40,21.0
40,422.3
40,346.5
40,638.7
43,2304.2
40,545.0
40,735.5
40,1755.0
40,505.5
43,862.3
40,360.2
43,0.0
43,954.5
43,608.0
43,356.7
43,403.0
43,506.0
43,749.8
43,669.5
42,196.2
43,1534.8
43,1209.5
43,845.7
40,643.8
43,358.0
43,239.8
43,122.0
43,107.7
43,371.3
43,295.2
43,971.3
43,811.8
43,227.3
43,1011.8
43,589.8
43,0.0
43,351.7
43,458.7
43,416.0
43,599.3
40,129.0
40,514.0
40,532.8
43,1464.0
43,430.3
43,383.5
43,334.2
43,413.2
43,669.2
43,442.8
43,647.7
40,488.7
43,521.0
43,594.3
43,380.7
43,2.5
45,544.2
45,317.7
45,288.7
45,657.0
45,726.3
45,514.7
43,0.0
45,371.2
45,961.7
45,561.8
45,239.8
45,317.2
43,823.5
43,0.0
43,447.7
46,275.7
46,322.8
46,699.3
46,263.7
46,451.0
46,160.3
46,535.0
43,562.7
43,10.7
46,1066.5
46,340.2
46,19.0
46,407.7
43,1.8
43,920.8
46,670.5
46,820.2
46,265.2
43,7430.8
43,0.0
43,0.0
43,0.0
46,1.8
46,0.0
46,424.7
46,321.8
46,866.3
46,480.7
46,287.5
43,0.0
46,403.7
46,418.3
46,510.8
46,42.0
46,536.2
46,757.7
46,574.7
46,0.0
46,1023.3
46,1.8
46,0.0
46,0.0
43,214.5
43,221.7
43,108.5
43,144.5
43,336.5
43,677.2
43,45.0
43,251.5
43,0.0
43,191.5
43,199.7
43,191.8
43,106.5
43,127.5
43,216.2
43,438.8
43,1252.8
43,314.3
43,202.7
43,342.0
43,1615.7
43,1097.3
43,562.7
43,1225.0
43,789.7
36,30.6
36,447.8
36,201.5
47,7.0
47,0.0
48,70.7
48,15.1
48,23.1
48,83.1
49,205.0
49,33.0
49,0.0
49,20.1
36,0.0
36,0.0
36,1.0
36,0.0
36,0.0
36,0.0
47,4.0
47,31.7
47,0.0
47,0.0
48,0.0
48,0.0
49,0.0
49,0.0
48,0.0
49,0.0
49,0.0
50,0.0
50,0.0
51,1.0
51,6.0
51,8.0
51,172.0
51,26.0
51,5.0
51,0.0
51,116.0
51,3.0
51,4.0
51,34.0
51,101.0
51,8.0
51,56.0
51,0.0
51,0.0
51,0.0
51,7.0
51,1.0
51,0.0
51,4.0
51,30.0
52,88.0
52,11.0
52,1.0
52,25.0
52,33.0
52,54.0
52,5.0
52,10.0
52,43.0
52,54.0
52,8.0
52,46.0
52,143.0
52,0.0
52,13.0
52,167.0
52,14.0
52,123.0
52,0.0
52,21.0
52,34.0
52,0.0
52,0.0
52,0.0
52,0.0
52,0.0
52,0.0
52,0.0
52,0.0
52,0.0
51,1305.0
51,309.0
51,350.0
51,172.0
51,648.0
51,890.0
51,332.0
51,261.0
51,957.0
51,405.0
51,353.0
51,233.0
51,261.0
51,102.0
51,370.0
51,1857.0
51,274.0
51,0.0
51,0.0
51,0.0
50,0.0
51,33.0
51,10.0
51,0.0
51,272.0
51,85.0
51,130.0
51,211.0
51,137.0
