TAZID,DISTMED,DMED_NAME
1750,41,West Jordan - I-15 to MVC
1751,41,West Jordan - I-15 to MVC
1752,41,West Jordan - I-15 to MVC
1753,41,West Jordan - I-15 to MVC
1754,41,West Jordan - I-15 to MVC
1755,39,West Jordan - West of MVC
1756,39,West Jordan - West of MVC
1757,42,South Jordan - I-15 to MVC
1758,41,West Jordan - I-15 to MVC
1759,41,West Jordan - I-15 to MVC
1760,41,West Jordan - I-15 to MVC
1761,41,West Jordan - I-15 to MVC
1762,41,West Jordan - I-15 to MVC
1763,41,West Jordan - I-15 to MVC
1764,41,West Jordan - I-15 to MVC
1765,41,West Jordan - I-15 to MVC
1766,39,West Jordan - West of MVC
1767,40,W Daybreak - Herriman
1768,39,West Jordan - West of MVC
1769,40,W Daybreak - Herriman
1770,42,South Jordan - I-15 to MVC
1771,42,South Jordan - I-15 to MVC
1772,42,South Jordan - I-15 to MVC
1773,42,South Jordan - I-15 to MVC
1774,41,West Jordan - I-15 to MVC
1775,42,South Jordan - I-15 to MVC
1776,42,South Jordan - I-15 to MVC
1777,42,South Jordan - I-15 to MVC
1778,42,South Jordan - I-15 to MVC
1779,42,South Jordan - I-15 to MVC
1780,42,South Jordan - I-15 to MVC
1781,42,South Jordan - I-15 to MVC
1782,42,South Jordan - I-15 to MVC
1783,40,W Daybreak - Herriman
1784,42,South Jordan - I-15 to MVC
1785,42,South Jordan - I-15 to MVC
1786,41,West Jordan - I-15 to MVC
1787,44,Midvale - Cottonwood Heights -
1788,44,Midvale - Cottonwood Heights -
1789,41,West Jordan - I-15 to MVC
1790,41,West Jordan - I-15 to MVC
1791,44,Midvale - Cottonwood Heights -
1792,44,Midvale - Cottonwood Heights -
1793,44,Midvale - Cottonwood Heights -
1794,44,Midvale - Cottonwood Heights -
1795,44,Midvale - Cottonwood Heights -
1796,44,Midvale - Cottonwood Heights -
1797,41,West Jordan - I-15 to MVC
1798,41,West Jordan - I-15 to MVC
1799,41,West Jordan - I-15 to MVC
1800,41,West Jordan - I-15 to MVC
1801,44,Midvale - Cottonwood Heights -
1802,44,Midvale - Cottonwood Heights -
1803,44,Midvale - Cottonwood Heights -
1804,44,Midvale - Cottonwood Heights -
1805,44,Midvale - Cottonwood Heights -
1806,44,Midvale - Cottonwood Heights -
1807,44,Midvale - Cottonwood Heights -
1808,41,West Jordan - I-15 to MVC
1809,41,West Jordan - I-15 to MVC
1810,41,West Jordan - I-15 to MVC
1811,44,Midvale - Cottonwood Heights -
1812,44,Midvale - Cottonwood Heights -
1813,44,Midvale - Cottonwood Heights -
1814,44,Midvale - Cottonwood Heights -
1815,41,West Jordan - I-15 to MVC
1816,44,Midvale - Cottonwood Heights -
1817,44,Midvale - Cottonwood Heights -
1818,44,Midvale - Cottonwood Heights -
1819,44,Midvale - Cottonwood Heights -
1820,44,Midvale - Cottonwood Heights -
1821,44,Midvale - Cottonwood Heights -
1822,44,Midvale - Cottonwood Heights -
1823,44,Midvale - Cottonwood Heights -
1824,44,Midvale - Cottonwood Heights -
1825,44,Midvale - Cottonwood Heights -
1826,44,Midvale - Cottonwood Heights -
1827,44,Midvale - Cottonwood Heights -
1828,44,Midvale - Cottonwood Heights -
1829,44,Midvale - Cottonwood Heights -
1830,44,Midvale - Cottonwood Heights -
1831,44,Midvale - Cottonwood Heights -
1832,44,Midvale - Cottonwood Heights -
1833,44,Midvale - Cottonwood Heights -
1834,44,Midvale - Cottonwood Heights -
1835,44,Midvale - Cottonwood Heights -
1836,44,Midvale - Cottonwood Heights -
1837,44,Midvale - Cottonwood Heights -
1838,44,Midvale - Cottonwood Heights -
1839,44,Midvale - Cottonwood Heights -
1840,44,Midvale - Cottonwood Heights -
1841,44,Midvale - Cottonwood Heights -
1842,44,Midvale - Cottonwood Heights -
1843,44,Midvale - Cottonwood Heights -
1844,44,Midvale - Cottonwood Heights -
1845,44,Midvale - Cottonwood Heights -
1846,44,Midvale - Cottonwood Heights -
1847,44,Midvale - Cottonwood Heights -
1848,44,Midvale - Cottonwood Heights -
1849,44,Midvale - Cottonwood Heights -
1850,44,Midvale - Cottonwood Heights -
1851,44,Midvale - Cottonwood Heights -
1852,44,Midvale - Cottonwood Heights -
1853,44,Midvale - Cottonwood Heights -
1854,44,Midvale - Cottonwood Heights -
1855,44,Midvale - Cottonwood Heights -
1856,44,Midvale - Cottonwood Heights -
1857,44,Midvale - Cottonwood Heights -
1858,44,Midvale - Cottonwood Heights -
1859,44,Midvale - Cottonwood Heights -
1860,44,Midvale - Cottonwood Heights -
1861,41,West Jordan - I-15 to MVC
1862,44,Midvale - Cottonwood Heights -
1863,44,Midvale - Cottonwood Heights -
1864,44,Midvale - Cottonwood Heights -
1865,44,Midvale - Cottonwood Heights -
1866,44,Midvale - Cottonwood Heights -
1867,44,Midvale - Cottonwood Heights -
1868,44,Midvale - Cottonwood Heights -
1869,44,Midvale - Cottonwood Heights -
1870,42,South Jordan - I-15 to MVC
1871,42,South Jordan - I-15 to MVC
1872,45,Sandy
1873,45,Sandy
1874,44,Midvale - Cottonwood Heights -
1875,45,Sandy
1876,44,Midvale - Cottonwood Heights -
1877,44,Midvale - Cottonwood Heights -
1878,45,Sandy
1879,45,Sandy
1880,44,Midvale - Cottonwood Heights -
1881,44,Midvale - Cottonwood Heights -
1882,44,Midvale - Cottonwood Heights -
1883,44,Midvale - Cottonwood Heights -
1884,44,Midvale - Cottonwood Heights -
1885,42,South Jordan - I-15 to MVC
1886,42,South Jordan - I-15 to MVC
1887,45,Sandy
1888,45,Sandy
1889,45,Sandy
1890,45,Sandy
1891,45,Sandy
1892,45,Sandy
1893,45,Sandy
1894,45,Sandy
1895,45,Sandy
1896,44,Midvale - Cottonwood Heights -
1897,45,Sandy
1898,45,Sandy
1899,45,Sandy
1900,45,Sandy
1901,45,Sandy
1902,45,Sandy
1903,45,Sandy
1904,45,Sandy
1905,45,Sandy
1906,45,Sandy
1907,45,Sandy
1908,45,Sandy
1909,45,Sandy
1910,45,Sandy
1911,45,Sandy
1912,45,Sandy
1913,45,Sandy
1914,45,Sandy
1915,45,Sandy
1916,45,Sandy
1917,45,Sandy
1918,45,Sandy
1919,45,Sandy
1920,45,Sandy
1921,45,Sandy
1922,45,Sandy
1923,45,Sandy
1924,45,Sandy
1925,45,Sandy
1926,45,Sandy
1927,45,Sandy
1928,45,Sandy
1929,45,Sandy
1930,45,Sandy
1931,45,Sandy
1932,45,Sandy
1933,45,Sandy
1934,45,Sandy
1935,45,Sandy
1936,45,Sandy
1937,45,Sandy
1938,45,Sandy
1939,45,Sandy
1940,45,Sandy
1941,45,Sandy
1942,45,Sandy
1943,45,Sandy
1944,42,South Jordan - I-15 to MVC
1945,42,South Jordan - I-15 to MVC
1946,42,South Jordan - I-15 to MVC
1947,42,South Jordan - I-15 to MVC
1948,42,South Jordan - I-15 to MVC
1949,42,South Jordan - I-15 to MVC
1950,42,South Jordan - I-15 to MVC
1951,42,South Jordan - I-15 to MVC
1952,42,South Jordan - I-15 to MVC
1953,42,South Jordan - I-15 to MVC
1954,42,South Jordan - I-15 to MVC
1955,42,South Jordan - I-15 to MVC
1956,42,South Jordan - I-15 to MVC
1957,42,South Jordan - I-15 to MVC
1958,42,South Jordan - I-15 to MVC
1959,42,South Jordan - I-15 to MVC
1960,42,South Jordan - I-15 to MVC
1961,42,South Jordan - I-15 to MVC
1962,42,South Jordan - I-15 to MVC
1963,42,South Jordan - I-15 to MVC
1964,40,W Daybreak - Herriman
1965,40,W Daybreak - Herriman
1966,42,South Jordan - I-15 to MVC
1967,42,South Jordan - I-15 to MVC
1968,42,South Jordan - I-15 to MVC
1969,42,South Jordan - I-15 to MVC
1970,42,South Jordan - I-15 to MVC
1971,42,South Jordan - I-15 to MVC
1972,42,South Jordan - I-15 to MVC
1973,42,South Jordan - I-15 to MVC
1974,40,W Daybreak - Herriman
1975,42,South Jordan - I-15 to MVC
1976,42,South Jordan - I-15 to MVC
1977,42,South Jordan - I-15 to MVC
1978,42,South Jordan - I-15 to MVC
1979,42,South Jordan - I-15 to MVC
1980,42,South Jordan - I-15 to MVC
1981,42,South Jordan - I-15 to MVC
1982,42,South Jordan - I-15 to MVC
1983,42,South Jordan - I-15 to MVC
1984,42,South Jordan - I-15 to MVC
1985,42,South Jordan - I-15 to MVC
1986,42,South Jordan - I-15 to MVC
1987,42,South Jordan - I-15 to MVC
1988,42,South Jordan - I-15 to MVC
1989,42,South Jordan - I-15 to MVC
1990,40,W Daybreak - Herriman
1991,40,W Daybreak - Herriman
1992,40,W Daybreak - Herriman
1993,40,W Daybreak - Herriman
1994,40,W Daybreak - Herriman
1995,42,South Jordan - I-15 to MVC
1996,42,South Jordan - I-15 to MVC
1997,42,South Jordan - I-15 to MVC
1998,42,South Jordan - I-15 to MVC
1999,42,South Jordan - I-15 to MVC
2000,42,South Jordan - I-15 to MVC
2001,42,South Jordan - I-15 to MVC
2002,42,South Jordan - I-15 to MVC
2003,42,South Jordan - I-15 to MVC
2004,40,W Daybreak - Herriman
2005,40,W Daybreak - Herriman
2006,40,W Daybreak - Herriman
2007,40,W Daybreak - Herriman
2008,40,W Daybreak - Herriman
2009,42,South Jordan - I-15 to MVC
2010,42,South Jordan - I-15 to MVC
2011,42,South Jordan - I-15 to MVC
2012,42,South Jordan - I-15 to MVC
2013,42,South Jordan - I-15 to MVC
2014,42,South Jordan - I-15 to MVC
2015,42,South Jordan - I-15 to MVC
2016,42,South Jordan - I-15 to MVC
2017,42,South Jordan - I-15 to MVC
2018,42,South Jordan - I-15 to MVC
2019,42,South Jordan - I-15 to MVC
2020,42,South Jordan - I-15 to MVC
2021,42,South Jordan - I-15 to MVC
2022,40,W Daybreak - Herriman
2023,40,W Daybreak - Herriman
2024,40,W Daybreak - Herriman
2025,40,W Daybreak - Herriman
2026,40,W Daybreak - Herriman
2027,40,W Daybreak - Herriman
2028,43,Riverton - I-15 to MVC
2029,40,W Daybreak - Herriman
2030,40,W Daybreak - Herriman
2031,40,W Daybreak - Herriman
2032,40,W Daybreak - Herriman
2033,40,W Daybreak - Herriman
2034,40,W Daybreak - Herriman
2035,40,W Daybreak - Herriman
2036,40,W Daybreak - Herriman
2037,40,W Daybreak - Herriman
2038,40,W Daybreak - Herriman
2039,40,W Daybreak - Herriman
2040,40,W Daybreak - Herriman
2041,40,W Daybreak - Herriman
2042,40,W Daybreak - Herriman
2043,40,W Daybreak - Herriman
2044,40,W Daybreak - Herriman
2045,40,W Daybreak - Herriman
2046,40,W Daybreak - Herriman
2047,43,Riverton - I-15 to MVC
2048,40,W Daybreak - Herriman
2049,40,W Daybreak - Herriman
2050,40,W Daybreak - Herriman
2051,40,W Daybreak - Herriman
2052,40,W Daybreak - Herriman
2053,43,Riverton - I-15 to MVC
2054,40,W Daybreak - Herriman
2055,40,W Daybreak - Herriman
2056,40,W Daybreak - Herriman
2057,40,W Daybreak - Herriman
2058,43,Riverton - I-15 to MVC
2059,40,W Daybreak - Herriman
2060,43,Riverton - I-15 to MVC
2061,43,Riverton - I-15 to MVC
2062,43,Riverton - I-15 to MVC
2063,43,Riverton - I-15 to MVC
2064,43,Riverton - I-15 to MVC
2065,43,Riverton - I-15 to MVC
2066,43,Riverton - I-15 to MVC
2067,43,Riverton - I-15 to MVC
2068,42,South Jordan - I-15 to MVC
2069,43,Riverton - I-15 to MVC
2070,43,Riverton - I-15 to MVC
2071,43,Riverton - I-15 to MVC
2072,40,W Daybreak - Herriman
2073,43,Riverton - I-15 to MVC
2074,43,Riverton - I-15 to MVC
2075,43,Riverton - I-15 to MVC
2076,43,Riverton - I-15 to MVC
2077,43,Riverton - I-15 to MVC
2078,43,Riverton - I-15 to MVC
2079,43,Riverton - I-15 to MVC
2080,43,Riverton - I-15 to MVC
2081,43,Riverton - I-15 to MVC
2082,43,Riverton - I-15 to MVC
2083,43,Riverton - I-15 to MVC
2084,43,Riverton - I-15 to MVC
2085,43,Riverton - I-15 to MVC
2086,43,Riverton - I-15 to MVC
2087,43,Riverton - I-15 to MVC
2088,43,Riverton - I-15 to MVC
2089,40,W Daybreak - Herriman
2090,40,W Daybreak - Herriman
2091,40,W Daybreak - Herriman
2092,43,Riverton - I-15 to MVC
2093,43,Riverton - I-15 to MVC
2094,43,Riverton - I-15 to MVC
2095,43,Riverton - I-15 to MVC
2096,43,Riverton - I-15 to MVC
2097,43,Riverton - I-15 to MVC
2098,43,Riverton - I-15 to MVC
2099,43,Riverton - I-15 to MVC
2100,40,W Daybreak - Herriman
2101,43,Riverton - I-15 to MVC
2102,43,Riverton - I-15 to MVC
2103,43,Riverton - I-15 to MVC
2104,43,Riverton - I-15 to MVC
2105,45,Sandy
2106,45,Sandy
2107,45,Sandy
2108,45,Sandy
2109,45,Sandy
2110,45,Sandy
2111,43,Riverton - I-15 to MVC
2112,45,Sandy
2113,45,Sandy
2114,45,Sandy
2115,45,Sandy
2116,45,Sandy
2117,43,Riverton - I-15 to MVC
2118,43,Riverton - I-15 to MVC
2119,43,Riverton - I-15 to MVC
2120,46,Draper
2121,46,Draper
2122,46,Draper
2123,46,Draper
2124,46,Draper
2125,46,Draper
2126,46,Draper
2127,43,Riverton - I-15 to MVC
2128,43,Riverton - I-15 to MVC
2129,46,Draper
2130,46,Draper
2131,46,Draper
2132,46,Draper
2133,43,Riverton - I-15 to MVC
2134,43,Riverton - I-15 to MVC
2135,46,Draper
2136,46,Draper
2137,46,Draper
2138,43,Riverton - I-15 to MVC
2139,43,Riverton - I-15 to MVC
2140,43,Riverton - I-15 to MVC
2141,43,Riverton - I-15 to MVC
2142,46,Draper
2143,46,Draper
2144,46,Draper
2145,46,Draper
2146,46,Draper
2147,46,Draper
2148,46,Draper
2149,43,Riverton - I-15 to MVC
2150,46,Draper
2151,46,Draper
2152,46,Draper
2153,46,Draper
2154,46,Draper
2155,46,Draper
2156,46,Draper
2157,46,Draper
2158,46,Draper
2159,46,Draper
2160,46,Draper
2161,46,Draper
2162,43,Riverton - I-15 to MVC
2163,43,Riverton - I-15 to MVC
2164,43,Riverton - I-15 to MVC
2165,43,Riverton - I-15 to MVC
2166,43,Riverton - I-15 to MVC
2167,43,Riverton - I-15 to MVC
2168,43,Riverton - I-15 to MVC
2169,43,Riverton - I-15 to MVC
2170,43,Riverton - I-15 to MVC
2171,43,Riverton - I-15 to MVC
2172,43,Riverton - I-15 to MVC
2173,43,Riverton - I-15 to MVC
2174,43,Riverton - I-15 to MVC
2175,43,Riverton - I-15 to MVC
2176,43,Riverton - I-15 to MVC
2177,43,Riverton - I-15 to MVC
2178,43,Riverton - I-15 to MVC
2179,43,Riverton - I-15 to MVC
2180,43,Riverton - I-15 to MVC
2181,43,Riverton - I-15 to MVC
2182,43,Riverton - I-15 to MVC
2183,43,Riverton - I-15 to MVC
2184,43,Riverton - I-15 to MVC
2185,43,Riverton - I-15 to MVC
2186,43,Riverton - I-15 to MVC
2187,36,Emigration Canyon - Northeast M
2188,36,Emigration Canyon - Northeast M
2189,36,Emigration Canyon - Northeast M
2190,47,Millcreek Canyon
2191,47,Millcreek Canyon
2192,48,Big Cottonwood Canyon
2193,48,Big Cottonwood Canyon
2194,48,Big Cottonwood Canyon
2195,48,Big Cottonwood Canyon
2196,49,Little Cottonwood Canyon
2197,49,Little Cottonwood Canyon
2198,49,Little Cottonwood Canyon
2199,49,Little Cottonwood Canyon
2200,36,Emigration Canyon - Northeast M
2201,36,Emigration Canyon - Northeast M
2202,36,Emigration Canyon - Northeast M
2203,36,Emigration Canyon - Northeast M
2204,36,Emigration Canyon - Northeast M
2205,36,Emigration Canyon - Northeast M
2206,47,Millcreek Canyon
2207,47,Millcreek Canyon
2208,47,Millcreek Canyon
2209,47,Millcreek Canyon
2210,48,Big Cottonwood Canyon
2211,48,Big Cottonwood Canyon
2212,49,Little Cottonwood Canyon
2213,49,Little Cottonwood Canyon
2214,48,Big Cottonwood Canyon
2215,49,Little Cottonwood Canyon
2216,49,Little Cottonwood Canyon
2217,50,Cedar Valley - South
2218,50,Cedar Valley - South
2219,51,Cedar Valley - Central
2220,51,Cedar Valley - Central
2221,51,Cedar Valley - Central
2222,51,Cedar Valley - Central
2223,51,Cedar Valley - Central
2224,51,Cedar Valley - Central
2225,51,Cedar Valley - Central
2226,51,Cedar Valley - Central
2227,51,Cedar Valley - Central
2228,51,Cedar Valley - Central
2229,51,Cedar Valley - Central
2230,51,Cedar Valley - Central
2231,51,Cedar Valley - Central
2232,51,Cedar Valley - Central
2233,51,Cedar Valley - Central
2234,51,Cedar Valley - Central
2235,51,Cedar Valley - Central
2236,51,Cedar Valley - Central
2237,51,Cedar Valley - Central
2238,51,Cedar Valley - Central
2239,51,Cedar Valley - Central
2240,51,Cedar Valley - Central
2241,52,Cedar Valley - North
2242,52,Cedar Valley - North
2243,52,Cedar Valley - North
2244,52,Cedar Valley - North
2245,52,Cedar Valley - North
2246,52,Cedar Valley - North
2247,52,Cedar Valley - North
2248,52,Cedar Valley - North
2249,52,Cedar Valley - North
2250,52,Cedar Valley - North
2251,52,Cedar Valley - North
2252,52,Cedar Valley - North
2253,52,Cedar Valley - North
2254,52,Cedar Valley - North
2255,52,Cedar Valley - North
2256,52,Cedar Valley - North
2257,52,Cedar Valley - North
2258,52,Cedar Valley - North
2259,52,Cedar Valley - North
2260,52,Cedar Valley - North
2261,52,Cedar Valley - North
2262,52,Cedar Valley - North
2263,52,Cedar Valley - North
2264,52,Cedar Valley - North
2265,52,Cedar Valley - North
2266,52,Cedar Valley - North
2267,52,Cedar Valley - North
2268,52,Cedar Valley - North
2269,52,Cedar Valley - North
2270,52,Cedar Valley - North
2271,51,Cedar Valley - Central
2272,51,Cedar Valley - Central
2273,51,Cedar Valley - Central
2274,51,Cedar Valley - Central
2275,51,Cedar Valley - Central
2276,51,Cedar Valley - Central
2277,51,Cedar Valley - Central
2278,51,Cedar Valley - Central
2279,51,Cedar Valley - Central
2280,51,Cedar Valley - Central
2281,51,Cedar Valley - Central
2282,51,Cedar Valley - Central
2283,51,Cedar Valley - Central
2284,51,Cedar Valley - Central
2285,51,Cedar Valley - Central
2286,51,Cedar Valley - Central
2287,51,Cedar Valley - Central
2288,51,Cedar Valley - Central
2289,51,Cedar Valley - Central
2290,51,Cedar Valley - Central
2291,50,Cedar Valley - South
2292,51,Cedar Valley - Central
2293,51,Cedar Valley - Central
2294,51,Cedar Valley - Central
2295,51,Cedar Valley - Central
2296,51,Cedar Valley - Central
2297,51,Cedar Valley - Central
2298,51,Cedar Valley - Central
2299,51,Cedar Valley - Central
2300,51,Cedar Valley - Central
2301,51,Cedar Valley - Central
2302,51,Cedar Valley - Central
2303,51,Cedar Valley - Central
2304,51,Cedar Valley - Central
2305,51,Cedar Valley - Central
2306,51,Cedar Valley - Central
2307,51,Cedar Valley - Central
2308,51,Cedar Valley - Central
2309,51,Cedar Valley - Central
2310,51,Cedar Valley - Central
2311,51,Cedar Valley - Central
2312,51,Cedar Valley - Central
2313,51,Cedar Valley - Central
2314,51,Cedar Valley - Central
2315,51,Cedar Valley - Central
2316,51,Cedar Valley - Central
2317,51,Cedar Valley - Central
2318,51,Cedar Valley - Central
2319,51,Cedar Valley - Central
2320,51,Cedar Valley - Central
2321,51,Cedar Valley - Central
2322,51,Cedar Valley - Central
2323,51,Cedar Valley - Central
2324,51,Cedar Valley - Central
2325,51,Cedar Valley - Central
2326,52,Cedar Valley - North
2327,51,Cedar Valley - Central
2328,51,Cedar Valley - Central
2329,51,Cedar Valley - Central
2330,51,Cedar Valley - Central
2331,51,Cedar Valley - Central
2332,51,Cedar Valley - Central
2333,51,Cedar Valley - Central
2334,51,Cedar Valley - Central
2335,51,Cedar Valley - Central
2336,51,Cedar Valley - Central
2337,51,Cedar Valley - Central
2338,51,Cedar Valley - Central
2339,51,Cedar Valley - Central
2340,51,Cedar Valley - Central
2341,51,Cedar Valley - Central
2342,51,Cedar Valley - Central
2343,51,Cedar Valley - Central
2344,51,Cedar Valley - Central
2345,51,Cedar Valley - Central
2346,51,Cedar Valley - Central
2347,52,Cedar Valley - North
2348,52,Cedar Valley - North
2349,52,Cedar Valley - North
2350,52,Cedar Valley - North
2351,52,Cedar Valley - North
2352,52,Cedar Valley - North
2353,51,Cedar Valley - Central
2354,51,Cedar Valley - Central
2355,52,Cedar Valley - North
2356,52,Cedar Valley - North
2357,52,Cedar Valley - North
2358,52,Cedar Valley - North
2359,52,Cedar Valley - North
2360,52,Cedar Valley - North
2361,51,Cedar Valley - Central
2362,51,Cedar Valley - Central
2363,51,Cedar Valley - Central
2364,51,Cedar Valley - Central
2365,52,Cedar Valley - North
2366,52,Cedar Valley - North
2367,52,Cedar Valley - North
2368,52,Cedar Valley - North
2369,51,Cedar Valley - Central
2370,51,Cedar Valley - Central
2371,52,Cedar Valley - North
2372,52,Cedar Valley - North
2373,52,Cedar Valley - North
2374,52,Cedar Valley - North
2375,52,Cedar Valley - North
2376,52,Cedar Valley - North
2377,52,Cedar Valley - North
2378,52,Cedar Valley - North
2379,52,Cedar Valley - North
2380,52,Cedar Valley - North
2381,52,Cedar Valley - North
2382,52,Cedar Valley - North
2383,52,Cedar Valley - North
2384,52,Cedar Valley - North
2385,52,Cedar Valley - North
2386,52,Cedar Valley - North
2387,52,Cedar Valley - North
2388,52,Cedar Valley - North
2389,52,Cedar Valley - North
2390,52,Cedar Valley - North
2391,52,Cedar Valley - North
2392,52,Cedar Valley - North
2393,52,Cedar Valley - North
2394,52,Cedar Valley - North
2395,52,Cedar Valley - North
2396,52,Cedar Valley - North
2397,52,Cedar Valley - North
2398,52,Cedar Valley - North
2399,52,Cedar Valley - North
2400,52,Cedar Valley - North
2401,52,Cedar Valley - North
2402,52,Cedar Valley - North
2403,52,Cedar Valley - North
2404,52,Cedar Valley - North
2405,52,Cedar Valley - North
2406,52,Cedar Valley - North
2407,52,Cedar Valley - North
2408,52,Cedar Valley - North
2409,52,Cedar Valley - North
2410,52,Cedar Valley - North
2411,52,Cedar Valley - North
2412,52,Cedar Valley - North
2413,52,Cedar Valley - North
2414,52,Cedar Valley - North
2415,52,Cedar Valley - North
2416,52,Cedar Valley - North
2417,52,Cedar Valley - North
2418,52,Cedar Valley - North
2419,52,Cedar Valley - North
2420,52,Cedar Valley - North
2421,52,Cedar Valley - North
2422,52,Cedar Valley - North
2423,52,Cedar Valley - North
2424,53,Utah Valley - Jordan River West
2425,53,Utah Valley - Jordan River West
2426,52,Cedar Valley - North
2427,53,Utah Valley - Jordan River West
2428,53,Utah Valley - Jordan River West
2429,53,Utah Valley - Jordan River West
2430,52,Cedar Valley - North
2431,52,Cedar Valley - North
2432,53,Utah Valley - Jordan River West
2433,52,Cedar Valley - North
2434,53,Utah Valley - Jordan River West
2435,53,Utah Valley - Jordan River West
2436,53,Utah Valley - Jordan River West
2437,53,Utah Valley - Jordan River West
2438,65,Goshen Valley - Mosida
2439,65,Goshen Valley - Mosida
2440,65,Goshen Valley - Mosida
2441,65,Goshen Valley - Mosida
2442,65,Goshen Valley - Mosida
2443,53,Utah Valley - Jordan River West
2444,53,Utah Valley - Jordan River West
2445,53,Utah Valley - Jordan River West
2446,53,Utah Valley - Jordan River West
2447,53,Utah Valley - Jordan River West
2448,53,Utah Valley - Jordan River West
2449,53,Utah Valley - Jordan River West
2450,53,Utah Valley - Jordan River West
2451,53,Utah Valley - Jordan River West
2452,53,Utah Valley - Jordan River West
2453,53,Utah Valley - Jordan River West
2454,53,Utah Valley - Jordan River West
2455,53,Utah Valley - Jordan River West
2456,53,Utah Valley - Jordan River West
2457,53,Utah Valley - Jordan River West
2458,53,Utah Valley - Jordan River West
2459,53,Utah Valley - Jordan River West
2460,53,Utah Valley - Jordan River West
2461,53,Utah Valley - Jordan River West
2462,53,Utah Valley - Jordan River West
2463,53,Utah Valley - Jordan River West
2464,53,Utah Valley - Jordan River West
2465,53,Utah Valley - Jordan River West
2466,53,Utah Valley - Jordan River West
2467,53,Utah Valley - Jordan River West
2468,53,Utah Valley - Jordan River West
2469,53,Utah Valley - Jordan River West
2470,53,Utah Valley - Jordan River West
2471,53,Utah Valley - Jordan River West
2472,53,Utah Valley - Jordan River West
2473,53,Utah Valley - Jordan River West
2474,53,Utah Valley - Jordan River West
2475,53,Utah Valley - Jordan River West
2476,53,Utah Valley - Jordan River West
2477,53,Utah Valley - Jordan River West
2478,53,Utah Valley - Jordan River West
2479,53,Utah Valley - Jordan River West
2480,53,Utah Valley - Jordan River West
2481,53,Utah Valley - Jordan River West
2482,53,Utah Valley - Jordan River West
2483,53,Utah Valley - Jordan River West
2484,53,Utah Valley - Jordan River West
2485,53,Utah Valley - Jordan River West
2486,53,Utah Valley - Jordan River West
2487,53,Utah Valley - Jordan River West
2488,53,Utah Valley - Jordan River West
2489,53,Utah Valley - Jordan River West
2490,53,Utah Valley - Jordan River West
2491,53,Utah Valley - Jordan River West
2492,53,Utah Valley - Jordan River West
2493,53,Utah Valley - Jordan River West
2494,53,Utah Valley - Jordan River West
2495,53,Utah Valley - Jordan River West
2496,53,Utah Valley - Jordan River West
2497,53,Utah Valley - Jordan River West
2498,53,Utah Valley - Jordan River West
2499,53,Utah Valley - Jordan River West
2500,53,Utah Valley - Jordan River West
2501,53,Utah Valley - Jordan River West
2502,53,Utah Valley - Jordan River West
2503,53,Utah Valley - Jordan River West
2504,53,Utah Valley - Jordan River West
2505,53,Utah Valley - Jordan River West
2506,56,Utah Valley - The Meadows
2507,56,Utah Valley - The Meadows
2508,56,Utah Valley - The Meadows
2509,56,Utah Valley - The Meadows
2510,53,Utah Valley - Jordan River West
2511,53,Utah Valley - Jordan River West
2512,53,Utah Valley - Jordan River West
2513,53,Utah Valley - Jordan River West
2514,53,Utah Valley - Jordan River West
2515,53,Utah Valley - Jordan River West
2516,53,Utah Valley - Jordan River West
2517,53,Utah Valley - Jordan River West
2518,53,Utah Valley - Jordan River West
2519,53,Utah Valley - Jordan River West
2520,53,Utah Valley - Jordan River West
2521,53,Utah Valley - Jordan River West
2522,53,Utah Valley - Jordan River West
2523,53,Utah Valley - Jordan River West
2524,53,Utah Valley - Jordan River West
2525,53,Utah Valley - Jordan River West
2526,53,Utah Valley - Jordan River West
2527,53,Utah Valley - Jordan River West
2528,56,Utah Valley - The Meadows
2529,56,Utah Valley - The Meadows
2530,56,Utah Valley - The Meadows
2531,56,Utah Valley - The Meadows
2532,56,Utah Valley - The Meadows
2533,56,Utah Valley - The Meadows
2534,56,Utah Valley - The Meadows
2535,56,Utah Valley - The Meadows
2536,56,Utah Valley - The Meadows
2537,56,Utah Valley - The Meadows
2538,56,Utah Valley - The Meadows
2539,56,Utah Valley - The Meadows
2540,56,Utah Valley - The Meadows
2541,56,Utah Valley - The Meadows
2542,56,Utah Valley - The Meadows
2543,56,Utah Valley - The Meadows
2544,56,Utah Valley - The Meadows
2545,56,Utah Valley - The Meadows
2546,56,Utah Valley - The Meadows
2547,56,Utah Valley - The Meadows
2548,56,Utah Valley - The Meadows
2549,56,Utah Valley - The Meadows
2550,56,Utah Valley - The Meadows
2551,53,Utah Valley - Jordan River West
2552,53,Utah Valley - Jordan River West
2553,53,Utah Valley - Jordan River West
2554,53,Utah Valley - Jordan River West
2555,53,Utah Valley - Jordan River West
2556,53,Utah Valley - Jordan River West
2557,56,Utah Valley - The Meadows
2558,56,Utah Valley - The Meadows
2559,56,Utah Valley - The Meadows
2560,56,Utah Valley - The Meadows
2561,56,Utah Valley - The Meadows
2562,56,Utah Valley - The Meadows
2563,54,Utah Valley - Thanksgiving Poin
2564,54,Utah Valley - Thanksgiving Poin
2565,54,Utah Valley - Thanksgiving Poin
2566,54,Utah Valley - Thanksgiving Poin
2567,54,Utah Valley - Thanksgiving Poin
2568,56,Utah Valley - The Meadows
2569,56,Utah Valley - The Meadows
