Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBO,1093.0,418.73,227.03,19.73,246.77,4
NHB,1093.0,445.82,95.17,4.4,99.56,4
HBC,1093.0,9.0,0.76,0.82,1.59,4
HBSch,1093.0,14.0,0.07,0.02,6.75,4
All,1094.0,4324.22,994.01,138.07,1158.75,4
HBW,1094.0,575.49,163.22,47.49,210.71,4
HBO,1094.0,1049.52,401.22,53.11,454.33,4
NHB,1094.0,2481.52,412.93,25.68,438.62,4
HBC,1094.0,160.0,16.36,11.71,28.07,4
HBSch,1094.0,57.69,0.27,0.08,27.02,4
All,1095.0,1853.76,376.59,36.97,418.83,4
HBW,1095.0,116.94,37.55,9.74,47.28,4
HBO,1095.0,215.37,83.95,11.2,95.15,4
NHB,1095.0,1502.26,254.44,15.62,270.06,4
HBC,1095.0,7.0,0.59,0.4,0.99,4
HBSch,1095.0,12.2,0.05,0.02,5.34,4
All,1096.0,2393.73,661.44,88.67,764.79,4
HBW,1096.0,310.46,112.1,29.16,141.26,4
HBO,1096.0,758.02,332.94,44.79,377.73,4
NHB,1096.0,1284.38,214.51,13.46,227.98,4
HBC,1096.0,14.0,1.74,1.21,2.95,4
HBSch,1096.0,26.87,0.15,0.04,14.87,4
All,1097.0,3689.96,722.38,175.15,947.88,4
HBW,1097.0,801.47,113.12,74.8,187.92,4
HBO,1097.0,1534.49,455.55,80.39,535.95,4
NHB,1097.0,1164.84,135.65,12.34,147.99,4
HBC,1097.0,107.0,17.55,7.46,25.01,4
HBSch,1097.0,82.16,0.51,0.15,51.0,4
All,1098.0,3532.76,791.49,205.98,1059.89,4
HBW,1098.0,852.72,115.87,85.66,201.53,4
HBO,1098.0,1741.73,564.18,99.67,663.85,4
NHB,1098.0,660.85,78.76,7.12,85.88,4
HBC,1098.0,183.0,32.05,13.34,45.39,4
HBSch,1098.0,94.46,0.63,0.19,63.25,4
All,1099.0,3220.42,717.51,207.98,988.39,4
HBW,1099.0,789.97,104.0,86.87,190.87,4
HBO,1099.0,1556.1,492.39,93.1,585.49,4
NHB,1099.0,559.06,60.0,6.19,66.19,4
HBC,1099.0,229.0,60.48,21.63,82.12,4
HBSch,1099.0,86.29,0.64,0.19,63.73,4
All,1100.0,2531.23,492.75,179.19,721.81,4
HBW,1100.0,635.01,59.21,75.4,134.61,4
HBO,1100.0,1360.59,372.18,92.31,464.49,4
NHB,1100.0,345.15,25.62,4.02,29.64,4
HBC,1100.0,111.0,35.23,7.32,42.55,4
HBSch,1100.0,79.48,0.5,0.15,50.52,4
All,1101.0,3221.87,518.27,140.79,693.73,4
HBW,1101.0,373.4,50.91,43.85,94.76,4
HBO,1101.0,866.25,269.79,63.74,333.53,4
NHB,1101.0,1762.7,121.74,20.48,142.22,4
HBC,1101.0,170.0,75.46,12.62,88.09,4
HBSch,1101.0,49.52,0.35,0.1,35.13,4
All,1102.0,8121.63,726.2,168.53,918.82,4
HBW,1102.0,627.31,101.79,46.9,148.69,4
HBO,1102.0,1639.3,303.19,58.1,361.29,4
NHB,1102.0,5643.93,301.89,57.78,359.67,4
HBC,1102.0,75.0,19.08,5.68,24.76,4
HBSch,1102.0,136.1,0.24,0.07,24.4,4
All,1103.0,0.0,0.0,0.0,0.0,4
HBW,1103.0,0.0,0.0,0.0,0.0,4
HBO,1103.0,0.0,0.0,0.0,0.0,4
NHB,1103.0,0.0,0.0,0.0,0.0,4
HBC,1103.0,0.0,0.0,0.0,0.0,4
HBSch,1103.0,0.0,0.0,0.0,0.0,4
All,1104.0,5.91,0.07,0.03,0.1,4
HBW,1104.0,0.0,0.0,0.0,0.0,4
HBO,1104.0,0.0,0.0,0.0,0.0,4
NHB,1104.0,5.91,0.07,0.03,0.1,4
HBC,1104.0,0.0,0.0,0.0,0.0,4
HBSch,1104.0,0.0,0.0,0.0,0.0,4
All,1105.0,2033.21,38.43,10.13,48.57,4
HBW,1105.0,0.0,0.0,0.0,0.0,4
HBO,1105.0,0.0,0.0,0.0,0.0,4
NHB,1105.0,2033.21,38.43,10.13,48.57,4
HBC,1105.0,0.0,0.0,0.0,0.0,4
HBSch,1105.0,0.0,0.0,0.0,0.0,4
All,1106.0,725.9,13.78,5.4,19.19,4
HBW,1106.0,3.2,0.11,0.09,0.21,4
HBO,1106.0,31.97,1.2,1.45,2.65,4
NHB,1106.0,690.45,12.47,3.86,16.33,4
HBC,1106.0,0.0,0.0,0.0,0.0,4
HBSch,1106.0,0.28,0.0,0.0,0.0,4
All,1107.0,276.08,3.75,1.71,5.45,4
HBW,1107.0,0.0,0.0,0.0,0.0,4
HBO,1107.0,0.0,0.0,0.0,0.0,4
NHB,1107.0,276.08,3.75,1.71,5.45,4
HBC,1107.0,0.0,0.0,0.0,0.0,4
HBSch,1107.0,0.0,0.0,0.0,0.0,4
All,1108.0,7553.27,362.59,276.94,928.26,4
HBW,1108.0,1604.48,13.12,107.25,120.36,4
HBO,1108.0,4763.26,334.58,158.34,492.93,4
NHB,1108.0,618.94,11.48,5.28,16.75,4
HBC,1108.0,73.0,0.49,5.24,5.74,4
HBSch,1108.0,493.59,2.92,0.83,292.48,4
All,1109.0,3405.6,149.36,139.76,383.22,4
HBW,1109.0,769.14,8.61,59.01,67.63,4
HBO,1109.0,2139.12,134.31,75.1,209.41,4
NHB,1109.0,228.31,5.21,2.22,7.43,4
HBC,1109.0,40.0,0.27,3.16,3.43,4
HBSch,1109.0,229.04,0.95,0.27,95.32,4
All,1110.0,2350.18,219.15,159.46,442.24,4
HBW,1110.0,489.14,18.06,57.79,75.85,4
HBO,1110.0,1499.33,191.62,98.56,290.18,4
NHB,1110.0,182.46,8.75,1.83,10.59,4
HBC,1110.0,13.0,0.07,1.11,1.18,4
HBSch,1110.0,166.26,0.64,0.17,64.44,4
All,1111.0,2790.83,192.63,128.28,402.0,4
HBW,1111.0,528.44,13.12,47.39,60.51,4
HBO,1111.0,1743.61,166.31,77.3,243.61,4
NHB,1111.0,319.4,12.38,3.04,15.42,4
HBC,1111.0,3.0,0.0,0.32,0.32,4
HBSch,1111.0,196.39,0.82,0.23,82.14,4
All,1112.0,1316.53,118.79,63.25,215.25,4
HBW,1112.0,256.66,11.99,24.5,36.49,4
HBO,1112.0,805.97,96.44,36.69,133.13,4
NHB,1112.0,160.94,10.02,1.61,11.63,4
HBC,1112.0,3.0,0.0,0.35,0.35,4
HBSch,1112.0,89.96,0.34,0.09,33.64,4
All,1113.0,833.96,103.33,56.64,183.12,4
HBW,1113.0,173.36,10.78,20.68,31.46,4
HBO,1113.0,540.58,87.83,34.95,122.78,4
NHB,1113.0,54.16,3.95,0.56,4.52,4
HBC,1113.0,4.0,0.53,0.4,0.93,4
HBSch,1113.0,61.86,0.23,0.06,23.44,4
All,1114.0,973.88,130.51,18.46,155.51,4
HBW,1114.0,48.63,8.0,4.08,12.08,4
HBO,1114.0,111.84,23.84,6.57,30.4,4
NHB,1114.0,800.03,98.61,7.49,106.1,4
HBC,1114.0,3.0,0.0,0.3,0.3,4
HBSch,1114.0,10.39,0.07,0.02,6.63,4
All,1115.0,1180.12,120.29,14.89,136.73,4
HBW,1115.0,22.17,3.0,1.89,4.89,4
HBO,1115.0,56.84,9.2,2.49,11.69,4
NHB,1115.0,1094.67,108.08,10.51,118.59,4
HBC,1115.0,1.0,0.0,0.0,0.0,4
HBSch,1115.0,5.44,0.02,0.0,1.56,4
All,1116.0,1060.9,166.51,35.07,208.08,4
HBW,1116.0,163.8,23.33,13.95,37.28,4
HBO,1116.0,298.36,75.8,15.12,90.92,4
NHB,1116.0,575.4,67.14,5.48,72.62,4
HBC,1116.0,6.0,0.17,0.5,0.67,4
HBSch,1116.0,17.34,0.07,0.02,6.59,4
All,1117.0,113.01,16.71,1.07,17.78,4
HBW,1117.0,0.0,0.0,0.0,0.0,4
HBO,1117.0,0.0,0.0,0.0,0.0,4
NHB,1117.0,113.01,16.71,1.07,17.78,4
HBC,1117.0,0.0,0.0,0.0,0.0,4
HBSch,1117.0,0.0,0.0,0.0,0.0,4
All,1118.0,397.79,67.12,3.64,70.76,4
HBW,1118.0,0.0,0.0,0.0,0.0,4
HBO,1118.0,0.0,0.0,0.0,0.0,4
NHB,1118.0,397.79,67.12,3.64,70.76,4
HBC,1118.0,0.0,0.0,0.0,0.0,4
HBSch,1118.0,0.0,0.0,0.0,0.0,4
All,1119.0,224.42,41.2,2.0,43.2,4
HBW,1119.0,0.0,0.0,0.0,0.0,4
HBO,1119.0,0.0,0.0,0.0,0.0,4
NHB,1119.0,224.42,41.2,2.0,43.2,4
HBC,1119.0,0.0,0.0,0.0,0.0,4
HBSch,1119.0,0.0,0.0,0.0,0.0,4
All,1120.0,953.01,129.93,9.57,139.66,4
HBW,1120.0,1.99,0.49,0.14,0.63,4
HBO,1120.0,9.76,2.1,0.63,2.73,4
NHB,1120.0,940.97,127.34,8.79,136.13,4
HBC,1120.0,0.0,0.0,0.0,0.0,4
HBSch,1120.0,0.29,0.0,0.0,0.17,4
All,1121.0,716.14,121.69,7.95,129.75,4
HBW,1121.0,3.54,1.16,0.25,1.41,4
HBO,1121.0,21.23,2.31,1.42,3.74,4
NHB,1121.0,691.1,118.22,6.27,124.49,4
HBC,1121.0,0.0,0.0,0.0,0.0,4
HBSch,1121.0,0.27,0.0,0.0,0.11,4
All,1122.0,80.14,15.98,0.77,16.75,4
HBW,1122.0,0.0,0.0,0.0,0.0,4
HBO,1122.0,0.0,0.0,0.0,0.0,4
NHB,1122.0,80.14,15.98,0.77,16.75,4
HBC,1122.0,0.0,0.0,0.0,0.0,4
HBSch,1122.0,0.0,0.0,0.0,0.0,4
All,1123.0,841.68,181.97,7.62,189.59,4
HBW,1123.0,0.0,0.0,0.0,0.0,4
HBO,1123.0,0.0,0.0,0.0,0.0,4
NHB,1123.0,841.68,181.97,7.62,189.59,4
HBC,1123.0,0.0,0.0,0.0,0.0,4
HBSch,1123.0,0.0,0.0,0.0,0.0,4
All,1124.0,1647.53,328.7,54.17,391.07,4
HBW,1124.0,249.19,47.59,18.31,65.91,4
HBO,1124.0,461.58,149.32,25.84,175.17,4
NHB,1124.0,878.61,131.26,8.39,139.65,4
HBC,1124.0,31.0,0.44,1.6,2.04,4
HBSch,1124.0,27.17,0.08,0.03,8.31,4
All,1125.0,1522.23,318.5,25.67,348.8,4
HBW,1125.0,77.06,25.64,5.08,30.72,4
HBO,1125.0,171.85,55.17,8.13,63.3,4
NHB,1125.0,1245.23,237.23,11.57,248.8,4
HBC,1125.0,10.0,0.41,0.88,1.3,4
HBSch,1125.0,18.09,0.05,0.02,4.7,4
All,1126.0,2043.85,437.63,20.63,458.35,4
HBW,1126.0,2.04,1.05,0.1,1.15,4
HBO,1126.0,52.15,2.63,2.99,5.62,4
NHB,1126.0,1989.35,433.94,17.54,451.48,4
HBC,1126.0,0.0,0.0,0.0,0.0,4
HBSch,1126.0,0.31,0.0,0.0,0.1,4
All,1127.0,3835.45,914.5,39.34,953.95,4
HBW,1127.0,3.71,2.37,0.15,2.52,4
HBO,1127.0,107.22,3.13,7.04,10.17,4
NHB,1127.0,3724.23,909.0,32.15,941.15,4
HBC,1127.0,0.0,0.0,0.0,0.0,4
HBSch,1127.0,0.29,0.0,0.0,0.11,4
All,1128.0,2658.1,472.41,40.82,520.03,4
HBW,1128.0,108.98,22.08,6.88,28.97,4
HBO,1128.0,214.51,68.16,10.54,78.71,4
NHB,1128.0,2285.36,381.4,21.59,402.99,4
HBC,1128.0,24.0,0.69,1.78,2.47,4
HBSch,1128.0,25.25,0.07,0.02,6.89,4
All,1129.0,3354.24,721.02,35.21,756.3,4
HBW,1129.0,3.67,1.86,0.2,2.06,4
HBO,1129.0,66.02,2.75,4.04,6.79,4
NHB,1129.0,3284.24,716.41,30.97,747.37,4
HBC,1129.0,0.0,0.0,0.0,0.0,4
HBSch,1129.0,0.31,0.0,0.0,0.07,4
All,1130.0,3387.19,845.14,37.15,884.19,4
HBW,1130.0,31.81,15.95,1.42,17.38,4
HBO,1130.0,155.57,38.47,7.33,45.81,4
NHB,1130.0,3192.5,790.69,28.39,819.08,4
HBC,1130.0,0.0,0.0,0.0,0.0,4
HBSch,1130.0,7.32,0.02,0.01,1.93,4
All,1131.0,5123.17,1714.01,60.28,1774.3,4
HBW,1131.0,0.0,0.0,0.0,0.0,4
HBO,1131.0,0.0,0.0,0.0,0.0,4
NHB,1131.0,5123.17,1714.01,60.28,1774.3,4
HBC,1131.0,0.0,0.0,0.0,0.0,4
HBSch,1131.0,0.0,0.0,0.0,0.0,4
All,1132.0,2169.76,381.42,20.53,401.95,4
HBW,1132.0,0.0,0.0,0.0,0.0,4
HBO,1132.0,0.0,0.0,0.0,0.0,4
NHB,1132.0,2169.76,381.42,20.53,401.95,4
HBC,1132.0,0.0,0.0,0.0,0.0,4
HBSch,1132.0,0.0,0.0,0.0,0.0,4
All,1133.0,676.39,153.1,6.29,159.39,4
HBW,1133.0,0.0,0.0,0.0,0.0,4
HBO,1133.0,0.0,0.0,0.0,0.0,4
NHB,1133.0,676.39,153.1,6.29,159.39,4
HBC,1133.0,0.0,0.0,0.0,0.0,4
HBSch,1133.0,0.0,0.0,0.0,0.0,4
All,1134.0,6587.78,1712.47,57.48,1769.95,4
HBW,1134.0,0.0,0.0,0.0,0.0,4
HBO,1134.0,0.0,0.0,0.0,0.0,4
NHB,1134.0,6587.78,1712.47,57.48,1769.95,4
HBC,1134.0,0.0,0.0,0.0,0.0,4
HBSch,1134.0,0.0,0.0,0.0,0.0,4
All,1135.0,0.0,0.0,0.0,0.0,4
HBW,1135.0,0.0,0.0,0.0,0.0,4
HBO,1135.0,0.0,0.0,0.0,0.0,4
NHB,1135.0,0.0,0.0,0.0,0.0,4
HBC,1135.0,0.0,0.0,0.0,0.0,4
HBSch,1135.0,0.0,0.0,0.0,0.0,4
All,1136.0,3799.68,679.6,36.61,716.21,4
HBW,1136.0,0.0,0.0,0.0,0.0,4
HBO,1136.0,0.0,0.0,0.0,0.0,4
NHB,1136.0,3799.68,679.6,36.61,716.21,4
HBC,1136.0,0.0,0.0,0.0,0.0,4
HBSch,1136.0,0.0,0.0,0.0,0.0,4
All,1137.0,2360.5,704.85,52.95,771.39,4
HBW,1137.0,257.74,110.94,14.75,125.69,4
HBO,1137.0,494.23,231.78,22.49,254.27,4
NHB,1137.0,1563.74,361.37,14.68,376.04,4
HBC,1137.0,15.01,0.62,0.99,1.62,4
HBSch,1137.0,29.79,0.14,0.04,13.77,4
All,1138.0,9892.92,2575.86,87.29,2663.15,4
HBW,1138.0,0.0,0.0,0.0,0.0,4
HBO,1138.0,0.0,0.0,0.0,0.0,4
NHB,1138.0,9892.92,2575.86,87.29,2663.15,4
HBC,1138.0,0.0,0.0,0.0,0.0,4
HBSch,1138.0,0.0,0.0,0.0,0.0,4
All,1139.0,3183.88,1080.21,36.34,1116.55,4
HBW,1139.0,0.0,0.0,0.0,0.0,4
HBO,1139.0,0.0,0.0,0.0,0.0,4
NHB,1139.0,3183.88,1080.21,36.34,1116.55,4
HBC,1139.0,0.0,0.0,0.0,0.0,4
HBSch,1139.0,0.0,0.0,0.0,0.0,4
All,1140.0,3046.72,667.85,71.61,750.15,4
HBW,1140.0,165.75,62.2,17.16,79.36,4
HBO,1140.0,416.88,186.75,29.6,216.35,4
NHB,1140.0,2440.02,418.43,24.12,442.55,4
HBC,1140.0,7.0,0.37,0.7,1.07,4
HBSch,1140.0,17.07,0.11,0.03,10.83,4
All,1141.0,853.97,187.98,8.23,196.22,4
HBW,1141.0,0.0,0.0,0.0,0.0,4
HBO,1141.0,0.0,0.0,0.0,0.0,4
NHB,1141.0,853.97,187.98,8.23,196.22,4
HBC,1141.0,0.0,0.0,0.0,0.0,4
HBSch,1141.0,0.0,0.0,0.0,0.0,4
All,1142.0,1752.5,434.9,16.02,450.92,4
HBW,1142.0,0.0,0.0,0.0,0.0,4
HBO,1142.0,0.0,0.0,0.0,0.0,4
NHB,1142.0,1752.5,434.9,16.02,450.92,4
HBC,1142.0,0.0,0.0,0.0,0.0,4
HBSch,1142.0,0.0,0.0,0.0,0.0,4
All,1143.0,651.89,217.36,7.87,225.23,4
HBW,1143.0,0.0,0.0,0.0,0.0,4
HBO,1143.0,0.0,0.0,0.0,0.0,4
NHB,1143.0,651.89,217.36,7.87,225.23,4
HBC,1143.0,0.0,0.0,0.0,0.0,4
HBSch,1143.0,0.0,0.0,0.0,0.0,4
All,1144.0,1249.64,355.7,67.08,438.08,4
HBW,1144.0,214.08,64.54,25.59,90.14,4
HBO,1144.0,475.06,209.34,34.5,243.84,4
NHB,1144.0,518.18,80.76,5.29,86.05,4
HBC,1144.0,18.0,0.91,1.65,2.56,4
HBSch,1144.0,24.33,0.15,0.05,15.5,4
All,1145.0,1775.91,648.71,69.88,732.03,4
HBW,1145.0,275.08,130.34,22.78,153.11,4
HBO,1145.0,682.36,365.79,38.8,404.59,4
NHB,1145.0,782.94,152.15,7.63,159.78,4
HBC,1145.0,7.0,0.29,0.63,0.92,4
HBSch,1145.0,28.53,0.14,0.04,13.62,4
All,1146.0,2612.34,1014.26,78.72,1109.16,4
HBW,1146.0,367.43,195.95,22.64,218.59,4
HBO,1146.0,884.67,508.01,42.19,550.2,4
NHB,1146.0,1304.95,309.51,12.86,322.37,4
HBC,1146.0,13.0,0.62,0.98,1.61,4
HBSch,1146.0,42.28,0.16,0.05,16.39,4
All,1147.0,4944.21,1245.57,45.86,1291.43,4
HBW,1147.0,0.0,0.0,0.0,0.0,4
HBO,1147.0,0.0,0.0,0.0,0.0,4
NHB,1147.0,4944.21,1245.57,45.86,1291.43,4
HBC,1147.0,0.0,0.0,0.0,0.0,4
HBSch,1147.0,0.0,0.0,0.0,0.0,4
All,1148.0,2469.27,766.04,175.95,998.12,4
HBW,1148.0,631.59,151.1,77.35,228.45,4
HBO,1148.0,1314.86,553.8,91.89,645.68,4
NHB,1148.0,421.12,59.14,4.25,63.39,4
HBC,1148.0,26.0,1.44,2.29,3.73,4
HBSch,1148.0,75.69,0.57,0.17,56.87,4
All,1149.0,452.11,162.52,24.9,196.11,4
HBW,1149.0,118.51,41.44,11.01,52.45,4
HBO,1149.0,242.8,107.91,12.18,120.09,4
NHB,1149.0,63.95,12.01,0.65,12.66,4
HBC,1149.0,13.0,1.07,1.03,2.1,4
HBSch,1149.0,13.85,0.09,0.03,8.81,4
All,1150.0,1849.76,789.62,91.57,900.37,4
HBW,1150.0,396.52,190.25,33.0,223.25,4
HBO,1150.0,960.44,512.1,52.64,564.74,4
NHB,1150.0,426.56,85.95,4.14,90.09,4
HBC,1150.0,20.0,1.12,1.73,2.85,4
HBSch,1150.0,46.24,0.19,0.06,19.44,4
All,1151.0,2986.34,700.44,29.87,730.31,4
HBW,1151.0,0.0,0.0,0.0,0.0,4
HBO,1151.0,0.0,0.0,0.0,0.0,4
NHB,1151.0,2986.34,700.44,29.87,730.31,4
HBC,1151.0,0.0,0.0,0.0,0.0,4
HBSch,1151.0,0.0,0.0,0.0,0.0,4
All,1152.0,1389.18,397.22,107.63,532.14,4
HBW,1152.0,328.17,63.5,43.45,106.96,4
HBO,1152.0,747.28,302.22,59.37,361.58,4
NHB,1152.0,234.38,29.03,2.43,31.46,4
HBC,1152.0,41.0,2.2,2.3,4.5,4
HBSch,1152.0,38.35,0.28,0.08,27.64,4
All,1153.0,2184.79,570.16,136.63,745.23,4
HBW,1153.0,576.98,107.82,58.49,166.31,4
HBO,1153.0,1153.83,411.92,66.99,478.92,4
NHB,1153.0,298.25,41.87,3.07,44.94,4
HBC,1153.0,89.0,8.15,7.97,16.12,4
HBSch,1153.0,66.73,0.39,0.12,38.94,4
All,1154.0,863.51,268.31,37.4,318.2,4
HBW,1154.0,200.68,61.46,15.94,77.41,4
HBO,1154.0,399.59,165.07,18.63,183.7,4
NHB,1154.0,233.79,41.23,2.27,43.5,4
HBC,1154.0,6.0,0.42,0.52,0.94,4
HBSch,1154.0,23.45,0.13,0.04,12.66,4
All,1155.0,1153.22,341.29,35.52,385.02,4
HBW,1155.0,175.91,68.07,12.44,80.51,4
HBO,1155.0,358.87,158.26,16.54,174.81,4
NHB,1155.0,590.14,114.26,5.84,120.1,4
HBC,1155.0,8.0,0.62,0.67,1.3,4
HBSch,1155.0,20.3,0.08,0.03,8.31,4
All,1156.0,2961.21,651.67,215.7,913.68,4
HBW,1156.0,719.29,91.29,90.62,181.91,4
HBO,1156.0,1511.82,494.46,111.57,606.02,4
NHB,1156.0,567.41,57.53,5.99,63.52,4
HBC,1156.0,81.0,7.92,7.38,15.3,4
HBSch,1156.0,81.69,0.47,0.14,46.92,4
All,1157.0,3242.41,576.28,73.76,663.51,4
HBW,1157.0,221.76,50.17,20.55,70.72,4
HBO,1157.0,473.63,162.49,26.82,189.31,4
NHB,1157.0,2507.91,362.17,25.32,387.49,4
HBC,1157.0,15.0,1.31,1.04,2.35,4
HBSch,1157.0,24.11,0.14,0.04,13.64,4
All,1158.0,3102.43,489.7,30.68,520.39,4
HBW,1158.0,0.0,0.0,0.0,0.0,4
HBO,1158.0,0.0,0.0,0.0,0.0,4
NHB,1158.0,3102.43,489.7,30.68,520.39,4
HBC,1158.0,0.0,0.0,0.0,0.0,4
HBSch,1158.0,0.0,0.0,0.0,0.0,4
All,1159.0,5024.36,763.79,277.2,1115.11,4
HBW,1159.0,1012.09,88.52,113.89,202.41,4
HBO,1159.0,2235.72,530.35,138.19,668.54,4
NHB,1159.0,1559.15,130.4,16.91,147.3,4
HBC,1159.0,98.0,13.77,7.99,21.76,4
HBSch,1159.0,119.4,0.75,0.23,75.1,4
All,1160.0,3611.12,724.57,218.7,1001.26,4
HBW,1160.0,824.61,92.46,87.11,179.57,4
HBO,1160.0,1854.97,541.48,115.98,657.46,4
NHB,1160.0,716.07,73.96,7.66,81.62,4
HBC,1160.0,107.0,16.09,7.77,23.85,4
HBSch,1160.0,108.47,0.59,0.18,58.76,4
All,1161.0,4925.68,865.5,194.57,1109.94,4
HBW,1161.0,683.31,94.96,66.31,161.27,4
HBO,1161.0,1551.63,468.82,90.46,559.28,4
NHB,1161.0,2425.87,274.17,25.7,299.87,4
HBC,1161.0,177.0,27.04,11.95,38.99,4
HBSch,1161.0,87.86,0.5,0.15,50.53,4
All,1162.0,3419.82,408.12,181.41,637.07,4
HBW,1162.0,726.1,43.67,78.07,121.73,4
HBO,1162.0,1461.13,285.3,86.2,371.5,4
NHB,1162.0,1087.23,65.82,12.23,78.05,4
HBC,1162.0,61.0,12.85,4.77,17.62,4
HBSch,1162.0,84.36,0.48,0.15,48.17,4
All,1163.0,4373.72,944.64,322.12,1341.65,4
HBW,1163.0,949.12,81.35,112.08,193.43,4
HBO,1163.0,2193.28,587.82,152.11,739.94,4
NHB,1163.0,388.99,24.95,4.58,29.53,4
HBC,1163.0,720.01,249.76,53.12,302.88,4
HBSch,1163.0,122.32,0.76,0.23,75.88,4
All,1164.0,2796.21,504.59,201.32,753.75,4
HBW,1164.0,658.02,45.98,76.74,122.72,4
HBO,1164.0,1472.45,350.32,100.11,450.43,4
NHB,1164.0,327.34,19.44,3.8,23.24,4
HBC,1164.0,254.0,88.36,20.52,108.88,4
HBSch,1164.0,84.39,0.48,0.15,48.48,4
All,1165.0,2633.47,326.37,163.79,537.73,4
HBW,1165.0,652.05,32.45,67.2,99.64,4
HBO,1165.0,1329.36,236.1,77.1,313.2,4
NHB,1165.0,408.79,18.85,4.69,23.53,4
HBC,1165.0,172.0,38.5,14.65,53.15,4
HBSch,1165.0,71.27,0.48,0.15,48.2,4
All,1166.0,1825.59,272.21,102.35,397.74,4
HBW,1166.0,293.8,30.22,34.36,64.58,4
HBO,1166.0,718.15,166.65,50.67,217.32,4
NHB,1166.0,651.09,28.11,7.44,35.55,4
HBC,1166.0,124.0,47.0,9.81,56.8,4
HBSch,1166.0,38.55,0.23,0.07,23.48,4
All,1167.0,2185.16,111.3,24.51,135.81,4
HBW,1167.0,0.0,0.0,0.0,0.0,4
HBO,1167.0,0.0,0.0,0.0,0.0,4
NHB,1167.0,2185.16,111.3,24.51,135.81,4
HBC,1167.0,0.0,0.0,0.0,0.0,4
HBSch,1167.0,0.0,0.0,0.0,0.0,4
All,1168.0,4479.03,812.81,268.05,1196.44,4
HBW,1168.0,922.99,67.42,82.62,150.04,4
HBO,1168.0,2373.39,506.08,130.81,636.89,4
NHB,1168.0,352.74,16.11,3.89,20.0,4
HBC,1168.0,654.0,222.03,50.38,272.42,4
HBSch,1168.0,175.9,1.17,0.34,117.09,4
All,1169.0,85.0,1.56,0.77,2.34,4
HBW,1169.0,0.0,0.0,0.0,0.0,4
HBO,1169.0,0.0,0.0,0.0,0.0,4
NHB,1169.0,85.0,1.56,0.77,2.34,4
HBC,1169.0,0.0,0.0,0.0,0.0,4
HBSch,1169.0,0.0,0.0,0.0,0.0,4
All,1170.0,41.21,0.28,0.14,0.42,4
HBW,1170.0,0.0,0.0,0.0,0.0,4
HBO,1170.0,0.0,0.0,0.0,0.0,4
NHB,1170.0,41.21,0.28,0.14,0.42,4
HBC,1170.0,0.0,0.0,0.0,0.0,4
HBSch,1170.0,0.0,0.0,0.0,0.0,4
All,1171.0,460.05,5.79,1.84,7.63,4
HBW,1171.0,0.0,0.0,0.0,0.0,4
HBO,1171.0,0.0,0.0,0.0,0.0,4
NHB,1171.0,460.05,5.79,1.84,7.63,4
HBC,1171.0,0.0,0.0,0.0,0.0,4
HBSch,1171.0,0.0,0.0,0.0,0.0,4
All,1172.0,4.48,0.14,0.11,0.25,4
HBW,1172.0,0.87,0.02,0.03,0.05,4
HBO,1172.0,3.15,0.12,0.08,0.19,4
NHB,1172.0,0.32,0.01,0.0,0.01,4
HBC,1172.0,0.0,0.0,0.0,0.0,4
HBSch,1172.0,0.14,0.0,0.0,0.0,4
All,1173.0,2058.83,59.29,11.98,71.28,4
HBW,1173.0,0.0,0.0,0.0,0.0,4
HBO,1173.0,0.0,0.0,0.0,0.0,4
NHB,1173.0,2058.83,59.29,11.98,71.28,4
HBC,1173.0,0.0,0.0,0.0,0.0,4
HBSch,1173.0,0.0,0.0,0.0,0.0,4
All,1174.0,1335.71,26.87,8.65,35.51,4
HBW,1174.0,0.0,0.0,0.0,0.0,4
HBO,1174.0,0.0,0.0,0.0,0.0,4
NHB,1174.0,1335.71,26.87,8.65,35.51,4
HBC,1174.0,0.0,0.0,0.0,0.0,4
HBSch,1174.0,0.0,0.0,0.0,0.0,4
All,1175.0,679.32,10.97,4.76,15.74,4
HBW,1175.0,0.0,0.0,0.0,0.0,4
HBO,1175.0,0.0,0.0,0.0,0.0,4
NHB,1175.0,679.32,10.97,4.76,15.74,4
HBC,1175.0,0.0,0.0,0.0,0.0,4
HBSch,1175.0,0.0,0.0,0.0,0.0,4
All,1176.0,78.58,1.2,0.58,1.79,4
HBW,1176.0,0.0,0.0,0.0,0.0,4
HBO,1176.0,0.0,0.0,0.0,0.0,4
NHB,1176.0,78.58,1.2,0.58,1.79,4
HBC,1176.0,0.0,0.0,0.0,0.0,4
HBSch,1176.0,0.0,0.0,0.0,0.0,4
All,1177.0,746.26,11.85,5.87,17.73,4
HBW,1177.0,0.0,0.0,0.0,0.0,4
HBO,1177.0,0.0,0.0,0.0,0.0,4
NHB,1177.0,746.26,11.85,5.87,17.73,4
HBC,1177.0,0.0,0.0,0.0,0.0,4
HBSch,1177.0,0.0,0.0,0.0,0.0,4
All,1178.0,5354.73,242.83,172.53,664.92,4
HBW,1178.0,1046.54,16.24,61.57,77.81,4
HBO,1178.0,3292.84,212.02,104.21,316.23,4
NHB,1178.0,633.78,12.05,5.29,17.33,4
HBC,1178.0,10.0,0.0,0.73,0.73,4
HBSch,1178.0,371.57,2.52,0.73,252.81,4
All,1179.0,4136.17,167.51,146.35,486.39,4
