Purpose,TAZID,All,Walk,Bike,NonM,test_id
NHB,973.0,507.8,60.62,5.44,66.06,11
HBC,973.0,55.0,7.48,7.45,14.93,11
HBSch,973.0,92.17,0.57,0.17,56.77,11
All,974.0,7677.72,340.95,296.68,775.34,11
HBW,974.0,2140.0,16.13,141.29,157.42,11
HBO,974.0,4289.19,290.8,135.03,425.83,11
NHB,974.0,894.45,25.27,9.52,34.78,11
HBC,974.0,83.0,7.36,10.46,17.82,11
HBSch,974.0,271.08,1.39,0.39,139.48,11
All,975.0,2488.76,142.63,54.38,197.02,11
HBW,975.0,0.0,0.0,0.0,0.0,11
HBO,975.0,0.0,0.0,0.0,0.0,11
NHB,975.0,2488.76,142.63,54.38,197.02,11
HBC,975.0,0.0,0.0,0.0,0.0,11
HBSch,975.0,0.0,0.0,0.0,0.0,11
All,976.0,3276.12,195.5,73.81,269.31,11
HBW,976.0,0.0,0.0,0.0,0.0,11
HBO,976.0,0.0,0.0,0.0,0.0,11
NHB,976.0,3276.12,195.5,73.81,269.31,11
HBC,976.0,0.0,0.0,0.0,0.0,11
HBSch,976.0,0.0,0.0,0.0,0.0,11
All,977.0,1173.15,44.53,7.13,51.65,11
HBW,977.0,0.0,0.0,0.0,0.0,11
HBO,977.0,0.0,0.0,0.0,0.0,11
NHB,977.0,1173.15,44.53,7.13,51.65,11
HBC,977.0,0.0,0.0,0.0,0.0,11
HBSch,977.0,0.0,0.0,0.0,0.0,11
All,978.0,9731.5,522.54,60.08,582.62,11
HBW,978.0,0.0,0.0,0.0,0.0,11
HBO,978.0,0.0,0.0,0.0,0.0,11
NHB,978.0,9731.5,522.54,60.08,582.62,11
HBC,978.0,0.0,0.0,0.0,0.0,11
HBSch,978.0,0.0,0.0,0.0,0.0,11
All,979.0,1868.21,46.23,13.06,59.28,11
HBW,979.0,0.0,0.0,0.0,0.0,11
HBO,979.0,0.0,0.0,0.0,0.0,11
NHB,979.0,1868.21,46.23,13.06,59.28,11
HBC,979.0,0.0,0.0,0.0,0.0,11
HBSch,979.0,0.0,0.0,0.0,0.0,11
All,980.0,5803.9,347.34,327.25,795.11,11
HBW,980.0,1315.36,19.69,211.03,230.72,11
HBO,980.0,3341.64,297.76,109.09,406.85,11
NHB,980.0,855.25,28.68,6.58,35.25,11
HBC,980.0,10.0,0.0,0.21,0.21,11
HBSch,980.0,281.64,1.22,0.34,122.08,11
All,981.0,4823.93,251.09,163.39,550.31,11
HBW,981.0,1259.65,22.3,77.78,100.08,11
HBO,981.0,2702.11,207.99,77.56,285.55,11
NHB,981.0,650.18,18.54,5.66,24.2,11
HBC,981.0,20.0,0.9,1.98,2.88,11
HBSch,981.0,191.99,1.37,0.4,137.61,11
All,982.0,2802.75,156.2,101.98,339.79,11
HBW,982.0,687.44,7.16,47.32,54.48,11
HBO,982.0,1599.67,134.48,49.38,183.86,11
NHB,982.0,394.16,12.53,3.43,15.96,11
HBC,982.0,13.0,1.21,1.6,2.81,11
HBSch,982.0,108.49,0.82,0.24,82.67,11
All,983.0,2667.99,172.91,116.8,333.08,11
HBW,983.0,721.28,15.62,50.61,66.23,11
HBO,983.0,1531.58,124.48,53.86,178.34,11
NHB,983.0,216.99,5.48,2.51,7.99,11
HBC,983.0,94.0,26.9,9.69,36.59,11
HBSch,983.0,104.13,0.44,0.12,43.93,11
All,984.0,13442.16,1157.61,682.01,2039.36,11
HBW,984.0,2816.74,133.71,422.9,556.61,11
HBO,984.0,6827.8,898.51,228.18,1126.69,11
NHB,984.0,3173.52,123.2,25.68,148.88,11
HBC,984.0,90.0,0.18,4.7,4.88,11
HBSch,984.0,534.1,2.02,0.54,202.3,11
All,985.0,10508.99,922.47,340.51,1304.25,11
HBW,985.0,1920.08,132.89,134.63,267.52,11
HBO,985.0,4840.99,657.41,172.01,829.42,11
NHB,985.0,3345.89,131.53,29.56,161.09,11
HBC,985.0,58.0,0.22,4.19,4.42,11
HBSch,985.0,344.04,0.42,0.11,41.8,11
All,986.0,1777.94,114.92,54.12,194.92,11
HBW,986.0,280.83,10.54,19.89,30.42,11
HBO,986.0,676.3,70.61,26.36,96.97,11
NHB,986.0,773.7,33.11,7.4,40.51,11
HBC,986.0,5.0,0.4,0.4,0.8,11
HBSch,986.0,42.11,0.26,0.08,26.21,11
All,987.0,3915.62,246.5,164.36,518.07,11
HBW,987.0,952.7,16.74,72.88,89.62,11
HBO,987.0,2374.05,213.45,84.08,297.53,11
NHB,987.0,392.89,14.6,3.75,18.35,11
HBC,987.0,33.0,0.63,3.32,3.95,11
HBSch,987.0,162.98,1.08,0.32,108.62,11
All,988.0,3285.65,343.03,127.36,551.68,11
HBW,988.0,684.72,33.98,50.13,84.11,11
HBO,988.0,1716.82,253.88,68.36,322.24,11
NHB,988.0,753.77,53.51,7.39,60.91,11
HBC,988.0,23.0,0.84,1.23,2.07,11
HBSch,988.0,107.33,0.82,0.24,82.36,11
All,989.0,3281.05,256.24,138.7,494.25,11
HBW,989.0,795.53,21.88,62.37,84.25,11
HBO,989.0,1975.72,213.42,71.64,285.06,11
NHB,989.0,363.65,18.5,3.5,22.0,11
HBC,989.0,13.0,1.44,0.89,2.33,11
HBSch,989.0,133.14,1.0,0.3,100.61,11
All,990.0,3416.14,568.21,133.98,764.42,11
HBW,990.0,660.38,74.73,56.43,131.16,11
HBO,990.0,1456.59,359.0,63.61,422.6,11
NHB,990.0,1136.61,126.92,11.0,137.92,11
HBC,990.0,82.0,6.94,2.76,9.7,11
HBSch,990.0,80.55,0.63,0.19,63.04,11
All,991.0,2912.13,314.9,135.06,513.63,11
HBW,991.0,703.65,40.14,64.0,104.14,11
HBO,991.0,1539.57,232.58,63.41,295.99,11
NHB,991.0,552.41,37.23,5.26,42.49,11
HBC,991.0,28.0,4.32,2.2,6.51,11
HBSch,991.0,88.49,0.64,0.19,64.49,11
All,992.0,7912.92,1642.78,356.18,2145.73,11
HBW,992.0,1812.83,301.78,149.65,451.43,11
HBO,992.0,4091.46,1109.28,184.28,1293.57,11
NHB,992.0,1727.01,229.77,16.94,246.71,11
HBC,992.0,60.0,0.47,4.86,5.33,11
HBSch,992.0,221.62,1.48,0.45,148.7,11
All,993.0,2537.02,308.84,92.82,456.73,11
HBW,993.0,446.94,32.73,38.5,71.23,11
HBO,993.0,1065.18,191.18,44.62,235.8,11
NHB,993.0,948.31,84.37,9.3,93.67,11
HBC,993.0,2.0,0.0,0.24,0.24,11
HBSch,993.0,74.59,0.56,0.17,55.8,11
All,994.0,4304.45,642.47,182.83,925.28,11
HBW,994.0,936.31,100.51,76.68,177.19,11
HBO,994.0,2136.35,439.52,87.09,526.61,11
NHB,994.0,996.8,96.81,9.64,106.45,11
HBC,994.0,101.0,4.62,9.11,13.73,11
HBSch,994.0,133.99,1.01,0.31,101.3,11
All,995.0,7367.05,2281.9,297.09,2673.09,11
HBW,995.0,1769.92,528.01,116.72,644.73,11
HBO,995.0,3959.94,1492.36,159.12,1651.49,11
NHB,995.0,1352.64,240.14,12.64,252.78,11
HBC,995.0,148.0,20.44,8.32,28.76,11
HBSch,995.0,136.55,0.95,0.29,95.33,11
All,996.0,2752.38,491.54,164.93,708.94,11
HBW,996.0,643.84,72.19,71.26,143.46,11
HBO,996.0,1507.97,365.24,86.48,451.72,11
NHB,996.0,510.8,51.34,4.98,56.33,11
HBC,996.0,22.0,2.24,2.05,4.28,11
HBSch,996.0,67.77,0.53,0.16,53.16,11
All,997.0,3080.97,518.72,161.62,727.66,11
HBW,997.0,877.22,99.56,77.63,177.18,11
HBO,997.0,1676.3,374.34,73.65,447.99,11
NHB,997.0,381.13,43.14,3.79,46.93,11
HBC,997.0,60.0,1.2,6.41,7.62,11
HBSch,997.0,86.32,0.48,0.15,47.94,11
All,998.0,3019.92,999.47,131.33,1155.71,11
HBW,998.0,774.82,273.63,53.1,326.73,11
HBO,998.0,1530.63,617.93,69.4,687.33,11
NHB,998.0,584.84,103.96,5.72,109.68,11
HBC,998.0,53.0,3.71,3.02,6.73,11
HBSch,998.0,76.63,0.25,0.08,25.25,11
All,999.0,1141.09,139.94,11.13,151.06,11
HBW,999.0,0.0,0.0,0.0,0.0,11
HBO,999.0,0.0,0.0,0.0,0.0,11
NHB,999.0,1141.09,139.94,11.13,151.06,11
HBC,999.0,0.0,0.0,0.0,0.0,11
HBSch,999.0,0.0,0.0,0.0,0.0,11
All,1000.0,3360.59,425.94,116.44,568.17,11
HBW,1000.0,549.45,59.2,48.75,107.95,11
HBO,1000.0,1062.35,205.1,49.08,254.18,11
NHB,1000.0,1687.79,160.93,17.69,178.62,11
HBC,1000.0,7.0,0.44,0.85,1.29,11
HBSch,1000.0,54.01,0.26,0.07,26.12,11
All,1001.0,3565.92,674.96,180.74,896.64,11
HBW,1001.0,796.08,130.31,84.92,215.23,11
HBO,1001.0,1459.61,404.5,76.03,480.53,11
NHB,1001.0,1183.18,132.44,12.71,145.15,11
HBC,1001.0,54.0,7.31,6.96,14.27,11
HBSch,1001.0,73.05,0.41,0.12,41.47,11
All,1002.0,2955.82,330.95,160.48,531.48,11
HBW,1002.0,861.84,40.63,80.36,120.99,11
HBO,1002.0,1664.47,262.11,74.19,336.3,11
NHB,1002.0,332.43,26.16,3.68,29.85,11
HBC,1002.0,18.0,1.64,2.14,3.78,11
HBSch,1002.0,79.08,0.4,0.11,40.56,11
All,1003.0,3585.69,545.65,241.32,843.0,11
HBW,1003.0,948.59,71.38,113.48,184.86,11
HBO,1003.0,1956.74,414.02,109.78,523.8,11
NHB,1003.0,477.24,37.25,5.42,42.67,11
HBC,1003.0,108.0,22.43,12.47,34.9,11
HBSch,1003.0,95.12,0.57,0.16,56.76,11
All,1004.0,2762.39,269.46,148.83,466.51,11
HBW,1004.0,773.17,23.34,72.41,95.76,11
HBO,1004.0,1455.1,214.43,66.75,281.18,11
NHB,1004.0,414.71,24.26,4.5,28.77,11
HBC,1004.0,41.0,6.93,5.02,11.95,11
HBSch,1004.0,78.41,0.49,0.14,48.85,11
All,1005.0,342.71,35.97,18.61,59.27,11
HBW,1005.0,93.29,3.05,8.29,11.34,11
HBO,1005.0,166.42,20.1,6.31,26.41,11
NHB,1005.0,40.34,1.93,0.49,2.42,11
HBC,1005.0,35.0,10.84,3.51,14.34,11
HBSch,1005.0,7.66,0.05,0.01,4.75,11
All,1006.0,4452.31,724.87,201.71,1028.36,11
HBW,1006.0,1103.86,97.69,82.2,179.89,11
HBO,1006.0,2229.65,428.97,81.85,510.83,11
NHB,1006.0,560.69,33.27,6.77,40.04,11
HBC,1006.0,410.0,163.91,30.59,194.5,11
HBSch,1006.0,148.11,1.03,0.3,103.11,11
All,1007.0,9634.01,1258.19,179.6,1437.78,11
HBW,1007.0,0.0,0.0,0.0,0.0,11
HBO,1007.0,0.0,0.0,0.0,0.0,11
NHB,1007.0,9634.01,1258.19,179.6,1437.78,11
HBC,1007.0,0.0,0.0,0.0,0.0,11
HBSch,1007.0,0.0,0.0,0.0,0.0,11
All,1008.0,4580.54,324.15,26.6,350.75,11
HBW,1008.0,0.0,0.0,0.0,0.0,11
HBO,1008.0,0.0,0.0,0.0,0.0,11
NHB,1008.0,4580.54,324.15,26.6,350.75,11
HBC,1008.0,0.0,0.0,0.0,0.0,11
HBSch,1008.0,0.0,0.0,0.0,0.0,11
All,1009.0,3317.08,184.53,21.3,205.83,11
HBW,1009.0,0.0,0.0,0.0,0.0,11
HBO,1009.0,0.0,0.0,0.0,0.0,11
NHB,1009.0,3317.08,184.53,21.3,205.83,11
HBC,1009.0,0.0,0.0,0.0,0.0,11
HBSch,1009.0,0.0,0.0,0.0,0.0,11
All,1010.0,891.58,24.91,5.28,30.19,11
HBW,1010.0,0.0,0.0,0.0,0.0,11
HBO,1010.0,0.0,0.0,0.0,0.0,11
NHB,1010.0,891.58,24.91,5.28,30.19,11
HBC,1010.0,0.0,0.0,0.0,0.0,11
HBSch,1010.0,0.0,0.0,0.0,0.0,11
All,1011.0,1863.47,45.42,15.48,60.9,11
HBW,1011.0,4.56,0.06,2.52,2.58,11
HBO,1011.0,33.32,1.13,1.83,2.96,11
NHB,1011.0,1825.28,44.23,11.14,55.37,11
HBC,1011.0,0.0,0.0,0.0,0.0,11
HBSch,1011.0,0.31,0.0,0.0,0.0,11
All,1012.0,398.25,4.97,2.26,7.23,11
HBW,1012.0,0.0,0.0,0.0,0.0,11
HBO,1012.0,0.0,0.0,0.0,0.0,11
NHB,1012.0,398.25,4.97,2.26,7.23,11
HBC,1012.0,0.0,0.0,0.0,0.0,11
HBSch,1012.0,0.0,0.0,0.0,0.0,11
All,1013.0,0.0,0.0,0.0,0.0,11
HBW,1013.0,0.0,0.0,0.0,0.0,11
HBO,1013.0,0.0,0.0,0.0,0.0,11
NHB,1013.0,0.0,0.0,0.0,0.0,11
HBC,1013.0,0.0,0.0,0.0,0.0,11
HBSch,1013.0,0.0,0.0,0.0,0.0,11
All,1014.0,0.0,0.0,0.0,0.0,11
HBW,1014.0,0.0,0.0,0.0,0.0,11
HBO,1014.0,0.0,0.0,0.0,0.0,11
NHB,1014.0,0.0,0.0,0.0,0.0,11
HBC,1014.0,0.0,0.0,0.0,0.0,11
HBSch,1014.0,0.0,0.0,0.0,0.0,11
All,1015.0,6.68,0.14,0.06,0.2,11
HBW,1015.0,0.0,0.0,0.0,0.0,11
HBO,1015.0,0.0,0.0,0.0,0.0,11
NHB,1015.0,6.68,0.14,0.06,0.2,11
HBC,1015.0,0.0,0.0,0.0,0.0,11
HBSch,1015.0,0.0,0.0,0.0,0.0,11
All,1016.0,11530.68,905.75,710.21,1766.66,11
HBW,1016.0,2681.28,64.05,430.86,494.91,11
HBO,1016.0,6700.97,785.91,263.51,1049.42,11
NHB,1016.0,1627.33,54.21,13.56,67.77,11
HBC,1016.0,31.0,0.06,1.87,1.92,11
HBSch,1016.0,490.09,1.52,0.41,152.64,11
All,1017.0,2640.67,159.67,76.78,245.89,11
HBW,1017.0,345.05,17.52,26.18,43.7,11
HBO,1017.0,902.87,98.79,38.77,137.56,11
NHB,1017.0,1325.37,43.27,11.8,55.07,11
HBC,1017.0,0.0,0.0,0.0,0.0,11
HBSch,1017.0,67.39,0.1,0.03,9.57,11
All,1018.0,39.07,1.42,0.86,2.34,11
HBW,1018.0,2.01,0.05,0.18,0.24,11
HBO,1018.0,7.7,0.57,0.38,0.95,11
NHB,1018.0,28.79,0.79,0.29,1.09,11
HBC,1018.0,0.0,0.0,0.0,0.0,11
HBSch,1018.0,0.57,0.0,0.0,0.07,11
All,1019.0,2064.41,135.72,52.25,216.49,11
HBW,1019.0,216.37,11.15,16.8,27.95,11
HBO,1019.0,584.52,64.73,23.48,88.22,11
NHB,1019.0,1217.74,59.55,11.78,71.33,11
HBC,1019.0,1.0,0.0,0.1,0.1,11
HBSch,1019.0,44.78,0.29,0.08,28.88,11
All,1020.0,1640.16,124.51,62.77,219.24,11
HBW,1020.0,293.12,11.12,23.05,34.17,11
HBO,1020.0,759.9,88.4,34.27,122.67,11
NHB,1020.0,535.49,24.67,5.18,29.85,11
HBC,1020.0,2.0,0.0,0.18,0.18,11
HBSch,1020.0,49.65,0.32,0.1,32.38,11
All,1021.0,987.16,114.51,37.15,174.14,11
HBW,1021.0,172.73,12.72,13.9,26.62,11
HBO,1021.0,459.36,77.1,19.89,96.99,11
NHB,1021.0,318.02,24.47,3.08,27.55,11
HBC,1021.0,3.0,0.0,0.21,0.21,11
HBSch,1021.0,34.05,0.23,0.07,22.78,11
All,1022.0,2632.12,312.2,94.08,461.31,11
HBW,1022.0,423.9,30.29,33.33,63.61,11
HBO,1022.0,1152.25,201.56,50.49,252.05,11
NHB,1022.0,969.39,79.52,9.39,88.91,11
HBC,1022.0,10.0,0.28,0.71,0.99,11
HBSch,1022.0,76.58,0.56,0.17,55.75,11
All,1023.0,844.23,135.44,30.92,178.34,11
HBW,1023.0,124.0,16.58,10.67,27.25,11
HBO,1023.0,312.44,77.65,16.53,94.19,11
NHB,1023.0,385.08,41.08,3.58,44.67,11
HBC,1023.0,1.0,0.0,0.1,0.1,11
HBSch,1023.0,21.72,0.12,0.04,12.14,11
All,1024.0,820.47,139.83,23.76,175.67,11
HBW,1024.0,100.44,16.52,8.29,24.81,11
HBO,1024.0,251.51,67.76,11.15,78.9,11
NHB,1024.0,451.26,55.43,4.29,59.72,11
HBC,1024.0,0.0,0.0,0.0,0.0,11
HBSch,1024.0,17.26,0.12,0.04,12.24,11
All,1025.0,3300.4,697.4,165.85,935.11,11
HBW,1025.0,853.81,118.62,77.08,195.7,11
HBO,1025.0,1677.15,495.2,80.51,575.71,11
NHB,1025.0,611.55,77.22,5.89,83.11,11
HBC,1025.0,63.0,5.64,2.15,7.79,11
HBSch,1025.0,94.89,0.73,0.22,72.81,11
All,1026.0,7492.93,1693.36,302.96,2084.92,11
HBW,1026.0,1460.87,313.75,113.87,427.62,11
HBO,1026.0,3494.96,1054.56,162.02,1216.57,11
NHB,1026.0,2315.93,323.23,22.01,345.24,11
HBC,1026.0,59.0,0.93,4.79,5.72,11
HBSch,1026.0,162.16,0.9,0.27,89.77,11
All,1027.0,8187.3,1913.77,215.2,2179.38,11
HBW,1027.0,946.32,269.58,64.06,333.65,11
HBO,1027.0,2254.96,721.57,94.72,816.29,11
NHB,1027.0,4885.85,922.11,55.3,977.42,11
HBC,1027.0,10.01,0.0,0.96,0.96,11
HBSch,1027.0,90.17,0.51,0.16,51.07,11
All,1028.0,1422.23,301.17,15.62,316.79,11
HBW,1028.0,0.0,0.0,0.0,0.0,11
HBO,1028.0,0.0,0.0,0.0,0.0,11
NHB,1028.0,1422.23,301.17,15.62,316.79,11
HBC,1028.0,0.0,0.0,0.0,0.0,11
HBSch,1028.0,0.0,0.0,0.0,0.0,11
All,1029.0,1498.49,315.86,26.87,352.7,11
HBW,1029.0,77.97,21.16,4.83,25.99,11
HBO,1029.0,218.48,71.21,9.2,80.41,11
NHB,1029.0,1185.6,223.39,12.81,236.2,11
HBC,1029.0,0.0,0.0,0.0,0.0,11
HBSch,1029.0,16.44,0.1,0.03,10.1,11
All,1030.0,1926.39,495.19,34.55,536.46,11
HBW,1030.0,68.45,31.29,3.49,34.78,11
HBO,1030.0,282.68,80.61,13.23,93.84,11
NHB,1030.0,1560.07,383.2,17.71,400.91,11
HBC,1030.0,1.0,0.01,0.1,0.11,11
HBSch,1030.0,14.19,0.07,0.02,6.81,11
All,1031.0,2515.73,750.85,71.62,861.12,11
HBW,1031.0,361.65,131.03,20.01,151.04,11
HBO,1031.0,930.55,358.76,37.67,396.43,11
NHB,1031.0,1153.67,260.62,13.52,274.14,11
HBC,1031.0,3.0,0.04,0.3,0.35,11
HBSch,1031.0,66.87,0.39,0.12,39.15,11
All,1032.0,1428.91,345.93,14.26,360.19,11
HBW,1032.0,0.0,0.0,0.0,0.0,11
HBO,1032.0,0.0,0.0,0.0,0.0,11
NHB,1032.0,1428.91,345.93,14.26,360.19,11
HBC,1032.0,0.0,0.0,0.0,0.0,11
HBSch,1032.0,0.0,0.0,0.0,0.0,11
All,1033.0,859.53,209.45,16.16,229.99,11
HBW,1033.0,48.52,19.62,2.33,21.95,11
HBO,1033.0,156.89,49.76,6.05,55.81,11
NHB,1033.0,632.31,139.79,6.51,146.3,11
HBC,1033.0,13.0,0.24,1.26,1.49,11
HBSch,1033.0,8.8,0.04,0.01,4.44,11
All,1034.0,10539.35,3058.24,176.73,3252.88,11
HBW,1034.0,610.59,331.73,25.56,357.29,11
HBO,1034.0,1467.64,601.87,59.76,661.64,11
NHB,1034.0,8368.46,2121.33,89.07,2210.4,11
HBC,1034.0,31.0,3.13,2.28,5.4,11
HBSch,1034.0,61.66,0.18,0.06,18.15,11
All,1035.0,12012.13,2926.75,130.82,3057.58,11
HBW,1035.0,0.0,0.0,0.0,0.0,11
HBO,1035.0,0.0,0.0,0.0,0.0,11
NHB,1035.0,12012.13,2926.75,130.82,3057.58,11
HBC,1035.0,0.0,0.0,0.0,0.0,11
HBSch,1035.0,0.0,0.0,0.0,0.0,11
All,1036.0,6596.65,1820.68,98.64,1925.97,11
HBW,1036.0,267.42,152.85,11.35,164.2,11
HBO,1036.0,669.87,269.03,26.8,295.84,11
NHB,1036.0,5628.23,1398.31,59.99,1458.3,11
HBC,1036.0,5.0,0.42,0.46,0.89,11
HBSch,1036.0,26.13,0.07,0.02,6.74,11
All,1037.0,3213.14,1004.34,59.62,1072.75,11
HBW,1037.0,267.87,142.82,12.63,155.46,11
HBO,1037.0,584.22,285.79,22.35,308.15,11
NHB,1037.0,2330.63,575.18,24.12,599.3,11
HBC,1037.0,5.0,0.45,0.49,0.94,11
HBSch,1037.0,25.43,0.09,0.03,8.91,11
All,1038.0,8130.27,3313.1,309.54,3695.34,11
HBW,1038.0,1859.45,886.53,107.83,994.35,11
HBO,1038.0,4192.35,2048.34,179.15,2227.49,11
NHB,1038.0,1835.95,373.79,17.39,391.18,11
HBC,1038.0,48.0,3.71,4.93,8.64,11
HBSch,1038.0,194.52,0.73,0.23,73.66,11
All,1039.0,4420.07,1567.0,199.44,1832.2,11
HBW,1039.0,1098.68,437.37,79.01,516.37,11
HBO,1039.0,2228.89,967.52,102.12,1069.64,11
NHB,1039.0,918.59,154.16,9.14,163.3,11
HBC,1039.0,73.0,7.28,8.98,16.26,11
HBSch,1039.0,100.91,0.66,0.2,66.63,11
All,1040.0,1590.2,378.52,19.05,399.57,11
HBW,1040.0,24.28,14.41,1.33,15.74,11
HBO,1040.0,67.63,34.58,2.66,37.23,11
NHB,1040.0,1492.79,329.52,15.06,344.58,11
HBC,1040.0,0.0,0.0,0.0,0.0,11
HBSch,1040.0,5.51,0.02,0.01,2.02,11
All,1041.0,2892.05,1021.52,98.65,1150.07,11
HBW,1041.0,507.33,251.06,34.01,285.07,11
HBO,1041.0,1094.21,524.6,50.13,574.73,11
NHB,1041.0,1210.86,243.75,12.85,256.6,11
HBC,1041.0,14.01,1.8,1.58,3.38,11
HBSch,1041.0,65.63,0.3,0.09,30.29,11
All,1042.0,2555.99,809.28,100.02,932.34,11
HBW,1042.0,390.05,170.38,30.25,200.63,11
HBO,1042.0,1031.46,453.43,51.98,505.41,11
NHB,1042.0,1036.64,178.67,10.69,189.36,11
HBC,1042.0,54.0,6.57,7.02,13.6,11
HBSch,1042.0,43.84,0.23,0.07,23.35,11
All,1043.0,3758.79,990.64,186.85,1234.29,11
HBW,1043.0,844.45,228.48,83.07,311.55,11
HBO,1043.0,1603.26,592.11,84.65,676.76,11
NHB,1043.0,1159.26,161.45,12.03,173.48,11
HBC,1043.0,60.0,8.03,6.95,14.98,11
HBSch,1043.0,91.82,0.57,0.17,57.54,11
All,1044.0,3568.87,853.3,119.69,1000.59,11
HBW,1044.0,394.82,150.67,36.38,187.05,11
HBO,1044.0,1064.96,412.49,60.38,472.87,11
NHB,1044.0,2051.45,288.65,21.99,310.64,11
HBC,1044.0,7.0,1.21,0.86,2.07,11
HBSch,1044.0,50.64,0.28,0.08,27.96,11
All,1045.0,3995.34,832.7,257.97,1166.02,11
HBW,1045.0,1004.42,140.23,119.05,259.28,11
HBO,1045.0,2090.98,605.62,123.21,728.83,11
NHB,1045.0,732.02,70.29,8.11,78.4,11
HBC,1045.0,72.0,15.79,7.37,23.16,11
HBSch,1045.0,95.92,0.76,0.22,76.33,11
All,1046.0,3325.55,715.66,189.17,957.4,11
HBW,1046.0,774.55,119.16,82.85,202.01,11
HBO,1046.0,1618.37,496.03,88.49,584.52,11
NHB,1046.0,758.07,75.57,8.41,83.98,11
HBC,1046.0,105.0,24.36,9.27,33.63,11
HBSch,1046.0,69.56,0.53,0.16,53.26,11
All,1047.0,2880.31,436.61,181.2,675.98,11
HBW,1047.0,795.93,66.6,91.34,157.94,11
HBO,1047.0,1417.31,320.49,79.46,399.95,11
NHB,1047.0,535.76,37.1,6.23,43.33,11
HBC,1047.0,51.0,11.84,3.99,15.83,11
HBSch,1047.0,80.3,0.59,0.17,58.93,11
All,1048.0,3666.62,637.18,188.45,874.51,11
HBW,1048.0,663.47,93.29,78.92,172.21,11
HBO,1048.0,1417.04,411.31,88.19,499.5,11
NHB,1048.0,1461.18,112.69,16.84,129.53,11
HBC,1048.0,57.0,19.4,4.36,23.76,11
HBSch,1048.0,67.93,0.49,0.15,49.52,11
All,1049.0,2419.7,379.45,144.87,564.7,11
HBW,1049.0,712.2,62.84,73.56,136.4,11
HBO,1049.0,1256.25,255.51,59.18,314.69,11
NHB,1049.0,292.51,18.02,3.52,21.54,11
HBC,1049.0,103.0,42.66,8.49,51.15,11
HBSch,1049.0,55.74,0.41,0.12,40.91,11
All,1050.0,2773.41,734.79,199.33,987.37,11
HBW,1050.0,589.15,86.0,71.44,157.44,11
HBO,1050.0,1408.49,492.2,100.01,592.21,11
NHB,1050.0,388.45,29.12,4.59,33.71,11
HBC,1050.0,315.0,126.94,23.13,150.07,11
HBSch,1050.0,72.32,0.54,0.16,53.95,11
All,1051.0,30140.99,4545.76,670.38,5216.14,11
HBW,1051.0,0.0,0.0,0.0,0.0,11
HBO,1051.0,0.0,0.0,0.0,0.0,11
NHB,1051.0,29510.98,4165.88,620.34,4786.22,11
HBC,1051.0,630.01,379.88,50.04,429.92,11
HBSch,1051.0,0.0,0.0,0.0,0.0,11
All,1052.0,6852.97,1632.94,248.42,1881.36,11
HBW,1052.0,0.0,0.0,0.0,0.0,11
HBO,1052.0,0.0,0.0,0.0,0.0,11
NHB,1052.0,4578.97,614.19,84.3,698.49,11
HBC,1052.0,2274.0,1018.75,164.12,1182.87,11
HBSch,1052.0,0.0,0.0,0.0,0.0,11
All,1053.0,6079.0,445.5,33.92,479.42,11
HBW,1053.0,0.0,0.0,0.0,0.0,11
HBO,1053.0,0.0,0.0,0.0,0.0,11
NHB,1053.0,6079.0,445.5,33.92,479.42,11
HBC,1053.0,0.0,0.0,0.0,0.0,11
HBSch,1053.0,0.0,0.0,0.0,0.0,11
All,1054.0,1723.46,74.42,10.29,84.71,11
HBW,1054.0,0.0,0.0,0.0,0.0,11
HBO,1054.0,0.0,0.0,0.0,0.0,11
NHB,1054.0,1723.46,74.42,10.29,84.71,11
HBC,1054.0,0.0,0.0,0.0,0.0,11
HBSch,1054.0,0.0,0.0,0.0,0.0,11
All,1055.0,1203.28,32.24,6.79,39.03,11
HBW,1055.0,0.0,0.0,0.0,0.0,11
HBO,1055.0,0.0,0.0,0.0,0.0,11
NHB,1055.0,1203.28,32.24,6.79,39.03,11
HBC,1055.0,0.0,0.0,0.0,0.0,11
HBSch,1055.0,0.0,0.0,0.0,0.0,11
All,1056.0,728.19,8.37,4.4,12.77,11
HBW,1056.0,0.0,0.0,0.0,0.0,11
HBO,1056.0,0.0,0.0,0.0,0.0,11
NHB,1056.0,728.19,8.37,4.4,12.77,11
HBC,1056.0,0.0,0.0,0.0,0.0,11
HBSch,1056.0,0.0,0.0,0.0,0.0,11
All,1057.0,315.98,2.77,2.17,4.94,11
HBW,1057.0,0.0,0.0,0.0,0.0,11
HBO,1057.0,0.0,0.0,0.0,0.0,11
NHB,1057.0,315.98,2.77,2.17,4.94,11
HBC,1057.0,0.0,0.0,0.0,0.0,11
HBSch,1057.0,0.0,0.0,0.0,0.0,11
All,1058.0,375.36,5.69,2.84,8.53,11
HBW,1058.0,0.0,0.0,0.0,0.0,11
HBO,1058.0,0.0,0.0,0.0,0.0,11
NHB,1058.0,375.36,5.69,2.84,8.53,11
HBC,1058.0,0.0,0.0,0.0,0.0,11
HBSch,1058.0,0.0,0.0,0.0,0.0,11
All,1059.0,702.03,9.94,10.31,20.5,11
HBW,1059.0,1.86,0.04,0.19,0.23,11
HBO,1059.0,111.29,1.01,5.6,6.61,11
NHB,1059.0,588.56,8.89,4.52,13.41,11
HBC,1059.0,0.0,0.0,0.0,0.0,11
