Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBSch,1736.0,44.33,0.32,0.1,32.13,12
All,1737.0,1033.07,21.81,5.82,27.76,12
HBW,1737.0,0.0,0.0,0.0,0.0,12
HBO,1737.0,0.0,0.0,0.0,0.0,12
NHB,1737.0,1032.81,21.81,5.82,27.63,12
HBC,1737.0,0.0,0.0,0.0,0.0,12
HBSch,1737.0,0.26,0.0,0.0,0.13,12
All,1738.0,6121.42,327.33,82.61,525.69,12
HBW,1738.0,1486.15,24.32,19.13,43.46,12
HBO,1738.0,3420.9,272.13,57.11,329.24,12
NHB,1738.0,902.37,29.27,5.4,34.67,12
HBC,1738.0,10.0,0.43,0.63,1.07,12
HBSch,1738.0,301.99,1.17,0.34,117.26,12
All,1739.0,6323.28,392.06,88.44,670.63,12
HBW,1739.0,1453.12,31.67,20.84,52.51,12
HBO,1739.0,3387.16,314.64,59.73,374.37,12
NHB,1739.0,1219.64,43.83,7.3,51.13,12
HBC,1739.0,3.0,0.0,0.0,0.0,12
HBSch,1739.0,260.36,1.92,0.56,192.61,12
All,1740.0,6848.48,371.59,86.7,586.61,12
HBW,1740.0,1402.22,24.89,19.26,44.15,12
HBO,1740.0,3309.4,279.75,55.98,335.73,12
NHB,1740.0,1832.31,65.65,11.07,76.72,12
HBC,1740.0,6.0,0.0,0.0,0.0,12
HBSch,1740.0,298.55,1.3,0.39,130.0,12
All,1741.0,8977.03,455.06,112.97,782.87,12
HBW,1741.0,1709.83,32.31,25.12,57.42,12
HBO,1741.0,3950.38,318.64,66.95,385.59,12
NHB,1741.0,2922.12,98.01,17.85,115.86,12
HBC,1741.0,75.0,3.93,2.39,6.33,12
HBSch,1741.0,319.7,2.17,0.66,217.67,12
All,1742.0,5536.68,287.11,81.2,545.17,12
HBW,1742.0,1335.94,12.54,19.49,32.03,12
HBO,1742.0,3048.87,249.09,52.62,301.7,12
NHB,1742.0,822.71,22.26,4.96,27.22,12
HBC,1742.0,92.0,1.43,3.61,5.04,12
HBSch,1742.0,237.15,1.79,0.53,179.18,12
All,1743.0,2272.91,113.59,33.49,190.04,12
HBW,1743.0,491.98,8.75,8.76,17.52,12
HBO,1743.0,1087.47,88.32,20.7,109.02,12
NHB,1743.0,603.12,16.09,3.73,19.82,12
HBC,1743.0,4.0,0.0,0.16,0.16,12
HBSch,1743.0,86.35,0.43,0.13,43.52,12
All,1744.0,7083.71,500.01,120.24,698.01,12
HBW,1744.0,1547.99,47.18,32.78,79.96,12
HBO,1744.0,3563.47,389.99,76.78,466.77,12
NHB,1744.0,1680.14,62.05,10.45,72.5,12
HBC,1744.0,3.0,0.0,0.0,0.0,12
HBSch,1744.0,289.12,0.79,0.23,78.78,12
All,1745.0,6807.34,390.82,93.43,534.68,12
HBW,1745.0,1373.5,50.53,27.06,77.59,12
HBO,1745.0,3028.77,268.61,52.9,321.51,12
NHB,1745.0,2124.79,71.17,13.32,84.49,12
HBC,1745.0,16.0,0.0,0.0,0.0,12
HBSch,1745.0,264.29,0.51,0.15,51.09,12
All,1746.0,7307.04,446.25,86.82,807.14,12
HBW,1746.0,1914.28,31.55,18.43,49.99,12
HBO,1746.0,4003.64,376.31,61.1,437.42,12
NHB,1746.0,1066.48,35.61,5.93,41.54,12
HBC,1746.0,22.0,0.0,0.53,0.53,12
HBSch,1746.0,300.65,2.77,0.82,277.66,12
All,1747.0,6581.71,384.63,80.69,715.94,12
HBW,1747.0,1829.2,9.64,16.41,26.05,12
HBO,1747.0,3739.92,350.44,57.5,407.94,12
NHB,1747.0,661.91,22.01,3.74,25.75,12
HBC,1747.0,65.0,0.0,2.29,2.29,12
HBSch,1747.0,285.67,2.53,0.75,253.9,12
All,1748.0,2246.14,120.53,26.72,234.55,12
HBW,1748.0,631.94,3.15,5.27,8.42,12
HBO,1748.0,1281.03,108.84,19.19,128.03,12
NHB,1748.0,227.49,7.65,1.32,8.97,12
HBC,1748.0,11.0,0.0,0.68,0.68,12
HBSch,1748.0,94.68,0.88,0.26,88.44,12
All,1749.0,7874.11,363.5,91.59,825.58,12
HBW,1749.0,1886.18,10.91,16.41,27.32,12
HBO,1749.0,4675.55,332.15,68.99,401.14,12
NHB,1749.0,769.72,16.38,4.35,20.74,12
HBC,1749.0,113.01,0.31,0.72,1.04,12
HBSch,1749.0,429.65,3.74,1.11,375.34,12
All,1750.0,7464.84,310.99,89.66,638.5,12
HBW,1750.0,1898.35,5.43,17.62,23.05,12
HBO,1750.0,4406.28,289.88,66.75,356.63,12
NHB,1750.0,666.26,12.63,3.83,16.45,12
HBC,1750.0,62.0,0.65,0.76,1.41,12
HBSch,1750.0,431.96,2.4,0.7,240.95,12
All,1751.0,7209.72,433.43,114.68,724.91,12
HBW,1751.0,1803.04,17.25,26.98,44.23,12
HBO,1751.0,4382.25,389.99,81.62,471.62,12
NHB,1751.0,607.45,19.22,3.77,22.99,12
HBC,1751.0,31.0,5.17,1.77,6.95,12
HBSch,1751.0,385.98,1.79,0.54,179.12,12
All,1752.0,1909.42,97.53,28.03,165.74,12
HBW,1752.0,500.93,5.08,7.85,12.93,12
HBO,1752.0,980.28,82.59,17.85,100.45,12
NHB,1752.0,344.99,9.15,2.06,11.22,12
HBC,1752.0,25.0,0.3,0.14,0.44,12
HBSch,1752.0,58.21,0.41,0.12,40.7,12
All,1753.0,5789.77,313.8,88.67,545.22,12
HBW,1753.0,1519.55,25.31,26.27,51.58,12
HBO,1753.0,3182.67,263.16,55.93,319.09,12
NHB,1753.0,841.9,23.89,5.18,29.07,12
HBC,1753.0,27.0,0.0,0.86,0.86,12
HBSch,1753.0,218.65,1.44,0.43,144.62,12
All,1754.0,10817.13,703.28,182.37,1050.17,12
HBW,1754.0,2514.68,73.47,52.79,126.26,12
HBO,1754.0,5978.79,570.06,117.36,687.41,12
NHB,1754.0,1811.19,58.09,11.13,69.22,12
HBC,1754.0,22.0,0.0,0.63,0.63,12
HBSch,1754.0,490.47,1.66,0.47,166.65,12
All,1755.0,5929.09,357.14,75.96,577.41,12
HBW,1755.0,1636.61,11.94,17.39,29.33,12
HBO,1755.0,3391.55,324.9,54.39,379.29,12
NHB,1755.0,623.32,18.85,3.75,22.6,12
HBC,1755.0,0.0,0.0,0.0,0.0,12
HBSch,1755.0,277.61,1.46,0.43,146.19,12
All,1756.0,4396.61,231.51,53.71,376.43,12
HBW,1756.0,1177.13,13.57,12.35,25.92,12
HBO,1756.0,2417.62,202.15,37.48,239.63,12
NHB,1756.0,582.4,14.85,3.43,18.29,12
HBC,1756.0,9.0,0.0,0.17,0.17,12
HBSch,1756.0,210.46,0.92,0.28,92.41,12
All,1757.0,4995.71,267.89,67.1,521.11,12
HBW,1757.0,1221.19,8.93,13.73,22.65,12
HBO,1757.0,2902.23,240.89,49.09,289.98,12
NHB,1757.0,660.34,16.2,3.73,19.92,12
HBC,1757.0,1.0,0.0,0.0,0.0,12
HBSch,1757.0,210.95,1.88,0.56,188.56,12
All,1758.0,4357.81,215.23,53.99,460.04,12
HBW,1758.0,919.83,8.65,8.75,17.41,12
HBO,1758.0,2319.84,185.42,35.36,220.78,12
NHB,1758.0,735.03,17.85,4.14,21.99,12
HBC,1758.0,171.0,1.38,5.15,6.53,12
HBSch,1758.0,212.11,1.93,0.58,193.33,12
All,1759.0,678.34,14.52,4.0,18.55,12
HBW,1759.0,7.2,0.14,0.08,0.22,12
HBO,1759.0,20.74,1.12,0.26,1.38,12
NHB,1759.0,649.17,13.25,3.66,16.91,12
HBC,1759.0,0.0,0.0,0.0,0.0,12
HBSch,1759.0,1.23,0.0,0.0,0.04,12
All,1760.0,11163.37,816.88,145.36,1190.78,12
HBW,1760.0,2195.58,82.26,32.71,114.97,12
HBO,1760.0,5099.91,577.73,89.07,666.8,12
NHB,1760.0,3375.89,149.24,20.55,169.78,12
HBC,1760.0,58.01,5.34,2.33,7.67,12
HBSch,1760.0,433.98,2.31,0.71,231.56,12
All,1761.0,5868.04,346.98,79.12,586.01,12
HBW,1761.0,1399.93,18.73,19.02,37.75,12
HBO,1761.0,3175.43,294.93,53.48,348.41,12
NHB,1761.0,1001.5,31.39,5.91,37.3,12
HBC,1761.0,28.0,0.32,0.23,0.55,12
HBSch,1761.0,263.17,1.62,0.48,162.0,12
All,1762.0,1272.89,53.54,12.55,79.01,12
HBW,1762.0,164.26,1.76,2.26,4.02,12
HBO,1762.0,376.38,30.51,6.0,36.52,12
NHB,1762.0,700.67,20.91,4.18,25.09,12
HBC,1762.0,1.0,0.22,0.07,0.29,12
HBSch,1762.0,30.58,0.13,0.04,13.1,12
All,1763.0,3704.46,184.28,41.59,253.45,12
HBW,1763.0,507.93,14.27,9.76,24.03,12
HBO,1763.0,989.48,90.8,17.91,108.71,12
NHB,1763.0,2108.78,78.67,13.05,91.72,12
HBC,1763.0,36.0,0.26,0.79,1.05,12
HBSch,1763.0,62.28,0.28,0.08,27.94,12
All,1764.0,6474.4,377.69,82.34,518.72,12
HBW,1764.0,955.38,35.92,20.44,56.36,12
HBO,1764.0,2175.29,212.28,41.53,253.81,12
NHB,1764.0,3132.37,128.55,19.44,147.99,12
HBC,1764.0,30.0,0.35,0.76,1.12,12
HBSch,1764.0,181.37,0.59,0.16,59.44,12
All,1765.0,4940.59,234.42,80.23,413.23,12
HBW,1765.0,1254.63,24.78,25.78,50.56,12
HBO,1765.0,2742.5,191.94,49.48,241.42,12
NHB,1765.0,683.24,16.54,4.28,20.82,12
HBC,1765.0,43.01,0.16,0.42,0.58,12
HBSch,1765.0,217.21,1.0,0.27,99.85,12
All,1766.0,9564.43,528.28,89.3,617.58,12
HBW,1766.0,1118.35,41.22,16.34,57.56,12
HBO,1766.0,2439.96,264.78,38.16,302.94,12
NHB,1766.0,5771.39,222.27,34.81,257.08,12
HBC,1766.0,0.0,0.0,0.0,0.0,12
HBSch,1766.0,234.73,0.0,0.0,0.0,12
All,1767.0,7584.55,474.39,78.06,552.45,12
HBW,1767.0,895.75,58.28,16.5,74.77,12
HBO,1767.0,2174.71,268.51,35.28,303.79,12
NHB,1767.0,4269.09,147.6,26.06,173.66,12
HBC,1767.0,5.0,0.0,0.23,0.23,12
HBSch,1767.0,240.0,0.0,0.0,0.0,12
All,1768.0,4479.55,272.1,53.56,358.58,12
HBW,1768.0,1056.31,21.2,12.48,33.68,12
HBO,1768.0,2219.44,219.08,34.77,253.85,12
NHB,1768.0,999.38,31.49,6.2,37.69,12
HBC,1768.0,0.0,0.0,0.0,0.0,12
HBSch,1768.0,204.42,0.33,0.11,33.36,12
All,1769.0,4811.1,356.76,58.62,415.38,12
HBW,1769.0,905.12,49.39,14.26,63.65,12
HBO,1769.0,2076.05,259.4,34.68,294.09,12
NHB,1769.0,1628.43,47.97,9.68,57.65,12
HBC,1769.0,1.0,0.0,0.0,0.0,12
HBSch,1769.0,200.49,0.0,0.0,0.0,12
All,1770.0,2436.14,89.03,22.92,148.46,12
HBW,1770.0,286.66,8.77,3.71,12.48,12
HBO,1770.0,683.56,47.48,11.15,58.62,12
NHB,1770.0,1413.36,32.42,7.95,40.37,12
HBC,1770.0,0.0,0.0,0.0,0.0,12
HBSch,1770.0,52.56,0.37,0.11,36.99,12
All,1771.0,7104.23,339.01,98.65,732.41,12
HBW,1771.0,1739.89,7.39,19.07,26.46,12
HBO,1771.0,4255.11,314.49,74.34,388.83,12
NHB,1771.0,669.8,13.88,3.86,17.75,12
HBC,1771.0,70.0,0.27,0.49,0.75,12
HBSch,1771.0,369.43,2.98,0.89,298.62,12
All,1772.0,3026.4,114.87,35.81,250.58,12
HBW,1772.0,730.82,1.58,6.94,8.53,12
HBO,1772.0,1749.14,107.48,27.08,134.57,12
NHB,1772.0,252.99,4.8,1.48,6.28,12
HBC,1772.0,123.0,0.0,0.0,0.0,12
HBSch,1772.0,170.46,1.01,0.3,101.21,12
All,1773.0,5140.21,220.52,59.56,385.52,12
HBW,1773.0,1238.84,4.51,11.94,16.45,12
HBO,1773.0,2920.29,200.54,43.56,244.1,12
NHB,1773.0,614.43,13.9,3.54,17.44,12
HBC,1773.0,74.0,0.5,0.22,0.72,12
HBSch,1773.0,292.64,1.07,0.31,106.82,12
All,1774.0,2682.33,134.58,25.85,171.39,12
HBW,1774.0,359.13,5.39,3.94,9.33,12
HBO,1774.0,895.2,78.52,13.77,92.29,12
NHB,1774.0,1330.79,48.82,7.67,56.49,12
HBC,1774.0,7.0,1.73,0.44,2.17,12
HBSch,1774.0,90.21,0.11,0.04,11.11,12
All,1775.0,4899.62,247.64,52.47,399.42,12
HBW,1775.0,842.12,8.84,9.45,18.29,12
HBO,1775.0,2118.07,176.69,32.25,208.93,12
NHB,1775.0,1714.57,58.84,9.89,68.73,12
HBC,1775.0,20.0,2.27,0.59,2.86,12
HBSch,1775.0,204.86,1.0,0.29,100.6,12
All,1776.0,1853.07,77.33,16.29,94.97,12
HBW,1776.0,21.47,0.26,0.28,0.54,12
HBO,1776.0,48.81,4.49,0.73,5.23,12
NHB,1776.0,1779.41,72.56,15.28,87.84,12
HBC,1776.0,0.0,0.0,0.0,0.0,12
HBSch,1776.0,3.39,0.01,0.0,1.36,12
All,1777.0,4410.7,243.83,58.94,441.04,12
HBW,1777.0,995.93,8.97,13.27,22.25,12
HBO,1777.0,2460.93,209.92,40.43,250.35,12
NHB,1777.0,725.69,19.91,4.28,24.19,12
HBC,1777.0,35.01,3.63,0.55,4.18,12
HBSch,1777.0,193.14,1.4,0.41,140.08,12
All,1778.0,2708.01,138.48,37.35,248.2,12
HBW,1778.0,631.78,6.34,9.56,15.89,12
HBO,1778.0,1513.49,120.23,25.02,145.25,12
NHB,1778.0,431.48,11.18,2.57,13.75,12
HBC,1778.0,5.0,0.0,0.0,0.0,12
HBSch,1778.0,126.26,0.73,0.21,73.31,12
All,1779.0,7789.5,483.63,137.51,776.68,12
HBW,1779.0,1808.77,36.92,40.33,77.25,12
HBO,1779.0,4224.21,398.17,87.44,485.62,12
NHB,1779.0,1441.68,46.4,8.85,55.25,12
HBC,1779.0,55.0,0.56,0.43,0.98,12
HBSch,1779.0,259.84,1.57,0.46,157.58,12
All,1780.0,6223.33,356.37,89.75,544.59,12
HBW,1780.0,1200.58,37.92,25.17,63.08,12
HBO,1780.0,2772.71,249.8,51.72,301.52,12
NHB,1780.0,1968.76,67.28,12.12,79.4,12
HBC,1780.0,35.0,0.38,0.46,0.83,12
HBSch,1780.0,246.28,0.99,0.29,99.75,12
All,1781.0,4133.83,189.06,57.98,282.27,12
HBW,1781.0,829.38,18.25,16.89,35.14,12
HBO,1781.0,1827.97,134.07,32.64,166.72,12
NHB,1781.0,1314.2,36.16,8.26,44.42,12
HBC,1781.0,7.0,0.22,0.09,0.31,12
HBSch,1781.0,155.28,0.36,0.1,35.68,12
All,1782.0,509.99,11.56,3.37,17.82,12
HBW,1782.0,19.23,0.44,0.22,0.66,12
HBO,1782.0,47.97,2.96,0.71,3.68,12
NHB,1782.0,438.46,8.14,2.43,10.57,12
HBC,1782.0,0.0,0.0,0.0,0.0,12
HBSch,1782.0,4.34,0.03,0.01,2.92,12
All,1783.0,2882.78,135.01,17.6,152.6,12
HBW,1783.0,0.0,0.0,0.0,0.0,12
HBO,1783.0,0.0,0.0,0.0,0.0,12
NHB,1783.0,2882.78,135.01,17.6,152.6,12
HBC,1783.0,0.0,0.0,0.0,0.0,12
HBSch,1783.0,0.0,0.0,0.0,0.0,12
All,1784.0,2.82,0.08,0.03,0.11,12
HBW,1784.0,0.0,0.0,0.0,0.0,12
HBO,1784.0,0.0,0.0,0.0,0.0,12
NHB,1784.0,2.82,0.08,0.03,0.11,12
HBC,1784.0,0.0,0.0,0.0,0.0,12
HBSch,1784.0,0.0,0.0,0.0,0.0,12
All,1785.0,43.74,1.01,0.27,1.28,12
HBW,1785.0,0.0,0.0,0.0,0.0,12
HBO,1785.0,0.0,0.0,0.0,0.0,12
NHB,1785.0,43.74,1.01,0.27,1.28,12
HBC,1785.0,0.0,0.0,0.0,0.0,12
HBSch,1785.0,0.0,0.0,0.0,0.0,12
All,1786.0,3553.61,223.2,46.6,279.24,12
HBW,1786.0,577.44,23.24,12.13,35.37,12
HBO,1786.0,1325.42,134.48,24.46,158.95,12
NHB,1786.0,1534.73,65.38,9.98,75.36,12
HBC,1786.0,1.0,0.0,0.0,0.0,12
HBSch,1786.0,115.01,0.1,0.03,9.57,12
All,1787.0,7323.99,474.75,108.96,718.5,12
HBW,1787.0,1283.27,51.15,29.39,80.54,12
HBO,1787.0,2886.13,295.69,58.48,354.16,12
NHB,1787.0,2926.55,126.55,19.64,146.18,12
HBC,1787.0,30.0,0.0,1.06,1.06,12
HBSch,1787.0,198.03,1.36,0.4,136.56,12
All,1788.0,4637.41,296.83,92.79,475.88,12
HBW,1788.0,1211.17,24.75,29.59,54.34,12
HBO,1788.0,2713.16,255.02,52.24,307.26,12
NHB,1788.0,436.97,16.19,2.97,19.16,12
HBC,1788.0,94.0,0.0,7.74,7.74,12
HBSch,1788.0,182.1,0.87,0.26,87.39,12
All,1789.0,7122.63,490.57,111.06,609.53,12
HBW,1789.0,1570.34,56.62,34.1,90.71,12
HBO,1789.0,3252.48,350.39,62.92,413.32,12
NHB,1789.0,1998.22,83.48,12.9,96.38,12
HBC,1789.0,40.0,0.0,1.12,1.12,12
HBSch,1789.0,261.57,0.08,0.02,7.99,12
All,1790.0,2747.36,139.15,17.14,156.28,12
HBW,1790.0,0.0,0.0,0.0,0.0,12
HBO,1790.0,0.0,0.0,0.0,0.0,12
NHB,1790.0,2747.36,139.15,17.14,156.28,12
HBC,1790.0,0.0,0.0,0.0,0.0,12
HBSch,1790.0,0.0,0.0,0.0,0.0,12
All,1791.0,818.58,30.42,5.32,35.74,12
HBW,1791.0,0.0,0.0,0.0,0.0,12
HBO,1791.0,0.0,0.0,0.0,0.0,12
NHB,1791.0,818.58,30.42,5.32,35.74,12
HBC,1791.0,0.0,0.0,0.0,0.0,12
HBSch,1791.0,0.0,0.0,0.0,0.0,12
All,1792.0,6956.28,522.26,123.93,728.97,12
HBW,1792.0,1319.82,64.76,35.78,100.54,12
HBO,1792.0,2828.97,344.2,70.03,414.24,12
NHB,1792.0,2607.14,112.45,17.32,129.78,12
HBC,1792.0,26.0,0.0,0.55,0.55,12
HBSch,1792.0,174.35,0.84,0.24,83.86,12
All,1793.0,3417.73,242.93,66.65,364.85,12
HBW,1793.0,710.16,24.13,20.07,44.2,12
HBO,1793.0,1785.42,183.57,40.64,224.21,12
NHB,1793.0,826.24,34.67,5.55,40.21,12
HBC,1793.0,4.0,0.0,0.23,0.23,12
HBSch,1793.0,91.92,0.56,0.17,55.99,12
All,1794.0,6722.85,472.69,100.54,652.58,12
HBW,1794.0,1427.25,56.73,31.28,88.01,12
HBO,1794.0,2939.06,307.39,54.42,361.81,12
NHB,1794.0,2130.47,107.76,14.17,121.93,12
HBC,1794.0,54.0,0.0,0.43,0.43,12
HBSch,1794.0,172.06,0.8,0.25,80.41,12
All,1795.0,10791.81,867.39,96.24,998.09,12
HBW,1795.0,629.32,57.98,13.45,71.43,12
HBO,1795.0,1482.95,181.74,27.04,208.78,12
NHB,1795.0,8569.85,627.33,55.57,682.9,12
HBC,1795.0,4.0,0.0,0.06,0.06,12
HBSch,1795.0,105.68,0.35,0.11,34.92,12
All,1796.0,6282.31,521.11,103.07,693.93,12
HBW,1796.0,1135.04,67.08,30.48,97.57,12
HBO,1796.0,2438.11,308.85,55.81,364.66,12
NHB,1796.0,2493.47,144.47,16.35,160.83,12
HBC,1796.0,59.0,0.0,0.2,0.2,12
HBSch,1796.0,156.69,0.7,0.22,70.68,12
All,1797.0,7166.88,618.28,135.2,796.56,12
HBW,1797.0,1994.41,48.17,45.34,93.5,12
HBO,1797.0,4096.14,534.43,84.09,618.52,12
NHB,1797.0,771.72,35.24,5.0,40.24,12
HBC,1797.0,14.0,0.0,0.65,0.65,12
HBSch,1797.0,290.62,0.44,0.13,43.64,12
All,1798.0,4208.81,263.23,27.0,290.23,12
HBW,1798.0,0.0,0.0,0.0,0.0,12
HBO,1798.0,0.0,0.0,0.0,0.0,12
NHB,1798.0,4208.81,263.23,27.0,290.23,12
HBC,1798.0,0.0,0.0,0.0,0.0,12
HBSch,1798.0,0.0,0.0,0.0,0.0,12
All,1799.0,5196.08,469.76,96.26,623.7,12
HBW,1799.0,1398.71,39.56,30.78,70.34,12
HBO,1799.0,2883.37,394.05,60.18,454.23,12
NHB,1799.0,686.0,35.56,4.45,40.01,12
HBC,1799.0,22.0,0.0,0.68,0.68,12
HBSch,1799.0,206.0,0.58,0.17,58.44,12
All,1800.0,7506.01,610.72,115.55,831.98,12
HBW,1800.0,1439.89,65.44,31.69,97.13,12
HBO,1800.0,3375.75,421.27,67.71,488.98,12
NHB,1800.0,2435.92,122.93,15.66,138.59,12
HBC,1800.0,6.0,0.01,0.17,0.18,12
HBSch,1800.0,248.45,1.07,0.31,107.09,12
All,1801.0,6759.87,428.06,121.73,640.15,12
HBW,1801.0,1561.31,47.73,37.5,85.23,12
HBO,1801.0,3264.17,323.64,73.47,397.11,12
NHB,1801.0,1625.85,55.77,10.4,66.17,12
HBC,1801.0,86.0,0.02,0.09,0.1,12
HBSch,1801.0,222.53,0.91,0.27,91.54,12
All,1802.0,6619.25,413.4,107.57,620.69,12
HBW,1802.0,1236.63,47.42,29.5,76.92,12
HBO,1802.0,2664.95,275.65,60.78,336.44,12
NHB,1802.0,2546.85,89.31,16.63,105.94,12
HBC,1802.0,16.0,0.01,0.35,0.36,12
HBSch,1802.0,154.82,1.01,0.3,101.03,12
All,1803.0,5139.97,295.11,86.87,473.83,12
HBW,1803.0,1236.27,26.54,26.64,53.18,12
HBO,1803.0,2715.47,236.74,53.48,290.22,12
NHB,1803.0,967.38,30.91,6.47,37.38,12
HBC,1803.0,37.0,0.0,0.0,0.0,12
HBSch,1803.0,183.84,0.93,0.28,93.05,12
All,1804.0,2925.93,179.09,58.48,304.95,12
HBW,1804.0,711.43,14.95,18.56,33.51,12
HBO,1804.0,1594.69,145.25,33.88,179.14,12
NHB,1804.0,479.17,18.21,3.26,21.47,12
HBC,1804.0,43.0,0.0,2.57,2.57,12
HBSch,1804.0,97.65,0.68,0.2,68.26,12
All,1805.0,3823.61,254.82,51.15,350.58,12
HBW,1805.0,459.2,20.35,12.26,32.61,12
HBO,1805.0,1036.81,114.63,22.91,137.54,12
NHB,1805.0,2227.08,119.4,14.83,134.23,12
HBC,1805.0,27.0,0.0,1.0,1.0,12
HBSch,1805.0,73.52,0.45,0.14,45.19,12
All,1806.0,9037.68,616.85,136.16,863.57,12
HBW,1806.0,1841.34,63.36,42.38,105.74,12
HBO,1806.0,3598.66,384.93,70.85,455.78,12
NHB,1806.0,3348.77,167.44,22.06,189.5,12
HBC,1806.0,32.0,0.0,0.53,0.53,12
HBSch,1806.0,216.9,1.12,0.34,112.01,12
All,1807.0,3668.8,263.88,58.85,376.35,12
HBW,1807.0,913.22,32.23,18.75,50.98,12
HBO,1807.0,1901.52,196.85,35.15,232.0,12
NHB,1807.0,728.39,34.25,4.66,38.91,12
HBC,1807.0,6.0,0.0,0.12,0.12,12
HBSch,1807.0,119.67,0.54,0.17,54.33,12
All,1808.0,19167.15,1826.63,337.86,2222.84,12
HBW,1808.0,3986.34,223.74,101.34,325.08,12
HBO,1808.0,9855.83,1383.05,207.6,1590.66,12
NHB,1808.0,4487.59,219.24,28.72,247.97,12
HBC,1808.0,10.0,0.0,0.0,0.0,12
HBSch,1808.0,827.4,0.59,0.2,59.14,12
All,1809.0,11150.62,1032.1,225.32,1434.92,12
HBW,1809.0,2683.77,89.42,72.14,161.56,12
HBO,1809.0,6255.92,859.6,141.48,1001.08,12
NHB,1809.0,1725.91,81.29,11.17,92.46,12
HBC,1809.0,23.0,0.0,0.0,0.0,12
HBSch,1809.0,462.02,1.79,0.52,179.82,12
All,1810.0,2251.97,165.24,46.2,262.66,12
HBW,1810.0,552.41,14.46,15.09,29.55,12
HBO,1810.0,1197.98,134.95,27.94,162.89,12
NHB,1810.0,416.89,15.31,2.71,18.02,12
HBC,1810.0,5.0,0.0,0.3,0.3,12
HBSch,1810.0,79.69,0.52,0.15,51.89,12
All,1811.0,2774.34,158.06,44.1,292.87,12
HBW,1811.0,710.12,12.4,13.65,26.05,12
HBO,1811.0,1535.69,131.89,27.54,159.43,12
NHB,1811.0,403.14,12.85,2.63,15.48,12
HBC,1811.0,18.0,0.0,0.0,0.0,12
HBSch,1811.0,107.4,0.92,0.27,91.9,12
All,1812.0,2646.63,135.52,41.04,239.56,12
HBW,1812.0,552.59,8.66,10.78,19.44,12
HBO,1812.0,1211.56,102.48,24.91,127.4,12
NHB,1812.0,775.55,23.71,5.07,28.78,12
HBC,1812.0,16.0,0.04,0.09,0.12,12
HBSch,1812.0,90.93,0.64,0.19,63.83,12
All,1813.0,5827.88,339.0,123.57,590.89,12
HBW,1813.0,1437.56,20.81,36.46,57.27,12
HBO,1813.0,3300.56,294.75,78.38,373.13,12
NHB,1813.0,788.49,22.12,5.21,27.33,12
HBC,1813.0,82.0,0.03,3.13,3.16,12
HBSch,1813.0,219.27,1.3,0.39,130.01,12
All,1814.0,4266.76,228.72,73.11,402.39,12
HBW,1814.0,985.35,18.16,21.98,40.14,12
HBO,1814.0,2185.25,182.49,44.73,227.22,12
NHB,1814.0,923.91,27.06,6.11,33.16,12
HBC,1814.0,35.0,0.0,0.0,0.0,12
HBSch,1814.0,137.24,1.02,0.3,101.87,12
All,1815.0,3978.97,297.54,84.61,467.33,12
HBW,1815.0,1033.7,24.36,29.09,53.45,12
HBO,1815.0,2243.66,251.85,51.52,303.37,12
NHB,1815.0,557.2,20.39,3.65,24.04,12
HBC,1815.0,3.0,0.08,0.09,0.17,12
HBSch,1815.0,141.41,0.86,0.25,86.29,12
All,1816.0,3856.03,222.85,73.61,390.03,12
HBW,1816.0,984.73,14.86,23.52,38.38,12
HBO,1816.0,2317.42,195.89,47.39,243.28,12
NHB,1816.0,367.85,11.15,2.43,13.58,12
HBC,1816.0,13.0,0.0,0.0,0.0,12
HBSch,1816.0,173.03,0.95,0.27,94.79,12
All,1817.0,2696.63,142.49,44.39,243.36,12
HBW,1817.0,555.94,10.33,12.49,22.83,12
HBO,1817.0,1275.26,108.16,26.8,134.96,12
NHB,1817.0,756.84,23.42,4.94,28.36,12
HBC,1817.0,11.01,0.0,0.0,0.0,12
HBSch,1817.0,97.59,0.57,0.17,57.22,12
All,1818.0,1911.73,95.2,31.01,164.2,12
HBW,1818.0,478.55,7.51,9.97,17.48,12
HBO,1818.0,945.29,74.98,18.15,93.14,12
NHB,1818.0,425.1,12.32,2.78,15.09,12
HBC,1818.0,1.0,0.0,0.0,0.0,12
HBSch,1818.0,61.8,0.38,0.11,38.49,12
All,1819.0,1978.42,91.51,33.1,167.8,12
HBW,1819.0,529.76,6.0,10.91,16.91,12
HBO,1819.0,1074.49,77.34,19.9,97.24,12
NHB,1819.0,287.76,7.68,1.92,9.61,12
HBC,1819.0,9.0,0.05,0.23,0.28,12
HBSch,1819.0,77.4,0.44,0.13,43.76,12
All,1820.0,2729.53,179.44,50.6,268.35,12
HBW,1820.0,658.37,15.14,16.26,31.4,12
HBO,1820.0,1574.5,150.75,31.84,182.59,12
NHB,1820.0,363.64,13.16,2.38,15.54,12
HBC,1820.0,8.0,0.0,0.0,0.0,12
HBSch,1820.0,125.02,0.39,0.12,38.82,12
All,1821.0,1916.94,123.92,32.67,201.43,12
HBW,1821.0,386.33,10.58,9.49,20.07,12
HBO,1821.0,895.89,91.51,19.43,110.94,12
NHB,1821.0,557.65,21.37,3.62,25.0,12
HBC,1821.0,11.0,0.0,0.0,0.0,12
HBSch,1821.0,66.07,0.45,0.13,45.42,12
