description,region_HH,region_EMP,local_HH,local_EMP,pct_region_HH,pct_region_EMP,pct_local_HH,pct_local_EMP
Base 2019,785307.2,1522490.6,57027.0,170438.90000000002,0.0,0.0,0.0,0.0
Future Today,1384008.3,2217578.1,118579.66666666666,274288.8333333333,76.23782132648218,45.65463326998538,107.93600692069836,60.930886865224586
Future Today - Centerized,1384008.2993,2217578.108,124584.0113,274366.5847,76.2378212373451,45.65463379544017,118.46495747628313,60.97650518748945
