Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBW,10.0,25.2,0.53,0.33,0.85,0
HBO,10.0,106.22,3.58,1.05,4.64,0
NHB,10.0,36.76,0.33,0.13,0.46,0
HBC,10.0,0.0,0.0,0.0,0.0,0
HBSch,10.0,17.57,0.0,0.0,0.0,0
All,11.0,22.07,0.12,0.15,0.27,0
HBW,11.0,4.22,0.0,0.03,0.03,0
HBO,11.0,14.22,0.12,0.11,0.23,0
NHB,11.0,1.27,0.0,0.0,0.01,0
HBC,11.0,0.0,0.0,0.0,0.0,0
HBSch,11.0,2.36,0.0,0.0,0.0,0
All,12.0,125.61,2.72,1.15,3.87,0
HBW,12.0,20.75,0.02,0.24,0.25,0
HBO,12.0,82.63,2.67,0.88,3.55,0
NHB,12.0,7.77,0.04,0.03,0.07,0
HBC,12.0,0.0,0.0,0.0,0.0,0
HBSch,12.0,14.46,0.0,0.0,0.0,0
All,13.0,0.0,0.0,0.0,0.0,0
HBW,13.0,0.0,0.0,0.0,0.0,0
HBO,13.0,0.0,0.0,0.0,0.0,0
NHB,13.0,0.0,0.0,0.0,0.0,0
HBC,13.0,0.0,0.0,0.0,0.0,0
HBSch,13.0,0.0,0.0,0.0,0.0,0
All,14.0,0.0,0.0,0.0,0.0,0
HBW,14.0,0.0,0.0,0.0,0.0,0
HBO,14.0,0.0,0.0,0.0,0.0,0
NHB,14.0,0.0,0.0,0.0,0.0,0
HBC,14.0,0.0,0.0,0.0,0.0,0
HBSch,14.0,0.0,0.0,0.0,0.0,0
All,15.0,79.25,0.36,0.26,0.62,0
HBW,15.0,1.61,0.03,0.02,0.05,0
HBO,15.0,4.11,0.04,0.03,0.07,0
NHB,15.0,72.79,0.3,0.21,0.5,0
HBC,15.0,0.0,0.0,0.0,0.0,0
HBSch,15.0,0.74,0.0,0.0,0.0,0
All,16.0,38.45,0.61,0.27,0.88,0
HBW,16.0,1.67,0.05,0.03,0.08,0
HBO,16.0,4.85,0.13,0.07,0.2,0
NHB,16.0,31.15,0.43,0.17,0.6,0
HBC,16.0,0.0,0.0,0.0,0.0,0
HBSch,16.0,0.78,0.0,0.0,0.0,0
All,17.0,54.0,0.74,0.5,1.24,0
HBW,17.0,6.95,0.06,0.08,0.15,0
HBO,17.0,37.06,0.66,0.41,1.07,0
NHB,17.0,2.2,0.02,0.01,0.03,0
HBC,17.0,0.0,0.0,0.0,0.0,0
HBSch,17.0,7.79,0.0,0.0,0.0,0
All,18.0,159.78,3.82,0.79,4.61,0
HBW,18.0,0.0,0.0,0.0,0.0,0
HBO,18.0,0.0,0.0,0.0,0.0,0
NHB,18.0,159.78,3.82,0.79,4.61,0
HBC,18.0,0.0,0.0,0.0,0.0,0
HBSch,18.0,0.0,0.0,0.0,0.0,0
All,19.0,1698.43,96.38,23.47,195.72,0
HBW,19.0,273.7,5.12,5.33,10.46,0
HBO,19.0,1085.84,84.6,16.91,101.51,0
NHB,19.0,173.76,5.89,1.02,6.91,0
HBC,19.0,0.0,0.0,0.0,0.0,0
HBSch,19.0,165.12,0.77,0.21,76.85,0
All,20.0,1105.27,76.81,16.27,125.03,0
HBW,20.0,206.49,5.41,4.36,9.78,0
HBO,20.0,674.18,64.19,10.89,75.08,0
NHB,20.0,154.99,6.89,0.92,7.81,0
HBC,20.0,0.0,0.0,0.0,0.0,0
HBSch,20.0,69.6,0.32,0.09,32.37,0
All,21.0,90.45,2.38,0.51,2.89,0
HBW,21.0,0.0,0.0,0.0,0.0,0
HBO,21.0,0.0,0.0,0.0,0.0,0
NHB,21.0,90.45,2.38,0.51,2.89,0
HBC,21.0,0.0,0.0,0.0,0.0,0
HBSch,21.0,0.0,0.0,0.0,0.0,0
All,22.0,17.54,0.64,0.23,0.87,0
HBW,22.0,2.56,0.1,0.05,0.15,0
HBO,22.0,10.55,0.46,0.16,0.62,0
NHB,22.0,2.82,0.08,0.02,0.1,0
HBC,22.0,0.0,0.0,0.0,0.0,0
HBSch,22.0,1.61,0.0,0.0,0.0,0
All,23.0,59.16,3.08,0.72,8.13,0
HBW,23.0,6.21,0.23,0.11,0.34,0
HBO,23.0,33.9,2.35,0.51,2.86,0
NHB,23.0,13.76,0.45,0.09,0.54,0
HBC,23.0,0.0,0.0,0.0,0.0,0
HBSch,23.0,5.29,0.04,0.01,4.39,0
All,24.0,1048.73,85.82,15.37,200.2,0
HBW,24.0,161.59,5.4,3.46,8.86,0
HBO,24.0,714.16,76.18,11.21,87.39,0
NHB,24.0,63.38,3.24,0.4,3.63,0
HBC,24.0,4.0,0.0,0.0,0.0,0
HBSch,24.0,105.61,1.0,0.3,100.32,0
All,25.0,2493.11,257.21,38.67,456.36,0
HBW,25.0,445.99,27.2,10.73,37.93,0
HBO,25.0,1558.73,208.29,25.58,233.87,0
NHB,25.0,310.18,20.1,1.88,21.98,0
HBC,25.0,7.0,0.0,0.0,0.0,0
HBSch,25.0,171.21,1.62,0.48,162.57,0
All,26.0,1147.21,131.78,19.14,180.76,0
HBW,26.0,209.95,17.47,5.95,23.42,0
HBO,26.0,603.19,92.99,11.35,104.33,0
NHB,26.0,291.06,21.02,1.76,22.78,0
HBC,26.0,2.0,0.0,0.0,0.0,0
HBSch,26.0,41.0,0.3,0.09,30.23,0
All,27.0,0.0,0.0,0.0,0.0,0
HBW,27.0,0.0,0.0,0.0,0.0,0
HBO,27.0,0.0,0.0,0.0,0.0,0
NHB,27.0,0.0,0.0,0.0,0.0,0
HBC,27.0,0.0,0.0,0.0,0.0,0
HBSch,27.0,0.0,0.0,0.0,0.0,0
All,28.0,34.1,1.93,0.42,2.65,0
HBW,28.0,4.07,0.3,0.11,0.4,0
HBO,28.0,11.23,0.93,0.2,1.12,0
NHB,28.0,17.81,0.7,0.12,0.82,0
HBC,28.0,0.0,0.0,0.0,0.0,0
HBSch,28.0,0.99,0.0,0.0,0.3,0
All,29.0,1161.13,121.33,18.35,215.12,0
HBW,29.0,219.6,15.05,5.31,20.36,0
HBO,29.0,745.59,98.77,12.17,110.95,0
NHB,29.0,100.67,6.74,0.64,7.39,0
HBC,29.0,14.0,0.0,0.0,0.0,0
HBSch,29.0,81.27,0.76,0.23,76.43,0
All,30.0,2388.66,313.48,40.07,484.82,0
HBW,30.0,439.09,40.12,11.85,51.97,0
HBO,30.0,1494.66,245.85,25.9,271.75,0
NHB,30.0,309.94,26.19,1.92,28.11,0
HBC,30.0,3.0,0.0,0.0,0.0,0
HBSch,30.0,141.97,1.33,0.39,132.99,0
All,31.0,1666.41,215.2,25.31,311.33,0
HBW,31.0,259.57,26.37,7.01,33.38,0
HBO,31.0,872.29,147.32,15.3,162.62,0
NHB,31.0,457.88,40.79,2.79,43.58,0
HBC,31.0,0.0,0.0,0.0,0.0,0
HBSch,31.0,76.67,0.72,0.21,71.74,0
All,32.0,953.39,101.78,15.06,176.4,0
HBW,32.0,163.19,6.33,4.01,10.34,0
HBO,32.0,633.46,89.26,10.41,99.67,0
NHB,32.0,75.37,5.59,0.47,6.06,0
HBC,32.0,0.0,0.0,0.0,0.0,0
HBSch,32.0,81.38,0.6,0.17,60.33,0
All,33.0,1363.68,169.47,21.78,304.11,0
HBW,33.0,216.99,13.08,5.55,18.63,0
HBO,33.0,925.42,146.52,15.27,161.79,0
NHB,33.0,99.63,8.73,0.62,9.36,0
HBC,33.0,0.0,0.0,0.0,0.0,0
HBSch,33.0,121.64,1.14,0.34,114.34,0
All,34.0,1476.21,153.57,23.02,251.65,0
HBW,34.0,274.31,9.95,6.43,16.38,0
HBO,34.0,953.4,133.13,15.53,148.66,0
NHB,34.0,135.52,9.74,0.85,10.58,0
HBC,34.0,0.0,0.0,0.0,0.0,0
HBSch,34.0,112.97,0.76,0.22,76.03,0
All,35.0,2113.0,226.82,33.79,378.4,0
HBW,35.0,403.02,14.8,9.9,24.7,0
HBO,35.0,1362.41,197.05,22.38,219.43,0
NHB,35.0,186.57,13.77,1.16,14.94,0
HBC,35.0,13.01,0.0,0.0,0.0,0
HBSch,35.0,147.99,1.19,0.35,119.33,0
All,36.0,475.85,41.99,8.5,61.72,0
HBW,36.0,105.4,2.19,2.77,4.96,0
HBO,36.0,293.06,36.32,5.33,41.65,0
NHB,36.0,57.26,3.37,0.37,3.74,0
HBC,36.0,0.0,0.0,0.0,0.0,0
HBSch,36.0,20.13,0.11,0.03,11.37,0
All,37.0,6.9,0.21,0.07,0.28,0
HBW,37.0,0.75,0.02,0.01,0.04,0
HBO,37.0,3.62,0.13,0.04,0.17,0
NHB,37.0,2.28,0.06,0.02,0.07,0
HBC,37.0,0.0,0.0,0.0,0.0,0
HBSch,37.0,0.25,0.0,0.0,0.0,0
All,38.0,326.18,16.51,2.02,18.73,0
HBW,38.0,1.73,0.26,0.03,0.29,0
HBO,38.0,6.19,0.49,0.08,0.57,0
NHB,38.0,317.56,15.76,1.91,17.67,0
HBC,38.0,0.0,0.0,0.0,0.0,0
HBSch,38.0,0.7,0.0,0.0,0.2,0
All,39.0,552.69,71.6,7.89,105.02,0
HBW,39.0,82.2,11.58,2.1,13.68,0
HBO,39.0,281.44,46.22,4.64,50.86,0
NHB,39.0,159.07,13.54,1.07,14.61,0
HBC,39.0,0.0,0.0,0.0,0.0,0
HBSch,39.0,29.97,0.26,0.08,25.87,0
All,40.0,2435.28,394.78,41.48,528.78,0
HBW,40.0,425.09,68.97,12.39,81.35,0
HBO,40.0,1365.18,273.95,25.49,299.45,0
NHB,40.0,507.55,50.93,3.32,54.24,0
HBC,40.0,34.01,0.0,0.0,0.0,0
HBSch,40.0,103.44,0.93,0.28,93.74,0
All,41.0,1588.92,218.77,19.08,269.94,0
HBW,41.0,129.37,20.49,3.93,24.42,0
HBO,41.0,464.44,92.37,8.86,101.23,0
NHB,41.0,958.49,105.59,6.19,111.78,0
HBC,41.0,1.0,0.0,0.0,0.0,0
HBSch,41.0,35.63,0.32,0.1,32.52,0
All,42.0,638.9,88.93,10.22,147.76,0
HBW,42.0,91.04,8.82,2.53,11.35,0
HBO,42.0,410.9,72.39,7.05,79.44,0
NHB,42.0,76.93,7.23,0.49,7.72,0
HBC,42.0,4.0,0.0,0.0,0.0,0
HBSch,42.0,56.03,0.49,0.15,49.25,0
All,43.0,1831.72,208.59,27.65,377.05,0
HBW,43.0,299.08,18.31,7.15,25.46,0
HBO,43.0,1189.96,175.52,18.96,194.49,0
NHB,43.0,177.29,13.33,1.12,14.45,0
HBC,43.0,7.0,0.0,0.0,0.0,0
HBSch,43.0,158.39,1.42,0.42,142.66,0
All,44.0,1025.56,93.48,15.19,134.47,0
HBW,44.0,187.09,5.12,4.07,9.2,0
HBO,44.0,667.38,83.07,10.51,93.58,0
NHB,44.0,81.98,5.03,0.52,5.56,0
HBC,44.0,0.0,0.0,0.0,0.0,0
HBSch,44.0,89.12,0.26,0.09,26.15,0
All,45.0,455.61,34.01,6.47,51.74,0
HBW,45.0,78.29,2.15,1.54,3.68,0
HBO,45.0,295.35,29.9,4.64,34.54,0
NHB,45.0,39.42,1.85,0.25,2.1,0
HBC,45.0,0.0,0.0,0.0,0.0,0
HBSch,45.0,42.56,0.11,0.04,11.42,0
All,46.0,0.0,0.0,0.0,0.0,0
HBW,46.0,0.0,0.0,0.0,0.0,0
HBO,46.0,0.0,0.0,0.0,0.0,0
NHB,46.0,0.0,0.0,0.0,0.0,0
HBC,46.0,0.0,0.0,0.0,0.0,0
HBSch,46.0,0.0,0.0,0.0,0.0,0
All,47.0,0.0,0.0,0.0,0.0,0
HBW,47.0,0.0,0.0,0.0,0.0,0
HBO,47.0,0.0,0.0,0.0,0.0,0
NHB,47.0,0.0,0.0,0.0,0.0,0
HBC,47.0,0.0,0.0,0.0,0.0,0
HBSch,47.0,0.0,0.0,0.0,0.0,0
All,48.0,40.44,0.54,0.28,0.82,0
HBW,48.0,6.17,0.0,0.04,0.04,0
HBO,48.0,26.92,0.53,0.23,0.76,0
NHB,48.0,2.18,0.01,0.01,0.01,0
HBC,48.0,0.0,0.0,0.0,0.0,0
HBSch,48.0,5.17,0.0,0.0,0.0,0
All,49.0,398.44,12.95,2.37,15.32,0
HBW,49.0,0.0,0.0,0.0,0.0,0
HBO,49.0,0.0,0.0,0.0,0.0,0
NHB,49.0,398.44,12.95,2.37,15.32,0
HBC,49.0,0.0,0.0,0.0,0.0,0
HBSch,49.0,0.0,0.0,0.0,0.0,0
All,50.0,141.87,7.55,1.09,9.33,0
HBW,50.0,4.46,0.4,0.09,0.48,0
HBO,50.0,16.87,1.73,0.24,1.97,0
NHB,50.0,118.38,5.42,0.76,6.18,0
HBC,50.0,0.0,0.0,0.0,0.0,0
HBSch,50.0,2.16,0.01,0.0,0.7,0
All,51.0,84.55,9.48,0.99,15.85,0
HBW,51.0,7.94,0.85,0.15,1.0,0
HBO,51.0,43.93,6.7,0.65,7.35,0
NHB,51.0,25.83,1.87,0.17,2.04,0
HBC,51.0,0.0,0.0,0.0,0.0,0
HBSch,51.0,6.85,0.05,0.02,5.46,0
All,52.0,1084.46,124.47,9.81,143.92,0
HBW,52.0,53.33,13.13,1.36,14.49,0
HBO,52.0,186.03,37.29,3.3,40.59,0
NHB,52.0,829.62,73.96,5.12,79.08,0
HBC,52.0,0.0,0.0,0.0,0.0,0
HBSch,52.0,15.47,0.1,0.03,9.76,0
All,53.0,3377.07,519.91,39.19,650.53,0
HBW,53.0,278.05,65.24,7.77,73.01,0
HBO,53.0,1025.17,228.23,18.39,246.62,0
NHB,53.0,1973.3,225.51,12.76,238.27,0
HBC,53.0,0.0,0.0,0.0,0.0,0
HBSch,53.0,100.55,0.92,0.28,92.63,0
All,54.0,1626.38,250.0,23.1,324.51,0
HBW,54.0,203.11,37.9,5.91,43.81,0
HBO,54.0,693.32,140.95,12.65,153.6,0
NHB,54.0,673.89,70.63,4.38,75.01,0
HBC,54.0,0.0,0.0,0.0,0.0,0
HBSch,54.0,56.05,0.52,0.15,52.09,0
All,55.0,1272.69,172.57,20.32,232.55,0
HBW,55.0,202.36,24.28,5.54,29.82,0
HBO,55.0,735.53,126.23,13.05,139.28,0
NHB,55.0,256.61,21.66,1.61,23.27,0
HBC,55.0,1.0,0.0,0.0,0.0,0
HBSch,55.0,77.19,0.4,0.13,40.19,0
All,56.0,212.98,23.05,3.28,31.36,0
HBW,56.0,43.77,2.55,0.97,3.52,0
HBO,56.0,134.84,18.94,2.15,21.1,0
NHB,56.0,20.64,1.5,0.14,1.64,0
HBC,56.0,0.0,0.0,0.0,0.0,0
HBSch,56.0,13.72,0.05,0.02,5.11,0
All,57.0,424.92,48.69,7.26,68.37,0
HBW,57.0,92.55,5.33,2.45,7.78,0
HBO,57.0,263.04,39.46,4.45,43.91,0
NHB,57.0,49.46,3.78,0.32,4.1,0
HBC,57.0,0.0,0.0,0.0,0.0,0
HBSch,57.0,19.86,0.13,0.04,12.58,0
All,58.0,0.0,0.0,0.0,0.0,0
HBW,58.0,0.0,0.0,0.0,0.0,0
HBO,58.0,0.0,0.0,0.0,0.0,0
NHB,58.0,0.0,0.0,0.0,0.0,0
HBC,58.0,0.0,0.0,0.0,0.0,0
HBSch,58.0,0.0,0.0,0.0,0.0,0
All,59.0,0.0,0.0,0.0,0.0,0
HBW,59.0,0.0,0.0,0.0,0.0,0
HBO,59.0,0.0,0.0,0.0,0.0,0
NHB,59.0,0.0,0.0,0.0,0.0,0
HBC,59.0,0.0,0.0,0.0,0.0,0
HBSch,59.0,0.0,0.0,0.0,0.0,0
All,60.0,0.0,0.0,0.0,0.0,0
HBW,60.0,0.0,0.0,0.0,0.0,0
HBO,60.0,0.0,0.0,0.0,0.0,0
NHB,60.0,0.0,0.0,0.0,0.0,0
HBC,60.0,0.0,0.0,0.0,0.0,0
HBSch,60.0,0.0,0.0,0.0,0.0,0
All,61.0,1567.47,189.27,26.2,313.49,0
HBW,61.0,287.74,22.12,7.57,29.69,0
HBO,61.0,1027.51,157.24,17.42,174.66,0
NHB,61.0,139.84,8.92,0.92,9.84,0
HBC,61.0,0.0,0.0,0.0,0.0,0
HBSch,61.0,112.38,0.99,0.29,99.29,0
All,62.0,1802.19,243.71,27.64,403.62,0
HBW,62.0,294.61,27.76,7.26,35.02,0
HBO,62.0,1184.47,203.16,19.04,222.2,0
NHB,62.0,145.55,11.45,0.94,12.39,0
HBC,62.0,25.0,0.0,0.0,0.0,0
HBSch,62.0,152.56,1.34,0.4,134.01,0
All,63.0,325.67,40.55,3.71,58.87,0
HBW,63.0,28.47,4.37,0.68,5.05,0
HBO,63.0,126.31,22.81,1.96,24.77,0
NHB,63.0,152.46,13.22,1.03,14.25,0
HBC,63.0,0.0,0.0,0.0,0.0,0
HBSch,63.0,18.43,0.15,0.04,14.79,0
All,64.0,2163.55,280.06,30.79,429.86,0
HBW,64.0,310.74,31.86,7.81,39.67,0
HBO,64.0,1190.4,203.38,19.38,222.76,0
NHB,64.0,516.78,43.62,3.24,46.86,0
HBC,64.0,0.0,0.0,0.0,0.0,0
HBSch,64.0,145.63,1.2,0.36,120.57,0
All,65.0,2267.14,340.8,36.67,502.3,0
HBW,65.0,389.1,51.9,10.45,62.35,0
HBO,65.0,1355.38,251.97,23.37,275.35,0
NHB,65.0,370.37,35.66,2.46,38.13,0
HBC,65.0,0.0,0.0,0.0,0.0,0
HBSch,65.0,152.28,1.26,0.38,126.48,0
All,66.0,1217.23,156.4,18.75,205.01,0
HBW,66.0,180.4,20.22,5.43,25.65,0
HBO,66.0,549.95,99.37,10.44,109.81,0
NHB,66.0,447.32,36.5,2.79,39.3,0
HBC,66.0,1.0,0.0,0.0,0.0,0
HBSch,66.0,38.55,0.3,0.09,30.25,0
All,67.0,1377.66,189.74,20.72,263.2,0
HBW,67.0,188.74,24.3,5.4,29.69,0
HBO,67.0,674.99,122.81,12.23,135.04,0
NHB,67.0,445.26,42.1,2.93,45.03,0
HBC,67.0,0.0,0.0,0.0,0.0,0
HBSch,67.0,68.66,0.53,0.16,53.44,0
All,68.0,1137.97,145.35,20.25,213.56,0
HBW,68.0,220.67,17.09,6.26,23.36,0
HBO,68.0,712.41,116.9,12.9,129.81,0
NHB,68.0,146.6,10.87,0.94,11.81,0
HBC,68.0,0.0,0.0,0.0,0.0,0
HBSch,68.0,58.29,0.48,0.15,48.6,0
All,69.0,280.95,34.22,4.09,54.95,0
HBW,69.0,38.94,3.09,0.96,4.05,0
HBO,69.0,184.7,28.71,2.89,31.61,0
NHB,69.0,27.62,2.25,0.18,2.43,0
HBC,69.0,1.0,0.0,0.0,0.0,0
HBSch,69.0,28.69,0.17,0.05,16.86,0
All,70.0,957.97,97.01,15.23,189.12,0
HBW,70.0,142.17,7.3,3.57,10.87,0
HBO,70.0,650.25,84.92,10.98,95.9,0
NHB,70.0,68.94,4.01,0.45,4.46,0
HBC,70.0,0.0,0.0,0.0,0.0,0
HBSch,70.0,96.6,0.78,0.23,77.89,0
All,71.0,0.0,0.0,0.0,0.0,0
HBW,71.0,0.0,0.0,0.0,0.0,0
HBO,71.0,0.0,0.0,0.0,0.0,0
NHB,71.0,0.0,0.0,0.0,0.0,0
HBC,71.0,0.0,0.0,0.0,0.0,0
HBSch,71.0,0.0,0.0,0.0,0.0,0
All,72.0,889.97,93.11,13.74,148.59,0
HBW,72.0,124.49,8.87,3.18,12.05,0
HBO,72.0,577.08,77.95,9.81,87.76,0
NHB,72.0,96.69,5.87,0.62,6.49,0
HBC,72.0,0.0,0.0,0.0,0.0,0
HBSch,72.0,91.71,0.42,0.14,42.3,0
All,73.0,35.63,1.83,0.46,4.74,0
HBW,73.0,6.23,0.07,0.09,0.17,0
HBO,73.0,23.6,1.67,0.34,2.01,0
NHB,73.0,2.69,0.06,0.02,0.08,0
HBC,73.0,0.0,0.0,0.0,0.0,0
HBSch,73.0,3.11,0.02,0.01,2.49,0
All,74.0,0.0,0.0,0.0,0.0,0
HBW,74.0,0.0,0.0,0.0,0.0,0
HBO,74.0,0.0,0.0,0.0,0.0,0
NHB,74.0,0.0,0.0,0.0,0.0,0
HBC,74.0,0.0,0.0,0.0,0.0,0
HBSch,74.0,0.0,0.0,0.0,0.0,0
All,75.0,1108.61,121.84,15.33,137.17,0
HBW,75.0,170.57,13.63,4.03,17.65,0
HBO,75.0,591.35,90.48,9.62,100.1,0
NHB,75.0,264.8,17.74,1.68,19.42,0
HBC,75.0,8.0,0.0,0.0,0.0,0
HBSch,75.0,73.89,0.0,0.0,0.0,0
All,76.0,613.82,63.37,10.03,111.72,0
HBW,76.0,107.11,6.27,2.69,8.95,0
HBO,76.0,403.3,53.6,6.85,60.45,0
NHB,76.0,55.94,3.12,0.38,3.5,0
HBC,76.0,0.0,0.0,0.0,0.0,0
HBSch,76.0,47.47,0.39,0.11,38.82,0
All,77.0,1328.31,168.14,17.32,228.65,0
HBW,77.0,173.38,25.44,4.49,29.93,0
HBO,77.0,562.9,100.38,9.29,109.67,0
NHB,77.0,543.05,41.89,3.41,45.3,0
HBC,77.0,0.0,0.0,0.0,0.0,0
HBSch,77.0,48.97,0.44,0.13,43.75,0
All,78.0,3848.28,522.19,57.95,772.79,0
HBW,78.0,610.91,58.47,15.21,73.68,0
HBO,78.0,2275.53,405.11,37.83,442.94,0
NHB,78.0,691.8,56.66,4.31,60.97,0
HBC,78.0,21.0,0.0,0.0,0.0,0
HBSch,78.0,249.04,1.95,0.59,195.19,0
All,79.0,1174.72,128.75,11.21,153.39,0
HBW,79.0,69.74,9.1,1.82,10.92,0
HBO,79.0,236.76,44.69,4.08,48.77,0
NHB,79.0,850.89,74.82,5.27,80.09,0
HBC,79.0,0.0,0.0,0.0,0.0,0
HBSch,79.0,17.33,0.14,0.04,13.6,0
All,80.0,1366.95,162.84,17.88,208.15,0
HBW,80.0,161.2,19.42,4.57,23.99,0
HBO,80.0,492.46,89.94,9.08,99.01,0
NHB,80.0,673.91,53.2,4.15,57.35,0
HBC,80.0,9.0,0.0,0.0,0.0,0
HBSch,80.0,30.39,0.28,0.08,27.79,0
All,81.0,467.34,39.81,8.16,60.08,0
HBW,81.0,76.74,5.95,2.33,8.28,0
HBO,81.0,232.0,28.6,4.89,33.49,0
NHB,81.0,142.14,5.14,0.89,6.03,0
HBC,81.0,0.0,0.0,0.0,0.0,0
HBSch,81.0,16.46,0.12,0.04,12.28,0
All,82.0,2771.08,336.08,42.91,449.36,0
HBW,82.0,436.78,48.04,12.44,60.48,0
HBO,82.0,1309.63,221.75,24.54,246.29,0
NHB,82.0,926.33,65.58,5.71,71.29,0
HBC,82.0,0.0,0.0,0.0,0.0,0
HBSch,82.0,98.34,0.71,0.22,71.3,0
All,83.0,833.28,63.24,5.13,68.38,0
HBW,83.0,0.0,0.0,0.0,0.0,0
HBO,83.0,0.0,0.0,0.0,0.0,0
NHB,83.0,833.28,63.24,5.13,68.38,0
HBC,83.0,0.0,0.0,0.0,0.0,0
HBSch,83.0,0.0,0.0,0.0,0.0,0
All,84.0,489.95,41.84,3.03,44.87,0
HBW,84.0,0.0,0.0,0.0,0.0,0
HBO,84.0,0.0,0.0,0.0,0.0,0
NHB,84.0,489.95,41.84,3.03,44.87,0
HBC,84.0,0.0,0.0,0.0,0.0,0
HBSch,84.0,0.0,0.0,0.0,0.0,0
All,85.0,443.14,41.74,5.53,65.14,0
HBW,85.0,66.85,3.65,1.21,4.86,0
HBO,85.0,262.25,33.38,3.8,37.18,0
NHB,85.0,74.57,4.53,0.47,5.0,0
HBC,85.0,0.0,0.0,0.0,0.0,0
HBSch,85.0,39.47,0.18,0.05,18.11,0
All,86.0,97.25,1.31,0.51,1.83,0
HBW,86.0,0.0,0.0,0.0,0.0,0
HBO,86.0,0.0,0.0,0.0,0.0,0
NHB,86.0,97.25,1.31,0.51,1.83,0
HBC,86.0,0.0,0.0,0.0,0.0,0
HBSch,86.0,0.0,0.0,0.0,0.0,0
All,87.0,0.0,0.0,0.0,0.0,0
HBW,87.0,0.0,0.0,0.0,0.0,0
HBO,87.0,0.0,0.0,0.0,0.0,0
NHB,87.0,0.0,0.0,0.0,0.0,0
HBC,87.0,0.0,0.0,0.0,0.0,0
HBSch,87.0,0.0,0.0,0.0,0.0,0
All,88.0,1.71,0.07,0.01,0.09,0
HBW,88.0,0.0,0.0,0.0,0.0,0
HBO,88.0,0.0,0.0,0.0,0.0,0
NHB,88.0,1.71,0.07,0.01,0.09,0
HBC,88.0,0.0,0.0,0.0,0.0,0
HBSch,88.0,0.0,0.0,0.0,0.0,0
All,89.0,1592.51,108.8,10.82,126.36,0
HBW,89.0,45.81,2.8,0.75,3.55,0
HBO,89.0,153.85,14.75,2.09,16.84,0
NHB,89.0,1376.6,91.18,7.96,99.14,0
HBC,89.0,0.0,0.0,0.0,0.0,0
HBSch,89.0,16.25,0.07,0.02,6.83,0
All,90.0,2895.18,239.34,21.25,287.67,0
HBW,90.0,84.54,7.83,1.6,9.43,0
HBO,90.0,333.76,38.97,4.74,43.71,0
