Purpose,TAZID,All,Walk,Bike,NonM,test_id
HBO,900.0,0.0,0.0,0.0,0.0,8
NHB,900.0,1.3,0.0,0.0,0.0,8
HBC,900.0,0.0,0.0,0.0,0.0,8
HBSch,900.0,0.0,0.0,0.0,0.0,8
All,901.0,0.0,0.0,0.0,0.0,8
HBW,901.0,0.0,0.0,0.0,0.0,8
HBO,901.0,0.0,0.0,0.0,0.0,8
NHB,901.0,0.0,0.0,0.0,0.0,8
HBC,901.0,0.0,0.0,0.0,0.0,8
HBSch,901.0,0.0,0.0,0.0,0.0,8
All,902.0,0.0,0.0,0.0,0.0,8
HBW,902.0,0.0,0.0,0.0,0.0,8
HBO,902.0,0.0,0.0,0.0,0.0,8
NHB,902.0,0.0,0.0,0.0,0.0,8
HBC,902.0,0.0,0.0,0.0,0.0,8
HBSch,902.0,0.0,0.0,0.0,0.0,8
All,903.0,0.0,0.0,0.0,0.0,8
HBW,903.0,0.0,0.0,0.0,0.0,8
HBO,903.0,0.0,0.0,0.0,0.0,8
NHB,903.0,0.0,0.0,0.0,0.0,8
HBC,903.0,0.0,0.0,0.0,0.0,8
HBSch,903.0,0.0,0.0,0.0,0.0,8
All,904.0,0.0,0.0,0.0,0.0,8
HBW,904.0,0.0,0.0,0.0,0.0,8
HBO,904.0,0.0,0.0,0.0,0.0,8
NHB,904.0,0.0,0.0,0.0,0.0,8
HBC,904.0,0.0,0.0,0.0,0.0,8
HBSch,904.0,0.0,0.0,0.0,0.0,8
All,905.0,0.0,0.0,0.0,0.0,8
HBW,905.0,0.0,0.0,0.0,0.0,8
HBO,905.0,0.0,0.0,0.0,0.0,8
NHB,905.0,0.0,0.0,0.0,0.0,8
HBC,905.0,0.0,0.0,0.0,0.0,8
HBSch,905.0,0.0,0.0,0.0,0.0,8
All,906.0,0.0,0.0,0.0,0.0,8
HBW,906.0,0.0,0.0,0.0,0.0,8
HBO,906.0,0.0,0.0,0.0,0.0,8
NHB,906.0,0.0,0.0,0.0,0.0,8
HBC,906.0,0.0,0.0,0.0,0.0,8
HBSch,906.0,0.0,0.0,0.0,0.0,8
All,907.0,388.62,0.08,0.47,0.55,8
HBW,907.0,0.0,0.0,0.0,0.0,8
HBO,907.0,0.0,0.0,0.0,0.0,8
NHB,907.0,388.62,0.08,0.47,0.55,8
HBC,907.0,0.0,0.0,0.0,0.0,8
HBSch,907.0,0.0,0.0,0.0,0.0,8
All,908.0,106.18,0.8,0.11,0.91,8
HBW,908.0,0.0,0.0,0.0,0.0,8
HBO,908.0,0.0,0.0,0.0,0.0,8
NHB,908.0,106.18,0.8,0.11,0.91,8
HBC,908.0,0.0,0.0,0.0,0.0,8
HBSch,908.0,0.0,0.0,0.0,0.0,8
All,909.0,66.1,0.57,0.07,0.64,8
HBW,909.0,0.0,0.0,0.0,0.0,8
HBO,909.0,0.0,0.0,0.0,0.0,8
NHB,909.0,66.1,0.57,0.07,0.64,8
HBC,909.0,0.0,0.0,0.0,0.0,8
HBSch,909.0,0.0,0.0,0.0,0.0,8
All,910.0,0.0,0.0,0.0,0.0,8
HBW,910.0,0.0,0.0,0.0,0.0,8
HBO,910.0,0.0,0.0,0.0,0.0,8
NHB,910.0,0.0,0.0,0.0,0.0,8
HBC,910.0,0.0,0.0,0.0,0.0,8
HBSch,910.0,0.0,0.0,0.0,0.0,8
All,911.0,427.92,6.19,0.75,6.94,8
HBW,911.0,0.0,0.0,0.0,0.0,8
HBO,911.0,0.0,0.0,0.0,0.0,8
NHB,911.0,427.92,6.19,0.75,6.94,8
HBC,911.0,0.0,0.0,0.0,0.0,8
HBSch,911.0,0.0,0.0,0.0,0.0,8
All,912.0,0.0,0.0,0.0,0.0,8
HBW,912.0,0.0,0.0,0.0,0.0,8
HBO,912.0,0.0,0.0,0.0,0.0,8
NHB,912.0,0.0,0.0,0.0,0.0,8
HBC,912.0,0.0,0.0,0.0,0.0,8
HBSch,912.0,0.0,0.0,0.0,0.0,8
All,913.0,0.0,0.0,0.0,0.0,8
HBW,913.0,0.0,0.0,0.0,0.0,8
HBO,913.0,0.0,0.0,0.0,0.0,8
NHB,913.0,0.0,0.0,0.0,0.0,8
HBC,913.0,0.0,0.0,0.0,0.0,8
HBSch,913.0,0.0,0.0,0.0,0.0,8
All,914.0,0.0,0.0,0.0,0.0,8
HBW,914.0,0.0,0.0,0.0,0.0,8
HBO,914.0,0.0,0.0,0.0,0.0,8
NHB,914.0,0.0,0.0,0.0,0.0,8
HBC,914.0,0.0,0.0,0.0,0.0,8
HBSch,914.0,0.0,0.0,0.0,0.0,8
All,915.0,0.0,0.0,0.0,0.0,8
HBW,915.0,0.0,0.0,0.0,0.0,8
HBO,915.0,0.0,0.0,0.0,0.0,8
NHB,915.0,0.0,0.0,0.0,0.0,8
HBC,915.0,0.0,0.0,0.0,0.0,8
HBSch,915.0,0.0,0.0,0.0,0.0,8
All,916.0,0.0,0.0,0.0,0.0,8
HBW,916.0,0.0,0.0,0.0,0.0,8
HBO,916.0,0.0,0.0,0.0,0.0,8
NHB,916.0,0.0,0.0,0.0,0.0,8
HBC,916.0,0.0,0.0,0.0,0.0,8
HBSch,916.0,0.0,0.0,0.0,0.0,8
All,917.0,0.0,0.0,0.0,0.0,8
HBW,917.0,0.0,0.0,0.0,0.0,8
HBO,917.0,0.0,0.0,0.0,0.0,8
NHB,917.0,0.0,0.0,0.0,0.0,8
HBC,917.0,0.0,0.0,0.0,0.0,8
HBSch,917.0,0.0,0.0,0.0,0.0,8
All,918.0,0.0,0.0,0.0,0.0,8
HBW,918.0,0.0,0.0,0.0,0.0,8
HBO,918.0,0.0,0.0,0.0,0.0,8
NHB,918.0,0.0,0.0,0.0,0.0,8
HBC,918.0,0.0,0.0,0.0,0.0,8
HBSch,918.0,0.0,0.0,0.0,0.0,8
All,919.0,0.0,0.0,0.0,0.0,8
HBW,919.0,0.0,0.0,0.0,0.0,8
HBO,919.0,0.0,0.0,0.0,0.0,8
NHB,919.0,0.0,0.0,0.0,0.0,8
HBC,919.0,0.0,0.0,0.0,0.0,8
HBSch,919.0,0.0,0.0,0.0,0.0,8
All,920.0,0.0,0.0,0.0,0.0,8
HBW,920.0,0.0,0.0,0.0,0.0,8
HBO,920.0,0.0,0.0,0.0,0.0,8
NHB,920.0,0.0,0.0,0.0,0.0,8
HBC,920.0,0.0,0.0,0.0,0.0,8
HBSch,920.0,0.0,0.0,0.0,0.0,8
All,921.0,0.87,0.0,0.0,0.0,8
HBW,921.0,0.0,0.0,0.0,0.0,8
HBO,921.0,0.0,0.0,0.0,0.0,8
NHB,921.0,0.87,0.0,0.0,0.0,8
HBC,921.0,0.0,0.0,0.0,0.0,8
HBSch,921.0,0.0,0.0,0.0,0.0,8
All,922.0,0.0,0.0,0.0,0.0,8
HBW,922.0,0.0,0.0,0.0,0.0,8
HBO,922.0,0.0,0.0,0.0,0.0,8
NHB,922.0,0.0,0.0,0.0,0.0,8
HBC,922.0,0.0,0.0,0.0,0.0,8
HBSch,922.0,0.0,0.0,0.0,0.0,8
All,923.0,0.03,0.0,0.0,0.0,8
HBW,923.0,0.0,0.0,0.0,0.0,8
HBO,923.0,0.0,0.0,0.0,0.0,8
NHB,923.0,0.03,0.0,0.0,0.0,8
HBC,923.0,0.0,0.0,0.0,0.0,8
HBSch,923.0,0.0,0.0,0.0,0.0,8
All,924.0,285.0,0.01,0.12,0.13,8
HBW,924.0,0.0,0.0,0.0,0.0,8
HBO,924.0,0.0,0.0,0.0,0.0,8
NHB,924.0,285.0,0.01,0.12,0.13,8
HBC,924.0,0.0,0.0,0.0,0.0,8
HBSch,924.0,0.0,0.0,0.0,0.0,8
All,925.0,68.75,0.34,0.09,0.43,8
HBW,925.0,0.0,0.0,0.0,0.0,8
HBO,925.0,0.0,0.0,0.0,0.0,8
NHB,925.0,68.75,0.34,0.09,0.43,8
HBC,925.0,0.0,0.0,0.0,0.0,8
HBSch,925.0,0.0,0.0,0.0,0.0,8
All,926.0,3470.9,161.26,16.11,177.36,8
HBW,926.0,733.73,7.14,1.68,8.81,8
HBO,926.0,2117.65,148.08,13.78,161.86,8
NHB,926.0,340.51,6.04,0.65,6.69,8
HBC,926.0,3.0,0.0,0.0,0.0,8
HBSch,926.0,276.02,0.0,0.0,0.0,8
All,927.0,12.18,0.02,0.03,0.05,8
HBW,927.0,0.0,0.0,0.0,0.0,8
HBO,927.0,0.0,0.0,0.0,0.0,8
NHB,927.0,12.18,0.02,0.03,0.05,8
HBC,927.0,0.0,0.0,0.0,0.0,8
HBSch,927.0,0.0,0.0,0.0,0.0,8
All,928.0,30.08,0.09,0.05,0.13,8
HBW,928.0,0.0,0.0,0.0,0.0,8
HBO,928.0,0.0,0.0,0.0,0.0,8
NHB,928.0,30.08,0.09,0.05,0.13,8
HBC,928.0,0.0,0.0,0.0,0.0,8
HBSch,928.0,0.0,0.0,0.0,0.0,8
All,929.0,5.59,0.02,0.01,0.03,8
HBW,929.0,0.0,0.0,0.0,0.0,8
HBO,929.0,0.0,0.0,0.0,0.0,8
NHB,929.0,5.59,0.02,0.01,0.03,8
HBC,929.0,0.0,0.0,0.0,0.0,8
HBSch,929.0,0.0,0.0,0.0,0.0,8
All,930.0,196.49,1.57,0.4,1.98,8
HBW,930.0,0.0,0.0,0.0,0.0,8
HBO,930.0,0.0,0.0,0.0,0.0,8
NHB,930.0,196.49,1.57,0.4,1.98,8
HBC,930.0,0.0,0.0,0.0,0.0,8
HBSch,930.0,0.0,0.0,0.0,0.0,8
All,931.0,3.92,0.02,0.01,0.03,8
HBW,931.0,0.0,0.0,0.0,0.0,8
HBO,931.0,0.0,0.0,0.0,0.0,8
NHB,931.0,3.92,0.02,0.01,0.03,8
HBC,931.0,0.0,0.0,0.0,0.0,8
HBSch,931.0,0.0,0.0,0.0,0.0,8
All,932.0,3.68,0.03,0.02,0.05,8
HBW,932.0,1.11,0.0,0.0,0.0,8
HBO,932.0,2.07,0.03,0.02,0.05,8
NHB,932.0,0.23,0.0,0.0,0.0,8
HBC,932.0,0.0,0.0,0.0,0.0,8
HBSch,932.0,0.27,0.0,0.0,0.0,8
All,933.0,2040.97,56.52,13.81,177.42,8
HBW,933.0,467.47,0.22,1.09,1.31,8
HBO,933.0,1275.47,53.22,11.77,64.99,8
NHB,933.0,150.33,1.99,0.63,2.62,8
HBC,933.0,0.0,0.0,0.0,0.0,8
HBSch,933.0,147.71,1.08,0.32,108.5,8
All,934.0,1684.73,22.52,6.55,29.07,8
HBW,934.0,394.6,0.05,0.38,0.43,8
HBO,934.0,1045.95,21.86,5.91,27.76,8
NHB,934.0,110.23,0.61,0.26,0.88,8
HBC,934.0,0.0,0.0,0.0,0.0,8
HBSch,934.0,133.95,0.0,0.0,0.0,8
All,935.0,0.0,0.0,0.0,0.0,8
HBW,935.0,0.0,0.0,0.0,0.0,8
HBO,935.0,0.0,0.0,0.0,0.0,8
NHB,935.0,0.0,0.0,0.0,0.0,8
HBC,935.0,0.0,0.0,0.0,0.0,8
HBSch,935.0,0.0,0.0,0.0,0.0,8
All,936.0,803.09,21.92,4.0,50.49,8
HBW,936.0,188.66,0.02,0.19,0.22,8
HBO,936.0,509.78,20.88,3.56,24.45,8
NHB,936.0,48.49,0.77,0.17,0.94,8
HBC,936.0,0.0,0.0,0.0,0.0,8
HBSch,936.0,56.16,0.25,0.07,24.89,8
All,937.0,0.0,0.0,0.0,0.0,8
HBW,937.0,0.0,0.0,0.0,0.0,8
HBO,937.0,0.0,0.0,0.0,0.0,8
NHB,937.0,0.0,0.0,0.0,0.0,8
HBC,937.0,0.0,0.0,0.0,0.0,8
HBSch,937.0,0.0,0.0,0.0,0.0,8
All,938.0,508.13,8.3,1.61,9.91,8
HBW,938.0,121.73,0.0,0.05,0.05,8
HBO,938.0,310.97,8.13,1.5,9.62,8
NHB,938.0,32.26,0.17,0.07,0.24,8
HBC,938.0,5.0,0.0,0.0,0.0,8
HBSch,938.0,38.18,0.0,0.0,0.0,8
All,939.0,595.67,6.15,5.79,24.23,8
HBW,939.0,84.45,0.69,1.61,2.29,8
HBO,939.0,205.05,4.07,2.94,7.01,8
NHB,939.0,290.9,1.27,1.21,2.47,8
HBC,939.0,0.0,0.0,0.0,0.0,8
HBSch,939.0,15.28,0.12,0.04,12.46,8
All,940.0,5.76,0.02,0.02,0.05,8
HBW,940.0,0.0,0.0,0.0,0.0,8
HBO,940.0,0.0,0.0,0.0,0.0,8
NHB,940.0,5.76,0.02,0.02,0.05,8
HBC,940.0,0.0,0.0,0.0,0.0,8
HBSch,940.0,0.0,0.0,0.0,0.0,8
All,941.0,2404.78,87.25,58.03,234.61,8
HBW,941.0,527.96,1.9,22.88,24.77,8
HBO,941.0,1483.66,80.84,32.92,113.76,8
NHB,941.0,233.41,3.62,1.76,5.38,8
HBC,941.0,9.0,0.0,0.19,0.19,8
HBSch,941.0,150.75,0.9,0.28,90.51,8
All,942.0,0.0,0.0,0.0,0.0,8
HBW,942.0,0.0,0.0,0.0,0.0,8
HBO,942.0,0.0,0.0,0.0,0.0,8
NHB,942.0,0.0,0.0,0.0,0.0,8
HBC,942.0,0.0,0.0,0.0,0.0,8
HBSch,942.0,0.0,0.0,0.0,0.0,8
All,943.0,9.38,0.01,0.01,0.01,8
HBW,943.0,0.0,0.0,0.0,0.0,8
HBO,943.0,0.0,0.0,0.0,0.0,8
NHB,943.0,9.38,0.01,0.01,0.01,8
HBC,943.0,0.0,0.0,0.0,0.0,8
HBSch,943.0,0.0,0.0,0.0,0.0,8
All,944.0,448.06,5.62,3.42,9.05,8
HBW,944.0,0.0,0.0,0.0,0.0,8
HBO,944.0,0.0,0.0,0.0,0.0,8
NHB,944.0,448.06,5.62,3.42,9.05,8
HBC,944.0,0.0,0.0,0.0,0.0,8
HBSch,944.0,0.0,0.0,0.0,0.0,8
All,945.0,51.64,0.36,0.38,0.74,8
HBW,945.0,0.0,0.0,0.0,0.0,8
HBO,945.0,0.0,0.0,0.0,0.0,8
NHB,945.0,51.64,0.36,0.38,0.74,8
HBC,945.0,0.0,0.0,0.0,0.0,8
HBSch,945.0,0.0,0.0,0.0,0.0,8
All,946.0,327.73,3.29,3.39,6.67,8
HBW,946.0,0.0,0.0,0.0,0.0,8
HBO,946.0,0.0,0.0,0.0,0.0,8
NHB,946.0,327.73,3.29,3.39,6.67,8
HBC,946.0,0.0,0.0,0.0,0.0,8
HBSch,946.0,0.0,0.0,0.0,0.0,8
All,947.0,911.93,8.36,4.97,13.34,8
HBW,947.0,0.0,0.0,0.0,0.0,8
HBO,947.0,0.0,0.0,0.0,0.0,8
NHB,947.0,911.93,8.36,4.97,13.34,8
HBC,947.0,0.0,0.0,0.0,0.0,8
HBSch,947.0,0.0,0.0,0.0,0.0,8
All,948.0,657.89,11.82,7.02,19.43,8
HBW,948.0,7.09,0.09,0.43,0.52,8
HBO,948.0,39.91,1.43,2.25,3.68,8
NHB,948.0,610.06,10.29,4.34,14.63,8
HBC,948.0,0.0,0.0,0.0,0.0,8
HBSch,948.0,0.82,0.01,0.0,0.6,8
All,949.0,840.47,26.84,35.6,62.45,8
HBW,949.0,60.4,1.94,13.29,15.23,8
HBO,949.0,127.67,14.78,15.56,30.33,8
NHB,949.0,635.47,10.13,6.61,16.74,8
HBC,949.0,8.0,0.0,0.14,0.14,8
HBSch,949.0,8.93,0.0,0.0,0.0,8
All,950.0,1.13,0.01,0.0,0.01,8
HBW,950.0,0.0,0.0,0.0,0.0,8
HBO,950.0,0.0,0.0,0.0,0.0,8
NHB,950.0,1.13,0.01,0.0,0.01,8
HBC,950.0,0.0,0.0,0.0,0.0,8
HBSch,950.0,0.0,0.0,0.0,0.0,8
All,951.0,15785.49,728.25,584.12,2145.02,8
HBW,951.0,3225.48,9.28,251.24,260.52,8
HBO,951.0,10085.41,683.36,298.94,982.3,8
NHB,951.0,997.1,27.21,9.81,37.01,8
HBC,951.0,269.0,0.0,21.64,21.64,8
HBSch,951.0,1208.5,8.41,2.49,843.55,8
All,952.0,1431.51,57.79,73.37,190.93,8
HBW,952.0,283.0,1.08,35.01,36.09,8
HBO,952.0,853.56,51.42,35.57,86.98,8
NHB,952.0,212.1,4.69,2.07,6.76,8
HBC,952.0,4.0,0.0,0.55,0.55,8
HBSch,952.0,78.85,0.6,0.18,60.55,8
All,953.0,0.0,0.0,0.0,0.0,8
HBW,953.0,0.0,0.0,0.0,0.0,8
HBO,953.0,0.0,0.0,0.0,0.0,8
NHB,953.0,0.0,0.0,0.0,0.0,8
HBC,953.0,0.0,0.0,0.0,0.0,8
HBSch,953.0,0.0,0.0,0.0,0.0,8
All,954.0,0.0,0.0,0.0,0.0,8
HBW,954.0,0.0,0.0,0.0,0.0,8
HBO,954.0,0.0,0.0,0.0,0.0,8
NHB,954.0,0.0,0.0,0.0,0.0,8
HBC,954.0,0.0,0.0,0.0,0.0,8
HBSch,954.0,0.0,0.0,0.0,0.0,8
All,955.0,12.7,0.01,0.01,0.02,8
HBW,955.0,0.0,0.0,0.0,0.0,8
HBO,955.0,0.0,0.0,0.0,0.0,8
NHB,955.0,12.7,0.01,0.01,0.02,8
HBC,955.0,0.0,0.0,0.0,0.0,8
HBSch,955.0,0.0,0.0,0.0,0.0,8
All,956.0,5.9,0.0,0.01,0.01,8
HBW,956.0,0.0,0.0,0.0,0.0,8
HBO,956.0,0.0,0.0,0.0,0.0,8
NHB,956.0,5.9,0.0,0.01,0.01,8
HBC,956.0,0.0,0.0,0.0,0.0,8
HBSch,956.0,0.0,0.0,0.0,0.0,8
All,957.0,0.16,0.0,0.0,0.0,8
HBW,957.0,0.0,0.0,0.0,0.0,8
HBO,957.0,0.0,0.0,0.0,0.0,8
NHB,957.0,0.16,0.0,0.0,0.0,8
HBC,957.0,0.0,0.0,0.0,0.0,8
HBSch,957.0,0.0,0.0,0.0,0.0,8
All,958.0,1286.8,34.17,4.78,38.95,8
HBW,958.0,0.0,0.0,0.0,0.0,8
HBO,958.0,0.0,0.0,0.0,0.0,8
NHB,958.0,1286.8,34.17,4.78,38.95,8
HBC,958.0,0.0,0.0,0.0,0.0,8
HBSch,958.0,0.0,0.0,0.0,0.0,8
All,959.0,633.79,11.75,5.57,17.32,8
HBW,959.0,0.0,0.0,0.0,0.0,8
HBO,959.0,0.0,0.0,0.0,0.0,8
NHB,959.0,633.79,11.75,5.57,17.32,8
HBC,959.0,0.0,0.0,0.0,0.0,8
HBSch,959.0,0.0,0.0,0.0,0.0,8
All,960.0,9203.64,440.75,356.27,1188.48,8
HBW,960.0,1516.95,17.52,156.67,174.19,8
HBO,960.0,4860.29,338.57,171.09,509.65,8
NHB,960.0,2201.24,80.72,24.23,104.94,8
HBC,960.0,58.0,0.0,3.13,3.13,8
HBSch,960.0,567.17,3.95,1.16,396.58,8
All,961.0,6547.13,286.64,379.73,954.18,8
HBW,961.0,1539.73,4.61,206.74,211.35,8
HBO,961.0,4056.63,263.51,161.78,425.29,8
NHB,961.0,572.94,15.62,6.66,22.28,8
HBC,961.0,29.0,0.0,3.69,3.69,8
HBSch,961.0,348.83,2.91,0.86,291.57,8
All,962.0,4236.0,160.91,285.83,591.36,8
HBW,962.0,1019.94,3.89,163.01,166.9,8
HBO,962.0,2572.41,145.06,116.54,261.6,8
NHB,962.0,392.31,10.49,4.66,15.15,8
HBC,962.0,31.0,0.0,1.2,1.2,8
HBSch,962.0,220.33,1.46,0.43,146.52,8
All,963.0,1980.59,110.71,25.86,136.57,8
HBW,963.0,0.0,0.0,0.0,0.0,8
HBO,963.0,0.0,0.0,0.0,0.0,8
NHB,963.0,1980.59,110.71,25.86,136.57,8
HBC,963.0,0.0,0.0,0.0,0.0,8
HBSch,963.0,0.0,0.0,0.0,0.0,8
All,964.0,4398.37,188.64,403.48,592.12,8
HBW,964.0,1195.01,9.39,250.18,259.57,8
HBO,964.0,2605.47,129.96,146.06,276.02,8
NHB,964.0,355.82,48.98,4.95,53.93,8
HBC,964.0,23.0,0.31,2.29,2.6,8
HBSch,964.0,219.07,0.0,0.0,0.0,8
All,965.0,8737.63,134.71,85.55,220.26,8
HBW,965.0,0.0,0.0,0.0,0.0,8
HBO,965.0,0.0,0.0,0.0,0.0,8
NHB,965.0,8737.63,134.71,85.55,220.26,8
HBC,965.0,0.0,0.0,0.0,0.0,8
HBSch,965.0,0.0,0.0,0.0,0.0,8
All,966.0,1937.77,87.05,129.99,275.88,8
HBW,966.0,397.56,2.48,65.77,68.25,8
HBO,966.0,1196.45,77.57,61.02,138.59,8
NHB,966.0,195.72,6.41,2.39,8.8,8
HBC,966.0,17.0,0.0,0.64,0.64,8
HBSch,966.0,131.04,0.59,0.16,59.59,8
All,967.0,3335.83,159.9,212.84,506.18,8
HBW,967.0,724.4,3.91,114.5,118.41,8
HBO,967.0,2051.32,142.67,92.82,235.49,8
NHB,967.0,348.59,11.98,4.27,16.25,8
HBC,967.0,22.0,0.0,0.85,0.85,8
HBSch,967.0,189.52,1.35,0.39,135.18,8
All,968.0,3877.39,192.88,279.48,615.14,8
HBW,968.0,887.52,4.51,159.22,163.72,8
HBO,968.0,2376.63,171.12,113.81,284.93,8
NHB,968.0,411.28,15.81,5.12,20.93,8
HBC,968.0,6.0,0.0,0.91,0.91,8
HBSch,968.0,195.96,1.44,0.42,144.64,8
All,969.0,3241.54,154.86,229.1,517.27,8
HBW,969.0,814.45,3.83,137.63,141.47,8
HBO,969.0,1978.66,138.21,87.07,225.29,8
NHB,969.0,267.63,11.47,3.36,14.84,8
HBC,969.0,7.0,0.0,0.63,0.63,8
HBSch,969.0,173.8,1.35,0.4,135.05,8
All,970.0,5891.5,377.28,511.52,1119.89,8
HBW,970.0,1362.03,18.46,296.04,314.5,8
HBO,970.0,3601.77,307.84,200.16,508.0,8
NHB,970.0,540.6,45.26,6.47,51.73,8
HBC,970.0,57.0,3.38,8.17,11.55,8
HBSch,970.0,330.11,2.33,0.69,234.11,8
All,971.0,2917.25,547.44,505.42,1119.92,8
HBW,971.0,792.29,41.52,264.05,305.57,8
HBO,971.0,1553.08,398.43,233.14,631.57,8
NHB,971.0,464.02,106.5,5.35,111.85,8
HBC,971.0,22.0,0.32,2.68,3.0,8
HBSch,971.0,85.85,0.68,0.2,67.93,8
All,972.0,1453.56,224.13,164.43,407.42,8
HBW,972.0,249.68,13.44,73.49,86.92,8
HBO,972.0,559.9,115.78,82.19,197.96,8
NHB,972.0,595.38,94.45,7.33,101.78,8
HBC,972.0,10.0,0.27,1.36,1.63,8
HBSch,972.0,38.6,0.19,0.06,19.12,8
All,973.0,3326.01,1053.0,603.29,1710.37,8
HBW,973.0,947.35,120.18,347.9,468.08,8
HBO,973.0,1836.7,791.57,243.34,1034.91,8
NHB,973.0,399.53,133.34,4.68,138.01,8
HBC,973.0,57.0,7.36,7.22,14.58,8
HBSch,973.0,85.44,0.55,0.16,54.79,8
All,974.0,7584.19,343.78,613.52,1126.72,8
HBW,974.0,2038.08,12.07,375.21,387.27,8
HBO,974.0,4385.38,263.11,216.27,479.37,8
NHB,974.0,739.24,59.61,11.17,70.78,8
HBC,974.0,85.0,7.29,10.4,17.69,8
HBSch,974.0,336.49,1.71,0.48,171.61,8
All,975.0,0.0,0.0,0.0,0.0,8
HBW,975.0,0.0,0.0,0.0,0.0,8
HBO,975.0,0.0,0.0,0.0,0.0,8
NHB,975.0,0.0,0.0,0.0,0.0,8
HBC,975.0,0.0,0.0,0.0,0.0,8
HBSch,975.0,0.0,0.0,0.0,0.0,8
All,976.0,0.0,0.0,0.0,0.0,8
HBW,976.0,0.0,0.0,0.0,0.0,8
HBO,976.0,0.0,0.0,0.0,0.0,8
NHB,976.0,0.0,0.0,0.0,0.0,8
HBC,976.0,0.0,0.0,0.0,0.0,8
HBSch,976.0,0.0,0.0,0.0,0.0,8
All,977.0,1003.94,28.42,3.84,32.26,8
HBW,977.0,0.0,0.0,0.0,0.0,8
HBO,977.0,0.0,0.0,0.0,0.0,8
NHB,977.0,1003.94,28.42,3.84,32.26,8
HBC,977.0,0.0,0.0,0.0,0.0,8
HBSch,977.0,0.0,0.0,0.0,0.0,8
All,978.0,9745.44,448.29,43.03,491.32,8
HBW,978.0,0.0,0.0,0.0,0.0,8
HBO,978.0,0.0,0.0,0.0,0.0,8
NHB,978.0,9745.44,448.29,43.03,491.32,8
HBC,978.0,0.0,0.0,0.0,0.0,8
HBSch,978.0,0.0,0.0,0.0,0.0,8
All,979.0,1645.59,37.75,16.91,54.66,8
HBW,979.0,0.0,0.0,0.0,0.0,8
HBO,979.0,0.0,0.0,0.0,0.0,8
NHB,979.0,1645.59,37.75,16.91,54.66,8
HBC,979.0,0.0,0.0,0.0,0.0,8
HBSch,979.0,0.0,0.0,0.0,0.0,8
All,980.0,6331.04,305.61,356.31,817.04,8
HBW,980.0,1314.82,15.26,179.01,194.27,8
HBO,980.0,3759.54,261.21,166.67,427.88,8
NHB,980.0,853.17,27.57,9.95,37.52,8
HBC,980.0,10.0,0.0,0.24,0.24,8
HBSch,980.0,393.51,1.57,0.43,157.13,8
All,981.0,4217.22,186.51,284.46,607.2,8
HBW,981.0,1056.87,11.43,160.94,172.37,8
HBO,981.0,2469.97,153.32,114.92,268.24,8
NHB,981.0,461.36,19.41,5.92,25.33,8
HBC,981.0,20.0,0.98,2.28,3.26,8
HBSch,981.0,209.02,1.38,0.4,138.0,8
All,982.0,2971.98,164.01,236.96,513.77,8
HBW,982.0,686.57,5.7,138.98,144.68,8
HBO,982.0,1789.38,136.93,91.62,228.55,8
NHB,982.0,324.74,18.86,4.09,22.95,8
HBC,982.0,13.0,1.38,1.93,3.31,8
HBSch,982.0,158.29,1.14,0.33,114.27,8
All,983.0,2340.93,118.46,180.9,345.18,8
HBW,983.0,606.02,7.2,100.87,108.07,8
HBO,983.0,1374.75,80.54,67.89,148.43,8
NHB,983.0,155.99,4.6,2.75,7.36,8
HBC,983.0,93.0,25.65,9.26,34.91,8
HBSch,983.0,111.17,0.46,0.13,46.42,8
All,984.0,13705.66,1026.94,683.88,1983.62,8
HBW,984.0,2708.38,99.82,310.64,410.45,8
HBO,984.0,7391.71,824.65,333.72,1158.37,8
NHB,984.0,2796.08,99.55,33.73,133.28,8
HBC,984.0,91.0,0.16,5.04,5.21,8
HBSch,984.0,718.5,2.76,0.74,276.3,8
All,985.0,6092.51,500.8,394.95,928.82,8
HBW,985.0,1057.4,38.92,167.66,206.58,8
HBO,985.0,2922.98,381.27,198.81,580.08,8
NHB,985.0,1791.03,80.04,23.54,103.58,8
HBC,985.0,62.0,0.23,4.85,5.09,8
HBSch,985.0,259.1,0.33,0.09,33.49,8
All,986.0,1221.47,141.08,73.49,231.95,8
HBW,986.0,168.28,6.24,31.06,37.3,8
HBO,986.0,419.48,58.12,34.46,92.58,8
NHB,986.0,605.16,76.13,7.7,83.83,8
HBC,986.0,3.0,0.41,0.22,0.64,8
HBSch,986.0,25.54,0.18,0.05,17.6,8
All,987.0,4051.75,270.63,337.82,745.1,8
HBW,987.0,935.45,13.71,183.69,197.4,8
HBO,987.0,2546.43,223.55,145.72,369.28,8
NHB,987.0,318.87,31.32,4.15,35.47,8
HBC,987.0,34.0,0.66,3.85,4.51,8
HBSch,987.0,216.99,1.38,0.41,138.45,8
All,988.0,2042.68,434.09,112.23,583.44,8
HBW,988.0,258.34,27.16,44.14,71.3,8
HBO,988.0,716.31,179.58,55.55,235.13,8
NHB,988.0,1003.82,226.4,11.61,238.01,8
HBC,988.0,18.0,0.57,0.82,1.39,8
HBSch,988.0,46.21,0.37,0.11,37.6,8
All,989.0,3227.1,321.62,279.58,727.93,8
HBW,989.0,744.07,22.71,154.92,177.63,8
HBO,989.0,2015.59,249.84,119.56,369.4,8
NHB,989.0,286.28,46.01,3.48,49.49,8
HBC,989.0,16.0,1.78,1.24,3.01,8
