Purpose,TAZID,All,Walk,Bike,NonM
HBSch,2970.0,1477.32,10.44,3.09,1046.95
All,2971.0,40162.05,10592.94,1384.31,12566.09
HBW,2971.0,8715.03,1981.25,657.22,2638.46
HBO,2971.0,22595.05,7239.5,630.17,7869.67
NHB,2971.0,6791.24,1344.24,68.88,1413.12
HBC,2971.0,230.01,22.0,26.19,48.2
HBSch,2971.0,1830.72,5.95,1.85,596.64
All,2972.0,3698.23,762.71,59.7,831.76
HBW,2972.0,180.1,45.57,12.24,57.82
HBO,2972.0,473.15,146.28,14.11,160.39
NHB,2972.0,2974.99,563.86,30.42,594.28
HBC,2972.0,30.0,6.89,2.9,9.79
HBSch,2972.0,40.0,0.09,0.03,9.48
All,2973.0,3288.42,490.77,137.79,756.46
HBW,2973.0,667.55,55.53,56.45,111.98
HBO,2973.0,1940.21,385.44,66.13,451.57
NHB,2973.0,417.76,46.98,4.4,51.38
HBC,2973.0,67.0,1.53,10.42,11.96
HBSch,2973.0,195.91,1.29,0.38,129.57
All,2974.0,33253.81,7690.59,1245.95,10086.27
HBW,2974.0,6720.42,1202.42,550.23,1752.65
HBO,2974.0,19800.74,5732.18,627.75,6359.93
NHB,2974.0,4490.39,727.52,47.91,775.43
HBC,2974.0,137.0,16.86,16.6,33.46
HBSch,2974.0,2105.26,11.61,3.46,1164.8
All,2975.0,9220.48,2178.76,314.48,2635.29
HBW,2975.0,1810.7,428.14,134.82,562.96
HBO,2975.0,4793.6,1390.75,153.01,1543.76
NHB,2975.0,2226.61,357.59,23.71,381.3
HBC,2975.0,22.0,0.85,2.49,3.34
HBSch,2975.0,367.57,1.43,0.45,143.94
All,2976.0,3123.5,726.93,114.42,879.7
HBW,2976.0,518.16,109.0,34.83,143.82
HBO,2976.0,1410.46,408.81,44.29,453.1
NHB,2976.0,730.93,114.64,7.47,122.11
HBC,2976.0,352.0,94.09,27.71,121.8
HBSch,2976.0,111.95,0.39,0.12,38.86
All,2977.0,28079.13,6037.63,940.86,7796.68
HBW,2977.0,5306.57,979.64,372.85,1352.49
HBO,2977.0,16201.57,4419.28,506.84,4926.11
NHB,2977.0,4761.99,627.98,49.11,677.09
HBC,2977.0,82.01,2.47,9.62,12.09
HBSch,2977.0,1726.99,8.26,2.45,828.9
All,2978.0,7747.66,1040.01,87.51,1128.39
HBW,2978.0,14.24,5.28,1.12,6.4
HBO,2978.0,48.07,10.16,1.35,11.51
NHB,2978.0,7682.2,1024.55,85.04,1109.59
HBC,2978.0,0.0,0.0,0.0,0.0
HBSch,2978.0,3.15,0.01,0.0,0.89
All,2979.0,3455.8,935.66,180.92,1151.95
HBW,2979.0,420.17,77.17,29.31,106.47
HBO,2979.0,1112.89,299.79,40.01,339.8
NHB,2979.0,394.69,50.69,4.25,54.94
HBC,2979.0,1440.0,507.66,107.24,614.89
HBSch,2979.0,88.04,0.36,0.12,35.85
All,2980.0,8629.13,2237.43,249.12,2559.15
HBW,2980.0,1594.45,377.19,110.11,487.3
HBO,2980.0,3863.84,1266.56,108.89,1375.45
NHB,2980.0,2834.87,592.15,28.22,620.37
HBC,2980.0,16.0,0.8,1.67,2.47
HBSch,2980.0,319.97,0.73,0.23,73.56
All,2981.0,16405.28,4297.51,581.97,5138.45
HBW,2981.0,3550.49,751.57,281.12,1032.69
HBO,2981.0,9448.36,3029.79,265.05,3294.85
NHB,2981.0,2431.2,503.71,25.2,528.91
HBC,2981.0,91.0,9.82,9.84,19.65
HBSch,2981.0,884.23,2.62,0.76,262.35
All,2982.0,10057.55,2528.4,386.8,3157.25
HBW,2982.0,1975.45,438.69,192.92,631.61
HBO,2982.0,5618.26,1705.92,167.72,1873.64
NHB,2982.0,1931.41,373.89,20.88,394.77
HBC,2982.0,39.0,7.46,4.59,12.05
HBSch,2982.0,493.43,2.45,0.69,245.19
All,2983.0,9435.05,2201.55,413.49,2768.57
HBW,2983.0,2028.49,381.62,210.57,592.2
HBO,2983.0,5382.78,1533.42,173.7,1707.11
NHB,2983.0,1484.9,267.78,16.39,284.16
HBC,2983.0,108.01,17.18,12.39,29.57
HBSch,2983.0,430.88,1.55,0.44,155.53
All,2984.0,5585.25,1163.01,245.47,1512.83
HBW,2984.0,818.64,110.96,75.51,186.47
HBO,2984.0,2728.41,680.92,88.52,769.44
NHB,2984.0,905.31,133.47,9.83,143.3
HBC,2984.0,772.0,236.6,71.31,307.92
HBSch,2984.0,360.89,1.05,0.3,105.71
All,2985.0,1634.16,215.84,18.0,233.84
HBW,2985.0,0.0,0.0,0.0,0.0
HBO,2985.0,0.0,0.0,0.0,0.0
NHB,2985.0,1634.16,215.84,18.0,233.84
HBC,2985.0,0.0,0.0,0.0,0.0
HBSch,2985.0,0.0,0.0,0.0,0.0
All,2986.0,3825.67,930.94,129.41,1119.73
HBW,2986.0,582.05,127.21,38.89,166.1
HBO,2986.0,1853.47,567.56,57.42,624.98
NHB,2986.0,888.84,163.39,9.39,172.78
HBC,2986.0,270.0,72.18,23.53,95.7
HBSch,2986.0,231.31,0.6,0.19,60.17
All,2987.0,5566.43,1405.72,235.18,1785.01
HBW,2987.0,879.96,179.16,65.18,244.34
HBO,2987.0,2891.78,877.13,88.53,965.66
NHB,2987.0,571.21,102.56,5.81,108.37
HBC,2987.0,885.0,245.41,75.23,320.64
HBSch,2987.0,338.47,1.46,0.43,145.99
All,2988.0,4597.71,1105.18,198.55,1418.48
HBW,2988.0,738.63,134.87,59.3,194.16
HBO,2988.0,2399.92,681.04,75.65,756.7
NHB,2988.0,451.69,75.34,4.79,80.13
HBC,2988.0,722.0,212.77,58.48,271.25
HBSch,2988.0,285.47,1.16,0.34,116.25
All,2989.0,3565.98,813.69,150.75,1022.09
HBW,2989.0,532.34,76.44,39.14,115.58
HBO,2989.0,1570.36,391.47,48.96,440.43
NHB,2989.0,561.26,83.73,6.11,89.85
HBC,2989.0,716.0,261.46,56.37,317.84
HBSch,2989.0,186.03,0.58,0.17,58.4
All,2990.0,6540.44,1669.24,312.56,2070.61
HBW,2990.0,796.45,134.37,47.64,182.01
HBO,2990.0,2618.96,704.16,81.31,785.46
NHB,2990.0,463.7,70.88,4.89,75.77
HBC,2990.0,2333.0,758.93,178.43,937.36
HBSch,2990.0,328.33,0.9,0.29,90.0
All,2991.0,6515.12,1628.79,290.61,2024.68
HBW,2991.0,898.33,145.15,60.96,206.11
HBO,2991.0,3051.9,829.26,103.87,933.14
NHB,2991.0,540.68,79.6,5.78,85.38
HBC,2991.0,1644.0,573.72,119.66,693.38
HBSch,2991.0,380.21,1.06,0.34,106.68
All,2992.0,9473.38,2272.97,356.7,2742.07
HBW,2992.0,957.77,171.03,65.0,236.03
HBO,2992.0,3131.27,815.33,103.26,918.59
NHB,2992.0,2716.26,390.13,29.37,419.51
HBC,2992.0,2282.0,895.34,158.71,1054.05
HBSch,2992.0,386.07,1.14,0.35,113.89
All,2993.0,7314.84,1831.56,310.41,2231.78
HBW,2993.0,946.82,125.7,63.02,188.72
HBO,2993.0,3101.99,792.98,106.83,899.81
NHB,2993.0,1038.15,141.64,11.63,153.27
HBC,2993.0,1847.0,770.33,128.65,898.98
HBSch,2993.0,380.88,0.91,0.28,91.0
All,2994.0,5683.04,1071.32,231.77,1413.45
HBW,2994.0,970.44,102.83,72.21,175.03
HBO,2994.0,2990.64,639.64,92.86,732.51
NHB,2994.0,608.28,76.65,6.92,83.57
HBC,2994.0,730.0,251.09,59.45,310.54
HBSch,2994.0,383.69,1.11,0.32,111.8
All,2995.0,50383.85,8106.42,2034.54,10794.79
HBW,2995.0,10017.74,737.71,1003.29,1741.0
HBO,2995.0,30567.93,6561.15,923.11,7484.25
NHB,2995.0,5285.14,674.6,58.66,733.26
HBC,2995.0,431.0,126.36,47.54,173.9
HBSch,2995.0,4082.04,6.6,1.94,662.38
All,2996.0,35836.78,7816.75,1156.18,9024.73
HBW,2996.0,7507.06,718.38,527.47,1245.85
HBO,2996.0,21464.99,6367.34,581.48,6948.82
NHB,2996.0,4015.14,729.92,41.34,771.25
HBC,2996.0,69.0,0.59,5.73,6.32
HBSch,2996.0,2780.58,0.52,0.16,52.49
All,2997.0,7691.86,1300.93,80.46,1381.45
HBW,2997.0,21.37,3.03,1.36,4.38
HBO,2997.0,48.63,11.01,1.23,12.24
NHB,2997.0,7616.31,1286.89,77.88,1364.77
HBC,2997.0,0.0,0.0,0.0,0.0
HBSch,2997.0,5.55,0.0,0.0,0.06
All,2998.0,5015.59,798.91,48.69,847.6
HBW,2998.0,0.0,0.0,0.0,0.0
HBO,2998.0,0.0,0.0,0.0,0.0
NHB,2998.0,5015.59,798.91,48.69,847.6
HBC,2998.0,0.0,0.0,0.0,0.0
HBSch,2998.0,0.0,0.0,0.0,0.0
All,2999.0,88037.76,20200.84,3025.06,24253.61
HBW,2999.0,16502.39,1569.11,1398.66,2967.78
HBO,2999.0,54453.9,16710.21,1505.77,18215.98
NHB,2999.0,9804.6,1910.79,98.4,2009.18
HBC,2999.0,178.01,0.36,19.31,19.66
HBSch,2999.0,7098.86,10.38,2.93,1041.02
All,3000.0,21765.04,4896.0,683.08,5694.06
HBW,3000.0,4653.21,535.06,317.1,852.16
HBO,3000.0,12884.72,3885.92,336.78,4222.7
NHB,3000.0,2584.3,473.85,25.94,499.8
HBC,3000.0,52.0,0.0,2.9,2.9
HBSch,3000.0,1590.82,1.16,0.36,116.5
All,3001.0,2912.26,612.53,80.42,699.59
HBW,3001.0,542.18,67.05,34.51,101.55
HBO,3001.0,1268.93,368.9,35.49,404.39
NHB,3001.0,979.82,176.52,10.18,186.7
HBC,3001.0,3.0,0.0,0.22,0.22
HBSch,3001.0,118.33,0.07,0.02,6.73
All,3002.0,3348.61,536.6,130.35,722.05
HBW,3002.0,636.95,54.56,58.87,113.42
HBO,3002.0,1780.53,385.48,56.36,441.85
NHB,3002.0,668.37,94.06,7.08,101.14
HBC,3002.0,49.0,1.95,7.87,9.81
HBSch,3002.0,213.76,0.56,0.17,55.83
All,3003.0,23681.29,5195.38,799.92,6639.69
HBW,3003.0,5006.3,620.37,383.78,1004.15
HBO,3003.0,13745.27,3927.26,374.14,4301.4
NHB,3003.0,3419.66,641.24,34.99,676.24
HBC,3003.0,46.0,0.0,5.16,5.16
HBSch,3003.0,1464.05,6.51,1.84,652.73
All,3004.0,26187.79,6426.36,813.82,7473.23
HBW,3004.0,5682.9,911.93,374.44,1286.37
HBO,3004.0,15271.04,4822.37,400.16,5222.53
NHB,3004.0,3476.4,688.76,34.85,723.62
HBC,3004.0,44.01,0.94,3.64,4.58
HBSch,3004.0,1713.44,2.35,0.73,236.13
All,3005.0,13143.27,3265.9,397.76,3724.14
HBW,3005.0,2843.21,502.01,183.15,685.16
HBO,3005.0,6857.92,2199.33,181.53,2380.86
NHB,3005.0,2807.16,560.15,27.81,587.97
HBC,3005.0,51.0,3.79,5.08,8.87
HBSch,3005.0,583.99,0.61,0.19,61.29
All,3006.0,29717.19,6647.49,992.67,8052.83
HBW,3006.0,6349.46,899.67,461.88,1361.56
HBO,3006.0,17459.95,5029.82,478.96,5508.78
NHB,3006.0,3832.25,709.38,38.95,748.33
HBC,3006.0,95.0,4.45,11.59,16.04
HBSch,3006.0,1980.52,4.17,1.29,418.12
All,3007.0,19453.25,5219.59,561.53,6026.52
HBW,3007.0,3861.6,834.4,245.74,1080.14
HBO,3007.0,10780.6,3619.06,277.56,3896.62
NHB,3007.0,3551.09,763.3,34.95,798.24
HBC,3007.0,25.0,0.35,2.5,2.85
HBSch,3007.0,1234.95,2.48,0.78,248.66
All,3008.0,9410.12,2531.31,263.07,2849.85
HBW,3008.0,1807.53,454.47,119.22,573.69
HBO,3008.0,4368.51,1462.16,115.02,1577.17
NHB,3008.0,2857.33,614.12,27.58,641.71
HBC,3008.0,10.01,0.0,1.07,1.07
HBSch,3008.0,366.74,0.56,0.18,56.22
All,3009.0,1001.32,155.65,10.09,165.74
HBW,3009.0,0.0,0.0,0.0,0.0
HBO,3009.0,0.0,0.0,0.0,0.0
NHB,3009.0,1001.32,155.65,10.09,165.74
HBC,3009.0,0.0,0.0,0.0,0.0
HBSch,3009.0,0.0,0.0,0.0,0.0
All,3010.0,47750.19,9912.0,1829.92,12215.92
HBW,3010.0,8995.92,891.15,924.73,1815.88
HBO,3010.0,29357.97,8058.37,840.05,8898.42
NHB,3010.0,5338.38,957.7,53.94,1011.64
HBC,3010.0,74.0,0.0,9.92,9.92
HBSch,3010.0,3983.92,4.79,1.29,480.07
All,3011.0,15355.24,3893.49,476.24,4450.5
HBW,3011.0,3158.88,541.82,212.01,753.83
HBO,3011.0,8626.94,2816.14,233.11,3049.26
NHB,3011.0,2625.64,531.66,26.24,557.91
HBC,3011.0,45.0,3.05,4.6,7.66
HBSch,3011.0,898.79,0.82,0.26,81.85
All,3012.0,10708.67,2717.51,372.99,3147.46
HBW,3012.0,2346.54,406.11,180.41,586.52
HBO,3012.0,6137.9,1978.41,169.81,2148.22
NHB,3012.0,1596.94,329.28,16.39,345.67
HBC,3012.0,58.0,3.14,6.2,9.34
HBSch,3012.0,569.3,0.58,0.18,57.71
All,3013.0,23187.19,5824.63,836.72,6808.62
HBW,3013.0,4937.46,847.75,437.92,1285.66
HBO,3013.0,12832.01,4095.76,349.51,4445.27
NHB,3013.0,4121.41,877.64,42.43,920.07
HBC,3013.0,55.0,2.0,6.43,8.43
HBSch,3013.0,1241.31,1.49,0.43,149.18
All,3014.0,19205.23,5252.37,589.38,5977.5
HBW,3014.0,4024.83,941.45,280.5,1221.94
HBO,3014.0,10275.18,3446.75,267.27,3714.02
NHB,3014.0,3935.46,862.17,38.42,900.59
HBC,3014.0,36.01,0.63,2.76,3.4
HBSch,3014.0,933.75,1.37,0.43,137.55
All,3015.0,20945.45,5677.78,731.86,6646.03
HBW,3015.0,4415.99,921.25,365.81,1287.06
HBO,3015.0,12112.13,4043.06,325.59,4368.65
NHB,3015.0,3201.59,703.61,31.97,735.57
HBC,3015.0,65.0,7.48,7.78,15.27
HBSch,3015.0,1150.74,2.39,0.7,239.48
All,3016.0,30685.44,7990.3,1127.46,9444.21
HBW,3016.0,6501.51,1313.19,586.44,1899.63
HBO,3016.0,17778.79,5697.68,483.28,6180.96
NHB,3016.0,4586.04,965.37,47.44,1012.81
HBC,3016.0,77.0,10.76,9.34,20.1
HBSch,3016.0,1742.1,3.3,0.96,330.71
All,3017.0,623.36,26.99,6.45,33.43
HBW,3017.0,0.0,0.0,0.0,0.0
HBO,3017.0,0.0,0.0,0.0,0.0
NHB,3017.0,623.36,26.99,6.45,33.43
HBC,3017.0,0.0,0.0,0.0,0.0
HBSch,3017.0,0.0,0.0,0.0,0.0
All,3018.0,131.71,5.46,1.38,6.84
HBW,3018.0,0.0,0.0,0.0,0.0
HBO,3018.0,0.0,0.0,0.0,0.0
NHB,3018.0,131.71,5.46,1.38,6.84
HBC,3018.0,0.0,0.0,0.0,0.0
HBSch,3018.0,0.0,0.0,0.0,0.0
All,3019.0,2450.36,245.1,24.27,269.37
HBW,3019.0,0.0,0.0,0.0,0.0
HBO,3019.0,0.0,0.0,0.0,0.0
NHB,3019.0,2450.36,245.1,24.27,269.37
HBC,3019.0,0.0,0.0,0.0,0.0
HBSch,3019.0,0.0,0.0,0.0,0.0
All,3020.0,5053.22,831.46,49.33,880.79
HBW,3020.0,0.0,0.0,0.0,0.0
HBO,3020.0,0.0,0.0,0.0,0.0
NHB,3020.0,5053.22,831.46,49.33,880.79
HBC,3020.0,0.0,0.0,0.0,0.0
HBSch,3020.0,0.0,0.0,0.0,0.0
All,3021.0,866.21,119.27,8.66,127.93
HBW,3021.0,0.0,0.0,0.0,0.0
HBO,3021.0,0.0,0.0,0.0,0.0
NHB,3021.0,866.21,119.27,8.66,127.93
HBC,3021.0,0.0,0.0,0.0,0.0
HBSch,3021.0,0.0,0.0,0.0,0.0
All,3022.0,675.86,62.3,6.97,69.28
HBW,3022.0,0.0,0.0,0.0,0.0
HBO,3022.0,0.0,0.0,0.0,0.0
NHB,3022.0,675.86,62.3,6.97,69.28
HBC,3022.0,0.0,0.0,0.0,0.0
HBSch,3022.0,0.0,0.0,0.0,0.0
All,3023.0,39.13,2.29,0.42,2.71
HBW,3023.0,0.0,0.0,0.0,0.0
HBO,3023.0,0.0,0.0,0.0,0.0
NHB,3023.0,39.13,2.29,0.42,2.71
HBC,3023.0,0.0,0.0,0.0,0.0
HBSch,3023.0,0.0,0.0,0.0,0.0
All,3024.0,2115.02,276.03,50.42,350.6
HBW,3024.0,179.68,8.64,18.1,26.74
HBO,3024.0,561.36,103.85,18.49,122.33
NHB,3024.0,1298.84,163.25,13.58,176.84
HBC,3024.0,3.0,0.05,0.18,0.23
HBSch,3024.0,72.14,0.24,0.07,24.46
All,3025.0,69222.12,11764.03,2789.49,15622.83
HBW,3025.0,13979.99,577.15,1461.41,2038.57
HBO,3025.0,41936.57,9985.45,1249.05,11234.5
NHB,3025.0,7039.81,1190.63,76.12,1266.75
HBC,3025.0,129.0,0.0,0.0,0.0
HBSch,3025.0,6136.74,10.8,2.9,1083.01
All,3026.0,58470.72,10678.15,2175.82,13170.84
HBW,3026.0,11872.94,311.41,1168.92,1480.33
HBO,3026.0,35474.88,9387.9,933.86,10321.76
NHB,3026.0,5725.08,970.86,57.43,1028.29
HBC,3026.0,161.0,4.79,14.74,19.53
HBSch,3026.0,5236.82,3.2,0.86,320.93
All,3027.0,23807.51,5800.11,993.03,7013.51
HBW,3027.0,5222.82,797.41,554.16,1351.57
HBO,3027.0,13546.23,4201.84,382.69,4584.53
NHB,3027.0,3610.54,782.96,37.52,820.48
HBC,3027.0,138.0,15.68,18.06,33.73
HBSch,3027.0,1289.93,2.23,0.6,223.2
All,3028.0,51263.26,11158.96,2138.52,14753.03
HBW,3028.0,9858.69,1034.05,1130.13,2164.19
HBO,3028.0,31058.08,8841.74,922.92,9764.66
NHB,3028.0,6445.56,1265.31,68.59,1333.9
HBC,3028.0,93.0,3.16,12.92,16.08
HBSch,3028.0,3807.93,14.7,3.95,1474.2
All,3029.0,26463.33,4693.44,1234.38,6031.13
HBW,3029.0,5530.1,323.84,691.09,1014.93
HBO,3029.0,15933.7,3876.7,504.55,4381.25
NHB,3029.0,2964.91,491.86,33.22,525.08
HBC,3029.0,30.01,0.0,5.23,5.23
HBSch,3029.0,2004.61,1.04,0.28,104.63
All,3030.0,34146.67,8064.48,1470.13,9842.15
HBW,3030.0,7352.4,1164.48,788.16,1952.64
HBO,3030.0,19954.27,5925.77,604.84,6530.6
NHB,3030.0,4688.47,934.23,50.28,984.5
HBC,3030.0,202.0,36.91,25.96,62.87
HBSch,3030.0,1949.54,3.11,0.9,311.54
All,3031.0,1126.26,35.47,8.77,44.23
HBW,3031.0,0.0,0.0,0.0,0.0
HBO,3031.0,0.0,0.0,0.0,0.0
NHB,3031.0,1126.26,35.47,8.77,44.23
HBC,3031.0,0.0,0.0,0.0,0.0
HBSch,3031.0,0.0,0.0,0.0,0.0
All,3032.0,525.44,23.1,7.52,30.76
HBW,3032.0,50.81,2.11,1.79,3.9
HBO,3032.0,112.51,6.91,2.4,9.31
NHB,3032.0,349.42,14.08,3.33,17.41
HBC,3032.0,0.0,0.0,0.0,0.0
HBSch,3032.0,12.7,0.0,0.0,0.14
All,3033.0,59262.37,7167.86,1723.89,10262.29
HBW,3033.0,11548.14,286.0,678.19,964.19
HBO,3033.0,36422.04,6305.81,971.34,7277.14
NHB,3033.0,6188.12,562.21,61.09,623.3
HBC,3033.0,113.01,0.0,9.55,9.55
HBSch,3033.0,4991.05,13.84,3.73,1388.11
All,3034.0,23638.84,3197.33,735.62,4439.48
HBW,3034.0,4558.67,129.3,321.41,450.71
HBO,3034.0,14035.68,2710.51,381.99,3092.5
NHB,3034.0,2984.04,352.3,30.29,382.59
HBC,3034.0,30.0,0.1,0.56,0.66
HBSch,3034.0,2030.45,5.12,1.38,513.03
All,3035.0,231.66,7.47,1.68,9.15
HBW,3035.0,0.0,0.0,0.0,0.0
HBO,3035.0,0.0,0.0,0.0,0.0
NHB,3035.0,231.66,7.47,1.68,9.15
HBC,3035.0,0.0,0.0,0.0,0.0
HBSch,3035.0,0.0,0.0,0.0,0.0
All,3036.0,1087.3,38.3,7.69,45.99
HBW,3036.0,0.0,0.0,0.0,0.0
HBO,3036.0,0.0,0.0,0.0,0.0
NHB,3036.0,1087.3,38.3,7.69,45.99
HBC,3036.0,0.0,0.0,0.0,0.0
HBSch,3036.0,0.0,0.0,0.0,0.0
All,3037.0,459.73,12.75,3.69,16.44
HBW,3037.0,0.0,0.0,0.0,0.0
HBO,3037.0,0.0,0.0,0.0,0.0
NHB,3037.0,459.73,12.75,3.69,16.44
HBC,3037.0,0.0,0.0,0.0,0.0
HBSch,3037.0,0.0,0.0,0.0,0.0
All,3038.0,739.03,24.7,5.68,30.37
HBW,3038.0,0.0,0.0,0.0,0.0
HBO,3038.0,0.0,0.0,0.0,0.0
NHB,3038.0,739.03,24.7,5.68,30.37
HBC,3038.0,0.0,0.0,0.0,0.0
HBSch,3038.0,0.0,0.0,0.0,0.0
All,3039.0,4717.6,378.49,66.5,547.73
HBW,3039.0,714.56,31.61,13.54,45.15
HBO,3039.0,2288.4,271.73,39.95,311.68
NHB,3039.0,1371.83,74.12,9.01,83.13
HBC,3039.0,33.0,0.0,3.71,3.71
HBSch,3039.0,309.81,1.04,0.28,104.06
All,3040.0,4726.44,377.59,63.2,516.98
HBW,3040.0,822.7,27.93,14.15,42.08
HBO,3040.0,2416.86,286.53,40.65,327.18
NHB,3040.0,1166.71,62.35,7.5,69.86
HBC,3040.0,19.0,0.0,0.68,0.68
HBSch,3040.0,301.18,0.77,0.21,77.18
All,3041.0,4805.54,322.36,67.92,508.49
HBW,3041.0,993.58,11.14,14.0,25.14
HBO,3041.0,2899.06,289.75,45.54,335.28
NHB,3041.0,481.71,20.28,3.07,23.34
HBC,3041.0,52.0,0.0,4.99,4.99
HBSch,3041.0,379.19,1.19,0.33,119.74
All,3042.0,2570.85,170.52,36.25,208.73
HBW,3042.0,416.88,14.4,8.12,22.52
HBO,3042.0,1326.02,128.44,23.58,152.02
NHB,3042.0,631.51,27.66,4.39,32.05
HBC,3042.0,5.0,0.0,0.15,0.15
HBSch,3042.0,191.44,0.02,0.01,1.99
All,3043.0,1766.8,114.81,22.83,166.7
HBW,3043.0,281.02,6.11,4.95,11.06
HBO,3043.0,783.91,80.08,13.39,93.47
NHB,3043.0,607.81,28.31,4.12,32.43
HBC,3043.0,3.0,0.0,0.3,0.3
HBSch,3043.0,91.05,0.29,0.08,29.44
All,3044.0,2138.82,97.44,24.27,122.81
HBW,3044.0,277.83,4.76,4.66,9.42
HBO,3044.0,771.09,56.01,12.81,68.82
NHB,3044.0,983.7,36.67,6.8,43.47
HBC,3044.0,2.0,0.0,0.0,0.0
HBSch,3044.0,104.2,0.01,0.0,1.1
All,3045.0,34.39,0.25,0.35,0.61
HBW,3045.0,6.04,0.0,0.06,0.06
HBO,3045.0,17.75,0.24,0.26,0.5
NHB,3045.0,8.95,0.01,0.04,0.05
HBC,3045.0,0.0,0.0,0.0,0.0
HBSch,3045.0,1.65,0.0,0.0,0.0
All,3046.0,6.39,0.06,0.07,0.13
HBW,3046.0,0.49,0.0,0.01,0.01
HBO,3046.0,2.87,0.05,0.05,0.1
NHB,3046.0,2.65,0.01,0.02,0.02
HBC,3046.0,0.0,0.0,0.0,0.0
HBSch,3046.0,0.38,0.0,0.0,0.0
All,3047.0,1.15,0.02,0.01,0.03
HBW,3047.0,0.0,0.0,0.0,0.0
HBO,3047.0,0.0,0.0,0.0,0.0
NHB,3047.0,1.15,0.02,0.01,0.03
HBC,3047.0,0.0,0.0,0.0,0.0
HBSch,3047.0,0.0,0.0,0.0,0.0
All,3048.0,0.73,0.02,0.01,0.03
HBW,3048.0,0.0,0.0,0.0,0.0
HBO,3048.0,0.0,0.0,0.0,0.0
NHB,3048.0,0.73,0.02,0.01,0.03
HBC,3048.0,0.0,0.0,0.0,0.0
HBSch,3048.0,0.0,0.0,0.0,0.0
All,3049.0,0.82,0.01,0.01,0.01
HBW,3049.0,0.0,0.0,0.0,0.0
HBO,3049.0,0.0,0.0,0.0,0.0
NHB,3049.0,0.82,0.01,0.01,0.01
HBC,3049.0,0.0,0.0,0.0,0.0
HBSch,3049.0,0.0,0.0,0.0,0.0
All,3050.0,0.89,0.02,0.01,0.02
HBW,3050.0,0.0,0.0,0.0,0.0
HBO,3050.0,0.0,0.0,0.0,0.0
NHB,3050.0,0.89,0.02,0.01,0.02
HBC,3050.0,0.0,0.0,0.0,0.0
HBSch,3050.0,0.0,0.0,0.0,0.0
All,3051.0,742.48,30.81,4.4,35.21
HBW,3051.0,0.0,0.0,0.0,0.0
HBO,3051.0,0.0,0.0,0.0,0.0
NHB,3051.0,742.48,30.81,4.4,35.21
HBC,3051.0,0.0,0.0,0.0,0.0
HBSch,3051.0,0.0,0.0,0.0,0.0
All,3052.0,405.87,18.93,2.48,21.41
HBW,3052.0,0.0,0.0,0.0,0.0
HBO,3052.0,0.0,0.0,0.0,0.0
NHB,3052.0,405.87,18.93,2.48,21.41
HBC,3052.0,0.0,0.0,0.0,0.0
HBSch,3052.0,0.0,0.0,0.0,0.0
All,3053.0,919.41,31.58,5.75,37.33
HBW,3053.0,0.0,0.0,0.0,0.0
HBO,3053.0,0.0,0.0,0.0,0.0
NHB,3053.0,919.41,31.58,5.75,37.33
HBC,3053.0,0.0,0.0,0.0,0.0
HBSch,3053.0,0.0,0.0,0.0,0.0
All,3054.0,483.05,15.73,3.18,18.92
HBW,3054.0,2.47,0.07,0.05,0.12
HBO,3054.0,6.57,0.49,0.12,0.61
NHB,3054.0,473.61,15.18,3.01,18.19
HBC,3054.0,0.0,0.0,0.0,0.0
HBSch,3054.0,0.39,0.0,0.0,0.0
All,3055.0,1496.73,44.41,10.07,54.48
HBW,3055.0,0.0,0.0,0.0,0.0
HBO,3055.0,0.0,0.0,0.0,0.0
NHB,3055.0,1496.73,44.41,10.07,54.48
HBC,3055.0,0.0,0.0,0.0,0.0
HBSch,3055.0,0.0,0.0,0.0,0.0
All,3056.0,1139.06,41.24,7.85,49.09
HBW,3056.0,0.0,0.0,0.0,0.0
HBO,3056.0,0.0,0.0,0.0,0.0
NHB,3056.0,1139.06,41.24,7.85,49.09
HBC,3056.0,0.0,0.0,0.0,0.0
HBSch,3056.0,0.0,0.0,0.0,0.0
All,3057.0,1926.87,67.1,13.93,81.03
HBW,3057.0,0.0,0.0,0.0,0.0
HBO,3057.0,0.0,0.0,0.0,0.0
NHB,3057.0,1926.87,67.1,13.93,81.03
HBC,3057.0,0.0,0.0,0.0,0.0
HBSch,3057.0,0.0,0.0,0.0,0.0
All,3058.0,1639.81,119.53,25.15,231.16
HBW,3058.0,263.45,8.69,5.36,14.05
HBO,3058.0,884.01,95.47,15.55,111.03
NHB,3058.0,374.02,14.49,2.4,16.9
HBC,3058.0,16.0,0.0,1.58,1.58
HBSch,3058.0,102.33,0.87,0.26,87.61
All,3059.0,4806.03,404.55,66.18,702.54
HBW,3059.0,796.25,37.23,14.6,51.84
HBO,3059.0,2781.04,330.69,46.47,377.16
NHB,3059.0,712.64,34.28,4.43,38.71
HBC,3059.0,166.0,0.0,0.0,0.0
HBSch,3059.0,350.1,2.34,0.68,234.84
All,3060.0,2018.18,122.24,26.08,255.65
HBW,3060.0,344.87,9.38,5.88,15.26
HBO,3060.0,1009.77,92.84,16.18,109.02
NHB,3060.0,539.5,18.93,3.57,22.5
HBC,3060.0,5.0,0.0,0.14,0.14
HBSch,3060.0,119.04,1.08,0.32,108.73
All,3061.0,4894.4,356.01,64.49,686.64
HBW,3061.0,871.44,29.24,14.62,43.86
HBO,3061.0,2640.35,282.75,42.26,325.01
