"TAZID","CityIdx","CITY_UGRC"
3129,36,"MAP"
3130,82,"[Unincorporated]"
3131,64,"SPV"
3132,64,"SPV"
3133,64,"SPV"
3134,64,"SPV"
3135,64,"SPV"
3136,64,"SPV"
3137,64,"SPV"
3138,64,"SPV"
3139,64,"SPV"
3140,64,"SPV"
3141,64,"SPV"
3142,82,"[Unincorporated]"
3143,82,"[Unincorporated]"
3144,59,"SFK"
3145,59,"SFK"
3146,59,"SFK"
3147,64,"SPV"
3148,64,"SPV"
3149,82,"[Unincorporated]"
3150,82,"[Unincorporated]"
3151,59,"SFK"
3152,59,"SFK"
3153,59,"SFK"
3154,59,"SFK"
3155,82,"[Unincorporated]"
3156,82,"[Unincorporated]"
3157,82,"[Unincorporated]"
3158,59,"SFK"
3159,82,"[Unincorporated]"
3160,82,"[Unincorporated]"
3161,82,"[Unincorporated]"
3162,59,"SFK"
3163,59,"SFK"
3164,59,"SFK"
3165,59,"SFK"
3166,82,"[Unincorporated]"
3167,82,"[Unincorporated]"
3168,59,"SFK"
