"TAZID","CityIdx","CITY_UGRC"
3169,59,"SFK"
3170,82,"[Unincorporated]"
3171,59,"SFK"
3172,59,"SFK"
3173,59,"SFK"
3174,59,"SFK"
3175,59,"SFK"
3176,59,"SFK"
3177,59,"SFK"
3178,59,"SFK"
3179,59,"SFK"
3180,59,"SFK"
3181,59,"SFK"
3182,59,"SFK"
3183,59,"SFK"
3184,59,"SFK"
3185,59,"SFK"
3186,59,"SFK"
3187,59,"SFK"
3188,59,"SFK"
3189,59,"SFK"
3190,59,"SFK"
3191,59,"SFK"
3192,59,"SFK"
3193,59,"SFK"
3194,59,"SFK"
3195,59,"SFK"
3196,59,"SFK"
3197,59,"SFK"
3198,59,"SFK"
3199,59,"SFK"
3200,59,"SFK"
3201,59,"SFK"
3202,59,"SFK"
3203,59,"SFK"
3204,59,"SFK"
3205,59,"SFK"
3206,59,"SFK"
3207,59,"SFK"
3208,59,"SFK"
3209,59,"SFK"
3210,59,"SFK"
3211,59,"SFK"
3212,59,"SFK"
3213,59,"SFK"
3214,59,"SFK"
3215,59,"SFK"
3216,59,"SFK"
3217,59,"SFK"
3218,59,"SFK"
3219,59,"SFK"
3220,59,"SFK"
3221,59,"SFK"
3222,59,"SFK"
3223,59,"SFK"
3224,59,"SFK"
3225,59,"SFK"
3226,59,"SFK"
3227,59,"SFK"
3228,59,"SFK"
3229,59,"SFK"
3230,59,"SFK"
3231,59,"SFK"
3232,59,"SFK"
3233,59,"SFK"
3234,59,"SFK"
3235,59,"SFK"
3236,59,"SFK"
3237,59,"SFK"
3238,59,"SFK"
3239,59,"SFK"
3240,59,"SFK"
3241,59,"SFK"
3242,59,"SFK"
3243,62,"SLM"
3244,62,"SLM"
3245,62,"SLM"
3246,62,"SLM"
3247,62,"SLM"
3248,62,"SLM"
3249,62,"SLM"
3250,62,"SLM"
3251,59,"SFK"
3252,59,"SFK"
3253,59,"SFK"
3254,59,"SFK"
3255,47,"PAY"
3256,62,"SLM"
3257,62,"SLM"
3258,62,"SLM"
3259,62,"SLM"
3260,62,"SLM"
3261,62,"SLM"
3262,62,"SLM"
3263,62,"SLM"
3264,62,"SLM"
3265,62,"SLM"
3266,62,"SLM"
3267,62,"SLM"
3268,62,"SLM"
3269,62,"SLM"
3270,47,"PAY"
3271,47,"PAY"
3272,47,"PAY"
3273,47,"PAY"
3274,47,"PAY"
3275,62,"SLM"
3276,62,"SLM"
3277,62,"SLM"
3278,62,"SLM"
3279,62,"SLM"
3280,62,"SLM"
3281,62,"SLM"
3282,47,"PAY"
3283,47,"PAY"
3284,47,"PAY"
3285,47,"PAY"
3286,47,"PAY"
3287,47,"PAY"
3288,47,"PAY"
3289,62,"SLM"
3290,62,"SLM"
3291,62,"SLM"
3292,47,"PAY"
3293,47,"PAY"
3294,62,"SLM"
3295,62,"SLM"
3296,62,"SLM"
3297,62,"SLM"
3298,62,"SLM"
3299,62,"SLM"
3300,62,"SLM"
3301,47,"PAY"
3302,62,"SLM"
3303,47,"PAY"
3304,47,"PAY"
3305,62,"SLM"
3306,62,"SLM"
3307,62,"SLM"
3308,62,"SLM"
3309,47,"PAY"
3310,18,"ELK"
3311,18,"ELK"
3312,62,"SLM"
3313,62,"SLM"
3314,62,"SLM"
3315,62,"SLM"
3316,47,"PAY"
3317,18,"ELK"
3318,74,"WDL"
3319,74,"WDL"
3320,18,"ELK"
3321,82,"[Unincorporated]"
3322,82,"[Unincorporated]"
3323,82,"[Unincorporated]"
3324,82,"[Unincorporated]"
3325,82,"[Unincorporated]"
3326,82,"[Unincorporated]"
3327,82,"[Unincorporated]"
3328,82,"[Unincorporated]"
3329,82,"[Unincorporated]"
3330,82,"[Unincorporated]"
3331,82,"[Unincorporated]"
3332,82,"[Unincorporated]"
3333,82,"[Unincorporated]"
3334,82,"[Unincorporated]"
3335,82,"[Unincorporated]"
3336,82,"[Unincorporated]"
3337,82,"[Unincorporated]"
3338,82,"[Unincorporated]"
3339,82,"[Unincorporated]"
3340,82,"[Unincorporated]"
3341,82,"[Unincorporated]"
3342,82,"[Unincorporated]"
3343,82,"[Unincorporated]"
3344,82,"[Unincorporated]"
3345,82,"[Unincorporated]"
3346,82,"[Unincorporated]"
3347,82,"[Unincorporated]"
3348,82,"[Unincorporated]"
3349,82,"[Unincorporated]"
3350,82,"[Unincorporated]"
3351,82,"[Unincorporated]"
3352,82,"[Unincorporated]"
3353,82,"[Unincorporated]"
3354,82,"[Unincorporated]"
3355,82,"[Unincorporated]"
3356,82,"[Unincorporated]"
3357,82,"[Unincorporated]"
3358,82,"[Unincorporated]"
3359,82,"[Unincorporated]"
3360,82,"[Unincorporated]"
3361,82,"[Unincorporated]"
3362,82,"[Unincorporated]"
3363,59,"SFK"
3364,82,"[Unincorporated]"
3365,82,"[Unincorporated]"
3366,82,"[Unincorporated]"
3367,82,"[Unincorporated]"
3368,82,"[Unincorporated]"
3369,82,"[Unincorporated]"
3370,82,"[Unincorporated]"
3371,82,"[Unincorporated]"
3372,82,"[Unincorporated]"
3373,82,"[Unincorporated]"
3374,82,"[Unincorporated]"
3375,59,"SFK"
3376,59,"SFK"
3377,59,"SFK"
3378,47,"PAY"
3379,47,"PAY"
3380,47,"PAY"
3381,47,"PAY"
3382,47,"PAY"
3383,47,"PAY"
3384,47,"PAY"
3385,47,"PAY"
3386,47,"PAY"
3387,47,"PAY"
3388,47,"PAY"
3389,47,"PAY"
3390,47,"PAY"
3391,47,"PAY"
3392,47,"PAY"
3393,47,"PAY"
3394,47,"PAY"
3395,47,"PAY"
3396,47,"PAY"
3397,47,"PAY"
3398,47,"PAY"
3399,47,"PAY"
3400,47,"PAY"
3401,47,"PAY"
3402,47,"PAY"
3403,47,"PAY"
3404,47,"PAY"
3405,47,"PAY"
3406,47,"PAY"
3407,47,"PAY"
3408,47,"PAY"
3409,47,"PAY"
3410,47,"PAY"
3411,47,"PAY"
3412,47,"PAY"
3413,47,"PAY"
3414,47,"PAY"
3415,47,"PAY"
3416,47,"PAY"
3417,47,"PAY"
3418,47,"PAY"
3419,47,"PAY"
3420,47,"PAY"
3421,47,"PAY"
3422,47,"PAY"
3423,47,"PAY"
3424,47,"PAY"
3425,47,"PAY"
3426,47,"PAY"
3427,47,"PAY"
3428,47,"PAY"
3429,47,"PAY"
3430,47,"PAY"
3431,47,"PAY"
3432,47,"PAY"
3433,47,"PAY"
3434,47,"PAY"
3435,47,"PAY"
3436,47,"PAY"
3437,47,"PAY"
3438,47,"PAY"
3439,57,"SAQ"
3440,47,"PAY"
3441,47,"PAY"
3442,47,"PAY"
3443,47,"PAY"
3444,57,"SAQ"
3445,18,"ELK"
3446,57,"SAQ"
3447,57,"SAQ"
3448,47,"PAY"
3449,47,"PAY"
3450,47,"PAY"
3451,57,"SAQ"
3452,57,"SAQ"
3453,57,"SAQ"
3454,57,"SAQ"
3455,57,"SAQ"
3456,57,"SAQ"
3457,57,"SAQ"
3458,24,"GEN"
3459,24,"GEN"
3460,24,"GEN"
3461,24,"GEN"
3462,24,"GEN"
3463,24,"GEN"
3464,24,"GEN"
3465,57,"SAQ"
3466,57,"SAQ"
3467,57,"SAQ"
3468,57,"SAQ"
3469,57,"SAQ"
3470,57,"SAQ"
3471,57,"SAQ"
3472,57,"SAQ"
3473,57,"SAQ"
3474,57,"SAQ"
3475,57,"SAQ"
3476,57,"SAQ"
3477,57,"SAQ"
3478,57,"SAQ"
3479,57,"SAQ"
3480,57,"SAQ"
3481,57,"SAQ"
3482,57,"SAQ"
3483,57,"SAQ"
3484,57,"SAQ"
3485,57,"SAQ"
3486,57,"SAQ"
3487,57,"SAQ"
3488,57,"SAQ"
3489,57,"SAQ"
3490,57,"SAQ"
3491,57,"SAQ"
3492,57,"SAQ"
3493,57,"SAQ"
3494,57,"SAQ"
3495,57,"SAQ"
3496,57,"SAQ"
3497,57,"SAQ"
3498,57,"SAQ"
3499,57,"SAQ"
3500,57,"SAQ"
3501,57,"SAQ"
3502,57,"SAQ"
3503,82,"[Unincorporated]"
3504,82,"[Unincorporated]"
3505,82,"[Unincorporated]"
3506,82,"[Unincorporated]"
3507,82,"[Unincorporated]"
3508,25,"GOS"
3509,82,"[Unincorporated]"
3510,25,"GOS"
3511,25,"GOS"
3512,25,"GOS"
3513,25,"GOS"
3514,82,"[Unincorporated]"
3515,82,"[Unincorporated]"
3516,82,"[Unincorporated]"
3517,82,"[Unincorporated]"
3518,82,"[Unincorporated]"
3519,82,"[Unincorporated]"
3520,82,"[Unincorporated]"
3521,82,"[Unincorporated]"
3522,82,"[Unincorporated]"
3523,82,"[Unincorporated]"
3524,82,"[Unincorporated]"
3525,82,"[Unincorporated]"
3526,82,"[Unincorporated]"
3527,82,"[Unincorporated]"
3528,82,"[Unincorporated]"
3529,82,"[Unincorporated]"
3530,82,"[Unincorporated]"
3531,82,"[Unincorporated]"
3532,82,"[Unincorporated]"
3533,82,"[Unincorporated]"
3534,82,"[Unincorporated]"
3535,82,"[Unincorporated]"
3536,82,"[Unincorporated]"
3537,82,"[Unincorporated]"
3538,82,"[Unincorporated]"
3539,82,"[Unincorporated]"
3540,82,"[Unincorporated]"
3541,82,"[Unincorporated]"
3542,82,"[Unincorporated]"
3543,82,"[Unincorporated]"
3544,82,"[Unincorporated]"
3545,82,"[Unincorporated]"
3546,82,"[Unincorporated]"
3547,82,"[Unincorporated]"
3548,82,"[Unincorporated]"
3549,82,"[Unincorporated]"
3550,82,"[Unincorporated]"
3551,82,"[Unincorporated]"
3552,82,"[Unincorporated]"
3553,82,"[Unincorporated]"
3554,82,"[Unincorporated]"
3555,82,"[Unincorporated]"
3556,82,"[Unincorporated]"
3557,82,"[Unincorporated]"
3558,82,"[Unincorporated]"
3559,82,"[Unincorporated]"
3560,82,"[Unincorporated]"
3561,82,"[Unincorporated]"
3562,82,"[Unincorporated]"
