SEGID,DIRECTION,DIRECTION_NAME,DY_VOL_GR1,DY_VOL_GR2,DY_VOL_GR3,DY_VOL_GR4,DY_VOL_TOTAL
0089_416.5,D1,NB,         0,         0,         0,         0,         0
0089_416.5,D2,SB,         0,         0,         0,         0,         0
0089_416.5,Both,Total,         0,         0,         0,         0,         0
0089_417.0,D1,NB,         0,         0,         0,         0,         0
0089_417.0,D2,SB,         0,         0,         0,         0,         0
0089_417.0,Both,Total,         0,         0,         0,         0,         0
0089_417.4,D1,NB,         0,         0,         0,         0,         0
0089_417.4,D2,SB,         0,         0,         0,         0,         0
0089_417.4,Both,Total,         0,         0,         0,         0,         0
0089_417.9,D1,NB,         0,         0,         0,         0,         0
0089_417.9,D2,SB,         0,         0,         0,         0,         0
0089_417.9,Both,Total,         0,         0,         0,         0,         0
0089_418.2,D1,NB,         0,         0,         0,         0,         0
0089_418.2,D2,SB,         0,         0,         0,         0,         0
0089_418.2,Both,Total,         0,         0,         0,         0,         0
0089_418.6,D1,NB,         0,         0,         0,         0,         0
0089_418.6,D2,SB,         0,         0,         0,         0,         0
0089_418.6,Both,Total,         0,         0,         0,         0,         0
0089_419.3,D1,NB,         0,         0,         0,         0,         0
0089_419.3,D2,SB,         0,         0,         0,         0,         0
0089_419.3,Both,Total,         0,         0,         0,         0,         0
0089_420.1,D1,NB,         0,         0,         0,         0,         0
0089_420.1,D2,SB,         0,         0,         0,         0,         0
0089_420.1,Both,Total,         0,         0,         0,         0,         0
0089_420.3,D1,NB,         0,         0,         0,         0,         0
0089_420.3,D2,SB,         0,         0,         0,       0.4,       0.4
0089_420.3,Both,Total,         0,         0,         0,       0.2,       0.2
0089_421.7,D1,NB,         0,         0,         0,         0,         0
0089_421.7,D2,SB,         0,         0,         0,         0,         0
0089_421.7,Both,Total,         0,         0,         0,         0,         0
0089_422.5,D1,NB,         0,         0,         0,         0,         0
0089_422.5,D2,SB,         0,         0,         0,         0,         0
0089_422.5,Both,Total,         0,         0,         0,         0,         0
0089_422.7,D1,NB,         0,         0,         0,         0,         0
0089_422.7,D2,SB,         0,         0,         0,         0,         0
0089_422.7,Both,Total,         0,         0,         0,         0,         0
0089_423.4,D1,NB,         0,         0,         0,         0,         0
0089_423.4,D2,SB,         0,         0,         0,         0,         0
0089_423.4,Both,Total,         0,         0,         0,         0,         0
0089_423.8,D1,NB,         0,         0,         0,         0,         0
0089_423.8,D2,SB,         0,         0,         0,         0,         0
0089_423.8,Both,Total,         0,         0,         0,         0,         0
0089_425.0,D1,NB,         0,         0,         0,         0,         0
0089_425.0,D2,SB,         0,         0,         0,         0,         0
0089_425.0,Both,Total,         0,         0,         0,         0,         0
0089_427.1,D1,NB,         0,         0,         0,         0,         0
0089_427.1,D2,SB,         0,         0,         0,         0,         0
0089_427.1,Both,Total,         0,         0,         0,         0,         0
0089_427.7,D1,NB,         0,         0,         0,         0,         0
0089_427.7,D2,SB,         0,         0,         0,         0,         0
0089_427.7,Both,Total,         0,         0,         0,         0,         0
0089_428.1,D1,NB,         0,         0,         0,         0,         0
0089_428.1,D2,SB,         0,         0,         0,         0,         0
0089_428.1,Both,Total,         0,         0,         0,         0,         0
0089_428.8,D1,NB,         0,         0,         0,         0,         0
0089_428.8,D2,SB,         0,         0,         0,         0,         0
0089_428.8,Both,Total,         0,         0,         0,         0,         0
0089_430.3,D1,NB,         0,         0,         0,         0,         0
0089_430.3,D2,SB,         0,         0,         0,         0,         0
0089_430.3,Both,Total,         0,         0,         0,         0,         0
0089_432.1,D1,NB,         0,         0,         0,         0,         0
0089_432.1,D2,SB,         0,         0,         0,         0,         0
0089_432.1,Both,Total,         0,         0,         0,         0,         0
0089_433.3,D1,NB,         0,         0,         0,         0,         0
0089_433.3,D2,SB,         0,         0,         0,         0,         0
0089_433.3,Both,Total,         0,         0,         0,         0,         0
0090_000.0,D1,EB,         0,         0,         0,         0,         0
0090_000.0,D2,WB,         0,         0,         0,         0,         0
0090_000.0,Both,Total,         0,         0,         0,         0,         0
0090_000.2,D1,EB,         0,         0,         0,         0,         0
0090_000.2,D2,WB,         0,         0,         0,         0,         0
0090_000.2,Both,Total,         0,         0,         0,         0,         0
0090_000.5,D1,EB,         0,         0,         0,         0,         0
0090_000.5,D2,WB,         0,         0,         0,         0,         0
0090_000.5,Both,Total,         0,         0,         0,         0,         0
0091_000.1,D1,EB,         0,         0,         0,         0,         0
0091_000.1,D2,WB,         0,         0,         0,         0,         0
0091_000.1,Both,Total,         0,         0,         0,         0,         0
0091_001.0,D1,EB,         0,         0,         0,         0,         0
0091_001.0,D2,WB,         0,         0,         0,         0,         0
0091_001.0,Both,Total,         0,         0,         0,         0,         0
0091_001.4,D1,EB,         0,         0,         0,         0,         0
0091_001.4,D2,WB,         0,         0,         0,         0,         0
0091_001.4,Both,Total,         0,         0,         0,         0,         0
0091_001.6,D1,EB,         0,         0,         0,         0,         0
0091_001.6,D2,WB,         0,         0,         0,         0,         0
0091_001.6,Both,Total,         0,         0,         0,         0,         0
0091_002.0,D1,EB,         0,         0,         0,         0,         0
0091_002.0,D2,WB,         0,         0,         0,         0,         0
0091_002.0,Both,Total,         0,         0,         0,         0,         0
0091_003.7,D1,EB,         0,         0,         0,         0,         0
0091_003.7,D2,WB,         0,         0,         0,         0,         0
0091_003.7,Both,Total,         0,         0,         0,         0,         0
0091_004.9,D1,EB,         0,         0,         0,         0,         0
0091_004.9,D2,WB,         0,         0,         0,         0,         0
0091_004.9,Both,Total,         0,         0,         0,         0,         0
0091_005.7,D1,NB,         0,         0,         0,         0,         0
0091_005.7,D2,SB,         0,         0,         0,         0,         0
0091_005.7,Both,Total,         0,         0,         0,         0,         0
0091_006.6,D1,NB,         0,         0,         0,         0,         0
0091_006.6,D2,SB,         0,         0,         0,         0,         0
0091_006.6,Both,Total,         0,         0,         0,         0,         0
0092_000.0,D1,EB,      42.0,       2.0,         0,         0,      44.0
0092_000.0,D2,WB,      14.0,       2.0,      11.0,         0,      27.0
0092_000.0,Both,Total,      28.0,       2.0,       5.5,         0,      35.5
0092_000.1,D1,EB,     106.0,      29.0,      69.0,         0,     204.0
0092_000.1,D2,WB,     207.0,       1.0,         0,       1.0,     209.0
0092_000.1,Both,Total,     156.5,      15.0,      34.5,       0.5,     206.5
0092_000.5,D1,EB,      58.0,      14.9,      36.1,         0,     109.0
0092_000.5,D2,WB,     185.0,       1.0,         0,       1.0,     187.0
0092_000.5,Both,Total,     104.6,       9.8,      22.9,       0.4,     137.6
0092_000.8,D1,EB,      37.3,       7.8,      20.3,         0,      65.3
0092_000.8,D2,WB,      83.2,         0,         0,         0,      83.2
0092_000.8,Both,Total,      59.0,       4.1,      10.7,         0,      73.8
0092_001.4,D1,EB,      31.5,       6.6,      16.4,         0,      54.5
0092_001.4,D2,WB,      58.5,         0,         0,         0,      58.5
0092_001.4,Both,Total,      45.0,       3.3,       8.2,         0,      56.5
0092_002.4,D1,EB,      37.5,       8.9,      19.1,         0,      65.5
0092_002.4,D2,WB,      58.0,         0,         0,         0,      58.0
0092_002.4,Both,Total,      49.8,       3.6,       7.6,         0,      61.0
0092_003.4,D1,EB,      49.0,      13.0,      26.0,         0,      88.0
0092_003.4,D2,WB,      29.5,         0,         0,         0,      29.5
0092_003.4,Both,Total,      37.4,       5.2,      10.5,         0,      53.1
0092_003.9,D1,EB,      42.0,      10.0,      19.5,         0,      71.6
0092_003.9,D2,WB,      68.0,         0,         0,         0,      68.0
0092_003.9,Both,Total,      55.7,       4.7,       9.2,         0,      69.7
0092_004.9,D1,EB,      31.5,       6.0,      14.3,         0,      51.8
0092_004.9,D2,WB,      53.4,         0,         0,         0,      53.4
0092_004.9,Both,Total,      42.5,       3.0,       7.1,         0,      52.6
0092_005.8,D1,EB,      16.0,       4.0,       9.0,         0,      29.0
0092_005.8,D2,WB,      29.0,         0,         0,         0,      29.0
0092_005.8,Both,Total,      22.5,       2.0,       4.5,         0,      29.0
0092_006.4,D1,EB,       3.0,         0,       4.0,         0,       7.0
0092_006.4,D2,WB,       9.0,         0,         0,         0,       9.0
0092_006.4,Both,Total,       6.0,         0,       2.0,         0,       8.0
0092_007.3,D1,EB,       2.0,         0,       4.0,         0,       6.0
0092_007.3,D2,WB,       7.0,         0,         0,         0,       7.0
0092_007.3,Both,Total,       4.5,         0,       2.0,         0,       6.5
0092_007.6,D1,EB,       1.0,         0,       1.0,         0,       2.0
0092_007.6,D2,WB,         0,         0,         0,         0,         0
0092_007.6,Both,Total,       0.5,         0,       0.5,         0,       1.0
0092_010.2,D1,EB,       1.0,         0,       1.0,         0,       2.0
0092_010.2,D2,WB,         0,         0,         0,         0,         0
0092_010.2,Both,Total,       0.5,         0,       0.5,         0,       1.0
0092_012.7,D1,EB,       1.0,         0,       1.0,         0,       2.0
0092_012.7,D2,WB,         0,         0,         0,         0,         0
0092_012.7,Both,Total,       0.5,         0,       0.5,         0,       1.0
0092_018.8,D1,NB,         0,         0,         0,         0,         0
0092_018.8,D2,SB,         0,         0,         0,         0,         0
0092_018.8,Both,Total,         0,         0,         0,         0,         0
0092_022.7,D1,NB,       1.0,       1.0,       2.0,         0,       4.0
0092_022.7,D2,SB,       2.0,         0,         0,         0,       2.0
0092_022.7,Both,Total,       1.5,       0.5,       1.0,         0,       3.0
0093_000.0,D1,EB,         0,         0,         0,       1.0,       1.0
0093_000.0,D2,WB,       1.0,         0,         0,         0,       1.0
0093_000.0,Both,Total,       0.5,         0,         0,       0.5,       1.0
0093_000.1,D1,EB,       2.0,         0,       1.0,       3.0,       6.0
0093_000.1,D2,WB,         0,         0,       3.0,       1.0,       4.0
0093_000.1,Both,Total,       1.0,         0,       2.0,       2.0,       5.0
0096_013.6,D1,NB,       1.0,         0,         0,         0,       1.0
0096_013.6,D2,SB,         0,         0,         0,         0,         0
0096_013.6,Both,Total,       0.5,         0,         0,         0,       0.5
0096_013.8,D1,EB,       1.0,         0,         0,         0,       1.0
0096_013.8,D2,WB,         0,         0,         0,         0,         0
0096_013.8,Both,Total,       0.5,         0,         0,         0,       0.5
0097_000.0,D1,EB,         0,         0,         0,         0,         0
0097_000.0,D2,WB,         0,         0,         0,         0,         0
0097_000.0,Both,Total,         0,         0,         0,         0,         0
0097_000.5,D1,EB,         0,         0,         0,         0,         0
0097_000.5,D2,WB,         0,         0,         0,         0,         0
0097_000.5,Both,Total,         0,         0,         0,         0,         0
0097_001.1,D1,EB,         0,         0,         0,         0,         0
0097_001.1,D2,WB,         0,         0,         0,         0,         0
0097_001.1,Both,Total,         0,         0,         0,         0,         0
0097_001.5,D1,EB,         0,         0,         0,         0,         0
0097_001.5,D2,WB,         0,         0,         0,         0,         0
0097_001.5,Both,Total,         0,         0,         0,         0,         0
0097_002.0,D1,EB,         0,         0,         0,         0,         0
0097_002.0,D2,WB,         0,         0,         0,         0,         0
0097_002.0,Both,Total,         0,         0,         0,         0,         0
0097_003.1,D1,EB,         0,         0,         0,         0,         0
0097_003.1,D2,WB,         0,         0,         0,         0,         0
0097_003.1,Both,Total,         0,         0,         0,         0,         0
0097_003.6,D1,EB,         0,         0,         0,         0,         0
0097_003.6,D2,WB,         0,         0,         0,         0,         0
0097_003.6,Both,Total,         0,         0,         0,         0,         0
0097_004.1,D1,EB,         0,         0,         0,         0,         0
0097_004.1,D2,WB,         0,         0,         0,         0,         0
0097_004.1,Both,Total,         0,         0,         0,         0,         0
0097_004.4,D1,EB,         0,         0,         0,         0,         0
0097_004.4,D2,WB,         0,         0,         0,         0,         0
0097_004.4,Both,Total,         0,         0,         0,         0,         0
0097_005.1,D1,EB,         0,         0,       2.0,         0,       2.0
0097_005.1,D2,WB,         0,         0,         0,         0,         0
0097_005.1,Both,Total,         0,         0,       1.0,         0,       1.0
0097_005.3,D1,EB,         0,         0,         0,         0,         0
0097_005.3,D2,WB,         0,         0,       1.0,       1.0,       2.0
0097_005.3,Both,Total,         0,         0,       0.5,       0.5,       1.0
0103_000.0,D1,EB,         0,         0,         0,         0,         0
0103_000.0,D2,WB,         0,         0,         0,         0,         0
0103_000.0,Both,Total,         0,         0,         0,         0,         0
0104_000.0,D1,EB,         0,         0,         0,         0,         0
0104_000.0,D2,WB,         0,         0,         0,         0,         0
0104_000.0,Both,Total,         0,         0,         0,         0,         0
0104_000.7,D1,EB,         0,         0,         0,         0,         0
0104_000.7,D2,WB,         0,         0,         0,         0,         0
0104_000.7,Both,Total,         0,         0,         0,         0,         0
0104_001.0,D1,EB,         0,         0,         0,         0,         0
0104_001.0,D2,WB,         0,         0,         0,         0,         0
0104_001.0,Both,Total,         0,         0,         0,         0,         0
0104_001.8,D1,EB,         0,         0,         0,         0,         0
0104_001.8,Both,Total,         0,         0,         0,         0,         0
0104_002.5,D2,WB,         0,         0,         0,         0,         0
0104_002.5,Both,Total,         0,         0,         0,         0,         0
0105_000.0,D1,EB,         0,         0,         0,         0,         0
0105_000.0,D2,WB,         0,         0,         0,         0,         0
0105_000.0,Both,Total,         0,         0,         0,         0,         0
0105_000.2,D1,EB,         0,         0,         0,         0,         0
0105_000.2,D2,WB,         0,         0,         0,         0,         0
0105_000.2,Both,Total,         0,         0,         0,         0,         0
0105_000.5,D1,EB,       1.0,         0,         0,         0,       1.0
0105_000.5,D2,WB,         0,       3.0,       2.0,       2.0,       7.0
0105_000.5,Both,Total,       0.5,       1.5,       1.0,       1.0,       4.0
0105_000.7,D1,EB,       1.0,         0,         0,         0,       1.0
0105_000.7,D2,WB,         0,       1.0,       2.0,       2.0,       5.0
0105_000.7,Both,Total,       0.5,       0.5,       1.0,       1.0,       3.0
0105_000.8,D1,EB,         0,         0,         0,         0,         0
0105_000.8,D2,WB,         0,         0,       0.5,         0,       0.5
0105_000.8,Both,Total,         0,         0,       0.3,         0,       0.3
0106_000.0,D1,EB,         0,         0,         0,         0,         0
0106_000.0,D2,WB,         0,         0,         0,         0,         0
0106_000.0,Both,Total,         0,         0,         0,         0,         0
0106_000.3,D1,EB,       1.0,         0,         0,         0,       1.0
0106_000.3,D2,WB,         0,         0,       1.0,       1.0,       2.0
0106_000.3,Both,Total,       0.5,         0,       0.5,       0.5,       1.5
0106_000.4,D1,EB,       1.0,         0,         0,         0,       1.0
0106_000.4,D2,WB,         0,         0,       1.0,         0,       1.0
0106_000.4,Both,Total,       0.5,         0,       0.5,         0,       1.0
0106_000.8,D1,EB,         0,         0,         0,         0,         0
0106_000.8,D2,WB,         0,         0,         0,         0,         0
0106_000.8,Both,Total,         0,         0,         0,         0,         0
0106_001.1,D1,NB,         0,         0,         0,         0,         0
0106_001.1,D2,SB,         0,         0,         0,         0,         0
0106_001.1,Both,Total,         0,         0,         0,         0,         0
0106_002.0,D1,NB,         0,         0,         0,         0,         0
0106_002.0,D2,SB,         0,         0,         0,         0,         0
0106_002.0,Both,Total,         0,         0,         0,         0,         0
0106_002.5,D1,NB,         0,         0,         0,         0,         0
0106_002.5,D2,SB,         0,         0,         0,         0,         0
0106_002.5,Both,Total,         0,         0,         0,         0,         0
0106_003.0,D1,NB,         0,         0,         0,         0,         0
0106_003.0,D2,SB,         0,         0,         0,         0,         0
0106_003.0,Both,Total,         0,         0,         0,         0,         0
0106_003.6,D1,NB,         0,         0,         0,         0,         0
0106_003.6,D2,SB,         0,         0,         0,         0,         0
0106_003.6,Both,Total,         0,         0,         0,         0,         0
0106_006.1,D1,NB,       0.3,         0,         0,         0,       0.3
0106_006.1,D2,SB,         0,         0,         0,         0,         0
0106_006.1,Both,Total,       0.1,         0,         0,         0,       0.1
0106_007.3,D1,NB,         0,         0,         0,         0,         0
0106_007.3,D2,SB,         0,         0,         0,         0,         0
0106_007.3,Both,Total,         0,         0,         0,         0,         0
0106_008.0,D1,EB,         0,         0,         0,         0,         0
0106_008.0,D2,WB,         0,         0,         0,         0,         0
0106_008.0,Both,Total,         0,         0,         0,         0,         0
0106_008.3,D1,NB,         0,         0,         0,         0,         0
0106_008.3,D2,SB,         0,         0,         0,         0,         0
0106_008.3,Both,Total,         0,         0,         0,         0,         0
0106_009.0,D1,EB,         0,         0,         0,         0,         0
0106_009.0,D2,WB,         0,         0,         0,         0,         0
0106_009.0,Both,Total,         0,         0,         0,         0,         0
0106_009.4,D1,EB,         0,         0,         0,         0,         0
0106_009.4,D2,WB,         0,         0,         0,       0.4,       0.4
0106_009.4,Both,Total,         0,         0,         0,       0.2,       0.2
0107_000.0,D1,EB,         0,         0,         0,         0,         0
0107_000.0,D2,WB,         0,         0,         0,         0,         0
0107_000.0,Both,Total,         0,         0,         0,         0,         0
0107_000.2,D1,EB,         0,         0,         0,         0,         0
0107_000.2,D2,WB,         0,         0,         0,         0,         0
0107_000.2,Both,Total,         0,         0,         0,         0,         0
0108_000.0,D1,EB,         0,         0,         0,         0,         0
0108_000.0,D2,WB,         0,         0,         0,         0,         0
0108_000.0,Both,Total,         0,         0,         0,         0,         0
0108_000.1,D1,EB,         0,       1.0,         0,       1.0,       2.0
0108_000.1,D2,WB,         0,         0,         0,         0,         0
0108_000.1,Both,Total,         0,       0.5,         0,       0.5,       1.0
0108_000.7,D1,EB,         0,         0,         0,       1.0,       1.0
0108_000.7,D2,WB,         0,         0,         0,         0,         0
0108_000.7,Both,Total,         0,         0,         0,       0.5,       0.5
0108_001.0,D1,EB,         0,         0,         0,       1.0,       1.0
0108_001.0,D2,WB,         0,         0,         0,         0,         0
0108_001.0,Both,Total,         0,         0,         0,       0.5,       0.5
0108_002.0,D1,EB,         0,         0,         0,         0,         0
0108_002.0,D2,WB,         0,         0,         0,         0,         0
0108_002.0,Both,Total,         0,         0,         0,         0,         0
0108_002.5,D1,EB,         0,         0,         0,         0,         0
0108_002.5,D2,WB,         0,         0,         0,         0,         0
0108_002.5,Both,Total,         0,         0,         0,         0,         0
0108_003.0,D1,EB,         0,         0,         0,         0,         0
0108_003.0,D2,WB,         0,         0,         0,         0,         0
0108_003.0,Both,Total,         0,         0,         0,         0,         0
0108_004.0,D1,NB,         0,         0,         0,         0,         0
0108_004.0,D2,SB,         0,         0,         0,         0,         0
0108_004.0,Both,Total,         0,         0,         0,         0,         0
0108_005.0,D1,NB,         0,         0,         0,         0,         0
0108_005.0,D2,SB,         0,         0,         0,         0,         0
0108_005.0,Both,Total,         0,         0,         0,         0,         0
0108_005.5,D1,NB,         0,         0,         0,         0,         0
0108_005.5,D2,SB,         0,         0,         0,         0,         0
0108_005.5,Both,Total,         0,         0,         0,         0,         0
0108_006.0,D1,NB,         0,         0,         0,         0,         0
0108_006.0,D2,SB,         0,         0,         0,         0,         0
0108_006.0,Both,Total,         0,         0,         0,         0,         0
0108_006.5,D1,NB,         0,         0,         0,         0,         0
0108_006.5,D2,SB,         0,         0,         0,         0,         0
0108_006.5,Both,Total,         0,         0,         0,         0,         0
0108_007.0,D1,NB,         0,         0,         0,         0,         0
0108_007.0,D2,SB,         0,         0,         0,         0,         0
0108_007.0,Both,Total,         0,         0,         0,         0,         0
0108_007.5,D1,NB,         0,         0,         0,         0,         0
0108_007.5,D2,SB,         0,         0,         0,         0,         0
0108_007.5,Both,Total,         0,         0,         0,         0,         0
0108_008.0,D1,NB,         0,         0,         0,         0,         0
0108_008.0,D2,SB,         0,         0,         0,         0,         0
0108_008.0,Both,Total,         0,         0,         0,         0,         0
0108_008.5,D1,NB,         0,         0,         0,         0,         0
0108_008.5,D2,SB,         0,         0,         0,         0,         0
0108_008.5,Both,Total,         0,         0,         0,         0,         0
0108_009.0,D1,NB,         0,         0,         0,         0,         0
0108_009.0,D2,SB,         0,         0,         0,         0,         0
0108_009.0,Both,Total,         0,         0,         0,         0,         0
0108_010.0,D1,NB,         0,         0,         0,         0,         0
0108_010.0,D2,SB,         0,         0,         0,         0,         0
0108_010.0,Both,Total,         0,         0,         0,         0,         0
0108_010.1,D1,NB,         0,         0,         0,         0,         0
0108_010.1,D2,SB,         0,         0,         0,         0,         0
0108_010.1,Both,Total,         0,         0,         0,         0,         0
0108_010.8,D1,NB,         0,         0,         0,         0,         0
0108_010.8,D2,SB,         0,         0,         0,         0,         0
0108_010.8,Both,Total,         0,         0,         0,         0,         0
0108_011.3,D1,NB,         0,         0,         0,         0,         0
0108_011.3,D2,SB,         0,         0,         0,         0,         0
0108_011.3,Both,Total,         0,         0,         0,         0,         0
0108_011.6,D1,NB,         0,         0,         0,         0,         0
0108_011.6,D2,SB,         0,         0,         0,         0,         0
0108_011.6,Both,Total,         0,         0,         0,         0,         0
0108_012.0,D1,EB,         0,         0,         0,         0,         0
0108_012.0,D2,WB,         0,         0,         0,         0,         0
0108_012.0,Both,Total,         0,         0,         0,         0,         0
0108_012.7,D1,EB,         0,         0,       1.0,         0,       1.0
0108_012.7,D2,WB,         0,         0,         0,         0,         0
0108_012.7,Both,Total,         0,         0,       0.5,         0,       0.5
0109_000.0,D1,EB,         0,         0,         0,         0,         0
0109_000.0,D2,WB,         0,         0,         0,         0,         0
0109_000.0,Both,Total,         0,         0,         0,         0,         0
0109_000.4,D1,EB,         0,         0,         0,         0,         0
0109_000.4,D2,WB,         0,         0,         0,         0,         0
0109_000.4,Both,Total,         0,         0,         0,         0,         0
0109_001.1,D1,EB,         0,         0,         0,         0,         0
0109_001.1,D2,WB,         0,         0,         0,         0,         0
0109_001.1,Both,Total,         0,         0,         0,         0,         0
0110_000.0,D1,NB,         0,         0,         0,         0,         0
0110_000.0,D2,SB,         0,         0,         0,         0,         0
0110_000.0,Both,Total,         0,         0,         0,         0,         0
0110_001.0,D1,NB,         0,         0,         0,         0,         0
0110_001.0,D2,SB,         0,         0,         0,         0,         0
0110_001.0,Both,Total,         0,         0,         0,         0,         0
0110_002.0,D1,NB,         0,         0,         0,         0,         0
0110_002.0,D2,SB,         0,         0,         0,         0,         0
0110_002.0,Both,Total,         0,         0,         0,         0,         0
0110_002.5,D1,NB,         0,         0,         0,         0,         0
0110_002.5,D2,SB,         0,         0,         0,         0,         0
0110_002.5,Both,Total,         0,         0,         0,         0,         0
0110_003.0,D1,NB,         0,         0,         0,         0,         0
0110_003.0,D2,SB,         0,         0,         0,         0,         0
0110_003.0,Both,Total,         0,         0,         0,         0,         0
0111_000.0,D1,NB,       5.4,       1.1,         0,       8.9,      15.4
0111_000.0,D2,SB,       6.1,       1.1,       0.6,      10.2,      18.0
0111_000.0,Both,Total,       5.7,       1.1,       0.3,       9.6,      16.7
0111_000.4,D1,NB,      48.0,       9.1,         0,       6.3,      63.4
0111_000.4,D2,SB,      56.8,       6.4,       0.7,       9.0,      72.8
0111_000.4,Both,Total,      52.4,       7.7,       0.3,       7.7,      68.1
0111_000.8,D1,NB,     182.8,      33.6,       4.5,      50.1,     271.0
0111_000.8,D2,SB,     174.8,      35.7,       5.0,      41.7,     257.2
0111_000.8,Both,Total,     178.8,      34.7,       4.8,      45.9,     264.1
0111_001.3,D1,NB,     173.0,      32.0,       4.0,      49.0,     258.0
0111_001.3,D2,SB,     165.0,      33.0,       5.0,      39.0,     242.0
0111_001.3,Both,Total,     169.0,      32.5,       4.5,      44.0,     250.0
0111_001.8,D1,NB,         0,         0,         0,         0,         0
0111_001.8,D2,SB,         0,         0,         0,         0,         0
0111_001.8,Both,Total,         0,         0,         0,         0,         0
0111_002.3,D1,NB,     117.9,      16.5,       6.5,      22.0,     162.8
0111_002.3,D2,SB,     131.6,      24.7,       4.0,      26.4,     186.7
0111_002.3,Both,Total,     124.8,      20.6,       5.2,      24.2,     174.8
0111_002.8,D1,NB,      89.0,      12.0,       2.0,      19.0,     122.0
0111_002.8,D2,SB,      99.0,      18.0,       1.0,      19.0,     137.0
0111_002.8,Both,Total,      94.0,      15.0,       1.5,      19.0,     129.5
0111_003.3,D1,NB,      18.9,       2.5,       0.4,       4.0,      25.9
0111_003.3,D2,SB,      23.1,       3.8,       0.2,       4.0,      31.2
0111_003.3,Both,Total,      21.0,       3.2,       0.3,       4.0,      28.5
0111_004.5,D1,NB,     323.0,      65.0,      26.0,     208.0,     622.0
0111_004.5,D2,SB,     258.0,      66.0,      19.0,     145.0,     488.0
0111_004.5,Both,Total,     290.5,      65.5,      22.5,     176.5,     555.0
0111_004.7,D1,NB,     316.7,      64.5,      26.0,     202.7,     609.9
0111_004.7,D2,SB,     250.1,      63.9,      18.5,     142.9,     475.4
0111_004.7,Both,Total,     283.4,      64.2,      22.2,     172.8,     542.6
0111_005.8,D1,NB,     289.5,      61.9,      24.6,     190.5,     566.5
0111_005.8,D2,SB,     227.2,      60.6,      17.3,     135.5,     440.7
0111_005.8,Both,Total,     258.4,      61.3,      21.0,     163.0,     503.6
0111_007.1,D1,NB,     256.0,      59.0,      21.0,     175.0,     511.0
0111_007.1,D2,SB,     203.0,      54.0,      16.0,     126.0,     399.0
0111_007.1,Both,Total,     229.5,      56.5,      18.5,     150.5,     455.0
0111_007.7,D1,NB,     243.0,      53.0,      16.0,     170.0,     482.0
0111_007.7,D2,SB,     176.0,      47.0,      16.0,     118.0,     357.0
0111_007.7,Both,Total,     209.5,      50.0,      16.0,     144.0,     419.5
0111_008.1,D1,NB,     165.0,      34.8,      11.8,     147.3,     359.0
0111_008.1,D2,SB,      97.9,      25.2,      12.6,      86.9,     222.5
0111_008.1,Both,Total,     131.5,      30.0,      12.2,     117.1,     290.7
0111_009.1,D1,NB,      63.9,      11.9,       2.9,     106.6,     185.3
0111_009.1,D2,SB,      30.8,      12.5,       4.5,      59.9,     107.7
0111_009.1,Both,Total,      47.4,      12.2,       3.7,      83.3,     146.5
0111_009.6,D1,NB,      40.7,       5.1,       1.4,      88.8,     136.0
0111_009.6,D2,SB,      15.2,       8.5,       3.0,      54.3,      81.1
0111_009.6,Both,Total,      28.0,       6.8,       2.2,      71.6,     108.5
0111_010.1,D1,NB,      26.0,       2.0,       1.0,      80.0,     109.0
0111_010.1,D2,SB,       5.0,       2.0,       3.0,      49.0,      59.0
0111_010.1,Both,Total,      15.5,       2.0,       2.0,      64.5,      84.0
0114_000.0,D1,EB,      19.0,       2.5,      11.0,         0,      32.5
0114_000.0,D2,WB,      25.5,       1.0,         0,         0,      26.5
0114_000.0,Both,Total,      22.2,       1.7,       5.5,         0,      29.5
0114_000.4,D1,EB,      21.0,       3.0,      11.0,         0,      35.0
0114_000.4,D2,WB,      29.0,       1.0,         0,         0,      30.0
0114_000.4,Both,Total,      25.0,       2.0,       5.5,         0,      32.5
0114_000.5,D1,EB,      21.0,       3.0,      11.0,         0,      35.0
0114_000.5,D2,WB,      31.0,       1.0,         0,         0,      32.0
0114_000.5,Both,Total,      26.0,       2.0,       5.5,         0,      33.5
0114_001.1,D1,EB,       2.6,         0,         0,         0,       2.6
0114_001.1,D2,WB,       2.0,         0,       3.0,         0,       5.0
0114_001.1,Both,Total,       2.4,         0,       1.0,         0,       3.4
0114_001.2,D1,EB,       3.6,         0,         0,         0,       3.6
0114_001.2,D2,WB,         0,         0,       3.0,         0,       3.0
0114_001.2,Both,Total,       1.8,         0,       1.5,         0,       3.3
0114_001.6,D1,NB,         0,         0,       0.6,         0,       0.6
0114_001.6,D2,SB,       0.6,         0,         0,         0,       0.6
0114_001.6,Both,Total,       0.3,         0,       0.3,         0,       0.6
0114_002.2,D1,NB,         0,         0,         0,         0,         0
0114_002.2,D2,SB,         0,         0,         0,         0,         0
0114_002.2,Both,Total,         0,         0,         0,         0,         0
0114_002.3,D1,NB,         0,         0,         0,         0,         0
0114_002.3,D2,SB,       0.7,         0,         0,         0,       0.7
0114_002.3,Both,Total,       0.4,         0,         0,         0,       0.4
0114_003.0,D1,NB,         0,         0,         0,         0,         0
0114_003.0,D2,SB,       1.0,         0,         0,         0,       1.0
0114_003.0,Both,Total,       0.5,         0,         0,         0,       0.5
0114_003.4,D1,EB,       1.0,         0,         0,         0,       1.0
0114_003.4,D2,WB,         0,         0,         0,         0,         0
