SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       998,    3080.7,    5180.7,    3783.4,    4424.3,   16469.1,      44.5,      38.9,      43.3,      37.6,      44.5,      41.3,     0.636,     0.732,     0.654,     0.754,     0.636,      5987,     11974,      5987,     23947,     47895,      0.76,      0.47,      0.82,      0.22,      0.82,    1453.8,    2444.8,    1785.4,    2087.9,    7771.9,    1305.4,    2071.8,    1624.1,    1908.8,    6910.1,      18.4,     100.1,      31.7,      26.5,     176.7,      95.1,     165.8,      98.8,      97.9,     457.6,      34.9,     107.1,      31.0,      54.7,     227.7,    174.46,     37.41,     56.45,     47.43,     46.91,    188.20,     4.930,     1.585,     7.491,     0.046,    14.052
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3155.7,    5328.8,    3880.7,    4549.7,   16914.9,      46.0,      41.4,      44.9,      40.3,      45.9,      43.3,     0.497,     0.555,     0.508,     0.569,     0.498,      5984,     11969,      5984,     23937,     47874,      0.78,      0.48,      0.83,      0.23,      0.83,    1202.1,    2029.8,    1478.2,    1733.1,    6443.2,    1077.0,    1714.4,    1343.7,    1579.8,    5714.9,      16.7,      84.8,      26.4,      23.4,     151.3,      79.3,     139.2,      82.2,      82.8,     383.5,      29.1,      91.4,      26.0,      47.0,     193.5,    140.17,     29.06,     45.17,     36.72,     37.73,    148.68,     3.014,     0.998,     4.653,     0.023,     8.688
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3453.7,    5903.6,    4290.6,    5028.8,   18676.7,      40.0,      39.3,      39.8,      39.1,      40.0,      39.6,     0.418,     0.425,     0.419,     0.428,     0.418,     11148,     22296,     11148,     44592,     89184,      0.45,      0.29,      0.49,      0.14,      0.49,     961.0,    1642.7,    1193.9,    1399.4,    5197.0,     855.4,    1373.2,    1078.2,    1271.4,    4578.2,      15.2,      74.2,      22.9,      19.0,     131.3,      66.2,     118.4,      70.6,      69.0,     324.2,      24.1,      76.9,      22.3,      39.9,     163.2,    130.01,     24.48,     41.25,     30.57,     35.01,    131.31,     0.451,     0.167,     0.721,     0.007,     1.346
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3905.2,    6929.2,    4945.2,    5889.0,   21668.6,      40.0,      39.2,      39.7,      38.7,      40.0,      39.4,     0.339,     0.346,     0.342,     0.351,     0.339,     11148,     22296,     11148,     44592,     89184,      0.47,      0.34,      0.53,      0.16,      0.53,     883.1,    1566.9,    1118.2,    1331.7,    4899.9,     774.0,    1282.7,     991.4,    1193.7,    4241.8,      13.8,      73.6,      25.1,      21.1,     133.6,      68.6,     127.7,      76.0,      74.9,     347.2,      26.7,      83.0,      25.7,      42.0,     177.4,    122.50,     22.52,     39.48,     28.93,     33.30,    124.23,     0.457,     0.309,     0.986,         0,     1.752
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    4157.3,    7524.3,    5242.6,    6490.1,   23414.3,      40.0,      38.6,      39.5,      38.1,      40.0,      39.1,     0.669,     0.693,     0.676,     0.703,     0.669,     11148,     22296,     11148,     44592,     89184,      0.54,      0.38,      0.59,      0.17,      0.59,    1851.3,    3350.7,    2334.6,    2890.1,   10426.7,    1619.7,    2755.5,    2067.3,    2596.9,    9039.4,      28.5,     145.0,      46.1,      42.8,     262.4,     145.6,     268.7,     163.6,     152.6,     730.5,      57.5,     181.5,      57.7,      97.9,     394.6,    260.89,     47.97,     84.79,     61.33,     72.34,    266.43,     1.717,     0.954,     2.974,     0.039,     5.684
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    4943.5,    9128.4,    6351.7,    7758.8,   28182.4,      40.0,      37.5,      39.1,      36.3,      40.0,      38.4,     0.373,     0.399,     0.382,     0.412,     0.373,     11148,     22296,     11148,     44592,     89184,      0.63,      0.47,      0.70,      0.21,      0.70,    1231.4,    2273.7,    1582.1,    1932.6,    7019.8,    1072.9,    1858.0,    1388.6,    1722.9,    6042.4,      18.1,      97.5,      30.4,      28.6,     174.6,      97.4,     185.5,     116.9,     105.7,     505.5,      42.8,     132.8,      46.3,      75.3,     297.2,    175.28,     32.82,     58.19,     43.55,     48.30,    182.86,     2.134,     1.414,     4.120,     0.042,     7.710
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    9329.1,   17812.6,   11883.7,   13985.2,   53010.6,      44.9,      41.3,      43.2,      37.4,      44.9,      41.8,     0.596,     0.651,     0.619,     0.718,     0.596,     16542,     33084,     16542,     66168,    132336,      0.78,      0.64,      0.88,      0.25,      0.88,    4162.6,    7947.8,    5302.4,    6240.1,   23652.9,    3244.2,    5688.4,    4142.8,    4921.6,   17997.0,      77.2,     360.3,     120.3,     107.5,     665.3,     500.2,     938.9,     629.5,     572.9,    2641.5,     341.0,     960.2,     409.8,     638.0,    2349.0,    526.49,    100.90,    183.89,    141.73,    138.89,    565.41,     8.580,     6.990,    24.135,     0.002,    39.707
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    8141.4,   15455.5,   10623.1,   13016.4,   47236.4,      45.0,      42.1,      44.4,      39.7,      45.0,      43.0,     0.360,     0.387,     0.366,     0.411,     0.360,     16542,     33084,     16542,     66168,    132336,      0.74,      0.55,      0.84,      0.24,      0.84,    2201.9,    4180.1,    2873.1,    3520.4,   12775.5,    1793.6,    3114.2,    2323.8,    2882.4,   10114.0,      36.2,     166.8,      54.6,      53.3,     310.9,     218.3,     432.9,     289.3,     261.0,    1201.5,     153.9,     466.2,     205.4,     323.8,    1149.3,    283.64,     52.30,     94.23,     72.34,     78.16,    297.03,     3.597,     1.436,     8.900,         0,    13.933
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6461.8,   12911.0,    8455.2,   11093.8,   38921.8,      45.0,      39.3,      42.8,      35.0,      45.0,      40.8,     0.584,     0.672,     0.614,     0.756,     0.585,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.30,      0.94,    2830.2,    5654.9,    3703.3,    4859.0,   17047.4,    2302.7,    4277.0,    2988.2,    3987.0,   13554.9,      39.0,     186.9,      56.6,      52.6,     335.1,     273.2,     526.5,     361.1,     336.4,    1497.2,     215.5,     664.5,     297.4,     483.1,    1660.5,    379.08,     71.95,    132.05,    105.79,    108.08,    417.87,     9.484,     6.311,    24.254,     0.040,    40.089
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6461.8,   12911.0,    8455.2,   11093.8,   38921.8,      45.0,      39.3,      42.8,      35.0,      44.9,      40.8,     0.580,     0.667,     0.609,     0.751,     0.580,     11376,     22752,     11376,     45504,     91008,      0.84,      0.67,      0.94,      0.30,      0.94,    2807.7,    5609.8,    3673.8,    4820.3,   16911.6,    2284.3,    4242.9,    2964.4,    3955.2,   13446.8,      38.7,     185.4,      56.1,      52.1,     332.3,     270.9,     522.3,     358.2,     333.7,    1485.1,     213.7,     659.2,     295.0,     479.2,    1647.1,    376.18,     71.39,    131.04,    104.97,    107.26,    414.66,     9.412,     6.267,    24.053,     0.037,    39.769
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4662.1,    9768.0,    6391.0,    8019.5,   28840.6,      55.0,      54.5,      54.7,      53.2,      55.0,      54.4,     0.763,     0.771,     0.768,     0.790,     0.763,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3262.8,    6836.1,    4472.6,    5612.4,   20183.9,    2636.9,    5158.0,    3550.1,    4478.5,   15823.5,      42.0,     183.0,      52.6,      49.7,     327.3,     291.9,     607.5,     447.3,     398.2,    1744.9,     291.9,     887.4,     422.8,     685.8,    2287.9,    366.83,     59.87,    125.05,     84.09,    102.00,    371.01,     0.587,     0.803,     2.897,     0.006,     4.293
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4055.5,    8693.6,    5578.3,    7015.9,   25343.3,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.610,     0.601,     12252,     24504,     12252,     49008,     98016,      0.46,      0.44,      0.57,      0.17,      0.57,    2235.4,    4791.8,    3074.8,    3867.1,   13969.1,    1775.6,    3561.8,    2386.1,    3029.3,   10752.8,      27.6,     123.8,      35.8,      25.9,     213.1,     210.6,     434.9,     327.0,     286.1,    1258.6,     221.6,     671.3,     325.8,     525.9,    1744.6,    253.92,     40.77,     87.40,     56.73,     70.30,    255.20,     0.142,     0.317,     0.858,         0,     1.317
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    2973.2,    6662.8,    4187.9,    5227.5,   19051.4,      55.0,      54.9,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.983,     0.985,     0.983,     12252,     24504,     12252,     49008,     98016,      0.32,      0.35,      0.43,      0.14,      0.43,    2676.9,    5998.9,    3770.6,    4706.6,   17153.0,    2070.3,    4342.4,    2812.7,    3514.4,   12739.8,      18.0,      96.8,      24.3,      19.8,     158.9,     259.1,     545.8,     431.4,     370.1,    1606.4,     329.6,    1013.8,     502.3,     802.2,    2647.9,    312.01,     48.72,    109.21,     68.78,     85.62,    312.33,     0.029,     0.087,     0.200,     0.004,     0.320
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    3011.8,    6764.9,    4336.1,    5251.9,   19364.7,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     584.2,    1312.2,     841.1,    1018.7,    3756.2,     448.9,     948.0,     630.1,     760.1,    2787.1,       4.1,      23.3,       5.4,       6.6,      39.4,      58.7,     122.6,      97.7,      80.3,     359.3,      72.5,     218.4,     107.8,     171.7,     570.4,     68.30,     10.62,     23.88,     15.35,     18.53,     68.38,     0.010,     0.018,     0.057,         0,     0.085
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2821.6,    6389.8,    4054.9,    4949.2,   18215.5,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.345,     0.345,     0.346,     0.346,     0.345,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     893.4,    2023.2,    1283.9,    1567.1,    5767.6,     681.7,    1446.7,     943.0,    1150.4,    4221.8,       4.8,      28.8,       9.8,       6.6,      50.0,      90.1,     190.2,     155.1,     128.0,     563.4,     116.9,     357.5,     176.0,     282.1,     932.5,    104.89,     16.24,     36.82,     23.41,     28.50,    104.97,         0,     0.028,     0.056,         0,     0.084
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2505.9,    5730.0,    3577.4,    4407.7,   16221.0,      55.0,      54.6,      54.0,      51.8,      55.0,      53.8,     0.472,     0.476,     0.482,     0.501,     0.472,      6384,     12768,      6384,     25536,     51072,      0.51,      0.59,      0.69,      0.24,      0.69,    1084.5,    2479.9,    1548.3,    1907.6,    7020.3,     809.6,    1748.7,    1094.8,    1353.7,    5006.8,       3.1,      23.3,       8.7,       6.5,      41.6,     113.2,     238.4,     199.5,     168.8,     719.9,     158.9,     469.5,     245.4,     378.7,    1252.5,    127.65,     19.87,     45.96,     29.90,     34.69,    130.42,     0.148,     0.899,     1.746,         0,     2.793
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2537.7,    5741.5,    3615.7,    4354.3,   16249.2,      55.0,      54.5,      53.9,      51.4,      55.0,      53.7,     0.984,     0.992,     1.004,     1.052,     0.984,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2287.0,    5174.3,    3258.5,    3924.1,   14643.9,    1693.9,    3619.8,    2275.2,    2757.2,   10346.1,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.39,     41.97,     96.02,     63.44,     71.39,    272.82,     0.360,     1.948,     4.128,     0.007,     6.443
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2490.2,    5639.2,    3544.7,    4262.8,   15936.9,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.978,     3.011,     3.138,     2.956,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6870.3,   15558.2,    9779.5,   11760.8,   43968.8,    5076.5,   10853.7,    6796.9,    8215.6,   30942.7,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    785.10,    123.61,    282.86,    185.52,    210.01,    802.00,     0.915,     5.217,    10.785,     0.021,    16.938
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2386.0,    5423.4,    3402.4,    4088.9,   15300.7,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.827,     2.692,      6384,     12768,      6384,     25536,     51072,      0.49,      0.56,      0.68,      0.23,      0.68,    5995.2,   13627.2,    8549.1,   10274.1,   38445.6,    4389.4,    9435.9,    5875.3,    7085.5,   26786.1,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    686.57,    107.70,    246.99,    160.45,    183.48,    698.62,     0.620,     3.760,     7.663,     0.010,    12.053
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2311.9,    5274.4,    3306.8,    3964.3,   14857.4,      56.0,      55.7,      55.3,      53.6,      56.0,      55.1,     3.599,     3.617,     3.647,     3.756,     3.599,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7764.1,   17713.2,   11105.3,   13313.4,   49896.0,    5621.2,   12124.6,    7535.4,    9051.7,   34332.9,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    891.14,    139.38,    320.45,    207.20,    237.79,    904.82,     0.686,     4.246,     8.693,     0.011,    13.636
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1657.0,    3925.2,    2379.0,    2922.8,   10884.0,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.911,     7.838,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12121.1,   28713.2,   17402.5,   21380.5,   79617.3,    7914.9,   17901.5,   10511.7,   12946.2,   49274.3,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1421.81,    216.63,    514.26,    313.82,    381.82,   1426.53,     0.177,     1.565,     2.915,     0.010,     4.667
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1633.9,    3869.7,    2345.9,    2883.2,   10732.7,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.53,      0.17,      0.53,   14431.7,   34179.7,   20720.5,   25466.3,   94798.2,    9414.7,   21241.6,   12472.6,   15370.6,   58499.5,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1692.90,    257.91,    612.03,    373.42,    454.78,   1698.14,     0.188,     1.736,     3.249,     0.006,     5.179
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1611.4,    3807.1,    2304.4,    2832.0,   10554.9,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.152,     8.087,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12162.8,   28735.9,   17393.6,   21375.8,   79668.1,    7913.3,   17798.9,   10419.2,   12824.0,   48955.4,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1422.65,    217.35,    514.42,    313.22,    381.72,   1426.71,     0.155,     1.345,     2.508,     0.016,     4.024
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1611.4,    3807.1,    2304.4,    2832.0,   10554.9,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.425,     5.381,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8092.1,   19118.4,   11572.2,   14221.7,   53004.4,    5264.8,   11841.9,    6932.0,    8532.1,   32570.8,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    946.56,    144.61,    342.27,    208.40,    253.97,    949.25,     0.107,     0.898,     1.680,     0.007,     2.692
0006_216.2,     4.891,Both,Total,       1.0,      49.0,       2.0,       9.8,Expressway,      1064,    1531.9,    3575.7,    2171.7,    2684.4,    9963.7,      56.0,      56.0,      55.9,      55.7,      56.0,      55.9,     5.241,     5.244,     5.250,     5.268,     5.241,      6384,     12768,      6384,     25536,     51072,      0.31,      0.39,      0.48,      0.16,      0.48,    7492.7,   17489.2,   10622.0,   13129.7,   48733.6,    4861.3,   11072.0,    6469.5,    8023.4,   30426.2,         0,         0,         0,         0,         0,     997.8,    1834.2,    1618.9,    1413.5,    5864.4,    1633.6,    4583.0,    2533.6,    3692.8,   12443.0,    870.26,    133.87,    312.85,    190.72,    234.47,    871.91,     0.076,     0.554,     1.003,     0.003,     1.636
