TAZID,CITY_UGRC,CO_NAME
341,OGD,Weber
342,OGD,Weber
343,OGD,Weber
344,OGD,Weber
345,OGD,Weber
346,OGD,Weber
347,OGD,Weber
348,OGD,Weber
349,OGD,Weber
350,OGD,Weber
351,OGD,Weber
352,OGD,Weber
353,OGD,Weber
354,OGD,Weber
355,OGD,Weber
356,OGD,Weber
357,OGD,Weber
358,OGD,Weber
359,OGD,Weber
360,OGD,Weber
361,OGD,Weber
362,OGD,Weber
363,OGD,Weber
364,OGD,Weber
365,OGD,Weber
366,OGD,Weber
367,OGD,Weber
368,OGD,Weber
369,OGD,Weber
370,OGD,Weber
371,OGD,Weber
372,OGD,Weber
373,OGD,Weber
374,OGD,Weber
375,OGD,Weber
376,OGD,Weber
377,OGD,Weber
378,OGD,Weber
379,OGD,Weber
380,OGD,Weber
381,OGD,Weber
382,OGD,Weber
383,OGD,Weber
384,OGD,Weber
385,OGD,Weber
386,OGD,Weber
387,OGD,Weber
388,OGD,Weber
389,OGD,Weber
390,OGD,Weber
391,OGD,Weber
392,OGD,Weber
393,OGD,Weber
394,OGD,Weber
395,OGD,Weber
396,OGD,Weber
397,OGD,Weber
398,OGD,Weber
399,OGD,Weber
400,OGD,Weber
401,OGD,Weber
402,OGD,Weber
403,OGD,Weber
404,OGD,Weber
405,OGD,Weber
406,OGD,Weber
407,OGD,Weber
408,OGD,Weber
409,OGD,Weber
410,OGD,Weber
411,OGD,Weber
412,OGD,Weber
413,OGD,Weber
414,OGD,Weber
415,OGD,Weber
416,OGD,Weber
417,OGD,Weber
418,OGD,Weber
419,OGD,Weber
420,OGD,Weber
421,OGD,Weber
422,OGD,Weber
423,OGD,Weber
424,OGD,Weber
425,OGD,Weber
426,OGD,Weber
427,OGD,Weber
428,OGD,Weber
429,OGD,Weber
430,OGD,Weber
431,OGD,Weber
432,OGD,Weber
433,OGD,Weber
434,OGD,Weber
435,OGD,Weber
436,OGD,Weber
437,OGD,Weber
438,OGD,Weber
439,OGD,Weber
440,OGD,Weber
441,OGD,Weber
442,OGD,Weber
443,OGD,Weber
444,OGD,Weber
445,OGD,Weber
446,OGD,Weber
447,WHV,Weber
448,WHV,Weber
449,WHV,Weber
450,WHV,Weber
451,WHV,Weber
452,WHV,Weber
453,WHV,Weber
454,WHV,Weber
455,WHV,Weber
456,WHV,Weber
457,WHV,Weber
458,WHV,Weber
459,WHV,Weber
460,WHV,Weber
461,WHV,Weber
462,WHV,Weber
463,WHV,Weber
464,WHV,Weber
465,WHV,Weber
466,WHV,Weber
467,WHV,Weber
468,WHV,Weber
469,WHV,Weber
470,WHV,Weber
471,WHV,Weber
472,WHV,Weber
473,WHV,Weber
474,WHV,Weber
475,HOO,Weber
476,HOO,Weber
477,HOO,Weber
478,HOO,Weber
479,HOO,Weber
480,HOO,Weber
481,HOO,Weber
482,HOO,Weber
483,HOO,Weber
484,HOO,Weber
485,HOO,Weber
486,HOO,Weber
487,HOO,Weber
488,HOO,Weber
489,HOO,Weber
490,HOO,Weber
491,HOO,Weber
492,HOO,Weber
493,HOO,Weber
494,HOO,Weber
495,HOO,Weber
496,HOO,Weber
497,ROY,Weber
498,ROY,Weber
499,ROY,Weber
500,ROY,Weber
501,ROY,Weber
502,ROY,Weber
503,ROY,Weber
504,ROY,Weber
505,ROY,Weber
506,ROY,Weber
507,ROY,Weber
508,ROY,Weber
509,ROY,Weber
510,ROY,Weber
511,ROY,Weber
512,ROY,Weber
513,ROY,Weber
514,ROY,Weber
515,ROY,Weber
516,ROY,Weber
517,ROY,Weber
518,ROY,Weber
519,ROY,Weber
520,ROY,Weber
521,ROY,Weber
522,ROY,Weber
523,ROY,Weber
524,ROY,Weber
525,ROY,Weber
526,ROY,Weber
527,ROY,Weber
528,RVD,Weber
529,RVD,Weber
530,RVD,Weber
531,RVD,Weber
532,RVD,Weber
533,RVD,Weber
534,RVD,Weber
535,RVD,Weber
536,RVD,Weber
537,RVD,Weber
538,RVD,Weber
539,RVD,Weber
540,RVD,Weber
541,RVD,Weber
542,WTR,Weber
543,WTR,Weber
544,WTR,Weber
545,WTR,Weber
546,WTR,Weber
547,WTR,Weber
548,WTR,Weber
549,WTR,Weber
550,WTR,Weber
551,WTR,Weber
552,WTR,Weber
553,SOG,Weber
554,SOG,Weber
555,SOG,Weber
556,SOG,Weber
557,SOG,Weber
558,SOG,Weber
559,SOG,Weber
560,SOG,Weber
561,SOG,Weber
562,SOG,Weber
563,SOG,Weber
564,SOG,Weber
565,SOG,Weber
566,SOG,Weber
567,SOG,Weber
568,SOG,Weber
569,SOG,Weber
570,SOG,Weber
571,SOG,Weber
572,SOG,Weber
573,SOG,Weber
574,UIN,Weber
575,UIN,Weber
576,UIN,Weber
577,,Weber
578,,Weber
579,,Weber
580,,Weber
581,,Weber
582,WPT,Davis
583,WPT,Davis
584,WPT,Davis
585,WPT,Davis
586,WPT,Davis
587,WPT,Davis
588,WPT,Davis
589,WPT,Davis
590,WPT,Davis
591,WPT,Davis
592,WPT,Davis
593,WPT,Davis
594,WPT,Davis
595,WPT,Davis
596,WPT,Davis
597,WPT,Davis
598,WPT,Davis
599,WPT,Davis
600,WPT,Davis
601,WPT,Davis
602,WPT,Davis
603,CLI,Davis
604,CLI,Davis
605,CLI,Davis
606,CLI,Davis
607,CLI,Davis
608,CLI,Davis
609,CLI,Davis
610,CLI,Davis
611,CLI,Davis
612,CLI,Davis
613,CLI,Davis
614,CLI,Davis
615,CLI,Davis
616,CLI,Davis
617,CLI,Davis
618,CLI,Davis
619,CLI,Davis
620,CLI,Davis
621,CLI,Davis
622,SUN,Davis
623,SUN,Davis
624,SUN,Davis
625,SUN,Davis
626,SUN,Davis
627,SUN,Davis
628,SUN,Davis
629,AFB,Davis
630,AFB,Davis
631,AFB,Davis
632,AFB,Davis
633,AFB,Davis
634,AFB,Davis
635,SWE,Davis
636,SWE,Davis
637,SWE,Davis
638,SWE,Davis
639,SWE,Davis
640,SWE,Davis
641,SWE,Davis
642,SWE,Davis
643,CLR,Davis
644,CLR,Davis
645,CLR,Davis
646,CLR,Davis
647,CLR,Davis
648,CLR,Davis
649,CLR,Davis
650,CLR,Davis
651,CLR,Davis
652,CLR,Davis
653,CLR,Davis
654,CLR,Davis
655,CLR,Davis
656,CLR,Davis
657,CLR,Davis
658,CLR,Davis
659,CLR,Davis
660,CLR,Davis
661,CLR,Davis
662,CLR,Davis
663,CLR,Davis
664,CLR,Davis
665,CLR,Davis
666,CLR,Davis
667,SYR,Davis
668,SYR,Davis
669,SYR,Davis
670,SYR,Davis
671,SYR,Davis
672,SYR,Davis
673,SYR,Davis
674,SYR,Davis
675,SYR,Davis
676,SYR,Davis
677,SYR,Davis
678,SYR,Davis
679,SYR,Davis
680,SYR,Davis
681,SYR,Davis
682,SYR,Davis
683,SYR,Davis
684,SYR,Davis
685,SYR,Davis
686,SYR,Davis
687,SYR,Davis
688,SYR,Davis
689,SYR,Davis
690,LAY,Davis
691,LAY,Davis
692,LAY,Davis
693,LAY,Davis
694,LAY,Davis
695,LAY,Davis
696,LAY,Davis
697,LAY,Davis
698,LAY,Davis
699,LAY,Davis
700,LAY,Davis
701,LAY,Davis
702,LAY,Davis
703,LAY,Davis
704,LAY,Davis
705,LAY,Davis
706,LAY,Davis
707,LAY,Davis
708,LAY,Davis
709,LAY,Davis
710,LAY,Davis
711,LAY,Davis
712,LAY,Davis
713,LAY,Davis
714,LAY,Davis
715,LAY,Davis
716,LAY,Davis
717,LAY,Davis
718,LAY,Davis
719,LAY,Davis
720,LAY,Davis
721,LAY,Davis
722,LAY,Davis
723,LAY,Davis
724,LAY,Davis
725,LAY,Davis
726,LAY,Davis
727,LAY,Davis
728,LAY,Davis
729,LAY,Davis
730,LAY,Davis
731,LAY,Davis
732,LAY,Davis
733,LAY,Davis
734,LAY,Davis
735,LAY,Davis
736,LAY,Davis
737,LAY,Davis
738,LAY,Davis
739,LAY,Davis
740,LAY,Davis
741,LAY,Davis
742,LAY,Davis
743,LAY,Davis
744,KAY,Davis
745,KAY,Davis
746,KAY,Davis
747,KAY,Davis
748,KAY,Davis
749,KAY,Davis
750,KAY,Davis
751,KAY,Davis
752,KAY,Davis
753,KAY,Davis
754,KAY,Davis
755,KAY,Davis
756,KAY,Davis
757,KAY,Davis
758,KAY,Davis
759,KAY,Davis
760,KAY,Davis
761,KAY,Davis
762,KAY,Davis
763,KAY,Davis
764,KAY,Davis
765,KAY,Davis
766,KAY,Davis
767,FRU,Davis
768,FRU,Davis
769,FRU,Davis
770,FRU,Davis
771,FRM,Davis
772,FRM,Davis
773,FRM,Davis
774,FRM,Davis
775,FRM,Davis
776,FRM,Davis
777,FRM,Davis
778,FRM,Davis
779,FRM,Davis
780,FRM,Davis
781,FRM,Davis
782,FRM,Davis
783,FRM,Davis
784,FRM,Davis
785,FRM,Davis
786,FRM,Davis
787,FRM,Davis
788,FRM,Davis
789,FRM,Davis
790,FRM,Davis
791,FRM,Davis
792,FRM,Davis
793,FRM,Davis
794,CEN,Davis
795,CEN,Davis
796,CEN,Davis
797,CEN,Davis
798,CEN,Davis
799,CEN,Davis
800,CEN,Davis
801,CEN,Davis
802,CEN,Davis
803,CEN,Davis
804,CEN,Davis
805,CEN,Davis
806,CEN,Davis
807,CEN,Davis
808,CEN,Davis
809,CEN,Davis
810,CEN,Davis
811,CEN,Davis
812,CEN,Davis
813,WBO,Davis
814,WBO,Davis
815,WBO,Davis
816,WBO,Davis
817,WBO,Davis
818,WBO,Davis
819,WBO,Davis
820,WBO,Davis
821,WBO,Davis
822,WBO,Davis
823,WBO,Davis
824,WBO,Davis
825,BTF,Davis
826,BTF,Davis
827,BTF,Davis
828,BTF,Davis
829,BTF,Davis
830,BTF,Davis
831,BTF,Davis
832,BTF,Davis
833,BTF,Davis
834,BTF,Davis
835,BTF,Davis
836,BTF,Davis
837,BTF,Davis
838,BTF,Davis
839,BTF,Davis
840,BTF,Davis
841,BTF,Davis
842,BTF,Davis
843,BTF,Davis
844,BTF,Davis
845,BTF,Davis
846,BTF,Davis
847,BTF,Davis
848,BTF,Davis
849,BTF,Davis
850,BTF,Davis
851,BTF,Davis
852,BTF,Davis
853,BTF,Davis
854,BTF,Davis
855,BTF,Davis
856,BTF,Davis
857,BTF,Davis
858,BTF,Davis
859,WCR,Davis
860,WCR,Davis
861,WCR,Davis
862,WCR,Davis
863,WCR,Davis
864,WCR,Davis
865,WCR,Davis
866,WCR,Davis
867,WCR,Davis
868,WCR,Davis
869,WCR,Davis
870,WCR,Davis
871,WCR,Davis
872,WCR,Davis
873,WCR,Davis
874,NSL,Davis
875,NSL,Davis
876,NSL,Davis
877,NSL,Davis
878,NSL,Davis
879,NSL,Davis
880,NSL,Davis
881,NSL,Davis
882,NSL,Davis
883,NSL,Davis
884,NSL,Davis
885,NSL,Davis
886,NSL,Davis
887,NSL,Davis
888,NSL,Davis
889,NSL,Davis
890,NSL,Davis
891,NSL,Davis
892,NSL,Davis
893,NSL,Davis
894,NSL,Davis
895,NSL,Davis
896,NSL,Davis
897,NSL,Davis
898,,Davis
899,,Davis
900,,Davis
901,,Davis
902,,Davis
903,,Davis
904,,Davis
905,,Davis
906,,Salt Lake
907,,Salt Lake
908,,Salt Lake
909,,Salt Lake
910,,Salt Lake
911,,Salt Lake
912,,Salt Lake
913,,Salt Lake
914,,Salt Lake
915,,Salt Lake
916,,Salt Lake
917,,Salt Lake
918,,Salt Lake
919,,Salt Lake
920,,Salt Lake
921,,Salt Lake
922,,Salt Lake
923,,Salt Lake
924,,Salt Lake
925,,Salt Lake
926,CMT,Salt Lake
927,,Salt Lake
928,,Salt Lake
929,,Salt Lake
930,,Salt Lake
931,,Salt Lake
932,,Salt Lake
933,,Salt Lake
934,,Salt Lake
935,,Salt Lake
936,,Salt Lake
937,,Salt Lake
938,,Salt Lake
939,SLC,Salt Lake
940,SLC,Salt Lake
941,SLC,Salt Lake
942,SLC,Salt Lake
943,SLC,Salt Lake
944,SLC,Salt Lake
945,SLC,Salt Lake
946,SLC,Salt Lake
947,SLC,Salt Lake
948,SLC,Salt Lake
949,SLC,Salt Lake
950,SLC,Salt Lake
951,SLC,Salt Lake
952,SLC,Salt Lake
953,SLC,Salt Lake
954,SLC,Salt Lake
955,SLC,Salt Lake
956,SLC,Salt Lake
957,SLC,Salt Lake
958,SLC,Salt Lake
959,SLC,Salt Lake
960,SLC,Salt Lake
961,SLC,Salt Lake
962,SLC,Salt Lake
963,SLC,Salt Lake
964,SLC,Salt Lake
965,SLC,Salt Lake
966,SLC,Salt Lake
967,SLC,Salt Lake
968,SLC,Salt Lake
969,SLC,Salt Lake
970,SLC,Salt Lake
971,SLC,Salt Lake
972,SLC,Salt Lake
973,SLC,Salt Lake
974,SLC,Salt Lake
975,SLC,Salt Lake
976,SLC,Salt Lake
977,SLC,Salt Lake
978,SLC,Salt Lake
979,SLC,Salt Lake
980,SLC,Salt Lake
981,SLC,Salt Lake
982,SLC,Salt Lake
983,SLC,Salt Lake
984,SLC,Salt Lake
985,SLC,Salt Lake
986,SLC,Salt Lake
987,SLC,Salt Lake
988,SLC,Salt Lake
989,SLC,Salt Lake
990,SLC,Salt Lake
991,SLC,Salt Lake
992,SLC,Salt Lake
993,SLC,Salt Lake
994,SLC,Salt Lake
995,SLC,Salt Lake
996,SLC,Salt Lake
997,SLC,Salt Lake
998,SLC,Salt Lake
999,SLC,Salt Lake
1000,SLC,Salt Lake
1001,SLC,Salt Lake
1002,SLC,Salt Lake
1003,SLC,Salt Lake
1004,SLC,Salt Lake
1005,SLC,Salt Lake
1006,SLC,Salt Lake
1007,SLC,Salt Lake
1008,SLC,Salt Lake
1009,SLC,Salt Lake
1010,SLC,Salt Lake
1011,SLC,Salt Lake
1012,SLC,Salt Lake
1013,SLC,Salt Lake
1014,SLC,Salt Lake
1015,SLC,Salt Lake
1016,SLC,Salt Lake
1017,SLC,Salt Lake
1018,SLC,Salt Lake
1019,SLC,Salt Lake
1020,SLC,Salt Lake
1021,SLC,Salt Lake
1022,SLC,Salt Lake
1023,SLC,Salt Lake
1024,SLC,Salt Lake
1025,SLC,Salt Lake
1026,SLC,Salt Lake
1027,SLC,Salt Lake
1028,SLC,Salt Lake
1029,SLC,Salt Lake
1030,SLC,Salt Lake
1031,SLC,Salt Lake
1032,SLC,Salt Lake
1033,SLC,Salt Lake
1034,SLC,Salt Lake
1035,SLC,Salt Lake
1036,SLC,Salt Lake
1037,SLC,Salt Lake
1038,SLC,Salt Lake
1039,SLC,Salt Lake
1040,SLC,Salt Lake
1041,SLC,Salt Lake
1042,SLC,Salt Lake
1043,SLC,Salt Lake
1044,SLC,Salt Lake
1045,SLC,Salt Lake
1046,SLC,Salt Lake
1047,SLC,Salt Lake
1048,SLC,Salt Lake
1049,SLC,Salt Lake
1050,SLC,Salt Lake
1051,SLC,Salt Lake
1052,SLC,Salt Lake
1053,SLC,Salt Lake
1054,SLC,Salt Lake
1055,SLC,Salt Lake
1056,SLC,Salt Lake
1057,SLC,Salt Lake
1058,SLC,Salt Lake
1059,SLC,Salt Lake
1060,SLC,Salt Lake
1061,SLC,Salt Lake
1062,SLC,Salt Lake
1063,SLC,Salt Lake
1064,SLC,Salt Lake
1065,SLC,Salt Lake
1066,SLC,Salt Lake
1067,SLC,Salt Lake
1068,SLC,Salt Lake
1069,SLC,Salt Lake
1070,SLC,Salt Lake
1071,SLC,Salt Lake
1072,SLC,Salt Lake
1073,SLC,Salt Lake
1074,SLC,Salt Lake
1075,SLC,Salt Lake
1076,SLC,Salt Lake
1077,SLC,Salt Lake
1078,SLC,Salt Lake
1079,SLC,Salt Lake
1080,SLC,Salt Lake
1081,SLC,Salt Lake
1082,SLC,Salt Lake
1083,SLC,Salt Lake
1084,SLC,Salt Lake
1085,SLC,Salt Lake
1086,SLC,Salt Lake
1087,SLC,Salt Lake
1088,SLC,Salt Lake
1089,SLC,Salt Lake
1090,SLC,Salt Lake
1091,SLC,Salt Lake
1092,SLC,Salt Lake
1093,SLC,Salt Lake
1094,SLC,Salt Lake
1095,SLC,Salt Lake
1096,SLC,Salt Lake
1097,SLC,Salt Lake
1098,SLC,Salt Lake
1099,SLC,Salt Lake
1100,SLC,Salt Lake
1101,SLC,Salt Lake
1102,SLC,Salt Lake
1103,SLC,Salt Lake
1104,SLC,Salt Lake
1105,SLC,Salt Lake
1106,SLC,Salt Lake
1107,SLC,Salt Lake
1108,SLC,Salt Lake
1109,SLC,Salt Lake
1110,SLC,Salt Lake
1111,SLC,Salt Lake
1112,SLC,Salt Lake
1113,SLC,Salt Lake
1114,SLC,Salt Lake
1115,SLC,Salt Lake
1116,SLC,Salt Lake
1117,SLC,Salt Lake
1118,SLC,Salt Lake
1119,SLC,Salt Lake
1120,SLC,Salt Lake
1121,SLC,Salt Lake
1122,SLC,Salt Lake
1123,SLC,Salt Lake
1124,SLC,Salt Lake
1125,SLC,Salt Lake
1126,SLC,Salt Lake
1127,SLC,Salt Lake
1128,SLC,Salt Lake
1129,SLC,Salt Lake
1130,SLC,Salt Lake
1131,SLC,Salt Lake
1132,SLC,Salt Lake
1133,SLC,Salt Lake
1134,SLC,Salt Lake
1135,SLC,Salt Lake
1136,SLC,Salt Lake
1137,SLC,Salt Lake
1138,SLC,Salt Lake
1139,SLC,Salt Lake
1140,SLC,Salt Lake
1141,SLC,Salt Lake
1142,SLC,Salt Lake
1143,SLC,Salt Lake
1144,SLC,Salt Lake
1145,SLC,Salt Lake
1146,SLC,Salt Lake
1147,SLC,Salt Lake
1148,SLC,Salt Lake
1149,SLC,Salt Lake
1150,SLC,Salt Lake
1151,SLC,Salt Lake
1152,SLC,Salt Lake
1153,SLC,Salt Lake
1154,SLC,Salt Lake
1155,SLC,Salt Lake
1156,SLC,Salt Lake
1157,SLC,Salt Lake
1158,SLC,Salt Lake
1159,SLC,Salt Lake
1160,SLC,Salt Lake
1161,SLC,Salt Lake
1162,SLC,Salt Lake
1163,SLC,Salt Lake
1164,SLC,Salt Lake
1165,SLC,Salt Lake
1166,SLC,Salt Lake
1167,SLC,Salt Lake
1168,SLC,Salt Lake
1169,SLC,Salt Lake
1170,SLC,Salt Lake
1171,SLC,Salt Lake
1172,SLC,Salt Lake
1173,SLC,Salt Lake
1174,SLC,Salt Lake
1175,SLC,Salt Lake
1176,SLC,Salt Lake
1177,SLC,Salt Lake
1178,SLC,Salt Lake
1179,SLC,Salt Lake
1180,SLC,Salt Lake
1181,SLC,Salt Lake
1182,SLC,Salt Lake
1183,SLC,Salt Lake
1184,SLC,Salt Lake
1185,SLC,Salt Lake
1186,SLC,Salt Lake
1187,SLC,Salt Lake
1188,SLC,Salt Lake
1189,SLC,Salt Lake
1190,SLC,Salt Lake
1191,SLC,Salt Lake
1192,SLC,Salt Lake
1193,SLC,Salt Lake
1194,SLC,Salt Lake
1195,SLC,Salt Lake
1196,SLC,Salt Lake
1197,SLC,Salt Lake
1198,SLC,Salt Lake
1199,SLC,Salt Lake
1200,SLC,Salt Lake
1201,SLC,Salt Lake
1202,SLC,Salt Lake
1203,SLC,Salt Lake
1204,SLC,Salt Lake
1205,SLC,Salt Lake
1206,SLC,Salt Lake
1207,SLC,Salt Lake
1208,SLC,Salt Lake
1209,SLC,Salt Lake
1210,SLC,Salt Lake
1211,SLC,Salt Lake
1212,SLC,Salt Lake
1213,SLC,Salt Lake
1214,SLC,Salt Lake
1215,SLC,Salt Lake
1216,SLC,Salt Lake
1217,SLC,Salt Lake
1218,SLC,Salt Lake
1219,SLC,Salt Lake
1220,SLC,Salt Lake
1221,SLC,Salt Lake
1222,SLC,Salt Lake
1223,SLC,Salt Lake
1224,SLC,Salt Lake
1225,SLC,Salt Lake
1226,SLC,Salt Lake
1227,SLC,Salt Lake
1228,SLC,Salt Lake
1229,SLC,Salt Lake
1230,SLC,Salt Lake
1231,SLC,Salt Lake
1232,SLC,Salt Lake
1233,SLC,Salt Lake
1234,SLC,Salt Lake
1235,SLC,Salt Lake
1236,SLC,Salt Lake
1237,SLC,Salt Lake
1238,SLC,Salt Lake
1239,SLC,Salt Lake
1240,SLC,Salt Lake
1241,SLC,Salt Lake
1242,SLC,Salt Lake
1243,SLC,Salt Lake
1244,SLC,Salt Lake
1245,SLC,Salt Lake
1246,SLC,Salt Lake
1247,SLC,Salt Lake
1248,SLC,Salt Lake
1249,SLC,Salt Lake
1250,SLC,Salt Lake
1251,SLC,Salt Lake
1252,SLC,Salt Lake
1253,SLC,Salt Lake
1254,SLC,Salt Lake
1255,SLC,Salt Lake
1256,SLC,Salt Lake
1257,SLC,Salt Lake
1258,SLC,Salt Lake
1259,SLC,Salt Lake
1260,SLC,Salt Lake
1261,SLC,Salt Lake
1262,SLC,Salt Lake
1263,SLC,Salt Lake
1264,SLC,Salt Lake
1265,SLC,Salt Lake
1266,SLC,Salt Lake
1267,SLC,Salt Lake
1268,SLC,Salt Lake
1269,SLC,Salt Lake
