TAZID,CITY_UGRC,CO_NAME
1270,SLC,Salt Lake
1271,SLC,Salt Lake
1272,SLC,Salt Lake
1273,SLC,Salt Lake
1274,SLC,Salt Lake
1275,SLC,Salt Lake
1276,SLC,Salt Lake
1277,SLC,Salt Lake
1278,SLC,Salt Lake
1279,SLC,Salt Lake
1280,SLC,Salt Lake
1281,SLC,Salt Lake
1282,SLC,Salt Lake
1283,SLC,Salt Lake
1284,SLC,Salt Lake
1285,SLC,Salt Lake
1286,SLC,Salt Lake
1287,SLC,Salt Lake
1288,SLC,Salt Lake
1289,SLC,Salt Lake
1290,SLC,Salt Lake
1291,SLC,Salt Lake
1292,SLC,Salt Lake
1293,SLC,Salt Lake
1294,SLC,Salt Lake
1295,SLC,Salt Lake
1296,SLC,Salt Lake
1297,SLC,Salt Lake
1298,SLC,Salt Lake
1299,SLC,Salt Lake
1300,SLC,Salt Lake
1301,SLC,Salt Lake
1302,MMT,Salt Lake
1303,MMT,Salt Lake
1304,MMT,Salt Lake
1305,MMT,Salt Lake
1306,MMT,Salt Lake
1307,MMT,Salt Lake
1308,MMT,Salt Lake
1309,MMT,Salt Lake
1310,MMT,Salt Lake
1311,MMT,Salt Lake
1312,MMT,Salt Lake
1313,MMT,Salt Lake
1314,MMT,Salt Lake
1315,MMT,Salt Lake
1316,MMT,Salt Lake
1317,MMT,Salt Lake
1318,MMT,Salt Lake
1319,MMT,Salt Lake
1320,MMT,Salt Lake
1321,WVC,Salt Lake
1322,WVC,Salt Lake
1323,WVC,Salt Lake
1324,WVC,Salt Lake
1325,WVC,Salt Lake
1326,WVC,Salt Lake
1327,WVC,Salt Lake
1328,WVC,Salt Lake
1329,WVC,Salt Lake
1330,WVC,Salt Lake
1331,WVC,Salt Lake
1332,WVC,Salt Lake
1333,WVC,Salt Lake
1334,WVC,Salt Lake
1335,WVC,Salt Lake
1336,WVC,Salt Lake
1337,WVC,Salt Lake
1338,WVC,Salt Lake
1339,WVC,Salt Lake
1340,WVC,Salt Lake
1341,WVC,Salt Lake
1342,WVC,Salt Lake
1343,WVC,Salt Lake
1344,WVC,Salt Lake
1345,WVC,Salt Lake
1346,WVC,Salt Lake
1347,WVC,Salt Lake
1348,WVC,Salt Lake
1349,WVC,Salt Lake
1350,WVC,Salt Lake
1351,WVC,Salt Lake
1352,WVC,Salt Lake
1353,WVC,Salt Lake
1354,WVC,Salt Lake
1355,WVC,Salt Lake
1356,WVC,Salt Lake
1357,WVC,Salt Lake
1358,WVC,Salt Lake
1359,WVC,Salt Lake
1360,WVC,Salt Lake
1361,WVC,Salt Lake
1362,WVC,Salt Lake
1363,WVC,Salt Lake
1364,WVC,Salt Lake
1365,WVC,Salt Lake
1366,WVC,Salt Lake
1367,WVC,Salt Lake
1368,WVC,Salt Lake
1369,WVC,Salt Lake
1370,WVC,Salt Lake
1371,WVC,Salt Lake
1372,WVC,Salt Lake
1373,WVC,Salt Lake
1374,WVC,Salt Lake
1375,WVC,Salt Lake
1376,WVC,Salt Lake
1377,WVC,Salt Lake
1378,WVC,Salt Lake
1379,WVC,Salt Lake
1380,WVC,Salt Lake
1381,WVC,Salt Lake
1382,WVC,Salt Lake
1383,WVC,Salt Lake
1384,WVC,Salt Lake
1385,WVC,Salt Lake
1386,WVC,Salt Lake
1387,WVC,Salt Lake
1388,WVC,Salt Lake
1389,WVC,Salt Lake
1390,WVC,Salt Lake
1391,WVC,Salt Lake
1392,WVC,Salt Lake
1393,WVC,Salt Lake
1394,WVC,Salt Lake
1395,WVC,Salt Lake
1396,WVC,Salt Lake
1397,WVC,Salt Lake
1398,WVC,Salt Lake
1399,WVC,Salt Lake
1400,WVC,Salt Lake
1401,WVC,Salt Lake
1402,WVC,Salt Lake
1403,WVC,Salt Lake
1404,WVC,Salt Lake
1405,WVC,Salt Lake
1406,WVC,Salt Lake
1407,WVC,Salt Lake
1408,WVC,Salt Lake
1409,WVC,Salt Lake
1410,WVC,Salt Lake
1411,WVC,Salt Lake
1412,WVC,Salt Lake
1413,WVC,Salt Lake
1414,WVC,Salt Lake
1415,WVC,Salt Lake
1416,WVC,Salt Lake
1417,WVC,Salt Lake
1418,WVC,Salt Lake
1419,WVC,Salt Lake
1420,WVC,Salt Lake
1421,WVC,Salt Lake
1422,WVC,Salt Lake
1423,WVC,Salt Lake
1424,WVC,Salt Lake
1425,WVC,Salt Lake
1426,WVC,Salt Lake
1427,WVC,Salt Lake
1428,WVC,Salt Lake
1429,WVC,Salt Lake
1430,WVC,Salt Lake
1431,WVC,Salt Lake
1432,WVC,Salt Lake
1433,WVC,Salt Lake
1434,WVC,Salt Lake
1435,WVC,Salt Lake
1436,WVC,Salt Lake
1437,WVC,Salt Lake
1438,WVC,Salt Lake
1439,SSL,Salt Lake
1440,SSL,Salt Lake
1441,SSL,Salt Lake
1442,SSL,Salt Lake
1443,SSL,Salt Lake
1444,SSL,Salt Lake
1445,SSL,Salt Lake
1446,SSL,Salt Lake
1447,SSL,Salt Lake
1448,SSL,Salt Lake
1449,SSL,Salt Lake
1450,SSL,Salt Lake
1451,SSL,Salt Lake
1452,SSL,Salt Lake
1453,SSL,Salt Lake
1454,SSL,Salt Lake
1455,SSL,Salt Lake
1456,SSL,Salt Lake
1457,SSL,Salt Lake
1458,SSL,Salt Lake
1459,SSL,Salt Lake
1460,SSL,Salt Lake
1461,SSL,Salt Lake
1462,SSL,Salt Lake
1463,SSL,Salt Lake
1464,SSL,Salt Lake
1465,SSL,Salt Lake
1466,SSL,Salt Lake
1467,SSL,Salt Lake
1468,SSL,Salt Lake
1469,SSL,Salt Lake
1470,SSL,Salt Lake
1471,SSL,Salt Lake
1472,SSL,Salt Lake
1473,SSL,Salt Lake
1474,SSL,Salt Lake
1475,SSL,Salt Lake
1476,SSL,Salt Lake
1477,SSL,Salt Lake
1478,SSL,Salt Lake
1479,SSL,Salt Lake
1480,SSL,Salt Lake
1481,SSL,Salt Lake
1482,SSL,Salt Lake
1483,SSL,Salt Lake
1484,SSL,Salt Lake
1485,SSL,Salt Lake
1486,SSL,Salt Lake
1487,SSL,Salt Lake
1488,SSL,Salt Lake
1489,SSL,Salt Lake
1490,SSL,Salt Lake
1491,SSL,Salt Lake
1492,SSL,Salt Lake
1493,SSL,Salt Lake
1494,SSL,Salt Lake
1495,SSL,Salt Lake
1496,SSL,Salt Lake
1497,SSL,Salt Lake
1498,MLC,Salt Lake
1499,MLC,Salt Lake
1500,MLC,Salt Lake
1501,MLC,Salt Lake
1502,MLC,Salt Lake
1503,MLC,Salt Lake
1504,MLC,Salt Lake
1505,MLC,Salt Lake
1506,MLC,Salt Lake
1507,MLC,Salt Lake
1508,MLC,Salt Lake
1509,MLC,Salt Lake
1510,MLC,Salt Lake
1511,MLC,Salt Lake
1512,MLC,Salt Lake
1513,MLC,Salt Lake
1514,MLC,Salt Lake
1515,MLC,Salt Lake
1516,MLC,Salt Lake
1517,MLC,Salt Lake
1518,MLC,Salt Lake
1519,MLC,Salt Lake
1520,MLC,Salt Lake
1521,MLC,Salt Lake
1522,MLC,Salt Lake
1523,MLC,Salt Lake
1524,MLC,Salt Lake
1525,MLC,Salt Lake
1526,MLC,Salt Lake
1527,MLC,Salt Lake
1528,MLC,Salt Lake
1529,MLC,Salt Lake
1530,MLC,Salt Lake
1531,MLC,Salt Lake
1532,MLC,Salt Lake
1533,MLC,Salt Lake
1534,MLC,Salt Lake
1535,MLC,Salt Lake
1536,MLC,Salt Lake
1537,MLC,Salt Lake
1538,MLC,Salt Lake
1539,MLC,Salt Lake
1540,MLC,Salt Lake
1541,MLC,Salt Lake
1542,MLC,Salt Lake
1543,MLC,Salt Lake
1544,MLC,Salt Lake
1545,MLC,Salt Lake
1546,MLC,Salt Lake
1547,MLC,Salt Lake
1548,MLC,Salt Lake
1549,MLC,Salt Lake
1550,MLC,Salt Lake
1551,MLC,Salt Lake
1552,MLC,Salt Lake
1553,MLC,Salt Lake
1554,MLC,Salt Lake
1555,MLC,Salt Lake
1556,MLC,Salt Lake
1557,KMT,Salt Lake
1558,KMT,Salt Lake
1559,KMT,Salt Lake
1560,KMT,Salt Lake
1561,KMT,Salt Lake
1562,KMT,Salt Lake
1563,KMT,Salt Lake
1564,KMT,Salt Lake
1565,KMT,Salt Lake
1566,KMT,Salt Lake
1567,KMT,Salt Lake
1568,KMT,Salt Lake
1569,KMT,Salt Lake
1570,KMT,Salt Lake
1571,KMT,Salt Lake
1572,KMT,Salt Lake
1573,TAY,Salt Lake
1574,TAY,Salt Lake
1575,TAY,Salt Lake
1576,TAY,Salt Lake
1577,TAY,Salt Lake
1578,TAY,Salt Lake
1579,TAY,Salt Lake
1580,TAY,Salt Lake
1581,TAY,Salt Lake
1582,TAY,Salt Lake
1583,TAY,Salt Lake
1584,TAY,Salt Lake
1585,TAY,Salt Lake
1586,TAY,Salt Lake
1587,TAY,Salt Lake
1588,TAY,Salt Lake
1589,TAY,Salt Lake
1590,TAY,Salt Lake
1591,TAY,Salt Lake
1592,TAY,Salt Lake
1593,TAY,Salt Lake
1594,TAY,Salt Lake
1595,TAY,Salt Lake
1596,TAY,Salt Lake
1597,TAY,Salt Lake
1598,TAY,Salt Lake
1599,TAY,Salt Lake
1600,TAY,Salt Lake
1601,TAY,Salt Lake
1602,TAY,Salt Lake
1603,TAY,Salt Lake
1604,TAY,Salt Lake
1605,TAY,Salt Lake
1606,TAY,Salt Lake
1607,TAY,Salt Lake
1608,TAY,Salt Lake
1609,TAY,Salt Lake
1610,TAY,Salt Lake
1611,TAY,Salt Lake
1612,TAY,Salt Lake
1613,TAY,Salt Lake
1614,TAY,Salt Lake
1615,MUR,Salt Lake
1616,MUR,Salt Lake
1617,MUR,Salt Lake
1618,MUR,Salt Lake
1619,MUR,Salt Lake
1620,MUR,Salt Lake
1621,MUR,Salt Lake
1622,MUR,Salt Lake
1623,MUR,Salt Lake
1624,MUR,Salt Lake
1625,MUR,Salt Lake
1626,MUR,Salt Lake
1627,MUR,Salt Lake
1628,MUR,Salt Lake
1629,MUR,Salt Lake
1630,MUR,Salt Lake
1631,MUR,Salt Lake
1632,MUR,Salt Lake
1633,MUR,Salt Lake
1634,MUR,Salt Lake
1635,MUR,Salt Lake
1636,MUR,Salt Lake
1637,MUR,Salt Lake
1638,MUR,Salt Lake
1639,MUR,Salt Lake
1640,MUR,Salt Lake
1641,MUR,Salt Lake
1642,MUR,Salt Lake
1643,MUR,Salt Lake
1644,MUR,Salt Lake
1645,MUR,Salt Lake
1646,MUR,Salt Lake
1647,MUR,Salt Lake
1648,MUR,Salt Lake
1649,MUR,Salt Lake
1650,MUR,Salt Lake
1651,MUR,Salt Lake
1652,MUR,Salt Lake
1653,MUR,Salt Lake
1654,MUR,Salt Lake
1655,MUR,Salt Lake
1656,MUR,Salt Lake
1657,MUR,Salt Lake
1658,MUR,Salt Lake
1659,MUR,Salt Lake
1660,MUR,Salt Lake
1661,MUR,Salt Lake
1662,MUR,Salt Lake
1663,MUR,Salt Lake
1664,MUR,Salt Lake
1665,MUR,Salt Lake
1666,MUR,Salt Lake
1667,MUR,Salt Lake
1668,MUR,Salt Lake
1669,MUR,Salt Lake
1670,MUR,Salt Lake
1671,HOL,Salt Lake
1672,HOL,Salt Lake
1673,HOL,Salt Lake
1674,HOL,Salt Lake
1675,HOL,Salt Lake
1676,HOL,Salt Lake
1677,HOL,Salt Lake
1678,HOL,Salt Lake
1679,HOL,Salt Lake
1680,HOL,Salt Lake
1681,HOL,Salt Lake
1682,HOL,Salt Lake
1683,HOL,Salt Lake
1684,HOL,Salt Lake
1685,HOL,Salt Lake
1686,HOL,Salt Lake
1687,HOL,Salt Lake
1688,HOL,Salt Lake
1689,HOL,Salt Lake
1690,HOL,Salt Lake
1691,HOL,Salt Lake
1692,HOL,Salt Lake
1693,HOL,Salt Lake
1694,HOL,Salt Lake
1695,HOL,Salt Lake
1696,HOL,Salt Lake
1697,HOL,Salt Lake
1698,HOL,Salt Lake
1699,HOL,Salt Lake
1700,HOL,Salt Lake
1701,WJC,Salt Lake
1702,WJC,Salt Lake
1703,WJC,Salt Lake
1704,WJC,Salt Lake
1705,WJC,Salt Lake
1706,WJC,Salt Lake
1707,WJC,Salt Lake
1708,WJC,Salt Lake
1709,WJC,Salt Lake
1710,WJC,Salt Lake
1711,WJC,Salt Lake
1712,WJC,Salt Lake
1713,WJC,Salt Lake
1714,WJC,Salt Lake
1715,WJC,Salt Lake
1716,WJC,Salt Lake
1717,WJC,Salt Lake
1718,WJC,Salt Lake
1719,WJC,Salt Lake
1720,WJC,Salt Lake
1721,WJC,Salt Lake
1722,WJC,Salt Lake
1723,WJC,Salt Lake
1724,WJC,Salt Lake
1725,WJC,Salt Lake
1726,WJC,Salt Lake
1727,WJC,Salt Lake
1728,WJC,Salt Lake
1729,WJC,Salt Lake
1730,WJC,Salt Lake
1731,WJC,Salt Lake
1732,WJC,Salt Lake
1733,WJC,Salt Lake
1734,WJC,Salt Lake
1735,WJC,Salt Lake
1736,WJC,Salt Lake
1737,WJC,Salt Lake
1738,WJC,Salt Lake
1739,WJC,Salt Lake
1740,WJC,Salt Lake
1741,WJC,Salt Lake
1742,WJC,Salt Lake
1743,WJC,Salt Lake
1744,WJC,Salt Lake
1745,WJC,Salt Lake
1746,WJC,Salt Lake
1747,WJC,Salt Lake
1748,WJC,Salt Lake
1749,WJC,Salt Lake
1750,WJC,Salt Lake
1751,WJC,Salt Lake
1752,WJC,Salt Lake
1753,WJC,Salt Lake
1754,WJC,Salt Lake
1755,WJC,Salt Lake
1756,WJC,Salt Lake
1757,WJC,Salt Lake
1758,WJC,Salt Lake
1759,WJC,Salt Lake
1760,WJC,Salt Lake
1761,WJC,Salt Lake
1762,WJC,Salt Lake
1763,WJC,Salt Lake
1764,WJC,Salt Lake
1765,WJC,Salt Lake
1766,WJC,Salt Lake
1767,WJC,Salt Lake
1768,WJC,Salt Lake
1769,WJC,Salt Lake
1770,WJC,Salt Lake
1771,WJC,Salt Lake
1772,WJC,Salt Lake
1773,WJC,Salt Lake
1774,WJC,Salt Lake
1775,WJC,Salt Lake
1776,WJC,Salt Lake
1777,WJC,Salt Lake
1778,WJC,Salt Lake
1779,WJC,Salt Lake
1780,WJC,Salt Lake
1781,WJC,Salt Lake
1782,WJC,Salt Lake
1783,WJC,Salt Lake
1784,WJC,Salt Lake
1785,WJC,Salt Lake
1786,MID,Salt Lake
1787,MID,Salt Lake
1788,MID,Salt Lake
1789,MID,Salt Lake
1790,MID,Salt Lake
1791,MID,Salt Lake
1792,MID,Salt Lake
1793,MID,Salt Lake
1794,MID,Salt Lake
1795,MID,Salt Lake
1796,MID,Salt Lake
1797,MID,Salt Lake
1798,MID,Salt Lake
1799,MID,Salt Lake
1800,MID,Salt Lake
1801,MID,Salt Lake
1802,MID,Salt Lake
1803,MID,Salt Lake
1804,MID,Salt Lake
1805,MID,Salt Lake
1806,MID,Salt Lake
1807,MID,Salt Lake
1808,MID,Salt Lake
1809,MID,Salt Lake
1810,MID,Salt Lake
1811,MID,Salt Lake
1812,MID,Salt Lake
1813,MID,Salt Lake
1814,MID,Salt Lake
1815,MID,Salt Lake
1816,MID,Salt Lake
1817,MID,Salt Lake
1818,MID,Salt Lake
1819,MID,Salt Lake
1820,MID,Salt Lake
1821,MID,Salt Lake
1822,COT,Salt Lake
1823,COT,Salt Lake
1824,COT,Salt Lake
1825,COT,Salt Lake
1826,COT,Salt Lake
1827,COT,Salt Lake
1828,COT,Salt Lake
1829,COT,Salt Lake
1830,COT,Salt Lake
1831,COT,Salt Lake
1832,COT,Salt Lake
1833,COT,Salt Lake
1834,COT,Salt Lake
1835,COT,Salt Lake
1836,COT,Salt Lake
1837,COT,Salt Lake
1838,COT,Salt Lake
1839,COT,Salt Lake
1840,COT,Salt Lake
1841,COT,Salt Lake
1842,COT,Salt Lake
1843,COT,Salt Lake
1844,COT,Salt Lake
1845,COT,Salt Lake
1846,COT,Salt Lake
1847,COT,Salt Lake
1848,COT,Salt Lake
1849,SAN,Salt Lake
1850,SAN,Salt Lake
1851,SAN,Salt Lake
1852,SAN,Salt Lake
1853,SAN,Salt Lake
1854,SAN,Salt Lake
1855,SAN,Salt Lake
1856,SAN,Salt Lake
1857,SAN,Salt Lake
1858,SAN,Salt Lake
1859,SAN,Salt Lake
1860,SAN,Salt Lake
1861,SAN,Salt Lake
1862,SAN,Salt Lake
1863,SAN,Salt Lake
1864,SAN,Salt Lake
1865,SAN,Salt Lake
1866,SAN,Salt Lake
1867,SAN,Salt Lake
1868,SAN,Salt Lake
1869,SAN,Salt Lake
1870,SAN,Salt Lake
1871,SAN,Salt Lake
1872,SAN,Salt Lake
1873,SAN,Salt Lake
1874,SAN,Salt Lake
1875,SAN,Salt Lake
1876,SAN,Salt Lake
1877,SAN,Salt Lake
1878,SAN,Salt Lake
1879,SAN,Salt Lake
1880,SAN,Salt Lake
1881,SAN,Salt Lake
1882,SAN,Salt Lake
1883,SAN,Salt Lake
1884,SAN,Salt Lake
1885,SAN,Salt Lake
1886,SAN,Salt Lake
1887,SAN,Salt Lake
1888,SAN,Salt Lake
1889,SAN,Salt Lake
1890,SAN,Salt Lake
1891,SAN,Salt Lake
1892,SAN,Salt Lake
1893,SAN,Salt Lake
1894,SAN,Salt Lake
1895,SAN,Salt Lake
1896,SAN,Salt Lake
1897,SAN,Salt Lake
1898,SAN,Salt Lake
1899,SAN,Salt Lake
1900,WMT,Salt Lake
1901,WMT,Salt Lake
1902,SAN,Salt Lake
1903,SAN,Salt Lake
1904,SAN,Salt Lake
1905,SAN,Salt Lake
1906,SAN,Salt Lake
1907,SAN,Salt Lake
1908,SAN,Salt Lake
1909,SAN,Salt Lake
1910,SAN,Salt Lake
1911,WMT,Salt Lake
1912,WMT,Salt Lake
1913,WMT,Salt Lake
1914,SAN,Salt Lake
1915,SAN,Salt Lake
1916,SAN,Salt Lake
1917,SAN,Salt Lake
1918,SAN,Salt Lake
1919,SAN,Salt Lake
1920,SAN,Salt Lake
1921,SAN,Salt Lake
1922,SAN,Salt Lake
1923,SAN,Salt Lake
1924,SAN,Salt Lake
1925,SAN,Salt Lake
1926,SAN,Salt Lake
1927,SAN,Salt Lake
1928,SAN,Salt Lake
1929,SAN,Salt Lake
1930,SAN,Salt Lake
1931,SAN,Salt Lake
1932,SAN,Salt Lake
1933,SAN,Salt Lake
1934,SAN,Salt Lake
1935,SAN,Salt Lake
1936,SAN,Salt Lake
1937,SAN,Salt Lake
1938,SAN,Salt Lake
1939,SAN,Salt Lake
1940,SAN,Salt Lake
1941,SAN,Salt Lake
1942,SAN,Salt Lake
1943,SAN,Salt Lake
1944,SJC,Salt Lake
1945,SJC,Salt Lake
1946,SJC,Salt Lake
1947,SJC,Salt Lake
1948,SJC,Salt Lake
1949,SJC,Salt Lake
1950,SJC,Salt Lake
1951,SJC,Salt Lake
1952,SJC,Salt Lake
1953,SJC,Salt Lake
1954,SJC,Salt Lake
1955,SJC,Salt Lake
1956,SJC,Salt Lake
1957,SJC,Salt Lake
1958,SJC,Salt Lake
1959,SJC,Salt Lake
1960,SJC,Salt Lake
1961,SJC,Salt Lake
1962,SJC,Salt Lake
1963,SJC,Salt Lake
1964,SJC,Salt Lake
1965,SJC,Salt Lake
1966,SJC,Salt Lake
1967,SJC,Salt Lake
1968,SJC,Salt Lake
1969,SJC,Salt Lake
1970,SJC,Salt Lake
1971,SJC,Salt Lake
1972,SJC,Salt Lake
1973,SJC,Salt Lake
1974,SJC,Salt Lake
1975,SJC,Salt Lake
1976,SJC,Salt Lake
1977,SJC,Salt Lake
1978,SJC,Salt Lake
1979,SJC,Salt Lake
1980,SJC,Salt Lake
1981,SJC,Salt Lake
1982,SJC,Salt Lake
1983,SJC,Salt Lake
1984,SJC,Salt Lake
1985,SJC,Salt Lake
1986,SJC,Salt Lake
1987,SJC,Salt Lake
1988,SJC,Salt Lake
1989,SJC,Salt Lake
1990,SJC,Salt Lake
1991,SJC,Salt Lake
1992,SJC,Salt Lake
1993,SJC,Salt Lake
1994,SJC,Salt Lake
1995,SJC,Salt Lake
1996,SJC,Salt Lake
1997,SJC,Salt Lake
1998,SJC,Salt Lake
1999,SJC,Salt Lake
2000,SJC,Salt Lake
2001,SJC,Salt Lake
2002,SJC,Salt Lake
2003,SJC,Salt Lake
2004,SJC,Salt Lake
2005,SJC,Salt Lake
2006,SJC,Salt Lake
2007,SJC,Salt Lake
2008,SJC,Salt Lake
2009,SJC,Salt Lake
2010,SJC,Salt Lake
2011,SJC,Salt Lake
2012,SJC,Salt Lake
2013,SJC,Salt Lake
2014,SJC,Salt Lake
2015,SJC,Salt Lake
2016,SJC,Salt Lake
2017,SJC,Salt Lake
2018,SJC,Salt Lake
2019,SJC,Salt Lake
2020,SJC,Salt Lake
2021,SJC,Salt Lake
2022,HER,Salt Lake
2023,HER,Salt Lake
2024,HER,Salt Lake
2025,HER,Salt Lake
2026,HER,Salt Lake
2027,HER,Salt Lake
2028,HER,Salt Lake
2029,HER,Salt Lake
2030,HER,Salt Lake
2031,HER,Salt Lake
2032,HER,Salt Lake
2033,HER,Salt Lake
2034,HER,Salt Lake
2035,HER,Salt Lake
2036,HER,Salt Lake
2037,HER,Salt Lake
2038,HER,Salt Lake
2039,HER,Salt Lake
2040,HER,Salt Lake
2041,HER,Salt Lake
2042,HER,Salt Lake
2043,HER,Salt Lake
2044,HER,Salt Lake
2045,HER,Salt Lake
2046,HER,Salt Lake
2047,HER,Salt Lake
2048,HER,Salt Lake
2049,HER,Salt Lake
2050,HER,Salt Lake
2051,HER,Salt Lake
2052,HER,Salt Lake
2053,HER,Salt Lake
2054,HER,Salt Lake
2055,HER,Salt Lake
2056,HER,Salt Lake
2057,HER,Salt Lake
2058,HER,Salt Lake
2059,HER,Salt Lake
2060,HER,Salt Lake
2061,HER,Salt Lake
2062,RVT,Salt Lake
2063,RVT,Salt Lake
2064,RVT,Salt Lake
2065,RVT,Salt Lake
2066,RVT,Salt Lake
2067,RVT,Salt Lake
2068,RVT,Salt Lake
2069,RVT,Salt Lake
2070,RVT,Salt Lake
2071,RVT,Salt Lake
2072,RVT,Salt Lake
2073,RVT,Salt Lake
2074,RVT,Salt Lake
2075,RVT,Salt Lake
2076,RVT,Salt Lake
2077,RVT,Salt Lake
2078,RVT,Salt Lake
2079,RVT,Salt Lake
2080,RVT,Salt Lake
2081,RVT,Salt Lake
2082,RVT,Salt Lake
2083,RVT,Salt Lake
2084,RVT,Salt Lake
2085,RVT,Salt Lake
2086,RVT,Salt Lake
2087,RVT,Salt Lake
2088,RVT,Salt Lake
2089,RVT,Salt Lake
2090,RVT,Salt Lake
2091,RVT,Salt Lake
2092,RVT,Salt Lake
2093,RVT,Salt Lake
2094,RVT,Salt Lake
2095,RVT,Salt Lake
2096,RVT,Salt Lake
2097,RVT,Salt Lake
2098,RVT,Salt Lake
2099,RVT,Salt Lake
2100,RVT,Salt Lake
2101,DRA,Salt Lake
2102,DRA,Salt Lake
2103,DRA,Salt Lake
2104,DRA,Salt Lake
2105,DRA,Salt Lake
2106,DRA,Salt Lake
2107,DRA,Salt Lake
2108,DRA,Salt Lake
2109,DRA,Salt Lake
2110,DRA,Salt Lake
2111,DRA,Salt Lake
2112,DRA,Salt Lake
2113,DRA,Salt Lake
2114,DRA,Salt Lake
2115,DRA,Salt Lake
2116,DRA,Salt Lake
2117,DRA,Salt Lake
2118,DRA,Salt Lake
2119,DRA,Salt Lake
2120,DRA,Salt Lake
2121,DRA,Salt Lake
2122,DRA,Salt Lake
2123,DRA,Salt Lake
2124,DRA,Salt Lake
2125,DRA,Salt Lake
2126,DRA,Salt Lake
2127,DRA,Salt Lake
2128,DRA,Salt Lake
2129,DRA,Salt Lake
2130,DRA,Salt Lake
2131,DRA,Salt Lake
2132,DRA,Salt Lake
2133,DRA,Salt Lake
2134,DRA,Salt Lake
2135,DRA,Salt Lake
2136,DRA,Salt Lake
2137,DRA,Salt Lake
2138,DRA,Salt Lake
2139,DRA,Salt Lake
2140,DRA,Salt Lake
2141,DRA,Salt Lake
2142,DRA,Salt Lake
2143,DRA,Salt Lake
2144,DRA,Salt Lake
2145,DRA,Salt Lake
2146,DRA,Salt Lake
2147,DRA,Salt Lake
2148,DRA,Salt Lake
2149,DRA,Salt Lake
2150,DRA,Salt Lake
2151,DRA,Salt Lake
2152,DRA,Salt Lake
2153,DRA,Salt Lake
2154,DRA,Salt Lake
2155,DRA,Salt Lake
2156,DRA,Salt Lake
2157,DRA,Salt Lake
2158,DRA,Salt Lake
2159,DRA,Salt Lake
2160,DRA,Salt Lake
2161,DRA,Salt Lake
2162,BDL,Salt Lake
2163,BDL,Salt Lake
2164,BDL,Salt Lake
2165,BDL,Salt Lake
2166,BDL,Salt Lake
2167,BDL,Salt Lake
2168,BDL,Salt Lake
2169,BDL,Salt Lake
2170,BDL,Salt Lake
2171,BDL,Salt Lake
2172,BDL,Salt Lake
2173,BDL,Salt Lake
2174,BDL,Salt Lake
2175,BDL,Salt Lake
2176,BDL,Salt Lake
2177,BDL,Salt Lake
2178,BDL,Salt Lake
2179,BDL,Salt Lake
2180,BDL,Salt Lake
2181,BDL,Salt Lake
2182,BDL,Salt Lake
2183,BDL,Salt Lake
2184,BDL,Salt Lake
2185,BDL,Salt Lake
2186,BDL,Salt Lake
2187,EMT,Salt Lake
2188,EMT,Salt Lake
2189,EMT,Salt Lake
2190,,Salt Lake
2191,,Salt Lake
2192,BRT,Salt Lake
2193,,Salt Lake
2194,BRT,Salt Lake
2195,BRT,Salt Lake
2196,ALA,Salt Lake
2197,,Salt Lake
2198,,Salt Lake
2199,,Salt Lake
2200,,Salt Lake
2201,,Salt Lake
2202,,Salt Lake
2203,,Salt Lake
2204,,Salt Lake
2205,,Salt Lake
2206,,Salt Lake
2207,,Salt Lake
2208,,Salt Lake
2209,,Salt Lake
2210,,Salt Lake
2211,,Salt Lake
2212,,Salt Lake
2213,,Salt Lake
2214,BRT,Salt Lake
2215,ALA,Salt Lake
2216,,Salt Lake
2217,,Utah
2218,,Utah
2219,FFD,Utah
2220,EAG,Utah
2221,FFD,Utah
2222,FFD,Utah
2223,FFD,Utah
2224,EAG,Utah
2225,EAG,Utah
2226,EAG,Utah
2227,EAG,Utah
2228,FFD,Utah
2229,FFD,Utah
2230,FFD,Utah
2231,FFD,Utah
2232,FFD,Utah
2233,EAG,Utah
2234,EAG,Utah
2235,EAG,Utah
2236,EAG,Utah
2237,EAG,Utah
2238,FFD,Utah
2239,FFD,Utah
2240,FFD,Utah
2241,FFD,Utah
2242,EAG,Utah
2243,EAG,Utah
2244,EAG,Utah
2245,EAG,Utah
2246,EAG,Utah
2247,EAG,Utah
2248,FFD,Utah
2249,EAG,Utah
2250,EAG,Utah
2251,EAG,Utah
2252,EAG,Utah
2253,EAG,Utah
2254,EAG,Utah
2255,EAG,Utah
2256,EAG,Utah
2257,EAG,Utah
2258,EAG,Utah
2259,EAG,Utah
2260,EAG,Utah
2261,EAG,Utah
2262,EAG,Utah
2263,EAG,Utah
2264,EAG,Utah
2265,EAG,Utah
2266,EAG,Utah
2267,EAG,Utah
2268,EAG,Utah
2269,EAG,Utah
2270,EAG,Utah
2271,EAG,Utah
2272,EAG,Utah
2273,EAG,Utah
2274,EAG,Utah
2275,EAG,Utah
2276,EAG,Utah
2277,EAG,Utah
2278,EAG,Utah
2279,EAG,Utah
2280,EAG,Utah
2281,CDF,Utah
2282,CDF,Utah
2283,CDF,Utah
2284,CDF,Utah
2285,CDF,Utah
2286,EAG,Utah
2287,EAG,Utah
2288,CDF,Utah
2289,CDF,Utah
2290,CDF,Utah
2291,CDF,Utah
2292,EAG,Utah
2293,EAG,Utah
2294,EAG,Utah
2295,EAG,Utah
2296,EAG,Utah
2297,EAG,Utah
