SEGID,DISTANCE,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_158.5,     0.472,       2.0,       0.9,Principal Arterial,       998,    1373.5,    2434.9,    1787.5,    2003.8,    7599.7,      44.5,      44.4,      44.5,      44.2,      44.5,      44.4,     0.636,     0.638,     0.636,     0.640,     0.636,     0.637,      5987,     11974,      5987,     23947,     47895,      0.31,      0.23,      0.36,      0.10,      0.36,     648.2,    1149.0,     843.6,     945.6,    3586.4,     581.7,     956.9,     754.5,     851.6,    3144.7,       6.2,      49.5,      15.1,      11.8,      82.6,      43.8,      87.0,      57.6,      53.4,     241.8,      16.5,      55.6,      16.5,      28.8,     117.4,     80.51,     14.61,     25.83,     19.07,     21.22,     80.73,     0.058,     0.036,     0.139,         0,     0.233
0006_158.9,     0.381,       2.0,       0.8,Principal Arterial,      1006,    1385.1,    2463.8,    1803.0,    2019.3,    7671.2,      46.0,      45.8,      45.9,      45.6,      46.0,      45.8,     0.497,     0.499,     0.498,     0.501,     0.497,     0.499,      6034,     12069,      6034,     24137,     48275,      0.31,      0.23,      0.36,      0.10,      0.36,     527.6,     938.5,     686.8,     769.2,    2922.1,     473.1,     778.9,     613.6,     692.1,    2557.7,       4.9,      40.9,      12.5,       9.5,      67.8,      35.9,      72.3,      47.4,      43.7,     199.3,      13.6,      46.4,      13.3,      23.9,      97.2,     63.56,     11.52,     20.45,     15.05,     16.73,     63.75,     0.045,     0.035,     0.114,     0.007,     0.201
0006_159.3,     0.278,       2.0,       0.6,Principal Arterial,       968,    1615.8,    2917.4,    2168.1,    2416.6,    9117.9,      40.0,      39.6,      39.8,      39.2,      40.0,      39.7,     0.418,     0.421,     0.419,     0.426,     0.418,     0.421,      5808,     11616,      5808,     23232,     46464,      0.38,      0.28,      0.46,      0.12,      0.46,     449.6,     811.8,     603.4,     672.4,    2537.2,     400.5,     666.4,     533.6,     603.8,    2204.3,       5.9,      40.1,      12.4,       9.6,      68.0,      31.1,      64.6,      44.4,      38.0,     178.1,      12.2,      40.6,      12.9,      21.0,      86.7,     63.47,     11.35,     20.38,     15.38,     16.82,     63.93,     0.103,     0.073,     0.285,     0.006,     0.467
0006_159.6,     0.226,       2.0,       0.5,Principal Arterial,       968,    2137.8,    3936.5,    2879.3,    3225.7,   12179.3,      40.0,      39.4,      39.5,      38.2,      40.0,      39.3,     0.339,     0.344,     0.343,     0.355,     0.339,     0.345,      5808,     11616,      5808,     23232,     46464,      0.43,      0.38,      0.55,      0.16,      0.55,     483.4,     890.1,     651.1,     729.5,    2754.1,     419.5,     702.0,     565.2,     641.6,    2328.3,       7.3,      53.2,      15.9,      14.0,      90.4,      40.4,      84.0,      53.8,      48.0,     226.2,      16.3,      51.1,      16.3,      25.8,     109.5,     68.85,     12.28,     22.52,     17.06,     18.24,     70.10,     0.188,     0.254,     0.771,         0,     1.213
0006_159.8,     0.445,       4.0,       1.8,Principal Arterial,       929,    2501.4,    4769.9,    3431.1,    4062.0,   14764.4,      40.0,      39.8,      39.9,      39.6,      40.0,      39.8,     0.669,     0.671,     0.670,     0.675,     0.669,     0.671,     11148,     22296,     11148,     44592,     89184,      0.30,      0.25,      0.38,      0.11,      0.38,    1113.9,    2124.1,    1527.9,    1808.9,    6574.8,     963.4,    1682.1,    1343.5,    1593.7,    5582.7,      18.3,     117.8,      29.2,      31.4,     196.7,      90.8,     198.1,     114.7,     119.5,     523.1,      41.4,     126.2,      40.6,      64.2,     272.4,    164.51,     27.96,     53.25,     38.58,     45.26,    165.05,     0.086,     0.104,     0.359,     0.004,     0.553
0006_160.3,     0.249,       4.0,       1.0,Principal Arterial,       929,    3214.8,    6077.3,    4470.6,    5086.0,   18848.7,      40.0,      39.7,      39.8,      39.1,      40.0,      39.7,     0.373,     0.376,     0.375,     0.383,     0.373,     0.377,     11148,     22296,     11148,     44592,     89184,      0.38,      0.31,      0.50,      0.14,      0.50,     800.7,    1513.8,    1113.5,    1266.8,    4694.8,     692.0,    1204.5,     974.4,    1111.0,    3981.9,      11.4,      76.8,      22.2,      22.0,     132.4,      65.4,     138.1,      83.1,      82.3,     368.9,      31.9,      94.4,      33.8,      51.6,     211.7,    117.23,     20.17,     37.99,     28.51,     31.63,    118.30,     0.176,     0.181,     0.717,     0.007,     1.081
0006_173.4,     0.446,       6.0,       2.7,Expressway,       919,    9256.1,   16636.0,   11663.5,   13312.8,   50868.4,      44.9,      40.3,      43.7,      37.1,      44.9,      41.7,     0.596,     0.669,     0.612,     0.724,     0.596,     0.645,     16542,     33084,     16542,     66168,    132336,      0.81,      0.60,      0.90,      0.25,      0.90,    4130.0,    7422.9,    5204.2,    5940.1,   22697.2,    3243.4,    5265.7,    4091.4,    4630.6,   17231.1,      74.1,     324.4,     109.8,     104.0,     612.3,     471.1,     872.3,     578.3,     519.3,    2441.0,     341.5,     960.6,     424.7,     686.2,    2413.0,    505.21,    102.50,    169.73,    140.20,    132.22,    544.65,    11.202,     4.500,    24.982,         0,    40.684
0006_173.7,     0.270,       6.0,       1.6,Expressway,       919,    7932.6,   14264.8,   10257.4,   12340.8,   44795.6,      45.0,      42.2,      44.6,      39.8,      45.0,      43.1,     0.360,     0.386,     0.364,     0.409,     0.360,     0.378,     16542,     33084,     16542,     66168,    132336,      0.74,      0.51,      0.83,      0.24,      0.83,    2145.5,    3858.1,    2774.2,    3337.7,   12115.5,    1757.8,    2843.0,    2244.9,    2700.2,    9545.9,      30.6,     143.7,      49.8,      47.1,     271.2,     199.1,     395.7,     264.0,     234.2,    1093.0,     158.1,     475.8,     215.6,     356.2,    1205.7,    268.98,     50.87,     86.53,     69.63,     74.10,    281.13,     3.459,     0.884,     8.343,     0.002,    12.688
0006_174.0,     0.438,       4.0,       1.8,Expressway,       948,    6273.7,   12146.9,    8171.2,   10512.0,   37103.8,      45.0,      39.2,      43.4,      35.4,      45.0,      41.0,     0.584,     0.676,     0.606,     0.748,     0.585,     0.644,     11376,     22752,     11376,     45504,     91008,      0.84,      0.64,      0.94,      0.30,      0.94,    2747.9,    5320.3,    3578.9,    4604.2,   16251.3,    2244.1,    3984.8,    2870.2,    3716.8,   12815.9,      29.8,     159.4,      53.1,      50.8,     293.1,     249.1,     481.4,     340.0,     294.4,    1364.9,     224.9,     694.7,     315.6,     542.3,    1777.5,    361.37,     70.06,    122.71,    101.13,    102.40,    396.30,     9.549,     4.396,    22.240,     0.025,    36.210
0006_174.4,     0.435,       4.0,       1.7,Expressway,       948,    6273.7,   12146.9,    8171.2,   10512.0,   37103.8,      45.0,      39.2,      43.3,      35.4,      44.9,      41.0,     0.580,     0.670,     0.601,     0.742,     0.580,     0.639,     11376,     22752,     11376,     45504,     91008,      0.84,      0.64,      0.94,      0.30,      0.94,    2726.0,    5277.9,    3550.4,    4567.5,   16121.8,    2226.2,    3953.0,    2847.3,    3687.2,   12713.7,      29.5,     158.2,      52.7,      50.4,     290.8,     247.1,     477.5,     337.3,     292.0,    1353.9,     223.0,     689.1,     313.1,     537.9,    1763.1,    358.61,     69.52,    121.77,    100.35,    101.64,    393.28,     9.465,     4.366,    22.075,     0.039,    35.945
0006_174.9,     0.700,       4.0,       2.8,Expressway,      1021,    4365.5,    8915.4,    5939.1,    7565.4,   26785.4,      55.0,      54.6,      54.8,      53.6,      55.0,      54.5,     0.763,     0.769,     0.767,     0.784,     0.763,     0.770,     12252,     24504,     12252,     49008,     98016,      0.52,      0.46,      0.64,      0.20,      0.64,    3055.1,    6239.4,    4156.4,    5294.6,   18745.5,    2459.1,    4581.2,    3241.0,    4095.6,   14376.9,      25.9,     149.8,      57.5,      47.6,     280.8,     273.0,     534.3,     399.1,     347.2,    1553.6,     297.0,     974.0,     458.7,     804.1,    2533.8,    340.69,     55.96,    113.89,     77.59,     96.22,    343.66,     0.455,     0.503,     2.111,     0.005,     3.074
0006_175.6,     0.551,       4.0,       2.2,Expressway,      1021,    4365.5,    8915.4,    5939.1,    7565.4,   26785.4,      55.0,      54.6,      54.8,      53.6,      55.0,      54.5,     0.601,     0.606,     0.604,     0.618,     0.601,     0.607,     12252,     24504,     12252,     49008,     98016,      0.52,      0.46,      0.64,      0.20,      0.64,    2406.2,    4914.1,    3273.6,    4170.0,   14763.9,    1936.8,    3608.1,    2552.6,    3225.7,   11323.2,      20.4,     118.0,      45.3,      37.5,     221.2,     215.0,     420.8,     314.4,     273.5,    1223.7,     234.0,     767.2,     361.3,     633.4,    1995.9,    268.37,     44.08,     89.72,     61.12,     75.81,    270.73,     0.351,     0.384,     1.666,     0.005,     2.406
0006_176.1,     0.900,       4.0,       3.6,Expressway,      1021,    2766.8,    6121.8,    3873.7,    5009.1,   17771.4,      55.0,      55.0,      54.9,      54.9,      55.0,      54.9,     0.983,     0.983,     0.983,     0.985,     0.983,     0.983,     12252,     24504,     12252,     49008,     98016,      0.31,      0.34,      0.42,      0.13,      0.42,    2491.2,    5511.8,    3487.8,    4510.0,   16000.8,    1916.5,    3863.6,    2550.2,    3186.5,   11516.8,      11.7,      74.7,      22.5,      23.4,     132.3,     221.3,     454.5,     377.0,     326.0,    1378.8,     341.6,    1119.0,     538.0,     974.2,    2972.8,    291.05,     45.33,    100.32,     63.58,     82.04,    291.27,     0.012,     0.060,     0.141,         0,     0.213
0006_177.0,     0.194,       4.0,       0.8,Expressway,      1021,    2757.6,    6244.4,    3954.1,    5037.9,   17994.0,      55.0,      55.0,      54.9,      54.9,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.30,      0.35,      0.43,      0.13,      0.43,     534.9,    1211.2,     766.9,     977.2,    3490.2,     407.9,     843.7,     560.8,     686.1,    2498.5,       3.3,      19.4,       6.0,       7.8,      36.5,      49.9,     104.7,      82.9,      73.9,     311.4,      73.8,     243.3,     117.3,     209.5,     643.9,     63.47,      9.73,     22.05,     13.98,     17.77,     63.53,     0.002,     0.027,     0.043,         0,     0.072
0006_177.2,     0.317,       4.0,       1.3,Expressway,      1021,    2553.2,    5810.8,    3646.6,    4675.2,   16685.8,      55.0,      55.0,      55.0,      54.9,      55.0,      55.0,     0.345,     0.346,     0.346,     0.346,     0.345,     0.346,     12252,     24504,     12252,     49008,     98016,      0.28,      0.33,      0.39,      0.12,      0.39,     808.4,    1839.8,    1154.6,    1480.3,    5283.1,     604.1,    1254.5,     823.6,    1011.4,    3693.6,       5.6,      25.9,       7.3,       9.2,      48.0,      78.1,     160.8,     129.7,     113.0,     481.6,     120.4,     398.6,     194.1,     346.7,    1059.8,     96.08,     14.70,     33.47,     21.03,     26.92,     96.12,     0.005,     0.008,     0.032,         0,     0.045
0006_177.5,     0.433,       2.0,       0.9,Expressway,      1064,    2240.7,    5155.3,    3169.1,    4126.5,   14691.6,      55.0,      54.7,      54.2,      53.0,      55.0,      54.2,     0.472,     0.475,     0.479,     0.490,     0.472,     0.479,      6384,     12768,      6384,     25536,     51072,      0.49,      0.57,      0.66,      0.21,      0.66,     969.8,    2231.2,    1371.6,    1785.9,    6358.5,     708.8,    1480.7,     937.9,    1160.6,    4288.0,       3.1,      13.4,       3.1,       3.9,      23.5,      90.7,     196.6,     162.5,     142.8,     592.6,     167.3,     540.5,     268.2,     478.7,    1454.7,    115.61,     17.72,     41.15,     25.87,     32.47,    117.21,     0.099,     0.598,     0.960,         0,     1.657
0006_177.9,     0.901,       2.0,       1.8,Expressway,      1064,    2350.4,    5383.9,    3328.6,    4267.2,   15330.1,      55.0,      54.6,      53.9,      52.2,      55.0,      53.9,     0.984,     0.991,     1.004,     1.038,     0.984,     1.004,      6384,     12768,      6384,     25536,     51072,      0.52,      0.60,      0.70,      0.22,      0.70,    2118.2,    4852.1,    2999.7,    3845.6,   13815.6,    1516.7,    3148.1,    1996.1,    2434.0,    9094.9,       3.7,      26.3,       7.3,       6.8,      44.1,     211.4,     442.4,     369.4,     316.2,    1339.4,     386.4,    1235.4,     627.1,    1088.7,    3337.6,    251.31,     38.83,     90.04,     57.51,     69.95,    256.33,     0.293,     1.825,     3.006,         0,     5.124
0006_178.8,     2.759,       2.0,       5.5,Expressway,      1064,    2328.1,    5340.7,    3298.0,    4226.8,   15193.6,      56.0,      55.6,      54.9,      53.3,      56.0,      55.0,     2.956,     2.977,     3.015,     3.110,     2.956,     3.014,      6384,     12768,      6384,     25536,     51072,      0.52,      0.60,      0.69,      0.22,      0.69,    6423.0,   14734.6,    9098.9,   11661.4,   41917.9,    4593.4,    9536.6,    6038.7,    7349.2,   27517.9,       8.3,      74.5,      19.3,      19.3,     121.4,     640.7,    1343.9,    1123.4,     962.9,    4070.9,    1180.8,    3779.7,    1917.5,    3330.0,   10208.0,    748.48,    115.53,    268.23,    170.78,    208.24,    762.78,     0.828,     5.265,     8.488,     0.021,    14.602
0006_181.6,     2.513,       2.0,       5.0,Expressway,      1064,    2229.5,    5141.1,    3153.8,    4073.7,   14598.1,      56.0,      55.7,      55.1,      53.8,      56.0,      55.1,     2.692,     2.707,     2.738,     2.804,     2.692,     2.735,      6384,     12768,      6384,     25536,     51072,      0.49,      0.59,      0.66,      0.21,      0.66,    5602.0,   12917.9,    7924.5,   10235.9,   36680.3,    3961.0,    8282.1,    5172.9,    6341.3,   23757.3,       5.0,      35.2,       5.0,       7.5,      52.7,     560.6,    1180.9,    1000.3,     861.9,    3603.7,    1075.4,    3419.8,    1746.3,    3025.2,    9266.7,    655.04,    100.60,    234.47,    147.27,    182.80,    665.14,     0.558,     3.913,     5.856,     0.012,    10.339
0006_184.1,     3.358,       2.0,       6.7,Expressway,      1064,    2166.8,    4974.5,    3058.8,    3969.6,   14169.7,      56.0,      55.7,      55.2,      54.1,      56.0,      55.3,     3.599,     3.617,     3.649,     3.727,     3.599,     3.647,      6384,     12768,      6384,     25536,     51072,      0.49,      0.57,      0.64,      0.21,      0.64,    7276.9,   16706.0,   10272.5,   13331.3,   47586.7,    5080.1,   10509.9,    6598.4,    8122.4,   30310.8,       6.7,      47.1,       3.4,      10.1,      67.3,     752.6,    1578.4,    1336.6,    1155.2,    4822.8,    1437.4,    4570.7,    2334.1,    4043.4,   12385.6,    849.89,    130.65,    302.43,    189.91,    238.11,    861.10,     0.672,     4.172,     6.558,     0.006,    11.408
0006_187.5,     7.315,       2.0,      14.6,Expressway,      1064,    1557.3,    3735.5,    2218.9,    2937.3,   10449.0,      56.0,      56.0,      55.8,      55.6,      56.0,      55.8,     7.838,     7.843,     7.871,     7.893,     7.838,     7.863,      6384,     12768,      6384,     25536,     51072,      0.33,      0.47,      0.48,      0.17,      0.48,   11391.7,   27325.5,   16231.4,   21486.6,   76435.2,    7097.8,   15204.4,    9128.5,   11106.5,   42537.2,         0,         0,         0,         0,         0,    1272.8,    2545.6,    2253.1,    1945.8,    8017.3,    3021.1,    9575.5,    4849.8,    8434.2,   25880.6,   1364.98,    203.57,    489.94,    291.88,    383.71,   1369.10,     0.140,     2.085,     2.033,     0.001,     4.259
0006_194.8,     8.833,       2.0,      17.7,Expressway,      1064,    1540.9,    3698.9,    2193.3,    2906.0,   10339.1,      56.0,      56.0,      55.8,      55.6,      56.0,      55.8,     9.464,     9.470,     9.503,     9.527,     9.464,     9.492,      6384,     12768,      6384,     25536,     51072,      0.33,      0.46,      0.48,      0.16,      0.48,   13610.2,   32671.1,   19372.7,   25667.7,   91321.7,    8407.8,   18026.5,   10778.5,   13134.2,   50347.0,         0,         0,         0,         0,         0,    1563.4,    3117.9,    2755.8,    2384.8,    9821.9,    3639.1,   11526.6,    5838.4,   10148.8,   31152.9,   1630.81,    243.21,    585.68,    348.25,    458.37,   1635.51,     0.153,     2.380,     2.298,     0.003,     4.834
0006_203.6,     7.548,       2.0,      15.1,Expressway,      1064,    1513.7,    3641.9,    2152.8,    2855.4,   10163.8,      56.0,      56.0,      55.8,      55.7,      56.0,      55.9,     8.087,     8.092,     8.118,     8.137,     8.087,     8.109,      6384,     12768,      6384,     25536,     51072,      0.33,      0.46,      0.47,      0.16,      0.47,   11425.4,   27488.9,   16249.3,   21552.5,   76716.1,    7032.4,   15049.9,    8958.0,   10909.9,   41950.2,         0,         0,         0,         0,         0,    1298.3,    2619.1,    2317.2,    2007.7,    8242.3,    3094.7,    9819.9,    4974.1,    8634.9,   26523.6,   1369.93,    204.15,    492.65,    291.92,    384.87,   1373.59,     0.115,     1.866,     1.772,     0.003,     3.756
0006_211.2,     5.022,       2.0,      10.0,Expressway,      1064,    1513.7,    3641.9,    2152.8,    2855.4,   10163.8,      56.0,      56.0,      55.8,      55.7,      56.0,      55.8,     5.381,     5.384,     5.401,     5.414,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.46,      0.47,      0.16,      0.47,    7601.4,   18288.8,   10810.9,   14339.2,   51040.3,    4678.8,   10012.9,    5959.9,    7258.5,   27910.1,         0,         0,         0,         0,         0,     863.7,    1742.6,    1541.7,    1335.8,    5483.8,    2058.9,    6533.3,    3309.4,    5744.9,   17646.5,    911.49,    135.83,    327.79,    194.23,    256.08,    913.93,     0.090,     1.256,     1.176,     0.014,     2.536
0006_216.2,     4.891,       2.0,       9.8,Expressway,      1064,    1554.8,    3668.1,    2220.8,    2893.6,   10337.3,      56.0,      56.0,      55.8,      55.6,      56.0,      55.8,     5.241,     5.244,     5.259,     5.277,     5.241,     5.255,      6384,     12768,      6384,     25536,     51072,      0.33,      0.45,      0.49,      0.16,      0.49,    7604.7,   17941.1,   10862.2,   14152.9,   50560.9,    4699.4,   10174.0,    6142.2,    7422.7,   28438.3,         0,         0,         0,         0,         0,    1032.0,    1951.5,    1707.0,    1550.4,    6240.9,    1873.3,    5815.5,    3012.9,    5179.7,   15881.4,    902.90,    135.89,    321.44,    195.29,    252.74,    905.36,     0.098,     1.105,     1.333,         0,     2.536
0013_000.0,     0.652,       4.0,       2.6,Principal Arterial,       929,    2214.0,    5165.6,    3368.4,    3655.2,   14403.2,      40.0,      39.9,      39.9,      39.7,      40.0,      39.9,     0.978,     0.979,     0.980,     0.985,     0.978,     0.981,     11148,     22296,     11148,     44592,     89184,      0.24,      0.25,      0.35,      0.09,      0.35,    1442.6,    3365.9,    2194.9,    2381.8,    9385.2,    1119.3,    2354.4,    1750.5,    1978.0,    7202.2,     116.8,     577.2,     192.2,     172.5,    1058.7,     155.1,     296.1,     200.4,     164.7,     816.3,      51.4,     138.2,      51.7,      66.4,     307.7,    234.73,     36.14,     84.39,     55.29,     59.57,    235.39,     0.058,     0.194,     0.399,     0.009,     0.660
