Mode,Name,Period,Distance,Time,Speed,Headway,Frequency,TrainBusMiles,Boardings,Alightings,DriveBoardings,WalkBoardings,DriveAlightings,WalkAlightings
      4.00,M821_5YR2023,pk,     37.33,     83.02,     26.98,     30.00,      2.00,    447.96,    158.27,    158.27,     22.34,    135.93,     22.32,    135.95
      4.00,M823_5RY2023,pk,     19.12,     55.97,     20.50,     30.00,      2.00,    229.44,    125.50,    125.50,     10.19,    115.31,     10.20,    115.30
      4.00,M831_WPr,pk,     23.68,     79.42,     17.89,     30.00,      2.00,    284.16,    556.05,    556.09,     14.64,    541.41,     14.66,    541.43
      4.00,M833_CntPr,pk,      9.75,     28.27,     20.69,     60.00,      1.00,     58.50,     29.48,     29.48,      0.90,     28.58,      0.91,     28.57
      4.00,M834_EstPr,pk,     25.64,     79.18,     19.43,     30.00,      2.00,    307.68,    189.18,    189.18,     11.30,    177.88,     11.29,    177.89
      4.00,M841_UVU,pk,      5.32,     19.52,     16.35,     30.00,      2.00,     63.84,     56.18,     56.14,      1.08,     55.10,      1.06,     55.08
      4.00,M850_StateStree,pk,     45.58,    147.51,     18.54,     15.00,      4.00,   1093.92,   1038.18,   1038.14,    111.16,    927.02,    111.15,    926.99
      4.00,M862_Orem,pk,     28.28,     92.72,     18.30,     30.00,      2.00,    339.36,    652.72,    652.64,    109.83,    542.89,    109.85,    542.79
      4.00,M864_Thanksgivi,pk,      7.25,     24.73,     17.59,     30.00,      2.00,     87.00,     61.23,     61.24,      3.29,     57.94,      3.28,     57.96
      4.00,M871_SLtoUtahCn,pk,     26.46,     70.70,     22.46,     30.00,      2.00,    317.52,     65.12,     65.04,      9.38,     55.74,      9.35,     55.69
      4.00,O600,pk,     46.04,    145.95,     18.93,     15.00,      4.00,   1104.96,    705.56,    705.64,     47.95,    657.61,     48.02,    657.62
      4.00,O601,pk,      3.70,     16.47,     13.48,     20.00,      3.00,     66.60,     10.11,     10.11,      0.23,      9.88,      0.24,      9.87
      4.00,O604,pk,     14.00,     44.05,     19.07,     30.00,      2.00,    168.00,     41.04,     41.06,      9.00,     32.04,      9.01,     32.05
      4.00,O607,pk,     20.92,     61.85,     20.29,     30.00,      2.00,    251.04,    232.89,    232.89,     25.41,    207.48,     25.40,    207.49
      4.00,O609,pk,     42.50,    118.69,     21.48,     30.00,      2.00,    510.00,    678.80,    678.73,    234.88,    443.92,    234.82,    443.91
      4.00,O612,pk,     26.20,     78.37,     20.06,     15.00,      4.00,    628.80,    456.61,    456.54,     19.77,    436.84,     19.72,    436.82
      4.00,O614,pk,     17.94,     52.50,     20.50,     30.00,      2.00,    215.28,     49.03,     49.05,      0.56,     48.47,      0.56,     48.49
      4.00,O615,pk,     15.08,     43.70,     20.70,     30.00,      2.00,    180.96,    258.72,    258.71,     23.19,    235.53,     23.19,    235.52
      4.00,O626,pk,     28.38,     76.72,     22.19,     30.00,      2.00,    340.56,    134.53,    134.55,     11.43,    123.10,     11.44,    123.11
      4.00,O627,pk,     18.58,     54.97,     20.28,     30.00,      2.00,    222.96,     83.77,     83.78,      8.68,     75.09,      8.65,     75.13
      4.00,O628,pk,     12.92,     44.00,     17.62,     30.00,      2.00,    155.04,     87.82,     87.82,     13.59,     74.23,     13.58,     74.24
      4.00,O630,pk,     48.72,     97.88,     29.87,     60.00,      1.00,    292.32,    195.29,    195.18,     17.17,    178.12,     17.13,    178.05
      4.00,O640,pk,     35.10,    110.69,     19.03,     30.00,      2.00,    421.20,    547.93,    547.86,    136.17,    411.76,    136.11,    411.75
      4.00,O667,pk,      2.75,      9.46,     17.44,     30.00,      2.00,     33.00,      0.79,      0.79,         0,      0.79,         0,      0.79
      4.00,OF605,pk,     14.18,     48.56,     17.52,     60.00,      1.00,     85.08,    128.54,    128.58,      5.33,    123.21,      5.34,    123.24
      4.00,OF618,pk,     14.04,     42.00,     20.06,     30.00,      2.00,    168.48,     75.59,     75.54,      6.68,     68.91,      6.66,     68.88
      4.00,OF620,pk,     16.66,     44.97,     22.23,     30.00,      2.00,    199.92,     82.81,     82.78,      6.30,     76.51,      6.28,     76.50
      4.00,OF638,pk,     13.40,     34.23,     23.49,     60.00,      1.00,     80.40,     13.80,     13.82,      0.10,     13.70,      0.10,     13.72
      4.00,S002,pk,      8.42,     39.15,     12.90,     15.00,      4.00,    202.08,    986.01,    986.04,    114.71,    871.30,    114.71,    871.33
      4.00,S004,pk,     23.85,     79.47,     18.01,     30.00,      2.00,    286.20,    790.59,    790.56,     34.25,    756.34,     34.24,    756.32
      4.00,S009,pk,     19.62,     72.49,     16.24,     15.00,      4.00,    470.88,   1160.31,   1160.34,     30.88,   1129.43,     30.89,   1129.45
      4.00,S017,pk,     15.42,     61.53,     15.04,     30.00,      2.00,    185.04,    534.76,    534.76,     70.47,    464.29,     70.45,    464.31
      4.00,S021,pk,     15.70,     58.29,     16.16,     15.00,      4.00,    376.80,   1282.49,   1282.41,    186.63,   1095.86,    186.61,   1095.80
      4.00,S033,pk,     12.54,     36.51,     20.61,     15.00,      4.00,    300.96,    300.82,    300.81,     13.92,    286.90,     13.90,    286.91
      4.00,S035,pk,     28.18,     87.08,     19.42,     15.00,      4.00,    676.32,    505.03,    505.10,     34.65,    470.38,     34.63,    470.47
      4.00,S039,pk,     22.92,     73.59,     18.69,     15.00,      4.00,    550.08,    712.91,    712.86,     42.38,    670.53,     42.36,    670.50
      4.00,S045,pk,     16.22,     49.81,     19.54,     15.00,      4.00,    389.28,    319.20,    319.22,     21.05,    298.15,     21.04,    298.18
      4.00,S047,pk,     25.68,     79.32,     19.43,     30.00,      2.00,    308.16,    233.28,    233.29,     10.16,    223.12,     10.13,    223.16
      4.00,S054,pk,     17.78,     54.00,     19.76,     15.00,      4.00,    426.72,    296.04,    296.06,     24.02,    272.02,     24.04,    272.02
      4.00,S062,pk,     20.26,     61.47,     19.78,     60.00,      1.00,    121.56,     44.45,     44.36,      1.04,     43.41,      1.00,     43.36
      4.00,S072,pk,     11.06,     38.76,     17.12,     30.00,      2.00,    132.72,    134.17,    134.11,      8.59,    125.58,      8.54,    125.57
      4.00,S1,pk,     21.44,     85.28,     15.08,     15.00,      4.00,    514.56,   1286.92,   1286.89,      4.48,   1282.44,      4.43,   1282.46
      4.00,S200,pk,     22.56,     85.60,     15.81,     15.00,      4.00,    541.44,   1357.86,   1357.78,     37.19,   1320.67,     37.18,   1320.60
      4.00,S201,pk,     19.42,     66.63,     17.49,     30.00,      2.00,    233.04,    112.94,    112.94,     13.13,     99.81,     13.12,     99.82
      4.00,S205,pk,     28.62,    102.19,     16.80,     15.00,      4.00,    686.88,   1664.55,   1664.53,     24.01,   1640.54,     24.02,   1640.51
      4.00,S209,pk,     28.98,     99.67,     17.45,     15.00,      4.00,    695.52,   1587.29,   1587.20,     55.46,   1531.83,     55.43,   1531.77
      4.00,S213,pk,     31.02,    111.56,     16.68,     30.00,      2.00,    372.24,    958.80,    958.77,     28.58,    930.22,     28.59,    930.18
      4.00,S217,pk,     24.42,     76.68,     19.11,     15.00,      4.00,    586.08,    612.23,    612.20,     58.89,    553.34,     58.90,    553.30
      4.00,S218,pk,     13.84,     49.15,     16.90,     30.00,      2.00,    166.08,    156.83,    156.82,      5.69,    151.14,      5.68,    151.14
      4.00,S220,pk,     33.42,    110.92,     18.08,     30.00,      2.00,    401.04,    983.92,    983.83,    135.47,    848.45,    135.44,    848.39
      4.00,S223,pk,     33.17,    119.27,     16.69,     30.00,      2.00,    398.04,    936.51,    936.47,     59.06,    877.45,     58.99,    877.48
      4.00,S227,pk,     33.90,    112.41,     18.09,     30.00,      2.00,    406.80,    311.34,    311.35,     28.90,    282.44,     28.91,    282.44
      4.00,S236,pk,     15.93,     46.30,     20.64,     30.00,      2.00,    191.16,     58.69,     58.71,      4.31,     54.38,      4.31,     54.40
      4.00,S240,pk,     24.30,     82.38,     17.70,     15.00,      4.00,    583.20,    253.03,    253.05,     10.42,    242.61,     10.44,    242.61
