SEGID,DISTANCE,DIRECTION,FUNCGROUP,SUBAREAID,CO_FIPS,LANES,LANEMILES,FTCLASS,CAP1HL,AM_Vol,MD_Vol,PM_Vol,EV_Vol,DY_Vol,FF_Spd,AM_Spd,MD_Spd,PM_Spd,EV_Spd,DY_Spd,FF_Tme,AM_Tme,MD_Tme,PM_Tme,EV_Tme,DY_Tme,AM_CAP,MD_CAP,PM_CAP,EV_CAP,DY_CAP,AM_VC,MD_VC,PM_VC,EV_VC,MAX_VC,AM_VMT,MD_VMT,PM_VMT,EV_VMT,DY_VMT,AM_VMT_PC,MD_VMT_PC,PM_VMT_PC,EV_VMT_PC,DY_VMT_PC,AM_VMT_LT,MD_VMT_LT,PM_VMT_LT,EV_VMT_LT,DY_VMT_LT,AM_VMT_MD,MD_VMT_MD,PM_VMT_MD,EV_VMT_MD,DY_VMT_MD,AM_VMT_HV,MD_VMT_HV,PM_VMT_HV,EV_VMT_HV,DY_VMT_HV,FF_VHT,AM_VHT,MD_VHT,PM_VHT,EV_VHT,DY_VHT,AM_VHD,MD_VHD,PM_VHD,EV_VHD,DY_VHD
0006_141.0,     5.843,Both,Total,       1.0,      49.0,       2.0,      11.7,Principal Arterial,      1065,     242.2,     544.4,     340.9,     435.8,    1563.3,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     6.152,     6.152,     6.152,     6.152,     6.152,     6.152,      6390,     12780,      6390,     25560,     51120,      0.06,      0.05,      0.07,      0.02,      0.07,    1415.3,    3181.1,    1992.0,    2546.5,    9134.9,    1152.3,    2479.9,    1507.0,    1962.2,    7101.4,         0,         0,         0,         0,         0,     169.5,     414.9,     327.2,     309.7,    1221.3,      93.5,     286.3,     157.8,     274.6,     812.2,    160.28,     24.83,     55.82,     34.95,     44.69,    160.29,     0.002,         0,         0,     0.001,     0.003
0006_146.9,     3.039,Both,Total,       1.0,      49.0,       2.0,       6.1,Principal Arterial,      1065,     245.0,     546.2,     343.4,     438.3,    1572.9,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     3.199,     3.199,     3.199,     3.199,     3.200,     3.199,      6390,     12780,      6390,     25560,     51120,      0.06,      0.05,      0.07,      0.02,      0.07,     744.5,    1659.9,    1043.6,    1332.0,    4780.0,     607.8,    1295.2,     791.4,    1028.1,    3722.5,         0,         0,         0,         0,         0,      88.2,     215.8,     170.2,     161.0,     635.2,      48.6,     148.9,      82.1,     142.8,     422.4,     83.86,     13.06,     29.12,     18.31,     23.37,     83.86,         0,         0,         0,     0.005,     0.005
0006_149.9,     0.678,Both,Total,       1.0,      49.0,       2.0,       1.4,Principal Arterial,      1065,     447.0,     728.0,     618.8,     614.5,    2408.3,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     0.714,     0.714,     0.714,     0.714,     0.714,     0.714,      6390,     12780,      6390,     25560,     51120,      0.12,      0.07,      0.13,      0.03,      0.13,     303.0,     493.5,     419.5,     416.7,    1632.7,     252.7,     385.0,     350.8,     348.8,    1337.3,       4.1,      21.7,       6.1,       3.4,      35.3,      31.4,      53.6,      44.3,      35.3,     164.6,      14.9,      33.2,      18.5,      29.1,      95.7,     28.64,      5.31,      8.66,      7.36,      7.31,     28.64,         0,     0.008,     0.010,     0.002,     0.020
0006_150.6,     1.973,Both,Total,       1.0,      49.0,       2.0,       3.9,Principal Arterial,      1065,     517.5,     856.5,     712.9,     724.6,    2811.5,      57.0,      57.0,      57.0,      57.0,      57.0,      57.0,     2.077,     2.077,     2.078,     2.078,     2.077,     2.078,      6390,     12780,      6390,     25560,     51120,      0.13,      0.09,      0.14,      0.03,      0.14,    1021.1,    1690.0,    1406.6,    1429.7,    5547.4,     836.8,    1295.8,    1168.5,    1195.1,    4496.2,      14.2,      86.7,      27.0,      14.0,     141.9,     124.1,     189.6,     152.4,     122.1,     588.2,      46.0,     118.0,      58.8,      98.4,     321.2,     97.33,     17.91,     29.65,     24.69,     25.08,     97.33,         0,     0.009,     0.012,     0.003,     0.024
0006_152.6,     0.316,Both,Total,       1.0,      49.0,       2.0,       0.6,Minor Arterial,       983,     753.8,    1271.2,    1016.7,    1021.2,    4062.9,      46.0,      45.9,      46.0,      45.9,      46.0,      46.0,     0.412,     0.413,     0.412,     0.413,     0.412,     0.412,      5898,     11796,      5898,     23592,     47184,      0.20,      0.13,      0.22,      0.05,      0.22,     238.4,     402.0,     321.6,     323.0,    1285.0,     198.6,     308.9,     268.6,     272.1,    1048.2,       3.1,      21.9,       7.3,       4.5,      36.8,      26.4,      42.5,      32.7,      26.9,     128.5,      10.1,      28.8,      13.0,      19.7,      71.6,     27.91,      5.19,      8.74,      7.00,      7.02,     27.95,     0.005,         0,     0.007,         0,     0.012
0006_152.9,     2.923,Both,Total,       1.0,      49.0,       2.0,       5.8,Principal Arterial,      1052,    1041.8,    1816.0,    1372.1,    1447.2,    5677.1,      55.0,      54.9,      55.0,      54.9,      55.0,      54.9,     3.188,     3.194,     3.190,     3.196,     3.188,     3.192,      6311,     12622,      6311,     25243,     50487,      0.24,      0.17,      0.27,      0.07,      0.27,    3045.4,    5308.6,    4011.0,    4230.5,   16595.5,    2608.7,    4241.9,    3443.3,    3664.8,   13958.7,      38.0,     247.9,      91.8,      50.3,     428.0,     296.4,     504.0,     350.2,     303.1,    1453.7,     102.3,     314.8,     125.7,     212.2,     755.0,    301.68,     55.46,     96.56,     73.10,     76.91,    302.03,     0.102,     0.060,     0.181,         0,     0.343
0006_155.8,     0.202,Both,Total,       1.0,      49.0,       2.0,       0.4,Principal Arterial,      1065,    1051.8,    1833.8,    1385.2,    1469.3,    5740.1,      57.0,      56.9,      57.0,      56.9,      57.0,      56.9,     0.212,     0.213,     0.212,     0.213,     0.212,     0.213,      6390,     12780,      6390,     25560,     51120,      0.24,      0.17,      0.27,      0.07,      0.27,     212.1,     369.8,     279.3,     296.3,    1157.5,     181.9,     295.8,     240.0,     256.9,     974.6,       2.6,      17.2,       6.2,       3.4,      29.4,      20.5,      35.0,      24.3,      21.2,     101.0,       7.0,      21.8,       8.7,      14.8,      52.3,     20.31,      3.73,      6.49,      4.91,      5.20,     20.33,     0.010,         0,     0.021,     0.001,     0.032
0006_155.9,     1.316,Both,Total,       1.0,      49.0,       2.0,       2.6,Principal Arterial,      1016,    1579.0,    2849.9,    2090.8,    2381.4,    8901.1,      48.0,      45.5,      47.4,      44.2,      48.0,      46.4,     1.645,     1.737,     1.666,     1.788,     1.646,     1.703,      6096,     12192,      6096,     24384,     48768,      0.38,      0.26,      0.43,      0.12,      0.43,    2078.0,    3750.5,    2751.5,    3134.0,   11714.0,    1823.2,    3072.4,    2426.7,    2783.9,   10106.2,      25.8,     170.0,      53.4,      40.8,     290.0,     166.3,     303.0,     205.9,     183.2,     858.4,      62.6,     205.2,      65.4,     126.0,     459.2,    244.08,     45.63,     79.14,     62.21,     65.33,    252.31,     2.416,     0.990,     4.971,     0.036,     8.413
0006_157.3,     0.250,Both,Total,       1.0,      49.0,       2.0,       0.5,Principal Arterial,      1016,    2880.3,    5065.7,    3730.7,    4379.1,   16055.8,      48.0,      43.4,      46.9,      41.4,      48.0,      45.1,     0.312,     0.346,     0.320,     0.363,     0.312,     0.333,      6096,     12192,      6096,     24384,     48768,      0.70,      0.46,      0.79,      0.22,      0.79,     719.1,    1264.7,     931.4,    1093.3,    4008.5,     641.5,    1057.8,     835.4,     987.9,    3522.6,       9.2,      51.0,      15.9,      14.4,      90.5,      48.9,      92.4,      60.1,      55.3,     256.7,      19.5,      63.7,      19.9,      35.7,     138.8,     83.44,     16.56,     26.99,     22.50,     22.78,     88.83,     1.646,     0.660,     3.178,     0.020,     5.504
0006_157.6,     0.918,Both,Total,       1.0,      49.0,       2.0,       1.8,Principal Arterial,      1060,    2848.9,    4975.3,    3602.1,    4307.9,   15734.2,      55.9,      51.8,      54.8,      50.3,      55.8,      53.4,     0.986,     1.067,     1.006,     1.098,     0.987,     1.034,      6358,     12717,      6358,     25434,     50867,      0.65,      0.44,      0.72,      0.20,      0.72,    2616.3,    4569.1,    3308.0,    3956.2,   14449.6,    2330.9,    3810.6,    2965.6,    3568.1,   12675.2,      32.9,     182.6,      54.2,      50.6,     320.3,     179.0,     340.0,     214.4,     206.0,     939.4,      73.4,     235.7,      73.9,     131.4,     514.4,    258.69,     50.53,     83.44,     65.82,     70.89,    270.68,     3.816,     1.638,     6.712,     0.054,    12.220
0006_158.5,     0.472,Both,Total,       1.0,      49.0,       2.0,       0.9,Principal Arterial,       998,    3059.7,    5099.6,    3779.9,    4407.3,   16346.5,      44.5,      38.9,      43.4,      37.7,      44.5,      41.3,     0.636,     0.731,     0.653,     0.754,     0.636,     0.687,      5987,     11974,      5987,     23947,     47895,      0.76,      0.47,      0.82,      0.22,      0.82,    1443.9,    2406.5,    1783.8,    2079.8,    7714.0,    1295.9,    2033.1,    1618.7,    1900.8,    6848.5,      18.4,     100.1,      31.7,      26.5,     176.7,      94.2,     165.8,     101.5,      97.9,     459.4,      35.3,     107.6,      32.0,      54.7,     229.6,    173.16,     37.10,     55.48,     47.37,     46.73,    186.68,     4.846,     1.460,     7.466,     0.046,    13.818
0006_158.9,     0.381,Both,Total,       1.0,      49.0,       2.0,       0.8,Principal Arterial,       997,    3137.1,    5255.7,    3881.1,    4525.2,   16799.1,      46.0,      41.4,      45.0,      40.3,      45.9,      43.4,     0.497,     0.553,     0.508,     0.569,     0.498,     0.528,      5984,     11969,      5984,     23937,     47874,      0.77,      0.48,      0.83,      0.23,      0.83,    1195.0,    2002.0,    1478.4,    1723.8,    6399.2,    1070.3,    1686.2,    1340.7,    1570.5,    5667.7,      16.7,      84.8,      26.4,      23.4,     151.3,      78.6,     139.2,      84.4,      82.8,     385.0,      29.5,      91.8,      26.9,      47.0,     195.2,    139.21,     28.84,     44.50,     36.73,     37.53,    147.60,     2.943,     0.946,     4.655,     0.026,     8.570
0006_159.3,     0.278,Both,Total,       1.0,      49.0,       4.0,       1.1,Principal Arterial,       929,    3414.7,    5826.6,    4289.6,    4991.1,   18522.0,      40.0,      39.3,      39.8,      39.0,      40.0,      39.6,     0.418,     0.425,     0.419,     0.428,     0.418,     0.422,     11148,     22296,     11148,     44592,     89184,      0.45,      0.29,      0.49,      0.13,      0.49,     950.1,    1621.3,    1193.6,    1388.9,    5153.9,     846.0,    1351.4,    1075.6,    1260.9,    4533.9,      14.7,      74.2,      22.9,      19.0,     130.8,      65.5,     118.4,      72.2,      69.0,     325.1,      23.9,      77.3,      22.9,      39.9,     164.0,    128.93,     24.18,     40.71,     30.57,     34.74,    130.20,     0.425,     0.159,     0.713,         0,     1.297
0006_159.6,     0.226,Both,Total,       1.0,      49.0,       4.0,       0.9,Principal Arterial,       929,    3812.2,    6809.3,    4866.0,    5794.0,   21281.5,      40.0,      39.4,      39.7,      38.8,      40.0,      39.5,     0.339,     0.345,     0.342,     0.350,     0.339,     0.343,     11148,     22296,     11148,     44592,     89184,      0.45,      0.34,      0.51,      0.15,      0.51,     862.0,    1539.8,    1100.3,    1310.2,    4812.3,     753.0,    1255.2,     972.0,    1172.2,    4152.4,      13.8,      73.6,      25.1,      21.1,     133.6,      68.3,     127.7,      77.3,      74.9,     348.2,      26.9,      83.3,      26.0,      42.0,     178.2,    120.31,     21.90,     38.79,     28.36,     32.76,    121.81,     0.359,     0.295,     0.862,         0,     1.516
0006_159.8,     0.445,Both,Total,       1.0,      49.0,       4.0,       1.8,Principal Arterial,       929,    3998.6,    7256.9,    5066.6,    6245.2,   22567.3,      40.0,      38.9,      39.6,      38.4,      40.0,      39.3,     0.669,     0.688,     0.675,     0.697,     0.669,     0.681,     11148,     22296,     11148,     44592,     89184,      0.51,      0.37,      0.56,      0.17,      0.56,    1780.6,    3231.6,    2256.2,    2781.1,   10049.5,    1545.8,    2635.3,    1982.7,    2487.8,    8651.6,      28.5,     145.2,      46.1,      42.8,     262.6,     148.0,     269.1,     166.2,     152.6,     735.9,      58.3,     182.0,      61.3,      97.9,     399.5,    251.45,     45.83,     81.67,     58.81,     69.61,    255.92,     1.317,     0.800,     2.379,     0.027,     4.523
0006_160.3,     0.249,Both,Total,       1.0,      49.0,       4.0,       1.0,Principal Arterial,       929,    4729.6,    8811.6,    6146.9,    7419.7,   27107.8,      40.0,      38.1,      39.2,      36.9,      40.0,      38.7,     0.373,     0.393,     0.381,     0.406,     0.373,     0.387,     11148,     22296,     11148,     44592,     89184,      0.60,      0.45,      0.67,      0.20,      0.67,    1178.1,    2194.8,    1531.1,    1848.1,    6752.1,    1017.3,    1778.4,    1334.1,    1638.5,    5768.3,      18.2,      97.6,      30.4,      28.6,     174.8,      98.8,     185.7,     118.3,     105.7,     508.5,      43.7,     133.1,      48.3,      75.3,     300.4,    168.60,     30.94,     56.00,     41.54,     46.18,    174.66,     1.583,     1.200,     3.360,     0.030,     6.173
0006_173.4,     0.446,Both,Total,       1.0,      49.0,       6.0,       2.7,Expressway,       919,    8569.2,   17185.1,   11438.7,   13188.1,   50381.1,      44.9,      42.7,      43.5,      38.5,      44.9,      42.5,     0.596,     0.628,     0.615,     0.697,     0.596,     0.631,     16542,     33084,     16542,     66168,    132336,      0.72,      0.62,      0.85,      0.24,      0.85,    3823.6,    7667.9,    5103.9,    5884.5,   22479.9,    2903.3,    5406.5,    3927.5,    4565.9,   16803.2,      77.2,     361.0,     121.0,     107.5,     666.7,     503.6,     939.7,     640.4,     572.9,    2656.6,     339.3,     960.6,     415.0,     638.0,    2352.9,    500.37,     89.55,    176.28,    132.56,    130.98,    529.37,     4.642,     5.599,    19.322,         0,    29.563
0006_173.7,     0.270,Both,Total,       1.0,      49.0,       6.0,       1.6,Expressway,       919,    7862.1,   15185.8,   10458.8,   12661.5,   46168.2,      45.0,      42.7,      44.4,      40.1,      45.0,      43.2,     0.360,     0.381,     0.365,     0.406,     0.360,     0.376,     16542,     33084,     16542,     66168,    132336,      0.71,      0.54,      0.82,      0.23,      0.82,    2126.4,    4107.2,    2828.7,    3424.4,   12486.7,    1715.7,    3040.8,    2276.5,    2786.4,    9819.4,      36.2,     167.2,      54.9,      53.3,     311.6,     220.3,     433.1,     291.8,     261.0,    1206.2,     154.2,     466.1,     205.5,     323.8,    1149.6,    277.22,     49.78,     92.47,     70.53,     76.03,    288.81,     2.713,     1.296,     8.051,     0.010,    12.070
0006_174.0,     0.438,Both,Total,       1.0,      49.0,       4.0,       1.8,Expressway,       948,    6386.9,   12782.2,    8394.1,   10928.2,   38491.4,      45.0,      39.8,      42.9,      35.3,      45.0,      41.0,     0.584,     0.664,     0.612,     0.750,     0.585,     0.643,     11376,     22752,     11376,     45504,     91008,      0.83,      0.66,      0.94,      0.29,      0.94,    2797.4,    5598.5,    3676.6,    4786.5,   16859.0,    2266.7,    4218.6,    2958.7,    3914.4,   13358.4,      39.1,     187.5,      57.1,      52.6,     336.3,     276.3,     527.2,     363.7,     336.4,    1503.6,     215.5,     665.2,     297.1,     483.1,    1660.9,    374.89,     70.24,    130.42,    104.13,    106.47,    411.26,     8.463,     5.948,    23.159,     0.032,    37.602
0006_174.4,     0.435,Both,Total,       1.0,      49.0,       4.0,       1.7,Expressway,       948,    6386.9,   12782.2,    8394.1,   10928.2,   38491.4,      45.0,      39.8,      42.9,      35.3,      44.9,      41.0,     0.580,     0.659,     0.607,     0.744,     0.580,     0.638,     11376,     22752,     11376,     45504,     91008,      0.83,      0.66,      0.94,      0.29,      0.94,    2775.1,    5553.9,    3647.3,    4748.3,   16724.6,    2248.5,    4185.0,    2935.1,    3883.2,   13251.8,      38.8,     186.0,      56.6,      52.1,     333.5,     274.0,     523.0,     360.8,     333.7,    1491.5,     213.7,     659.9,     294.7,     479.2,    1647.5,    372.02,     69.70,    129.42,    103.35,    105.65,    408.12,     8.395,     5.877,    22.989,     0.026,    37.287
0006_174.9,     0.700,Both,Total,       1.0,      49.0,       4.0,       2.8,Expressway,      1021,    4710.2,    9700.9,    6419.3,    8022.5,   28852.9,      55.0,      54.5,      54.7,      53.1,      55.0,      54.4,     0.763,     0.771,     0.768,     0.791,     0.763,     0.772,     12252,     24504,     12252,     49008,     98016,      0.54,      0.48,      0.66,      0.19,      0.66,    3296.4,    6789.0,    4492.5,    5614.5,   20192.4,    2666.1,    5109.5,    3567.7,    4480.6,   15823.9,      42.0,     183.6,      53.2,      49.7,     328.5,     296.4,     608.0,     448.4,     398.2,    1751.0,     291.9,     888.0,     423.3,     685.8,    2289.0,    366.98,     60.51,    124.16,     84.55,    102.04,    371.26,     0.612,     0.769,     2.996,     0.009,     4.386
0006_175.6,     0.551,Both,Total,       1.0,      49.0,       4.0,       2.2,Expressway,      1021,    4087.0,    8653.2,    5625.6,    7001.3,   25367.1,      55.0,      54.8,      54.8,      54.2,      55.0,      54.7,     0.601,     0.603,     0.603,     0.611,     0.601,     0.604,     12252,     24504,     12252,     49008,     98016,      0.46,      0.44,      0.58,      0.17,      0.58,    2252.7,    4769.6,    3100.8,    3859.1,   13982.2,    1789.4,    3538.2,    2410.5,    3021.2,   10759.3,      27.6,     124.2,      36.3,      25.9,     214.0,     214.2,     435.3,     327.7,     286.1,    1263.3,     221.6,     671.8,     326.2,     525.9,    1745.5,    254.16,     41.10,     87.00,     57.26,     70.15,    255.51,     0.155,     0.288,     0.916,     0.002,     1.361
0006_176.1,     0.900,Both,Total,       1.0,      49.0,       4.0,       3.6,Expressway,      1021,    3018.3,    6667.3,    4236.7,    5233.4,   19155.7,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.983,     0.983,     0.983,     0.986,     0.983,     0.984,     12252,     24504,     12252,     49008,     98016,      0.33,      0.35,      0.43,      0.14,      0.43,    2717.6,    6003.0,    3814.6,    4712.0,   17247.2,    2106.7,    4344.9,    2856.4,    3519.8,   12827.8,      18.0,      97.1,      24.3,      19.8,     159.2,     263.3,     546.4,     431.5,     370.1,    1611.3,     329.6,    1014.6,     502.4,     802.2,    2648.8,    313.72,     49.45,    109.29,     69.60,     85.71,    314.05,     0.027,     0.095,     0.218,     0.009,     0.349
0006_177.0,     0.194,Both,Total,       1.0,      49.0,       4.0,       0.8,Expressway,      1021,    2996.2,    6746.5,    4306.7,    5234.4,   19283.8,      55.0,      55.0,      54.9,      54.8,      55.0,      54.9,     0.212,     0.212,     0.212,     0.212,     0.212,     0.212,     12252,     24504,     12252,     49008,     98016,      0.31,      0.36,      0.44,      0.14,      0.44,     581.2,    1308.6,     835.4,    1015.3,    3740.5,     445.3,     944.4,     625.8,     756.7,    2772.2,       4.1,      23.1,       5.2,       6.6,      39.0,      59.3,     122.6,      96.4,      80.3,     358.6,      72.5,     218.5,     107.9,     171.7,     570.6,     68.02,     10.57,     23.82,     15.24,     18.46,     68.09,     0.004,     0.024,     0.040,         0,     0.068
0006_177.2,     0.317,Both,Total,       1.0,      49.0,       4.0,       1.3,Expressway,      1021,    2810.8,    6392.8,    4053.8,    4937.5,   18194.9,      55.0,      55.0,      55.0,      54.8,      55.0,      54.9,     0.345,     0.345,     0.346,     0.346,     0.346,     0.346,     12252,     24504,     12252,     49008,     98016,      0.29,      0.34,      0.41,      0.13,      0.41,     890.0,    2024.1,    1283.5,    1563.3,    5760.9,     677.7,    1447.7,     944.9,    1146.6,    4216.9,       4.8,      28.5,       9.4,       6.6,      49.3,      90.7,     190.2,     153.1,     128.0,     562.0,     116.9,     357.7,     176.1,     282.1,     932.8,    104.77,     16.18,     36.83,     23.41,     28.43,    104.85,         0,     0.018,     0.062,     0.009,     0.089
0006_177.5,     0.433,Both,Total,       1.0,      49.0,       2.0,       0.9,Expressway,      1064,    2511.9,    5738.1,    3588.5,    4384.0,   16222.5,      55.0,      54.6,      54.0,      51.7,      55.0,      53.8,     0.472,     0.476,     0.482,     0.502,     0.472,     0.483,      6384,     12768,      6384,     25536,     51072,      0.52,      0.59,      0.69,      0.24,      0.69,    1087.2,    2483.5,    1553.1,    1897.5,    7021.3,     810.9,    1751.6,    1099.5,    1343.4,    5005.4,       3.1,      23.3,       8.7,       6.5,      41.6,     114.4,     238.6,     199.5,     168.8,     721.3,     158.9,     469.9,     245.4,     378.7,    1252.9,    127.66,     19.92,     46.02,     30.02,     34.50,    130.46,     0.155,     0.896,     1.778,     0.005,     2.834
0006_177.9,     0.901,Both,Total,       1.0,      49.0,       2.0,       1.8,Expressway,      1064,    2545.3,    5746.9,    3630.8,    4350.4,   16273.4,      55.0,      54.5,      53.9,      51.3,      55.0,      53.7,     0.984,     0.992,     1.004,     1.054,     0.984,     1.008,      6384,     12768,      6384,     25536,     51072,      0.53,      0.59,      0.71,      0.24,      0.71,    2293.9,    5179.2,    3272.1,    3920.6,   14665.8,    1700.7,    3624.6,    2288.8,    2753.6,   10367.7,       4.6,      32.1,       6.7,       6.5,      49.9,     247.2,     522.7,     448.2,     364.2,    1582.3,     341.4,     999.6,     528.5,     796.3,    2665.8,    266.78,     42.10,     96.12,     63.78,     71.33,    273.33,     0.366,     1.964,     4.238,         0,     6.568
0006_178.8,     2.759,Both,Total,       1.0,      49.0,       2.0,       5.5,Expressway,      1064,    2497.6,    5643.3,    3560.5,    4261.0,   15962.4,      56.0,      55.6,      55.0,      52.7,      56.0,      54.8,     2.956,     2.978,     3.012,     3.142,     2.956,     3.020,      6384,     12768,      6384,     25536,     51072,      0.52,      0.58,      0.70,      0.23,      0.70,    6890.7,   15569.5,    9823.2,   11755.8,   44039.2,    5096.8,   10864.9,    6840.5,    8210.6,   31012.8,      11.0,      74.5,      13.8,      13.8,     113.1,     742.7,    1578.7,    1354.9,    1098.0,    4774.3,    1040.1,    3051.4,    1614.0,    2433.4,    8138.9,    786.35,    124.01,    283.09,    186.55,    209.92,    803.57,     0.935,     5.256,    11.054,     0.005,    17.250
0006_181.6,     2.513,Both,Total,       1.0,      49.0,       2.0,       5.0,Expressway,      1064,    2389.4,    5429.9,    3406.3,    4094.0,   15319.6,      56.0,      55.7,      55.2,      53.3,      56.0,      55.0,     2.692,     2.708,     2.734,     2.828,     2.692,     2.739,      6384,     12768,      6384,     25536,     51072,      0.50,      0.57,      0.68,      0.23,      0.68,    6003.8,   13643.5,    8558.9,   10286.8,   38493.0,    4398.0,    9452.1,    5885.2,    7098.3,   26833.6,       5.0,      30.2,       2.5,       7.5,      45.2,     656.0,    1407.4,    1208.8,     974.9,    4247.1,     944.8,    2753.8,    1462.4,    2206.2,    7367.2,    687.42,    107.87,    247.33,    160.67,    183.71,    699.58,     0.630,     3.799,     7.696,     0.011,    12.136
0006_184.1,     3.358,Both,Total,       1.0,      49.0,       2.0,       6.7,Expressway,      1064,    2313.4,    5280.9,    3306.2,    3970.4,   14870.9,      56.0,      55.7,      55.3,      53.6,      56.0,      55.1,     3.599,     3.617,     3.647,     3.756,     3.599,     3.654,      6384,     12768,      6384,     25536,     51072,      0.48,      0.55,      0.67,      0.22,      0.67,    7769.2,   17735.0,   11103.4,   13334.0,   49941.6,    5626.2,   12146.4,    7533.4,    9072.2,   34378.2,       6.7,      37.0,       3.4,      10.1,      57.2,     873.5,    1874.3,    1612.1,    1303.1,    5663.0,    1262.8,    3677.4,    1954.6,    2948.6,    9843.4,    891.95,    139.48,    320.88,    207.15,    238.16,    905.67,     0.686,     4.288,     8.687,     0.017,    13.678
0006_187.5,     7.315,Both,Total,       1.0,      49.0,       2.0,      14.6,Expressway,      1064,    1658.6,    3931.0,    2383.5,    2924.5,   10897.6,      56.0,      55.9,      55.8,      55.5,      56.0,      55.8,     7.838,     7.844,     7.862,     7.912,     7.838,     7.864,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.54,      0.18,      0.54,   12132.7,   28755.6,   17435.4,   21393.0,   79716.7,    7926.6,   17943.9,   10544.6,   12958.6,   49373.7,         0,         0,         0,         0,         0,    1602.0,    3269.8,    2867.5,    2355.5,   10094.8,    2604.2,    7541.8,    4023.3,    6078.8,   20248.1,   1423.58,    216.85,    515.04,    314.42,    382.04,   1428.35,     0.178,     1.583,     2.932,     0.007,     4.700
0006_194.8,     8.833,Both,Total,       1.0,      49.0,       2.0,      17.7,Expressway,      1064,    1635.3,    3875.5,    2349.1,    2885.1,   10745.0,      56.0,      56.0,      55.8,      55.5,      56.0,      55.8,     9.464,     9.471,     9.491,     9.547,     9.464,     9.493,      6384,     12768,      6384,     25536,     51072,      0.34,      0.43,      0.53,      0.17,      0.53,   14444.1,   34230.9,   20748.7,   25483.1,   94906.8,    9427.1,   21292.8,   12500.9,   15387.4,   58608.2,         0,         0,         0,         0,         0,    1890.2,    3893.4,    3407.6,    2800.0,   11991.2,    3126.8,    9044.6,    4840.2,    7295.8,   24307.4,   1694.84,    258.13,    612.97,    373.94,    455.08,   1700.12,     0.202,     1.758,     3.255,     0.006,     5.221
0006_203.6,     7.548,Both,Total,       1.0,      49.0,       2.0,      15.1,Expressway,      1064,    1611.0,    3812.9,    2306.4,    2834.7,   10565.0,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     8.087,     8.093,     8.108,     8.152,     8.087,     8.110,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,   12159.7,   28779.7,   17408.7,   21396.2,   79744.3,    7910.3,   17842.6,   10434.3,   12844.4,   49031.6,         0,         0,         0,         0,         0,    1592.6,    3253.2,    2853.1,    2362.5,   10061.4,    2656.9,    7683.8,    4121.2,    6189.3,   20651.2,   1424.01,    217.29,    515.21,    313.50,    382.08,   1428.08,     0.146,     1.357,     2.507,     0.010,     4.020
0006_211.2,     5.022,Both,Total,       1.0,      49.0,       2.0,      10.0,Expressway,      1064,    1611.0,    3812.9,    2306.4,    2834.7,   10565.0,      56.0,      56.0,      55.9,      55.5,      56.0,      55.8,     5.381,     5.385,     5.395,     5.424,     5.381,     5.396,      6384,     12768,      6384,     25536,     51072,      0.33,      0.42,      0.52,      0.17,      0.52,    8090.1,   19147.5,   11582.2,   14235.3,   53055.1,    5262.8,   11871.0,    6942.1,    8545.6,   32621.5,         0,         0,         0,         0,         0,    1059.6,    2164.4,    1898.2,    1571.8,    6694.0,    1767.6,    5112.1,    2741.9,    4117.8,   13739.4,    947.47,    144.58,    342.80,    208.58,    254.21,    950.17,     0.101,     0.897,     1.680,     0.004,     2.682
0006_216.2,     4.891,Both,Total,       1.0,      49.0,       2.0,       9.8,Expressway,      1064,    1529.5,    3580.5,    2182.0,    2684.1,    9976.1,      56.0,      56.0,      55.9,      55.7,      56.0,      55.9,     5.241,     5.244,     5.250,     5.269,     5.241,     5.250,      6384,     12768,      6384,     25536,     51072,      0.31,      0.39,      0.48,      0.16,      0.48,    7481.0,   17512.7,   10672.4,   13128.3,   48794.4,    4849.5,   11095.5,    6519.9,    8021.9,   30486.8,         0,         0,         0,         0,         0,     997.8,    1834.2,    1618.9,    1413.5,    5864.4,    1633.6,    4583.0,    2533.6,    3692.8,   12443.0,    871.35,    133.66,    313.27,    191.63,    234.44,    873.00,     0.075,     0.554,     1.017,         0,     1.646
0013_000.0,     0.652,Both,Total,       1.0,       3.0,       4.0,       2.6,Principal Arterial,       929,    2176.0,    5228.0,    3358.6,    3670.4,   14433.0,      40.0,      39.9,      39.9,      39.7,      40.0,      39.9,     0.978,     0.979,     0.980,     0.985,     0.978,     0.981,     11148,     22296,     11148,     44592,     89184,      0.23,      0.26,      0.35,      0.09,      0.35,    1417.9,    3406.6,    2188.5,    2391.6,    9404.6,    1067.3,    2384.9,    1713.8,    1964.0,    7130.0,     121.8,     585.4,     203.2,     179.5,    1089.9,     171.1,     308.0,     216.7,     179.1,     874.9,      57.6,     128.3,      54.7,      69.0,     309.6,    235.21,     35.52,     85.41,     55.13,     59.82,    235.88,     0.058,     0.219,     0.392,         0,     0.669
